calibration_year,observed_mean_upc,observed_median_upc,premise_count,space_heating_share,estimated_sh_therms,weighted_avg_hdd,avg_efficiency,heating_factor_total_upc,heating_factor_space_heating,verify_total_therms,verify_sh_therms,irp_upc_2025,irp_decay_rate
2025,542.9,488.0,203989,0.6,325.7,1845.9,0.6376,0.187502,0.112501,542.9,325.7,648.0,-0.0119
