"SiteID","Primary_Panel","Electrical_Panel_Label","Electrical_Panel_Type","Electrical_Panel_Brand","Electrical_Panel_Brand_Other","Electrical_Panel_Vintage","Electrical_Panel_Capacity"
"SITE_3050","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_3051","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3052","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1997","125"
"SITE_3053","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3054","Primary",NA,"Breaker Panel","Square D",NA,"2014","125"
"SITE_3055","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3056","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","125"
"SITE_3057","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","Unknown"
"SITE_3058","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_3059","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_3062","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","125"
"SITE_3064","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3066","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","Unknown"
"SITE_3067","Primary",NA,"Breaker Panel","Siemens",NA,"2021","100"
"SITE_3068","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_3069","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","125"
"SITE_3070","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_3071","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_3072","Primary",NA,"Breaker Panel","Square D",NA,"2015","Unknown"
"SITE_3073","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3075","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3076","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_3077","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3078","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3079","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1972","125"
"SITE_3081","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3082","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3083","Primary",NA,"Breaker Panel","Siemens",NA,"2018","125"
"SITE_3084","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"Unknown","125"
"SITE_3086","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3087","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","125"
"SITE_3088","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3089","Primary",NA,"Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_3090","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","125"
"SITE_3091","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3092","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","125"
"SITE_3093","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3094","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_3095","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_3096","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","125"
"SITE_3097","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","125"
"SITE_3098","Primary",NA,"Breaker Panel","Unknown",NA,"2015","125"
"SITE_3099","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_3100","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3101","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","100"
"SITE_3102","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1977","100"
"SITE_3103","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","125"
"SITE_3103","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_3104","Primary",NA,"Breaker Panel","Square D",NA,"2013","100"
"SITE_3105","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2020","125"
"SITE_3106","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3107","Primary",NA,"Fuse Panel","Square D",NA,"Unknown","100"
"SITE_3108","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3109","Primary",NA,"Breaker Panel","Gould",NA,"Unknown","125"
"SITE_3110","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_3111","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2007","125"
"SITE_3112","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","100"
"SITE_3113","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_3114","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_3117","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3118","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"1982","125"
"SITE_3119","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","100"
"SITE_3120","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_3122","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3123","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_3125","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","125"
"SITE_3126","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3127","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_3128","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3129","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_3130","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"1994","125"
"SITE_3131","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","125"
"SITE_3132","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3133","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3134","Primary",NA,"Breaker Panel","General Electric",NA,"2005","125"
"SITE_3135","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2007","125"
"SITE_3136","Primary",NA,"Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_3137","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3138","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"Unknown","125"
"SITE_3139","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3140","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","100"
"SITE_3141","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_3144","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_3145","Primary",NA,"Breaker Panel","Square D",NA,"2021","200"
"SITE_3146","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","125"
"SITE_3147","Primary",NA,"Breaker Panel","Square D",NA,"2016","125"
"SITE_3148","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3150","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","125"
"SITE_3151","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3152","Primary",NA,"Breaker Panel","Siemens",NA,"2018","125"
"SITE_3153","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3154","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_3155","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","Unknown"
"SITE_3156","Primary",NA,"Breaker Panel","Crouse-Hinds",NA,"Unknown","125"
"SITE_3157","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","100"
"SITE_3158","Primary",NA,"Breaker Panel","General Electric",NA,"1993","Unknown"
"SITE_3159","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"Unknown","125"
"SITE_3160","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_3161","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","125"
"SITE_3163","Primary",NA,"Breaker Panel","Magnetrip",NA,"Unknown","Unknown"
"SITE_3164","Primary",NA,"Breaker Panel","Square D",NA,"2021","200"
"SITE_3165","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_3166","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","70"
"SITE_3167","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","125"
"SITE_3170","Primary",NA,"Breaker Panel","Crouse-Hinds",NA,"Unknown","125"
"SITE_3171","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","Unknown"
"SITE_3172","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3173","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","125"
"SITE_3174","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_3175","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","125"
"SITE_3176","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","Unknown"
"SITE_3177","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","150"
"SITE_3178","Primary",NA,"Fuse Panel","General Switch Corp",NA,"Unknown","Unknown"
"SITE_3180","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_3181","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_3182","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3183","Primary",NA,"Breaker Panel","Square D",NA,"1990","125"
"SITE_3184","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3186","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","Unknown"
"SITE_3188","Primary",NA,"Breaker Panel","Square D",NA,"2021","Unknown"
"SITE_3189","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","125"
"SITE_3190","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2015","125"
"SITE_3191","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3192","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3193","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_3194","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","100"
"SITE_3195","Primary",NA,"Breaker Panel","General Electric",NA,"2006","200"
"SITE_3196","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_3198","Primary",NA,"Fuse Panel","General Switch Corp",NA,"Unknown","60"
"SITE_3199","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","125"
"SITE_3200","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3201","Primary",NA,"Breaker Panel","Siemens",NA,"1995","125"
"SITE_3202","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_3205","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3207","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_3208","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3209","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3210","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3211","Primary",NA,"Breaker Panel","Siemens",NA,"1998","125"
"SITE_3212","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_3213","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_3213","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_3214","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3215","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_3216","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","100"
"SITE_3217","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3218","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2001","125"
"SITE_3219","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3220","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","125"
"SITE_3221","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2022","125"
"SITE_3223","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","100"
"SITE_3224","Primary",NA,"Breaker Panel","Crouse-Hinds",NA,"Unknown","125"
"SITE_3225","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_3226","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","70"
"SITE_3227","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3228","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_3229","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3230","Primary",NA,"Breaker Panel","Bryant",NA,"Unknown","60"
"SITE_3231","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3232","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3234","Primary",NA,"Breaker Panel","Siemens",NA,"2018","125"
"SITE_3235","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3236","Primary",NA,"Breaker Panel","Bryant",NA,"Unknown","100"
"SITE_3237","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3238","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_3239","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3240","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3241","Primary",NA,"Unknown","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_3242","Primary",NA,"Breaker Panel","Homeline",NA,"Unknown","Unknown"
"SITE_3243","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3244","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2016","200"
"SITE_3245","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3247","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2006","125"
"SITE_3248","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","Unknown"
"SITE_3249","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","100"
"SITE_3251","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","125"
"SITE_3252","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","100"
"SITE_3253","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_3254","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"Unknown","125"
"SITE_3255","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1978","150"
"SITE_3256","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"1984","125"
"SITE_3257","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3258","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3259","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_3260","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","125"
"SITE_3261","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3263","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_3264","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3265","Primary",NA,"Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_3267","Primary",NA,"Breaker Panel","Square D",NA,"2007","Unknown"
"SITE_3268","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_3269","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3271","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2021","150"
"SITE_3272","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3274","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"2007","125"
"SITE_3275","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","125"
"SITE_3275","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_3276","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_3277","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3278","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","100"
"SITE_3279","Primary",NA,"Breaker Panel","Gould",NA,"Unknown","125"
"SITE_3280","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"Unknown","125"
"SITE_3281","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3282","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3283","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_3284","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3285","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","125"
"SITE_3287","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3288","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_3289","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_3290","Primary",NA,"Breaker Panel","General Electric",NA,"2006","200"
"SITE_3291","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3292","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2020","125"
"SITE_3293","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_3294","Primary",NA,"Breaker Panel","Siemens",NA,"2018","Unknown"
"SITE_3295","Primary",NA,"Fuse Panel","Unknown",NA,"Unknown","60"
"SITE_3296","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_3297","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","125"
"SITE_3298","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_3299","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3300","Primary",NA,"Breaker Panel","Square D",NA,"2008","125"
"SITE_3301","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"Unknown","125"
"SITE_3302","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_3303","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","Unknown"
"SITE_3304","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_3305","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2009","125"
"SITE_3306","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_3307","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3309","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","60"
"SITE_3310","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_3311","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","125"
"SITE_3312","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_3313","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","125"
"SITE_3314","Primary",NA,"Breaker Panel","Square D",NA,"2007","Unknown"
"SITE_3315","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_3316","Primary",NA,"Breaker Panel","Square D",NA,"2021","200"
"SITE_3318","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","125"
"SITE_3319","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3320","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","125"
"SITE_3322","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"1992","125"
"SITE_3324","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_3325","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","125"
"SITE_3327","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1997","125"
"SITE_3328","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","100"
"SITE_3329","Primary",NA,"Breaker Panel","Bryant",NA,"Unknown","100"
"SITE_3330","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3331","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_3332","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_3334","Primary",NA,"Breaker Panel","Siemens",NA,"2013","125"
"SITE_3335","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3336","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","100"
"SITE_3337","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3338","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","125"
"SITE_3339","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_3340","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_3341","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"Unknown","125"
"SITE_3342","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_3343","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","125"
"SITE_3344","Primary",NA,"Breaker Panel","Square D",NA,"2012","100"
"SITE_3345","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"1984","125"
"SITE_3346","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_3347","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3348","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2014","125"
"SITE_3351","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_3352","Primary",NA,"Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_3353","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"Unknown","125"
"SITE_3354","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_3355","Primary",NA,"Breaker Panel","Crouse-Hinds",NA,"Unknown","125"
