"SiteID","Meter_ID","Meter_Type","Smart_Meter","Meter_Serves"
"SITE_1324","MTR_2","Gas","No","Unknown"
"SITE_1325","MTR_1","Electric","No","Whole house"
"SITE_1327","MTR_1","Electric","Yes","Whole house (and property)"
"SITE_1328","MTR_1","Electric","Yes","House and garage"
"SITE_1329","MTR_1","Electric","Yes","Property"
"SITE_133","MTR_1","Electric","Yes","House"
"SITE_133","MTR_2","Gas","No","House"
"SITE_1330","MTR_1","Electric","Yes","House and shed (shed coming,  the electrical panel is not quite hooked up yet)"
"SITE_1331","MTR_1","Electric","No","House"
"SITE_1332","MTR_1","Electric","No","House"
"SITE_1333","MTR_1","Electric","No","Residence"
"SITE_1334","MTR_1","Electric","No","Unknown"
"SITE_1334","MTR_2","Gas","No","Residence"
"SITE_1335","MTR_1","Electric","Yes","Whole home"
"SITE_1335","MTR_2","Gas","No","Whole home"
"SITE_1336","MTR_1","Electric","No","Residence"
"SITE_1336","MTR_2","Gas","No","Residence"
"SITE_1337","MTR_1","Electric","Yes","House"
"SITE_1337","MTR_2","Gas","No","Unknown"
"SITE_1338","MTR_1","Electric","Yes","House"
"SITE_1339","MTR_1","Electric","Yes","Unit"
"SITE_134","MTR_1","Electric","Unknown","House"
"SITE_1340","MTR_1","Electric","Yes","Residence"
"SITE_1340","MTR_2","Electric","Yes","Solar"
"SITE_1341","MTR_1","Electric","Yes","House and detached garage"
"SITE_1343","MTR_1","Electric","No","House"
"SITE_1344","MTR_1","Gas","No","Unknown"
"SITE_1344","MTR_2","Electric","Yes","Solar panels (estimation)"
"SITE_1344","MTR_3","Electric","Yes","House (estimation)"
"SITE_1345","MTR_1","Gas","No","Home"
"SITE_1345","MTR_2","Electric","Yes","Home"
"SITE_1346","MTR_1","Electric","Yes","Participant's half of the duplex"
"SITE_1347","MTR_1","Electric","Yes","House and garage"
"SITE_1347","MTR_2","Gas","No","House"
"SITE_1348","MTR_1","Electric","Yes","Resident (individual meters for each side of duplex)"
"SITE_1349","MTR_1","Electric","Yes","House,  green house"
"SITE_1349","MTR_2","Electric","No","Solar production"
"SITE_135","MTR_1","Electric","Yes","Residence"
"SITE_1350","MTR_1","Electric","Yes","Whole property"
"SITE_1350","MTR_2","Gas","No","House"
"SITE_1351","MTR_1","Electric","Yes","Generation net meter"
"SITE_1351","MTR_2","Electric","Yes","Production meter detented"
"SITE_1351","MTR_3","Gas","No","House"
"SITE_1352","MTR_1","Electric","Yes","Residence"
"SITE_1352","MTR_2","Gas","No","Residence"
"SITE_1353","MTR_1","Electric","Yes","Solar production meter"
"SITE_1353","MTR_2","Electric","Yes","Whole home; net meter"
"SITE_1353","MTR_3","Gas","No","Whole home"
"SITE_1354","MTR_1","Electric","No","House"
"SITE_1355","MTR_1","Electric","No","House. Number might be ########"
"SITE_1355","MTR_2","Gas","No","House"
"SITE_1356","MTR_1","Electric","Yes","Unknown"
"SITE_1358","MTR_1","Electric","No","Whole home"
"SITE_1358","MTR_2","Gas","No","Whole home"
"SITE_1359","MTR_1","Electric","Yes","Unknown"
"SITE_136","MTR_1","Electric","No","Whole house"
"SITE_1360","MTR_1","Electric","Yes","Unknown"
"SITE_1361","MTR_1","Electric","Yes","Whole property"
"SITE_1361","MTR_2","Electric","Yes","Power generation meter ##"
"SITE_1361","MTR_3","Electric","Yes","Generation meter ##"
"SITE_1364","MTR_1","Electric","Yes","Residence"
"SITE_1365","MTR_1","Electric","Yes","Whole property"
"SITE_1366","MTR_1","Electric","Yes","Residence"
"SITE_1367","MTR_1","Electric","Yes","Whole house"
"SITE_1368","MTR_1","Electric","Yes","House"
"SITE_1369","MTR_1","Electric","Yes","The unit"
"SITE_1370","MTR_1","Electric","Yes","House"
"SITE_1371","MTR_1","Electric","Yes","Whole house"
"SITE_1372","MTR_1","Electric","Unknown","House"
"SITE_1373","MTR_1","Electric","Yes","Whole property"
"SITE_1374","MTR_1","Electric","Yes","House"
"SITE_1375","MTR_1","Electric","Yes","Unknown"
"SITE_1376","MTR_1","Electric","Yes","Unknown"
"SITE_1377","MTR_1","Electric","Unknown","Apt.,  meter was locked and inaccessible,  landlord refused access"
"SITE_1378","MTR_1","Electric","Yes","The house"
"SITE_1379","MTR_1","Electric","Yes","House"
"SITE_138","MTR_1","Electric","Yes","Unknown"
"SITE_1380","MTR_1","Electric","Yes","Whole house"
"SITE_1381","MTR_1","Electric","Yes","House"
"SITE_1382","MTR_1","Electric","Yes","Residence"
"SITE_1383","MTR_1","Electric","Yes","House"
"SITE_1384","MTR_1","Electric","Yes","House"
"SITE_1385","MTR_1","Electric","Yes","House + garage"
"SITE_1386","MTR_1","Electric","Yes","Unit c"
"SITE_1387","MTR_1","Electric","Yes","Residence"
"SITE_1388","MTR_1","Electric","Yes","Home"
"SITE_1389","MTR_1","Electric","Yes","Unit #"
"SITE_139","MTR_1","Gas","No","Residence"
"SITE_139","MTR_2","Electric","Yes","Residence"
"SITE_1390","MTR_1","Electric","Yes","Residence"
"SITE_1391","MTR_1","Electric","Yes","Whole house"
"SITE_1392","MTR_1","Electric","Yes","House"
"SITE_1393","MTR_1","Electric","Yes","Whole house"
"SITE_1394","MTR_1","Electric","Yes","There are # apartments in the building and meters aren’t labeled, included them all"
"SITE_1395","MTR_1","Electric","Yes","House"
"SITE_1396","MTR_1","Electric","Yes","Whole property"
"SITE_1397","MTR_1","Electric","Yes","Residence"
"SITE_1398","MTR_1","Electric","Yes","Residence"
"SITE_1399","MTR_1","Electric","Yes","Whole property"
"SITE_140","MTR_1","Electric","Yes","House and shed"
"SITE_1401","MTR_1","Electric","Yes","Whole house"
"SITE_1402","MTR_1","Electric","Yes","House and outbuildings"
"SITE_1403","MTR_1","Electric","Yes","Whole house"
"SITE_1404","MTR_1","Electric","Yes","Whole property"
"SITE_1405","MTR_1","Electric","Yes","Apartment"
"SITE_1406","MTR_1","Electric","Yes","Whole house"
"SITE_1407","MTR_1","Electric","Yes","Residence"
"SITE_1408","MTR_1","Electric","Yes","Whole home"
"SITE_1409","MTR_1","Electric","Yes","House"
"SITE_141","MTR_1","Electric","No","Whole house"
"SITE_141","MTR_2","Gas","No","Whole house"
"SITE_1411","MTR_1","Electric","Yes","Unknown"
"SITE_1412","MTR_1","Electric","Yes","Unknown"
"SITE_1413","MTR_1","Electric","Yes","Unknown"
"SITE_1414","MTR_1","Electric","Yes","House"
"SITE_1415","MTR_1","Electric","Yes","Whole house"
"SITE_1416","MTR_1","Electric","Yes","Whole house"
"SITE_1417","MTR_1","Electric","Yes","House"
"SITE_1418","MTR_1","Electric","Yes","House and several outbuildings"
"SITE_1418","MTR_2","Electric","Yes","Pump house (well pump) and several other outbuildings"
"SITE_1419","MTR_1","Electric","Yes","Residence"
"SITE_142","MTR_1","Electric","Yes","Whole house"
"SITE_142","MTR_2","Gas","No","Whole house"
"SITE_1420","MTR_1","Electric","Yes","Whole house"
"SITE_1421","MTR_1","Electric","Yes","House and sheds"
"SITE_1422","MTR_1","Electric","Yes","Whole unit"
"SITE_1423","MTR_1","Electric","Yes","House"
"SITE_1424","MTR_1","Electric","Yes","House and outbuilding"
"SITE_1425","MTR_1","Electric","Yes","House"
"SITE_1426","MTR_1","Electric","Yes","House"
"SITE_1427","MTR_1","Electric","Yes","Whole house"
"SITE_1428","MTR_1","Electric","Yes","House"
"SITE_1429","MTR_1","Electric","Yes","House"
"SITE_143","MTR_1","Gas","No","Whole house"
"SITE_143","MTR_2","Electric","Yes","Whole house"
"SITE_1430","MTR_1","Electric","Yes","The house"
"SITE_1431","MTR_1","Electric","Yes","Whole house"
"SITE_1432","MTR_1","Electric","Yes","House"
"SITE_1433","MTR_1","Electric","Yes","The house"
"SITE_1434","MTR_1","Electric","Yes","House and garage"
"SITE_1435","MTR_1","Electric","Yes","House"
"SITE_1436","MTR_1","Electric","Yes","Whole house"
"SITE_1436","MTR_2","Electric","Yes","Shop + horse barn"
"SITE_1437","MTR_1","Electric","Yes","Whole property"
"SITE_1438","MTR_1","Electric","Yes","House"
"SITE_1439","MTR_1","Electric","Yes","Unknown"
"SITE_144","MTR_1","Electric","No","Whole house and neighboring (connected) home."
"SITE_144","MTR_2","Gas","No","Whole house."
"SITE_1440","MTR_1","Electric","Yes","Residence"
"SITE_1440","MTR_2","Gas","No","Residence"
"SITE_1441","MTR_1","Electric","Yes","Unknown"
"SITE_1442","MTR_1","Electric","Yes","Residence"
"SITE_1443","MTR_1","Electric","Yes","House and shop"
"SITE_1444","MTR_1","Electric","Yes","Home"
"SITE_1445","MTR_1","Electric","Yes","Whole house and shop"
"SITE_1446","MTR_1","Electric","Yes","Unknown"
"SITE_1447","MTR_1","Electric","Yes","The house"
"SITE_1448","MTR_1","Electric","Yes","Residence"
"SITE_1449","MTR_1","Electric","Yes","Home and shop"
"SITE_145","MTR_1","Electric","Yes","Residence"
"SITE_1450","MTR_1","Electric","Yes","House"
"SITE_1451","MTR_1","Electric","Yes","House"
"SITE_1452","MTR_1","Electric","Yes","House and outbuilding"
"SITE_1453","MTR_1","Electric","Yes","Residence"
"SITE_1454","MTR_1","Electric","Yes","Whole house"
"SITE_1455","MTR_1","Electric","Yes","House and garage/shop"
"SITE_1456","MTR_1","Electric","Yes","Whole house"
"SITE_1457","MTR_1","Electric","Yes","House"
"SITE_1458","MTR_1","Electric","Yes","House"
"SITE_1459","MTR_1","Electric","Yes","Whole duplex"
"SITE_146","MTR_1","Gas","No","Furnace"
"SITE_146","MTR_2","Electric","Unknown","Whole house"
"SITE_1460","MTR_1","Electric","Yes","Whole house"
"SITE_1461","MTR_1","Electric","Yes","Unknown"
"SITE_1462","MTR_1","Electric","Yes","Residence"
"SITE_1463","MTR_1","Electric","Yes","The house and pool shed"
"SITE_1464","MTR_1","Electric","Yes","House"
"SITE_1466","MTR_1","Electric","Yes","House"
"SITE_1468","MTR_1","Electric","Yes","Home"
"SITE_1469","MTR_1","Electric","Yes","Whole property"
"SITE_147","MTR_1","Electric","Yes","House"
"SITE_1471","MTR_1","Electric","Yes","Townhome,  there are # unlabeled so i took all # down"
"SITE_1472","MTR_1","Electric","Yes","Unknown"
"SITE_1473","MTR_1","Electric","Yes","House"
"SITE_1474","MTR_1","Electric","Yes","Whole house"
"SITE_1475","MTR_1","Electric","Yes","House + garage"
"SITE_1475","MTR_2","Gas","No","House"
"SITE_1476","MTR_1","Electric","Yes","Whole house"
"SITE_1477","MTR_1","Electric","Yes","Unknown"
"SITE_1478","MTR_1","Electric","Yes","Whole property"
"SITE_1479","MTR_1","Electric","Yes","Whole house"
"SITE_148","MTR_1","Electric","Yes","Whole house"
"SITE_1480","MTR_1","Electric","Yes","House"
"SITE_1481","MTR_1","Electric","Yes","House"
"SITE_1482","MTR_1","Electric","Yes","Whole house"
"SITE_1483","MTR_1","Electric","Yes","Whole property"
"SITE_1484","MTR_1","Electric","Yes","Whole house"
"SITE_1485","MTR_1","Electric","Yes","Home"
"SITE_1486","MTR_1","Electric","Yes","Whole property"
"SITE_1487","MTR_1","Electric","Yes","House"
"SITE_1488","MTR_1","Electric","Yes","Apartment ###"
"SITE_1489","MTR_1","Electric","Yes","Whole home"
"SITE_149","MTR_1","Electric","No","Whole house"
"SITE_1490","MTR_1","Electric","Yes","Whole house"
"SITE_1491","MTR_1","Electric","Yes","House and garage"
"SITE_1492","MTR_1","Electric","Yes","House"
"SITE_1493","MTR_1","Electric","Yes","House"
"SITE_1494","MTR_1","Electric","Yes","Whole house"
"SITE_1495","MTR_1","Electric","Yes","Whole unit"
"SITE_1496","MTR_1","Electric","Yes","Whole property"
"SITE_1497","MTR_1","Electric","Yes","House"
"SITE_1498","MTR_1","Electric","Yes","Townhome(house)"
"SITE_1499","MTR_1","Electric","Yes","House and # outbuildings"
"SITE_15","MTR_1","Electric","Unknown","Unknown"
"SITE_150","MTR_1","Electric","No","Whole house"
"SITE_150","MTR_2","Gas","No","Whole house"
"SITE_1500","MTR_1","Electric","Yes","Unknown"
"SITE_1501","MTR_1","Electric","Yes","Unknown"
"SITE_1502","MTR_1","Electric","Yes","Whole house"
"SITE_1503","MTR_1","Electric","Yes","House"
"SITE_1504","MTR_1","Electric","Yes","Whole house"
"SITE_1505","MTR_1","Electric","Yes","House and outbuildings"
"SITE_1506","MTR_1","Electric","Yes","Whole house"
"SITE_1507","MTR_1","Electric","Yes","Residence"
"SITE_1509","MTR_1","Electric","Yes","Whole apartment"
"SITE_151","MTR_1","Electric","Yes","Unknown"
"SITE_151","MTR_2","Gas","No","Unknown"
"SITE_1510","MTR_1","Electric","Yes","Whole house"
"SITE_1511","MTR_1","Electric","Yes","Duplex"
"SITE_1512","MTR_1","Electric","Yes","Whole home"
"SITE_1513","MTR_1","Electric","Yes","Home"
"SITE_1514","MTR_1","Electric","Yes","House + guesthouse."
"SITE_1515","MTR_1","Electric","Yes","Whole property"
"SITE_1516","MTR_1","Electric","Yes","Unknown"
"SITE_1517","MTR_1","Electric","Unknown","Meter was covered in thick vines. No access to it."
"SITE_1518","MTR_1","Electric","Yes","Whole property"
"SITE_1519","MTR_1","Electric","Yes","House"
"SITE_152","MTR_1","Electric","No","Whole home"
"SITE_1520","MTR_1","Electric","Yes","House"
"SITE_1521","MTR_1","Electric","Yes","Residence"
"SITE_1522","MTR_1","Electric","Yes","House and garage"
"SITE_1523","MTR_1","Electric","Yes","Unknown"
"SITE_1524","MTR_1","Electric","Yes","Residence"
"SITE_1525","MTR_1","Electric","Yes","Residence"
"SITE_1526","MTR_1","Electric","Yes","House"
"SITE_1527","MTR_1","Electric","Yes","Whole house"
"SITE_1528","MTR_1","Electric","Yes","House"
"SITE_1529","MTR_1","Electric","Yes","House"
"SITE_153","MTR_1","Gas","No","Whole house"
"SITE_153","MTR_2","Electric","Yes","Whole house"
"SITE_1530","MTR_1","Electric","Yes","Whole house"
"SITE_1531","MTR_1","Electric","Yes","House and garage"
"SITE_1532","MTR_1","Electric","Yes","Whole property"
"SITE_1534","MTR_1","Electric","Yes","Whole house"
"SITE_1535","MTR_1","Electric","Yes","House"
"SITE_1536","MTR_1","Electric","Yes","Whole house"
"SITE_1537","MTR_1","Electric","No","Unattached building/garage thing"
"SITE_1537","MTR_2","Electric","Yes","Main house"
"SITE_1538","MTR_1","Electric","Yes","House"
"SITE_1539","MTR_1","Electric","Yes","Residence"
"SITE_154","MTR_1","Electric","No","Whole house"
"SITE_154","MTR_2","Gas","No","Whole house"
"SITE_1540","MTR_1","Electric","Yes","House"
"SITE_1541","MTR_1","Electric","Yes","House"
"SITE_1542","MTR_1","Electric","Yes","Whole house"
"SITE_1543","MTR_1","Electric","Yes","House and garage"
"SITE_1543","MTR_2","Electric","Yes","Barn"
"SITE_1544","MTR_1","Electric","Yes","Unknown"
"SITE_1545","MTR_1","Electric","Yes","Whole house"
"SITE_1546","MTR_1","Electric","Yes","House"
"SITE_1547","MTR_1","Electric","Yes","House"
"SITE_1548","MTR_1","Electric","Yes","House"
"SITE_1549","MTR_1","Electric","Yes","Garage"
"SITE_1549","MTR_2","Electric","Yes","House"
"SITE_155","MTR_1","Electric","No","House"
"SITE_1550","MTR_1","Electric","Yes","House"
"SITE_1550","MTR_2","Gas","No","House"
"SITE_1551","MTR_1","Electric","Unknown","Homeowner did not know which meter was theirs."
"SITE_1552","MTR_1","Electric","Yes","Shop"
"SITE_1552","MTR_2","Electric","Yes","House,  garage,  wood shed,  pump house"
"SITE_1553","MTR_1","Electric","Yes","House"
"SITE_1554","MTR_1","Electric","Yes","House"
"SITE_1555","MTR_1","Electric","Yes","Unknown"
"SITE_1556","MTR_1","Electric","Yes","Residence"
"SITE_1557","MTR_1","Electric","Yes","Whole house"
"SITE_1558","MTR_1","Electric","Yes","Residence"
"SITE_156","MTR_1","Electric","Yes","Whole house"
"SITE_156","MTR_2","Gas","No","Furnace"
"SITE_1560","MTR_1","Electric","Yes","House"
"SITE_1561","MTR_1","Electric","Yes","Outbuildings"
"SITE_1561","MTR_2","Electric","Yes","House"
"SITE_1562","MTR_1","Electric","Yes","House"
"SITE_1563","MTR_1","Electric","Yes","Residence"
"SITE_1564","MTR_1","Electric","Yes","House"
"SITE_1565","MTR_1","Electric","Yes","House"
"SITE_1566","MTR_1","Electric","Yes","Whole property"
"SITE_1567","MTR_1","Electric","Yes","Apartment ### a"
"SITE_1568","MTR_1","Electric","Yes","Home"
"SITE_157","MTR_1","Electric","Yes","House"
"SITE_1571","MTR_1","Gas","No","Unknown"
"SITE_1571","MTR_2","Electric","Yes","Unknown"
"SITE_1572","MTR_1","Electric","Yes","Unknown"
"SITE_1572","MTR_2","Gas","No","Unknown"
"SITE_1573","MTR_1","Gas","No","House"
"SITE_1573","MTR_2","Electric","Yes","House and garage"
"SITE_1574","MTR_1","Electric","Yes","House and garage"
"SITE_1574","MTR_2","Gas","No","House"
"SITE_1575","MTR_1","Gas","No","House"
"SITE_1575","MTR_2","Electric","Yes","House and apartment"
"SITE_1576","MTR_1","Electric","Yes","House"
"SITE_1576","MTR_2","Gas","Unknown","House"
"SITE_1577","MTR_1","Electric","Yes","House,  shop"
"SITE_1577","MTR_2","Gas","No","House"
"SITE_1578","MTR_1","Electric","Yes","House"
"SITE_1578","MTR_2","Gas","No","Unknown"
"SITE_158","MTR_1","Electric","Yes","Whole house"
"SITE_158","MTR_2","Gas","No","Whole house"
"SITE_1580","MTR_1","Electric","Yes","Unknown"
"SITE_1580","MTR_2","Gas","No","Unknown"
"SITE_1581","MTR_1","Electric","Yes","House and garage"
"SITE_1581","MTR_2","Gas","No","House and garage"
"SITE_1582","MTR_1","Gas","No","Residence"
"SITE_1582","MTR_2","Electric","Yes","Residence"
"SITE_1583","MTR_1","Electric","Yes","House, garage, and shop"
"SITE_1583","MTR_2","Gas","No","House"
"SITE_1584","MTR_1","Electric","Yes","House and shop"
"SITE_1584","MTR_2","Gas","No","House"
"SITE_1585","MTR_1","Electric","Yes","The whole house"
"SITE_1585","MTR_2","Gas","No","The whole house"
"SITE_1586","MTR_1","Gas","No","Residence"
"SITE_1586","MTR_2","Electric","Yes","Residence"
"SITE_1588","MTR_1","Electric","Yes","The whole house"
"SITE_1588","MTR_2","Gas","No","The whole house"
"SITE_1589","MTR_1","Electric","Yes","House"
"SITE_1589","MTR_2","Gas","No","House"
"SITE_1590","MTR_1","Electric","Yes","House and shop"
"SITE_1590","MTR_2","Gas","No","House and shop"
"SITE_1592","MTR_1","Electric","Yes","The whole house"
"SITE_1592","MTR_2","Gas","No","Whole house"
"SITE_1593","MTR_1","Gas","No","Residence"
"SITE_1593","MTR_2","Electric","Yes","Residence"
"SITE_1595","MTR_1","Gas","No","The whole house"
"SITE_1595","MTR_2","Electric","Yes","The whole house"
"SITE_1596","MTR_1","Gas","No","House and garage"
"SITE_1596","MTR_2","Electric","Yes","House and garage"
"SITE_1597","MTR_1","Gas","No","House"
"SITE_1597","MTR_2","Electric","No","House"
"SITE_1598","MTR_1","Electric","Yes","House and outbuildings"
"SITE_1598","MTR_2","Gas","No","House"
"SITE_1599","MTR_1","Gas","No","The whole house"
"SITE_1599","MTR_2","Electric","Yes","The whole house"
"SITE_16","MTR_1","Electric","No","Residence"
"SITE_160","MTR_1","Electric","No","Residence"
"SITE_1600","MTR_1","Electric","Yes","House"
"SITE_1600","MTR_2","Gas","No","House"
"SITE_1601","MTR_1","Electric","Yes","Unknown"
"SITE_1601","MTR_2","Gas","No","Unknown"
"SITE_1602","MTR_1","Gas","No","House and garage"
"SITE_1602","MTR_2","Electric","Yes","House and garage"
"SITE_1603","MTR_1","Electric","Yes","House and shop"
"SITE_1603","MTR_2","Gas","No","House"
"SITE_1604","MTR_1","Gas","No","House"
"SITE_1604","MTR_2","Electric","Yes","House and outbuildings"
"SITE_1605","MTR_1","Electric","Yes","House"
"SITE_1605","MTR_2","Gas","No","House"
"SITE_1606","MTR_1","Gas","No","House"
"SITE_1606","MTR_2","Electric","Yes","House and garage"
"SITE_1607","MTR_1","Gas","No","Residence"
"SITE_1607","MTR_2","Electric","Yes","Residence"
"SITE_1608","MTR_1","Electric","Yes","Unknown"
"SITE_1608","MTR_2","Gas","No","Unknown"
"SITE_1609","MTR_1","Gas","No","The whole home"
"SITE_1609","MTR_2","Electric","Yes","The whole house"
"SITE_161","MTR_1","Gas","No","Whole house"
"SITE_161","MTR_2","Electric","Yes","Whole house"
"SITE_1611","MTR_1","Electric","Yes","House and technically shed"
"SITE_1611","MTR_2","Gas","Unknown","House"
"SITE_1612","MTR_1","Gas","No","Residence"
"SITE_1612","MTR_2","Electric","Yes","Residence"
"SITE_1613","MTR_1","Gas","No","House"
"SITE_1613","MTR_2","Electric","Yes","House and pump house"
"SITE_1614","MTR_1","Electric","Yes","Their unit"
"SITE_1614","MTR_2","Gas","No","Their unit"
"SITE_1615","MTR_1","Electric","Yes","Residence"
"SITE_1615","MTR_2","Gas","No","Residence"
"SITE_1616","MTR_1","Electric","No","Unknown"
"SITE_1616","MTR_2","Gas","No","Unknown"
"SITE_1617","MTR_1","Electric","Yes","Unknown"
"SITE_1617","MTR_2","Gas","No","Unknown"
"SITE_1618","MTR_1","Electric","Yes","House"
"SITE_1618","MTR_2","Gas","No","House"
"SITE_1619","MTR_1","Gas","No","Unknown"
"SITE_1619","MTR_2","Electric","Yes","Unknown"
"SITE_162","MTR_1","Electric","No","Unknown"
"SITE_1620","MTR_1","Gas","No","House and garage"
"SITE_1620","MTR_2","Electric","Yes","House and garage"
"SITE_1621","MTR_1","Electric","Yes","House"
"SITE_1621","MTR_2","Gas","No","House"
"SITE_1622","MTR_1","Electric","Yes","The whole home"
"SITE_1622","MTR_2","Gas","No","The whole home"
"SITE_1623","MTR_1","Gas","No","House"
"SITE_1623","MTR_2","Electric","Yes","House"
"SITE_1624","MTR_1","Gas","No","Residence"
"SITE_1624","MTR_2","Electric","Yes","Residence"
"SITE_1625","MTR_1","Gas","No","Unknown"
"SITE_1625","MTR_2","Electric","Yes","Unknown"
"SITE_1627","MTR_1","Electric","Yes","House and outbuildings"
"SITE_1628","MTR_1","Gas","No","Residence"
"SITE_1628","MTR_2","Electric","Yes","Residence"
"SITE_1629","MTR_1","Gas","No","The whole house"
"SITE_1629","MTR_2","Electric","Yes","Unknown"
"SITE_163","MTR_1","Electric","No","Whole house"
"SITE_163","MTR_2","Gas","No","Whole house"
"SITE_1630","MTR_1","Gas","No","House"
"SITE_1630","MTR_2","Electric","Yes","House"
"SITE_1631","MTR_1","Electric","Yes","Residence"
"SITE_1631","MTR_2","Electric","No","Residence"
"SITE_1632","MTR_1","Electric","Yes","House ,  solar output meter"
"SITE_1632","MTR_2","Electric","Yes","City of forest grove meter,  house and shop"
"SITE_1632","MTR_3","Gas","No","House"
"SITE_1633","MTR_1","Electric","No","Unknown"
"SITE_1633","MTR_2","Gas","No","Unknown"
"SITE_1634","MTR_1","Gas","No","House, shop"
"SITE_1634","MTR_2","Electric","Yes","House,  shop"
"SITE_1635","MTR_1","Electric","Yes","House and garage"
"SITE_1635","MTR_2","Gas","No","House and garage"
"SITE_1636","MTR_1","Gas","No","House"
"SITE_1636","MTR_2","Electric","Yes","House"
"SITE_1637","MTR_1","Gas","No","Whole house"
"SITE_1637","MTR_2","Electric","Yes","The whole house"
"SITE_1638","MTR_1","Electric","Yes","The whole home"
"SITE_1638","MTR_2","Gas","No","The whole home"
"SITE_1639","MTR_1","Electric","Yes","The whole house"
"SITE_1639","MTR_2","Gas","No","The whole house"
"SITE_164","MTR_1","Electric","Yes","Residence"
"SITE_164","MTR_2","Gas","No","Residence"
"SITE_1640","MTR_1","Electric","Yes","The whole house"
"SITE_1640","MTR_2","Gas","No","The whole house"
"SITE_1641","MTR_1","Electric","Yes","Unknown"
"SITE_1641","MTR_2","Gas","No","Unknown"
"SITE_1642","MTR_1","Electric","Yes","House"
"SITE_1642","MTR_2","Gas","No","House"
"SITE_1643","MTR_1","Gas","No","Unknown"
"SITE_1643","MTR_2","Electric","Yes","Unknown"
"SITE_1644","MTR_3","Gas","No","House"
"SITE_1644","MTR_1","Electric","Yes","Upstairs"
"SITE_1644","MTR_2","Electric","Yes","Downstairs"
"SITE_1645","MTR_1","Electric","Yes","House"
"SITE_1645","MTR_2","Gas","No","House"
"SITE_1646","MTR_1","Electric","Yes","House"
"SITE_1646","MTR_2","Gas","No","House"
"SITE_1647","MTR_1","Electric","No","Unknown"
"SITE_1647","MTR_2","Gas","No","Unknown"
"SITE_165","MTR_1","Electric","Yes","Whole house"
"SITE_166","MTR_1","Electric","No","Duplex unit"
"SITE_166","MTR_2","Gas","No","Duplex unit"
"SITE_167","MTR_1","Gas","No","While house"
"SITE_167","MTR_2","Electric","Yes","Whole house"
"SITE_168","MTR_1","Electric","No","Whole house and outbuildings"
"SITE_169","MTR_1","Electric","Yes","House"
"SITE_169","MTR_2","Gas","No","House"
"SITE_17","MTR_1","Gas","No","Residence"
"SITE_17","MTR_2","Electric","No","Residence"
"SITE_170","MTR_1","Electric","Yes","Whole house"
"SITE_170","MTR_2","Gas","No","Whole house. Avista gas"
"SITE_172","MTR_1","Gas","No","Whole house"
"SITE_172","MTR_2","Electric","Yes","Whole house"
"SITE_1727","MTR_1","Electric","Yes","Unknown"
"SITE_1728","MTR_1","Electric","Yes","Shed"
"SITE_1728","MTR_2","Electric","Yes","House"
"SITE_1728","MTR_3","Gas","No","House"
"SITE_173","MTR_1","Gas","No","House"
"SITE_173","MTR_2","Electric","Yes","House"
"SITE_1730","MTR_1","Electric","Yes","Unknown"
"SITE_1730","MTR_2","Gas","No","Unknown"
"SITE_1732","MTR_1","Electric","Yes","Whole house"
"SITE_1733","MTR_1","Electric","Yes","Whole house"
"SITE_1733","MTR_2","Gas","No","Whole house"
"SITE_1734","MTR_1","Electric","Yes","Whole residential place"
"SITE_1735","MTR_1","Electric","Yes","Residence"
"SITE_1735","MTR_2","Gas","No","Residence"
"SITE_1736","MTR_1","Gas","Yes","Whole house"
"SITE_1736","MTR_2","Gas","No","Whole house"
"SITE_1737","MTR_1","Electric","No","Unknown"
"SITE_1737","MTR_2","Gas","Yes","Unknown"
"SITE_1738","MTR_1","Gas","No","Whole house"
"SITE_1738","MTR_2","Electric","No","Whole house"
"SITE_1739","MTR_1","Electric","Yes","Residence"
"SITE_1739","MTR_2","Gas","No","Residence"
"SITE_174","MTR_1","Electric","Yes","House"
"SITE_174","MTR_2","Gas","No","House"
"SITE_1740","MTR_1","Electric","Yes","Whole house and garage"
"SITE_1740","MTR_2","Gas","No","Whole house"
"SITE_1742","MTR_1","Gas","No","Wh and hvac"
"SITE_1742","MTR_2","Electric","Yes","Unknown"
"SITE_1743","MTR_1","Electric","Yes","Unknown"
"SITE_1744","MTR_1","Electric","Yes","Whole house"
"SITE_1745","MTR_1","Gas","No","Residence"
"SITE_1745","MTR_2","Electric","Yes","Residence,  including garage(""studio"")"
"SITE_1746","MTR_1","Gas","No","House"
"SITE_1746","MTR_2","Electric","Yes","House"
"SITE_1747","MTR_1","Electric","No","Whole house"
"SITE_1747","MTR_2","Gas","No","Whole house"
"SITE_1749","MTR_1","Electric","Unknown","Unknown"
"SITE_175","MTR_1","Electric","Yes","#Nd floor of duplex"
"SITE_1750","MTR_1","Electric","Yes","House"
"SITE_1750","MTR_2","Electric","Yes","House"
"SITE_1750","MTR_3","Electric","No","Unknown"
"SITE_1752","MTR_1","Electric","Yes","House"
"SITE_1752","MTR_2","Gas","No","House"
"SITE_1753","MTR_1","Electric","No","Unknown"
"SITE_1753","MTR_2","Gas","No","Unknown"
"SITE_1754","MTR_1","Electric","Yes","Whole house plus garage"
"SITE_1755","MTR_1","Gas","No","Residence"
"SITE_1755","MTR_2","Electric","Yes","Residence"
"SITE_1756","MTR_1","Electric","Yes","Unknown"
"SITE_1757","MTR_1","Electric","Yes","Unknown"
