"SiteID","Meter_ID","Meter_Type","Smart_Meter","Meter_Serves"
"SITE_1757","MTR_2","Gas","No","Unknown"
"SITE_1758","MTR_1","Electric","No","Unknown"
"SITE_1759","MTR_1","Electric","Yes","The whole home"
"SITE_1759","MTR_2","Gas","No","The whole home"
"SITE_176","MTR_1","Electric","Yes","Residence,  including garage light"
"SITE_176","MTR_2","Gas","No","Residence"
"SITE_1760","MTR_1","Electric","Yes","The whole home"
"SITE_1760","MTR_2","Electric","Yes","Generation meter"
"SITE_1760","MTR_3","Gas","No","The whole home"
"SITE_1761","MTR_1","Electric","Yes","The whole home"
"SITE_1762","MTR_1","Electric","Yes","House,  shed"
"SITE_1763","MTR_1","Electric","No","Unknown"
"SITE_1763","MTR_2","Gas","No","Unknown"
"SITE_1764","MTR_1","Electric","Yes","Unknown"
"SITE_1765","MTR_1","Electric","Yes","Home"
"SITE_1765","MTR_2","Electric","Yes","Solar energy"
"SITE_1766","MTR_1","Electric","Yes","Unknown"
"SITE_1766","MTR_2","Gas","No","Unknown"
"SITE_1768","MTR_1","Gas","No","Residence"
"SITE_1768","MTR_2","Electric","Yes","Residence"
"SITE_177","MTR_1","Gas","No","House"
"SITE_177","MTR_2","Electric","Yes","House"
"SITE_1772","MTR_1","Electric","Yes","Whole house"
"SITE_1773","MTR_1","Gas","No","House"
"SITE_1773","MTR_2","Electric","Yes","House"
"SITE_1774","MTR_1","Gas","No","Unknown"
"SITE_1774","MTR_2","Electric","Yes","Unknown"
"SITE_1775","MTR_1","Electric","Yes","Whole house"
"SITE_1776","MTR_1","Electric","Yes","Unknown"
"SITE_1776","MTR_2","Gas","No","Unknown"
"SITE_1777","MTR_1","Electric","Yes","Unknown"
"SITE_1777","MTR_2","Gas","No","Unknown"
"SITE_1779","MTR_1","Gas","No","Whole house"
"SITE_1779","MTR_2","Electric","Yes","Whole house"
"SITE_178","MTR_1","Electric","Yes","Whole unit"
"SITE_1780","MTR_1","Electric","Yes","Whole house"
"SITE_1780","MTR_2","Gas","No","Whole house"
"SITE_1781","MTR_1","Electric","Yes","Unknown"
"SITE_1781","MTR_2","Gas","No","Unknown"
"SITE_1782","MTR_1","Electric","Yes","Whole home"
"SITE_1784","MTR_1","Electric","Yes","Whole home"
"SITE_1785","MTR_1","Electric","No","Unknown"
"SITE_1786","MTR_1","Gas","No","Whole house"
"SITE_1786","MTR_2","Electric","Yes","Unknown"
"SITE_1787","MTR_1","Gas","No","House"
"SITE_1787","MTR_2","Electric","Yes","House"
"SITE_1788","MTR_1","Gas","No","Unknown"
"SITE_1788","MTR_2","Electric","Yes","Unknown"
"SITE_1789","MTR_1","Electric","Yes","Residence"
"SITE_179","MTR_1","Electric","No","Whole house"
"SITE_1791","MTR_1","Gas","No","Unknown"
"SITE_1792","MTR_1","Electric","Yes","Unknown"
"SITE_1792","MTR_2","Gas","No","Unknown"
"SITE_1793","MTR_1","Gas","No","House"
"SITE_1793","MTR_2","Electric","Yes","House"
"SITE_1794","MTR_1","Electric","Yes","Unknown"
"SITE_1794","MTR_2","Gas","No","Unknown"
"SITE_1795","MTR_1","Gas","No","Primary house"
"SITE_1795","MTR_2","Electric","No","Primary house"
"SITE_1796","MTR_1","Electric","No","House and outbuildings"
"SITE_1797","MTR_1","Electric","Yes","The whole home"
"SITE_1797","MTR_2","Gas","No","The whole home"
"SITE_18","MTR_1","Electric","Unknown","Whole home"
"SITE_18","MTR_2","Gas","No","Whole home"
"SITE_180","MTR_1","Electric","Yes","Residence"
"SITE_180","MTR_2","Gas","No","Residence"
"SITE_1800","MTR_1","Electric","Yes","Unknown"
"SITE_1802","MTR_1","Electric","Yes","House and garage"
"SITE_1802","MTR_2","Electric","Yes","Unknown"
"SITE_1803","MTR_1","Electric","Yes","Unknown"
"SITE_1803","MTR_2","Gas","No","Unknown"
"SITE_1804","MTR_1","Electric","Yes","House"
"SITE_1805","MTR_1","Electric","Yes","Home and detached garage"
"SITE_1806","MTR_1","Gas","No","The whole home"
"SITE_1806","MTR_2","Electric","Yes","The whole home"
"SITE_1807","MTR_1","Electric","Yes","House"
"SITE_1809","MTR_1","Electric","Yes","Electric"
"SITE_181","MTR_1","Electric","Unknown","Home"
"SITE_1810","MTR_1","Electric","Yes","Home and cold storage and shop,  just lighting only for outhouse buildings."
"SITE_1811","MTR_1","Gas","No","Natural gas"
"SITE_1811","MTR_2","Electric","Yes","Electric"
"SITE_1812","MTR_1","Gas","No","Home"
"SITE_1812","MTR_2","Electric","Yes","Unknown"
"SITE_1813","MTR_1","Electric","Yes","House and sauna"
"SITE_1814","MTR_1","Gas","No","Residence"
"SITE_1814","MTR_2","Electric","Yes","Residence"
"SITE_1815","MTR_1","Electric","Yes","House"
"SITE_1815","MTR_2","Gas","No","House"
"SITE_1816","MTR_1","Electric","Yes","The whole home"
"SITE_1816","MTR_2","Gas","No","The whole home"
"SITE_1817","MTR_1","Electric","Yes","Whole house"
"SITE_1817","MTR_2","Gas","No","Whole house"
"SITE_1818","MTR_1","Electric","No","Unknown"
"SITE_182","MTR_1","Electric","Yes","Whole house"
"SITE_1820","MTR_1","Electric","Yes","Whole house"
"SITE_1821","MTR_1","Electric","Yes","Home"
"SITE_1822","MTR_1","Electric","Yes","House and outbuildings"
"SITE_1823","MTR_1","Electric","Yes","Home"
"SITE_1824","MTR_1","Gas","Yes","Whole house"
"SITE_1825","MTR_1","Electric","Yes","Unknown"
"SITE_1825","MTR_2","Gas","No","Unknown"
"SITE_1826","MTR_1","Electric","Yes","House"
"SITE_1827","MTR_1","Electric","Yes","House"
"SITE_1828","MTR_1","Electric","Yes","Unknown"
"SITE_1829","MTR_1","Electric","Yes","Whole house"
"SITE_183","MTR_1","Electric","Yes","Residence"
"SITE_183","MTR_2","Gas","No","Residence"
"SITE_1830","MTR_1","Electric","Yes","House"
"SITE_1831","MTR_1","Electric","Yes","Whole property"
"SITE_1832","MTR_1","Gas","No","Whole home"
"SITE_1832","MTR_2","Electric","Yes","Unknown"
"SITE_1833","MTR_1","Gas","No","Unknown"
"SITE_1833","MTR_2","Electric","Yes","Unknown"
"SITE_1834","MTR_1","Electric","Yes","House and all outbuildings"
"SITE_1835","MTR_1","Electric","Yes","The whole home"
"SITE_1836","MTR_1","Electric","Yes","Unknown"
"SITE_1838","MTR_1","Electric","Yes","The whole home"
"SITE_1838","MTR_2","Gas","No","The whole home"
"SITE_1839","MTR_1","Electric","No","Residence"
"SITE_1840","MTR_1","Electric","Yes","Home"
"SITE_1841","MTR_1","Electric","Yes","The property"
"SITE_1842","MTR_1","Electric","Yes","Residence,  net meter"
"SITE_1843","MTR_1","Electric","Yes","House"
"SITE_1843","MTR_2","Gas","No","Whole house"
"SITE_1844","MTR_1","Electric","Yes","House"
"SITE_1846","MTR_1","Electric","Yes","Unknown"
"SITE_1847","MTR_1","Electric","Yes","Unknown"
"SITE_1848","MTR_1","Electric","No","The whole house"
"SITE_1849","MTR_1","Electric","Yes","Whole house"
"SITE_1849","MTR_2","Gas","No","Whole house"
"SITE_185","MTR_1","Gas","No","Whole house"
"SITE_185","MTR_2","Electric","No","Unknown"
"SITE_1850","MTR_1","Gas","No","Unknown"
"SITE_1850","MTR_2","Electric","No","Unknown"
"SITE_1851","MTR_1","Gas","No","House"
"SITE_1851","MTR_2","Electric","No","House"
"SITE_1852","MTR_1","Electric","Yes","Residence"
"SITE_1852","MTR_2","Gas","No","Residence"
"SITE_1853","MTR_1","Gas","No","House"
"SITE_1853","MTR_2","Electric","No","House"
"SITE_1853","MTR_3","Electric","Yes","Shop"
"SITE_1855","MTR_1","Electric","No","House and garage"
"SITE_1855","MTR_2","Gas","No","House"
"SITE_186","MTR_1","Electric","Yes","Residence"
"SITE_186","MTR_2","Gas","No","Residence"
"SITE_1860","MTR_1","Gas","No","Whole house"
"SITE_1862","MTR_1","Electric","No","Unknown"
"SITE_1863","MTR_1","Gas","No","The whole home"
"SITE_1863","MTR_2","Gas","No","The whole home"
"SITE_1863","MTR_3","Electric","Yes","The whole home"
"SITE_1864","MTR_1","Electric","Yes","House"
"SITE_1865","MTR_1","Gas","No","Whole home"
"SITE_1865","MTR_2","Electric","Yes","Whole home"
"SITE_1866","MTR_1","Electric","Yes","House"
"SITE_1867","MTR_1","Electric","Yes","Whole house"
"SITE_1867","MTR_2","Gas","No","Whole house"
"SITE_1868","MTR_1","Gas","No","Unknown"
"SITE_1868","MTR_2","Electric","Yes","Unknown"
"SITE_1869","MTR_1","Gas","No","Whole house"
"SITE_1869","MTR_2","Electric","Yes","Whole house"
"SITE_187","MTR_1","Electric","Yes","Unknown"
"SITE_187","MTR_2","Gas","No","Unknown"
"SITE_1870","MTR_1","Electric","Yes","House"
"SITE_1870","MTR_2","Gas","No","House"
"SITE_1871","MTR_1","Electric","Yes","House"
"SITE_1872","MTR_1","Electric","Yes","House"
"SITE_1872","MTR_2","Gas","No","Unknown"
"SITE_1873","MTR_1","Electric","Yes","Home"
"SITE_1875","MTR_1","Electric","Yes","House"
"SITE_1876","MTR_1","Electric","Yes","House"
"SITE_1877","MTR_1","Gas","No","Unknown"
"SITE_1877","MTR_2","Electric","Yes","House and garage"
"SITE_1878","MTR_1","Electric","Yes","Residence"
"SITE_1878","MTR_2","Gas","No","Residence"
"SITE_1879","MTR_1","Electric","Yes","House and outbuildings"
"SITE_188","MTR_1","Electric","Yes","House"
"SITE_1880","MTR_1","Electric","Yes","House, shed"
"SITE_1880","MTR_2","Gas","No","House"
"SITE_1882","MTR_1","Gas","No","Residence"
"SITE_1882","MTR_2","Electric","Yes","Residence"
"SITE_1883","MTR_1","Electric","Yes","Unknown"
"SITE_1884","MTR_1","Electric","Yes","Apt #"
"SITE_1885","MTR_1","Gas","No","Gas house"
"SITE_1885","MTR_2","Electric","Yes","House electric"
"SITE_1887","MTR_1","Electric","Yes","Whole house"
"SITE_1887","MTR_2","Gas","No","Whole house"
"SITE_1888","MTR_1","Gas","Yes","Residence"
"SITE_1888","MTR_2","Electric","Yes","Residence"
"SITE_1889","MTR_1","Electric","Yes","Whole home"
"SITE_1889","MTR_2","Gas","No","Whole home"
"SITE_189","MTR_1","Electric","Yes","Residence,  including garage"
"SITE_189","MTR_2","Gas","No","Residence"
"SITE_1890","MTR_1","Electric","Yes","Whole home"
"SITE_1890","MTR_2","Gas","No","Whole home"
"SITE_1891","MTR_1","Electric","Yes","House"
"SITE_1891","MTR_2","Electric","Yes","Adu"
"SITE_1891","MTR_3","Electric","Yes","Pumps"
"SITE_1892","MTR_1","Electric","Yes","Home"
"SITE_1892","MTR_2","Gas","No","House"
"SITE_1893","MTR_1","Electric","Yes","House"
"SITE_1893","MTR_2","Gas","Unknown","House"
"SITE_1894","MTR_1","Electric","Yes","House"
"SITE_1894","MTR_2","Gas","No","House"
"SITE_1895","MTR_1","Electric","Yes","House and outbuildings"
"SITE_1895","MTR_2","Gas","No","House"
"SITE_1896","MTR_1","Electric","Yes","House"
"SITE_1896","MTR_2","Gas","No","House"
"SITE_1898","MTR_1","Electric","Yes","Unit"
"SITE_1899","MTR_1","Electric","Yes","The whole home"
"SITE_1899","MTR_2","Gas","No","The whole home"
"SITE_19","MTR_1","Gas","No","Residence,  pse"
"SITE_19","MTR_2","Electric","No","Residence,  seattle city light"
"SITE_190","MTR_1","Electric","Yes","House"
"SITE_1901","MTR_1","Electric","Yes","House and shed"
"SITE_1903","MTR_1","Electric","Yes","Home"
"SITE_1904","MTR_1","Electric","Yes","Unit ###"
"SITE_1905","MTR_1","Electric","Yes","Unknown"
"SITE_1905","MTR_2","Gas","No","Whole home"
"SITE_1906","MTR_1","Electric","Yes","Property"
"SITE_1907","MTR_1","Gas","No","Unknown"
"SITE_1907","MTR_2","Electric","Yes","Unknown"
"SITE_1908","MTR_1","Gas","No","House"
"SITE_1908","MTR_2","Electric","Yes","House"
"SITE_1909","MTR_1","Electric","Yes","Home"
"SITE_1909","MTR_2","Gas","No","House"
"SITE_191","MTR_1","Electric","Yes","Residence"
"SITE_1910","MTR_1","Gas","No","House"
"SITE_1910","MTR_2","Electric","Yes","House"
"SITE_1911","MTR_1","Electric","No","Unknown"
"SITE_1912","MTR_1","Gas","No","Whole house"
"SITE_1912","MTR_2","Electric","No","Whole house"
"SITE_1914","MTR_1","Electric","Yes","The whole house"
"SITE_1915","MTR_1","Electric","Yes","House"
"SITE_1916","MTR_1","Gas","No","House"
"SITE_1916","MTR_2","Electric","Yes","House"
"SITE_1917","MTR_1","Electric","Yes","House"
"SITE_1918","MTR_1","Electric","Yes","Whole home"
"SITE_1919","MTR_1","Gas","No","The whole apartment"
"SITE_1919","MTR_2","Electric","Yes","The whole apartment"
"SITE_192","MTR_1","Electric","Yes","Residence"
"SITE_192","MTR_2","Electric","Yes","Solar output meter"
"SITE_192","MTR_3","Gas","No","Residence"
"SITE_1920","MTR_1","Electric","Yes","The whole home"
"SITE_1921","MTR_1","Electric","Yes","The whole house"
"SITE_1922","MTR_1","Electric","Yes","The whole house"
"SITE_1924","MTR_1","Gas","No","House"
"SITE_1924","MTR_2","Electric","Yes","House"
"SITE_1925","MTR_1","Gas","No","House"
"SITE_1925","MTR_2","Electric","Yes","House"
"SITE_1926","MTR_1","Electric","Yes","House"
"SITE_1926","MTR_2","Gas","No","House"
"SITE_1928","MTR_1","Electric","Yes","Residence"
"SITE_1929","MTR_1","Electric","Yes","The whole home"
"SITE_193","MTR_1","Gas","No","House"
"SITE_193","MTR_2","Electric","Unknown","House"
"SITE_1930","MTR_1","Electric","Yes","Both houses on the property"
"SITE_1931","MTR_1","Electric","Yes","Residence"
"SITE_1932","MTR_1","Electric","No","Whole house"
"SITE_1932","MTR_2","Gas","No","Whole house"
"SITE_1933","MTR_1","Electric","Yes","House"
"SITE_1933","MTR_2","Gas","No","Unknown"
"SITE_1934","MTR_1","Electric","Yes","### Unit ###"
"SITE_1935","MTR_1","Electric","Yes","Whole house"
"SITE_1936","MTR_1","Gas","No","House, garage, shop"
"SITE_1936","MTR_2","Electric","Yes","Unknown"
"SITE_1937","MTR_1","Electric","Yes","Residence"
"SITE_1939","MTR_1","Electric","Yes","House and outbuildings"
"SITE_194","MTR_1","Electric","Yes","Residence"
"SITE_1940","MTR_1","Electric","Yes","House"
"SITE_1942","MTR_1","Electric","Yes","Unknown"
"SITE_1944","MTR_1","Gas","No","Unknown"
"SITE_1944","MTR_2","Electric","Yes","Whole house"
"SITE_1945","MTR_1","Electric","Yes","House"
"SITE_1946","MTR_1","Electric","Yes","House"
"SITE_1946","MTR_2","Electric","Yes","Garage and probably shed (connected)"
"SITE_1947","MTR_1","Electric","Yes","House"
"SITE_1948","MTR_1","Gas","No","House"
"SITE_1948","MTR_2","Electric","Yes","House"
"SITE_1949","MTR_1","Electric","Yes","House"
"SITE_195","MTR_1","Electric","Yes","House and garage"
"SITE_1950","MTR_1","Electric","Yes","Unknown"
"SITE_1951","MTR_1","Electric","Yes","The whole home"
"SITE_1951","MTR_2","Gas","No","The whole home"
"SITE_1952","MTR_1","Electric","Yes","House"
"SITE_1954","MTR_1","Gas","No","Unknown"
"SITE_1954","MTR_2","Electric","No","Unknown"
"SITE_1955","MTR_1","Electric","No","House and shop"
"SITE_1956","MTR_1","Electric","Yes","House"
"SITE_1957","MTR_1","Electric","Yes","Net meter"
"SITE_1957","MTR_2","Electric","Yes","Production meter"
"SITE_1958","MTR_1","Electric","Yes","Entire property"
"SITE_196","MTR_1","Electric","Yes","Unknown"
"SITE_196","MTR_2","Gas","No","Unknown"
"SITE_1968","MTR_1","Electric","Yes","Whole home"
"SITE_1969","MTR_1","Electric","Yes","Surveyed side of  duplex house,  meter ## serves surveyed side if i’m not mistaken"
"SITE_1969","MTR_2","Electric","Yes","Non-surveyed side of duplex. Or could be surveyed side. Don’t know which is which"
"SITE_197","MTR_1","Electric","Yes","Whole unit"
"SITE_197","MTR_2","Gas","No","Whole unit"
"SITE_1970","MTR_1","Electric","Yes","Apt. B ( there are # apartments and meters aren’t labeled)"
"SITE_1971","MTR_1","Electric","No","Home"
"SITE_1972","MTR_1","Electric","Yes","Whole unit"
"SITE_1973","MTR_1","Electric","Yes","Unknown"
"SITE_1974","MTR_1","Electric","Yes","Residence"
"SITE_1975","MTR_1","Electric","Yes","Whole house"
"SITE_1976","MTR_1","Electric","Yes","Either upper apartment surveyed or lower apt.  not surveyed. I think upper."
"SITE_1976","MTR_2","Electric","Yes","Either surveyed apt. Or other apt. In house unsurveyed."
"SITE_1978","MTR_1","Electric","Yes","House"
"SITE_1979","MTR_1","Electric","Yes","Whole house + garage"
"SITE_198","MTR_1","Electric","Yes","Home"
"SITE_198","MTR_2","Gas","Unknown","Home"
"SITE_1980","MTR_1","Electric","Yes","House"
"SITE_1981","MTR_1","Electric","Yes","Home"
"SITE_1982","MTR_1","Electric","Yes","Whole property"
"SITE_1983","MTR_1","Electric","Yes","House"
"SITE_1984","MTR_1","Electric","Yes","House"
"SITE_1985","MTR_1","Electric","Unknown","Unknown"
"SITE_1986","MTR_1","Electric","Yes","The house"
"SITE_1987","MTR_1","Electric","Yes","House,  barn and water well"
"SITE_1988","MTR_1","Electric","Yes","Unknown"
"SITE_199","MTR_1","Electric","No","House"
"SITE_199","MTR_2","Gas","Unknown","House"
"SITE_1990","MTR_1","Electric","Yes","Home"
"SITE_1991","MTR_1","Electric","Yes","Whole house"
"SITE_1992","MTR_1","Electric","Yes","This apartment only"
"SITE_1994","MTR_1","Electric","Yes","Apartment c"
"SITE_1995","MTR_1","Electric","Yes","Unknown"
"SITE_1996","MTR_1","Electric","Yes","House"
"SITE_1996","MTR_2","Electric","Yes","Outbuildings"
"SITE_1997","MTR_1","Electric","Yes","House"
"SITE_1998","MTR_1","Electric","Unknown","Homeowner did not know which meter was theirs."
"SITE_1999","MTR_1","Electric","Yes","House"
"SITE_2","MTR_1","Gas","No","Unknown"
"SITE_2","MTR_2","Electric","Yes","Unknown"
"SITE_20","MTR_1","Electric","No","Whole house"
"SITE_200","MTR_1","Electric","No","Whole house"
"SITE_200","MTR_2","Gas","No","Whole house"
"SITE_2000","MTR_1","Electric","Yes","House"
"SITE_2002","MTR_1","Electric","Yes","House, garage and shed"
"SITE_2007","MTR_1","Electric","Yes","The whole house"
"SITE_2007","MTR_2","Gas","No","The whole house"
"SITE_2008","MTR_1","Electric","Yes","The whole house"
"SITE_2008","MTR_2","Gas","No","The whole house"
"SITE_201","MTR_1","Electric","Yes","Unknown"
"SITE_201","MTR_2","Gas","No","Unknown"
"SITE_2010","MTR_1","Electric","Yes","House and shop"
"SITE_2010","MTR_2","Gas","No","House"
"SITE_2011","MTR_1","Gas","Yes","House"
"SITE_2011","MTR_2","Gas","No","House"
"SITE_2013","MTR_1","Gas","No","Unknown"
"SITE_2013","MTR_2","Electric","Yes","Unknown"
"SITE_2014","MTR_1","Electric","Yes","The whole house"
"SITE_2014","MTR_2","Gas","No","The whole house"
"SITE_2015","MTR_1","Electric","Yes","The whole house"
"SITE_2015","MTR_2","Gas","No","The whole home"
"SITE_2017","MTR_1","Electric","Yes","Whole house"
"SITE_2017","MTR_2","Gas","No","Whole house"
"SITE_2018","MTR_1","Gas","No","House"
"SITE_2018","MTR_2","Electric","Yes","House"
"SITE_2019","MTR_1","Electric","Yes","Residence"
"SITE_2019","MTR_2","Gas","No","Residence"
"SITE_202","MTR_1","Electric","No","Whole house and outbuildings"
"SITE_2020","MTR_1","Gas","No","House and garage"
"SITE_2020","MTR_2","Electric","Yes","House and garage"
"SITE_2020","MTR_3","Electric","Yes","Solar generation output"
"SITE_2022","MTR_1","Gas","No","House"
"SITE_2022","MTR_2","Electric","Yes","House"
"SITE_2025","MTR_1","Gas","No","Residence"
"SITE_2025","MTR_2","Electric","Yes","Residence"
"SITE_2026","MTR_1","Electric","Yes","House and garage"
"SITE_2026","MTR_2","Gas","No","Unknown"
"SITE_2027","MTR_1","Gas","No","House"
"SITE_2027","MTR_2","Electric","Yes","House"
"SITE_2028","MTR_1","Electric","Yes","Unknown"
"SITE_2028","MTR_2","Gas","No","Unknown"
"SITE_2029","MTR_1","Electric","Yes","The whole house"
"SITE_2029","MTR_2","Gas","No","The whole house"
"SITE_203","MTR_1","Electric","No","Whole house"
"SITE_2030","MTR_1","Electric","Yes","House,  shed"
"SITE_2030","MTR_2","Gas","No","House"
"SITE_2032","MTR_1","Electric","Yes","Unknown"
"SITE_2032","MTR_2","Gas","No","Unknown"
"SITE_2033","MTR_1","Electric","No","Unknown"
"SITE_2033","MTR_2","Gas","No","Unknown"
"SITE_2035","MTR_1","Electric","Yes","House and shop"
"SITE_2035","MTR_2","Gas","No","House"
"SITE_2036","MTR_1","Electric","Yes","House and shop"
"SITE_2036","MTR_2","Gas","No","House and shop"
"SITE_2037","MTR_1","Gas","No","The whole house"
"SITE_2037","MTR_2","Electric","Yes","The whole house"
"SITE_2038","MTR_1","Electric","Yes","House and garage"
"SITE_2038","MTR_2","Gas","No","House"
"SITE_2039","MTR_1","Electric","Yes","The whole house"
"SITE_2039","MTR_2","Gas","No","The whole house"
"SITE_204","MTR_1","Electric","No","Unknown"
"SITE_2040","MTR_1","Electric","Yes","Unknown"
"SITE_2040","MTR_2","Electric","No","Couldn’t get at this one"
"SITE_2041","MTR_1","Electric","Yes","The whole house"
"SITE_2041","MTR_2","Gas","No","The furnace and hot water heater"
"SITE_2041","MTR_3","Gas","No","The stove"
"SITE_2042","MTR_1","Electric","Yes","The whole house"
"SITE_2042","MTR_2","Gas","No","The whole house"
"SITE_2043","MTR_1","Electric","Yes","The whole house"
"SITE_2043","MTR_2","Gas","No","The whole house"
"SITE_2044","MTR_1","Electric","Yes","House and outbuildings"
"SITE_2044","MTR_2","Gas","No","House"
"SITE_205","MTR_1","Electric","Unknown","Whole house"
"SITE_206","MTR_1","Gas","No","House"
"SITE_206","MTR_2","Electric","Yes","House"
"SITE_207","MTR_1","Electric","No","Whole house"
"SITE_208","MTR_1","Electric","Yes","Whole house"
"SITE_208","MTR_2","Gas","No","Unknown"
"SITE_209","MTR_1","Electric","Yes","Whole house and detached garage"
"SITE_209","MTR_2","Gas","No","Whole house"
"SITE_21","MTR_1","Electric","Yes","The whole house"
"SITE_210","MTR_1","Electric","No","Whole house"
"SITE_210","MTR_2","Gas","No","Whole house"
"SITE_211","MTR_1","Gas","No","Residence"
"SITE_211","MTR_2","Electric","Yes","Residence"
"SITE_212","MTR_1","Electric","Yes","Whole unit"
"SITE_213","MTR_1","Electric","Yes","House"
"SITE_213","MTR_2","Gas","No","House"
"SITE_216","MTR_2","Gas","Unknown","Whole house"
"SITE_216","MTR_1","Electric","Yes","Whole house"
"SITE_218","MTR_1","Electric","Yes","House"
"SITE_218","MTR_2","Gas","No","House"
"SITE_219","MTR_1","Electric","Yes","House"
"SITE_219","MTR_2","Gas","No","House"
"SITE_22","MTR_1","Electric","Yes","House"
"SITE_220","MTR_1","Electric","No","Unknown"
"SITE_220","MTR_2","Gas","No","Unknown"
"SITE_221","MTR_1","Electric","No","Whole house"
"SITE_221","MTR_2","Gas","No","Whole house"
"SITE_222","MTR_1","Electric","Yes","Unknown"
"SITE_222","MTR_2","Gas","No","Unknown"
"SITE_223","MTR_1","Electric","Yes","House"
"SITE_224","MTR_1","Electric","No","House and garage"
"SITE_225","MTR_1","Gas","No","Whole houseee"
"SITE_225","MTR_2","Electric","Yes","Whole house"
"SITE_226","MTR_1","Gas","No","Customer's residence"
"SITE_226","MTR_2","Electric","No","Customer's residence"
"SITE_227","MTR_1","Gas","No","Whole house"
"SITE_227","MTR_2","Electric","No","Whole house"
"SITE_228","MTR_1","Electric","Yes","Whole home"
"SITE_229","MTR_1","Electric","No","House"
"SITE_230","MTR_1","Electric","Yes","Whole house"
"SITE_230","MTR_2","Gas","No","Whole house"
"SITE_231","MTR_1","Electric","No","Whole house"
"SITE_231","MTR_2","Gas","No","Whole house"
"SITE_233","MTR_1","Electric","Unknown","House"
"SITE_233","MTR_2","Gas","No","House"
"SITE_234","MTR_1","Electric","No","Whole house"
"SITE_234","MTR_2","Gas","No","Unknown"
"SITE_235","MTR_1","Gas","No","Whole house"
"SITE_235","MTR_2","Electric","Yes","Whole house"
"SITE_236","MTR_1","Electric","Yes","Residence"
"SITE_236","MTR_2","Gas","No","Residence,  unsure on first digit of meter #"
"SITE_237","MTR_1","Electric","Yes","House"
"SITE_237","MTR_2","Gas","Unknown","House"
"SITE_238","MTR_1","Electric","Yes","House"
"SITE_238","MTR_2","Gas","No","House"
"SITE_239","MTR_1","Electric","Yes","House"
"SITE_24","MTR_1","Electric","Yes","Unknown"
"SITE_240","MTR_1","Electric","No","Whole property"
"SITE_240","MTR_2","Gas","No","Whole property"
"SITE_241","MTR_1","Gas","No","Whole house"
"SITE_241","MTR_2","Gas","Yes","Whole house"
"SITE_242","MTR_1","Electric","No","Unknown"
"SITE_242","MTR_2","Gas","No","Unknown"
"SITE_243","MTR_1","Electric","No","Whole house"
"SITE_244","MTR_1","Electric","Yes","House"
"SITE_244","MTR_2","Gas","No","House"
"SITE_245","MTR_1","Gas","No","Whole house"
"SITE_245","MTR_2","Electric","No","Whole house"
"SITE_246","MTR_1","Gas","No","Residence,  pse"
"SITE_246","MTR_2","Electric","No","Residence,  snopud"
"SITE_247","MTR_1","Electric","Yes","House"
"SITE_247","MTR_2","Gas","Unknown","House"
"SITE_248","MTR_1","Electric","No","Whole house and garage"
"SITE_248","MTR_2","Gas","No","Whole house"
"SITE_249","MTR_1","Electric","No","Whole house"
"SITE_249","MTR_2","Gas","No","Whole house"
"SITE_25","MTR_1","Gas","No","Whole home"
"SITE_25","MTR_2","Electric","Unknown","Whole home"
"SITE_251","MTR_1","Gas","No","Whole house"
"SITE_251","MTR_2","Electric","Yes","Solar panels"
"SITE_251","MTR_3","Electric","Yes","Whole house"
"SITE_252","MTR_1","Electric","No","Whole house"
"SITE_252","MTR_2","Gas","No","Whole house"
"SITE_253","MTR_1","Electric","No","Unknown"
"SITE_254","MTR_1","Electric","No","Whole house"
"SITE_255","MTR_1","Electric","Yes","House"
"SITE_256","MTR_1","Gas","No","Whole house"
"SITE_256","MTR_2","Electric","No","Whole house"
"SITE_259","MTR_1","Electric","Yes","House"
"SITE_259","MTR_2","Gas","No","House"
"SITE_26","MTR_1","Gas","No","Whole house"
"SITE_26","MTR_2","Electric","Yes","Whole house"
"SITE_260","MTR_1","Electric","No","Whole house"
"SITE_261","MTR_1","Electric","Yes","Unknown"
"SITE_261","MTR_2","Gas","No","Unknown"
"SITE_262","MTR_1","Electric","Yes","Unknown"
"SITE_263","MTR_1","Electric","Yes","Whole house"
"SITE_263","MTR_2","Gas","No","Whole house"
"SITE_264","MTR_1","Electric","Yes","Whole house"
"SITE_265","MTR_1","Electric","No","House"
"SITE_265","MTR_2","Gas","No","Unknown"
"SITE_266","MTR_1","Electric","Yes","House"
"SITE_267","MTR_1","Electric","No","Whole house"
"SITE_267","MTR_2","Gas","No","Whole house"
"SITE_268","MTR_1","Electric","Yes","Residence"
"SITE_268","MTR_2","Gas","No","Residence"
"SITE_269","MTR_1","Gas","No","Residence"
"SITE_269","MTR_2","Electric","Yes","Residence"
"SITE_27","MTR_1","Electric","Yes","Unknown"
"SITE_27","MTR_2","Gas","No","Unknown"
"SITE_270","MTR_1","Electric","Yes","Whole house"
"SITE_271","MTR_1","Electric","Yes","House"
"SITE_272","MTR_1","Electric","Yes","Whole house"
"SITE_272","MTR_2","Gas","No","Whole house"
"SITE_273","MTR_1","Gas","No","Residence"
"SITE_273","MTR_2","Electric","No","Residence"
"SITE_274","MTR_1","Gas","No","House"
"SITE_274","MTR_2","Electric","Yes","House"
"SITE_275","MTR_1","Electric","No","Unknown"
"SITE_275","MTR_2","Gas","No","Unknown"
"SITE_276","MTR_1","Electric","Yes","House"
