"SiteID","System_Type","Evidence_of_Duct_Sealing","Duct_Sealing_Material","Duct_Sealing_Material_Other","Cavity_Used_for_Air_Transport","Duct_Location_Supply","Duct_Location_Return","Percentage_of_Supply_Ducts_in_Conditioned_Space","Percentage_of_Return_Ducts_in_Conditioned_Space","Percentage_of_Supply_Ducts_in_Unconditioned_and_Inaccessible_Sp","Percentage_Ducts_In_Good_Condition","Crossover_Present","Crossover_Condition","Flex_Run_Insulation_Type","Insulation_Present","Insulation_Type","Insulation_Thickness","Insulation_Condition","Ductboard_P_Thickness"
"SITE_796","All Metal","Yes","Duct or Foil tape",NA,"Unknown","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","50","50","50","75","Unknown","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_797","All Metal","Yes","Mortite",NA,"Yes","Crawlspace / Basement","In Walls and Ceilings","75","90","0","90","Yes","Connected",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_798","All Metal","No",NA,NA,"No","Crawlspace / Basement, Outside","Crawlspace / Basement, Outside","0","0","0","Unknown","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_799","All Metal","Yes","Duct or Foil tape",NA,"Yes","Crawlspace / Basement","Crawlspace / Basement","0","0","0","90","Unknown","Unknown",NA,"Yes","Foil-faced fiberglass","3","90",NA
"SITE_8","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Crawlspace, In Walls","Attic","30","0","15","100","No","Unknown","R6","Yes","Fiberglass batts","3","90",NA
"SITE_800","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","100","0","100","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_803","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_804","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","90","90","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_805","All Metal","No",NA,NA,"No","Attic, Garage","Attic, Garage","0","0","0","100","No","Unknown",NA,"Yes","Fiberglass batts","2","100",NA
"SITE_806","90 Flex (spider system)","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Attic, In Walls and Ceilings","25","75","75","90","No","Unknown","R4","Yes",NA,NA,"90",NA
"SITE_807","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings, Garage, Attic","0","25","0","100","No","Unknown","R6","Yes","Unknown","Unknown","Unknown",NA
"SITE_808","All Metal","No",NA,NA,"Yes","Crawlspace / Basement","Crawlspace / Basement","100","100","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_809","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Attic","0","0","0","100","No","Unknown","Unknown","Yes","Foil-faced fiberglass","2.5","100",NA
"SITE_810","Metal Plenum, Flex Runs","Yes","Duct or Foil tape, Caulking",NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","100","100","0","90","No","Unknown","R4","Yes","Unknown","0","90",NA
"SITE_812","All Metal","No",NA,NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_813","Metal Plenum, Flex Runs","Unknown","Unknown",NA,"Yes","Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","25","0","75","90","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_814","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","75","75","25","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_815","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Attic, In Walls and Ceilings","50","50","0","100","No","Unknown","R6","Yes","Foil-faced fiberglass","2","90",NA
"SITE_817","All Metal","No",NA,NA,"Unknown","Crawlspace / Basement","Attic, In Walls and Ceilings","0","0","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_819","Unknown","Unknown",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_82","All Metal","No",NA,NA,"Yes","Garage, In Walls and Ceilings, Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","75","90","0","90","No","Unknown",NA,"Yes","Fiberglass batts","2","75",NA
"SITE_820","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Attic","Attic","0","0","0","100","No","Unknown","Unknown","Yes","Fiberglass batts","2","100",NA
"SITE_821","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","75","100","25","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_822","All Metal","Yes","Duct or Foil tape",NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_825","90 Flex (spider system)","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","100","90","No","Unknown","Unknown","No",NA,NA,"Unknown",NA
"SITE_826","All Metal","No",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","100","0","90","Yes","Connected",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_828","Metal Plenum, Flex Runs","Unknown",NA,NA,"Yes","In Walls and Ceilings, Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","100","90","0","100","No","Unknown","R4","Yes","Unknown","0","Unknown",NA
"SITE_829","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","90","90","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_830","90 Flex (spider system)","No",NA,NA,"No","Crawlspace / Basement","Attic, Crawlspace / Basement","0","100","100","90","No","Unknown","R4","Yes",NA,NA,"90",NA
"SITE_832","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Garage, Attic, In Walls and Ceilings","0","50","0","100","No","Unknown","Unknown","Yes","Foil-faced fiberglass","1.5","100",NA
"SITE_833","All Metal","No",NA,NA,"Yes","In Walls and Ceilings","In Walls and Ceilings","75","90","25","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_834","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Attic","25","50","0","100","No","Unknown","R6","Yes","Unknown","Unknown","Unknown",NA
"SITE_835","All Metal","No",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_837","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","Unknown","Unknown","Unknown","0","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_838","Metal Plenum, Flex Runs","No",NA,NA,"No","Attic, In Walls and Ceilings","In Walls and Ceilings","25","100","0","100","No","Unknown","R8","Yes","Unknown","Unknown","Unknown",NA
"SITE_839","All Metal","Yes","Duct or Foil tape",NA,"Unknown","In Walls and Ceilings, Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","100","100","0","90","No","Unknown",NA,"Yes","Foil-faced fiberglass","Unknown","90",NA
"SITE_84","Unknown","Unknown",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","0","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_840","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement","100","100","0","100","No","Unknown","R4","Yes","Unknown","Unknown","Unknown",NA
"SITE_841","Unknown","Unknown",NA,NA,"Yes","Crawlspace / Basement","Crawlspace / Basement","0","0","100","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_843","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","100","100","0","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_844","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"Unknown","Crawlspace / Basement, In Walls and Ceilings, Attic","Attic, Crawlspace / Basement, In Walls and Ceilings","50","50","0","50","No","Unknown","Unknown","Yes","Fiberglass batts","Unknown","90",NA
"SITE_846","All Metal","No",NA,NA,"No","Crawlspace / Basement","Unknown","0","Unknown","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_848","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_849","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement","100","100","0","25","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_85","Metal Plenum, Flex Runs","No",NA,NA,"No","Attic, In Walls and Ceilings","Garage, In Walls and Ceilings","0","50","0","90","No","Unknown","R4","Yes","Unknown","0","Unknown",NA
"SITE_850","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic","0","0","0","Unknown","No","Unknown","Unknown","Yes","Duct board","0.5","100",NA
"SITE_851","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, Attic","Attic","0","0","0","100","No","Unknown","Unknown","Yes","Foil-faced fiberglass","1","100",NA
"SITE_852","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_854","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","Unknown","Unknown","Unknown","Unknown","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_855","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","0","100","0","Unknown","Yes","Connected","Unknown","Yes","Fiberglass batts","1","75",NA
"SITE_857","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","50","50","50","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_858","Metal Plenum, Flex Runs","No",NA,NA,"Yes","Crawlspace / Basement","In Walls and Ceilings","50","50","50","90","No","Unknown","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_859","All Metal","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"Yes","Fiberglass batts","Unknown","Unknown",NA
"SITE_86","Unknown","Unknown",NA,NA,"Unknown","Attic","Attic","0","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_860","All Metal","No",NA,NA,"Yes","Crawlspace / Basement","In Walls and Ceilings","0","100","0","Unknown","Unknown","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_862","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings, Attic","Crawlspace / Basement, In Walls and Ceilings","90","100","0","100","No","Unknown","R4","Yes","Unknown","Unknown","Unknown",NA
"SITE_864","All Metal","No",NA,NA,"Yes","Crawlspace / Basement","Unknown","0","Unknown","100","Unknown","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_865","All Metal","No",NA,NA,"No","Attic, Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","75","75","25","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_866","All Metal","No",NA,NA,"No","Crawlspace / Basement","Attic, Crawlspace / Basement","100","25","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_867","All Metal","Yes","Duct or Foil tape",NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_87","All Metal","Yes","Duct or Foil tape",NA,"No","Attic","Attic","0","89","0","100","Unknown","Unknown",NA,"Yes","Fiberglass batts","4","90",NA
"SITE_870","All Metal","Yes","Duct or Foil tape",NA,"Unknown","Crawlspace / Basement","Crawlspace / Basement","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_871","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"Yes","Crawlspace / Basement","Crawlspace / Basement","0","0","100","100","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA
"SITE_872","All Metal","Yes","Mastic",NA,"No","Garage, Crawlspace / Basement","Crawlspace / Basement, Garage","75","75","25","100","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_873","90 Flex (spider system)","No",NA,NA,"No","Crawlspace / Basement","Unknown","0","Unknown","0","100","No","Unknown","R8","Yes",NA,NA,"100",NA
"SITE_875","All Metal","Yes","Duct or Foil tape, Mastic",NA,"No","Garage, Crawlspace / Basement","Attic, Garage","0","0","0","Unknown","No","Unknown",NA,"Yes","Foil-faced fiberglass","1.5","100",NA
"SITE_876","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_878","Metal Plenum, Flex Runs","Yes","Caulking",NA,"No","Crawlspace / Basement","Attic","0","25","Unknown","90","No","Unknown","R8","Yes","Unknown","Unknown","90",NA
"SITE_879","All Metal","No",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_88","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA,NA,NA,NA
"SITE_88","Metal Plenum, Flex Runs","Yes","Mastic",NA,"No","Attic","Attic","0","0","100","100","No","Unknown","R4","Yes","Fiberglass batts","1","100",NA
"SITE_880","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","100","90","0","90","No","Unknown",NA,"Yes","Fiberglass batts","3","100",NA
"SITE_882","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_883","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings, Attic","Attic","50","0","0","100","No","Unknown","R8","Yes","Unknown","Unknown","Unknown",NA
"SITE_884","All Metal","No",NA,NA,"Yes","In Walls and Ceilings","In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"Yes","Foil-faced fiberglass","2","25",NA
"SITE_885","All Metal","Yes","Duct or Foil tape",NA,"No","Garage, Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","90","100","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_886","All Metal","Yes","Duct or Foil tape",NA,"Yes","In Walls and Ceilings","In Walls and Ceilings","100","90","Unknown","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_887","Metal Plenum, Flex Runs","Yes","Mortite",NA,"Yes","Crawlspace / Basement","In Walls and Ceilings","100","100","0","100","Yes","Connected","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_888","All Metal","Yes","Duct or Foil tape, Mastic",NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_889","All Metal","No",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings","0","100","100","75","Yes","Connected",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_89","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA,NA,NA,NA
"SITE_89","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Attic, Crawlspace / Basement, Garage, In Walls and Ceilings","Attic, Garage","25","Unknown","25","100","No","Unknown","R8","Yes","Unknown","0","0",NA
"SITE_890","Metal Plenum, Flex Runs","Yes","Duct or Foil tape, Mastic",NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","75","100","25","100","No","Unknown","R4","Yes","Unknown","Unknown","Unknown",NA
"SITE_891","All Metal","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_894","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","In Walls and Ceilings","0","0","0","100","No","Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA
"SITE_895","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_897","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","100","100","0","100","No","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_898","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_899","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_9","All Metal","Yes","Mastic",NA,"Yes","Crawlspace / Basement","Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_90","All Metal","Unknown",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","50","50","0","Unknown","No","Unknown",NA,"Yes","Fiberglass batts","3","100",NA
"SITE_901","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings, Garage","Attic, Garage","75","0","0","100","No","Unknown",NA,"Yes","Foil-faced fiberglass","1.5","100",NA
"SITE_902","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","In Walls and Ceilings, Attic","0","0","0","100","No","Unknown",NA,"Yes","Fiberglass batts","2.5","100",NA
"SITE_904","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","90","No","Unknown","R4","Yes","Fiberglass batts","10","100",NA
"SITE_905","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings","100","100","0","90","Yes","Connected","R6","Yes","Foil-faced fiberglass","2","90",NA
"SITE_906","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","100","100","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_907","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings","0","100","100","90","Yes","Connected","Unknown","No","Unknown","Unknown","Unknown",NA
"SITE_909","Metal Plenum, Flex Runs","Yes","Mastic",NA,"No","In Walls and Ceilings, Attic","In Walls and Ceilings","75","100","0","100","No","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
