"SiteID","Socket_Type","Socket_Type_Other","Lamp_Type","Lamp_Type_Other","Lamp_Style","Lamp_Quantity","Lamp_Watts","Lamp_Is_Color","Lamp_Temp_Fixed"
"SITE_10","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","6","No","Fixed"
"SITE_1000","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","12","8.5","No","Fixed"
"SITE_1000","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","8.8","No","Fixed"
"SITE_1000","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","3","13","No","Fixed"
"SITE_1001","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","12","10.5","No","Fixed"
"SITE_1003","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","26","60","No","Fixed"
"SITE_1003","Small Screw Base (Candelabra)",NA,"Halogen",NA,"Reflector / Flood","9","35","No","Fixed"
"SITE_1003","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","2","50","No","Fixed"
"SITE_1003","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","20","100","No","Fixed"
"SITE_1003","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","4","200","No","Fixed"
"SITE_1005","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","5","No","Fixed"
"SITE_1005","Medium Screw Base (Standard)",NA,"LED",NA,"Other","1","7","No","Fixed"
"SITE_1006","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","6","8.8","Yes – Single Color","Fixed"
"SITE_1007","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","150","Unknown","Fixed"
"SITE_1007","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","3","3","Unknown","Fixed"
"SITE_1007","Medium Screw Base (Standard)",NA,"Unknown",NA,"Unknown","1","Unknown","Unknown","Fixed"
"SITE_1007","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","3","5.5","Unknown","Fixed"
"SITE_1008","Pin Base",NA,"Fluorescent",NA,"T-12","3","40","No","Fixed"
"SITE_1008","Pin Base",NA,"Fluorescent",NA,"T-8","2","32","No","Fixed"
"SITE_101","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","10","No","Fixed"
"SITE_1010","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","11","No","Fixed"
"SITE_1010","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","6","40","No","Fixed"
"SITE_1010","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9","No","Fixed"
"SITE_1010","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Decorative","2","40","No","Fixed"
"SITE_1010","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","10","No","Fixed"
"SITE_1010","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","7.5","No","Fixed"
"SITE_1010","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","13","No","Fixed"
"SITE_1013","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","6","5","Unknown","Fixed"
"SITE_1013","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","3","5.5","Unknown","Fixed"
"SITE_1013","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","12","11","Unknown","Fixed"
"SITE_1013","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","8","Unknown","Fixed"
"SITE_1016","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Heat Lamp","5","75","No","Fixed"
"SITE_1016","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","7","6","No","Fixed"
"SITE_1016","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","3","13","No","Fixed"
"SITE_1016","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","9","No","Fixed"
"SITE_1016","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","19","No","Fixed"
"SITE_1016","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","1","2","No","Fixed"
"SITE_1016","Medium Screw Base (Standard)",NA,"LED",NA,"Other","1","4.5","No","Fixed"
"SITE_102","Pin Base",NA,"LED",NA,"Standard A Lamp","3","9.5","Unknown","Fixed"
"SITE_1022","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","10","No","Fixed"
"SITE_1022","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","5","100","No","Fixed"
"SITE_1022","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","9","No","Fixed"
"SITE_1022","Medium Screw Base (Standard)",NA,"CFL",NA,"Reflector / Flood","3","15","No","Fixed"
"SITE_1023","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","8","9.5","No","Fixed"
"SITE_1025","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","6","6","No","Fixed"
"SITE_1025","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","10","9","No","Fixed"
"SITE_1026","Medium Screw Base (Standard)",NA,"LED",NA,"Bullet","21","9","No","Fixed"
"SITE_1026","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","8","9","No","Fixed"
"SITE_1026","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","4","5.5","No","Fixed"
"SITE_1027","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","10","10","Unknown","Fixed"
"SITE_1032","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","12","9","No","Fixed"
"SITE_1032","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","25","No","Fixed"
"SITE_1032","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","2","40","No","Fixed"
"SITE_1032","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","8","No","Fixed"
"SITE_1033","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","1","250","No","Fixed"
"SITE_1033","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","25","9","No","Fixed"
"SITE_1033","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","12.5","No","Fixed"
"SITE_1033","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","2","Yes – Color Changing","Fixed"
"SITE_1033","Medium Screw Base (Standard)",NA,"Halogen",NA,"Standard A Lamp","4","43","No","Fixed"
"SITE_1033","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","4","14","No","Fixed"
"SITE_1033","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","11","No","Fixed"
"SITE_1034","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","8.8","No","Fixed"
"SITE_1034","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","4","13","No","Fixed"
"SITE_1034","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","12","No","Fixed"
"SITE_1034","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","9.5","No","Fixed"
"SITE_1035","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","8.8","Unknown","Fixed"
"SITE_1035","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","4","9","Unknown","Fixed"
"SITE_1035","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","5","Unknown","Fixed"
"SITE_1035","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","11","Unknown","Fixed"
"SITE_1035","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","1","40","Unknown","Fixed"
"SITE_1036","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","1","4","No","Fixed"
"SITE_1036","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","8.7","No","Fixed"
"SITE_1036","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","25","Yes – Single Color","Fixed"
"SITE_1036","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","1","60","No","Fixed"
"SITE_1036","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","1","25","No","Fixed"
"SITE_1037","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","3","40","No","Fixed"
"SITE_1037","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Heat Lamp","1","250","Yes – Single Color","Fixed"
"SITE_1037","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","5","8.8","No","Fixed"
"SITE_1037","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Globe","2","60","No","Fixed"
"SITE_1041","Medium Screw Base (Standard)",NA,"LED",NA,"Unknown","6","8.8","Yes – Single Color","Fixed"
"SITE_1041","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","14","No","Fixed"
"SITE_1041","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","5","3.5","No","Fixed"
"SITE_1041","Medium Screw Base (Standard)",NA,"CFL",NA,"Reflector / Flood","3","16","Unknown","Fixed"
"SITE_1044","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","17.5","No","Fixed"
"SITE_1044","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","40","No","Fixed"
"SITE_1044","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","7","8.8","No","Fixed"
"SITE_1044","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","10","No","Fixed"
"SITE_1044","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","13","No","Fixed"
"SITE_1044","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Standard A Lamp","3","40","No","Fixed"
"SITE_1044","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","9.5","No","Fixed"
"SITE_1044","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","9.5","No","Fixed"
"SITE_1044","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","5","8.3","No","Fixed"
"SITE_1044","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","1","3.3","No","Fixed"
"SITE_1045","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","5","No","Fixed"
"SITE_1045","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","9","Yes – Single Color","Fixed"
"SITE_1045","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","9","No","Fixed"
"SITE_1045","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","3","5.5","No","Fixed"
"SITE_1045","Medium Screw Base (Standard)",NA,"Halogen",NA,"Standard A Lamp","1","28","No","Fixed"
"SITE_1045","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","13","No","Fixed"
"SITE_1045","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","11","No","Fixed"
"SITE_1045","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","40","No","Fixed"
"SITE_1045","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","4","60","No","Fixed"
"SITE_1045","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","15","No","Fixed"
"SITE_1045","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","16","75","No","Fixed"
"SITE_1045","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","6","10","No","Fixed"
"SITE_1049","Pin Base",NA,"CFL",NA,"Other","3","26","No","Fixed"
"SITE_1049","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","6","No","Fixed"
"SITE_1049","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","1","25","No","Fixed"
"SITE_1049","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","1","60","No","Fixed"
"SITE_1049","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","6","7.5","No","Fixed"
"SITE_1049","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","6","9","No","Fixed"
"SITE_1049","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","1","60","No","Fixed"
"SITE_1050","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","5","9.5","Unknown","Fixed"
"SITE_1053","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","2","60","No","Fixed"
"SITE_1053","Pin Base",NA,"Halogen",NA,"Reflector / Flood","2","Unknown","No","Fixed"
"SITE_1053","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","2","40","No","Fixed"
"SITE_1053","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","1","60","No","Fixed"
"SITE_1053","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","1","40","No","Fixed"
"SITE_1053","Medium Screw Base (Standard)",NA,"Halogen",NA,"Globe","1","43","No","Fixed"
"SITE_1053","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","6","No","Fixed"
"SITE_1053","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9","No","Fixed"
"SITE_1053","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","1","5.5","No","Fixed"
"SITE_1053","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","1","75","No","Fixed"
"SITE_1053","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","9","No","Fixed"
"SITE_1053","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","1","2.5","No","Fixed"
"SITE_1053","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","2","30","No","Fixed"
"SITE_1054","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","8","60","No","Fixed"
"SITE_1054","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","11","Yes – Color Changing","Fixed"
"SITE_1055","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","24","9.5","No","Fixed"
"SITE_1055","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","6","7.5","No","Fixed"
"SITE_1058","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","9.5","No","Fixed"
"SITE_1058","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","10","9.5","No","Fixed"
"SITE_1058","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9","No","Fixed"
"SITE_1058","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","6","3.3","No","Fixed"
"SITE_1058","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","9.5","No","Fixed"
"SITE_1058","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","6","No","Fixed"
"SITE_1058","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","5","7.5","No","Fixed"
"SITE_1058","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","4","60","No","Fixed"
"SITE_1060","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","1","40","No","Fixed"
"SITE_1060","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","11","No","Fixed"
"SITE_1061","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","13","No","Fixed"
"SITE_1061","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Globe","1","25","No","Fixed"
"SITE_1061","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","11","No","Fixed"
"SITE_1061","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","2","6","No","Fixed"
"SITE_1061","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","6","No","Fixed"
"SITE_1061","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","9","10.5","No","Fixed"
"SITE_1061","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9.5","No","Fixed"
"SITE_1061","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","100","No","Fixed"
"SITE_1061","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","14","No","Fixed"
"SITE_1061","Medium Screw Base (Standard)",NA,"LED",NA,"Decorative","2","Unknown","No","Fixed"
"SITE_1061","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","15","No","Fixed"
"SITE_1061","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","18","No","Fixed"
"SITE_1061","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","1","40","No","Fixed"
"SITE_1061","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","40","No","Fixed"
"SITE_1061","Pin Base",NA,"Halogen",NA,"Other","1","20","No","Fixed"
"SITE_1061","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Decorative","1","40","No","Fixed"
"SITE_1066","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","150","No","Fixed"
"SITE_1066","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","8","No","Fixed"
"SITE_1066","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","6.5","No","Fixed"
"SITE_1066","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","3","9","No","Fixed"
"SITE_1066","Pin Base",NA,"CFL",NA,"Twist","1","13","No","Fixed"
"SITE_1066","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","10","No","Fixed"
"SITE_1066","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","8","No","Fixed"
"SITE_1067","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","150","Unknown","Fixed"
"SITE_1067","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","4","13","Unknown","Fixed"
"SITE_1067","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","8","9","Unknown","Fixed"
"SITE_1067","Pin Base",NA,"Halogen",NA,"Reflector / Flood","6","50","Unknown","Fixed"
"SITE_1067","Medium Screw Base (Standard)",NA,"CFL",NA,"Reflector / Flood","3","15","Unknown","Fixed"
"SITE_1067","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","4","75","Unknown","Fixed"
"SITE_1067","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","25","Unknown","Fixed"
"SITE_1067","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","15","Unknown","Fixed"
"SITE_1067","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","2","40","Unknown","Fixed"
"SITE_1068","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","11","8.8","No","Fixed"
"SITE_1069","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","5","11.5","No","Fixed"
"SITE_1069","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9","No","Fixed"
"SITE_1069","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","8.8","No","Fixed"
"SITE_1069","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","5","2.5","No","Fixed"
"SITE_1073","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","11","No","Fixed"
"SITE_1073","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","18","No","Fixed"
"SITE_1073","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","8","No","Fixed"
"SITE_1073","Medium Screw Base (Standard)",NA,"Halogen",NA,"Reflector / Flood","1","50","No","Fixed"
"SITE_1075","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9.5","Unknown","Fixed"
"SITE_1075","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","7.5","Unknown","Fixed"
"SITE_1075","Small Screw Base (Candelabra)",NA,"LED",NA,"Globe","1","3.5","Unknown","Fixed"
"SITE_1075","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","10.5","Unknown","Fixed"
"SITE_1078","Medium Screw Base (Standard)",NA,"Halogen",NA,"Reflector / Flood","1","38","No","Fixed"
"SITE_1078","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","15","No","Fixed"
"SITE_1078","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","11","No","Fixed"
"SITE_1078","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","9.5","No","Fixed"
"SITE_1078","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Standard A Lamp","4","25","No","Fixed"
"SITE_1079","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","60","No","Fixed"
"SITE_1079","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","9","No","Fixed"
"SITE_1079","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","3","4.5","No","Fixed"
"SITE_1079","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Heat Lamp","2","250","Yes – Single Color","Fixed"
"SITE_1079","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","1","5","No","Fixed"
"SITE_1079","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","13","No","Fixed"
"SITE_1079","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","10","No","Fixed"
"SITE_1079","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","10","No","Fixed"
"SITE_1079","Pin Base",NA,"Fluorescent",NA,"T-5","1","8","No","Fixed"
"SITE_1079","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","2","3.3","No","Fixed"
"SITE_108","Pin Base",NA,"Fluorescent",NA,"T-8","2","32","No","Fixed"
"SITE_1080","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","5","60","No","Fixed"
"SITE_1080","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","6","53","No","Fixed"
"SITE_1081","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","14","No","Fixed"
"SITE_1081","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9","No","Fixed"
"SITE_1083","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","9","No","Fixed"
"SITE_1084","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","9","8","Unknown","Fixed"
"SITE_1084","Pin Base",NA,"Halogen",NA,"Reflector / Flood","8","50","Unknown","Fixed"
"SITE_1084","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Globe","1","40","Unknown","Fixed"
"SITE_1084","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","150","Unknown","Fixed"
"SITE_1084","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","8","11","Unknown","Fixed"
"SITE_1084","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","2","7","Unknown","Fixed"
"SITE_1084","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","100","Unknown","Fixed"
"SITE_1084","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","100","Unknown","Fixed"
"SITE_1084","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","60","Unknown","Fixed"
"SITE_1084","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","14","Unknown","Fixed"
"SITE_1084","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","4","16","Unknown","Fixed"
"SITE_1084","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","13.5","Unknown","Fixed"
"SITE_1084","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","4","65","Unknown","Fixed"
"SITE_1084","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","3","23","Unknown","Fixed"
"SITE_1084","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","29","Unknown","Fixed"
"SITE_1084","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","1","40","Unknown","Fixed"
"SITE_1085","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","2","40","No","Fixed"
"SITE_1085","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","9.5","No","Fixed"
"SITE_1085","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","200","No","Fixed"
"SITE_1086","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","40","No","Fixed"
"SITE_1086","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","6","Yes – Single Color","Fixed"
"SITE_1086","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","60","No","Fixed"
"SITE_1086","Medium Screw Base (Standard)",NA,"Unknown",NA,"Bullet","1","Unknown","No","Fixed"
"SITE_1086","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","1","5.5","No","Fixed"
"SITE_1086","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","14","No","Fixed"
"SITE_1086","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","9","No","Fixed"
"SITE_1086","Medium Screw Base (Standard)",NA,"LED",NA,"Other","3","5","No","Fixed"
"SITE_1086","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","7.5","No","Fixed"
"SITE_1086","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","1","25","No","Fixed"
"SITE_1086","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","2","1.5","No","Fixed"
"SITE_1087","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","18","No","Fixed"
"SITE_1087","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","3","7","No","Fixed"
"SITE_1087","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","9.5","No","Fixed"
"SITE_1087","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","9","No","Fixed"
"SITE_1087","Medium Screw Base (Standard)",NA,"LED",NA,"Decorative","Unknown","4","No","Fixed"
"SITE_1087","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","11","No","Fixed"
"SITE_1087","Pin Base",NA,"LED",NA,"Straight Tube","2","4","No","Fixed"
"SITE_1087","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","5","4.5","No","Fixed"
"SITE_1087","Pin Base",NA,"Incandescent",NA,"Globe","1","6.7","No","Fixed"
"SITE_1087","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Decorative","1","40","No","Fixed"
"SITE_1089","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","14","Unknown","Fixed"
"SITE_1092","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","5","9","No","Fixed"
"SITE_1093","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","6","9","No","Fixed"
"SITE_1095","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","1","4.9","No","Fixed"
"SITE_1095","Medium Screw Base (Standard)",NA,"CFL",NA,"Reflector / Flood","3","15","No","Fixed"
"SITE_1095","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Heat Lamp","1","250","No","Fixed"
"SITE_1095","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Standard A Lamp","2","60","No","Fixed"
"SITE_1095","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Globe","3","40","No","Fixed"
"SITE_1095","Pin Base",NA,"Halogen",NA,"Unknown","2","20","No","Fixed"
