"SiteID","Socket_Type","Socket_Type_Other","Lamp_Type","Lamp_Type_Other","Lamp_Style","Lamp_Quantity","Lamp_Watts","Lamp_Is_Color","Lamp_Temp_Fixed"
"SITE_380","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","200","Unknown","Fixed"
"SITE_380","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","60","Unknown","Fixed"
"SITE_380","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","10","Unknown","Fixed"
"SITE_392","Medium Screw Base (Standard)",NA,"Halogen",NA,"Reflector / Flood","1","40","No","Fixed"
"SITE_392","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","10","8","No","Fixed"
"SITE_392","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","1","45","No","Fixed"
"SITE_392","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","15","No","Fixed"
"SITE_392","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","4","7","No","Fixed"
"SITE_392","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","10","9","No","Fixed"
"SITE_392","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","13","No","Fixed"
"SITE_392","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","60","No","Fixed"
"SITE_392","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","24","No","Fixed"
"SITE_392","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","20","No","Fixed"
"SITE_392","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","1","25","No","Fixed"
"SITE_392","Pin Base",NA,"Halogen",NA,"Straight Tube","1","500","No","Fixed"
"SITE_392","Small Screw Base (Candelabra)",NA,"LED",NA,"Globe","1","11","No","Fixed"
"SITE_392","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","4.5","Unknown","Fixed"
"SITE_392","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","15","No","Fixed"
"SITE_392","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","10","10","No","Fixed"
"SITE_392","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","19","No","Fixed"
"SITE_392","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","6","4","No","Fixed"
"SITE_392","Medium Screw Base (Standard)",NA,"LED",NA,"Bullet","1","12","No","Fixed"
"SITE_394","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","8.6","No","Fixed"
"SITE_394","Medium Screw Base (Standard)",NA,"LED",NA,"Other","1","11","No","Fixed"
"SITE_394","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","3","25","No","Fixed"
"SITE_394","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","43","No","Fixed"
"SITE_394","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","1","120","No","Fixed"
"SITE_394","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","100","No","Fixed"
"SITE_394","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","3","5","No","Fixed"
"SITE_394","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","9","9","No","Fixed"
"SITE_394","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","150","No","Fixed"
"SITE_395","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","250","Unknown","Fixed"
"SITE_395","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","13","No","Fixed"
"SITE_395","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","11","No","Fixed"
"SITE_395","Small Screw Base (Candelabra)",NA,"LED",NA,"Standard A Lamp","1","4.5","No","Fixed"
"SITE_395","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","11.5","Yes – Single Color","Fixed"
"SITE_395","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","7","No","Fixed"
"SITE_395","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","4","9","No","Fixed"
"SITE_397","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","6","9","No","Fixed"
"SITE_397","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","32","No","Fixed"
"SITE_398","Medium Screw Base (Standard)",NA,"Halogen",NA,"Standard A Lamp","1","72","No","Fixed"
"SITE_398","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","14","No","Fixed"
"SITE_398","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","7","No","Fixed"
"SITE_4","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","5","9","No","Fixed"
"SITE_4","Integral Fixture",NA,"LED",NA,"Integrated","1","12","No","Fixed"
"SITE_400","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","10.5","No","Fixed"
"SITE_400","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","8.4","No","Fixed"
"SITE_400","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","60","No","Fixed"
"SITE_400","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","15","No","Fixed"
"SITE_402","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","2","10","No","Fixed"
"SITE_402","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","9","Unknown","Fixed"
"SITE_404","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","1","65","No","Fixed"
"SITE_404","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","15","No","Fixed"
"SITE_404","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","18.5","No","Fixed"
"SITE_404","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","1","75","Yes – Single Color","Fixed"
"SITE_404","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","Unknown","No","Fixed"
"SITE_404","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","3","150","No","Fixed"
"SITE_404","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","100","No","Fixed"
"SITE_404","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","60","No","Fixed"
"SITE_405","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","8","No","Fixed"
"SITE_407","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","3","6","No","Variable"
"SITE_407","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Decorative","4","40","Yes – Single Color","Fixed"
"SITE_407","Medium Screw Base (Standard)",NA,"Fluorescent",NA,"Twist","2","13","No","Fixed"
"SITE_414","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","2","5","No","Fixed"
"SITE_414","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","1","25","No","Fixed"
"SITE_414","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","7","10","No","Fixed"
"SITE_414","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","4","40","No","Fixed"
"SITE_414","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","11","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"LED",NA,"Decorative","2","Unknown","Yes – Color Changing","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"Halogen",NA,"Reflector / Flood","1","38","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","1","65","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","11.5","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","5","11","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Decorative","1","60","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","9","No","Fixed"
"SITE_417","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","6","60","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","7","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","5.5","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"Halogen",NA,"Reflector / Flood","1","50","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","4","40","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","150","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","13","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"LED",NA,"Decorative","1","3.5","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Decorative","1","40","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","9","No","Fixed"
"SITE_417","Medium Screw Base (Standard)",NA,"LED",NA,"Bullet","1","4","No","Fixed"
"SITE_420","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","14","9","No","Fixed"
"SITE_420","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","12","3.3","No","Fixed"
"SITE_423","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Standard A Lamp","2","40","No","Fixed"
"SITE_423","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","1","40","No","Fixed"
"SITE_423","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","9","13","No","Fixed"
"SITE_423","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","6","4","No","Fixed"
"SITE_423","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Globe","10","25","No","Fixed"
"SITE_423","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","7","40","No","Fixed"
"SITE_423","Medium Screw Base (Standard)",NA,"Unknown",NA,"Decorative","4","11","No","Fixed"
"SITE_423","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","4","18","No","Fixed"
"SITE_423","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Bullet","1","40","No","Fixed"
"SITE_423","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","5.7","No","Fixed"
"SITE_423","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","6","40","No","Fixed"
"SITE_423","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","5","23","No","Fixed"
"SITE_423","Medium Screw Base (Standard)",NA,"Halogen",NA,"Decorative","2","25","No","Fixed"
"SITE_423","Medium Screw Base (Standard)",NA,"CFL",NA,"Reflector / Flood","1","23","No","Fixed"
"SITE_423","Large Screw Base (Mogule)",NA,"Halogen",NA,"Unknown","1","Unknown","No","Fixed"
"SITE_423","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","16","No","Fixed"
"SITE_423","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","100","No","Fixed"
"SITE_423","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","4","75","No","Fixed"
"SITE_423","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","5","9","No","Fixed"
"SITE_429","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","60","Yes – Single Color","Fixed"
"SITE_429","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","60","No","Fixed"
"SITE_429","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Globe","3","60","No","Fixed"
"SITE_429","Medium Screw Base (Standard)",NA,"Halogen",NA,"Reflector / Flood","1","50","No","Fixed"
"SITE_429","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","150","No","Fixed"
"SITE_429","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","18","No","Fixed"
"SITE_429","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","25","No","Fixed"
"SITE_429","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","8","No","Fixed"
"SITE_429","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","8.5","No","Fixed"
"SITE_429","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","3","13","No","Fixed"
"SITE_429","Medium Screw Base (Standard)",NA,"Halogen",NA,"Standard A Lamp","2","43","No","Fixed"
"SITE_429","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","2","50","No","Fixed"
"SITE_43","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","6","9","Yes – Single Color","Fixed"
"SITE_43","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","5","24","No","Fixed"
"SITE_43","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","4","32","No","Fixed"
"SITE_43","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","5","8.8","Unknown","Fixed"
"SITE_431","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","12","8.8","No","Fixed"
"SITE_431","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Decorative","3","40","No","Fixed"
"SITE_431","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","13","19","No","Fixed"
"SITE_431","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","8.5","No","Fixed"
"SITE_432","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9","No","Fixed"
"SITE_432","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","3","40","No","Fixed"
"SITE_432","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","11","9","No","Fixed"
"SITE_432","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Globe","9","25","No","Fixed"
"SITE_432","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","6.5","No","Fixed"
"SITE_432","Pin Base",NA,"Halogen",NA,"Bullet","1","20","No","Fixed"
"SITE_432","Medium Screw Base (Standard)",NA,"Unknown",NA,"Standard A Lamp","Unknown","72","No","Fixed"
"SITE_432","Small Screw Base (Candelabra)",NA,"Unknown",NA,"Bullet","3","Unknown","No","Fixed"
"SITE_432","Medium Screw Base (Standard)",NA,"Halogen",NA,"Standard A Lamp","1","43","No","Fixed"
"SITE_432","Medium Screw Base (Standard)",NA,"Halogen",NA,"Standard A Lamp","1","72","No","Fixed"
"SITE_432","Pin Base",NA,"Halogen",NA,"Reflector / Flood","11","50","No","Fixed"
"SITE_432","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","2","40","No","Fixed"
"SITE_432","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","25","No","Fixed"
"SITE_432","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9","No","Fixed"
"SITE_432","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Other","3","4","No","Fixed"
"SITE_432","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","9.5","No","Fixed"
"SITE_433","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","20","No","Fixed"
"SITE_433","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","6","8.8","No","Fixed"
"SITE_433","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","9","No","Fixed"
"SITE_433","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","32","No","Fixed"
"SITE_433","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","14","No","Fixed"
"SITE_433","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","11","No","Fixed"
"SITE_433","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","6","18","No","Fixed"
"SITE_433","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","7","50","No","Fixed"
"SITE_433","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","95","No","Fixed"
"SITE_434","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","7","9","No","Fixed"
"SITE_439","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","3","5.5","No","Fixed"
"SITE_439","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","8","9","No","Fixed"
"SITE_44","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","1","85","No","Fixed"
"SITE_44","Medium Screw Base (Standard)",NA,"Halogen",NA,"Reflector / Flood","5","50","No","Fixed"
"SITE_44","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","5.7","No","Fixed"
"SITE_44","Medium Screw Base (Standard)",NA,"Halogen",NA,"Reflector / Flood","2","50","No","Fixed"
"SITE_44","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","3","75","No","Fixed"
"SITE_44","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","3","8.3","No","Fixed"
"SITE_44","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","23","8.8","No","Fixed"
"SITE_44","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","14","No","Fixed"
"SITE_441","Medium Screw Base (Standard)",NA,"CFL",NA,"Reflector / Flood","2","15","No","Fixed"
"SITE_441","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","4","9","Yes – Single Color","Fixed"
"SITE_441","Medium Screw Base (Standard)",NA,"LED",NA,"Decorative","4","6.5","Yes – Single Color","Fixed"
"SITE_448","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","3","60","No","Fixed"
"SITE_448","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Reflector / Flood","7","65","No","Fixed"
"SITE_448","Pin Base",NA,"CFL",NA,"Twist","1","26","No","Fixed"
"SITE_448","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","100","No","Fixed"
"SITE_448","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","26","No","Fixed"
"SITE_448","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","9","9","No","Fixed"
"SITE_448","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","13","No","Fixed"
"SITE_448","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","3","3","No","Fixed"
"SITE_453","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Other","1","60","No","Fixed"
"SITE_453","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","2","40","No","Fixed"
"SITE_453","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","10","3","No","Fixed"
"SITE_455","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","12.5","No","Fixed"
"SITE_455","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","16","No","Fixed"
"SITE_455","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","75","No","Fixed"
"SITE_455","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","1","6.5","No","Fixed"
"SITE_455","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","11","Yes – Color Changing","Variable"
"SITE_46","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Decorative","1","60","No","Fixed"
"SITE_46","Medium Screw Base (Standard)",NA,"Halogen",NA,"Standard A Lamp","1","53","No","Fixed"
"SITE_46","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","12.5","No","Fixed"
"SITE_46","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9.5","No","Fixed"
"SITE_46","Medium Screw Base (Standard)",NA,"Fluorescent",NA,"Twist","2","15","No","Fixed"
"SITE_46","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","2","4","No","Fixed"
"SITE_460","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","6","No","Fixed"
"SITE_460","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","13","No","Fixed"
"SITE_460","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","8","No","Fixed"
"SITE_460","Pin Base",NA,"LED",NA,"Reflector / Flood","5","6","No","Fixed"
"SITE_462","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","5","9","No","Fixed"
"SITE_463","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","150","No","Fixed"
"SITE_463","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","8","No","Fixed"
"SITE_463","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Other","1","60","No","Fixed"
"SITE_463","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Globe","40","25","No","Fixed"
"SITE_463","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","3","60","No","Fixed"
"SITE_463","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9.5","No","Fixed"
"SITE_463","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","14","No","Fixed"
"SITE_463","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","15","4","No","Fixed"
"SITE_463","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","15","No","Fixed"
"SITE_463","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","2","40","No","Fixed"
"SITE_463","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","9","No","Fixed"
"SITE_465","Medium Screw Base (Standard)",NA,"Halogen",NA,"Reflector / Flood","1","65","No","Fixed"
"SITE_465","Medium Screw Base (Standard)",NA,"LED",NA,"Other","1","8.5","No","Fixed"
"SITE_465","Medium Screw Base (Standard)",NA,"Halogen",NA,"Reflector / Flood","1","Unknown","No","Fixed"
"SITE_465","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Bullet","1","15","No","Fixed"
"SITE_465","Medium Screw Base (Standard)",NA,"LED",NA,"Decorative","5","8","No","Fixed"
"SITE_465","Medium Screw Base (Standard)",NA,"Halogen",NA,"Standard A Lamp","2","25","No","Fixed"
"SITE_465","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","300","No","Fixed"
"SITE_465","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","2","15","No","Fixed"
"SITE_465","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","23","No","Fixed"
"SITE_465","Medium Screw Base (Standard)",NA,"LED",NA,"Unknown","1","10.5","No","Fixed"
"SITE_465","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","150","No","Fixed"
"SITE_465","Medium Screw Base (Standard)",NA,"Halogen",NA,"Reflector / Flood","3","130","No","Fixed"
"SITE_465","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","7","No","Fixed"
"SITE_465","Medium Screw Base (Standard)",NA,"Halogen",NA,"Standard A Lamp","2","100","Yes – Single Color","Fixed"
"SITE_465","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","1","0.6","No","Fixed"
"SITE_467","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","8.8","Unknown","Fixed"
"SITE_467","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","14","Unknown","Fixed"
"SITE_467","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9.5","Unknown","Fixed"
"SITE_467","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","2","6","Unknown","Fixed"
"SITE_47","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","1","1.5","No","Fixed"
"SITE_47","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","6","60","No","Fixed"
"SITE_470","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","3","13","No","Fixed"
"SITE_470","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","1","150","No","Fixed"
"SITE_470","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","15","No","Fixed"
"SITE_470","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","11","No","Fixed"
"SITE_470","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","2","7","No","Fixed"
"SITE_470","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","11","6","No","Fixed"
"SITE_470","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","2","2.5","No","Fixed"
"SITE_470","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9","No","Fixed"
"SITE_470","Medium Screw Base (Standard)",NA,"LED",NA,"Globe","4","3.5","No","Fixed"
"SITE_470","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Decorative","1","40","No","Fixed"
"SITE_470","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","25","No","Fixed"
"SITE_473","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","1","Unknown","No","Fixed"
"SITE_473","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","4","60","No","Fixed"
"SITE_473","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","9","No","Fixed"
"SITE_480","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","11","No","Fixed"
"SITE_480","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","1","9","No","Fixed"
"SITE_480","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","8.8","No","Fixed"
"SITE_483","Medium Screw Base (Standard)",NA,"CFL",NA,"Twist","2","23","No","Fixed"
"SITE_483","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Globe","1","60","No","Fixed"
"SITE_483","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Decorative","2","60","No","Fixed"
"SITE_483","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","11","No","Fixed"
"SITE_483","Small Screw Base (Candelabra)",NA,"LED",NA,"Decorative","1","2.5","No","Fixed"
"SITE_483","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","1","3","No","Fixed"
"SITE_483","Medium Screw Base (Standard)",NA,"LED",NA,"Other","3","1","No","Fixed"
"SITE_483","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","2","25","No","Fixed"
"SITE_483","Medium Screw Base (Standard)",NA,"Halogen",NA,"Reflector / Flood","1","75","No","Fixed"
"SITE_483","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","29","No","Fixed"
"SITE_483","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","12","No","Fixed"
"SITE_483","Medium Screw Base (Standard)",NA,"Incandescent",NA,"Standard A Lamp","2","90","Yes – Single Color","Fixed"
"SITE_483","Medium Screw Base (Standard)",NA,"LED",NA,"Reflector / Flood","2","10","No","Fixed"
"SITE_49","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","9.5","No","Fixed"
"SITE_49","Medium Screw Base (Standard)",NA,"LED",NA,"Decorative","2","4.5","No","Fixed"
"SITE_493","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","10.5","No","Fixed"
"SITE_493","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","3","9","No","Fixed"
"SITE_496","Medium Screw Base (Standard)",NA,"LED",NA,"Standard A Lamp","2","5","Unknown","Fixed"
"SITE_499","Small Screw Base (Candelabra)",NA,"Incandescent",NA,"Decorative","1","25","No","Fixed"
