"SiteID","Outbuilding_Description","Outbuilding_Type","Is_Outbuilding_Occupied","Outbuilding_Occupants","Outbuilding_Sq_Ft","Outbuilding_Sq_Ft_is_Estimated","Outbuilding_Heating_Fuel_Type","Outbuilding_Heating_Fuel_Type_-_Other","Is_Outbuilding_Attached","Outbuilding_Meter_Shared_with_Home","Outbuilding_Meter_Shared_Type","Outbuilding_Meter_Shared_Type_-_Other"
"SITE_186","Garage","Garage","No",NA,"300","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1861","Outhouse","Other","No",NA,"48","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1861","Barn","Barn","No",NA,"200","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1861","Cabin","Cabin","Yes","1","225","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_1863","Garage","Garage","No",NA,"Unknown",NA,"Natural Gas",NA,"No","Own meter",NA,NA
"SITE_1864","Shed","Shed","No",NA,"120","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1865","Garage","Garage","No",NA,"488.22",NA,"Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1866","Shed","Shed","No",NA,"12","Estimated","Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1868","Shem","Shed","No",NA,"200","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_187","Garage","Garage","No",NA,"Unknown",NA,"Unknown",NA,"No","Unknown",NA,NA
"SITE_1874","Chicken house","Coop","No",NA,"220","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1874","Barn","Barn","No",NA,"308","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1876","Shop","Shop","No",NA,"1200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1877","Garage","Garage","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1879","Greenhouse","Greenhouse","No",NA,"2300","Measured or Known","Propane",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1879","Processing shed","Shed","No",NA,"1900","Estimated","Propane",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1880","Shed","Shed","No",NA,"Unknown","Measured or Known","Wood",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_1882","Shed","Shed","No",NA,"100","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_1885","Shed","Shed","No",NA,"100","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1887","Garage","Garage","No",NA,"326","Estimated","Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_189","Garage","Garage","No",NA,"806","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1891","Barn","Barn","Yes","1","Unknown",NA,"Unknown",NA,"No","Own meter",NA,NA
"SITE_1893","Shed","Shed","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_1895","Shop/garage","Mixed Use","No",NA,"1000","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1895","Shed","Shed","No",NA,"1000","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1897","Shed","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_190","Shed","Shed","No",NA,"Unknown",NA,"None",NA,"No","No meter/No power",NA,NA
"SITE_1901","Storage","Other","No",NA,"40","Measured or Known","Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1902","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1903","Workshop","Shop","No",NA,"1056","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1905","Shop","Shop","No",NA,"640","Measured or Known","Other","Hot water floor heating","No","Meter shared with main residence","Electric",NA
"SITE_1908","Detached garage","Garage","No",NA,"200","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1909","Shed","Shed","No",NA,"40","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1912","Shop","Shop","No",NA,"2400","Measured or Known","Natural Gas",NA,"No","Meter shared with main residence","Electric, Gas",NA
"SITE_1915","Shop","Shop","No",NA,"1680","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1918","Garage","Garage","No",NA,"384","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_1920","Tiny house","Other House","No",NA,"Unknown","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1920","Greenhouse","Greenhouse","No",NA,"Unknown","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1920","Shed","Shed","No",NA,"Unknown","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1920","Chicken coop","Coop","No",NA,"Unknown","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1926","Shed","Shed","No",NA,"80","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1931","Garage","Garage","No",NA,"646","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1932","Garage","Garage","No",NA,"Unknown",NA,"Propane",NA,"No","Meter shared with main residence","Electric, Propane",NA
"SITE_1936","Shop","Shop","No",NA,"2000","Measured or Known","Natural Gas",NA,"No","Meter shared with main residence","Electric, Gas",NA
"SITE_1937","Garage","Garage","No",NA,"816","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1938","Shop","Shop","No",NA,"Unknown",NA,"Unknown",NA,"No","Unknown",NA,NA
"SITE_1939","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1939","Shed","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1940","Shed","Shed","No",NA,"140","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1942","Shed","Shed","No",NA,"80","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_1943","Shed","Shed","No",NA,"220","Estimated","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1946","Shed","Shed","Unknown","Unknown","Unknown",NA,"Electric",NA,"No","Unknown",NA,NA
"SITE_1946","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Own meter",NA,NA
"SITE_1949","Garage","Garage","No",NA,"900","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_195","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1950","Shed","Shed","No",NA,"73","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1951","Garage","Garage","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1952","Garage","Garage","No",NA,"1200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1955","Shop","Shop","No",NA,"225","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1955","Shed","Shed","No",NA,"63","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1958","Barn","Barn","No",NA,"200","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_196","Garage","Garage","No",NA,"483","Measured or Known","Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1969","Shed","Shed","No",NA,"30","Estimated","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_1973","Toolsshed","Shed","No",NA,"100","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1975","Shed","Shed","No",NA,"100","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1978","Pump house","Pump Room","No",NA,"50","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1978","Shop","Shop","No",NA,"1200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1979","Garage","Garage","No",NA,"236.4","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_198","Shed (lawn)","Shed","No",NA,"20","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1980","Shop","Shop","No",NA,"1130","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1981","Barn","Barn","No",NA,"980","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1982","Garage","Garage","No",NA,"700","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1984","Shop","Shop","No",NA,"1000","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1986","Garage","Garage","No",NA,"600","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1987","Barn","Barn","No",NA,"400","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1988","Shed","Shed","No",NA,"80","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1990","Shed","Shed","No",NA,"15","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1991","Boathouse","Boat house","No",NA,"400","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1992","Shed","Shed","No",NA,"25","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_1992","Shed 2","Shed","No",NA,"175","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1996","Barns","Barn","No",NA,"4000","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_1996","Barn","Barn","No",NA,"851","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_1996","Barn","Barn","No",NA,"1700","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_1996","Check in","Other","No",NA,"425","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_1996","Guest shop","Shop","No",NA,"250","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_1997","Barn","Barn","No",NA,"Unknown",NA,"Electric",NA,"No","Own meter",NA,NA
"SITE_20","Garage","Garage","No",NA,"120","Estimated","Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_200","Shed","Shed","No",NA,"20","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_2002","Shed","Shed","No",NA,"40","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_2010","Shop","Shop","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_2013","Garage","Garage","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_2015","Garage apartment","Apartment","Yes","2","500","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_2019","Garage","Garage","No",NA,"Unknown","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_202","Pump house and chicken coop","Mixed Use","No",NA,"200","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_2022","Unknown","Other","No",NA,"100","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_2025","Shop","Shop","No",NA,"974","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_203","Shed","Shed","No",NA,"120","Estimated","None",NA,"No","Own meter",NA,NA
"SITE_2030","Shed","Shed","No",NA,"100","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_2032","Shed","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_2033","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_2035","Shop","Shop","No",NA,"629","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_2036","Shop, storage","Mixed Use","No",NA,"1440","Measured or Known","Natural Gas",NA,"No","Meter shared with main residence","Electric, Gas",NA
"SITE_2039","Pump house","Pump Room","No",NA,"60","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_204","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"Unknown","No meter/No power",NA,NA
"SITE_2040","Unknown","Other","No",NA,"100",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_2044","Shed","Shed","Unknown","Unknown","Unknown",NA,"Electric",NA,"Unknown","Meter shared with main residence","Electric",NA
"SITE_2044","Shop","Shop","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_208","Shed","Shed","No",NA,"80","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_209","Garage","Garage","No",NA,"400","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_212","Shed","Shed","No",NA,"64","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_212","Shed #2","Shed","No",NA,"49","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_213","Shed","Shed","No",NA,"100","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_219","Garage - single car","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence",NA,NA
"SITE_220","Shed","Shed","No",NA,"96","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_224","Garage","Garage","No",NA,"600","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_229","Shed","Shed","No",NA,"120","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_24","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","No meter/No power",NA,NA
"SITE_240","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_240","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_244","Shed","Shed","No",NA,"96","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_245","Shed","Shed","No",NA,"64","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_248","Garage","Garage","No",NA,"250","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_251","Shed","Shed","No",NA,"168","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_254","Shed","Shed","No",NA,"140","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_256","Pool shed","Shed","No",NA,"35","Measured or Known","Unknown",NA,"Yes","No meter/No power",NA,NA
"SITE_256","Garden shed","Shed","No",NA,"64","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_259","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_26","Shed","Shed","No",NA,"78.1","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_260","Garage","Garage","No",NA,"198","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_262","Horse barn","Barn","No",NA,"1000","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_268","Garage","Garage","No",NA,"204","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_269","Garage","Garage","No",NA,"350","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_27","Shed","Shed","No",NA,"100","Estimated","Wood",NA,"Yes","No meter/No power",NA,NA
"SITE_270","Finished garage","Garage","No",NA,"294","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_272","Cabin","Cabin","No",NA,"200","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_279","Garage","Garage","No",NA,"500","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_279","Garden shed","Shed","No",NA,"60","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_28","Shop","Shop","No",NA,"240","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_282","The shack","Other","No",NA,"500","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_284","Garage","Garage","No",NA,"350","Estimated","Electric",NA,"No","Meter shared with main residence","Electric, Gas",NA
"SITE_285","Shed","Shed","No",NA,"80","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_286","Shed","Shed","No",NA,"100","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_288","Greenhouse/shed","Mixed Use","No",NA,"60","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_288","Garage","Garage","No",NA,"200","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_29","Garage","Garage","No",NA,"900","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_290","Gardening","Other","No",NA,"24","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_291","Shed","Shed","No",NA,"80","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_293","Storage shed","Shed","No",NA,"60","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_295","Shed","Shed","No",NA,"180","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_296","Shed","Shed","No",NA,"50","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_298","Shed","Shed","No",NA,"100","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_30","Shed","Shed","No",NA,"80","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_301","Barn","Barn","No",NA,"2400","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_301","Garage","Garage","No",NA,"600","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_301","Shop","Shop","No",NA,"1300","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_303","Shed","Shed","No",NA,"140","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_303","Shed #2","Shed","No",NA,"120","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_304","Cottage","Other House","No",NA,"300","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_304","Garage 2 car in back","Garage","No",NA,"300","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_304","Garage in front","Garage","No",NA,"150","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_306","Shed","Shed","No",NA,"100","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_308","Shed","Shed","No",NA,"120","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_309","Shed under deck","Shed","No",NA,"56","Measured or Known","Electric",NA,"Unknown","Meter shared with main residence","Electric",NA
"SITE_309","Outdoor kitchen and metal shop","Mixed Use","No",NA,"344",NA,"Other","Rocket oven,  plus biogas digester","No","Own meter",NA,NA
"SITE_310","Small shed","Shed","No",NA,"96","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_312","Shop","Shop","No",NA,"1200",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_312","Pump house","Pump Room","No",NA,"200","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_315","Garage","Garage","No",NA,"Unknown","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_316","Sheds","Shed","No",NA,"240","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_317","Two sheds,  garage","Mixed Use","No",NA,"784","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_32","Shed","Shed","No",NA,"120","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_322","Garden shed","Shed","No",NA,"100","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_322","Shop","Shop","No",NA,"750","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_323","Shed","Shed","No",NA,"300","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_326","Playhouse","Other","No",NA,"180","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_326","Shed","Shed","No",NA,"100","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_338","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_338","Unknown","Other","Unknown","Unknown","Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_339","Unknown","Other","No",NA,"Unknown",NA,"Unknown",NA,"Unknown","No meter/No power",NA,NA
"SITE_34","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_344","Shed","Shed","No",NA,"96","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_348","Garage","Garage","No",NA,"800","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_348","Project car garage","Garage","No",NA,"970","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_349","Shed","Shed","No",NA,"120","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_35","Shed","Shed","No",NA,"960","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_350","Garage","Garage","No",NA,"720","Measured or Known","Propane",NA,"No","Meter shared with main residence","Electric",NA
"SITE_36","Shop","Shop","No",NA,"600","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_360","Shop","Shop","No",NA,"200","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_365","Garage studio","Garage","No",NA,"3200",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_369","Shed","Shed","No",NA,"96","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_37","Barn","Barn","No",NA,"6000","Estimated","Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_37","2nd barn and guest house","Mixed Use","Yes","2","4000","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_370","Garage","Garage","No",NA,"3800","Estimated","Propane",NA,"No","Meter shared with main residence","Electric",NA
"SITE_372","Barn","Barn","No",NA,"1600","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_373","Studio","Other","No",NA,"200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_376","Shop","Shop","No",NA,"2000","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_376","Adu","ADU","Yes","1","900","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_378","Shed","Shed","No",NA,"125","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_379","Shed","Shed","No",NA,"200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_380","Shed","Shed","No",NA,"200","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_381","Shed","Shed","No",NA,"400","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_382","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_389","Shed","Shed","No",NA,"400","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_39","Unknown","Other","No",NA,"128","Estimated","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_391","Shed","Shed","No",NA,"120","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_392","Shed","Shed","No",NA,"100","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_393","Shed","Shed","No",NA,"32","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_394","Shed","Shed","No",NA,"49","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_4","Detached garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_40","Detached garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_400","Shed","Shed","No",NA,"187","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_401","Pool pump room","Pump Room","No",NA,"10","Estimated","Unknown",NA,"Yes","No meter/No power",NA,NA
"SITE_402","Shed","Shed","No",NA,"100","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_402","Greenhouse/bomb shelter","Mixed Use","No",NA,"110",NA,"None",NA,"No","No meter/No power",NA,NA
"SITE_402","Conservatory","Other","No",NA,"80",NA,"Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_403","Shed","Shed","No",NA,"256","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_404","Storage","Other","No",NA,"80","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_411","Garage","Garage","No",NA,"540","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_413","Shed","Shed","No",NA,"200","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_414","Shed 1","Shed","No",NA,"120","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_414","Chicken coop","Coop","No",NA,"100","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_414","Barn","Barn","No",NA,"2500","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_417","Shed","Shed","No",NA,"102","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_418","Garage","Garage","No",NA,"780","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_421","Shed","Shed","No",NA,"70","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_421","Garage","Garage","No",NA,"1600","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_422","Shed","Shed","No",NA,"40","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_423","Garage","Garage","No",NA,"Unknown","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric, Water",NA
"SITE_423","Hanger","Other","No",NA,"1720","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_423","Shed","Shed","No",NA,"350","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_423","Barn","Barn","No",NA,"300","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_424","Chicken coop","Coop","No",NA,"100","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_424","Greenhouse","Greenhouse","No",NA,"80","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_424","Container","Other","No",NA,"120","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_425","Wood shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","Unknown",NA,NA
"SITE_425","Garage","Garage","No",NA,"Unknown",NA,"Unknown",NA,"No","Unknown",NA,NA
"SITE_425","Tractor shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","Unknown",NA,NA
"SITE_429","Gazebo","Other","No",NA,"125","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_432","Shed/garage","Mixed Use","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_433","Workshop","Shop","No",NA,"768","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_435","Shed","Shed","No",NA,"32","Measured or Known","Unknown",NA,"Yes","No meter/No power",NA,NA
"SITE_435","Storage","Other","No",NA,"68","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_437","Shed","Shed","No",NA,"180","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_438","Shed","Shed","No",NA,"100","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
