"SiteID","Outbuilding_Description","Outbuilding_Type","Is_Outbuilding_Occupied","Outbuilding_Occupants","Outbuilding_Sq_Ft","Outbuilding_Sq_Ft_is_Estimated","Outbuilding_Heating_Fuel_Type","Outbuilding_Heating_Fuel_Type_-_Other","Is_Outbuilding_Attached","Outbuilding_Meter_Shared_with_Home","Outbuilding_Meter_Shared_Type","Outbuilding_Meter_Shared_Type_-_Other"
"SITE_1168","Mother in law","Other House","No",NA,"400","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1171","Shed","Shed","No",NA,"80","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1172","Shed","Shed","No",NA,"160","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1174","Back garage","Garage","No",NA,"450","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1176","Garage","Garage","No",NA,"600","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1179","Garage","Garage","No",NA,"736","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_118","Shed","Shed","No",NA,"16","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1180","Shed","Shed","No",NA,"660","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1180","Barn","Barn","No",NA,"120","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1184","Shed","Shed","No",NA,"100","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1185","Shop","Shop","No",NA,"1200","Estimated","Wood",NA,"No","Meter shared with main residence","Electric, Gas",NA
"SITE_1185","Shed","Shed","No",NA,"480","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1187","Pottery shop","Shop","No",NA,"240","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1187","Garage","Garage","No",NA,"720","Estimated","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1188","Pump house","Pump Room","No",NA,"96","Estimated","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1189","Garage","Garage","No",NA,"400","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1190","Shed","Shed","No",NA,"80","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1190","Shop","Shop","No",NA,"200","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1193","Wood","Other","No",NA,"145","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1193","Metal","Other","No",NA,"110","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1194","Garage","Garage","No",NA,"350","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1199","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1200","Storage","Other","No",NA,"110","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1201","Shed","Shed","No",NA,"72","Estimated","Electric",NA,"No","No meter/No power",NA,NA
"SITE_1202","Shop","Shop","No",NA,"1200","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1203","Shed","Shed","No",NA,"120","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1205","Garage","Garage","No",NA,"1600","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1205","Barn","Barn","No",NA,"1800","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1208","Shop","Shop","No",NA,"1200","Estimated","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_121","Garden shed / chicken coop","Mixed Use","No",NA,"64","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_1210","Garage","Garage","Yes","1","760","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric, Propane",NA
"SITE_1210","Storage","Other","No",NA,"112","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1212","Shed","Shed","No",NA,"30","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1213","Shop","Shop","No",NA,"138","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1214","Garage","Garage","No",NA,"400","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1215","Shed","Shed","No",NA,"160","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1217","Detached","Other","No",NA,"400","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1218","Garage","Garage","No",NA,"773","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1220","Unknown","Other","No",NA,"Unknown","Estimated","Unknown",NA,"Unknown","Unknown",NA,NA
"SITE_1221","Garage","Garage","No",NA,"1248","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1227","Garage","Garage","No",NA,"800","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1227","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1227","Tin shed","Shed","No",NA,"600","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1230","Garage","Garage","No",NA,"Unknown","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1233","Shed","Shed","No",NA,"80","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1235","Storage shed","Shed","No",NA,"80","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_1235","Workshop","Shop","No",NA,"200","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1238","Shed 1","Shed","No",NA,"80","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1238","Shed 2","Shed","No",NA,"Unknown",NA,"None",NA,"No","No meter/No power",NA,NA
"SITE_124","Barn","Barn","No",NA,"2500","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_124","Tool shed","Shed","No",NA,"150","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_124","Block house","Other","No",NA,"120","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1241","Cabin","Cabin","No",NA,"300","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1242","Storage","Other","No",NA,"13","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_1246","Shed/green house","Mixed Use","No",NA,"231","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1248","Shop","Shop","No",NA,"875","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1249","Garage","Garage","No",NA,"500","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_125","Garage","Garage","No",NA,"300","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1250","Detached","Other","No",NA,"750","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1251","Shop","Shop","No",NA,"2460","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1251","Chicken 1","Coop","No",NA,"48","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1251","Chicken 2","Coop","No",NA,"64","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1251","Shed 1","Shed","No",NA,"200","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1251","Shed 2","Shed","No",NA,"100","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1253","Shed","Shed","No",NA,"48","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1256","Double garage","Garage","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1256","Double garage that’s a workshop","Shop","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1256","Pump house","Pump Room","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1256","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1256","Cottage","Other House","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1256","Bunk","Other House","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1258","Garage","Garage","No",NA,"200","Estimated","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1259","Green house","Greenhouse","No",NA,"112","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1261","Pole barn","Barn","No",NA,"1431","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1262","Shed","Shed","No",NA,"80","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1263","Shop","Shop","No",NA,"1600","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1264","Garage","Garage","No",NA,"1000","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1266","Barn","Barn","No",NA,"480","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1267","Shed","Shed","No",NA,"112","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1268","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1269","Fruitroom/wood storage","Mixed Use","No",NA,"338","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1269","Outhouse","Other","No",NA,"36","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric, Water",NA
"SITE_1269","Tool shed","Shed","No",NA,"46","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1269","Garage","Garage","No",NA,"700","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1269","Sauna house","Other","No",NA,"54","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1269","Guest cabin","Cabin","No",NA,"120","Measured or Known","Unknown",NA,"No","No meter/No power","Electric",NA
"SITE_127","Pump house","Pump Room","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_127","Barn","Barn","No",NA,"900","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1274","Shed","Shed","No",NA,"48","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1274","Garage","Garage","No",NA,"750","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1275","Barn","Barn","No",NA,"Unknown",NA,"Unknown",NA,"Unknown","Unknown",NA,NA
"SITE_1276","Barn","Barn","No",NA,"2600","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_1277","Shop","Shop","No",NA,"1067","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1278","Detached","Other","No",NA,"400","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1278","Shed","Shed","No",NA,"100","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1279","Shed","Shed","No",NA,"40","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1279","Garage","Garage","No",NA,"360","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1280","Shop","Shop","No",NA,"1728","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1281","Detached garage","Garage","No",NA,"1500","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1282","Barn","Barn","No",NA,"1800","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1283","Shop","Shop","No",NA,"512","Measured or Known","Fuel oil/kerosene",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1284","Shed","Shed","No",NA,"600","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1286","Shed","Shed","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_1288","Shed","Shed","No",NA,"80","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1288","Green shed","Shed","No",NA,"160","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1289","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1290","Green house","Greenhouse","No",NA,"112","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1292","Shed","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1293","Pump","Pump Room","No",NA,"35","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1293","Shop","Shop","No",NA,"800","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1293","Barn","Barn","No",NA,"1842","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1294","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1294","Hay shed","Shed","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_1295","Garage","Garage","No",NA,"450","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1295","Shop","Shop","No",NA,"700",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1295","Barn","Barn","No",NA,"780","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1296","Shop","Shop","No",NA,"1109","Measured or Known","Wood",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_1296","Horse barn","Barn","No",NA,"933.14","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1297","Shop","Shop","No",NA,"156","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1297","Well house","Other","No",NA,"16","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1297","Well house","Other","No",NA,"20","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1299","Garage","Garage","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_130","Barn","Barn","No",NA,"2200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1302","Studio","Other","No",NA,"400","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_1303","Garage","Garage","No",NA,"2500","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1305","Garden shed","Shed","No",NA,"120","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1306","Shop","Shop","No",NA,"600","Estimated","Natural Gas",NA,"No","Meter shared with main residence","Electric, Gas",NA
"SITE_1309","Shed","Shed","No",NA,"95.1","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_131","Shed","Shed","No",NA,"31","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1310","Shop","Shop","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1316","Garage and studio above","Mixed Use","Yes","1","1200","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1318","Shed 1","Shed","No",NA,"80","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_1318","Shed 2","Shed","No",NA,"480","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1319","Pump house","Pump Room","No",NA,"80","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1319","Tool shed","Shed","No",NA,"48","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1321","Garage","Garage","No",NA,"200","Measured or Known","Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1323","Shed","Shed","No",NA,"288","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1325","Shop","Shop","No",NA,"2000","Estimated","Natural Gas",NA,"No","Own meter",NA,NA
"SITE_1326","Detached garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1326","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1327","Detached garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1328","Detached garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1329","Barn","Barn","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1330","Shed","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1332","Shop","Shop","No",NA,"864","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1333","Shed","Shed","No",NA,"120","Estimated","Electric",NA,"No","No meter/No power",NA,NA
"SITE_1334","Unknown","Other","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_134","Shed","Shed","No",NA,"48","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_1341","Shed 1","Shed","No",NA,"40","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1341","Shed 2","Shed","No",NA,"50","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1342","Garden shed","Shed","No",NA,"170","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1343","Greenhouse","Greenhouse","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1343","Pum house 1","Pump Room","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1343","Pump house 2","Pump Room","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1346","Shed","Shed","No",NA,"15","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1347","Detached garage","Garage","No",NA,"480","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1349","Pump house","Pump Room","No",NA,"Unknown",NA,"Unknown",NA,"No","Own meter",NA,NA
"SITE_1349","Shed","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1349","Greenhouse","Greenhouse","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1350","Garage","Garage","No",NA,"210","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1354","Shed","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1357","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_136","Detached garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1361","Guest house","Other House","No",NA,"1000","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1361","Observatory","Other","No",NA,"150","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1365","Shop","Shop","No",NA,"576","Measured or Known","Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1365","Garden shed","Shed","No",NA,"160","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1365","Shed","Shed","No",NA,"180","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_137","Barn","Barn","No",NA,"360","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_1370","Chicken coop","Coop","No",NA,"100","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1370","Shed","Shed","No",NA,"800","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1371","Shed","Shed","No",NA,"80","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1376","Shop","Shop","No",NA,"750","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1379","Garage","Garage","No",NA,"840","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1380","Barn","Barn","No",NA,"400","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1382","Garage","Garage","No",NA,"900","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1383","Rental unit","Other","Yes","1","600","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_1384","Pump house","Pump Room","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1385","Garage","Garage","No",NA,"200","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1391","Shed","Shed","No",NA,"80","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_1392","Garage","Garage","No",NA,"300","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1393","Garage","Garage","No",NA,"600","Estimated","None",NA,"No","Own meter",NA,NA
"SITE_1395","Shop","Shop","No",NA,"2000","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1395","Garage upper guest house","Other","No",NA,"865","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1396","Garage","Garage","No",NA,"960","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1396","Shop","Shop","No",NA,"1296","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1396","Barn","Barn","No",NA,"2304","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1396","Guest hut","Other","Yes","1","48","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1399","Barn","Barn","No",NA,"1500","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_140","Shed","Shed","No",NA,"50","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1400","Shed","Shed","No",NA,"60","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_1401","Garage","Garage","No",NA,"80","Estimated","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1402","Detached garage","Garage","No",NA,"1000","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1402","Garden shed","Shed","No",NA,"400","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1403","Shop","Shop","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1404","Shed","Shed","No",NA,"48","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_1404","Shed 2","Shed","No",NA,"24","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_1406","Shed","Shed","No",NA,"96","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_141","Greenhouse","Greenhouse","No",NA,"64","Measured or Known","Unknown",NA,"Unknown","Meter shared with main residence","Electric",NA
"SITE_1410","Barn","Barn","No",NA,"1500","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1411","Shop","Shop","No",NA,"1200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1412","Garage","Garage","No",NA,"600","Measured or Known","Electric",NA,"No","Meter shared with main residence",NA,NA
"SITE_1413","Barn","Barn","No",NA,"800","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1413","Chicken house","Coop","No",NA,"240","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1413","Woodshed","Shed","No",NA,"450","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1413","Quonset","Other","No",NA,"2400","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1413","Shop","Shop","No",NA,"3500","Estimated","Electric",NA,"No","Meter shared with main residence","Electric, Water",NA
"SITE_1414","Shed 1","Shed","No",NA,"80","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1414","Shed 2","Shed","No",NA,"200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1415","Garage","Garage","No",NA,"370","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1416","Shed","Shed","No",NA,"364","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1416","Horse stable","Barn","No",NA,"616","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1418","Garage","Garage","No",NA,"527","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1418","Cabin","Cabin","No",NA,"400","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1418","Shed","Shed","No",NA,"208","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1418","Barn","Barn","No",NA,"500","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_1418","Shop","Shop","No",NA,"2400","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_1418","Pump house","Pump Room","No",NA,"36","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_1418","Garden shed","Shed","No",NA,"48","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1419","Shop","Shop","No",NA,"1638","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1421","Gymnasium","Other","No",NA,"6000","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_1421","Cottage","Other House","Yes","2","1200","Estimated","Propane",NA,"No","Unknown",NA,NA
"SITE_1421","Garden shed","Shed","No",NA,"1800","Estimated","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1421","Diesel generator shed","Shed","No",NA,"64","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1424","Electronics shop","Shop","No",NA,"240","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1424","Shop","Shop","No",NA,"960","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1424","Pump house","Pump Room","No",NA,"64","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1427","Garage","Garage","No",NA,"400","Estimated","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1428","Shed 1","Shed","No",NA,"80","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1428","Shed 2","Shed","No",NA,"100","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_143","Garage","Garage","No",NA,"250","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1431","Garage","Garage","No",NA,"300","Estimated","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1432","Cabin","Cabin","No",NA,"1000","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_1432","Shop","Shop","No",NA,"Unknown","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1432","Pump house","Pump Room","No",NA,"100","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1433","Shop","Shop","No",NA,"1200","Estimated","Electric",NA,"No","Own meter","Electric",NA
"SITE_1433","Shed","Shed","No",NA,"130","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1434","Garage","Garage","No",NA,"198","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1435","Shed 1","Shed","No",NA,"200","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1435","Shed 2","Shed","No",NA,"320","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1435","Shed","Shed","No",NA,"200","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1435","Shop","Shop","No",NA,"1200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
