"SiteID","Mechanical_ID","Ventilation_Grade","Ventilation_Working","Ventilation_Controls","Ventilation_Use"
"SITE_1161","MECH_126364","Panasonic or equivalent","Yes","On/off","0.17"
"SITE_1161","MECH_60364","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_1161","MECH_137720","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_1163","MECH_35533","Unknown","Yes","On/off","1"
"SITE_1163","MECH_163619","Unknown","Yes","On/off","0.25"
"SITE_1164","MECH_82292","Builder Grade","Yes","On/off","0"
"SITE_1164","MECH_140442","Builder Grade","Yes","On/off","0"
"SITE_1164","MECH_146064","Builder Grade","Yes","On/off","0"
"SITE_1165","MECH_81801","Builder Grade","Yes","Timer","0.2"
"SITE_1165","MECH_81801","Builder Grade","Yes","On/off","0.2"
"SITE_1165","MECH_16940","Builder Grade","Yes","On/off","0.2"
"SITE_1165","MECH_6511","Builder Grade","Yes","Timer","0.5"
"SITE_1166","MECH_65825","Builder Grade","Yes","On/off","0"
"SITE_1167","MECH_82083","Builder Grade","Yes","On/off","0"
"SITE_1169","MECH_7524","Builder Grade","Yes","On/off","0"
"SITE_1169","MECH_95433","Builder Grade","Yes","On/off","0"
"SITE_1169","MECH_65340","Builder Grade","Yes","On/off","0"
"SITE_1169","MECH_27406","Builder Grade","Yes","On/off","0.08"
"SITE_117","MECH_57048","Builder Grade","Yes","On/off","1"
"SITE_1171","MECH_31446","Builder Grade","Yes","On/off","0"
"SITE_1171","MECH_84139","Builder Grade","Yes","On/off","0"
"SITE_1171","MECH_46798","Builder Grade","Yes","On/off","0.08"
"SITE_1171","MECH_110993","Builder Grade","Yes","On/off","0"
"SITE_1172","MECH_99583","Builder Grade","Yes","Timer","1"
"SITE_1172","MECH_111966","Builder Grade","Yes","Timer","1"
"SITE_1174","MECH_41060","Builder Grade","Yes","On/off","0.2"
"SITE_1174","MECH_157715","Builder Grade","Yes","On/off","0.2"
"SITE_1175","MECH_3962","Builder Grade","Yes","On/off","0.5"
"SITE_1175","MECH_143208","Builder Grade","Yes","On/off","0"
"SITE_1175","MECH_29964","Builder Grade","Yes","On/off","0"
"SITE_1175","MECH_71929","Builder Grade","Yes","On/off","0.25"
"SITE_1175","MECH_71929","Builder Grade","Yes","On/off","0.25"
"SITE_1176","MECH_99108","Builder Grade","Yes","On/off","0.5"
"SITE_1176","MECH_11456","Builder Grade","Yes","On/off","0.5"
"SITE_1177","MECH_160040","Builder Grade","Yes","On/off","0.2"
"SITE_1177","MECH_60480","Builder Grade","Yes","On/off","0.5"
"SITE_1177","MECH_62613","Builder Grade","Yes","On/off","1"
"SITE_1178","MECH_57130","Builder Grade","Yes","On/off","0.25"
"SITE_1178","MECH_74101","Builder Grade","Yes","On/off","0.25"
"SITE_1178","MECH_130065","Builder Grade","Yes","On/off","0.5"
"SITE_1179","MECH_87727","Builder Grade","Yes","On/off","1"
"SITE_118","MECH_138454","Panasonic or equivalent","Yes","On/off","Unknown"
"SITE_118","MECH_96505","Panasonic or equivalent","Yes","Timer","Unknown"
"SITE_1180","MECH_103585","Builder Grade","Yes","Timer","0.33"
"SITE_1182","MECH_26401","Builder Grade","Yes","On/off","0"
"SITE_1182","MECH_7590","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_1183","MECH_122689","Builder Grade","Yes","On/off","1"
"SITE_1184","MECH_134105","Builder Grade","Yes","On/off","0"
"SITE_1184","MECH_86053","Builder Grade","Yes","On/off","0.5"
"SITE_1185","MECH_76078","Builder Grade","Yes","On/off","0"
"SITE_1186","MECH_149907","Builder Grade","Yes","On/off","0"
"SITE_1186","MECH_20070","Builder Grade","Yes","On/off","0"
"SITE_1187","MECH_161653","Builder Grade","Yes","On/off","1"
"SITE_1188","MECH_37113","Builder Grade","Yes","On/off","1"
"SITE_1188","MECH_71065","Builder Grade","Yes","On/off","0.75"
"SITE_119","MECH_84156","Builder Grade","Yes","On/off","0.5"
"SITE_119","MECH_119034","Builder Grade","Yes","On/off","0"
"SITE_1190","MECH_138663","Builder Grade","Yes","On/off","0.25"
"SITE_1190","MECH_131825","Builder Grade","Yes","On/off","0.25"
"SITE_1191","MECH_13682","Builder Grade","No","On/off","0"
"SITE_1191","MECH_3919","Builder Grade","Yes","On/off","0"
"SITE_1193","MECH_6411","Panasonic or equivalent","Yes","On/off","0.75"
"SITE_1193","MECH_109891","Builder Grade","Yes","On/off","0.25"
"SITE_1194","MECH_93557","Builder Grade","Yes","On/off","0.16"
"SITE_1194","MECH_67592","Builder Grade","Yes","On/off","0.5"
"SITE_1194","MECH_143483","Builder Grade","Yes","On/off","0"
"SITE_1195","MECH_61741","Builder Grade","Yes","On/off","0"
"SITE_1195","MECH_47510","Builder Grade","Yes","On/off","0"
"SITE_1195","MECH_162860","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_1195","MECH_162860","Builder Grade","Yes","On/off","0.5"
"SITE_1195","MECH_28046","Builder Grade","Yes","On/off","0"
"SITE_1196","MECH_156644","Builder Grade","No","Timer","0"
"SITE_1196","MECH_11658","Builder Grade","Yes","On/off","0"
"SITE_1196","MECH_132278","Builder Grade","Yes","On/off","Unknown"
"SITE_1197","MECH_4452","Builder Grade","No","On/off","0"
"SITE_1197","MECH_44241","Builder Grade","Yes","On/off","0"
"SITE_1198","MECH_57055","Builder Grade","Yes","On/off","0"
"SITE_1198","MECH_85736","Builder Grade","Yes","On/off","0"
"SITE_1199","MECH_104086","Builder Grade","Yes","Timer","0.5"
"SITE_1199","MECH_63125","Builder Grade","Yes","Timer","0.5"
"SITE_1199","MECH_114379","Builder Grade","Yes","Timer","0.5"
"SITE_12","MECH_89130","Builder Grade","Yes","On/off","0"
"SITE_12","MECH_10053","Builder Grade","Yes","On/off","0.5"
"SITE_12","MECH_45497","Builder Grade","Yes","On/off","Unknown"
"SITE_12","MECH_149031","Builder Grade","Yes","On/off","Unknown"
"SITE_120","MECH_47686","Builder Grade","Yes","On/off","0.5"
"SITE_120","MECH_161870","Builder Grade","Yes","Timer","0.5"
"SITE_1200","MECH_34600","Builder Grade","Yes","On/off","0.42"
"SITE_1200","MECH_18963","Builder Grade","Yes","On/off","0.33"
"SITE_1200","MECH_172172","Builder Grade","Yes","On/off","0"
"SITE_1200","MECH_165917","Builder Grade","Yes","On/off","0.5"
"SITE_1201","MECH_2289","Builder Grade","Yes","On/off","0.25"
"SITE_1202","MECH_103366","Builder Grade","Yes","Timer","0.2"
"SITE_1202","MECH_8480","Builder Grade","Yes","Timer","0.2"
"SITE_1202","MECH_77806","Builder Grade","Yes","On/off","0.1"
"SITE_1202","MECH_123536","Builder Grade","Yes","On/off","0.2"
"SITE_1205","MECH_73542","Builder Grade","Yes","On/off","0"
"SITE_1205","MECH_137868","Unknown","No","On/off","0.5"
"SITE_1206","MECH_87314","Builder Grade","Yes","On/off","1"
"SITE_1207","MECH_43527","Panasonic or equivalent","Yes","On/off","3"
"SITE_1207","MECH_90236","Panasonic or equivalent","Yes","On/off","1"
"SITE_1207","MECH_17841","Panasonic or equivalent","Yes","On/off","0"
"SITE_1208","MECH_67758","Builder Grade","Yes","On/off","0.5"
"SITE_1208","MECH_126294","Builder Grade","Yes","On/off","0.5"
"SITE_1209","MECH_16942","Builder Grade","Yes","Timer","0"
"SITE_1209","MECH_101323","Builder Grade","Yes","On/off","0.5"
"SITE_121","MECH_106782","Builder Grade","Yes","On/off","1"
"SITE_1210","MECH_33014","Panasonic or equivalent","Yes","Timer","0"
"SITE_1210","MECH_108412","Panasonic or equivalent","Yes","On/off","2"
"SITE_1210","MECH_77972","Panasonic or equivalent","Yes","On/off","0"
"SITE_1211","MECH_77545","Builder Grade","Yes","On/off","1"
"SITE_1211","MECH_58345","Builder Grade","No","On/off","0"
"SITE_1211","MECH_151977","Builder Grade","Yes","On/off","0"
"SITE_1212","MECH_2362","Builder Grade","Yes","On/off","0"
"SITE_1212","MECH_17512","Builder Grade","Yes","Timer","2"
"SITE_1212","MECH_77219","Builder Grade","Yes","Timer","0.5"
"SITE_1212","MECH_77219","Builder Grade","Yes","On/off","0"
"SITE_1213","MECH_31847","Builder Grade","Yes","On/off","0.5"
"SITE_1213","MECH_8353","Builder Grade","Yes","On/off","0.5"
"SITE_1214","MECH_83","Builder Grade","Yes","On/off","0.17"
"SITE_1214","MECH_110377","Builder Grade","Yes","On/off","0"
"SITE_1215","MECH_87301","Builder Grade","Yes","On/off","0.2"
"SITE_1215","MECH_15043","Builder Grade","Yes","On/off","0.2"
"SITE_1215","MECH_42018","Builder Grade","Yes","On/off","1"
"SITE_1216","MECH_101715","Unknown","Yes","Timer","0.25"
"SITE_1216","MECH_615","Unknown","Yes","Timer","0.5"
"SITE_1216","MECH_615","Unknown","Yes","Timer","0.5"
"SITE_1216","MECH_15826","Unknown","Yes","Timer","1"
"SITE_1216","MECH_104757","Unknown","Yes","Timer","0.05"
"SITE_1217","MECH_141948","Builder Grade","Yes","On/off","0"
"SITE_1219","MECH_113913","Builder Grade","Yes","On/off","0.5"
"SITE_1219","MECH_98284","Builder Grade","Yes","On/off","0.1"
"SITE_1219","MECH_30824","Builder Grade","Yes","On/off","0.5"
"SITE_1219","MECH_154158","Builder Grade","Yes","On/off","0.5"
"SITE_1219","MECH_30824","Builder Grade","Yes","On/off","0"
"SITE_122","MECH_134476","Builder Grade","Yes","On/off","0.2"
"SITE_122","MECH_89682","Builder Grade","Yes","On/off","0.1"
"SITE_1220","MECH_125781","Builder Grade","Yes","On/off","0.25"
"SITE_1221","MECH_22523","Builder Grade","Yes","On/off","0"
"SITE_1222","MECH_28358","Builder Grade","Yes","On/off","0"
"SITE_1222","MECH_110624","Builder Grade","Yes","On/off","0.25"
"SITE_1222","MECH_76659","Builder Grade","Yes","On/off","2"
"SITE_1223","MECH_168801","Builder Grade","Yes","On/off","0.3"
"SITE_1224","MECH_14509","Builder Grade","Yes","On/off","0"
"SITE_1224","MECH_37472","Panasonic or equivalent","Yes","Timer","0"
"SITE_1224","MECH_38852","Builder Grade","Yes","Timer","0.25"
"SITE_1224","MECH_156923","Builder Grade","Yes","Timer","0.25"
"SITE_1226","MECH_5905","Builder Grade","Yes","On/off","0.5"
"SITE_1226","MECH_169818","Builder Grade","Yes","On/off","1"
"SITE_1226","MECH_154271","Builder Grade","Yes","On/off","0.5"
"SITE_1226","MECH_114007","Builder Grade","Yes","On/off","0.1"
"SITE_1227","MECH_81695","Builder Grade","Yes","On/off","0.3"
"SITE_1228","MECH_85778","Builder Grade","Yes","On/off","0.5"
"SITE_1229","MECH_150942","Builder Grade","Yes","On/off","0.3"
"SITE_1229","MECH_11152","Builder Grade","Yes","On/off","0.1"
"SITE_1229","MECH_62168","Builder Grade","Yes","On/off","0.3"
"SITE_1230","MECH_159127","Unknown","Yes","On/off","0"
"SITE_1232","MECH_75180","Builder Grade","Yes","On/off","0.5"
"SITE_1232","MECH_87904","Builder Grade","Yes","On/off","1"
"SITE_1234","MECH_60273","Builder Grade","Yes","On/off","0"
"SITE_1234","MECH_103071","Builder Grade","Yes","On/off","0"
"SITE_1234","MECH_58603","Builder Grade","Yes","On/off","1"
"SITE_1234","MECH_31635","Builder Grade","Yes","On/off","0.08"
"SITE_1235","MECH_142545","Builder Grade","Yes","On/off","0"
"SITE_1235","MECH_48744","Builder Grade","Yes","On/off","0"
"SITE_1236","MECH_16696","Panasonic or equivalent","Yes","On/off","1.5"
"SITE_1237","MECH_78324","Builder Grade","Yes","On/off","1"
"SITE_1237","MECH_14379","Builder Grade","Yes","On/off","0.75"
"SITE_1238","MECH_156415","Builder Grade","Yes","Timer","Unknown"
"SITE_1238","MECH_140443","Builder Grade","Yes","Timer","Unknown"
"SITE_1239","MECH_142822","Builder Grade","Yes","On/off","0.1"
"SITE_1239","MECH_58092","Builder Grade","Yes","On/off","0.01"
"SITE_1239","MECH_86578","Builder Grade","Yes","On/off","0.01"
"SITE_1239","MECH_86578","Builder Grade","Yes","On/off","0.01"
"SITE_124","MECH_57179","Builder Grade","Yes","Timer","1.5"
"SITE_124","MECH_142769","Builder Grade","Yes","On/off","0.5"
"SITE_1240","MECH_155607","Builder Grade","Yes","On/off","0.01"
"SITE_1240","MECH_76144","Builder Grade","Yes","On/off","0.5"
"SITE_1240","MECH_60241","Builder Grade","Yes","On/off","0.5"
"SITE_1240","MECH_133690","Builder Grade","Yes","On/off","0"
"SITE_1241","MECH_128196","Builder Grade","No","On/off","0"
"SITE_1242","MECH_38476","Builder Grade","Yes","On/off","0"
"SITE_1243","MECH_78792","Builder Grade","Yes","On/off","1"
"SITE_1243","MECH_62056","Builder Grade","Yes","On/off","0"
"SITE_1243","MECH_37140","Builder Grade","Yes","On/off","0.25"
"SITE_1244","MECH_1108","Builder Grade","Yes","On/off","0"
"SITE_1244","MECH_1108","Builder Grade","Yes","On/off","0"
"SITE_1244","MECH_83775","Builder Grade","Yes","On/off","0"
"SITE_1244","MECH_66899","Builder Grade","Yes","On/off","0"
"SITE_1244","MECH_57466","Builder Grade","Yes","On/off","0"
"SITE_1244","MECH_152030","Builder Grade","Yes","On/off","0"
"SITE_1245","MECH_30354","Builder Grade","Yes","On/off","0"
"SITE_1246","MECH_75744","Builder Grade","Yes","On/off","0"
"SITE_1246","MECH_74915","Builder Grade","Yes","On/off","0"
"SITE_1247","MECH_112696","Builder Grade","Yes","On/off","1"
"SITE_1247","MECH_29741","Builder Grade","Yes","On/off","1"
"SITE_1248","MECH_66014","Builder Grade","Yes","On/off","4"
"SITE_1248","MECH_38418","Builder Grade","Yes","On/off","0"
"SITE_125","MECH_162339","Builder Grade","Yes","On/off","1"
"SITE_125","MECH_123830","Builder Grade","Yes","Timer","1"
"SITE_1251","MECH_136539","Builder Grade","Yes","On/off","1"
"SITE_1252","MECH_72527","Builder Grade","Yes","On/off","0.2"
"SITE_1252","MECH_156613","Builder Grade","Yes","On/off","0.2"
"SITE_1253","MECH_57094","Builder Grade","Yes","On/off","0"
"SITE_1253","MECH_63654","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_1253","MECH_106017","Builder Grade","Yes","On/off","0.5"
"SITE_1253","MECH_106017","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_1253","MECH_112686","Builder Grade","Yes","On/off","0"
"SITE_1254","MECH_144485","Panasonic or equivalent","Yes","On/off","0.33"
"SITE_1254","MECH_57589","Panasonic or equivalent","Yes","On/off","0.33"
"SITE_1255","MECH_88460","Builder Grade","Yes","On/off","0"
"SITE_1256","MECH_51133","Builder Grade","Yes","On/off","0.1"
"SITE_1256","MECH_52043","Builder Grade","Yes","On/off","0.1"
"SITE_1257","MECH_86107","Builder Grade","Yes","On/off","0"
"SITE_1257","MECH_141286","Builder Grade","Yes","On/off","0.25"
"SITE_1259","MECH_84636","Builder Grade","Yes","On/off","0"
"SITE_1259","MECH_26465","Builder Grade","Yes","On/off","0"
"SITE_1259","MECH_120375","Builder Grade","Yes","On/off","0"
"SITE_126","MECH_160003","Builder Grade","Yes","On/off","1"
"SITE_126","MECH_58621","Builder Grade","Yes","On/off","1"
"SITE_126","MECH_30571","Builder Grade","Yes","On/off","1"
"SITE_126","MECH_84479","Builder Grade","Yes","On/off","0.25"
"SITE_1260","MECH_53056","Builder Grade","Yes","On/off","0.75"
"SITE_1260","MECH_149047","Builder Grade","Yes","On/off","0"
"SITE_1260","MECH_105185","Builder Grade","Yes","On/off","0.5"
"SITE_1261","MECH_22274","Builder Grade","Yes","On/off","0.5"
"SITE_1261","MECH_129176","Builder Grade","Yes","On/off","1"
"SITE_1261","MECH_145726","Builder Grade","Yes","On/off","1"
"SITE_1262","MECH_35755","Builder Grade","Yes","On/off","0"
"SITE_1262","MECH_123350","Builder Grade","Yes","On/off","0.08"
"SITE_1262","MECH_75443","Builder Grade","Yes","On/off","0"
"SITE_1263","MECH_97704","Builder Grade","Yes","On/off","0"
"SITE_1263","MECH_135131","Builder Grade","No","On/off","0"
"SITE_1265","MECH_30837","Builder Grade","Yes","On/off","0.2"
"SITE_1265","MECH_101307","Builder Grade","Yes","On/off","0.01"
"SITE_1265","MECH_27181","Builder Grade","Yes","On/off","0.5"
"SITE_1266","MECH_145238","Builder Grade","Yes","On/off","0"
"SITE_1266","MECH_135588","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_1266","MECH_110697","Builder Grade","Yes","On/off","0"
"SITE_1267","MECH_82588","Panasonic or equivalent","Yes","Timer","2.5"
"SITE_1267","MECH_17446","Builder Grade","Yes","On/off","1"
"SITE_1268","MECH_126822","Builder Grade","Yes","On/off","0.5"
"SITE_127","MECH_116162","Builder Grade","Yes","On/off","0.125"
"SITE_127","MECH_81290","Builder Grade","Yes","On/off","0.75"
"SITE_1270","MECH_113371","Builder Grade","Yes","On/off","0.25"
"SITE_1270","MECH_163176","Builder Grade","Yes","On/off","0.5"
"SITE_1270","MECH_140398","Builder Grade","Yes","On/off","0.5"
"SITE_1271","MECH_161577","Builder Grade","Yes","On/off","0"
"SITE_1272","MECH_46786","Builder Grade","Yes","On/off","0.4"
"SITE_1272","MECH_75033","Builder Grade","Yes","On/off","0.1"
"SITE_1273","MECH_34056","Builder Grade","Yes","On/off","0"
"SITE_1273","MECH_63111","Builder Grade","Yes","On/off","0"
"SITE_1273","MECH_141084","Builder Grade","Yes","On/off","0"
"SITE_1274","MECH_41162","Builder Grade","Yes","On/off","0"
"SITE_1274","MECH_143931","Builder Grade","Yes","On/off","0.5"
"SITE_1275","MECH_118876","Builder Grade","Yes","On/off","0.25"
"SITE_1276","MECH_149359","Builder Grade","Yes","On/off","0.25"
"SITE_1276","MECH_134699","Builder Grade","Yes","On/off","0.5"
"SITE_1277","MECH_24530","Builder Grade","Yes","On/off","0"
"SITE_1277","MECH_40133","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_1279","MECH_65683","Panasonic or equivalent","Yes","On/off","0"
"SITE_1279","MECH_6132","Panasonic or equivalent","Yes","Timer","0.25"
"SITE_128","MECH_6576","Builder Grade","Yes","On/off","1"
"SITE_128","MECH_166383","Builder Grade","Yes","On/off","0.25"
"SITE_1280","MECH_156322","Builder Grade","Yes","On/off","0.5"
"SITE_1280","MECH_139437","Builder Grade","Yes","On/off","0"
"SITE_1281","MECH_38082","Builder Grade","Yes","On/off","0.5"
"SITE_1281","MECH_51046","Builder Grade","Yes","On/off","0.33"
"SITE_1283","MECH_52083","Panasonic or equivalent","Yes","On/off","0.33"
"SITE_1283","MECH_159177","Builder Grade","Yes","On/off","0"
"SITE_1283","MECH_166751","Panasonic or equivalent","Yes","On/off","0.66"
"SITE_1283","MECH_166751","Builder Grade","Yes","On/off","0.33"
"SITE_1283","MECH_112321","Builder Grade","Yes","On/off","0"
"SITE_1284","MECH_17788","Builder Grade","Yes","On/off","0.5"
"SITE_1285","MECH_81680","Builder Grade","Yes","On/off","0"
"SITE_1285","MECH_106112","Builder Grade","Yes","On/off","0"
"SITE_1285","MECH_63317","Builder Grade","Yes","Manual thermostat - Analog","0.17"
"SITE_1285","MECH_63317","Builder Grade","Yes","On/off","0.08"
"SITE_1285","MECH_63317","Builder Grade","Yes","On/off","0"
"SITE_1285","MECH_158610","Builder Grade","Yes","On/off","0"
"SITE_1286","MECH_46920","Builder Grade","No","On/off","0"
"SITE_1286","MECH_83534","Builder Grade","Yes","On/off","0"
"SITE_1287","MECH_3872","Builder Grade","No","On/off","0.2"
"SITE_1287","MECH_68947","Builder Grade","Yes","On/off","0.01"
"SITE_1287","MECH_61607","Builder Grade","Yes","On/off","0.5"
"SITE_1288","MECH_3883","Builder Grade","Yes","Manual thermostat - Analog","1"
"SITE_1288","MECH_57663","Builder Grade","Yes","On/off","0.5"
"SITE_1288","MECH_159691","Builder Grade","Yes","On/off","0.1"
"SITE_1289","MECH_107318","Builder Grade","Yes","On/off","0.5"
"SITE_129","MECH_126875","Builder Grade","Yes","Timer","1"
"SITE_129","MECH_126875","Builder Grade","Yes","On/off","0.5"
"SITE_129","MECH_8044","Builder Grade","Yes","On/off","0"
"SITE_129","MECH_146993","Builder Grade","Yes","Timer","0"
"SITE_1290","MECH_168638","Builder Grade","Yes","On/off","0"
"SITE_1291","MECH_112953","Panasonic or equivalent","Yes","Timer","0"
"SITE_1291","MECH_116046","Panasonic or equivalent","Yes","Timer","0.25"
"SITE_1291","MECH_136789","Panasonic or equivalent","Yes","Timer","0"
"SITE_1292","MECH_72198","Builder Grade","Yes","On/off","0"
"SITE_1292","MECH_48950","Builder Grade","Yes","On/off","0"
"SITE_1294","MECH_120835","Builder Grade","Yes","On/off","Unknown"
"SITE_1294","MECH_77790","Unknown","Unknown","On/off","Unknown"
"SITE_1295","MECH_94563","Builder Grade","Yes","On/off","0.5"
"SITE_1295","MECH_8447","Builder Grade","Yes","On/off","0.5"
"SITE_1295","MECH_52858","Builder Grade","Yes","On/off","0.25"
"SITE_1297","MECH_151675","Builder Grade","Yes","On/off","0.5"
"SITE_1297","MECH_30302","Builder Grade","Yes","On/off","0.5"
"SITE_1297","MECH_30302","Builder Grade","Yes","On/off","0.5"
"SITE_1297","MECH_43797","Builder Grade","Yes","On/off","Unknown"
"SITE_1299","MECH_143954","Builder Grade","Yes","On/off","0.25"
"SITE_13","MECH_62984","Panasonic or equivalent","Yes","Timer","0.3"
"SITE_13","MECH_138784","Panasonic or equivalent","Yes","Timer","2"
"SITE_1300","MECH_80990","Builder Grade","Yes","On/off","1"
"SITE_1300","MECH_155802","Builder Grade","Yes","On/off","1"
"SITE_1302","MECH_61049","Panasonic or equivalent","Yes","On/off","0.25"
"SITE_1304","MECH_47483","Builder Grade","Yes","On/off","0"
"SITE_1304","MECH_173064","Builder Grade","Yes","On/off","0"
"SITE_1304","MECH_165358","Builder Grade","Yes","On/off","0"
"SITE_1304","MECH_166059","Builder Grade","Yes","On/off","0"
"SITE_1305","MECH_41887","Builder Grade","Yes","On/off","0"
