SiteID,RoomID,Mechanical_ID,System_Type,Known_to_be_Variable_Speed,Provides_Heating,Provides_Cooling,Primary_Heating_System_SelfReport,Primary_Heating_System_Prescribed,Primary_Cooling_System_SelfReport,Primary_Cooling_System_Prescribed,Central_System_Number,Mini_Split_System_Number,Fuel,Distribution_Type,Mini_Split_Has_Ducts,Ducted_Mini_Split_Rooms_Served,Mini_Split_is_Multihead,Control_Type,Zones_Served,Zones_Served_Other,Make,Model,Model_Missing,Year_of_Manufacture,Serial_Number,Energy_Star_Label_Present,Cooling_Capacity_BTUh,SEER,SEER_is_Estimated,EER,EER_is_Estimated,Ignition_Type,Fuel_Valve_Type,Venting_Type,Heating_Size_kW,Heating_Size_kW_is_Est,Heating_Size_BTUh,Heating_Size_BTUh_is_Est,Baseboard_Length,Baseboard_Length_is_Est,HSPF,HSPF_is_Est,Single_Stage_Input_Heating_Capacity_BTUh,Single_Stage_Input_Heating_Capacity_BTUh_is_Est,Single_Stage_Output_Heating_Capacity_BTUh,Single_Stage_Output_Heating_Capacity_BTUh_is_Est,COP_or_AFUE,COP_or_AFUE_is_Est,High_Input_Heating_Capacity_BTUh,High_Input_Heating_Capacity_BTUh_is_Est,High_Output_Heating_Capacity_BTUh,High_Output_Heating_Capacity_BTUh_is_Est,High_Heating_Efficiency,High_Heating_Efficiency_is_Est,Low_Input_Heating_Capacity_BTUh,Low_Input_Heating_Capacity_BTUh_is_Est,Low_Output_Heating_Capacity_BTUh,Low_Output_Heating_Capacity_BTUh_is_Est,Low_Heating_Efficiency,Low_Heating_Efficiency_is_Est,Heat_Pump_Compressor_Works_in_Heating_Mode,Lockout_HeatPump_Heating_Temp_Determined,Lockout_HeatPump_Heating_Temp,Desuperheater_Present,System_on_same_Tstat_as_Heat_Pump,System_is_Backup_for_Heatpump,Fan_Type,Filter_Type,Dehumidifer_or_Economizer_Part_of_System,Economizer,Humidifier_Present,Equipment_Use,Equipment_Use_Frequency,Days_of_Use_Per_Year,WiFi_Capable,Fireplace_Type
SITE_1006,ROOM_625,MECH_46927,Furnace,No,Yes,No,Yes,Yes,NA,No,Central System #1,NA,Electric,Ducts / Forced Air,NA,NA,NA,Smart thermostat,Whole Home,NA,Lennox,cx35-30/36B-6f-20,NA,2020,1520K26624,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,Unknown,Unknown,36000,Measured or Known,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,NA,Unknown,NA,NA,NA,Yes,NA
SITE_1007,ROOM_9972,MECH_56533,Baseboard,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Programmable thermostat,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,8,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Seldom (1-2x per month),NA,No,NA
SITE_1007,ROOM_9972,MECH_86392,Baseboard,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Programmable thermostat,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,8,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Seldom (1-2x per month),NA,No,NA
SITE_1007,ROOM_9972,MECH_106478,Baseboard,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Programmable thermostat,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,8,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Seldom (1-2x per month),NA,No,NA
SITE_1007,ROOM_1918,MECH_89483,Baseboard,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,6,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1007,ROOM_38406,MECH_174819,Baseboard,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,6,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Seldom (1-2x per month),NA,No,NA
SITE_1007,ROOM_38154,MECH_119723,Baseboard,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,6,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Seldom (1-2x per month),NA,No,NA
SITE_1007,ROOM_17745,MECH_152496,Baseboard,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,2,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Seldom (1-2x per month),NA,No,NA
SITE_1007,ROOM_6444,MECH_138599,Baseboard,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,8,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Seldom (1-2x per month),NA,No,NA
SITE_1007,ROOM_6444,MECH_17196,Baseboard,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,6,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Seldom (1-2x per month),NA,No,NA
SITE_1007,ROOM_20155,MECH_94467,Baseboard,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,4,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Seldom (1-2x per month),NA,No,NA
SITE_1007,ROOM_6444,MECH_33669,Unit Heater,No,Yes,No,No,No,NA,No,NA,NA,Kerosene,NA,NA,NA,NA,On/off,NA,NA,Toyostove,Laser 73,NA,Unknown,"00959
JO9FF73H",NA,NA,NA,NA,NA,NA,Unknown,Unknown,Draft Assist,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,All the time (daily / almost daily),NA,No,NA
SITE_1007,ROOM_27190,MECH_162083,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Wood (cord),NA,NA,NA,NA,None,NA,NA,The Earth Stove,100 series,NA,Unknown,PAA-1897,NA,NA,NA,NA,NA,NA,"Manual (matches, lighter, etc)",Unknown,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decorative,Seldom (1-2x per month),NA,No,Stove
SITE_1007,ROOM_27190,MECH_140645,Baseboard,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Unknown,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,3,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Seldom (1-2x per month),NA,No,NA
SITE_1007,ROOM_24901,MECH_63255,Unit Heater,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Seldom (1-2x per month),NA,No,NA
SITE_1007,ROOM_16302,MECH_160120,Unit Heater,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Seldom (1-2x per month),NA,No,NA
SITE_1007,ROOM_27389,MECH_166328,Unit Heater,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Seldom (1-2x per month),NA,No,NA
SITE_1007,ROOM_9972,MECH_87645,Ductless Mini-split Heat Pump (indoor),No,Yes,Yes,Yes,Yes,Yes,Yes,NA,Mini-split System #1,Electric,Wall mount,No,NA,NA,Programmable thermostat,NA,NA,Mitsubishi,MSZ-FH18NA2,NA,Unknown,7002322 T,No,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,No,NA
SITE_1007,ROOM_38154,MECH_5253,Ductless Mini-split Heat Pump (indoor),No,Yes,Yes,Yes,Yes,Yes,Yes,NA,Mini-split System #2,Electric,Wall mount,No,NA,NA,Programmable thermostat,NA,NA,Mitsubishi,MSZ-WRO9NA,NA,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,No,NA
SITE_1007,ROOM_26624,MECH_167116,Ductless Mini-split Heat Pump (outdoor),Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Mini-split System #1,Electric,NA,No,NA,No,Programmable thermostat,NA,NA,Mitsubishi,MUZ-FH18NAH2,NA,Unknown,6 002400 T,No,17200,21,Model number lookup,12.5,Model number lookup,NA,NA,NA,NA,NA,20200,Model number lookup,NA,NA,11,Model number lookup,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,No,NA
SITE_1007,ROOM_26624,MECH_137695,Ductless Mini-split Heat Pump (outdoor),Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Mini-split System #2,Electric,NA,No,NA,No,Programmable thermostat,NA,NA,Mitsubishi,MUZ-WRO9NA,NA,Unknown,9ZC03953,No,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,No,NA
SITE_1008,ROOM_17113,MECH_32355,Portable Heater,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,Dreo,DR-HSH004,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,1.5,Measured or Known,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1008,ROOM_16005,MECH_151333,Furnace,No,Yes,No,Yes,Yes,NA,No,Central System #1,NA,Natural gas,Ducts / Forced Air,NA,NA,NA,Manual thermostat - Digital,Whole Home,NA,Rheem,RGPH-05EAUER,NA,2002,FD5D302F370206322,NA,NA,NA,NA,NA,NA,Intermittent ignition,Single Stage,Draft Assist,NA,NA,Unknown,Unknown,NA,NA,NA,NA,50000,Known or from Nameplate,40700,Estimated,0.814,Known or from Nameplate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,PSC,Disposable thin,No,NA,No,NA,NA,NA,No,NA
SITE_1009,ROOM_40471,MECH_88949,Window AC,No,No,Yes,NA,No,Yes,Yes,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Toshiba,RAC-WK0512CMRU,NA,2021,340C1888301141102S0967,No,5000,Unknown,Unknown,11,Known or from Nameplate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,No,NA
SITE_1009,ROOM_32039,MECH_175978,Unknown,No,Yes,No,NA,No,NA,No,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SITE_101,ROOM_44719,MECH_175976,Unknown,No,Yes,No,NA,No,NA,No,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SITE_1010,ROOM_9547,MECH_1431,Central AC,No,No,Yes,NA,No,Yes,Yes,Central System #1,NA,Electric,Ducts / Forced Air,NA,NA,NA,Manual thermostat - Analog,Whole Home,NA,Goodman,Ck30-1t,NA,Unknown,3708103129,NA,30000,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1010,ROOM_38099,MECH_162893,Portable Heater,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Lakewood,Cth-2,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,1.5,Measured or Known,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1010,ROOM_42769,MECH_140673,Furnace,No,Yes,No,Yes,Yes,NA,No,Central System #1,NA,Natural gas,Ducts / Forced Air,NA,NA,NA,Manual thermostat - Digital,Whole Home,NA,Tempstar,GDJ075M12B1,NA,Unknown,L9645 89434,NA,NA,NA,NA,NA,NA,Intermittent ignition,Single Stage,Draft Assist,NA,NA,Unknown,Unknown,NA,NA,NA,NA,75000,Known or from Nameplate,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,PSC,Disposable thin,No,NA,No,NA,NA,NA,No,NA
SITE_1011,ROOM_12879,MECH_53443,Central AC,No,No,Yes,NA,No,Yes,Yes,Central System #1,NA,Electric,Ducts / Forced Air,NA,NA,NA,Smart thermostat,Whole Home,NA,Goodman,CLJ48-1A,NA,Unknown,0402078853,NA,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1011,ROOM_35445,MECH_55393,Furnace,No,Yes,No,Yes,Yes,NA,No,Central System #1,NA,Natural gas,Ducts / Forced Air,NA,NA,NA,Smart thermostat,Whole Home,NA,Unknown,GMNT100-4B,NA,Unknown,0312023808,NA,NA,NA,NA,NA,NA,Standing pilot,Modulating,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1e+05,Known or from Nameplate,92600,Known or from Nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,No,ECM,Disposable thin,No,NA,No,NA,NA,NA,No,NA
SITE_1012,ROOM_36426,MECH_115760,Ductless Mini-split Heat Pump (indoor),No,Yes,Yes,No,Yes,No,Yes,NA,Mini-split System #1,Electric,Wall mount,No,NA,NA,Manual thermostat - Digital,NA,NA,Daikin,Unknown,No nameplate,Unknown,Unknown,No,11000,17,Known or from Nameplate,8.5,Known or from Nameplate,NA,NA,NA,NA,NA,11300,Measured or Known,NA,NA,9,Known or from Nameplate,NA,NA,NA,NA,3.3,Known or from Nameplate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,No,NA
SITE_1012,ROOM_23091,MECH_129158,Ductless Mini-split Heat Pump (outdoor),Yes,Yes,Yes,No,Yes,No,Yes,NA,Mini-split System #1,Electric,NA,No,NA,No,Manual thermostat - Digital,NA,NA,Daikin,RXB12AXVJU,NA,2019,K028926,No,11000,17,Known or from Nameplate,8.5,Known or from Nameplate,NA,NA,NA,NA,NA,11300,Measured or Known,NA,NA,9,Known or from Nameplate,NA,NA,NA,NA,3.3,Known or from Nameplate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,No,NA
SITE_1012,ROOM_23330,MECH_112992,Window AC,No,No,Yes,NA,No,Yes,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,GE,Unknown,No nameplate,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No,NA
SITE_1012,ROOM_41750,MECH_74013,Unit Heater,No,Yes,No,No,No,NA,No,NA,NA,Propane,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,Empire,DV215SGXLP-1,NA,Unknown,1628402466,NA,NA,NA,NA,NA,NA,Standing pilot,Single Stage,Draft Assist,NA,NA,Unknown,Unknown,NA,NA,NA,NA,13500,Known or from Nameplate,9450,Known or from Nameplate,0.7,Known or from Nameplate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,All the time (daily / almost daily),NA,No,NA
SITE_1012,ROOM_28927,MECH_29084,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Wood (cord),NA,NA,NA,NA,None,NA,NA,Vogelzang,TR008,NA,2019,CH8796-36,NA,NA,NA,NA,NA,NA,"Manual (matches, lighter, etc)",Unknown,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For Heat,All the time (daily / almost daily),NA,No,Stove
SITE_1012,ROOM_23330,MECH_94336,Fireplace or Stove,No,Yes,No,Yes,No,NA,No,NA,NA,Propane,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,Enviro,BRK Nova Log Burner,NA,2016,313314DV,NA,NA,NA,NA,NA,NA,Standing pilot,Dual Stage,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,39000,Known or from Nameplate,Unknown,Unknown,Unknown,Unknown,30000,Known or from Nameplate,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,All the time (daily / almost daily),NA,No,Stove
SITE_1013,ROOM_27272,MECH_122610,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Wood (cord),NA,NA,NA,NA,None,NA,NA,Regency,F2400M,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,"Manual (matches, lighter, etc)",Unknown,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For Heat,A little (1-2x per week),NA,No,Stove
SITE_1013,ROOM_5777,MECH_112241,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Wood (cord),NA,NA,NA,NA,None,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,"Manual (matches, lighter, etc)",Unknown,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decorative,Seldom (1-2x per month),NA,No,Unknown
SITE_1013,ROOM_41816,MECH_160073,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Wood (cord),NA,NA,NA,NA,None,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,"Manual (matches, lighter, etc)",Unknown,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,A little (1-2x per week),NA,No,Unknown
SITE_1013,ROOM_44218,MECH_86876,Ductless Mini-split Heat Pump (indoor),No,Yes,Yes,Yes,No,Yes,Yes,NA,Mini-split System #1,Electric,Wall mount,No,NA,NA,Programmable thermostat,NA,NA,Bryant,619PB,NA,Unknown,3719V10391,No,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,No,NA
SITE_1013,ROOM_11621,MECH_10932,Ductless Mini-split Heat Pump (outdoor),Yes,Yes,Yes,Yes,No,Yes,Yes,NA,Mini-split System #1,Electric,NA,No,NA,No,Programmable thermostat,NA,NA,Bryant,38MARBQ24AA3,NA,Unknown,4820V31626,No,9000,24.65,Model number lookup,14.8,Model number lookup,NA,NA,NA,NA,NA,10750,Model number lookup,NA,NA,12.075,Model number lookup,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,No,NA
SITE_1013,ROOM_19029,MECH_48103,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Propane,NA,NA,NA,NA,On/off,NA,NA,Hampton,H25-NG1,NA,Unknown,302000166,NA,NA,NA,NA,NA,NA,Standing pilot,Single Stage,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,25000,Known or from Nameplate,12500,Known or from Nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Seldom (1-2x per month),NA,No,Factory Built Insert
SITE_1013,ROOM_40249,MECH_8645,Boiler,No,Yes,No,Yes,Yes,NA,No,NA,NA,Propane,Radiant Floor,NA,NA,NA,Manual thermostat - Digital,Whole Home,NA,Knight,WBN050,NA,Unknown,COBHI0057092,NA,NA,NA,NA,NA,NA,Intermittent ignition,Single Stage,Draft Assist,NA,NA,Unknown,Unknown,NA,NA,NA,NA,50000,Known or from Nameplate,46000,Known or from Nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
