"SiteID","Construction_Type","Framing_Type","Framing_Type_Other","Foundation_Type","Foundation_Type_Other","Total_Building_Levels","Area","Average_Height","Volume"
"SITE_843","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1700","7.99193514600528","13586.289748209"
"SITE_844","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","3800","11.3027025687378","42950.2697612036"
"SITE_845","Frame","Wood",NA,">90% Crawlspace",NA,"1","2200","7.57165590248208","16657.6429854606"
"SITE_846","Frame","Wood",NA,">90% Crawlspace",NA,"1","2358","8.82478221600676","20808.8364653439"
"SITE_847","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2800","9.41199054296148","26353.5735202922"
"SITE_848","Frame","Wood",NA,">90% Crawlspace",NA,"1","1396","8","11168"
"SITE_849","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2135","8.47751353896868","18099.4914056981"
"SITE_85","Frame","Wood",NA,">90% Crawlspace",NA,"1","1200","7.66","9192"
"SITE_850","Frame","Wood",NA,">90% Crawlspace",NA,"1","1350","8.46223622496497","11424.0189037027"
"SITE_851","Frame","Wood",NA,">90% Crawlspace",NA,"1","2700","9","24300"
"SITE_852","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1.5","1853","8.35115466718416","15474.6895982923"
"SITE_853","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","1800","10.2467938678917","18444.2289622051"
"SITE_854","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","3000","9.02988191073103","27089.6457321931"
"SITE_855","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","1680","8.17202327107611","13728.9990954079"
"SITE_856","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1900","7.50954169325564","14268.1292171857"
"SITE_857","Frame","Wood",NA,"Mixed Crawlspace and Slab",NA,"2","3900","9.25115720675427","36079.5131063417"
"SITE_858","Frame","Wood",NA,">90% Crawlspace",NA,"2","2280","7.89033677931254","17989.9678568326"
"SITE_859","Frame","Wood",NA,">90% Conditioned Basement",NA,"2.5","2500","8.94440963749478","22361.0240937369"
"SITE_86","Frame","Wood",NA,">90% Crawlspace",NA,"1","1550","8.47542676554024","13136.9114865874"
"SITE_860","Frame","Wood",NA,">90% Crawlspace",NA,"1","1520","8.40545985918611","12776.2989859629"
"SITE_861","Frame","Wood",NA,">90% Slab",NA,"1","1000","8.7346529578484","8734.6529578484"
"SITE_862","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","3626","8.13906832263435","29512.2617378722"
"SITE_863","Frame","Wood",NA,"Mixed Basement and Slab",NA,"1","2200","10.0966798203837","22212.6956048442"
"SITE_864","Frame","Wood",NA,"Mixed Crawlspace and Slab",NA,"1","2400","8.09074376832053","19417.7850439693"
"SITE_865","Frame","Wood",NA,"Mixed Conditioned Basement and Slab",NA,"1.5","3840","7.89068364118037","30300.2251821326"
"SITE_866","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2000","8.11095507293935","16221.9101458787"
"SITE_867","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2400","7.36374745417515","17672.9938900204"
"SITE_868","Frame","Wood",NA,">90% Crawlspace",NA,"2","2000","9.41765593906539","18835.3118781308"
"SITE_869","Frame","Wood",NA,">90% Slab",NA,"2","2000","12.5403559344557","25080.7118689114"
"SITE_87","Frame over concrete slab","Wood",NA,">90% Crawlspace",NA,"1","950","9.20882214922572","8748.38104176443"
"SITE_870","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2350","8.2299794676124","19340.4517488891"
"SITE_871","Frame","Wood",NA,">90% Crawlspace",NA,"1","1800","9.61387779703157","17304.9800346568"
"SITE_872","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","2094","8.99279422128259","18830.9110993658"
"SITE_873","Frame","Wood",NA,"Other","Mixed crawlspace and unconditioned basement","1","1216","7.53842179610249","9166.72090406062"
"SITE_874","Frame","Wood",NA,">90% Crawlspace",NA,"1","1823","9.29375057745256","16942.507302696"
"SITE_875","Frame","Wood",NA,">90% Crawlspace",NA,"1","1200","9.54659041630529","11455.9084995663"
"SITE_876","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2200","7.89208148190297","17362.5792601865"
"SITE_877","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2028","8.26016048579484","16751.6054651919"
"SITE_878","Frame","Wood",NA,">90% Crawlspace",NA,"1","1240","8.12324238089999","10072.820552316"
"SITE_879","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","2700","8.50885654490107","22973.9126712329"
"SITE_88","Frame","Wood",NA,">90% Crawlspace",NA,"1","1600","9","14400"
"SITE_880","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","3617","8","28936"
"SITE_881","Frame","Wood",NA,">90% Crawlspace",NA,"1","1200","7.6","9120"
"SITE_882","Unknown","Wood",NA,">90% Conditioned Basement",NA,"2","3000","8.83619015804748","26508.5704741424"
"SITE_883","Frame","Wood",NA,">90% Crawlspace",NA,"2","2300","8","18400"
"SITE_884","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","3000","8.84685340544038","26540.5602163212"
"SITE_885","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2100","8.85822482595349","18602.2721345023"
"SITE_886","Frame","Wood",NA,">90% Conditioned Basement",NA,"3+","3400","7.54877548174784","25665.8366379426"
"SITE_887","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","3200","8.31325910973128","26602.4291511401"
"SITE_888","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2600","8.01773992094475","20846.1237944563"
"SITE_889","Frame","Wood",NA,">90% Crawlspace",NA,"1","2280","8.1400968449887","18559.4208065742"
"SITE_89","Frame","Wood",NA,">90% Crawlspace",NA,"1","1277","8.00763048122902","10225.7441245295"
"SITE_890","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"2","3200","8.73543535805477","27953.3931457753"
"SITE_891","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","6000","8.36157469294253","50169.4481576552"
"SITE_892","Frame","Wood",NA,"Other","Mixed garage and conditioned basement","1.5","2600","8.53032009762508","22178.8322538252"
"SITE_893","Solid masonry","Masonry",NA,">90% Slab",NA,"1.5","2600","9.70932902762827","25244.2554718335"
"SITE_894","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","1300","8","10400"
"SITE_895","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2000","8","16000"
"SITE_896","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"2","2650","10.0503097552799","26633.3208514918"
"SITE_897","Unknown","Wood",NA,">90% Conditioned Basement",NA,"1","4200","8.40330947495409","35293.8997948072"
"SITE_898","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"2","2000","7.58579881656805","15171.5976331361"
"SITE_899","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","2084","7.65524364947121","15953.527765498"
"SITE_9","Frame","Wood",NA,">90% Conditioned Basement",NA,"3+","2483","8.25767022149303","20503.7951599672"
"SITE_90","Frame","Wood",NA,">90% Crawlspace",NA,"2","1200","8.03115688560694","9637.38826272833"
"SITE_900","Frame","Wood",NA,">90% Crawlspace",NA,"1","1408","8.49400682951646","11959.5616159592"
"SITE_901","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"2","1800","8.45405528496902","15217.2995129442"
"SITE_902","Frame","Wood",NA,">90% Crawlspace",NA,"1","2000","7.7874138022555","15574.827604511"
"SITE_903","Frame","Wood",NA,"Other","Conditioned basement and something - realized too late the main floor is larger than the basement. Probably crawlspace under that area.","2.5","4160","7.94097093471006","33034.4390883939"
"SITE_904","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","3800","8.87519369489714","33725.7360406091"
"SITE_905","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","4002","9.0670746770448","36286.4328575333"
"SITE_906","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","925","7.35005037335546","6798.7965953538"
"SITE_907","Frame","Wood",NA,">90% Crawlspace",NA,"1","1500","8.22843542832703","12342.6531424905"
"SITE_908","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2014","8.263096953789","16641.877264931"
"SITE_909","Frame","Wood",NA,">90% Slab",NA,"2","883","8.873198057128","7835.03388444402"
"SITE_91","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2600","7.60536531174989","19773.9498105497"
"SITE_910","Frame","Wood",NA,">90% Crawlspace",NA,"1","1800","8.46241373470511","15232.3447224692"
"SITE_911","Frame","Wood",NA,">90% Crawlspace",NA,"2","3400","8.98320174988892","30542.8859496223"
"SITE_912","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1.5","1514","8.33080919743533","12612.8451249171"
"SITE_913","Frame","Wood",NA,">90% Slab",NA,"2","1695","9.22659933103321","15639.0858661013"
"SITE_914","Frame","Wood",NA,">90% Unconditioned Basement",NA,"2","1300","7.95576002016637","10342.4880262163"
"SITE_915","Frame","Wood",NA,">90% Slab",NA,"1","1760","8.45071090773856","14873.2511976199"
"SITE_916","Frame","Unknown",NA,">90% Conditioned Basement",NA,"1","1300","7.88159034138218","10246.0674437968"
"SITE_917","Frame","Wood",NA,">90% Crawlspace",NA,"2","1483","8","11864"
"SITE_918","Frame","Wood",NA,">90% Crawlspace",NA,"1","1110","7.77603787327021","8631.40203932993"
"SITE_919","Frame","Wood",NA,">90% Crawlspace",NA,"2","1800","8.40956228025125","15137.2121044523"
"SITE_92","Frame","Wood",NA,">90% Crawlspace",NA,"1","1450","7.82613615788521","11347.8974289336"
"SITE_920","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2600","7.45178451340186","19374.6397348448"
"SITE_921","Frame","Wood",NA,">90% Crawlspace",NA,"2","1800","10.1377484931565","18247.9472876816"
"SITE_922","Frame","Wood",NA,">90% Slab",NA,"1.5","798","6.71413787054903","5357.88202069812"
"SITE_923","Frame","Wood",NA,">90% Crawlspace",NA,"1","3791","11.1226226808119","42165.8625829579"
"SITE_924","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","1897","7.66482306213965","14540.1693488789"
"SITE_925","Frame","Wood",NA,">90% Crawlspace",NA,"1","1200","8.78342966709276","10540.1156005113"
"SITE_926","Frame","Wood",NA,"Other","~63% unconditioned basement/ ~27% conditioned basement. electric wall units not often used for conditioned areas","1","2800","7.78730751945502","21804.4610544741"
"SITE_927","Frame","Wood",NA,">90% Slab",NA,"2","1000","7.74199357920288","7741.99357920288"
"SITE_928","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"2","3000","7.37112934574035","22113.388037221"
"SITE_929","Frame","Wood",NA,"Other","Mixed crawlspace and unconditioned basement","1","783","7.99090460919196","6256.8783089973"
"SITE_93","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","1193","7.52725724020443","8980.01788756388"
"SITE_930","Frame","Wood",NA,">90% Slab",NA,"2","2300","8","18400"
"SITE_931","Frame","Wood",NA,">90% Crawlspace",NA,"1","1000","7.90846798003114","7908.46798003114"
"SITE_932","Frame","Wood",NA,"Other","Mixed conditioned and unconditioned basement","1.5","3400","8.28962635673807","28184.7296129094"
"SITE_933","Unknown","Unknown",NA,"Unknown",NA,"Unknown","1300","7.99079305293995","10388.0309688219"
"SITE_934","Frame","Wood",NA,">90% Crawlspace",NA,"1","1750","8.68598279825017","15200.4698969378"
"SITE_935","Frame","Wood",NA,">90% Crawlspace",NA,"1","1200","8.43540914722836","10122.490976674"
"SITE_936","Unknown","Wood",NA,"Mixed Crawlspace and Slab",NA,"1","1500","7.59378526491","11390.677897365"
"SITE_937","Frame","Wood",NA,">90% Slab",NA,"2","930","7.75","7207.5"
"SITE_938","Frame","Wood",NA,">90% Crawlspace",NA,"1","1296","8.60895371033166","11157.2040085898"
"SITE_939","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","1901","7.60422815654452","14455.6377255911"
"SITE_94","Frame","Wood",NA,">90% Crawlspace",NA,"2","2200","7.86490984093253","17302.8016500516"
"SITE_940","Frame","Wood",NA,">90% Crawlspace",NA,"1","832","8.2","6822.4"
"SITE_941","Frame","Wood",NA,">90% Crawlspace",NA,"1","2050","9.78028969811832","20049.5938811425"
"SITE_942","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2400","8.16468436266197","19595.2424703887"
"SITE_943","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","2400","8.26349579527986","19832.3899086717"
"SITE_944","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","1968","7.61871799049366","14993.6370052915"
"SITE_945","Frame","Wood",NA,">90% Crawlspace",NA,"1","1700","8.17518442805084","13897.8135276864"
"SITE_946","Frame","Wood",NA,">90% Crawlspace",NA,"1","729","7.7","5613.3"
"SITE_947","Unknown","Wood",NA,">90% Crawlspace",NA,"1.5","1500","8.78268280383258","13174.0242057489"
"SITE_948","Frame","Wood",NA,">90% Crawlspace",NA,"1","1300","8.1291261253069","10567.863962899"
"SITE_949","Solid masonry","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","1190","7.7716659119212","9248.28243518624"
"SITE_95","Frame","Wood",NA,">90% Crawlspace",NA,"2","2300","8.40162848335473","19323.7455117159"
"SITE_950","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1800","7.7418154450809","13935.2678011456"
"SITE_951","Frame","Wood",NA,">90% Slab",NA,"1","847","8","6776"
"SITE_952","Frame","Wood",NA,">90% Crawlspace",NA,"1","1800","7.77265889673882","13990.7860141299"
"SITE_953","Frame","Wood",NA,">90% Crawlspace",NA,"1","1700","8.5","14450"
"SITE_954","Frame","Wood",NA,">90% Slab",NA,"1","2200","7.52035710935301","16544.7856405766"
"SITE_955","Frame","Wood",NA,">90% Crawlspace",NA,"1","1588","9.33113141250878","14817.836683064"
"SITE_956","Frame","Wood",NA,">90% Unconditioned Basement",NA,"2","2500","7.61561427170181","19039.0356792545"
"SITE_957","Rigid frame (concrete or steel)","Steel",NA,">90% Crawlspace",NA,"1","1290","8.47425921131338","10931.7943825943"
"SITE_958","Unknown","Unknown",NA,"Unknown",NA,"Unknown","762","10.230024817154","7795.27891067138"
"SITE_959","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2300","7.88682219419924","18139.6910466583"
"SITE_96","Unknown","Wood",NA,">90% Crawlspace",NA,"1.5","2700","9.35705457781293","25264.0473600949"
"SITE_960","Frame","Wood",NA,">90% Crawlspace",NA,"2","2355","9.00508833486567","21206.9830286086"
"SITE_961","Frame","Wood",NA,">90% Crawlspace",NA,"1","1888","9.18973034379671","17350.2108890882"
"SITE_962","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1500","7.80418279765313","11706.2741964797"
"SITE_963","Frame","Wood",NA,">90% Crawlspace",NA,"2","1450","8.23255123255123","11937.1992871993"
"SITE_964","Frame","Wood",NA,">90% Crawlspace",NA,"1","1268","7.61442481067436","9655.09065993509"
"SITE_965","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2000","7.85667334496185","15713.3466899237"
"SITE_966","Frame","Wood",NA,">90% Crawlspace",NA,"1","2073","8.90609450748495","18462.3339140163"
"SITE_967","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1176","7.54785484844449","8876.27730177072"
"SITE_968","Frame","Wood",NA,">90% Crawlspace",NA,"1","1731","8","13848"
"SITE_969","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1950","7.8457757977093","15299.2628055331"
"SITE_97","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","1250","8.27753885926119","10346.9235740765"
"SITE_970","Frame","Wood",NA,">90% Crawlspace",NA,"1","816","8.07451673550569","6588.80565617265"
"SITE_971","Frame","Wood",NA,">90% Crawlspace",NA,"2","3140","10.4462117750279","32801.1049735875"
"SITE_972","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","2100","8.32800751879699","17488.8157894737"
"SITE_973","Frame","Wood",NA,">90% Slab",NA,"1","1625","10.9427163969036","17781.9141449683"
"SITE_974","Solid masonry","Wood",NA,">90% Conditioned Basement",NA,"1","2200","7.75453123009098","17059.9687062001"
"SITE_975","Frame","Wood",NA,">90% Slab",NA,"1","1800","9.4731386289871","17051.6495321768"
"SITE_976","Frame","Wood",NA,">90% Crawlspace",NA,"1","2000","9.88083683105981","19761.6736621196"
"SITE_977","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","1800","8.10444881370331","14588.007864666"
"SITE_978","Frame","Wood",NA,">90% Crawlspace",NA,"1","1256","7.7","9671.2"
"SITE_979","Frame","Wood",NA,">90% Crawlspace",NA,"1","978","7.25","7090.5"
"SITE_98","Frame","Wood",NA,">90% Crawlspace",NA,"1","667","7","4669"
"SITE_980","Frame","Wood",NA,">90% Slab",NA,"1","2200","10.1024424420873","22225.3733725921"
"SITE_981","Frame","Wood",NA,">90% Crawlspace",NA,"1","4800","9.42811163671994","45254.9358562557"
"SITE_982","Frame","Wood",NA,">90% Slab",NA,"2","2358","8","18864"
"SITE_983","Frame","Wood",NA,">90% Crawlspace",NA,"1","1578","7.45742438489265","11767.8156793606"
"SITE_984","Frame","Wood",NA,">90% Crawlspace",NA,"1","1800","9.74858245509871","17547.4484191777"
"SITE_985","Frame","Wood",NA,"Other","Mixed Crawlspace,  garage,  basement,  and slab","2","4250","9.63014233512112","40928.1049242647"
"SITE_986","Frame","Wood",NA,">90% Crawlspace",NA,"2","2200","9.50719306398676","20915.8247407709"
"SITE_987","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"2","2200","9.03829894517685","19884.2576793891"
"SITE_988","Frame","Wood",NA,">90% Crawlspace",NA,"1","1500","8.65502969228001","12982.54453842"
"SITE_989","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","1796","7.78292433840507","13978.1321117755"
"SITE_99","Frame","Wood",NA,">90% Crawlspace",NA,"2","2183","7.82976697569531","17092.3813079429"
"SITE_990","Frame","Wood",NA,">90% Crawlspace",NA,"1","1700","8.75715151744781","14887.1575796613"
"SITE_991","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","3000","8.81890529770277","26456.7158931083"
"SITE_992","Frame","Wood",NA,">90% Crawlspace",NA,"2","2200","11.795157946091","25949.3474814002"
"SITE_993","Frame","Wood",NA,">90% Slab",NA,"1","1197","7.86099423420007","9409.61009833748"
"SITE_994","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","2600","7.9321828481096","20623.675405085"
"SITE_995","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1700","7.38557083245775","12555.4704151782"
"SITE_996","Frame","Wood",NA,">90% Crawlspace",NA,"1","1453","8.74884901682372","12712.0776214449"
"SITE_997","Solid masonry","Concrete",NA,">90% Slab",NA,"1","1200","8.01572809801461","9618.87371761754"
"SITE_998","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","2000","7.49246461014991","14984.9292202998"
"SITE_999","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","3008","9.0551971232826","27238.0329468341"
"SITE_3045","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3046","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8.48876854349292","Unknown"
"SITE_3047","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8.20863024773344","Unknown"
"SITE_3048","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3049","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8.78387300784214","Unknown"
"SITE_3050","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3051","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8.73220680808742","Unknown"
"SITE_3052","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","9.85691699604743","Unknown"
"SITE_3053","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8.97782259770666","Unknown"
"SITE_3054","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","9","Unknown"
"SITE_3055","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","9","Unknown"
"SITE_3056","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3057","Frame","Wood",NA,"Unknown",NA,"1","Unknown","7.5445004678241","Unknown"
"SITE_3058","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.64600992350631","Unknown"
"SITE_3059","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3060","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.60650854725397","Unknown"
"SITE_3061","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3062","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.8","Unknown"
"SITE_3063","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","9.38622107017219","Unknown"
"SITE_3064","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8.63742256935093","Unknown"
"SITE_3065","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3066","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3067","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3068","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.75","Unknown"
"SITE_3069","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.66","Unknown"
"SITE_3070","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.59112814895947","Unknown"
"SITE_3071","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.7","Unknown"
"SITE_3072","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3073","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","9.06036183164012","Unknown"
"SITE_3074","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8.5","Unknown"
"SITE_3075","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3076","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.84482183788289","Unknown"
"SITE_3077","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8.64088820826953","Unknown"
"SITE_3078","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.6","Unknown"
"SITE_3079","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3081","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8.75","Unknown"
"SITE_3082","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","9","Unknown"
"SITE_3083","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3084","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.91801110817244","Unknown"
"SITE_3086","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.82671264276579","Unknown"
"SITE_3087","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.53827751196172","Unknown"
"SITE_3088","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","9.06304079110012","Unknown"
"SITE_3089","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3090","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3091","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8.33","Unknown"
"SITE_3092","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3093","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","9.42005004025571","Unknown"
"SITE_3094","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3095","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3096","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.66","Unknown"
"SITE_3097","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8.47092141195509","Unknown"
"SITE_3098","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","9.10431606007306","Unknown"
"SITE_3099","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.8","Unknown"
"SITE_3100","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3101","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3102","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.5","Unknown"
"SITE_3103","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3104","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","10.25","Unknown"
"SITE_3105","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","9","Unknown"
"SITE_3106","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3107","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.5","Unknown"
"SITE_3108","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3109","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3110","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8.61866061038327","Unknown"
"SITE_3111","Frame","Wood",NA,"Adiabatic Space Below",NA,"2","Unknown","8.16420259442961","Unknown"
"SITE_3112","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.5","Unknown"
"SITE_3113","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.5","Unknown"
"SITE_3114","Frame","Wood",NA,">90% Slab",NA,"1","Unknown","8","Unknown"
"SITE_3115","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.78194629997719","Unknown"
"SITE_3116","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3117","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","9","Unknown"
"SITE_3118","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.67214967353089","Unknown"
"SITE_3119","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.5","Unknown"
"SITE_3120","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","9","Unknown"
"SITE_3121","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3122","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8.2970447065277","Unknown"
"SITE_3123","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","9","Unknown"
"SITE_3124","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8.34171444684651","Unknown"
"SITE_3125","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","10.5","Unknown"
"SITE_3126","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8.43952994212475","Unknown"
"SITE_3127","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.74191604739908","Unknown"
"SITE_3128","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.89230207064555","Unknown"
"SITE_3129","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
"SITE_3130","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","7.66","Unknown"
"SITE_3131","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","8","Unknown"
