"SiteID","Construction_Type","Framing_Type","Framing_Type_Other","Foundation_Type","Foundation_Type_Other","Total_Building_Levels","Area","Average_Height","Volume"
"SITE_1504","Frame","Wood",NA,">90% Crawlspace",NA,"1","1000","7.7","7700"
"SITE_1505","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","1936","8.02957183396243","15545.2510705513"
"SITE_1506","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","1372","7.3831038758192","10129.6185176239"
"SITE_1507","Frame","Wood",NA,">90% Crawlspace",NA,"1","1150","8","9200"
"SITE_1509","Unknown","Unknown",NA,"Unknown",NA,"Unknown","1015","7.62353081545437","7737.88377768618"
"SITE_151","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2700","7.66367821071728","20691.9311689367"
"SITE_1510","Unknown","Unknown",NA,"Unknown",NA,"Unknown","1000","7.76331197745095","7763.31197745096"
"SITE_1511","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2300","7.86554905091361","18090.7628171013"
"SITE_1512","Unknown","Unknown",NA,"Unknown",NA,"Unknown","820","7.9","6478"
"SITE_1513","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1500","7.92518076931387","11887.7711539708"
"SITE_1514","Frame","Wood",NA,">90% Crawlspace",NA,"1","1500","8.27078163029167","12406.1724454375"
"SITE_1515","Frame","Unknown",NA,">90% Crawlspace",NA,"1","2000","8.76547515931448","17530.950318629"
"SITE_1516","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2240","8.73423081583327","19564.6770274665"
"SITE_1517","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","2200","7.49690419589051","16493.1892309591"
"SITE_1518","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1700","7.7713756564905","13211.3386160338"
"SITE_1519","Frame","Wood",NA,">90% Crawlspace",NA,"1","960","8.34293325512623","8009.21592492118"
"SITE_152","Frame over concrete slab","Wood",NA,">90% Crawlspace",NA,"1","1000","8.25127161749746","8251.27161749746"
"SITE_1520","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1614","7.78352638514941","12562.6115856311"
"SITE_1521","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2400","7.60200663895452","18244.8159334908"
"SITE_1522","Frame","Wood",NA,"Other","Mixed crawlspace and unconditioned basement","1","1014","7.60166692154764","7708.0902584493"
"SITE_1523","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","565","7.57971609737984","4282.53959501961"
"SITE_1524","Frame","Wood",NA,">90% Crawlspace",NA,"1","1280","8.5","10880"
"SITE_1525","Frame","Wood",NA,">90% Crawlspace",NA,"1","2000","8.54198735486654","17083.9747097331"
"SITE_1526","Frame","Wood",NA,">90% Crawlspace",NA,"1","1040","8","8320"
"SITE_1527","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2400","8.17423643533417","19618.167444802"
"SITE_1528","Unknown","Wood",NA,">90% Conditioned Basement",NA,"1","2606","8.8618585384916","23094.0033513091"
"SITE_1529","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","3400","8.78173238410433","29857.8901059547"
"SITE_153","Rigid frame (concrete or steel)","Concrete",NA,">90% Slab",NA,"2","2300","7.30621140037233","16804.2862208564"
"SITE_1530","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","3500","8.44576411143211","29560.1743900124"
"SITE_1531","Frame","Wood",NA,">90% Slab",NA,"1.5","1250","9.07948437105064","11349.3554638133"
"SITE_1532","Frame","Wood",NA,"Mixed Crawlspace and Garage",NA,"2","3500","7.76599034995856","27180.966224855"
"SITE_1533","Unknown","Unknown",NA,"Unknown",NA,"Unknown","700","7.47102153804605","5229.71507663223"
"SITE_1534","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1500","7.71040492506725","11565.6073876009"
"SITE_1535","Frame","Wood",NA,">90% Crawlspace",NA,"1","980","7.67066229475371","7517.24904885863"
"SITE_1536","Frame","Wood",NA,">90% Crawlspace",NA,"1","1250","8.4","10500"
"SITE_1537","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2600","8.17891075489755","21265.1679627336"
"SITE_1538","Unknown","Wood",NA,"Mixed Conditioned Basement and Slab",NA,"1.5","3400","7.82099171460617","26591.371829661"
"SITE_1539","Frame","Unknown",NA,">90% Crawlspace",NA,"1","960","8","7680"
"SITE_154","Frame","Wood",NA,">90% Crawlspace",NA,"2","3100","8.7634533488192","27166.7053813395"
"SITE_1540","Frame","Wood",NA,">90% Slab",NA,"1","790","7.37628391578033","5827.26429346646"
"SITE_1541","Frame","Wood",NA,">90% Crawlspace",NA,"1","790","8","6320"
"SITE_1542","Frame","Wood",NA,"Mixed Crawlspace and Garage",NA,"2","2000","7.46644613478126","14932.8922695625"
"SITE_1543","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","3472","8.53573191077012","29636.0611941939"
"SITE_1544","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","1800","8.58766675774964","15457.8001639494"
"SITE_1545","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","3132","7.43288220779024","23279.787074799"
"SITE_1546","Frame","Wood",NA,">90% Crawlspace",NA,"1","724","7.28141853965206","5271.74702270809"
"SITE_1547","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1600","7.92926077481238","12686.8172396998"
"SITE_1548","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2900","9.35599876839247","27132.3964283382"
"SITE_1549","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","2214","8.0644689544359","17854.7342651211"
"SITE_155","Frame","Wood",NA,"Other","1/2 conditioned basement  1/2 garage","2","1800","7.27444208289054","13093.995749203"
"SITE_1550","Frame","Wood",NA,"Other","Mixed crawlspace,  unconditioned basement,  conditioned basement","2.5","1061","9.04215793681343","9593.72957095905"
"SITE_1551","Unknown","Unknown",NA,"Unknown",NA,"Unknown","1700","7.8","13260"
"SITE_1552","Frame","Wood",NA,">90% Crawlspace",NA,"1","2600","8.18337953008833","21276.7867782297"
"SITE_1553","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","5000","9.40869815152859","47043.490757643"
"SITE_1554","Unknown","Wood",NA,">90% Crawlspace",NA,"1.5","1300","8.59877659877375","11178.4095784059"
"SITE_1555","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","3000","7.80718216162944","23421.5464848883"
"SITE_1556","Frame","Wood",NA,">90% Slab",NA,"1","900","8.44570164754151","7601.13148278736"
"SITE_1557","Frame","Wood",NA,">90% Slab",NA,"1.5","940","7.74151738806493","7277.02634478103"
"SITE_1558","Frame","Wood",NA,"Other","Unconditioned basement and garage","1","1350","7.79332294102364","10520.9859703819"
"SITE_1559","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","3000","8.1769738005894","24530.9214017682"
"SITE_156","Frame","Wood",NA,">90% Crawlspace",NA,"1","1340","7.40354671280277","9920.75259515571"
"SITE_1560","Frame","Wood",NA,">90% Slab",NA,"1.5","2996","8.93365852573678","26765.2409431074"
"SITE_1561","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","3520","8.92877040774294","31429.2718352551"
"SITE_1562","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2200","8.48624105079053","18669.7303117392"
"SITE_1563","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2592","10.0347140171858","26009.9787325456"
"SITE_1564","Frame","Wood",NA,">90% Crawlspace",NA,"1","1675","8.78289558279136","14711.3501011755"
"SITE_1565","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"2","2793","10.3749909246047","28977.3496524208"
"SITE_1566","Frame","Wood",NA,">90% Crawlspace",NA,"1","2000","8.91329731112319","17826.5946222464"
"SITE_1567","Unknown","Unknown",NA,"Unknown",NA,"Unknown","900","8","7200"
"SITE_1568","Frame","Wood",NA,">90% Crawlspace",NA,"1","1299","7.83555724682491","10178.3888636256"
"SITE_157","Frame","Wood",NA,">90% Crawlspace",NA,"1","672","7.62788840879204","5125.94101070825"
"SITE_1571","Frame","Unknown",NA,">90% Crawlspace",NA,"1","1762","7.5","13215"
"SITE_1572","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","1750","7.12604270937604","12470.5747414081"
"SITE_1573","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1824","7.76251605706173","14158.8292880806"
"SITE_1574","Frame","Wood",NA,">90% Crawlspace",NA,"2","1296","8.49363573815608","11007.7519166503"
"SITE_1575","Frame","Wood",NA,">90% Crawlspace",NA,"1","1400","7.78961872494751","10905.4662149265"
"SITE_1576","Frame","Wood",NA,">90% Crawlspace",NA,"1","920","7.80838928889248","7183.71814578109"
"SITE_1577","Frame","Wood",NA,">90% Crawlspace",NA,"1","1650","7.93571316981722","13093.9267301984"
"SITE_1578","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","1650","7.83067729083665","12920.6175298805"
"SITE_1579","Frame","Wood",NA,">90% Crawlspace",NA,"1","2400","8","19200"
"SITE_158","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","1550","7.71768128671022","11962.4059944008"
"SITE_1580","Frame","Wood",NA,">90% Crawlspace",NA,"2","1800","7.57602250471816","13636.8405084927"
"SITE_1581","Frame","Wood",NA,">90% Crawlspace",NA,"2","3000","8.74356564488143","26230.6969346443"
"SITE_1582","Unknown","Unknown",NA,"Unknown",NA,"Unknown","2300","8","18400"
"SITE_1583","Frame","Wood",NA,">90% Crawlspace",NA,"1","1835","7.55231560891938","13858.4991423671"
"SITE_1584","Frame","Wood",NA,">90% Unconditioned Basement",NA,"2","2090","7.94855014588189","16612.4698048932"
"SITE_1585","Frame","Wood",NA,">90% Crawlspace",NA,"1","810","7.90964329428222","6406.8110683686"
"SITE_1586","Frame","Wood",NA,">90% Crawlspace",NA,"1","1475","7.5","11062.5"
"SITE_1587","Frame","Wood",NA,">90% Crawlspace",NA,"2","2000","7.81853955124842","15637.0791024968"
"SITE_1588","Frame","Wood",NA,">90% Crawlspace",NA,"2","2000","8.57050802805369","17141.0160561074"
"SITE_1589","Frame","Wood",NA,">90% Crawlspace",NA,"1","1550","7.5","11625"
"SITE_159","Frame","Wood",NA,">90% Crawlspace",NA,"1","1400","8","11200"
"SITE_1590","Frame","Wood",NA,">90% Crawlspace",NA,"2","2500","9.3771748834441","23442.9372086103"
"SITE_1592","Frame","Wood",NA,">90% Crawlspace",NA,"1","1920","9","17280"
"SITE_1593","Frame","Wood",NA,">90% Crawlspace",NA,"1","770","7.75","5967.5"
"SITE_1594","Frame","Wood",NA,">90% Crawlspace",NA,"1","2801","8.81349024984765","24686.5861898233"
"SITE_1595","Frame","Wood",NA,">90% Crawlspace",NA,"1","750","7.92578456318914","5944.33842239186"
"SITE_1596","Unknown","Wood",NA,">90% Crawlspace",NA,"1","2200","9","19800"
"SITE_1597","Frame","Wood",NA,">90% Crawlspace",NA,"1","1465","8.50052567637026","12453.2701158824"
"SITE_1598","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","2700","7.84452529366479","21180.2182928949"
"SITE_1599","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2000","7.60277946004526","15205.5589200905"
"SITE_16","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","1200","7.40492572598003","8885.91087117603"
"SITE_160","Frame","Wood",NA,">90% Unconditioned Basement",NA,"2","4000","7.90557160048135","31622.2864019254"
"SITE_1600","Frame","Wood",NA,">90% Crawlspace",NA,"2","3014","8.39978353514172","25316.9475749171"
"SITE_1601","Frame","Wood",NA,">90% Crawlspace",NA,"1","1374","7.5","10305"
"SITE_1602","Frame","Wood",NA,">90% Crawlspace",NA,"1","1372","8.0909839063643","11100.8299195318"
"SITE_1603","Unknown","Wood",NA,">90% Slab",NA,"1.5","1650","8.12909779749519","13413.0113658671"
"SITE_1604","Frame","Wood",NA,"Other","Mixed garage,  conditioned basement,  unconditioned crawlspace","2","2350","8.13665393525766","19121.1367478555"
"SITE_1605","Frame","Wood",NA,">90% Crawlspace",NA,"1","1696","8.36605527224872","14188.8297417338"
"SITE_1606","Frame","Wood",NA,">90% Crawlspace",NA,"2","1725","8.5722427184466","14787.1186893204"
"SITE_1607","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","2500","8.23751995034581","20593.7998758645"
"SITE_1608","Frame","Wood",NA,">90% Crawlspace",NA,"1","1260","7.75","9765"
"SITE_1609","Frame","Wood",NA,">90% Crawlspace",NA,"2","2875","9.81385729058945","28214.8397104447"
"SITE_161","Frame","Wood",NA,">90% Crawlspace",NA,"1","867","7.9","6849.3"
"SITE_1610","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1.5","1200","7.14219123349916","8570.62948019899"
"SITE_1611","Frame","Wood",NA,">90% Crawlspace",NA,"2","2640","8.12339103417665","21445.7523302264"
"SITE_1612","Frame","Wood",NA,">90% Slab",NA,"1","1800","7.75","13950"
"SITE_1613","Frame","Wood",NA,">90% Crawlspace",NA,"1","2100","8.08005683046607","16968.1193439787"
"SITE_1614","Frame","Wood",NA,"Other","Mixed unconditioned cbasement and crawlspace","2","1729","7.61782514522005","13171.2196760855"
"SITE_1615","Frame","Wood",NA,">90% Crawlspace",NA,"2","2000","8.0308753675639","16061.7507351278"
"SITE_1616","Frame","Wood",NA,">90% Crawlspace",NA,"2","1000","7.38655462184874","7386.55462184874"
"SITE_1617","Frame","Wood",NA,">90% Conditioned Basement",NA,"3+","3609","8.95818851857527","32330.1023635381"
"SITE_1618","Frame","Wood",NA,"Other","Mixed conditioned basement and garage","2","2400","7.72291823776972","18535.0037706473"
"SITE_1619","Frame","Wood",NA,">90% Crawlspace",NA,"2","1500","7.98512075219549","11977.6811282932"
"SITE_162","Rigid frame (concrete or steel)","Steel",NA,">90% Crawlspace",NA,"1","1880","8","15040"
"SITE_1620","Frame","Wood",NA,">90% Crawlspace",NA,"1","2650","8.00833269383265","21222.0816386565"
"SITE_1621","Frame","Wood",NA,">90% Crawlspace",NA,"1","1498","7.75","11609.5"
"SITE_1622","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2300","8","18400"
"SITE_1623","Frame","Wood",NA,">90% Crawlspace",NA,"2","1400","8.51471447185155","11920.6002605922"
"SITE_1624","Frame","Wood",NA,">90% Crawlspace",NA,"1","2400","9.24269459529351","22182.4670287044"
"SITE_1625","Frame","Wood",NA,"Other","Mixed crawlspace and unconditioned basement","2","2119","7.58406067891395","16070.6245786187"
"SITE_1627","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","3200","8.24139888318436","26372.4764261899"
"SITE_1628","Frame","Wood",NA,">90% Crawlspace",NA,"1","1100","8.33323959505062","9166.56355455568"
"SITE_1629","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","3400","7.62481194366668","25924.3606084667"
"SITE_163","Frame","Wood",NA,">90% Crawlspace",NA,"2","1472","8.21351125938282","12090.2885738115"
"SITE_1630","Frame","Wood",NA,">90% Crawlspace",NA,"1","1250","7.75","9687.5"
"SITE_1631","Frame","Unknown",NA,">90% Crawlspace",NA,"1","3700","9.741906920551","36045.0556060387"
"SITE_1632","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","2770","8.74164270125844","24214.3502824859"
"SITE_1633","Frame","Wood",NA,">90% Crawlspace",NA,"1","1988","7.625","15158.5"
"SITE_1634","Frame","Wood",NA,">90% Slab",NA,"2","3400","8.45888307799141","28760.2024651708"
"SITE_1635","Frame","Wood",NA,">90% Crawlspace",NA,"1","1314","7.5","9855"
"SITE_1636","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","2750","8.90191412971894","24480.2638567271"
"SITE_1637","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","3000","8.6947068058913","26084.1204176739"
"SITE_1638","Frame","Wood",NA,">90% Crawlspace",NA,"1","1405","8","11240"
"SITE_1639","Frame","Wood",NA,">90% Crawlspace",NA,"1","1750","7.58723701159296","13277.6647702877"
"SITE_164","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","1625","8.35732532890535","13580.6536594712"
"SITE_1640","Frame","Wood",NA,">90% Crawlspace",NA,"2","1910","8.42298999031321","16087.9108814982"
"SITE_1641","Frame","Wood",NA,">90% Crawlspace",NA,"2","1400","8.78267857142857","12295.75"
"SITE_1642","Frame","Wood",NA,">90% Crawlspace",NA,"1","1540","9","13860"
"SITE_1643","Frame","Wood",NA,">90% Crawlspace",NA,"2","3480","8.58368982283341","29871.2405834603"
"SITE_1644","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2974","7.75","23048.5"
"SITE_1645","Frame","Wood",NA,">90% Crawlspace",NA,"1","1750","8.13507468273874","14236.3806947928"
"SITE_1646","Frame","Wood",NA,">90% Crawlspace",NA,"1","1900","9","17100"
"SITE_1647","Frame","Wood",NA,">90% Crawlspace",NA,"1","1500","9.75160353382549","14627.4053007382"
"SITE_165","Frame","Wood",NA,">90% Crawlspace",NA,"Unknown","1780","8.60320273019623","15313.7008597493"
"SITE_166","Frame","Wood",NA,">90% Crawlspace",NA,"1","1300","8.80453394123607","11445.8941236069"
"SITE_167","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1.5","1834","7.85028248587571","14397.418079096"
"SITE_168","Frame","Wood",NA,">90% Crawlspace",NA,"1","3400","9.48031371404011","32233.0666277364"
"SITE_169","Frame","Wood",NA,">90% Crawlspace",NA,"1","1080","8","8640"
"SITE_17","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2050","7.02170108808649","14394.4872305773"
"SITE_170","Frame","Wood",NA,">90% Crawlspace",NA,"1","2360","10.5594464500602","24920.293622142"
"SITE_171","Frame","Wood",NA,">90% Crawlspace",NA,"2","950","7.93781845631251","7540.92753349689"
"SITE_172","Frame","Wood",NA,"Mixed Crawlspace and Slab",NA,"2","1760","7.54835366553816","13285.1024513472"
"SITE_1727","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1790","7.65679542203148","13705.6638054363"
"SITE_1728","Frame","Wood",NA,">90% Crawlspace",NA,"1","1064","7.00705697856769","7455.50862519603"
"SITE_173","Frame","Wood",NA,">90% Crawlspace",NA,"1","1724","8.63882872041717","14893.3407139992"
"SITE_1730","Frame","Wood",NA,">90% Crawlspace",NA,"2","3500","8.65138485479291","30279.8469917752"
"SITE_1731","Unknown","Unknown",NA,"Unknown",NA,"Unknown","1704","7.5","12780"
"SITE_1732","Frame","Wood",NA,"Other","Mixed crawl space and unconditioned basement","Unknown","1041","7.64426539575341","7957.6802769793"
"SITE_1733","Frame","Wood",NA,">90% Crawlspace",NA,"2","2200","9.8134328358209","21589.552238806"
"SITE_1734","Unknown","Unknown",NA,">90% Crawlspace",NA,"Unknown","800","8.81527231892195","7052.21785513756"
"SITE_1735","Frame","Wood",NA,">90% Crawlspace",NA,"2","1870","8.8558900122549","16560.5143229167"
"SITE_1736","Frame","Wood",NA,">90% Crawlspace",NA,"2","2190","8.10098928276999","17741.1665292663"
"SITE_1737","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","2097","7.97038626609442","16713.9"
"SITE_1738","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","880","7.97525473071325","7018.22416302766"
"SITE_1739","Frame","Wood",NA,">90% Crawlspace",NA,"2","2425","9.66276684402846","23432.209596769"
"SITE_174","Frame","Wood",NA,"Other","mixed basement and tuck under garage","1","2300","7.82908477654537","18006.8949860544"
"SITE_1740","Rigid frame (concrete or steel)","Concrete",NA,">90% Crawlspace",NA,"1","1800","7.8736494429827","14172.5689973689"
"SITE_1741","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1.5","3400","8.4990190889846","28896.6649025476"
"SITE_1742","Frame","Wood",NA,">90% Crawlspace",NA,"1","1406","7.5","10545"
"SITE_1743","Frame","Wood",NA,">90% Crawlspace",NA,"2","2300","8.5023984460394","19555.5164258906"
"SITE_1744","Unknown","Unknown",NA,"Unknown",NA,"Unknown","500","8","4000"
"SITE_1745","Frame","Wood",NA,">90% Crawlspace",NA,"1","780","8.08954465687633","6309.84483236354"
"SITE_1746","Frame","Wood",NA,">90% Unconditioned Basement",NA,"2","1880","8.19650601423779","15409.431306767"
"SITE_1747","Frame","Wood",NA,">90% Slab",NA,"2.5","2200","8.44619336782642","18581.6254092181"
"SITE_1749","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","1498","7.32480769230769","10972.5619230769"
"SITE_175","Frame","Wood",NA,">90% Slab",NA,"2","900","8","7200"
"SITE_1750","Frame","Wood",NA,">90% Crawlspace",NA,"2","3500","9.08261503522672","31789.1526232935"
"SITE_1751","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","885","7.75112356252487","6859.74435283451"
"SITE_1752","Frame","Wood",NA,">90% Slab",NA,"2","1250","8.41556986838421","10519.4623354803"
"SITE_1753","Frame","Wood",NA,">90% Crawlspace",NA,"1","2100","8.8896373994032","18668.2385387467"
"SITE_1754","Frame","Wood",NA,">90% Crawlspace",NA,"1","1850","7.81920651318463","14465.5320493916"
"SITE_1755","Frame","Wood",NA,">90% Crawlspace",NA,"2","2659","8.64117048346056","22976.8723155216"
"SITE_1756","Frame","Wood",NA,">90% Crawlspace",NA,"Unknown","2175","8.45129264392324","18381.561500533"
"SITE_1757","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","1800","7.4499717644643","13409.9491760357"
"SITE_1758","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","1500","7.7572864321608","11635.9296482412"
"SITE_1759","Frame","Wood",NA,">90% Crawlspace",NA,"2","2000","8.70765629303222","17415.3125860644"
"SITE_176","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2000","8.09367997649047","16187.3599529809"
"SITE_1760","Frame","Wood",NA,">90% Crawlspace",NA,"2","2900","8.44192799070848","24481.5911730546"
"SITE_1761","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1.5","1890","9","17010"
"SITE_1762","Frame","Wood",NA,">90% Crawlspace",NA,"1","1166","7.68799231305303","8964.19903701983"
"SITE_1763","Frame","Wood",NA,">90% Crawlspace",NA,"1","1465","7.75","11353.75"
"SITE_1764","Frame","Wood",NA,">90% Crawlspace",NA,"1","1560","7.75","12090"
"SITE_1765","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2100","10.8928942807626","22875.0779896014"
"SITE_1766","Frame","Wood",NA,">90% Conditioned Basement",NA,"Unknown","2000","8","16000"
"SITE_1767","Frame","Wood",NA,"Adiabatic Space Below",NA,"1","492","8.05813366960908","3964.60176544767"
"SITE_1768","Frame","Wood",NA,">90% Crawlspace",NA,"2","2200","8.04207665590153","17692.5686429834"
"SITE_1769","Frame","Wood",NA,">90% Crawlspace",NA,"2","1750","8.6005441488675","15050.9522605181"
"SITE_177","Frame","Wood",NA,">90% Crawlspace",NA,"1","2472","8.71958736948044","21554.8199773556"
"SITE_1770","Frame","Wood",NA,">90% Crawlspace",NA,"1","672","8","5376"
"SITE_1771","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","700","10.4222451081359","7295.57157569516"
"SITE_1772","Frame","Wood",NA,">90% Crawlspace",NA,"1","834","7.26785714285714","6061.39285714286"
"SITE_1773","Frame","Wood",NA,">90% Crawlspace",NA,"1","1208","9","10872"
"SITE_1774","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1040","8","8320"
"SITE_1775","Frame","Wood",NA,">90% Crawlspace",NA,"2","960","7.51771349009901","7217.00495049505"
"SITE_1776","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","3300","7.52711734749634","24839.4872467379"
"SITE_1777","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","624","8","4992"
"SITE_1778","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","3300","9.13017438788092","30129.575480007"
"SITE_1779","Frame","Wood",NA,">90% Slab",NA,"1","2500","8.03187919463087","20079.6979865772"
"SITE_178","Frame","Wood",NA,">90% Crawlspace",NA,"2","1750","7.57484836537119","13255.9846393996"
"SITE_1780","Frame","Wood",NA,">90% Crawlspace",NA,"1","1800","7.51262375291464","13522.7227552464"
"SITE_1781","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","3900","7.89304944124619","30782.8928208601"
"SITE_1782","Frame","Wood",NA,">90% Crawlspace",NA,"1","1716","8","13728"
"SITE_1784","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1800","8","14400"
"SITE_1785","Frame","Wood",NA,">90% Slab",NA,"1","2400","8.82803738317757","21187.2897196262"
"SITE_1786","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1864","7.80605308856363","14550.4829570826"
"SITE_1787","Frame","Wood",NA,">90% Crawlspace",NA,"2","1400","11.1246016849273","15574.4423588982"
"SITE_1788","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2664","8","21312"
"SITE_1789","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","2520","7.50077024020083","18901.9410053061"
"SITE_179","Frame","Wood",NA,">90% Crawlspace",NA,"3+","2600","9.50234131113423","24706.087408949"
"SITE_1791","Frame","Wood",NA,">90% Unconditioned Basement",NA,"Unknown","1074","7.14604969107401","7674.85736821349"
"SITE_1792","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","2347","8.82258064516129","20706.5967741935"
"SITE_1793","Frame","Wood",NA,">90% Crawlspace",NA,"1","1075","8.53774767247553","9178.0787479112"
"SITE_1794","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2206","8.8836748182419","19597.3866490416"
"SITE_1795","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","4400","8.19110189887071","36040.8483550311"
"SITE_1796","Frame","Wood",NA,">90% Crawlspace",NA,"2","2400","7.95285795132994","19086.8590831918"
"SITE_1797","Frame","Wood",NA,">90% Crawlspace",NA,"1","1642","9.48902408945162","15580.9775548796"
"SITE_1798","Unknown","Unknown",NA,"Unknown",NA,"1","1600","7.44300467653936","11908.807482463"
"SITE_18","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","3239","8.33629723721817","27001.2667513496"
"SITE_180","Frame","Wood",NA,">90% Crawlspace",NA,"1","1560","9.38819595083152","14645.5856832972"
"SITE_1800","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","1328","7.29522024367385","9688.05248359888"
"SITE_1802","Frame","Wood",NA,">90% Crawlspace",NA,"1","2300","8.17306674062681","18798.0535034417"
"SITE_1803","Unknown","Unknown",NA,"Unknown",NA,"Unknown","1200","8","9600"
"SITE_1804","Frame","Wood",NA,"Unknown",NA,"2","1000","8","8000"
"SITE_1805","Frame","Wood",NA,">90% Crawlspace",NA,"1","888","8","7104"
"SITE_1806","Frame","Wood",NA,">90% Crawlspace",NA,"1","1000","7.75","7750"
"SITE_1807","Frame","Wood",NA,">90% Crawlspace",NA,"2","1200","7.43656063564193","8923.87276277032"
"SITE_1809","Frame","Wood",NA,">90% Crawlspace",NA,"2","3000","8.47757575757576","25432.7272727273"
"SITE_181","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1.5","2025","7.89620758483034","15989.8203592814"
"SITE_1810","Frame","Wood",NA,"Mixed Crawlspace and Slab",NA,"2","2900","8.86421577683355","25706.2257528173"
"SITE_1811","Frame","Wood",NA,">90% Crawlspace",NA,"1","1612","8.79027644702463","14169.9256326037"
"SITE_1812","Frame","Wood",NA,"Unknown",NA,"1","1568","8","12544"
"SITE_1813","Solid masonry","Concrete",NA,">90% Crawlspace",NA,"1","2150","8.31906722379255","17885.994531154"
"SITE_1814","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2700","8.13463918999801","21963.5258129946"
"SITE_1815","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2100","8.13483146067416","17083.1460674157"
"SITE_1816","Frame","Wood",NA,">90% Slab",NA,"1","1000","8","8000"
