"SiteID","Floor_Type","Floor_Area","Is_Space_Conditioned","Floor_Area_Is_Estimated","Perimeter","Perimeter_Is_Estimated","Type_of_Area_Below","Area_Below_Heated","Framing_Type","Framing_Size","Framing_Spacing","Framing_Spacing_Other","Crawlspace_Vents_Present","Crawlspace_Vents_Blocked","Basement_Percent_Below_Grade","Central_Heating_Equipment_in_Basement","Ducting_in_Basement","Slab_Heated","Slab_Insulated","Slab_Insulation_Position","Slab_Insulation_Type","Slab_Insulation_Thickness","Slab_Insulation_Condition","Slab_Insulation_Source","Slab_Insulation_Source_Other","Floor_Insulated","Floor_Insulation_Type","Floor_Insulation_Thickness","Floor_Insulation_Condition","Crawlspace_Walls_Insulated","Crawlspace_Wall_Insulation_Type","Crawlspace_Wall_Insulation_Condition","Crawlspace_Wall_Insulation_Thickness","Crawlspace_Wall_Insulation_Source","Crawlspace_Wall_Insulation_Source_Other","Crawlspace_Wall_Exteriors_Insulated","Crawlspace_Wall_Exterior_Insulation_Type","Crawlspace_Wall_Exterior_Insulation_Thickness","Crawlspace_Wall_Exterior_Insulation_Condition","Crawlspace_Wall_Exterior_Insulation_Source","Crawlspace_Wall_Exterior_Insulation_Source_Other","Basement_Floor_Above_Insulated","Basement_Floor_Above_Insulation_Type","Basement_Floor_Above_Insulation_Thickness","Basement_Floor_Above_Insulation_Condition","Floor_Above_Insulation_Source","Floor_Above_Insulation_Source_Other","Basement_Floor_Above_Insulation_Source","Basement_Floor_Above_Insulation_Source_Other","Floor_Insulation_U-Value","Floor_Insulation_R-Value","Floor_U-Value_for_Heat_Loss","Slab_F-Value_for_Heat_Loss","Floor_Heat_Loss_Rate_UA"
"SITE_917","Crawlspace","742","No","Measured or Known","112","Measured or Known",NA,NA,"Joist","2x12 or 4x12","Other","19 inches","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Fiberglass batts","0.5","6.25","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.093841642228739","10.65625","0.093841642228739",NA,"69.6304985337243"
"SITE_918","Slab","438",NA,"Measured or Known","84","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","61.32"
"SITE_918","Crawlspace","1110","No","Measured or Known","139","Measured or Known",NA,NA,"Post and Beam","2x6 or 4x6","Other","44 inches","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","6","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0472056536206935","20.46","0.0472056536206935",NA,"52.3982755189698"
"SITE_919","Crawlspace","700","No","Estimated","105","Estimated",NA,NA,"Post and Beam","2x8 or 4x8","24 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Expanded polystyrene foam board (white)","0.75","2","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.160642570281124","6.225","0.160642570281124",NA,"112.449799196787"
"SITE_92","Crawlspace","1512","No","Measured or Known","178","Measured or Known",NA,NA,"Post and Beam","2x10 or 4x10","24 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_920","Floor over other - Frame","80",NA,"Measured or Known",NA,NA,"Storage","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0488758553274682","20.46","0",NA,"3.91006842619746"
"SITE_920","Basement","1100","Yes","Estimated","136","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"80","No","No","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","62.56"
"SITE_920","Crawlspace","185","No","Measured or Known","Unknown",NA,NA,NA,"Joist","Unknown","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"Yes","Expanded polystyrene foam board (white)","0.5","1","Visual inspection",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.481927710843374","2.075","Unknown",NA,"Unknown"
"SITE_921","Crawlspace","1260","No","Estimated","144","Estimated",NA,NA,"Unknown",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_922","Slab","800",NA,"Measured or Known","116","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","84.68"
"SITE_922","Floor over other - Frame","800",NA,"Measured or Known",NA,NA,"Garage","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_923","Crawlspace","3640","Yes","Unknown","348","Estimated",NA,NA,"Post and Beam","2x12 or 4x12","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Fiberglass batts","1","12","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0244379276637341","40.92","0.0244379276637341",NA,"88.9540566959922"
"SITE_924","Basement","820","Yes","Measured or Known","119","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"75","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.0666994818184437",NA,"0","0.73","54.74"
"SITE_924","Crawlspace","104","No","Measured or Known","41","Measured or Known",NA,NA,"Joist","2x10 or 4x10","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Closed-cell spray foam","1","4","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.043471387922858","23.0036363636364","0.043471387922858",NA,"4.52102434397724"
"SITE_924","Crawlspace","86","No","Measured or Known","41","Measured or Known",NA,NA,"Unknown","Unknown","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_924","Crawlspace","67","No","Measured or Known","35","Measured or Known",NA,NA,"Unknown","Unknown","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_925","Crawlspace","1365","No","Measured or Known","153","Measured or Known",NA,NA,"Joist","2x12 or 4x12","24 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","12","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0261612761498626","40.92","0.0261612761498626",NA,"35.7101419445625"
"SITE_926","Basement","1348","Yes","Measured or Known","164","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"75","No","Insulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Fiberglass batts",NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","75.44"
"SITE_927","Slab","1000",NA,"Estimated","150","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","109.5"
"SITE_928","Basement","618","Yes","Measured or Known","100","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"90","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","46"
"SITE_928","Crawlspace","156","Yes","Measured or Known","55","Measured or Known",NA,NA,"Joist","2x8 or 4x8","24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","1","Yes","Blown cellulose","0.9","4","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0366568914956012","27.28","0.0334716675345917",NA,"5.22158013539631"
"SITE_929","Crawlspace","155","No","Measured or Known","70","Measured or Known",NA,NA,"Unknown","Unknown","Unknown",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_929","Basement","805","No","Measured or Known","126","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.19",NA,"0.114260869565217","0.73","91.98"
"SITE_929","Crawlspace","256","No","Measured or Known","70","Measured or Known",NA,NA,"Post and Beam","2x8 or 4x8","24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_93","Crawlspace","675","No","Unknown","120","Unknown",NA,NA,"Joist","2x6 or 4x6","24 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_93","Floor over other - Slab","217",NA,"Measured or Known",NA,NA,"Residential Occupancy","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_930","Slab","1150",NA,"Estimated","113","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","Complete","Extruded polystyrene foam board (pink or blue)","2",NA,"Other","According to home owner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.36","40.68"
"SITE_931","Slab","277",NA,"Measured or Known","69","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","50.37"
"SITE_931","Crawlspace","788","No","Measured or Known","121","Measured or Known",NA,NA,"Post and Beam","2x8 or 4x8","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0546980683920504","24.552","0.0546980683920504",NA,"43.1020778929357"
"SITE_932","Floor over other - Frame","360",NA,"Measured or Known",NA,NA,"Storage","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","3","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.108613011838818","9.207","0",NA,"39.1006842619746"
"SITE_932","Basement","1412","Yes","Measured or Known","171","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"50","Yes","Insulated","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Fiberglass batts","3.5",NA,NA,NA,"Visual inspection",NA,"0.271174615615597",NA,"0","0.73","90.63"
"SITE_934","Slab","520",NA,"Measured or Known","91","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","66.43"
"SITE_934","Crawlspace","1750","No","Measured or Known","179","Measured or Known",NA,NA,"Post and Beam","2x10 or 4x10","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Fiberglass batts","0.75","2","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.195503421309873","5.115","0.195503421309873",NA,"342.130987292278"
"SITE_935","Crawlspace","1254","No","Unknown","150","Unknown",NA,NA,"Post and Beam","2x10 or 4x10","24 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Cellulose batts","10","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0556794652183918","22.5","0.0556794652183918",NA,"69.8220493838633"
"SITE_936","Slab","Unknown",NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","Unknown"
"SITE_937","Slab","Unknown",NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","Unknown"
"SITE_938","Crawlspace","Unknown","No",NA,"Unknown",NA,NA,NA,"Post and Beam","2x8 or 4x8","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","0.9","Yes","Expanded polystyrene foam board (white)","0.9","4","Other","HOME OWNER","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","HOME OWNER",NA,NA,"0.0546980683920504","24.552","Unknown",NA,"Unknown"
"SITE_939","Slab","598",NA,"Measured or Known","90","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","65.7"
"SITE_939","Basement","950","Yes","Measured or Known","126","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"50","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.505905188503173",NA,"0","0.73","66.78"
"SITE_94","Crawlspace","2070.25","No","Measured or Known","203","Unknown",NA,NA,"Post and Beam","2x6 or 4x6","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","6","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0638650043593839","18.414","0.0638650043593839",NA,"132.216525275014"
"SITE_94","Slab","332",NA,"Measured or Known","73.5","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","53.655"
"SITE_940","Crawlspace","832","No","Measured or Known","112","Measured or Known",NA,NA,"Unknown","Unknown","Unknown",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_941","Crawlspace","1848","No","Measured or Known","188","Measured or Known",NA,NA,"Joist","2x10 or 4x10","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Fiberglass batts","1","8","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0366568914956012","27.28","0.0366568914956012",NA,"67.741935483871"
"SITE_942","Basement","1114","Yes","Estimated","133","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"50","Yes","Uninsulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","70.49"
"SITE_943","Cantilever","40",NA,"Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_943","Basement","510","Yes","Measured or Known","92","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","Uninsulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.222544266692187",NA,"0","0.73","42.32"
"SITE_943","Basement","505","Yes","Measured or Known","92","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"50","No","Uninsulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.222544266692187",NA,"0","0.73","48.76"
"SITE_944","Basement","732","Yes","Measured or Known","109","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"70","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.142849407808961",NA,"0","0.73","57.77"
"SITE_944","Crawlspace","100","No","Measured or Known","42","Measured or Known",NA,NA,"Joist","2x6 or 4x6","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0366568914956012","27.28","0.0357538918920352",NA,"3.57538918920352"
"SITE_945","Crawlspace","580","Yes","Measured or Known","98","Measured or Known",NA,NA,"Joist","2x10 or 4x10","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Mixed","10","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0295613651562463","33.8279370629371","0.0416248467804265",NA,"24.1424111326474"
"SITE_946","Crawlspace","1485","No","Measured or Known","156","Measured or Known",NA,NA,"Post and Beam","2x8 or 4x8","12 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8.25","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0538194936423734","25.31925","0.0538194936423734",NA,"79.9219480589244"
"SITE_947","Crawlspace","766","No","Measured or Known","112","Measured or Known",NA,NA,"Post and Beam","2x12 or 4x12","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes","Extruded polystyrene foam board (pink or blue)","2","0.75","Visual inspection",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.124610591900312","8.025","0.124610591900312",NA,"95.4517133956386"
"SITE_947","Slab","372",NA,"Measured or Known","77","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","56.21"
"SITE_947","Floor over other - Frame","282",NA,"Measured or Known",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IR Camera",NA,NA,NA,NA,NA,"0",NA,NA
"SITE_947","Floor over other - Frame","259",NA,"Measured or Known",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_948","Crawlspace","1265","No","Measured or Known","156","Unknown",NA,NA,"Post and Beam","2x6 or 4x6","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","5","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.065167807103291","15.345","0.055971522038833",NA,"70.8039753791238"
"SITE_949","Crawlspace","Unknown","No",NA,"Unknown",NA,NA,NA,"Post and Beam","2x8 or 4x8","24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,"Unknown"
"SITE_95","Crawlspace","1000","No","Estimated","148","Estimated",NA,NA,"Post and Beam","2x6 or 4x6","24 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","7.5","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0566031284114527","23.0175","0.0566031284114527",NA,"56.6031284114527"
"SITE_95","Floor over other - Frame","1365",NA,"Estimated",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_950","Basement","900","Yes","Measured or Known","120","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","Uninsulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","55.2"
"SITE_951","Slab","847",NA,"Measured or Known","125","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","91.25"
"SITE_952","Crawlspace","1635.4","No","Measured or Known","177.8","Measured or Known",NA,NA,"Joist","2x12 or 4x12","30 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","10","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0307134988497675","34.1","0.0307134988497675",NA,"50.2288560189097"
"SITE_953","Crawlspace","1668","No","Measured or Known","181","Measured or Known",NA,NA,"Joist","2x12 or 4x12","24 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","12","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0261612761498626","40.92","0.0261612761498626",NA,"43.6370086179709"
"SITE_954","Slab","Unknown",NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","Unknown"
"SITE_955","Slab","439",NA,"Measured or Known","84","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","61.32"
