"SiteID","RoomID","ApplianceID","TV_Screen_Type","TV_Screen_Type_Other","Make","Make_Other","Model","Vintage","Energy_Star","Primary","TV_Screen_Surface","TV_Resolution","Size","Size_Is_Estimated","Wattage","Wattage_Is_Estimated","TV_Wifi","TV_Qty_of_Streaming_Devices","TV_Qty_of_External_Media_Devices","STB_Present","DVR_Present","Room_Type"
"SITE_1559","ROOM_13691","APPL_120270","LCD – Fluorescent",NA,"Samsung",NA,"LN55C630K1F","2010","No","Primary","Flat","Unknown","65","Estimated","Unknown","Unknown","Unknown","0","0","Yes","No","Living Room"
"SITE_156","ROOM_5624","APPL_91417","LCD – LED",NA,"Magnavox",NA,"50MV314X/F7","2015","No","Primary","Flat","High Definition (720p)","50","Measured or Known","145","Measured or Known","Yes","1","1","Yes","No","Living Room"
"SITE_156","ROOM_17727","APPL_29552","LCD – LED",NA,"Toshiba",NA,"32HLC56","2006","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","107","Measured or Known","No","1","0","No","No","Bedroom"
"SITE_1561","ROOM_44042","APPL_59632","LCD – LED",NA,"Samsung",NA,"UN46C7000WF","2010","No","Primary","Flat","FHD (1080p)","46","Measured or Known","170","Measured or Known","Yes","0","3","No","No","Living Room"
"SITE_1562","ROOM_31242","APPL_6052","LCD – LED",NA,"LG",NA,"60UH6035","2016","Unknown","Primary","Flat","UHD (4080p) – 4K","60","Measured or Known","Unknown","Unknown","Yes","1","1","No","No","Living Room"
"SITE_1563","ROOM_17343","APPL_157699","LCD – LED",NA,"Toshiba",NA,"43L310U","2015","No","Primary","Flat","FHD (1080p)","43","Measured or Known","135","Estimated","No","1","1","No","No","Bedroom"
"SITE_1563","ROOM_499","APPL_109988","LCD – LED",NA,"Westinghouse",NA,"WD50FC1120","Unknown","No","Secondary","Flat","High Definition (720p)","50","Measured or Known","90","Measured or Known","No","1","1","No","No","Family Room"
"SITE_1564","ROOM_25187","APPL_55897","LCD – LED",NA,"Vizio",NA,"D48-D0","Unknown","Yes","Primary","Flat","FHD (1080p)","48","Measured or Known","135","Measured or Known","Yes","1","1","No","No","Living Room"
"SITE_1564","ROOM_5091","APPL_43313","LCD – LED",NA,"Samsung",NA,"UN40H5003AF","Unknown","Yes","Secondary","Flat","FHD (1080p)","40","Measured or Known","Unknown","Unknown","No","0","2","No","No","Family Room"
"SITE_1565","ROOM_44983","APPL_20554","Unknown",NA,"Samsung",NA,"UN75RU710DF","Unknown","Unknown","Primary","Flat","Unknown","75","Measured or Known","205","Measured or Known","Unknown","0","0","Yes","No","Living Room"
"SITE_1565","ROOM_19581","APPL_96851","Unknown",NA,"Vizio",NA,"SV470XVT1A","Unknown","Unknown","Secondary","Flat","Unknown","47","Measured or Known","Unknown","Unknown","Unknown","0","0","No","No","Bedroom"
"SITE_1566","ROOM_45420","APPL_59025","LCD – Fluorescent",NA,"Dynex",NA,"DX-24LD230A12","2007","No","All used about the same","Flat","FHD (1080p)","24","Measured or Known","Unknown","Unknown","No","0","0","Yes","No","Family Room"
"SITE_1566","ROOM_10060","APPL_138956","LCD – Fluorescent",NA,"Toshiba",NA,"22LV505","2008","No","All used about the same","Flat","High Definition (720p)","22","Measured or Known","65","Measured or Known","No","0","1","Yes","No","Office"
"SITE_1566","ROOM_4073","APPL_31274","LCD – LED",NA,"Samsung",NA,"UN40MU6290F","2017","No","All used about the same","Flat","UHD (4080p) – 4K","40","Measured or Known","45","Measured or Known","No","0","1","Yes","No","Living Room"
"SITE_1567","ROOM_15342","APPL_126072","LCD – LED",NA,"Vizio",NA,"M420SL","Unknown","Yes","Primary","Flat","FHD (1080p)","42","Measured or Known","45","Measured or Known","No","Unknown","Unknown","No","No","Living Room"
"SITE_1567","ROOM_7827","APPL_164038","LCD – Fluorescent",NA,"Toshiba",NA,"19LV61K","2009","Yes","Secondary","Flat","High Definition (720p)","19","Measured or Known","38","Measured or Known","No","0","1","No","No","Bedroom"
"SITE_1568","ROOM_11475","APPL_161496","LCD – Fluorescent",NA,"Samsung",NA,"LN32C350D1D","Unknown","Yes","Primary","Flat","High Definition (720p)","32","Measured or Known","70.5","Measured or Known","No","0","2","Yes","No","Living Room"
"SITE_1568","ROOM_15468","APPL_86605","Tube (CRT and internal or rear projector)",NA,"Sony",NA,"KV-27522","Unknown","No","Secondary","Flat","Unknown","27","Measured or Known","Unknown","Unknown","No","0","2","No","No","Bedroom"
"SITE_157","ROOM_1285","APPL_145762","LCD – Fluorescent",NA,"Sony",NA,"KDL-46BX450","2012","No","Primary","Flat","Unknown","46","Measured or Known","188","Measured or Known","No","1","0","No","No","Living Room"
"SITE_157","ROOM_14762","APPL_71690","LCD – LED",NA,"RCA",NA,"LED32C33RQ","2013","No","Secondary","Flat","Unknown","32","Measured or Known","76","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_1571","ROOM_28790","APPL_21929","LCD – LED",NA,"Samsung",NA,"UNSSTU7000F","Unknown","No","Primary","Flat","FHD (1080p)","55","Measured or Known","140","Measured or Known","Yes","0","2","Yes","No","Family Room"
"SITE_1571","ROOM_41712","APPL_129680","LCD – Fluorescent",NA,"Westinghouse",NA,"Unknown","Unknown","No","Secondary","Flat","Unknown","32","Estimated","Unknown","Unknown","No","0","0","No","No","Bedroom"
"SITE_1572","ROOM_13865","APPL_22569","LCD – Fluorescent",NA,"Samsung",NA,"Unknown","Unknown","Unknown","Primary","Flat","FHD (1080p)","40","Measured or Known","Unknown","Unknown","No","0","0","Yes","No","Bedroom"
"SITE_1573","ROOM_32379","APPL_171570","LCD – Fluorescent",NA,"Toshiba",NA,"42HL167","2007","No","Secondary","Flat","Unknown","42","Measured or Known","165","Measured or Known","No","0","0","No","No","Basement"
"SITE_1573","ROOM_41486","APPL_30788","Unknown",NA,"Sony",NA,"KDL-32R400A","2013","Yes","Used less","Flat","Unknown","32","Measured or Known","60","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_1573","ROOM_29828","APPL_147560","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","No","Primary","Flat","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","0","0","Yes","No","Living Room"
"SITE_1575","ROOM_16784","APPL_42516","Tube (CRT and internal or rear projector)",NA,"Sansui",NA,"Unknown","Unknown","No","Primary","Flat","Standard Definition","27","Measured or Known","Unknown","Unknown","No","0","2","No","No","Family Room"
"SITE_1575","ROOM_22259","APPL_69893","Tube (CRT and internal or rear projector)",NA,"Sony",NA,"Unknown","Unknown","No","Primary","Flat","Standard Definition","40","Measured or Known","Unknown","Unknown","No","0","1","Yes","No","Living Room"
"SITE_1576","ROOM_9296","APPL_70488","LCD – LED",NA,"LG",NA,"Unknown","Unknown","Unknown","Secondary","Flat","Unknown","75","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Living Room"
"SITE_1576","ROOM_6059","APPL_78034","LCD – LED",NA,"LG",NA,"Unknown","Unknown","Unknown","Used less","Flat","Unknown","46","Measured or Known","Unknown","Unknown","Yes","Unknown","0","No","No","Bedroom"
"SITE_1576","ROOM_10385","APPL_143767","LCD – LED",NA,"Roku",NA,"Unknown","Unknown","Unknown","Used less","Flat","Unknown","55","Estimated","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_1576","ROOM_45702","APPL_119015","LCD – LED",NA,"TCL",NA,"Unknown","Unknown","Unknown","Primary","Flat","Unknown","31","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_1577","ROOM_3425","APPL_156418","LCD – LED",NA,"TCL",NA,"Unknown","Unknown","No","Secondary","Flat","FHD (1080p)","55","Measured or Known","Unknown","Unknown","Yes","1","Unknown","No","No","Bedroom"
"SITE_1577","ROOM_22490","APPL_17677","LCD – LED",NA,"Samsung",NA,"T24660ND","Unknown","No","Used less","Flat","High Definition (720p)","24","Measured or Known","Unknown","Unknown","No","1","Unknown","No","No","Bedroom"
"SITE_1577","ROOM_24700","APPL_150276","LCD – LED",NA,"Samsung",NA,"QN5506DAA","Unknown","No","Primary","Flat","FHD (1080p)","55","Measured or Known","59","Measured or Known","Yes","1","Unknown","Yes","No","Family Room"
"SITE_1578","ROOM_40571","APPL_137048","LCD – LED",NA,"Samsung",NA,"UN65JU5700F","Unknown","Yes","Primary","Curved","UHD (4080p) – 4K","65","Measured or Known","84","Measured or Known","Yes","0","1","Yes","No","Living Room"
"SITE_1579","ROOM_1773","APPL_152474","Unknown",NA,"Vizio",NA,"D32F-G1","Unknown","No","Used less","Flat","Unknown","32","Measured or Known","Unknown","Unknown","No","0","1","No","No","Bedroom"
"SITE_1579","ROOM_34458","APPL_135940","Unknown",NA,"Sony",NA,"KDL-40R450A","Unknown","Yes","Used less","Flat","Unknown","40","Measured or Known","Unknown","Unknown","Unknown","0","1","No","No","Bedroom"
"SITE_1579","ROOM_20497","APPL_47977","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","Unknown","Secondary","Flat","Unknown","39","Measured or Known","Unknown","Unknown","Unknown","0","1","No","No","Bedroom"
"SITE_1579","ROOM_22684","APPL_14272","LCD – LED",NA,"Sceptre",NA,"Unknown","Unknown","Unknown","Used less","Flat","Unknown","22","Estimated","Unknown","Unknown","No","1","0","No","No","Garage"
"SITE_1579","ROOM_42670","APPL_20991","LCD – LED",NA,"Asus",NA,"Unknown","Unknown","Unknown","Used less","Flat","Unknown","22","Estimated","Unknown","Unknown","No","0","0","No","No","Living Room"
"SITE_1579","ROOM_36485","APPL_112094","LCD – LED",NA,"Vizio",NA,"E48-D0","Unknown","Yes","Primary","Flat","Unknown","48","Measured or Known","Unknown","Unknown","No","1","2","No","No","Living Room"
"SITE_1579","ROOM_5196","APPL_132819","LCD – LED",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Used less","Flat","Unknown","24","Estimated","Unknown","Unknown","No","1","0","No","No","Outbuilding / Addition"
"SITE_158","ROOM_15603","APPL_79138","LCD – LED",NA,"Vizio",NA,"M657-G0","Unknown","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","175","Estimated","No","0","0","Yes","No","Living Room"
"SITE_158","ROOM_38939","APPL_98886","LCD – Fluorescent",NA,"TCL",NA,"43S423","Unknown","No","Used less","Flat","Standard Definition","43","Measured or Known","85","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_158","ROOM_12105","APPL_41143","LCD – LED",NA,"Samsung",NA,"UN40H5201AF","Unknown","No","Secondary","Flat","High Definition (720p)","40","Measured or Known","92","Measured or Known","Yes","1","0","No","No","Bedroom"
"SITE_1581","ROOM_16453","APPL_78220","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","Unknown","Measured or Known","Yes","1","Unknown","No","No","Bedroom"
"SITE_1581","ROOM_22392","APPL_101811","LCD – Fluorescent",NA,"Toshiba",NA,"Unknown","Unknown","No","Used less","Curved","Standard Definition","15","Measured or Known","Unknown","Unknown","No","Unknown","Unknown","No","No","Bedroom"
"SITE_1581","ROOM_36315","APPL_85770","LCD – LED",NA,"RCA",NA,"Unknown","Unknown","No","Secondary","Flat","FHD (1080p)","42","Measured or Known","Unknown","Unknown","No","Unknown","Unknown","No","No","Office"
"SITE_1581","ROOM_16242","APPL_25905","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","No","Primary","Flat","UHD (4080p) – 4K","50","Measured or Known","Unknown","Unknown","Yes","1","Unknown","No","No","Family Room"
"SITE_1582","ROOM_11961","APPL_151684","LCD – LED",NA,"Samsung",NA,"UN50EH5000F","2014","No","Primary","Flat","FHD (1080p)","50","Measured or Known","121","Measured or Known","No","1","0","No","No","Living Room"
"SITE_1582","ROOM_17678","APPL_124213","LCD – LED",NA,"Westinghouse",NA,"TW-65801-L037B","Unknown","No","Secondary","Flat","FHD (1080p)","37","Measured or Known","160","Measured or Known","No","1","0","No","No","Bedroom"
"SITE_1583","ROOM_31814","APPL_161407","LCD – LED",NA,"LG",NA,"49UM6900PUA","2019","No","Primary","Flat","FHD (1080p)","49","Measured or Known","120","Measured or Known","Yes","1","1","Yes","No","Family Room"
"SITE_1584","ROOM_9814","APPL_125903","LCD – LED",NA,"Vizio",NA,"Unknown","Unknown","No","Secondary","Flat","High Definition (720p)","42","Measured or Known","Unknown","Unknown","No","Unknown","1","No","No","Bedroom"
"SITE_1584","ROOM_44708","APPL_85131","LCD – LED",NA,"Vizio",NA,"Unknown","Unknown","No","Primary","Flat","FHD (1080p)","42","Measured or Known","Unknown","Unknown","No","1","1","Yes","No","Living Room"
"SITE_1585","ROOM_13156","APPL_47220","LCD – LED",NA,"Samsung",NA,"UN32J4007AF","2016","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","40","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_1585","ROOM_38584","APPL_36016","LCD – Fluorescent",NA,"Panasonic",NA,"TC-32LX24","2010","No","Primary","Flat","High Definition (720p)","32","Measured or Known","100","Measured or Known","No","0","1","Yes","No","Living Room"
"SITE_1586","ROOM_38776","APPL_74532","LCD – Fluorescent",NA,"Insignia",NA,"NS-39L240A13","2012","No","Primary","Flat","High Definition (720p)","39","Measured or Known","130","Measured or Known","No","0","2","Yes","No","Living Room"
"SITE_1587","ROOM_29444","APPL_54945","LCD – LED",NA,"Vizio",NA,"Q40G040099708A XY","Unknown","No","Secondary","Flat","FHD (1080p)","40","Measured or Known","175","Estimated","No","0","0","Yes","No","Living Room"
"SITE_1587","ROOM_6973","APPL_81952","Unknown",NA,"Toshiba",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","Bedroom"
"SITE_1587","ROOM_9567","APPL_140175","LCD – LED",NA,"Other","Naxa","NTD-1356","2017","No","Primary","Flat","Standard Definition","Unknown","Measured or Known","24","Measured or Known","No","0","1","Yes","No","Kitchen"
"SITE_1588","ROOM_12950","APPL_95441","LCD – LED",NA,"Vizio",NA,"Unknown","Unknown","Unknown","Secondary","Flat","Unknown","40","Measured or Known","125","Estimated","Yes","1","0","No","No","Garage"
"SITE_1588","ROOM_27830","APPL_118376","Plasma",NA,"Samsung",NA,"PN58C680G5F","Unknown","No","Secondary","Flat","FHD (1080p)","60","Measured or Known","400","Measured or Known","No","0","0","Yes","No","Living Room"
"SITE_1588","ROOM_1456","APPL_115912","LCD – LED",NA,"Vizio",NA,"M260VA","2010","No","Used less","Flat","FHD (1080p)","26","Measured or Known","105","Estimated","No","0","0","No","No","Living Room"
"SITE_1588","ROOM_30171","APPL_118201","LCD – LED",NA,"Samsung",NA,"UN65TU7000B","Unknown","No","Secondary","Flat","UHD (4080p) – 4K","65","Measured or Known","190","Measured or Known","Yes","0","0","No","No","Bedroom"
"SITE_1588","ROOM_3793","APPL_155541","LCD – LED",NA,"TCL",NA,"55US57-W","2020","No","Secondary","Flat","UHD (4080p) – 4K","50","Measured or Known","190","Estimated","Yes","0","0","No","No","Bedroom"
"SITE_1588","ROOM_43729","APPL_8588","LCD – LED",NA,"TCL",NA,"65S431","Unknown","Unknown","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","190","Measured or Known","Unknown","0","0","No","No","Bedroom"
"SITE_1588","ROOM_34144","APPL_60477","LCD – LED",NA,"Sony",NA,"KDL-40EX500","2010","No","Primary","Flat","FHD (1080p)","40","Measured or Known","180","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_1589","ROOM_4905","APPL_17328","LCD – LED",NA,"Emerson",NA,"Unknown","Unknown","No","All used about the same","Curved","Standard Definition","19","Measured or Known","Unknown","Unknown","No","1","1","No","No","Bedroom"
"SITE_1589","ROOM_11451","APPL_133423","LCD – LED",NA,"HiSense",NA,"Unknown","Unknown","No","Primary","Flat","FHD (1080p)","50","Measured or Known","Unknown","Unknown","Yes","1","1","Yes","No","Living Room"
"SITE_159","ROOM_9477","APPL_94050","Unknown",NA,"LG",NA,"42GA7400-UD","2013","No","Primary","Flat","FHD (1080p)","42","Measured or Known","Unknown","Measured or Known","No","Unknown","1","No","Yes","Living Room"
"SITE_159","ROOM_45542","APPL_66401","LCD – Fluorescent",NA,"Samsung",NA,"UN28H4500AF","Unknown","No","Used less","Flat","FHD (1080p)","28","Measured or Known","22","Measured or Known","No","Unknown","Unknown","No","No","Bedroom"
"SITE_159","ROOM_45516","APPL_119854","LCD – LED",NA,"LG",NA,"32LS3410K","Unknown","No","Used less","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","1","Unknown","No","No","Bedroom"
"SITE_159","ROOM_2300","APPL_172127","LCD – LED",NA,"Samsung",NA,"UN40J6200AF","Unknown","No","Secondary","Flat","FHD (1080p)","40","Measured or Known","35","Measured or Known","No","1","Unknown","No","No","Bedroom"
"SITE_1590","ROOM_7797","APPL_165122","LCD – LED",NA,"HiSense",NA,"Unknown","Unknown","No","Used less","Flat","FHD (1080p)","42","Measured or Known","Unknown","Unknown","Yes","1","Unknown","No","No","Other"
"SITE_1590","ROOM_15614","APPL_131012","LCD – LED",NA,"Vizio",NA,"Unknown","Unknown","Unknown","Secondary","Flat","FHD (1080p)","65","Measured or Known","Unknown","Unknown","Yes","1","Unknown","No","No","Bedroom"
"SITE_1590","ROOM_15328","APPL_13482","LCD – LED",NA,"HiSense",NA,"3235602EUR0011","Unknown","No","Used less","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","1","Unknown","No","No","Bathroom"
"SITE_1590","ROOM_2626","APPL_116919","LCD – LED",NA,"HiSense",NA,"Unknown","Unknown","No","Used less","Flat","FHD (1080p)","42","Measured or Known","Unknown","Unknown","Yes","1","Unknown","No","No","Family Room"
"SITE_1590","ROOM_40315","APPL_158050","LCD – LED",NA,"Vizio",NA,"Unknown","Unknown","No","Primary","Flat","FHD (1080p)","65","Measured or Known","Unknown","Unknown","Yes","1","Unknown","No","No","Living Room"
"SITE_1592","ROOM_21855","APPL_139473","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","No","Primary","Flat","FHD (1080p)","45","Measured or Known","150","Estimated","No","1","1","Yes","No","Kitchen"
"SITE_1592","ROOM_24135","APPL_153601","OLED",NA,"LG",NA,"OLED65CXPUA","2020","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","467","Measured or Known","No","0","1","Yes","No","Living Room"
"SITE_1592","ROOM_15146","APPL_29901","LCD – LED",NA,"LG",NA,"32LM577BZUA","2021","No","Secondary","Flat","FHD (1080p)","32","Measured or Known","45","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_1592","ROOM_26797","APPL_38801","LCD – LED",NA,"Samsung",NA,"LN40B550K1F","2009","No","Secondary","Flat","FHD (1080p)","40","Measured or Known","180","Measured or Known","No","1","0","No","No","Bedroom"
"SITE_1593","ROOM_7507","APPL_57210","LCD – LED",NA,"Magnavox",NA,"32ME306V/F7","2016","No","Primary","Flat","FHD (1080p)","32","Measured or Known","50","Measured or Known","No","1","2","No","No","Living Room"
"SITE_1594","ROOM_28585","APPL_5052","LCD – Fluorescent",NA,"Sony",NA,"KDL-46EX500","Unknown","Yes","Secondary","Flat","High Definition (720p)","46","Measured or Known","255","Measured or Known","No","2","0","No","No","Family Room"
"SITE_1594","ROOM_16677","APPL_134197","OLED",NA,"Samsung",NA,"UN65MU8000","Unknown","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","Unknown","Unknown","Yes","2","0","Yes","No","Living Room"
"SITE_1595","ROOM_36884","APPL_13160","Plasma",NA,"Panasonic",NA,"TV-42PX14","2009","No","Primary","Flat","High Definition (720p)","42","Measured or Known","286","Measured or Known","No","0","0","Yes","No","Living Room"
