"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Vintage","Model","Energy_Star","Primary_Computer","Computer_Wifi","Internet_Access","Computer_Number_of_Screens","Computer_Primary_External_Monitor","Primary_Monitor_Size","Primary_Monitor_Size_Is_Estimated","Primary_Monitor_Type","Secondary_Monitor_External","Secondary_Monitor_Size","Secondary_Monitor_Size_Is_Estimated","Secondary_Monitor_Type","Third_Monitor_Size","Third_Monitor_Size_Is_Estimated","Computer_Printer","Computer_External_Drive","Computer_Number_of_Modems_Routers_Switches","Computer_Number_of_Other_Accessories","Computer_Other_Accessory_Description","Computer_In_single_strip","Computer_Uninterruptible_Power","Uninterruptible_Power_Size_kW","Room_Type","Computer_Hours_of_Use","Computer_Is_Left_On"
"SITE_1957","ROOM_22190","APPL_78512","Laptop","Apple",NA,"Unknown","MACBOOK PRO","No","Yes","Yes","No","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Bedroom","0","No"
"SITE_1958","ROOM_28079","APPL_173447","Desktop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","22","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Living Room","3","No"
"SITE_1959","ROOM_65","APPL_116534","Laptop","HP",NA,"Unknown","G72 B62US","No","Yes","Yes","No","1","No","16","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","0","9","Unknown","No","No","Unknown","Living Room","1","No"
"SITE_196","ROOM_29284","APPL_32314","Laptop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Dining Room","6","No"
"SITE_1967","ROOM_17836","APPL_38052","Laptop","Lenovo",NA,"Unknown","Unknown","Unknown","Unknown","Yes","Yes","1","No","13","Estimated","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Living Room","1","No"
"SITE_1969","ROOM_36508","APPL_127996","Laptop","Dell",NA,"Unknown","PRO SUPPORT PLUS","Unknown","Yes","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","1","Fan","Yes","No","Unknown","Bedroom","3","Yes"
"SITE_197","ROOM_10674","APPL_24354","Desktop","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"Yes","No","1","3","Unknown","Yes","No","Unknown","Office","0","No"
"SITE_1971","ROOM_3487","APPL_48175","Laptop","Dell",NA,"Unknown","Unknown","Unknown","Unknown","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Mouse","Yes","No","Unknown","Living Room","24","Yes"
"SITE_1971","ROOM_3487","APPL_38067","Desktop","HP",NA,"Unknown","COMPAQ 6200 PRO SERIES","Unknown","Yes","No","Yes","1","Yes","32","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","Yes","No","Unknown","Living Room","24","Yes"
"SITE_1972","ROOM_457","APPL_19818","Laptop","HP",NA,"Unknown","15-AY041WM","No","Yes","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Bedroom","6","No"
"SITE_1973","ROOM_38382","APPL_148159","Laptop","Apple",NA,"Unknown","A1278","Unknown","Yes","Yes","Yes","1","No","15","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","1","Unknown","Unknown","No","No","Unknown","Bedroom","2","No"
"SITE_1974","ROOM_37646","APPL_87682","Laptop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","2","No","16","Measured or Known","LCD – LED","Yes","27","Measured or Known","LCD – LED",NA,NA,"Yes","No","2","0",NA,"Yes","No","Unknown","Living Room","9","No"
"SITE_1974","ROOM_32691","APPL_40630","Laptop","Acer",NA,"Unknown","N16P1","No","No","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Bedroom","7","Yes"
"SITE_1975","ROOM_33633","APPL_39155","Laptop","Lenovo",NA,"2022","300W GEN 3","Yes","Yes","Yes","Yes","1","No","12","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Living Room","6","No"
"SITE_1976","ROOM_46393","APPL_118295","Laptop","Lenovo",NA,"Unknown","LEGION","Unknown","Yes","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","2","1","Mouse","No","No","Unknown","Living Room","5","Unknown"
"SITE_1979","ROOM_43701","APPL_73078","Laptop","Microsoft",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","2","Mouse,  keyboard","Yes","No","Unknown","Bedroom","3","No"
"SITE_198","ROOM_20110","APPL_123660","Desktop","Custom",NA,"2021","Unknown","No","Yes","Yes","Yes","2","Yes","32","Measured or Known","LCD – LED","Yes","24","Measured or Known","LCD – LED",NA,NA,"Yes","No","1","1","Unknown","Yes","No","Unknown","Office","4","No"
"SITE_198","ROOM_20110","APPL_87970","Desktop","Custom",NA,"2017","Unknown","No","No","Unknown","Yes","1","Yes","32","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Unknown","Yes","No","Unknown","Office","3","No"
"SITE_1980","ROOM_28102","APPL_66050","Laptop","Lenovo",NA,"Unknown","#800384","No","Yes","No","Yes","3","Yes","20","Measured or Known","Unknown","Yes","20","Measured or Known","Unknown","12","Measured or Known","No","No","1","3","Mouse, keyboard, headset","Yes","No","Unknown","Dining Room","8","Yes"
"SITE_1981","ROOM_25035","APPL_66639","Integrated","Apple",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","20","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","Yes","Yes","4.5","Office","8","Yes"
"SITE_1981","ROOM_25035","APPL_70270","Integrated","Apple",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","20","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","Yes","No","Unknown","Office","13","Yes"
"SITE_1982","ROOM_18804","APPL_45600","Laptop","HP",NA,"Unknown","15-CS3153CL","No","No","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Bedroom","3","No"
"SITE_1982","ROOM_33053","APPL_35276","Laptop","Lenovo",NA,"2021","#YOGA 6 13ARE05","No","Yes","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","Unknown","Unknown","No","No","Unknown","Bedroom","4","No"
"SITE_1985","ROOM_35347","APPL_29568","Laptop","HP",NA,"Unknown","3168NGW","Unknown","Yes","Yes","Yes","3","Yes","24","Measured or Known","Unknown","Yes","24","Measured or Known","Unknown","16","Measured or Known","Yes","Unknown","1","3","Mouse, keyboard, speaker","Yes","No","Unknown","Bedroom","3","Yes"
"SITE_1986","ROOM_23053","APPL_165813","Laptop","Lenovo",NA,"Unknown","YOGA 7 14ITL5","No","Yes","Yes","Yes","1","No","13","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Living Room","2","No"
"SITE_1987","ROOM_46744","APPL_116539","Laptop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","32","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","Unknown","2","Unknown","Yes","No","Unknown","Living Room","2","No"
"SITE_1988","ROOM_25539","APPL_103078","Desktop","HP",NA,"Unknown","Unknown","No","Yes","No","Yes","1","Yes","24","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","3","Mouse, keyboard, speaker","Yes","No","Unknown","Bedroom","1","Yes"
"SITE_199","ROOM_2843","APPL_63139","Laptop","Apple",NA,"2017","MACBOOK PRO","No","Yes","Yes","Yes","2","No","13","Measured or Known","LCD – LED","Yes","27","Measured or Known","LCD – LED",NA,NA,"Yes","No","0","1","Unknown","No","No","Unknown","Office","9","No"
"SITE_199","ROOM_46815","APPL_124238","Laptop","HP",NA,"Unknown","PROBOOK","No","No","Yes","Yes","2","No","15","Measured or Known","LCD – LED","Yes","27","Measured or Known","LCD – LED",NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","8","No"
"SITE_1990","ROOM_22061","APPL_74850","Laptop","Apple",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","2","No","16","Measured or Known","Unknown","Yes","15","Measured or Known","Unknown",NA,NA,"No","No","1","1","Keyboard","No","No","Unknown","Bedroom","8","Yes"
"SITE_1991","ROOM_19167","APPL_132043","Laptop","Dell",NA,"Unknown","P106F","No","Yes","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Mouse","No","No","Unknown","Office","0","No"
"SITE_1992","ROOM_36849","APPL_15084","Desktop","ASUS",NA,"Unknown","Unknown","Unknown","Yes","Unknown","Yes","1","Yes","28","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","2","Mouse,  keyboard","No","No","Unknown","Bedroom","1","No"
"SITE_1995","ROOM_18918","APPL_90508","Desktop","Apple",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"Yes","No","1","Unknown","Unknown","Yes","No","Unknown","Living Room","2","No"
"SITE_1996","ROOM_7604","APPL_17664","Laptop","HP",NA,"Unknown","RTL8821CE","No","Yes","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Mouse","No","No","Unknown","Office","15","No"
"SITE_1997","ROOM_1261","APPL_131742","Integrated","Lenovo",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","24","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","No","No","Unknown","Office","2","Yes"
"SITE_1999","ROOM_27940","APPL_20431","Laptop","Dell",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","Unknown","Unknown","Yes","No","Unknown","Living Room","2","No"
"SITE_2","ROOM_18241","APPL_100418","Laptop","HP",NA,"Unknown","PAVILLION DM4","Unknown","Yes","Yes","Yes","2","No","15","Measured or Known","LCD – LED","Yes","32","Measured or Known","LCD – LED",NA,NA,"No","No","0","0",NA,"No","No","Unknown","Living Room","3","No"
"SITE_2","ROOM_6947","APPL_53083","Desktop","Unknown",NA,"Unknown","Unknown","No","No","Yes","Yes","1","Yes","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Unknown","No","No","Unknown","Bedroom","1","No"
"SITE_200","ROOM_44236","APPL_76850","Integrated","Dell",NA,"Unknown","W24C","No","No","Yes","Yes","1","No","24","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","0","2","Mouse,  keyboard","No","No","Unknown","Bedroom","1","No"
"SITE_200","ROOM_16260","APPL_143153","Laptop","HP",NA,"Unknown","ELITEBOOK","No","Yes","Yes","Yes","2","Yes","22","Measured or Known","LCD – LED","No","13","Measured or Known","LCD – LED",NA,NA,"Yes","No","1","1","Mouse","No","No","Unknown","Office","4","No"
"SITE_2000","ROOM_9925","APPL_45564","Desktop","HP",NA,"Unknown","ELITE DESK 800GITWR","No","Yes","Yes","Yes","3","Yes","42","Measured or Known","LCD – LED","Yes","32","Measured or Known","LCD – LED","32","Measured or Known","Yes","Yes","1","3","Unknown","No","No","Unknown","Office","3","No"
"SITE_2002","ROOM_5286","APPL_77393","Laptop","Microsoft",NA,"Unknown","SURFACE","Unknown","Yes","Yes","Yes","1","No","12","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","Unknown","1","Unknown","Yes","No","Unknown","Office","1","No"
"SITE_201","ROOM_5380","APPL_99087","Integrated","Apple",NA,"2017","IMAC RETINA 4K","Yes","Yes","Yes","Yes","1","No","21.5","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Bedroom","1","No"
"SITE_2011","ROOM_24417","APPL_15539","Laptop","Dell",NA,"2017","#LATITUDE E5570","Unknown","Yes","Yes","Yes","3","Unknown","18","Measured or Known","LCD – LED","No","24","Measured or Known","LCD – LED","15","Estimated","No","No","5","0",NA,"Unknown","No","Unknown","Bedroom","8","Yes"
"SITE_2011","ROOM_8138","APPL_150251","Laptop","HP",NA,"Unknown","CHROMEBOOK","Unknown","No","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","No","0","0",NA,"No","No","Unknown","Bedroom","1","Unknown"
"SITE_2011","ROOM_45074","APPL_75591","Laptop","Lenovo",NA,"Unknown","T480","Unknown","Yes","Yes","Yes","3","Yes","24","Measured or Known","LCD – LED","Yes","19","Measured or Known","LCD – LED","14","Estimated","Yes","Unknown","0","0",NA,"Yes","No","Unknown","Office","4","Yes"
"SITE_2011","ROOM_45074","APPL_140115","Desktop","HP",NA,"Unknown","PAVILION","Unknown","No","Yes","Yes","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Office","2","Yes"
"SITE_2011","ROOM_45074","APPL_61580","Laptop","Lenovo",NA,"Unknown","L14","Unknown","No","Yes","Yes","1","No","14","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Office","0","Yes"
"SITE_2013","ROOM_40708","APPL_97710","Laptop","Apple",NA,"Unknown","A1278","No","No","Yes","Yes","1","No","16","Estimated","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","1","No"
"SITE_2013","ROOM_6336","APPL_129547","Desktop","Dell",NA,"Unknown","OPTIPLEX 7020","No","Yes","Yes","Yes","1","Yes","24","Estimated","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Living Room","2","No"
"SITE_2014","ROOM_28912","APPL_138980","Laptop","Lenovo",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","3","Yes","24","Measured or Known","LCD – LED","Yes","24","Measured or Known","LCD – LED","15","Measured or Known","No","Yes","1","0",NA,"Yes","No","Unknown","Bedroom","9","No"
"SITE_2015","ROOM_15099","APPL_52722","Integrated","Apple",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","30","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Office","2","No"
"SITE_2015","ROOM_15099","APPL_38129","Desktop","Dell",NA,"Unknown","DIMENSION S100","No","No","Yes","Yes","1","Yes","24","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Office","1","No"
"SITE_2016","ROOM_28198","APPL_145112","Integrated","Apple",NA,"Unknown","MAC","No","Yes","Yes","Yes","1","Yes","24","Estimated","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","Unknown","Unknown","Unknown","No","No","Unknown","Office","3","No"
"SITE_2016","ROOM_4377","APPL_145910","Desktop","Apple",NA,"Unknown","MAC MINI","No","No","Yes","Yes","1","Yes","40","Estimated","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","Unknown","Unknown","Unknown","No","No","Unknown","Family Room","2","No"
"SITE_2016","ROOM_22324","APPL_171158","Laptop","Acer",NA,"Unknown","ASPIRE V5","No","No","Yes","Yes","1","No","16","Estimated","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","Unknown","Unknown","Unknown","No","No","Unknown","Closet","1","No"
"SITE_2017","ROOM_20466","APPL_2739","Desktop","Dell",NA,"Unknown","VOSTRO","No","Yes","Yes","Yes","1","Yes","22","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","A-b switch,  speakers","Yes","No","Unknown","Bedroom","4","Yes"
"SITE_2017","ROOM_20466","APPL_35208","Desktop","Dell",NA,"Unknown","VOSTRO","No","Yes","Yes","Yes","1","Yes","22","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","2","A-b switch,  speakers","Yes","No","Unknown","Bedroom","2","Yes"
"SITE_2018","ROOM_3954","APPL_105581","Desktop","ASUS",NA,"Unknown","Unknown","No","Yes","Yes","Yes","2","Yes","20","Measured or Known","LCD – LED","Yes","20","Measured or Known","LCD – LED",NA,NA,"Yes","Yes","Unknown","2","Keyboard, mouse","Yes","No","Unknown","Office","12","Yes"
"SITE_2018","ROOM_3954","APPL_48430","Desktop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","32","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","Unknown","2","Keyboard, mouse","Yes","No","Unknown","Office","13","Yes"
"SITE_2019","ROOM_39001","APPL_126507","Desktop","HP",NA,"Unknown","Unknown","No","Yes","No","Yes","1","Yes","21","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Living Room","11","Yes"
"SITE_202","ROOM_5255","APPL_108126","Desktop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","19","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","3","Mouse,  keyboard,  speakers","Yes","No","Unknown","Bedroom","2","Yes"
"SITE_2020","ROOM_3153","APPL_108032","Desktop","Dell",NA,"Unknown","Unknown","No","No","Yes","Yes","1","Yes","19","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","Yes","Unknown","2","Keyboard, mouse","Yes","No","Unknown","Other","2","No"
"SITE_2020","ROOM_3873","APPL_81662","Desktop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","32","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","Unknown","2","Keyboard, mouse","Yes","No","Unknown","Office","3","No"
"SITE_2020","ROOM_31557","APPL_2850","Desktop","Apple",NA,"Unknown","MAC","No","No","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","Yes","Unknown","2","Keyboard, mouse","Yes","No","Unknown","Kitchen","1","No"
"SITE_2022","ROOM_25972","APPL_18624","Laptop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","Unknown","3","Keyboard,  mouse, monitor","Yes","No","Unknown","Bedroom","2","No"
"SITE_2025","ROOM_19219","APPL_4280","Desktop","Corsair",NA,"Unknown","Unknown","No","Yes","No","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Bedroom","24","Yes"
"SITE_2025","ROOM_19219","APPL_89403","Laptop","Corsair",NA,"Unknown","Unknown","No","No","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Bedroom","7","Yes"
"SITE_2026","ROOM_38418","APPL_67898","Desktop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","2","Yes","32","Measured or Known","LCD – LED","Yes","32","Measured or Known","LCD – LED",NA,NA,"Yes","Yes","Unknown","2","Keyboard, mouse","Yes","No","Unknown","Office","12","No"
"SITE_2027","ROOM_38352","APPL_106215","Laptop","LG",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"No","No","Unknown","Unknown","Unknown","Yes","No","Unknown","Family Room","4","No"
"SITE_2028","ROOM_24433","APPL_159777","Laptop","ASUS",NA,"Unknown","JANRCX02L414444","Unknown","Yes","Yes","Yes","2","Yes","14","Measured or Known","LCD – Fluorescent","No","16","Estimated","LCD – Fluorescent",NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Bedroom","4","No"
"SITE_2028","ROOM_2917","APPL_21095","Laptop","Acer",NA,"Unknown","Unknown","Unknown","No","Yes","Yes","2","Yes","22","Estimated","LCD – Fluorescent","No","16","Estimated","LCD – Fluorescent",NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","3","No"
"SITE_2028","ROOM_2917","APPL_127117","Desktop","ASUS",NA,"Unknown","Unknown","No","No","Yes","Yes","1","Yes","22","Estimated","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","2","No"
"SITE_2029","ROOM_33184","APPL_113419","Laptop","HP",NA,"Unknown","17M-CH1013DX","No","Yes","Yes","Yes","1","Unknown","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","8","Unknown","Yes","No","Unknown","Bedroom","8","Yes"
"SITE_203","ROOM_23602","APPL_115906","Laptop","HP",NA,"Unknown","ENVY","No","No","Yes","Yes","2","Yes","20","Measured or Known","Unknown","No","15","Measured or Known","Unknown",NA,NA,"No","No","0","1","Mouse","Yes","No","Unknown","Bedroom","3","Yes"
"SITE_2031","ROOM_9847","APPL_103381","Laptop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"Yes","No","Unknown","Office","10","No"
"SITE_2032","ROOM_14676","APPL_124109","Laptop","ASUS",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","16","Estimated","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Bedroom","2","Yes"
"SITE_2033","ROOM_8215","APPL_157014","Laptop","Apple",NA,"Unknown","MACBOOK PRO","No","Yes","Yes","Yes","1","No","16","Estimated","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Living Room","3","No"
"SITE_2033","ROOM_45913","APPL_41446","Desktop","Apple",NA,"Unknown","MAC MINI","No","No","Yes","Yes","1","Yes","20","Estimated","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Bedroom","2","No"
"SITE_2035","ROOM_36969","APPL_83682","Desktop","LG",NA,"Unknown","SELF BUILT","No","Yes","Yes","Yes","4","Yes","24","Measured or Known","LCD – LED","Yes","24","Measured or Known","LCD – LED","24","Measured or Known","No","No","Unknown","2","Keyboard, mouse","Yes","No","Unknown","Bedroom","14","Yes"
"SITE_2036","ROOM_46808","APPL_87578","Laptop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","2","No","17","Measured or Known","LCD – LED","Yes","32","Measured or Known","LCD – LED",NA,NA,"Yes","Yes","Unknown","2","Keyboard, mouse","Yes","No","Unknown","Family Room","4","No"
"SITE_2037","ROOM_1400","APPL_60820","Laptop","Dell",NA,"Unknown","P114G","No","Yes","Yes","Yes","2","Yes","24","Measured or Known","LCD – LED","No","15","Measured or Known","LCD – LED",NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Bedroom","8","Yes"
"SITE_2038","ROOM_2090","APPL_56937","Desktop","Apple",NA,"Unknown","MAC","No","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","Unknown","2","Keyboard, mouse","Yes","No","Unknown","Office","5","No"
"SITE_2038","ROOM_2090","APPL_76885","Desktop","HP",NA,"Unknown","Unknown","No","No","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","Unknown","3","Keyboard, mouse, monitor","Yes","No","Unknown","Office","4","No"
"SITE_2038","ROOM_2090","APPL_78871","Desktop","ASUS",NA,"Unknown","Unknown","No","No","Yes","Yes","2","Yes","24","Measured or Known","LCD – LED","Yes","24","Measured or Known","LCD – LED",NA,NA,"Yes","Yes","Unknown","3","Keyboard,  mouse, 2 monitors","Yes","No","Unknown","Office","4","No"
"SITE_2039","ROOM_17408","APPL_100295","Desktop","Dell",NA,"Unknown","6XH4H63","No","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","0",NA,"Yes","No","Unknown","Office","2","No"
