"SiteID","RoomID","ApplianceID","Application","Application_Other","Smart_Power_Strip","Power_Strip_Device_Qty","Wifi_Enabled","Room_Type"
"SITE_213","ROOM_24569","APPL_152203","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_213","ROOM_13146","APPL_119917","Entertainment Center",NA,"No","4","No","Bedroom"
"SITE_214","ROOM_43045","APPL_99083","Other","general use","No","2","No","Bedroom"
"SITE_214","ROOM_10756","APPL_107203","Other","general use","No","4","No","Bedroom"
"SITE_215","ROOM_13069","APPL_29653","Entertainment Center",NA,"No","4","No","Family Room"
"SITE_215","ROOM_4640","APPL_67227","Other","Lamp,  alarm clock","No","2","No","Bedroom"
"SITE_215","ROOM_21555","APPL_144172","Home Office",NA,"No","1","No","Office"
"SITE_215","ROOM_30750","APPL_66714","Other","BEDROOM","No","1","No","Bedroom"
"SITE_216","ROOM_5794","APPL_12072","Home Office",NA,"No","2","No","Garage"
"SITE_216","ROOM_5773","APPL_88642","Home Office",NA,"No","2","No","Bedroom"
"SITE_216","ROOM_35561","APPL_77868","Home Office",NA,"No","3","No","Office"
"SITE_216","ROOM_17663","APPL_141368","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_217","ROOM_44946","APPL_121379","Entertainment Center",NA,"No","2","No","Family Room"
"SITE_217","ROOM_44946","APPL_8574","Other","Lamps","No","2","No","Family Room"
"SITE_217","ROOM_3961","APPL_146498","Other","Lamp","No","1","No","Bedroom"
"SITE_217","ROOM_44946","APPL_44417","Entertainment Center",NA,"No","2","No","Family Room"
"SITE_217","ROOM_22481","APPL_96785","Home Office",NA,"No","4","No","Office"
"SITE_217","ROOM_44946","APPL_96018","Entertainment Center",NA,"No","4","No","Family Room"
"SITE_217","ROOM_41195","APPL_127385","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_218","ROOM_28781","APPL_2848","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_218","ROOM_28781","APPL_23842","Other","general","No","2","No","Bedroom"
"SITE_22","ROOM_19924","APPL_35278","Other","Unknown","Unknown","3","No","Kitchen"
"SITE_22","ROOM_42784","APPL_174226","Other","just other","Unknown","3","Unknown","Bedroom"
"SITE_221","ROOM_10901","APPL_168174","Entertainment Center",NA,"No","1","No","Family Room"
"SITE_221","ROOM_10901","APPL_155544","Entertainment Center",NA,"Unknown","5","No","Family Room"
"SITE_221","ROOM_10901","APPL_2556","Home Office",NA,"Unknown","3","No","Family Room"
"SITE_221","ROOM_21188","APPL_58766","Other","Alexa and security","Unknown","2","No","Living Room"
"SITE_221","ROOM_44362","APPL_110489","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_224","ROOM_2573","APPL_166356","Home Office",NA,"No","3","No","Bedroom"
"SITE_226","ROOM_29874","APPL_13513","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_226","ROOM_36585","APPL_155934","Home Office",NA,"No","3","No","Office"
"SITE_227","ROOM_33246","APPL_153938","Home Office",NA,"No","4","No","Kitchen"
"SITE_227","ROOM_40180","APPL_57712","Home Office",NA,"No","6","No","Garage"
"SITE_229","ROOM_3835","APPL_47653","Other","just another power strip","No","2","No","Bedroom"
"SITE_230","ROOM_9856","APPL_68143","Home Office",NA,"No","3","No","Bedroom"
"SITE_230","ROOM_9856","APPL_26540","Home Office",NA,"No","4","No","Bedroom"
"SITE_231","ROOM_43057","APPL_29547","Entertainment Center",NA,"No","8","No","Living Room"
"SITE_231","ROOM_22396","APPL_169781","Home Office",NA,"No","2","No","Bedroom"
"SITE_232","ROOM_36556","APPL_103545","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_232","ROOM_26414","APPL_101509","Other","Bedside","No","1","No","Bedroom"
"SITE_232","ROOM_17303","APPL_40301","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_232","ROOM_26414","APPL_24626","Entertainment Center",NA,"No","1","No","Bedroom"
"SITE_232","ROOM_26414","APPL_81817","Other","Bedroom","No","1","No","Bedroom"
"SITE_234","ROOM_12008","APPL_113234","Other","Charging","No","0","No","Bedroom"
"SITE_234","ROOM_14287","APPL_43512","Entertainment Center",NA,"No","5","No","Family Room"
"SITE_235","ROOM_33289","APPL_144861","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_235","ROOM_36001","APPL_144798","Other","Misc bedroom","No","1","No","Bedroom"
"SITE_237","ROOM_6400","APPL_27425","Entertainment Center",NA,"No","5","No","Hallway"
"SITE_237","ROOM_22931","APPL_67376","Entertainment Center",NA,"No","4","No","Bedroom"
"SITE_237","ROOM_38145","APPL_42220","Entertainment Center",NA,"No","4","No","Bedroom"
"SITE_238","ROOM_29611","APPL_19257","Entertainment Center",NA,"Unknown","4","No","Family Room"
"SITE_238","ROOM_23842","APPL_59994","Home Office",NA,"No","2","No","Bedroom"
"SITE_238","ROOM_708","APPL_86930","Entertainment Center",NA,"No","5","No","Bedroom"
"SITE_239","ROOM_21975","APPL_28543","Home Office",NA,"No","4","No","Family Room"
"SITE_239","ROOM_19699","APPL_151624","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_239","ROOM_21975","APPL_153271","Entertainment Center",NA,"No","5","No","Family Room"
"SITE_24","ROOM_41759","APPL_16862","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_240","ROOM_5422","APPL_24728","Home Office",NA,"No","4","No","Bedroom"
"SITE_240","ROOM_26802","APPL_113527","Entertainment Center",NA,"No","2","No","Family Room"
"SITE_241","ROOM_4503","APPL_122016","Other","Modem,  router and 2 garden devices","No","4","No","Bedroom"
"SITE_243","ROOM_18745","APPL_139231","Entertainment Center",NA,"No","6","No","Living Room"
"SITE_243","ROOM_2959","APPL_16573","Home Office",NA,"No","2","No","Family Room"
"SITE_244","ROOM_30912","APPL_81456","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_244","ROOM_32314","APPL_117614","Entertainment Center",NA,"No","4","No","Bedroom"
"SITE_245","ROOM_2713","APPL_146458","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_245","ROOM_2713","APPL_146184","Other","Bedding purposes","No","2","No","Bedroom"
"SITE_245","ROOM_2713","APPL_158577","Entertainment Center",NA,"No","1","No","Bedroom"
"SITE_245","ROOM_2713","APPL_169230","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_245","ROOM_10542","APPL_11816","Entertainment Center",NA,"No","4","No","Family Room"
"SITE_248","ROOM_18631","APPL_23891","Home Office",NA,"No","1","No","Bedroom"
"SITE_248","ROOM_18631","APPL_117797","Home Office",NA,"No","6","No","Bedroom"
"SITE_248","ROOM_40761","APPL_35926","Other","Chargers and lights","No","0","No","Family Room"
"SITE_248","ROOM_40245","APPL_47366","Other","Bedside table","No","1","No","Bedroom"
"SITE_249","ROOM_43959","APPL_29607","Entertainment Center",NA,"No","5","No","Bedroom"
"SITE_249","ROOM_43959","APPL_763","Entertainment Center",NA,"No","6","No","Bedroom"
"SITE_249","ROOM_45974","APPL_33236","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_249","ROOM_14640","APPL_159348","Entertainment Center",NA,"No","4","No","Garage"
"SITE_249","ROOM_45974","APPL_14913","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_250","ROOM_7893","APPL_41443","Home Office",NA,"No","3","No","Office"
"SITE_251","ROOM_32276","APPL_144407","Home Office",NA,"No","3","No","Office"
"SITE_251","ROOM_34836","APPL_138397","Home Office",NA,"Unknown","3","No","Family Room"
"SITE_251","ROOM_34836","APPL_1188","Home Office",NA,"Unknown","6","No","Family Room"
"SITE_252","ROOM_16092","APPL_9503","Other","Charging station for Pet drinking fountai","No","1","No","Kitchen"
"SITE_252","ROOM_2086","APPL_26729","Entertainment Center",NA,"No","Unknown","Unknown","Living Room"
"SITE_252","ROOM_2086","APPL_31376","Entertainment Center",NA,"No","0","No","Living Room"
"SITE_252","ROOM_34814","APPL_38678","Home Office",NA,"No","1","No","Bedroom"
"SITE_252","ROOM_34814","APPL_21333","Home Office",NA,"No","4","No","Bedroom"
"SITE_252","ROOM_34814","APPL_155764","Entertainment Center",NA,"No","4","Unknown","Bedroom"
"SITE_252","ROOM_15266","APPL_148700","Other","Lighting","No","3","No","Living Room"
"SITE_252","ROOM_2086","APPL_173513","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_254","ROOM_39681","APPL_156030","Home Office",NA,"No","5","No","Office"
"SITE_254","ROOM_20486","APPL_147883","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_255","ROOM_43238","APPL_56063","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_256","ROOM_33672","APPL_13630","Entertainment Center",NA,"No","6","No","Family Room"
"SITE_256","ROOM_33672","APPL_74503","Home Office",NA,"No","6","No","Family Room"
"SITE_256","ROOM_15014","APPL_156593","Other","For miscellaneous appliances","No","3","No","Bedroom"
"SITE_256","ROOM_26880","APPL_25930","Other","Bedside power strip","No","3","No","Bedroom"
"SITE_256","ROOM_26880","APPL_117195","Entertainment Center",NA,"No","1","No","Bedroom"
"SITE_256","ROOM_26880","APPL_98699","Other","Bedside","No","2","No","Bedroom"
"SITE_256","ROOM_14956","APPL_162020","Other","Lamp and air freshener","No","2","No","Bedroom"
"SITE_256","ROOM_15014","APPL_146537","Other","Sewing machine equipments","No","3","No","Bedroom"
"SITE_259","ROOM_21392","APPL_14073","Other","bedroom","No","2","No","Other"
"SITE_259","ROOM_3987","APPL_139315","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_259","ROOM_3987","APPL_141390","Home Office",NA,"No","3","No","Living Room"
"SITE_26","ROOM_5259","APPL_67314","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_260","ROOM_41695","APPL_20080","Entertainment Center",NA,"No","6","No","Living Room"
"SITE_260","ROOM_46141","APPL_63926","Entertainment Center",NA,"No","4","No","Bedroom"
"SITE_260","ROOM_8676","APPL_116042","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_260","ROOM_46141","APPL_122324","Home Office",NA,"No","1","No","Bedroom"
"SITE_260","ROOM_22316","APPL_143925","Home Office",NA,"No","2","No","Bedroom"
"SITE_260","ROOM_45547","APPL_153712","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_260","ROOM_22316","APPL_158837","Entertainment Center",NA,"No","5","No","Bedroom"
"SITE_261","ROOM_37128","APPL_48331","Home Office",NA,"No","5","No","Office"
"SITE_262","ROOM_32349","APPL_71828","Entertainment Center",NA,"No","6","No","Living Room"
"SITE_262","ROOM_14091","APPL_58509","Entertainment Center",NA,"No","4","No","Bedroom"
"SITE_263","ROOM_27988","APPL_63344","Home Office",NA,"No","5","No","Bedroom"
"SITE_263","ROOM_15949","APPL_75470","Entertainment Center",NA,"No","6","No","Living Room"
"SITE_264","ROOM_35639","APPL_63245","Entertainment Center",NA,"No","6","No","Living Room"
"SITE_264","ROOM_5507","APPL_66552","Home Office",NA,"No","6","No","Office"
"SITE_264","ROOM_5507","APPL_121129","Home Office",NA,"No","3","No","Office"
"SITE_264","ROOM_9663","APPL_136456","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_265","ROOM_20864","APPL_132876","Home Office",NA,"No","8","No","Office"
"SITE_265","ROOM_27474","APPL_132794","Entertainment Center",NA,"No","6","No","Family Room"
"SITE_267","ROOM_36029","APPL_144525","Other","Salt Lamp and Charger","No","1","No","Bedroom"
"SITE_268","ROOM_38038","APPL_163728","Home Office",NA,"No","3","No","Bedroom"
"SITE_269","ROOM_19322","APPL_27979","Other","kitchen","No","4","No","Kitchen"
"SITE_269","ROOM_26989","APPL_158115","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_269","ROOM_5559","APPL_94012","Entertainment Center",NA,"No","3","No","Family Room"
"SITE_270","ROOM_6459","APPL_3525","Home Office",NA,"No","2","No","Bedroom"
"SITE_270","ROOM_25714","APPL_78985","Home Office",NA,"No","4","No","Bedroom"
"SITE_272","ROOM_2830","APPL_129142","Home Office",NA,"No","Unknown","No","Bedroom"
"SITE_272","ROOM_2830","APPL_142738","Home Office",NA,"No","3","No","Bedroom"
"SITE_272","ROOM_45654","APPL_49133","Home Office",NA,"No","7","No","Bedroom"
"SITE_272","ROOM_14744","APPL_62839","Other","BEDSIDE","No","3","No","Bedroom"
"SITE_272","ROOM_11845","APPL_70877","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_274","ROOM_609","APPL_173331","Entertainment Center",NA,"Unknown","2","Unknown","Bedroom"
"SITE_275","ROOM_2823","APPL_52967","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_276","ROOM_15667","APPL_128903","Home Office",NA,"No","4","No","Office"
"SITE_276","ROOM_37657","APPL_62075","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_276","ROOM_955","APPL_174340","Home Office",NA,"No","4","No","Bedroom"
"SITE_277","ROOM_21113","APPL_154435","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_278","ROOM_16754","APPL_35185","Other","garage","No","4","No","Garage"
"SITE_278","ROOM_13490","APPL_109782","Other","kitchen","No","2","No","Kitchen"
"SITE_278","ROOM_13490","APPL_132368","Other","kitchen","No","4","No","Kitchen"
"SITE_278","ROOM_40875","APPL_90198","Other","bathroom general use","No","4","No","Bathroom"
"SITE_279","ROOM_22187","APPL_131994","Home Office",NA,"No","5","No","Office"
"SITE_28","ROOM_6394","APPL_103731","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_28","ROOM_6394","APPL_7633","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_281","ROOM_32960","APPL_148078","Other","TOOLS","No","1","No","Garage"
"SITE_281","ROOM_41299","APPL_119748","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_281","ROOM_6589","APPL_96660","Home Office",NA,"No","4","No","Bedroom"
"SITE_281","ROOM_5164","APPL_34571","Home Office",NA,"No","5","No","Bedroom"
"SITE_282","ROOM_25042","APPL_125926","Entertainment Center",NA,"No","4","No","Bedroom"
"SITE_282","ROOM_25779","APPL_96726","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_282","ROOM_17263","APPL_55261","Other","Lots of lighting for basement room","No","2","No","Bedroom"
"SITE_283","ROOM_43512","APPL_65550","Entertainment Center",NA,"Yes","5","No","Basement"
"SITE_284","ROOM_19980","APPL_29013","Entertainment Center",NA,"No","6","No","Family Room"
"SITE_284","ROOM_29774","APPL_83151","Home Office",NA,"No","4","No","Office"
"SITE_284","ROOM_29774","APPL_174308","Home Office",NA,"No","3","No","Office"
"SITE_284","ROOM_6660","APPL_27017","Entertainment Center",NA,"No","2","No","Garage"
"SITE_284","ROOM_37848","APPL_125583","Other","misc charging","No","3","No","Kitchen"
"SITE_285","ROOM_45929","APPL_86628","Home Office",NA,"No","2","No","Office"
"SITE_285","ROOM_33145","APPL_160995","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_286","ROOM_21616","APPL_112847","Home Office",NA,"No","1","No","Bedroom"
"SITE_286","ROOM_29149","APPL_140447","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_287","ROOM_34436","APPL_113655","Home Office",NA,"No","3","No","Office"
"SITE_287","ROOM_34436","APPL_153497","Home Office",NA,"No","3","No","Office"
"SITE_287","ROOM_44993","APPL_144325","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_288","ROOM_27225","APPL_151113","Entertainment Center",NA,"No","1","No","Living Room"
"SITE_288","ROOM_27225","APPL_124398","Entertainment Center",NA,"No","6","No","Living Room"
"SITE_288","ROOM_23619","APPL_51540","Home Office",NA,"No","3","No","Office"
"SITE_288","ROOM_31487","APPL_49942","Home Office",NA,"No","3","No","Office"
"SITE_288","ROOM_46598","APPL_123612","Other","Bedroom","No","1","No","Bedroom"
"SITE_297","ROOM_8403","APPL_140551","Home Office",NA,"No","1","No","Living Room"
"SITE_297","ROOM_34781","APPL_165483","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_297","ROOM_26765","APPL_40242","Other","LIGHTING","No","2","No","Bedroom"
"SITE_297","ROOM_27450","APPL_58789","Home Office",NA,"No","3","No","Kitchen"
"SITE_297","ROOM_5833","APPL_77637","Home Office",NA,"No","4","No","Office"
"SITE_299","ROOM_25811","APPL_45936","Home Office",NA,"No","4","No","Kitchen"
"SITE_3","ROOM_5795","APPL_49304","Home Office",NA,"No","6","Unknown","Office"
"SITE_30","ROOM_42915","APPL_75588","Entertainment Center",NA,"No","5","No","Bedroom"
"SITE_30","ROOM_7488","APPL_122178","Home Office",NA,"No","6","No","Bedroom"
"SITE_30","ROOM_7488","APPL_158321","Home Office",NA,"No","2","No","Bedroom"
"SITE_30","ROOM_7488","APPL_140931","Home Office",NA,"No","4","No","Bedroom"
"SITE_30","ROOM_7488","APPL_67231","Home Office",NA,"No","3","No","Bedroom"
"SITE_30","ROOM_11715","APPL_144103","Other","Unknown","No","4","No","Garage"
"SITE_30","ROOM_11715","APPL_164574","Other","misc","No","4","No","Garage"
"SITE_30","ROOM_7488","APPL_3196","Home Office",NA,"No","3","No","Bedroom"
"SITE_30","ROOM_20932","APPL_155557","Other","kitchen","No","0","No","Kitchen"
"SITE_30","ROOM_20932","APPL_91864","Other","kitchen","No","1","No","Kitchen"
"SITE_30","ROOM_20932","APPL_41610","Other","kitchen","No","2","No","Kitchen"
"SITE_30","ROOM_42915","APPL_140345","Other","lighting misc","No","2","No","Bedroom"
"SITE_30","ROOM_43668","APPL_121394","Other","misc","No","3","No","Bedroom"
"SITE_30","ROOM_34777","APPL_90761","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_300","ROOM_37965","APPL_88833","Home Office",NA,"No","4","No","Living Room"
"SITE_301","ROOM_12258","APPL_141454","Other","Bedroom","No","2","No","Bedroom"
"SITE_301","ROOM_11467","APPL_39419","Home Office",NA,"No","2","No","Bedroom"
"SITE_301","ROOM_288","APPL_88995","Other","Bedroom","No","1","No","Bedroom"
"SITE_301","ROOM_11467","APPL_154921","Entertainment Center",NA,"No","4","No","Bedroom"
"SITE_301","ROOM_34589","APPL_167847","Home Office",NA,"No","2","No","Office"
"SITE_301","ROOM_288","APPL_3615","Other","Bedroom","No","1","No","Bedroom"
"SITE_301","ROOM_28933","APPL_113810","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_301","ROOM_11467","APPL_166715","Home Office",NA,"No","4","No","Bedroom"
"SITE_301","ROOM_11467","APPL_45076","Entertainment Center",NA,"No","6","No","Bedroom"
"SITE_303","ROOM_11585","APPL_129676","Entertainment Center",NA,"No","6","No","Living Room"
"SITE_303","ROOM_3741","APPL_23326","Home Office",NA,"No","3","No","Bedroom"
"SITE_306","ROOM_22233","APPL_40691","Home Office",NA,"No","2","No","Office"
"SITE_307","ROOM_12367","APPL_20313","Home Office",NA,"Unknown","4","No","Bedroom"
"SITE_307","ROOM_31165","APPL_173295","Entertainment Center",NA,"Unknown","4","Unknown","Living Room"
"SITE_307","ROOM_26205","APPL_172903","Home Office",NA,"No","4","No","Office"
"SITE_308","ROOM_45693","APPL_106872","Other","Lamp and a charger","No","2","No","Bedroom"
"SITE_309","ROOM_11446","APPL_91605","Other","Steamer and fan","No","2","No","Bedroom"
"SITE_309","ROOM_19451","APPL_107871","Entertainment Center",NA,"No","9","No","Living Room"
"SITE_309","ROOM_19451","APPL_138272","Home Office",NA,"No","1","No","Living Room"
"SITE_309","ROOM_11906","APPL_101390","Home Office",NA,"No","5","No","Office"
"SITE_309","ROOM_44","APPL_142173","Entertainment Center",NA,"No","3","No","Outside"
"SITE_309","ROOM_11906","APPL_166445","Home Office",NA,"No","4","No","Office"
"SITE_310","ROOM_35078","APPL_66614","Home Office",NA,"No","3","No","Bedroom"
"SITE_311","ROOM_39420","APPL_109767","Entertainment Center",NA,"No","6","No","Hallway"
"SITE_311","ROOM_34021","APPL_71376","Entertainment Center",NA,"No","4","No","Garage"
"SITE_311","ROOM_31797","APPL_80734","Home Office",NA,"No","1","No","Office"
"SITE_311","ROOM_7884","APPL_108713","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_312","ROOM_15919","APPL_64713","Other","Beauty","No","2","No","Closet"
"SITE_312","ROOM_35593","APPL_43704","Home Office",NA,"No","2","No","Bedroom"
"SITE_312","ROOM_15938","APPL_35787","Entertainment Center",NA,"No","4","No","Bedroom"
"SITE_312","ROOM_35593","APPL_25636","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_312","ROOM_29953","APPL_169615","Home Office",NA,"No","4","No","Office"
"SITE_313","ROOM_28266","APPL_127372","Home Office",NA,"No","2","No","Office"
"SITE_313","ROOM_41904","APPL_10111","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_313","ROOM_28266","APPL_32369","Home Office",NA,"No","3","No","Office"
"SITE_314","ROOM_5201","APPL_147685","Entertainment Center",NA,"No","1","No","Living Room"
"SITE_314","ROOM_5201","APPL_170567","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_314","ROOM_5201","APPL_24936","Other","Misc charging","No","3","No","Living Room"
"SITE_314","ROOM_19362","APPL_86198","Other","Bed","No","4","No","Bedroom"
"SITE_314","ROOM_244","APPL_148246","Other","Fitness","No","1","No","Family Room"
"SITE_314","ROOM_244","APPL_116009","Entertainment Center",NA,"No","5","No","Family Room"
"SITE_314","ROOM_244","APPL_38545","Entertainment Center",NA,"Yes","1","No","Family Room"
"SITE_314","ROOM_244","APPL_139265","Entertainment Center",NA,"No","3","No","Family Room"
"SITE_314","ROOM_43989","APPL_153375","Other","Bed","No","4","No","Bedroom"
"SITE_314","ROOM_1901","APPL_66738","Home Office",NA,"No","4","No","Office"
"SITE_314","ROOM_1901","APPL_154106","Home Office",NA,"No","4","No","Office"
"SITE_316","ROOM_5855","APPL_76360","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_316","ROOM_26751","APPL_171084","Home Office",NA,"No","4","Unknown","Bedroom"
"SITE_316","ROOM_3308","APPL_7079","Other","CHARGING STATION","No","2","Unknown","Bedroom"
"SITE_316","ROOM_38563","APPL_35146","Other","Charging","No","2","No","Garage"
"SITE_317","ROOM_31309","APPL_54365","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_32","ROOM_12571","APPL_72044","Home Office",NA,"No","2","No","Office"
"SITE_320","ROOM_31306","APPL_88522","Entertainment Center",NA,"No","1","No","Living Room"
"SITE_321","ROOM_31153","APPL_120791","Home Office",NA,"No","3","No","Living Room"
"SITE_321","ROOM_31153","APPL_132864","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_322","ROOM_38302","APPL_62312","Home Office",NA,"No","6","No","Bedroom"
"SITE_324","ROOM_35969","APPL_130508","Home Office",NA,"No","6","No","Bedroom"
"SITE_325","ROOM_20852","APPL_58571","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_326","ROOM_3756","APPL_133956","Home Office",NA,"No","4","No","Office"
"SITE_326","ROOM_18233","APPL_97234","Other","Misc","No","4","No","Living Room"
"SITE_326","ROOM_18233","APPL_163980","Home Office",NA,"No","1","No","Living Room"
"SITE_326","ROOM_3756","APPL_108928","Home Office",NA,"No","3","No","Office"
"SITE_327","ROOM_1664","APPL_27219","Entertainment Center",NA,"No","5","No","Family Room"
"SITE_327","ROOM_42492","APPL_33839","Other","Bedside table","No","2","No","Bedroom"
"SITE_328","ROOM_34829","APPL_104725","Home Office",NA,"No","3","No","Living Room"
"SITE_330","ROOM_17606","APPL_45919","Home Office",NA,"No","3","No","Bedroom"
"SITE_331","ROOM_36811","APPL_67815","Home Office",NA,"No","3","No","Bedroom"
"SITE_331","ROOM_10149","APPL_21072","Other","bedroom","No","2","No","Bedroom"
"SITE_331","ROOM_30128","APPL_59701","Other","general use","No","4","No","Living Room"
"SITE_332","ROOM_5378","APPL_32306","Home Office",NA,"No","3","No","Bedroom"
"SITE_332","ROOM_5378","APPL_168499","Home Office",NA,"No","6","No","Bedroom"
"SITE_333","ROOM_44286","APPL_75998","Home Office",NA,"No","4","No","Office"
"SITE_333","ROOM_30267","APPL_76099","Entertainment Center",NA,"No","5","No","Family Room"
"SITE_334","ROOM_13139","APPL_19346","Home Office",NA,"No","2","No","Family Room"
"SITE_334","ROOM_46040","APPL_168992","Home Office",NA,"No","3","No","Bedroom"
"SITE_336","ROOM_28754","APPL_31607","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_336","ROOM_8238","APPL_13130","Other","Unknown","No","6","No","Other"
"SITE_337","ROOM_30532","APPL_102106","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_337","ROOM_33823","APPL_50503","Other","lamp","No","4","No","Bedroom"
"SITE_338","ROOM_28224","APPL_160149","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_34","ROOM_444","APPL_32594","Entertainment Center",NA,"No","6","No","Living Room"
"SITE_34","ROOM_14686","APPL_149338","Entertainment Center",NA,"No","3","No","Family Room"
"SITE_343","ROOM_40624","APPL_3272","Other","Charging station","No","6","No","Kitchen"
"SITE_343","ROOM_18942","APPL_71906","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_343","ROOM_16479","APPL_53428","Home Office",NA,"No","2","No","Bedroom"
"SITE_343","ROOM_18942","APPL_83520","Entertainment Center",NA,"Unknown","2","Unknown","Living Room"
"SITE_344","ROOM_8012","APPL_112599","Home Office",NA,"Yes","2","No","Bedroom"
"SITE_346","ROOM_3850","APPL_44883","Entertainment Center",NA,"No","1","No","Living Room"
"SITE_346","ROOM_3850","APPL_94205","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_346","ROOM_30562","APPL_18117","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_346","ROOM_15725","APPL_12749","Home Office",NA,"No","4","No","Bedroom"
"SITE_346","ROOM_15725","APPL_75411","Home Office",NA,"No","2","No","Bedroom"
"SITE_347","ROOM_25301","APPL_10965","Entertainment Center",NA,"No","5","No","Bedroom"
"SITE_347","ROOM_25301","APPL_128128","Entertainment Center",NA,"No","1","No","Bedroom"
"SITE_348","ROOM_3883","APPL_113446","Home Office",NA,"No","3","No","Bedroom"
"SITE_349","ROOM_39094","APPL_103247","Home Office",NA,"No","2","No","Living Room"
"SITE_352","ROOM_24476","APPL_3404","Other","BEDSIDE","No","3","No","Bedroom"
"SITE_355","ROOM_33226","APPL_70275","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_357","ROOM_11723","APPL_24306","Home Office",NA,"No","6","No","Office"
"SITE_358","ROOM_5285","APPL_36887","Home Office",NA,"No","2","No","Bedroom"
"SITE_358","ROOM_8243","APPL_19270","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_359","ROOM_1059","APPL_149454","Home Office",NA,"No","5","No","Bedroom"
"SITE_359","ROOM_33899","APPL_171000","Home Office",NA,"No","4","No","Bedroom"
"SITE_359","ROOM_40163","APPL_110667","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_36","ROOM_1390","APPL_68208","Other","LIGHTS","No","2","No","Family Room"
"SITE_36","ROOM_30040","APPL_60353","Home Office",NA,"No","1","No","Office"
"SITE_36","ROOM_1390","APPL_172721","Home Office",NA,"No","3","No","Family Room"
"SITE_36","ROOM_30040","APPL_42623","Home Office",NA,"No","5","No","Office"
"SITE_36","ROOM_15373","APPL_59660","Entertainment Center",NA,"No","6","No","Bedroom"
"SITE_360","ROOM_20321","APPL_118152","Home Office",NA,"No","3","No","Dining Room"
"SITE_360","ROOM_1180","APPL_53420","Home Office",NA,"No","2","No","Living Room"
"SITE_367","ROOM_42408","APPL_117262","Other","misc","No","3","No","Living Room"
"SITE_368","ROOM_16558","APPL_82135","Entertainment Center",NA,"No","6","No","Family Room"
"SITE_368","ROOM_16558","APPL_78166","Entertainment Center",NA,"No","4","No","Family Room"
"SITE_368","ROOM_26191","APPL_165054","Home Office",NA,"No","5","No","Bedroom"
"SITE_368","ROOM_7348","APPL_83104","Home Office",NA,"No","3","No","Office"
"SITE_368","ROOM_7348","APPL_55001","Home Office",NA,"No","3","No","Office"
