"SiteID","RoomID","ApplianceID","Application","Application_Other","Smart_Power_Strip","Power_Strip_Device_Qty","Wifi_Enabled","Room_Type"
"SITE_137","ROOM_45714","APPL_24219","Other","Tredmill","No","1","No","Other"
"SITE_1370","ROOM_11612","APPL_159921","Other","Fitness","No","3","No","Family Room"
"SITE_1370","ROOM_11612","APPL_100440","Entertainment Center",NA,"No","1","No","Family Room"
"SITE_1370","ROOM_13726","APPL_91396","Home Office",NA,"No","4","No","Bedroom"
"SITE_1370","ROOM_13726","APPL_40466","Home Office",NA,"No","4","No","Bedroom"
"SITE_1370","ROOM_815","APPL_171454","Other","Bedside","No","3","No","Bedroom"
"SITE_1371","ROOM_18410","APPL_15244","Other","Freezers","No","3","No","Garage"
"SITE_1371","ROOM_41976","APPL_20838","Other","Fridge","No","1","No","Basement"
"SITE_1371","ROOM_27936","APPL_154830","Entertainment Center",NA,"No","6","No","Living Room"
"SITE_1371","ROOM_27936","APPL_72215","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_1372","ROOM_33973","APPL_32637","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_1372","ROOM_33973","APPL_95571","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_1373","ROOM_1678","APPL_76398","Home Office",NA,"No","5","No","Bedroom"
"SITE_1373","ROOM_8152","APPL_109698","Home Office",NA,"No","4","No","Office"
"SITE_1373","ROOM_8152","APPL_66548","Home Office",NA,"No","1","No","Office"
"SITE_1373","ROOM_46499","APPL_158914","Entertainment Center",NA,"No","1","No","Living Room"
"SITE_1373","ROOM_31982","APPL_55747","Other","Kitchen appliances","No","3","No","Kitchen"
"SITE_1374","ROOM_14832","APPL_110721","Entertainment Center",NA,"No","1","No","Living Room"
"SITE_1374","ROOM_14832","APPL_83748","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_1374","ROOM_7802","APPL_20435","Entertainment Center",NA,"No","2","No","Family Room"
"SITE_1374","ROOM_16270","APPL_33745","Entertainment Center",NA,"No","1","No","Mechanical"
"SITE_1376","ROOM_2692","APPL_125380","Home Office",NA,"No","3","No","Bedroom"
"SITE_1376","ROOM_1631","APPL_116462","Entertainment Center",NA,"No","1","No","Bedroom"
"SITE_1376","ROOM_28959","APPL_134809","Entertainment Center",NA,"No","1","No","Bedroom"
"SITE_1377","ROOM_5016","APPL_73711","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_1378","ROOM_17750","APPL_133724","Entertainment Center",NA,"No","3","No","Dining Room"
"SITE_1378","ROOM_18915","APPL_12689","Entertainment Center",NA,"No","1","No","Living Room"
"SITE_1378","ROOM_44329","APPL_95017","Home Office",NA,"No","4","No","Office"
"SITE_1378","ROOM_38964","APPL_164499","Entertainment Center",NA,"Unknown","6","Unknown","Family Room"
"SITE_1379","ROOM_18367","APPL_168272","Other","Kitchen","No","1","No","Kitchen"
"SITE_1379","ROOM_18367","APPL_173626","Other","Kitchen","No","1","No","Kitchen"
"SITE_1379","ROOM_31932","APPL_137143","Entertainment Center",NA,"No","2","No","Dining Room"
"SITE_1379","ROOM_29447","APPL_151608","Home Office",NA,"No","1","No","Bedroom"
"SITE_1379","ROOM_29447","APPL_136212","Home Office",NA,"No","5","No","Bedroom"
"SITE_1379","ROOM_45090","APPL_70622","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_1379","ROOM_29770","APPL_116909","Entertainment Center",NA,"No","0","No","Basement"
"SITE_1379","ROOM_29770","APPL_94037","Entertainment Center",NA,"No","3","No","Basement"
"SITE_1379","ROOM_29770","APPL_74258","Entertainment Center",NA,"No","0","No","Basement"
"SITE_1379","ROOM_29770","APPL_74514","Home Office",NA,"No","2","No","Basement"
"SITE_1380","ROOM_10706","APPL_44496","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_1380","ROOM_10706","APPL_30422","Other","Chargers","No","1","No","Living Room"
"SITE_1382","ROOM_7750","APPL_40884","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_1383","ROOM_28682","APPL_167331","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_1383","ROOM_28682","APPL_44249","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_1383","ROOM_43050","APPL_29689","Home Office",NA,"No","4","No","Bedroom"
"SITE_1385","ROOM_25837","APPL_47417","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_1385","ROOM_972","APPL_131684","Other","Fan and clock","No","2","No","Bedroom"
"SITE_1385","ROOM_6783","APPL_102505","Home Office",NA,"No","5","No","Bedroom"
"SITE_1385","ROOM_25432","APPL_100228","Entertainment Center",NA,"No","4","No","Bedroom"
"SITE_1388","ROOM_17040","APPL_160694","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_1388","ROOM_17040","APPL_65991","Other","Aquarium equipment","No","5","No","Living Room"
"SITE_1388","ROOM_39891","APPL_160135","Entertainment Center",NA,"No","6","No","Basement"
"SITE_1388","ROOM_36071","APPL_125698","Home Office",NA,"No","3","No","Bedroom"
"SITE_1388","ROOM_36071","APPL_66191","Home Office",NA,"No","4","No","Bedroom"
"SITE_1388","ROOM_39891","APPL_169497","Entertainment Center",NA,"No","Unknown","No","Basement"
"SITE_139","ROOM_39307","APPL_115483","Entertainment Center",NA,"No","2","No","Family Room"
"SITE_139","ROOM_15286","APPL_65152","Entertainment Center",NA,"No","4","No","Bedroom"
"SITE_1392","ROOM_21846","APPL_74979","Home Office",NA,"No","3","No","Office"
"SITE_1392","ROOM_21846","APPL_130891","Home Office",NA,"No","2","No","Office"
"SITE_1392","ROOM_13671","APPL_62840","Other","Coffee","No","3","No","Kitchen"
"SITE_1392","ROOM_4080","APPL_100700","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_1392","ROOM_12580","APPL_130552","Other","Misc","No","Unknown","No","Hallway"
"SITE_1393","ROOM_46472","APPL_153761","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_1393","ROOM_41297","APPL_113583","Home Office",NA,"No","2","No","Bedroom"
"SITE_1393","ROOM_41297","APPL_9931","Home Office",NA,"No","5","No","Bedroom"
"SITE_1393","ROOM_46385","APPL_74396","Home Office",NA,"No","2","No","Office"
"SITE_1393","ROOM_39423","APPL_29878","Entertainment Center",NA,"No","Unknown","No","Bedroom"
"SITE_1394","ROOM_15983","APPL_20473","Home Office",NA,"No","2","No","Bedroom"
"SITE_1394","ROOM_25828","APPL_131928","Other","Lamp,  ac unit,  fan,  chargers","No","6","No","Bedroom"
"SITE_1394","ROOM_34705","APPL_145335","Other","Ac,  light","No","3","No","Living Room"
"SITE_1394","ROOM_1354","APPL_24125","Entertainment Center",NA,"No","4","No","Family Room"
"SITE_1394","ROOM_1354","APPL_23560","Entertainment Center",NA,"No","4","No","Family Room"
"SITE_1394","ROOM_36529","APPL_35770","Other","Lights","No","2","No","Entry/Entryway"
"SITE_1395","ROOM_11616","APPL_30842","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_1395","ROOM_41157","APPL_157137","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_1395","ROOM_9172","APPL_78538","Home Office",NA,"No","1","No","Bedroom"
"SITE_1395","ROOM_9172","APPL_139141","Home Office",NA,"No","3","No","Bedroom"
"SITE_1396","ROOM_220","APPL_55472","Home Office",NA,"No","6","No","Office"
"SITE_1396","ROOM_220","APPL_116394","Home Office",NA,"No","6","Unknown","Office"
"SITE_1396","ROOM_220","APPL_168458","Home Office",NA,"Yes","6","No","Office"
"SITE_1396","ROOM_4354","APPL_44776","Entertainment Center",NA,"No","1","No","Basement"
"SITE_1396","ROOM_6510","APPL_99827","Other","Grow lights","No","4","No","Bedroom"
"SITE_1396","ROOM_220","APPL_63178","Entertainment Center",NA,"Yes","Unknown","No","Office"
"SITE_1396","ROOM_5827","APPL_45243","Entertainment Center",NA,"Yes","Unknown","Unknown","Living Room"
"SITE_1399","ROOM_35679","APPL_89563","Other","Bed lamps and fan","No","3","No","Bedroom"
"SITE_140","ROOM_22062","APPL_156131","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_140","ROOM_39698","APPL_3811","Other","General use","No","3","No","Bedroom"
"SITE_140","ROOM_13794","APPL_62187","Other","General use","No","4","No","Bedroom"
"SITE_1400","ROOM_37464","APPL_76060","Entertainment Center",NA,"Unknown","6","No","Living Room"
"SITE_1401","ROOM_38965","APPL_8707","Other","Miscellaneous devices","No","6","No","Living Room"
"SITE_1401","ROOM_41763","APPL_130015","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_1401","ROOM_38070","APPL_87483","Other","Mechanical room equipment","No","4","No","Basement"
"SITE_1402","ROOM_42294","APPL_89402","Entertainment Center",NA,"No","6","No","Kitchen"
"SITE_1402","ROOM_10823","APPL_6259","Home Office",NA,"No","4","No","Bedroom"
"SITE_1402","ROOM_10823","APPL_9449","Home Office",NA,"No","3","No","Bedroom"
"SITE_1403","ROOM_8639","APPL_44280","Home Office",NA,"No","2","No","Office"
"SITE_1403","ROOM_31498","APPL_55124","Entertainment Center",NA,"No","4","No","Bedroom"
"SITE_1403","ROOM_35672","APPL_131413","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_1404","ROOM_3701","APPL_7379","Home Office",NA,"No","6","No","Office"
"SITE_1404","ROOM_22829","APPL_89005","Entertainment Center",NA,"Unknown","Unknown","Unknown","Living Room"
"SITE_1405","ROOM_20242","APPL_11302","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_1406","ROOM_2435","APPL_107340","Home Office",NA,"No","3","No","Living Room"
"SITE_1406","ROOM_2435","APPL_50638","Other","Chargers,  lights","No","2","No","Living Room"
"SITE_1406","ROOM_501","APPL_146058","Home Office",NA,"No","3","No","Bedroom"
"SITE_1409","ROOM_31104","APPL_57998","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_141","ROOM_34813","APPL_26797","Unknown",NA,"No","1","No","Other"
"SITE_141","ROOM_24561","APPL_134967","Unknown",NA,"No","1","No","Bedroom"
"SITE_141","ROOM_38014","APPL_130517","Home Office",NA,"No","2","No","Bedroom"
"SITE_141","ROOM_38014","APPL_75262","Home Office",NA,"No","5","No","Bedroom"
"SITE_141","ROOM_38014","APPL_138894","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_141","ROOM_38014","APPL_31667","Home Office",NA,"No","2","No","Bedroom"
"SITE_141","ROOM_42680","APPL_140042","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_141","ROOM_19318","APPL_71017","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_1410","ROOM_27741","APPL_121998","Entertainment Center",NA,"No","3","No","Family Room"
"SITE_1410","ROOM_27741","APPL_90620","Entertainment Center",NA,"No","2","No","Family Room"
"SITE_1411","ROOM_39046","APPL_7108","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_1411","ROOM_41207","APPL_130402","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_1411","ROOM_41207","APPL_172047","Home Office",NA,"No","2","No","Bedroom"
"SITE_1411","ROOM_5628","APPL_142660","Home Office",NA,"No","4","No","Bedroom"
"SITE_1413","ROOM_38695","APPL_78137","Home Office",NA,"No","3","No","Office"
"SITE_1414","ROOM_12062","APPL_70647","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_1415","ROOM_6374","APPL_141723","Home Office",NA,"No","3","No","Living Room"
"SITE_1416","ROOM_42437","APPL_128514","Entertainment Center",NA,"No","1","No","Bedroom"
"SITE_1416","ROOM_39785","APPL_153877","Home Office",NA,"No","6","No","Office"
"SITE_1417","ROOM_41397","APPL_15213","Home Office",NA,"No","3","No","Bedroom"
"SITE_1418","ROOM_46161","APPL_202","Home Office",NA,"No","2","No","Living Room"
"SITE_1418","ROOM_17800","APPL_6471","Home Office",NA,"No","3","No","Bedroom"
"SITE_142","ROOM_42889","APPL_148278","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_142","ROOM_42889","APPL_78006","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_1420","ROOM_1502","APPL_39076","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_1421","ROOM_35852","APPL_107404","Entertainment Center",NA,"No","4","No","Office"
"SITE_1421","ROOM_35852","APPL_136328","Home Office",NA,"No","4","No","Office"
"SITE_1422","ROOM_43813","APPL_135548","Home Office",NA,"No","5","No","Living Room"
"SITE_1422","ROOM_22731","APPL_174505","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_1424","ROOM_21729","APPL_89824","Home Office",NA,"No","4","No","Living Room"
"SITE_1424","ROOM_16654","APPL_60664","Other","Misc","No","2","No","Bedroom"
"SITE_1426","ROOM_34610","APPL_162109","Other","Bedroom","No","3","No","Bedroom"
"SITE_1427","ROOM_39294","APPL_54146","Other","Chargers","No","3","No","Living Room"
"SITE_1427","ROOM_43940","APPL_100503","Home Office",NA,"No","2","No","Office"
"SITE_1428","ROOM_5951","APPL_115224","Entertainment Center",NA,"No","6","No","Living Room"
"SITE_1428","ROOM_5951","APPL_75628","Other","Pet","No","2","No","Living Room"
"SITE_1428","ROOM_17876","APPL_104597","Other","Childcare","No","3","No","Bedroom"
"SITE_1428","ROOM_25242","APPL_5917","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_1429","ROOM_17312","APPL_25105","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_143","ROOM_17431","APPL_16114","Other","Living Room","No","4","No","Living Room"
"SITE_143","ROOM_3546","APPL_158793","Entertainment Center",NA,"No","3","No","Family Room"
"SITE_143","ROOM_3546","APPL_143838","Home Office",NA,"No","1","No","Family Room"
"SITE_143","ROOM_4881","APPL_95590","Home Office",NA,"No","1","No","Office"
"SITE_1430","ROOM_19193","APPL_148708","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_1431","ROOM_37507","APPL_171419","Other","Chargers","No","2","No","Living Room"
"SITE_1432","ROOM_8441","APPL_147449","Other","Light","No","Unknown","No","Mechanical"
"SITE_1432","ROOM_45593","APPL_20976","Home Office",NA,"No","4","No","Office"
"SITE_1432","ROOM_32927","APPL_155972","Home Office",NA,"No","2","No","Office"
"SITE_1433","ROOM_44200","APPL_15217","Home Office",NA,"No","4","No","Office"
"SITE_1433","ROOM_44200","APPL_22910","Home Office",NA,"No","4","No","Office"
"SITE_1433","ROOM_46223","APPL_157087","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_1433","ROOM_42296","APPL_78481","Entertainment Center",NA,"No","1","No","Bedroom"
"SITE_1434","ROOM_185","APPL_123474","Home Office",NA,"No","2","No","Bedroom"
"SITE_1435","ROOM_7894","APPL_167977","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_1435","ROOM_7894","APPL_150305","Other","Stove","No","1","No","Living Room"
"SITE_1436","ROOM_26764","APPL_76125","Entertainment Center",NA,"Yes","4","No","Living Room"
"SITE_1437","ROOM_29863","APPL_50005","Other","Lights","No","2","No","Living Room"
"SITE_1437","ROOM_29863","APPL_48985","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_1437","ROOM_29863","APPL_107141","Other","Miscellaneous devices","No","4","No","Living Room"
"SITE_1437","ROOM_31427","APPL_90880","Other","Chargers","No","3","No","Bedroom"
"SITE_1437","ROOM_8458","APPL_127108","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_1437","ROOM_25825","APPL_151564","Home Office",NA,"No","5","No","Office"
"SITE_1437","ROOM_42244","APPL_133002","Home Office",NA,"No","Unknown","No","Office"
"SITE_1438","ROOM_5906","APPL_73500","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_1438","ROOM_20552","APPL_31396","Home Office",NA,"No","2","No","Office"
"SITE_1438","ROOM_20552","APPL_138205","Home Office",NA,"No","3","No","Office"
"SITE_1438","ROOM_6143","APPL_58426","Entertainment Center",NA,"No","3","No","Family Room"
"SITE_1438","ROOM_27475","APPL_43992","Home Office",NA,"No","2","No","Other"
"SITE_1438","ROOM_27475","APPL_74075","Home Office",NA,"No","3","No","Other"
"SITE_1439","ROOM_31440","APPL_13745","Other","laundry","No","1","No","Laundry"
"SITE_1439","ROOM_24046","APPL_142494","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_144","ROOM_16634","APPL_101783","Home Office",NA,"No","4","No","Dining Room"
"SITE_144","ROOM_46334","APPL_52849","Other","Fish tank","No","4","No","Living Room"
"SITE_144","ROOM_46334","APPL_159943","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_144","ROOM_46334","APPL_29730","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_144","ROOM_946","APPL_164696","Other","Garage","No","5","No","Garage"
"SITE_144","ROOM_1342","APPL_10411","Other","Bedroom","No","2","No","Bedroom"
"SITE_144","ROOM_37127","APPL_54650","Home Office",NA,"No","3","No","Office"
"SITE_144","ROOM_26036","APPL_131887","Home Office",NA,"No","1","No","Office"
"SITE_144","ROOM_26036","APPL_172775","Home Office",NA,"No","4","No","Office"
"SITE_144","ROOM_16634","APPL_48377","Home Office",NA,"No","3","No","Dining Room"
"SITE_144","ROOM_46334","APPL_40975","Other","Living Room","No","3","No","Living Room"
"SITE_144","ROOM_37127","APPL_63452","Home Office",NA,"No","5","No","Office"
"SITE_1440","ROOM_13437","APPL_158195","Home Office",NA,"No","5","No","Office"
"SITE_1440","ROOM_27585","APPL_37892","Home Office",NA,"No","4","No","Garage"
"SITE_1443","ROOM_25962","APPL_4127","Entertainment Center",NA,"No","3","No","Family Room"
"SITE_1443","ROOM_25962","APPL_91578","Home Office",NA,"No","4","No","Family Room"
"SITE_1443","ROOM_25962","APPL_137389","Home Office",NA,"No","1","No","Family Room"
"SITE_1443","ROOM_3786","APPL_131417","Home Office",NA,"No","4","No","Kitchen"
"SITE_1443","ROOM_45128","APPL_73381","Entertainment Center",NA,"No","1","No","Living Room"
"SITE_1443","ROOM_45128","APPL_57639","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_1443","ROOM_45128","APPL_51314","Other","Misc","No","2","No","Living Room"
"SITE_1443","ROOM_45128","APPL_116359","Other","Misc","No","4","No","Living Room"
"SITE_1443","ROOM_2154","APPL_104682","Other","Misc","No","2","No","Bedroom"
"SITE_1444","ROOM_3205","APPL_13814","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_1444","ROOM_3205","APPL_13372","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_1444","ROOM_15578","APPL_130571","Home Office",NA,"No","Unknown","No","Bedroom"
"SITE_1445","ROOM_42866","APPL_127467","Home Office",NA,"No","3","No","Office"
"SITE_1445","ROOM_42866","APPL_128130","Home Office",NA,"No","3","No","Office"
"SITE_1446","ROOM_36989","APPL_44013","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_1446","ROOM_36989","APPL_86784","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_1446","ROOM_36989","APPL_12532","Entertainment Center",NA,"No","Unknown","No","Living Room"
"SITE_1447","ROOM_8167","APPL_27515","Home Office",NA,"No","3","No","Office"
"SITE_1447","ROOM_18524","APPL_2222","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_1447","ROOM_8167","APPL_154285","Entertainment Center",NA,"No","6","No","Office"
"SITE_1447","ROOM_8122","APPL_40962","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_1449","ROOM_16619","APPL_87446","Entertainment Center",NA,"Unknown","4","No","Office"
"SITE_1449","ROOM_16619","APPL_116963","Home Office",NA,"No","4","No","Office"
"SITE_1449","ROOM_15076","APPL_36803","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_145","ROOM_22298","APPL_74965","Home Office",NA,"No","4","No","Living Room"
"SITE_145","ROOM_22298","APPL_31918","Home Office",NA,"No","3","No","Living Room"
"SITE_145","ROOM_46028","APPL_46567","Entertainment Center",NA,"Unknown","3","No","Family Room"
"SITE_145","ROOM_46028","APPL_87386","Other","Misc","No","4","No","Family Room"
"SITE_1451","ROOM_27662","APPL_101225","Entertainment Center",NA,"No","0","No","Dining Room"
"SITE_1451","ROOM_15912","APPL_34688","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_1451","ROOM_15912","APPL_92463","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_1451","ROOM_17156","APPL_24213","Entertainment Center",NA,"No","5","No","Basement"
"SITE_1452","ROOM_8301","APPL_49402","Other","Shop tools","No","3","No","Other"
"SITE_1452","ROOM_33536","APPL_103084","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_1452","ROOM_33536","APPL_90612","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_1452","ROOM_22189","APPL_151315","Other","Chargers","Unknown","3","No","Kitchen"
"SITE_1452","ROOM_35602","APPL_42560","Other","Chargers","Unknown","3","No","Family Room"
"SITE_1454","ROOM_35318","APPL_1769","Other","Phone charger","No","1","No","Living Room"
"SITE_1454","ROOM_5543","APPL_30227","Home Office",NA,"Unknown","5","No","Office"
"SITE_1454","ROOM_41183","APPL_39477","Other","Miscellaneous devices","No","4","No","Bedroom"
"SITE_1455","ROOM_34103","APPL_112523","Other","Misc","No","1","No","Family Room"
"SITE_1455","ROOM_6255","APPL_1504","Other","Bedroom","No","3","No","Bedroom"
"SITE_1455","ROOM_12092","APPL_76482","Other","Misc","No","3","No","Living Room"
"SITE_1455","ROOM_12092","APPL_99317","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_1455","ROOM_8944","APPL_77769","Home Office",NA,"No","1","No","Bedroom"
"SITE_1455","ROOM_8944","APPL_8528","Home Office",NA,"No","Unknown","No","Bedroom"
"SITE_1456","ROOM_8753","APPL_158560","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_1457","ROOM_28954","APPL_98566","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_1458","ROOM_32868","APPL_54487","Home Office",NA,"No","2","No","Bedroom"
"SITE_1458","ROOM_34910","APPL_38517","Entertainment Center",NA,"No","5","No","Family Room"
"SITE_1458","ROOM_2036","APPL_102206","Home Office",NA,"No","4","No","Other"
"SITE_1459","ROOM_2452","APPL_130697","Other","Nothing","No","0","No","Bedroom"
"SITE_1459","ROOM_9189","APPL_115874","Other","Miscellaneous devices","No","2","No","Bedroom"
"SITE_1461","ROOM_22162","APPL_107139","Home Office",NA,"No","2","No","Office"
"SITE_1461","ROOM_22162","APPL_130287","Home Office",NA,"No","6","No","Office"
"SITE_1461","ROOM_22162","APPL_79546","Home Office",NA,"No","2","No","Office"
"SITE_1461","ROOM_22064","APPL_139610","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_1463","ROOM_43072","APPL_71804","Entertainment Center",NA,"No","6","No","Family Room"
"SITE_1463","ROOM_43981","APPL_73313","Home Office",NA,"No","3","No","Office"
"SITE_1464","ROOM_38434","APPL_112604","Home Office",NA,"No","1","No","Bedroom"
"SITE_1466","ROOM_41421","APPL_121009","Other","Misc","No","3","No","Living Room"
"SITE_1466","ROOM_41421","APPL_91136","Other","Misc","No","4","No","Living Room"
"SITE_1466","ROOM_41421","APPL_55230","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_1467","ROOM_26418","APPL_120878","Home Office",NA,"No","6","No","Basement"
"SITE_1467","ROOM_26418","APPL_125463","Home Office",NA,"No","2","No","Basement"
"SITE_1468","ROOM_14465","APPL_153815","Home Office",NA,"No","2","No","Office"
"SITE_1468","ROOM_14465","APPL_90727","Unknown",NA,"No","5","No","Office"
"SITE_1469","ROOM_14080","APPL_139019","Home Office",NA,"No","2","No","Bedroom"
"SITE_1469","ROOM_3088","APPL_33672","Home Office",NA,"No","5","No","Bedroom"
"SITE_1469","ROOM_3088","APPL_47269","Other","Music equipment","No","4","No","Bedroom"
"SITE_1469","ROOM_33892","APPL_105915","Entertainment Center",NA,"No","6","No","Living Room"
"SITE_1469","ROOM_22541","APPL_172720","Other","Space heater and paper shredder","No","2","No","Dining Room"
"SITE_1471","ROOM_37158","APPL_22868","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_1471","ROOM_37158","APPL_89018","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_1471","ROOM_22072","APPL_171113","Home Office",NA,"No","4","No","Bedroom"
"SITE_1472","ROOM_19725","APPL_173159","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_1473","ROOM_28283","APPL_88078","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_1473","ROOM_28283","APPL_100575","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_1473","ROOM_8462","APPL_45646","Home Office",NA,"No","6","No","Office"
"SITE_1474","ROOM_13978","APPL_112725","Other","Table lamp","No","2","No","Hallway"
"SITE_1475","ROOM_42374","APPL_149693","Other","Chargers","No","2","No","Bedroom"
"SITE_1476","ROOM_35820","APPL_59482","Entertainment Center",NA,"No","Unknown","No","Living Room"
"SITE_1476","ROOM_41381","APPL_58269","Home Office",NA,"Unknown","5","No","Bedroom"
"SITE_1476","ROOM_43055","APPL_32424","Entertainment Center",NA,"No","5","No","Bedroom"
"SITE_1476","ROOM_24345","APPL_67773","Entertainment Center",NA,"No","3","No","Bedroom"
"SITE_1478","ROOM_24070","APPL_147037","Home Office",NA,"No","4","No","Office"
"SITE_1478","ROOM_24070","APPL_153813","Home Office",NA,"No","2","No","Office"
"SITE_1478","ROOM_24070","APPL_74671","Home Office",NA,"No","1","No","Office"
"SITE_1478","ROOM_38991","APPL_133783","Home Office",NA,"No","2","No","Office"
"SITE_1478","ROOM_41532","APPL_32966","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_1479","ROOM_22624","APPL_143396","Home Office",NA,"Yes","Unknown","No","Office"
"SITE_148","ROOM_40353","APPL_159597","Home Office",NA,"No","3","No","Living Room"
"SITE_1480","ROOM_29212","APPL_101302","Entertainment Center",NA,"No","5","No","Dining Room"
"SITE_1480","ROOM_18015","APPL_65847","Entertainment Center",NA,"No","2","No","Living Room"
"SITE_1482","ROOM_36702","APPL_41430","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_1482","ROOM_18435","APPL_101728","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_1482","ROOM_31954","APPL_37005","Entertainment Center",NA,"No","2","No","Bedroom"
"SITE_1483","ROOM_30042","APPL_139970","Other","Lamp","No","1","No","Outbuilding / Addition"
"SITE_1483","ROOM_8181","APPL_47373","Home Office",NA,"No","4","No","Office"
"SITE_1485","ROOM_42399","APPL_171871","Other","Tools","No","3","No","Garage"
"SITE_1485","ROOM_43106","APPL_108569","Home Office",NA,"No","5","No","Office"
"SITE_1486","ROOM_30124","APPL_82794","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_1487","ROOM_46672","APPL_107761","Home Office",NA,"No","6","No","Bedroom"
"SITE_1488","ROOM_16921","APPL_121120","Entertainment Center",NA,"No","4","No","Living Room"
"SITE_149","ROOM_22633","APPL_151083","Entertainment Center",NA,"No","5","No","Bedroom"
"SITE_149","ROOM_28926","APPL_112112","Home Office",NA,"No","4","No","Office"
"SITE_149","ROOM_23590","APPL_413","Entertainment Center",NA,"No","6","No","Living Room"
"SITE_149","ROOM_24270","APPL_153931","Home Office",NA,"No","4","No","Bedroom"
"SITE_1490","ROOM_23872","APPL_168564","Other","LED strip","No","1","No","Living Room"
"SITE_1491","ROOM_46788","APPL_40083","Other","Misc","No","2","No","Living Room"
"SITE_1491","ROOM_46788","APPL_99599","Home Office",NA,"No","4","No","Living Room"
"SITE_1491","ROOM_46788","APPL_72706","Entertainment Center",NA,"No","5","No","Living Room"
"SITE_1491","ROOM_46788","APPL_46313","Other","Misc","No","3","No","Living Room"
"SITE_1491","ROOM_779","APPL_162091","Other","Bedside","No","3","No","Bedroom"
"SITE_1492","ROOM_29480","APPL_7770","Entertainment Center",NA,"No","3","No","Living Room"
"SITE_1492","ROOM_26643","APPL_65112","Home Office",NA,"No","2","No","Bedroom"
"SITE_1493","ROOM_40698","APPL_76473","Home Office",NA,"No","1","No","Bedroom"
