"SiteID","Primary_Home","Move_In_Year","Business_Operated_Out_of_the_Home","Any_Occupants_Moved_In_within_Last_Year","Any_Occupant_Moved_Out_within_Last_Year","Planning_to_Move_Within_Six_Months","Qty_Occupants_Less_than_1_Year","Qty_Occupants_Between_1_and_5_Years","Qty_Occupants_Between_6_and_10_Years","Qty_Occupants_Between_11_and_18_Years","Qty_Occupants_Between_19_and_45_Years","Qty_Occupants_Between_46_and_64_Years","Qty_Occupants_65_Years_or_Older","Qty_Occupants_Work_Outside_the_Home","Qty_Occupants","Qty_Adults","Do_you_own_or_rent_your_home","Who_pays_the_electric_bill","Who_pays_the_gas_bill","Qty_Occupants_Moved_Out_Past_Year","Qty_Occupants_Moved_In_Past_Year","Home_Usage_Type","Household_Education_Level","Household_Education_Level_Other","Household_Income","Race_Ethnicity"
"SITE_339","Primary","2016","No","No","No","No","0","0","0","0","0","1","1","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$50,000 to less than $74,999","Some other race, ethnicity or origin"
"SITE_34","Primary","2020","No","Yes","No","No","0","0","0","0","2","0","0","0","2","2","Own","Occupant","Occupant",NA,"1",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_340","Primary","2014","Yes","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_341","Primary","2008","No","No","No","No","0","0","0","0","0","2","0","1","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Less than High School",NA,"$15,000 to less than $24,999","Hispanic, Latino or Spanish"
"SITE_342","Primary","2021","No","No","No","No","0","0","1","1","1","2","0","2","5","3","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_343","Primary","2020","No","Yes","No","No","0","0","0","0","0","1","0","1","1","1","Own","Occupant","Occupant",NA,"1",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_344","Primary","2015","No","Yes","Yes","No","0","0","0","0","2","0","0","2","2","2","Own","Occupant","Occupant","3","1",NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_345","Primary","2016","No","No","Yes","No","0","0","1","0","2","0","0","2","3","2","Own","Occupant","Occupant","2",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_346","Primary","2018","No","No","No","No","0","0","0","0","0","0","1","1","1","1","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$50,000 to less than $74,999","Black or African American, White or Caucasian"
"SITE_347","Primary","2020","No","No","No","No","0","0","0","0","0","2","0","1","2","2","Own","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_348","Primary","2014","No","No","No","No","0","0","0","0","0","1","1","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian"
