"SiteID","Interior_or_Exterior","Door_Type","Door_Construction","Door_Mechanism","Door_Window_Type","Door_Window_Type_Other","Door_Height_Inches","Door_Width_Inches","Door_Dimensions_Are_Estimated","Door_Area","Door_U_Value","Door_UA"
"SITE_1","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1","Exterior","Fiberglass","Single","Hinge","None",NA,"80","32","Measured or Known","2560","0.853333333333333","15.1703703703704"
"SITE_1","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_10","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_10","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","30","Measured or Known","2400","0.4","6.66666666666667"
"SITE_100","Exterior","Metal","Single","Hinge","None",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_100","Exterior","Fiberglass","Single","Hinge","> 80% window (glass French door)",NA,"82","36","Measured or Known","2952","0.853333333333333","17.4933333333333"
"SITE_100","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"96","36","Measured or Known","3456","1.22666666666666","29.4399999999998"
"SITE_100","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"82","32","Measured or Known","2624","1.22666666666666","22.3525925925925"
"SITE_100","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"80","70","Measured or Known","5600","0.853333333333333","33.1851851851852"
"SITE_1000","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"95","104","Measured or Known","9880","0.853","58.5252777777778"
"SITE_1000","Exterior","Fiberglass","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1000","Exterior","Vinyl","Double","Hinge","> 80% window (glass French door)",NA,"92","142","Measured or Known","13064","0.853","77.3860555555556"
"SITE_1001","Exterior","Fiberglass","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1001","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"78","72","Measured or Known","5616","0.853333333333333","33.28"
"SITE_1001","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"78","72","Measured or Known","5616","0.853333333333333","33.28"
"SITE_1001","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"78","72","Measured or Known","5616","0.853333333333333","33.28"
"SITE_1001","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"78","72","Measured or Known","5616","0.853333333333333","33.28"
"SITE_1002","Exterior","Fiberglass","Single","Hinge","Half window",NA,"80","33","Measured or Known","2640","0.853333333333333","15.6444444444444"
"SITE_1002","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1003","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"80","72","Measured or Known","5760","0.4","16"
"SITE_1003","Exterior","Wood Solid Core","Single","Slider","> 80% window (glass French door)",NA,"80","72","Measured or Known","5760","0.4","16"
"SITE_1003","Exterior","Wood Solid Core","Single","Hinge","None",NA,"86","48","Measured or Known","4128","0.4","11.4666666666667"
"SITE_1003","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"82","68","Measured or Known","5576","0.4","15.4888888888889"
"SITE_1004","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_1004","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_1004","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_1005","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1005","Exterior","Metal","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Unknown","2880","1.22666666666666","24.5333333333332"
"SITE_1005","Exterior","Metal","Double","Hinge","> 80% window (glass French door)",NA,"80","72","Measured or Known","5760","1.22666666666666","49.0666666666664"
"SITE_1006","Exterior","Metal","Single","Hinge","None",NA,"80","26","Measured or Known","2080","1.22666666666666","17.7185185185184"
"SITE_1006","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1006","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1007","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1007","Exterior","Wood Solid Core","Single","Slider","> 80% window (glass French door)",NA,"80","70","Measured or Known","5600","0.4","15.5555555555556"
"SITE_1007","Exterior","Metal","Single","Hinge","None",NA,"80","34","Measured or Known","2720","1.22666666666666","23.1703703703702"
"SITE_1007","Exterior","Metal","Single","Hinge","Half window",NA,"78","36","Measured or Known","2808","1.22666666666666","23.9199999999999"
"SITE_1008","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1008","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1009","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_101","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_101","Exterior","Metal","Single","Slider","> 80% window (glass French door)",NA,"80","60","Measured or Known","4800","1.22666666666666","40.8888888888887"
"SITE_1010","Exterior","Metal","Single","Hinge","Half window",NA,"80","30","Measured or Known","2400","1.22666666666666","20.4444444444443"
"SITE_1010","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","30","Measured or Known","2400","0.4","6.66666666666667"
"SITE_1010","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"80","68","Measured or Known","5440","0.853333333333333","32.237037037037"
"SITE_1010","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"80","68","Measured or Known","5440","0.853333333333333","32.237037037037"
"SITE_1010","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"80","68","Measured or Known","5440","0.853333333333333","32.237037037037"
"SITE_1010","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"80","68","Measured or Known","5440","0.853333333333333","32.237037037037"
"SITE_1011","Exterior","Fiberglass","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1011","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"76","68","Measured or Known","5168","0.853333333333333","30.6251851851852"
"SITE_1012","Exterior","Fiberglass","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1012","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1013","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"80","60","Measured or Known","4800","0.4","13.3333333333333"
"SITE_1013","Exterior","Fiberglass","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1013","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"80","60","Measured or Known","4800","0.853333333333333","28.4444444444444"
"SITE_1013","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"80","72","Measured or Known","5760","0.853333333333333","34.1333333333333"
"SITE_1013","Exterior","Fiberglass","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","0.853333333333333","15.1703703703704"
"SITE_1014","Exterior","Fiberglass","Single","Hinge","None",NA,"80","32","Measured or Known","2560","0.853333333333333","15.1703703703704"
"SITE_1014","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1014","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1015","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1015","Exterior","Fiberglass","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1015","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"78","58","Measured or Known","4524","0.853","26.7984166666667"
"SITE_1015","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"78","58","Measured or Known","4524","0.853","26.7984166666667"
"SITE_1016","Exterior","Fiberglass","Single","Hinge","None",NA,"80","34","Measured or Known","2720","0.853333333333333","16.1185185185185"
"SITE_1016","Exterior","Fiberglass","Single","Hinge","Half window",NA,"80","34","Measured or Known","2720","0.853333333333333","16.1185185185185"
"SITE_1016","Exterior","Fiberglass","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1017","Exterior","Fiberglass","Single","Hinge","None",NA,"81","36","Measured or Known","2916","0.853333333333333","17.28"
"SITE_1017","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"77","70","Measured or Known","5390","0.853333333333333","31.9407407407407"
"SITE_1017","Exterior","Fiberglass","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1018","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"77","95","Measured or Known","7315","0.853","43.3312152777778"
"SITE_1018","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1018","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1019","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1019","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","70","Measured or Known","5600","0.853","33.1722222222222"
"SITE_1019","Exterior","Fiberglass","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1019","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_102","Exterior","Wood Solid Core","Double","Hinge","Decorative window (arch, etc.)",NA,"80","64","Measured or Known","5120","0.4","14.2222222222222"
"SITE_102","Exterior","Metal","Single","Hinge","None",NA,"80","30","Measured or Known","2400","1.22666666666666","20.4444444444443"
"SITE_102","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"76","68","Measured or Known","5168","0.853","30.6132222222222"
"SITE_102","Exterior","Metal","Single","Unknown","None",NA,"82","30","Measured or Known","2460","1.22666666666666","20.9555555555554"
"SITE_1020","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1020","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"70","94","Measured or Known","6580","0.853","38.9773611111111"
"SITE_1020","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","58","Measured or Known","4640","0.853","27.4855555555556"
"SITE_1020","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","72","Measured or Known","5760","0.853","34.12"
"SITE_1021","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1021","Exterior","Fiberglass","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1022","Exterior","Fiberglass","Single","Hinge","None",NA,"80","32","Measured or Known","2560","0.853333333333333","15.1703703703704"
"SITE_1022","Exterior","Fiberglass","Single","Hinge","> 80% window (glass French door)",NA,"80","32","Measured or Known","2560","0.853333333333333","15.1703703703704"
"SITE_1022","Exterior","Fiberglass","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1023","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"80","70","Measured or Known","5600","0.4","15.5555555555556"
"SITE_1023","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"80","72","Measured or Known","5760","0.853333333333333","34.1333333333333"
"SITE_1023","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1023","Exterior","Metal","Single","Hinge","None",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1023","Exterior","Metal","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1023","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1024","Exterior","Metal","Single","Hinge","None",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1024","Exterior","Metal","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1025","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","70","Measured or Known","5600","0.853","33.1722222222222"
"SITE_1025","Exterior","Fiberglass","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1025","Exterior","Fiberglass","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1025","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","70","Measured or Known","5600","0.853","33.1722222222222"
"SITE_1026","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"80","57","Measured or Known","4560","0.853333333333333","27.0222222222222"
"SITE_1026","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_1027","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1027","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"94","68","Measured or Known","6392","0.853","37.8637222222222"
"SITE_1027","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"80","70","Measured or Known","5600","0.853333333333333","33.1851851851852"
"SITE_1027","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"80","70","Measured or Known","5600","0.853333333333333","33.1851851851852"
"SITE_1027","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"80","70","Measured or Known","5600","0.853333333333333","33.1851851851852"
"SITE_1028","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1028","Exterior","Metal","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1028","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1028","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1029","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1029","Exterior","Metal","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_103","Exterior","Metal","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_103","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_103","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1030","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1030","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1030","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1031","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1031","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1031","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"79","69","Measured or Known","5451","0.853","32.2896041666667"
"SITE_1031","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"79","69","Measured or Known","5451","0.853","32.2896041666667"
"SITE_1032","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"80","72","Measured or Known","5760","0.853333333333333","34.1333333333333"
"SITE_1032","Exterior","Fiberglass","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1033","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_1033","Exterior","Wood Solid Core","Single","Slider","> 80% window (glass French door)",NA,"80","70","Measured or Known","5600","0.4","15.5555555555556"
"SITE_1033","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"78","30","Measured or Known","2340","0.4","6.5"
"SITE_1033","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","30","Measured or Known","2400","0.4","6.66666666666667"
"SITE_1033","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","30","Measured or Known","2400","0.4","6.66666666666667"
"SITE_1033","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"78","30","Measured or Known","2340","0.4","6.5"
"SITE_1033","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"80","58","Measured or Known","4640","0.853333333333333","27.4962962962963"
"SITE_1034","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_1034","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"77","30","Measured or Known","2310","0.4","6.41666666666667"
"SITE_1034","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"78","30","Measured or Known","2340","0.4","6.5"
"SITE_1035","Exterior","Wood Solid Core","Single","Slider","> 80% window (glass French door)",NA,"78","70","Measured or Known","5460","0.4","15.1666666666667"
"SITE_1035","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","42","Measured or Known","3360","0.4","9.33333333333333"
"SITE_1035","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1035","Exterior","Wood Solid Core","Single","Slider","> 80% window (glass French door)",NA,"78","70","Measured or Known","5460","0.4","15.1666666666667"
"SITE_1035","Exterior","Wood Solid Core","Single","Slider","> 80% window (glass French door)",NA,"78","70","Measured or Known","5460","0.4","15.1666666666667"
"SITE_1036","Exterior","Fiberglass","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1036","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1036","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1036","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1037","Exterior","Metal","Single","Hinge","Half window",NA,"80","30","Measured or Known","2400","1.22666666666666","20.4444444444443"
"SITE_1037","Exterior","Fiberglass","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","0.853333333333333","15.1703703703704"
"SITE_1037","Exterior","Fiberglass","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1038","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1038","Exterior","Metal","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1039","Exterior","Fiberglass","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1039","Exterior","Wood Solid Core","Single","Hinge","None",NA,"86","30","Measured or Known","2580","0.4","7.16666666666667"
"SITE_104","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"90","36","Measured or Known","3240","0.4","9"
"SITE_104","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"90","36","Measured or Known","3240","0.4","9"
"SITE_104","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"80","60","Measured or Known","4800","0.4","13.3333333333333"
"SITE_104","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"78","36","Measured or Known","2808","0.4","7.8"
"SITE_104","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_104","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","28","Measured or Known","2240","0.4","6.22222222222222"
"SITE_104","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_104","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1040","Exterior","Metal","Single","Hinge","None",NA,"80","37","Measured or Known","2960","1.22666666666666","25.2148148148147"
"SITE_1040","Exterior","Fiberglass","Single","Hinge","Half window",NA,"75","32","Measured or Known","2400","0.853333333333333","14.2222222222222"
"SITE_1040","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1040","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1041","Exterior","Metal","Single","Hinge","None",NA,"80","34","Measured or Known","2720","1.22666666666666","23.1703703703702"
"SITE_1041","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","34","Measured or Known","2720","0.4","7.55555555555556"
"SITE_1041","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"80","72","Measured or Known","5760","0.853333333333333","34.1333333333333"
"SITE_1041","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"80","42","Measured or Known","3360","0.853333333333333","19.9111111111111"
"SITE_1042","Exterior","Fiberglass","Single","Hinge","> 80% window (glass French door)",NA,"80","32","Measured or Known","2560","0.853333333333333","15.1703703703704"
"SITE_1042","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1043","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1043","Exterior","Metal","Unknown","Slider","Decorative window (arch, etc.)",NA,"95","125","Measured or Known","11875","1.22666666666666","101.157407407407"
"SITE_1043","Exterior","Metal","Unknown","Slider","Decorative window (arch, etc.)",NA,"95","220","Measured or Known","20900","1.22666666666666","178.037037037036"
"SITE_1043","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1043","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1043","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1044","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"80","69","Measured or Known","5520","0.4","15.3333333333333"
"SITE_1044","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"80","69","Measured or Known","5520","0.4","15.3333333333333"
"SITE_1044","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_1044","Exterior","Wood Solid Core","Single","Slider","> 80% window (glass French door)",NA,"80","69","Measured or Known","5520","0.4","15.3333333333333"
"SITE_1044","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1044","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"80","69","Measured or Known","5520","0.4","15.3333333333333"
"SITE_1045","Exterior","Metal","Single","Hinge","None",NA,"78","31","Measured or Known","2418","1.22666666666666","20.5977777777777"
"SITE_1045","Exterior","Wood Solid Core","Single","Hinge","None",NA,"77","32","Measured or Known","2464","0.4","6.84444444444444"
"SITE_1046","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1046","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1047","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1047","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1048","Exterior","Fiberglass","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1048","Exterior","Fiberglass","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1048","Exterior","Metal","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1049","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1049","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1049","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1049","Exterior","Metal","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_105","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"80","60","Measured or Known","4800","0.4","13.3333333333333"
"SITE_1050","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"82","72","Measured or Known","5904","0.4","16.4"
"SITE_1050","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1050","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1050","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1050","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1050","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1051","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"78","58","Measured or Known","4524","0.4","12.5666666666667"
"SITE_1051","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"78","58","Measured or Known","4524","0.4","12.5666666666667"
"SITE_1051","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.4","8"
