"SiteID","Interior_or_Exterior","Door_Type","Door_Construction","Door_Mechanism","Door_Window_Type","Door_Window_Type_Other","Door_Height_Inches","Door_Width_Inches","Door_Dimensions_Are_Estimated","Door_Area","Door_U_Value","Door_UA"
"SITE_1161","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1161","Exterior","Fiberglass","Single","Hinge","> 80% window (glass French door)",NA,"82","32","Measured or Known","2624","0.853333333333333","15.5496296296296"
"SITE_1161","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"82","70","Measured or Known","5740","0.853333333333333","34.0148148148148"
"SITE_1161","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"99","78","Measured or Known","7722","0.853333333333333","45.76"
"SITE_1161","Exterior","Fiberglass","Single","Hinge","Half window",NA,"82","32","Measured or Known","2624","0.853333333333333","15.5496296296296"
"SITE_1162","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","35","Unknown","2800","0.4","7.77777777777778"
"SITE_1162","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_1163","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1163","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1163","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1164","Exterior","Metal","Single","Hinge","Unknown",NA,"80","35","Measured or Known","2800","1.22666666666666","23.8518518518517"
"SITE_1164","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"80","35","Measured or Known","2800","1.22666666666666","23.8518518518517"
"SITE_1164","Exterior","Metal","Single","Hinge","None",NA,"80","35","Measured or Known","2800","1.22666666666666","23.8518518518517"
"SITE_1165","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"78","58","Measured or Known","4524","0.853333333333333","26.8088888888889"
"SITE_1165","Exterior","Fiberglass","Double","Unknown","> 80% window (glass French door)",NA,"80","70","Measured or Known","5600","0.853333333333333","33.1851851851852"
"SITE_1165","Exterior","Fiberglass","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1166","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1166","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"78","70","Measured or Known","5460","0.853333333333333","32.3555555555555"
"SITE_1166","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1166","Exterior","Metal","Single","Hinge","None",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1167","Exterior","Metal","Single","Hinge","Decorative window (arch, etc.)",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1167","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1168","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"79","36","Measured or Known","2844","0.4","7.9"
"SITE_1168","Exterior","Wood Solid Core","Double","Hinge","Half window",NA,"79","34","Measured or Known","2686","0.4","7.46111111111111"
"SITE_1168","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","34","Measured or Known","2720","0.4","7.55555555555556"
"SITE_1169","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1169","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"78","58","Measured or Known","4524","0.853","26.7984166666667"
"SITE_1169","Exterior","Metal","Single","Hinge","None",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_117","Exterior","Wood Solid Core","Single","Hinge","None",NA,"78","36","Measured or Known","2808","0.4","7.8"
"SITE_117","Exterior","Fiberglass","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1170","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","30","Measured or Known","2400","0.4","6.66666666666667"
"SITE_1170","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1170","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"80","58","Measured or Known","4640","0.853333333333333","27.4962962962963"
"SITE_1171","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1171","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"78","58","Measured or Known","4524","0.853","26.7984166666667"
"SITE_1171","Exterior","Fiberglass","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1172","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_1172","Exterior","Metal","Single","Hinge","None",NA,"80","35","Measured or Known","2800","1.22666666666666","23.8518518518517"
"SITE_1172","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_1172","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","45","Measured or Known","3600","0.4","10"
"SITE_1172","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_1173","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1173","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1173","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1173","Exterior","Wood Solid Core","Single","Hinge","None",NA,"88","36","Measured or Known","3168","0.4","8.8"
"SITE_1174","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1174","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1174","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"78","36","Measured or Known","2808","0.4","7.8"
"SITE_1174","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"78","34","Measured or Known","2652","0.4","7.36666666666667"
"SITE_1175","Exterior","Wood Solid Core","Single","Hinge","None",NA,"79","31","Measured or Known","2449","0.4","6.80277777777778"
"SITE_1175","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"80","60","Measured or Known","4800","0.853333333333333","28.4444444444444"
"SITE_1175","Exterior","Wood Solid Core","Double","Hinge","Half window",NA,"80","65","Measured or Known","5200","0.4","14.4444444444444"
"SITE_1175","Exterior","Unknown","Double","Hinge","> 80% window (glass French door)",NA,"80","60","Measured or Known","4800","Unknown","Unknown"
"SITE_1176","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"78","31","Measured or Known","2418","0.4","6.71666666666667"
"SITE_1176","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"81","32","Measured or Known","2592","1.22666666666666","22.0799999999999"
"SITE_1177","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1177","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1177","Exterior","Wood Solid Core","Single","Unknown","Half window",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1177","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"78","70","Measured or Known","5460","0.853","32.3429166666667"
"SITE_1177","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"79","94","Measured or Known","7426","0.853333333333333","44.0059259259259"
"SITE_1177","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1177","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1177","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"78","92","Measured or Known","7176","0.853333333333333","42.5244444444444"
"SITE_1178","Exterior","Metal","Double","Hinge","> 80% window (glass French door)",NA,"80","72","Measured or Known","5760","1.22666666666666","49.0666666666664"
"SITE_1178","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","70","Measured or Known","5600","0.853","33.1722222222222"
"SITE_1178","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1178","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1178","Exterior","Metal","Single","Hinge","None",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1179","Exterior","Fiberglass","Single","Hinge","> 80% window (glass French door)",NA,"80","32","Measured or Known","2560","0.853333333333333","15.1703703703704"
"SITE_1179","Exterior","Fiberglass","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1179","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"78","70","Measured or Known","5460","0.853333333333333","32.3555555555555"
"SITE_118","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_118","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_1180","Exterior","Metal","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1180","Exterior","Metal","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1180","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1181","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1181","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1181","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1181","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1182","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1182","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1182","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"78","70","Measured or Known","5460","0.4","15.1666666666667"
"SITE_1182","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1182","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1183","Exterior","Metal","Single","Hinge","Half window",NA,"79","35","Measured or Known","2765","1.22666666666666","23.5537037037036"
"SITE_1183","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1184","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1184","Exterior","Metal","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1185","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1185","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1186","Exterior","Wood Hollow","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","0.45","8"
"SITE_1186","Exterior","Wood Hollow","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.45","9"
"SITE_1187","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","92","Measured or Known","7360","0.853","43.5977777777778"
"SITE_1187","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1187","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1188","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1188","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1188","Exterior","Fiberglass","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1188","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","70","Measured or Known","5600","0.853","33.1722222222222"
"SITE_1189","Exterior","Metal","Single","Hinge","None",NA,"80","30","Measured or Known","2400","1.22666666666666","20.4444444444443"
"SITE_1189","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_119","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","70","Measured or Known","5600","0.853","33.1722222222222"
"SITE_119","Exterior","Fiberglass","Double","Hinge","> 80% window (glass French door)",NA,"78","60","Measured or Known","4680","0.853333333333333","27.7333333333333"
"SITE_119","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_119","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","34","Measured or Known","2720","0.4","7.55555555555556"
"SITE_1190","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1190","Exterior","Wood Solid Core","Single","Hinge","None",NA,"81","40","Measured or Known","3240","0.4","9"
"SITE_1191","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_1191","Exterior","Metal","Single","Hinge","None",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1191","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","30","Measured or Known","2400","0.4","6.66666666666667"
"SITE_1192","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"74","30","Measured or Known","2220","0.4","6.16666666666667"
"SITE_1192","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"78","30","Measured or Known","2340","0.4","6.5"
"SITE_1192","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","33","Measured or Known","2640","0.4","7.33333333333333"
"SITE_1192","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"80","60","Measured or Known","4800","0.4","13.3333333333333"
"SITE_1193","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1193","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"78","70","Measured or Known","5460","0.853","32.3429166666667"
"SITE_1193","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1193","Exterior","Fiberglass","Single","Hinge","> 80% window (glass French door)",NA,"80","30","Measured or Known","2400","0.853333333333333","14.2222222222222"
"SITE_1194","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1194","Exterior","Unknown","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","Unknown","Unknown"
"SITE_1195","Exterior","Metal","Single","Hinge","None",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1195","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1195","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"94","58","Measured or Known","5452","0.853333333333333","32.3081481481481"
"SITE_1196","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1196","Exterior","Metal","Single","Hinge","None",NA,"80","35","Measured or Known","2800","1.22666666666666","23.8518518518517"
"SITE_1197","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"78","37","Measured or Known","2886","0.853333333333333","17.1022222222222"
"SITE_1197","Exterior","Wood Solid Core","Single","Hinge","None",NA,"78","35","Measured or Known","2730","0.4","7.58333333333333"
"SITE_1197","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","30","Measured or Known","2400","0.4","6.66666666666667"
"SITE_1198","Exterior","Wood Solid Core","Single","Hinge","Other","25%","80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_1198","Exterior","Wood Solid Core","Single","Hinge","Other","25%","80","35","Measured or Known","2800","0.4","7.77777777777778"
"SITE_1199","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1199","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"78","70","Measured or Known","5460","0.4","15.1666666666667"
"SITE_1199","Exterior","Fiberglass","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","0.853333333333333","15.1703703703704"
"SITE_12","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","58","Measured or Known","4640","0.853","27.4855555555556"
"SITE_12","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","58","Measured or Known","4640","0.853","27.4855555555556"
"SITE_12","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_12","Exterior","Fiberglass","Single","Hinge","None",NA,"80","32","Measured or Known","2560","0.853333333333333","15.1703703703704"
"SITE_12","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","95","Measured or Known","7600","0.853","45.0194444444444"
"SITE_12","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","58","Measured or Known","4640","0.853","27.4855555555556"
"SITE_12","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","58","Measured or Known","4640","0.853","27.4855555555556"
"SITE_120","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_120","Exterior","Metal","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1200","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","58","Measured or Known","4640","0.853","27.4855555555556"
"SITE_1200","Exterior","Fiberglass","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1201","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","0.4","7.11111111111111"
"SITE_1201","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"78","70","Measured or Known","5460","0.853","32.3429166666667"
"SITE_1201","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1202","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1202","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"80","72","Measured or Known","5760","0.4","16"
"SITE_1202","Exterior","Wood Solid Core","Double","Unknown","> 80% window (glass French door)",NA,"80","72","Measured or Known","5760","0.4","16"
"SITE_1203","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1203","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1204","Exterior","Metal","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1204","Exterior","Metal","Single","Hinge","None",NA,"80","34","Measured or Known","2720","1.22666666666666","23.1703703703702"
"SITE_1205","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1205","Exterior","Metal","Single","Hinge","None",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1205","Exterior","Metal","Single","Hinge","None",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1206","Exterior","Metal","Single","Hinge","None",NA,"78","36","Measured or Known","2808","1.22666666666666","23.9199999999999"
"SITE_1206","Exterior","Metal","Single","Hinge","None",NA,"78","36","Measured or Known","2808","1.22666666666666","23.9199999999999"
"SITE_1206","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"78","36","Measured or Known","2808","0.4","7.8"
"SITE_1206","Exterior","Metal","Single","Hinge","None",NA,"78","36","Measured or Known","2808","1.22666666666666","23.9199999999999"
"SITE_1206","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1206","Exterior","Metal","Double","Hinge","> 80% window (glass French door)",NA,"80","60","Measured or Known","4800","1.22666666666666","40.8888888888887"
"SITE_1207","Exterior","Fiberglass","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1207","Exterior","Metal","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1207","Exterior","Fiberglass","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1207","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1208","Exterior","Metal","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1208","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1208","Exterior","Metal","Single","Hinge","None",NA,"80","36","Unknown","2880","1.22666666666666","24.5333333333332"
"SITE_1209","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1209","Exterior","Fiberglass","Single","Hinge","None",NA,"80","32","Measured or Known","2560","0.853333333333333","15.1703703703704"
"SITE_1209","Exterior","Wood Solid Core","Single","Slider","> 80% window (glass French door)",NA,"78","69","Measured or Known","5382","0.4","14.95"
"SITE_121","Exterior","Wood Solid Core","Single","Hinge","None",NA,"84","36","Measured or Known","3024","0.4","8.4"
"SITE_121","Exterior","Wood Hollow","Single","Hinge","None",NA,"84","36","Measured or Known","3024","0.45","9.45"
"SITE_121","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"78","66","Measured or Known","5148","0.853","30.49475"
"SITE_1210","Exterior","Fiberglass","Single","Hinge","> 80% window (glass French door)",NA,"96","36","Measured or Known","3456","0.853333333333333","20.48"
"SITE_1210","Exterior","Fiberglass","Single","Hinge","> 80% window (glass French door)",NA,"96","36","Measured or Known","3456","0.853333333333333","20.48"
"SITE_1210","Exterior","Fiberglass","Single","Hinge","> 80% window (glass French door)",NA,"96","36","Measured or Known","3456","0.853333333333333","20.48"
"SITE_1210","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"94","70","Measured or Known","6580","0.853","38.9773611111111"
"SITE_1210","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"94","70","Measured or Known","6580","0.853","38.9773611111111"
"SITE_1211","Exterior","Metal","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1211","Exterior","Vinyl","Single","Slider","> 80% window (glass French door)",NA,"80","70","Measured or Known","5600","0.853","33.1722222222222"
"SITE_1211","Exterior","Metal","Single","Hinge","Half window",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1211","Exterior","Metal","Single","Hinge","None",NA,"80","30","Measured or Known","2400","1.22666666666666","20.4444444444443"
"SITE_1212","Exterior","Metal","Single","Hinge","None",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1212","Exterior","Fiberglass","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.853333333333333","17.0666666666667"
"SITE_1212","Exterior","Metal","Single","Hinge","> 80% window (glass French door)",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1212","Exterior","Wood Solid Core","Double","Hinge","> 80% window (glass French door)",NA,"78","70","Measured or Known","5460","0.4","15.1666666666667"
"SITE_1213","Exterior","Metal","Single","Hinge","None",NA,"80","32","Measured or Known","2560","1.22666666666666","21.8074074074073"
"SITE_1213","Exterior","Metal","Single","Hinge","None",NA,"80","36","Unknown","2880","1.22666666666666","24.5333333333332"
"SITE_1213","Exterior","Metal","Single","Hinge","None",NA,"80","32","Unknown","2560","1.22666666666666","21.8074074074073"
"SITE_1214","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1214","Exterior","Metal","Single","Hinge","None",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1215","Exterior","Metal","Single","Hinge","Half window",NA,"80","36","Measured or Known","2880","1.22666666666666","24.5333333333332"
"SITE_1215","Exterior","Fiberglass","Single","Slider","> 80% window (glass French door)",NA,"78","64","Measured or Known","4992","0.853333333333333","29.5822222222222"
"SITE_1216","Exterior","Unknown","Single","Slider","> 80% window (glass French door)",NA,"96","69","Measured or Known","6624","Unknown","Unknown"
"SITE_1216","Exterior","Unknown","Single","Slider","> 80% window (glass French door)",NA,"96","69","Measured or Known","6624","Unknown","Unknown"
"SITE_1216","Exterior","Unknown","Single","Hinge","> 80% window (glass French door)",NA,"96","36","Measured or Known","3456","Unknown","Unknown"
"SITE_1216","Exterior","Unknown","Double","Hinge","> 80% window (glass French door)",NA,"96","69","Measured or Known","6624","Unknown","Unknown"
"SITE_1216","Exterior","Wood Solid Core","Single","Hinge","None",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1217","Exterior","Wood Solid Core","Single","Hinge","Half window",NA,"80","34","Measured or Known","2720","0.4","7.55555555555556"
"SITE_1217","Exterior","Wood Solid Core","Single","Hinge","None",NA,"68","20","Measured or Known","1360","0.4","3.77777777777778"
"SITE_1217","Exterior","Wood Solid Core","Single","Hinge","None",NA,"75","36","Measured or Known","2700","0.4","7.5"
"SITE_1218","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","30","Measured or Known","2400","0.4","6.66666666666667"
"SITE_1218","Exterior","Wood Solid Core","Single","Hinge","Decorative window (arch, etc.)",NA,"80","36","Measured or Known","2880","0.4","8"
"SITE_1218","Exterior","Wood Solid Core","Single","Slider","> 80% window (glass French door)",NA,"80","74","Measured or Known","5920","0.4","16.4444444444444"
"SITE_1218","Exterior","Wood Solid Core","Single","Hinge","> 80% window (glass French door)",NA,"80","36","Measured or Known","2880","0.4","8"
