"SiteID","Wall_Type","Wall_Sub_Type","Wall_Area","Wall_Area_is_Estimated","Wall_Framing_Spacing","Wall_Framing_Spacing_Other","Wall_Framing_Size","Wall_Framing_Material","Wall_Thickness","Furred_Wall","Furred_Wall_Insulated","Furred_Wall_Insulation_Type","Furred_Wall_Insulation_Thickness","Furred_Wall_Insulation_Condition","Furred_Wall_Insulation_Source","Furred_Wall_Insulation_Source_Other","Wall_Cavity_Insulated","Wall_Cavity_Insulation_Type","Wall_Cavity_Depth","Wall_Cavity_Insulation_Thickness","Wall_Cavity_Insulation_Condition","Wall_Cavity_Insulation_Source","Wall_Cavity_Source_Other","Wall_Exterior_Insulated","Wall_Exterior_Insulation_Type","Wall_Exterior_Insulation_Thickness","Wall_Exterior_Insulation_Condition","Basement_Wall_Area_Sq_Ft_Is_Estimated","Basement_Walls_-_Depth_Below_Grade","Wall_Exterior_Insulation_Source","Wall_Exterior_Insulation_Source_Other","Basement_Walls_-_Height_Above_Grade","Basement_Walls_-_Percent_Below_Grade","Wall_Insulation_R-Value","Wall_Insulation_U-Value","Basement_Walls_-_Additional_U-Value_from_Soil","Wall_U-Value_for_Heat_Loss_without_Soil","Wall_U-Value_for_Heat_Loss_including_Soil","Wall_U-Value_for_Heat_Loss","Wall_Heat_Loss_Rate_UA"
"SITE_1044","Masonry (Basement)","Concrete Block","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,"6",NA,NA,"1.25","0.827586206896552","0",NA,"0.19","0.332225913621262","0.214521709245045","0.332225913621262","Unknown"
"SITE_1044","Framed",NA,"2460","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.05","0.0586510263929619",NA,NA,"Unknown","0.069625416968721","171.278525743054"
"SITE_1045","Framed",NA,"934","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"4",NA,"Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.290884018658707","271.685673427232"
"SITE_1047","Framed",NA,"1530","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","IR Camera",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","134.276923043678"
"SITE_1048","Framed",NA,"1324","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"Yes","Foil-faced polyisocyanurate foam board","1.5","0.9",NA,NA,"Visual inspection",NA,NA,NA,"9.3","0.10752688172043",NA,NA,"Unknown","0.0947280049352378","125.419878534255"
"SITE_1048","Framed",NA,"760","Measured or Known","24 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"6","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.46","0.0488758553274682",NA,NA,"Unknown","0.0635886117002364","48.3273448921797"
"SITE_105","Framed",NA,"2520","Unknown","24 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.098477432307696","248.163129415394"
"SITE_105","Framed",NA,"2520","Unknown","24 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.098477432307696","248.163129415394"
"SITE_105","Framed",NA,"620","Unknown","24 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.098477432307696","61.0560080307715"
"SITE_105","Framed",NA,"620","Unknown","24 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.098477432307696","61.0560080307715"
"SITE_1050","Framed",NA,"4200","Estimated","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"6","1","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.46","0.0488758553274682",NA,NA,"Unknown","0.0635886117002364","267.072169140993"
"SITE_1051","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Mineral wool batts",NA,"4","0.9","Other","HOME OWNER","Yes","Extruded polystyrene foam board (pink or blue)","2","0.9",NA,NA,"Other","HOME OWNER",NA,NA,"25.1","0.0398406374501992",NA,NA,"Unknown","0.0496619939360106","Unknown"
"SITE_1052","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Mixed",NA,"4","1","Other","HOME OWNER","Yes","Extruded polystyrene foam board (pink or blue)","0.5",NA,NA,NA,"Other","HOME OWNER",NA,NA,"17.7096386946387","0.0564664258397736",NA,NA,"Unknown","0.0848250581261017","Unknown"
"SITE_1053","Framed",NA,"1173","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.0944098416687363","110.742744277428"
"SITE_1054","Framed",NA,"2288","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","260.963009433374"
"SITE_1055","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x6","Reinforced concrete",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","1","IR Camera",NA,"Yes","Extruded polystyrene foam board (pink or blue)","0.25","0.9",NA,NA,"Visual inspection",NA,NA,NA,"20.0925","0.0497698146074406",NA,NA,"Unknown","0.0922590563111324","Unknown"
"SITE_1056","Framed",NA,"3279.3","Measured or Known","24 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","287.80020505695"
"SITE_1057","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"Yes","Extruded polystyrene foam board (pink or blue)","1","0.75",NA,NA,"Other","HOME OWNER",NA,NA,"5.35","0.186915887850467",NA,NA,"Unknown","0.149784516960169","Unknown"
"SITE_1058","Framed",NA,"3893","Estimated","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.0890023725923165","346.486236501888"
"SITE_1059","Framed",NA,"1600","Estimated","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","140.420311679663"
"SITE_106","Framed",NA,"525","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.0946602571307528","49.6966349936452"
"SITE_106","Framed",NA,"300","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.0946602571307528","28.3980771392258"
"SITE_106","Framed",NA,"525","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.0946602571307528","49.6966349936452"
"SITE_106","Framed",NA,"300","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.0946602571307528","28.3980771392258"
"SITE_1060","SIP",NA,"2350","Unknown",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,"Yes","Expanded polystyrene foam board (white)",NA,NA,"1","IR Camera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown",NA,"Unknown"
"SITE_1061","Framed",NA,"1484","Estimated","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.0677384901856074","100.523919435441"
"SITE_1062","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"Yes","Expanded polystyrene foam board (white)","4","0.9",NA,NA,"Other","Home owner",NA,NA,"16.6","0.0602409638554217",NA,NA,"Unknown","0.0718679771560975","Unknown"
"SITE_1063","Framed",NA,"3464.8","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"3.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.5","0.0952380952380952",NA,NA,"Unknown","0.100843167074133","349.401405278457"
"SITE_1064","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"6",NA,NA,NA,"Yes","Closed-cell spray foam","4","0.9",NA,NA,"Other","Home Owner",NA,NA,"23.0036363636364","0.043471387922858",NA,NA,"Unknown","0.0603674465232532","Unknown"
"SITE_1065","Framed",NA,"2088","Estimated","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.0890023725923165","185.836953972757"
"SITE_1066","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","3",NA,NA,"4.6","0.394736842105263","0",NA,"0.28","0.709219858156028","0.539790966778649","0.709219858156028","Unknown"
"SITE_1066","Framed",NA,"2279","Measured or Known","24 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.0677384901856074","154.376019132999"
"SITE_1067","Framed",NA,"2200","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.9","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.108984136713704","239.76510077015"
"SITE_1068","Framed",NA,"1520","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"4",NA,"Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.290884018658707","442.143708361234"
"SITE_1069","Framed",NA,"2544","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","1","IR Camera",NA,"Yes","Extruded polystyrene foam board (pink or blue)","0.5","1",NA,NA,"Visual inspection",NA,NA,NA,"14.61","0.0684462696783025",NA,NA,"Unknown","0.068707121408906","174.790916864257"
"SITE_107","Framed",NA,"1402.5","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.066361070416133","93.0714012586266"
"SITE_1070","Framed",NA,"1003.625","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","291.938473226345"
"SITE_1071","Framed",NA,"1488","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.066361070416133","98.745272779206"
"SITE_1072","Framed",NA,"2830","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.0677384901856074","191.699927225269"
"SITE_1072","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Unknown",NA,NA,"0.9",NA,NA,"Unknown","Unknown",NA,NA,NA,"Unknown",NA,"No",NA,NA,NA,"Measured or Known","5",NA,NA,"2.5","0.666666666666667","0",NA,"0.28","0.320177066768749","0.293392355589583","0.320177066768749","Unknown"
"SITE_1073","Framed",NA,"1382","Estimated","24 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"6","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.46","0.0488758553274682",NA,NA,"Unknown","0.0635886117002364","87.8794613697267"
"SITE_1073","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Yes","Fiberglass batts",NA,"0.9","Other","Unknown because concrete in the way,  so can’t use IR camera","No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Estimated","0",NA,NA,"7.6","0","0",NA,"0.35","0.320177066768749","0.320177066768749","0.320177066768749","Unknown"
"SITE_1074","Log",NA,"2098.8","Measured or Known",NA,NA,NA,NA,"6 to 9",NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.156494522691706","328.450704225352"
"SITE_1075","Framed",NA,"1500","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.9","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.108984136713704","163.476205070557"
"SITE_1076","Framed",NA,"1180","Measured or Known","Unknown",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","134.587566053925"
"SITE_1076","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","4",NA,NA,"2.5","0.615384615384615","0",NA,"0.28","0.709219858156028","0.445084560829242","0.709219858156028","Unknown"
"SITE_1077","Framed",NA,"1904","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","1","Visual inspection",NA,"Yes","Extruded polystyrene foam board (pink or blue)","1","1",NA,NA,"Visual inspection",NA,NA,NA,"18.99","0.0526592943654555",NA,NA,"Unknown","0.0543755235366791","103.530996813837"
"SITE_1078","Log",NA,"2032","Measured or Known",NA,NA,NA,NA,"6 to 9",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.156494522691706","317.996870109546"
"SITE_1078","Framed",NA,"1016","Measured or Known","Unknown",NA,"2x8","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"8",NA,"Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","0.0416666666666667",NA,NA,"Unknown","0.274847770074098","279.245334395284"
"SITE_1079","Framed",NA,"1346","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","391.529889114619"
"SITE_108","Framed",NA,"560","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"4",NA,"Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.290884018658707","162.895050448876"
"SITE_108","Framed",NA,"560","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"4",NA,"Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.290884018658707","162.895050448876"
"SITE_108","Framed",NA,"760","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"4",NA,"Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.290884018658707","221.071854180617"
"SITE_108","Framed",NA,"720","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"4",NA,"Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.290884018658707","209.436493434269"
"SITE_1080","Framed",NA,"1085","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown cellulose",NA,"5.5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.7935","0.0532098863968925",NA,NA,"Unknown","0.0877018722385073","95.1565313787804"
"SITE_1081","Adiabatic (Framed)","Wall to other living space","263","Measured or Known","16 inches on center",NA,"Unknown","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0","0"
"SITE_1081","Framed",NA,"783","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.0944098416687363","73.9229060266205"
"SITE_1082","Framed",NA,"1576","Measured or Known","16 inches on center",NA,"2x8","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"6.25","1","IR Camera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.3125","0.0469208211143695",NA,NA,"Unknown","0.056823813638316","89.554330293986"
"SITE_1082","Framed",NA,"1050","Estimated","16 inches on center",NA,"2x8","Wood",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"6.25","1","IR Camera",NA,"No",NA,NA,NA,"Estimated",NA,NA,NA,NA,NA,"21.3125","0.0469208211143695",NA,NA,"Unknown","0.056823813638316","59.6650043202318"
"SITE_1083","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","Unknown"
"SITE_1084","Framed",NA,"1300","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"6","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.46","0.0488758553274682",NA,NA,"Unknown","0.0635886117002364","82.6651952103073"
"SITE_1085","Framed",NA,"1041","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","118.73360700181"
"SITE_1086","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","5.5",NA,NA,"1.5","0.785714285714286","0",NA,"0.19","0.709219858156028","0.301261398176292","0.709219858156028","Unknown"
"SITE_1086","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Unknown",NA,NA,"0.9",NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","2",NA,NA,"5","0.285714285714286","0",NA,"0.35","0.320177066768749","0.328697904834821","0.320177066768749","Unknown"
"SITE_1086","Framed",NA,"1256","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","143.255917765873"
"SITE_1087","Framed",NA,"2115.2","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","0.9","IR Camera",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.114282633283548","241.730625921361"
"SITE_1088","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","Unknown"
"SITE_1089","Framed",NA,"1800","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.9","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.108984136713704","196.171446084668"
"SITE_109","Framed",NA,"4620","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","526.944538278928"
"SITE_1090","Framed",NA,"964","Measured or Known","Unknown",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"4",NA,"Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.290884018658707","280.412193986993"
"SITE_1091","Unknown",NA,"Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown",NA,"Unknown"
"SITE_1092","Framed",NA,"1269","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"6","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.46","0.0488758553274682",NA,NA,"Unknown","0.0635886117002364","80.6939482476"
"SITE_1093","Framed",NA,"1330","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","151.696154959085"
"SITE_1094","Log",NA,"2718","Measured or Known",NA,NA,NA,NA,"6 to 9",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.156494522691706","425.352112676056"
"SITE_1095","Framed",NA,"1366","Estimated","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Closed-cell spray foam",NA,"6","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34.5054545454545","0.0289809252819054",NA,NA,"Unknown","0.0735398865632139","100.45548504535"
"SITE_1096","Framed",NA,"1338","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","117.426485642118"
"SITE_1097","Framed",NA,"1615","Unknown","24 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","184.202473878889"
