"SiteID","Occupant_Controls_Heating_Cooling","Heating_Equipment_Operator","Heating_Equipment_Used_The_Most","Heating_Setpoint","Overnight_Heating_Setpoint","Open_Windows_When_Heating","Block_Off_Part_of_Home_In_Heating_Season","Percent_of_Home_At_Different_Temp","Use_Portable_Heating_Equipment","Is_Portable_Heating_In_Storage","Cooling_Setpoint","Overnight_Cooling_Setpoint","Outdoor_Temp_for_Cooling","Use_Portable_Cooling_Equipment","Is_Portable_Cooling_Equipment_In_Storage","Use_Portable_HP_Equipment","Is_Portable_HP_Equipment_In_Storage","Use_Non_Utility_Fuels_For_Heat","Air_Quality","Location_of_Spare_Lamps","Qty_TVs","TVs_Used_Most","Primary_TV_Hours_per_Day","Primary_TV_Age","Secondary_TVs_Hours_per_Day","Secondary_TV_Age","Smart_Home_Devices_Present","Smart_Home_Hubs_in_Use","Smart_Home_Hub_Communication","Qty_Other_Smart_Hubs","Other_Smart_Hub_Names","Smart_Large_Appliances","Smart_Power_Strips","Qty_Smart_Socket_Plugs","Qty_Smart_Wall_Switches","Qty_Clothes_Washer_Loads_per_Week","Qty_Dishwasher_Loads_per_Week","Percent_Clothes_Washer_Loads_Washed_in_Hot_Water","Showerhead_Used_The_Most","Electric_Vehicle_Present","Pool_Present","Pool_Type","Pool_Location","Pool_Availability_Months_Per_Year","Pool_Area_Sq_Ft","Pool_Area_Is_Estimated","Pool_Cover","Pool_Heat_Primary_Fuel_Type","Pool_Heat_Primary_Fuel_Type_Other","Pool_Solar_Assist","Hot_Tub_Present","Hot_Tub_Area","Hot_Tub_Area_Is_Estimated","Onsite_Power_Generation_Present","Onsite_Power_Generation_Type","Onsite_Power_Generation_Type_Other","Fossil_Fuel_System_Power_Rating","Generator_Fuel","PV_Power_Rating","PV_Financing","PV_Financing_Other","Power_Storage_Present","Power_Storage_Type","Power_Storage_Type_Other","Backup_Battery_Capacity_kW","Backup_Battery_Capacity_kWh","Capacity_of_Hot_Water_Thermal_Storage"
"SITE_480","Yes",NA,"Fireplace or Stove","Unknown","58","No","No","Unknown","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Bathroom/laundry","1",NA,"0","10",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","3","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_481","Yes",NA,"Central Air Source Heat Pump","70","68","No","Unknown","0","No",NA,"72","72","85",NA,"No",NA,"No","Yes","No, no air quality problems","closet","4","kitchen and living room","3.5","3","2.5","4","Yes","Unknown","Unknown",NA,NA,"Thermostat","0","0","0","10","7","20","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","35","Measured or Known","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_482","Yes",NA,"Furnace","Unknown","60","No","No","0","Yes","Yes","73",NA,"85","No","Yes",NA,"No","No","No, no air quality problems","Garage","2","Unknown","2","6","2","3","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","0.25","30","RIGHT HAND SIDE AS SOON AS YOU GET UPSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_483","Yes",NA,"Furnace","70","68","No","No","0","No",NA,"74","74","95",NA,"No",NA,"No","Yes","No, no air quality problems","Utility room","2","Unknown","5","3","5","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","5","7","0","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","53","Measured or Known","Yes","Fossil Fuel generator – hardwired with grid disconnects, NOT an emergency use unit",NA,"Unknown","Petrol",NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_484","Yes",NA,"Baseboard","Unknown","62","Yes","No","0","No",NA,"65","65","75",NA,"No",NA,"No","No","Mildew","Unknown","4","Primary","18","2","15","5","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","7","50","MAIN BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_485","Yes",NA,"Furnace","70","67","Yes","Yes","10","Yes",NA,"60","60","Unknown","Yes","Yes",NA,"No","No","No, no air quality problems","Unknown","4","Living room and bedroom","16","0","4","2","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,"Thermostat","0","0","0","3","5","33","UPSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_486","Yes",NA,"Furnace","72","72","No","No","Unknown","No",NA,"65","75","75",NA,"No",NA,"No","No","Drafty","Bedroom 2","2","Unknown","5","18","2","Unknown","Yes","Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","7","Unknown","50","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_487","Yes",NA,"Furnace","70","58","No","No","0","Yes","Unknown","76","76","80",NA,"No",NA,"No","No","No, no air quality problems","basement closet","5","living room","3","10","1","10","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","2","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_488","Yes",NA,"Central Air Source Heat Pump","68","64","No","No","0","Yes","Yes","72",NA,"95",NA,"No",NA,"No","Yes","No, no air quality problems","None","1",NA,"2","3",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","0","0","PRIMARY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_489","Yes",NA,"Central Air Source Heat Pump","69","Unknown","No","No","Unknown","Unknown",NA,"74","74","Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","bathroom cabinet","3","Primary","4","2","1","1","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","3","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_49","Yes",NA,"Wall Heater","Unknown","Unknown","No","Unknown","Unknown","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","hall closet","1",NA,"4","10",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1.5","Unknown","25","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_490","Yes",NA,"Central Air Source Heat Pump","Unknown","62","No","No","0","No",NA,"70",NA,"90",NA,"No",NA,"No","Yes","No, no air quality problems","Closet","2","Unknown","8","Unknown","1.5","7","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","Unknown","Unknown","6","3","0","ROOMMATES","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_491","Yes",NA,"Furnace","69","60","No","Yes","10","Yes","Yes","68",NA,"78",NA,"No",NA,"No","Yes","No, no air quality problems","Garage and Laundry Room","3","Bonus room","5","3","3","1","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","2","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","48","Measured or Known","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_492","Yes",NA,"Furnace","68","62","No","No","0","No",NA,"70","70","73",NA,"No",NA,"No","No","No, no air quality problems","kitchen","3","living room and workout","1.5","5","0.5","5","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)","2","wyse",NA,"0","0","0","0.25","0","0","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_493","Yes",NA,"Furnace","68","64","No","No","0","No",NA,"76","72","84",NA,"No",NA,"No","No","No, no air quality problems","Laundry","Unknown","Unknown","2","1","0.125","12","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","3","4","5","PRIMARY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","36","Measured or Known","Yes","Solar / PV System",NA,NA,NA,"6.2","Purchased outright",NA,"No",NA,NA,NA,NA,NA
"SITE_494","Yes",NA,"Central Air Source Heat Pump","70","68","No","Yes","10","No",NA,"70",NA,"84",NA,"No",NA,"No","Yes","Drafty","Kitchen","2","Unknown","10","6","1","6","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","2","0","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_495","Yes",NA,"Central Air Source Heat Pump","68","68","No","No","Unknown","No",NA,"74","74","Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Drawer","3","Living room,  theatre room","3","4","0","4","Yes","Wink","Phone App (using a phone application to start and stop devices and routines)",NA,NA,"Lamps/Fixtures","0","0","0","1","0.25","0","DOWNSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","64","Measured or Known","Yes","Fossil Fuel generator – hardwired with grid disconnects, NOT an emergency use unit",NA,"12","Propane",NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_496","Yes",NA,"Wall Heater","72","72","No","No","Unknown","No",NA,"72","72","80",NA,"No",NA,"No","Yes","No, no air quality problems","Unknown","2","Unknown","3","3","0","3","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","5","4","20","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_497","Yes",NA,"Furnace","68","59","No","No","0","No",NA,"72",NA,"80",NA,"No",NA,"No","No","No, no air quality problems","Laundry","2","Unknown","3","10","0.17","7","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","3","25","PRIMARY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_498","Yes",NA,"Central Air Source Heat Pump","71","71","Yes","No","Unknown","No",NA,"70","72","75",NA,"No",NA,"No","No","No, no air quality problems","closet","4","primary,  secondary","12","2","2","10","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","10","9","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_499","Yes",NA,"Furnace","68","63","No","No","0","No",NA,"70",NA,"75",NA,"No",NA,"No","No","No, no air quality problems","Laundry Room","1",NA,"1","5",NA,NA,"Yes","Unknown","Unknown","0","Wise","Thermostat","Unknown","2","0","10","4","40","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_5","Yes",NA,"Ductless Mini-split Heat Pump","68","60","Yes","Yes","10","Yes","Unknown","80","80","Unknown",NA,"No",NA,"No","No","No, no air quality problems","in dining room drawer","4","living room and bedroom","0","4","0","7","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","UPSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_50","Yes",NA,"Wall Heater","Unknown","Unknown","No","Yes","0","No",NA,"65",NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Laundry","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_500","Yes",NA,"Boiler","71","68","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","pantry by kitchen","2","Unknown","3.5","13","2","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","0.5","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Solar / PV System",NA,NA,NA,"Unknown","Purchased outright",NA,"No",NA,NA,NA,NA,NA
"SITE_501","Yes",NA,"Geothermal Heat Pump","68","65","No","No","Unknown","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","SHOP","2","Unknown","6","Unknown","0","Unknown","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","6","7","0","1ST FLOOR SHOWERS USED EVENLY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_502","Yes",NA,"Furnace","68","68","No","No","0","Yes","Yes",NA,NA,"100","No","Yes",NA,"No","Yes","No, no air quality problems","Garage","1",NA,"3","3",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0.5","0","0","PRIMARY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_503","Yes",NA,"Ductless Mini-split Heat Pump","72","72","Yes","No","0","No",NA,"72","72","90",NA,"No",NA,"No","Yes","No, no air quality problems","Pantry","2","Unknown","12","5","1","5","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","2","1","0","PRIMARY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_504","Yes",NA,"Furnace","68","63","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","no","2","Unknown","2","11","1","2","Yes","Other","Phone App (using a phone application to start and stop devices and routines)","1","magichome",NA,"0","0","0","6","7","0","TOP FLOOR","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_505","Yes",NA,"Central Air Source Heat Pump","72","72","No","No","0","No",NA,"68","68","90",NA,"No",NA,"No","No","No, no air quality problems","Closet","2","Unknown","3","5","1","5","Yes","Lutron Caseta","Phone App (using a phone application to start and stop devices and routines)",NA,NA,"Washer, Dryer","Unknown","Unknown","Unknown","10","18","30","PRIMARY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","30","Measured or Known","Yes","Solar / PV System",NA,NA,NA,"5","Purchased outright",NA,"No",NA,NA,NA,NA,NA
"SITE_506","Yes",NA,"Furnace","68","62","No","No","Unknown","Yes","Unknown","78","72","78",NA,"No",NA,"No","No","Mildew, Stuffy","in the laundry room","1",NA,"2","15",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","3","100","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_507","Yes",NA,"PTHP ""Packaged Terminal Heat Pump""","76","Unknown","No","No","0","No",NA,"60","60","80",NA,"No",NA,"No","No","No, no air quality problems","kITCHEN","2","Unknown","12","10","2","10","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0","0","0","PRIMARY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_508","Yes",NA,"Fireplace or Stove","Unknown","60","No","No","0","Yes","Unknown","72",NA,"75","Unknown","Yes",NA,"No","No","No, no air quality problems","Soltorage somewhere","4","Living room,  other two don’t really get used","6","5","0","Unknown","Yes","Alexa Echo","Unknown",NA,NA,NA,"0","3","1","Unknown","Unknown","Unknown","ABOUT THE SAME","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_509","Yes",NA,"Furnace","70","63","Yes","Yes","5","Yes","Unknown","73","73","80",NA,"No",NA,"No","No","No, no air quality problems","Garage","1",NA,"3","0.25",NA,NA,"Yes","Unknown","Unknown",NA,NA,"Thermostat","0","0","0","6","8","33","MASTER BATH","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Fossil Fuel generator – hardwired with grid disconnects, NOT an emergency use unit",NA,"Unknown","Petrol",NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_51","Yes",NA,"Central Air Source Heat Pump","70","68","Unknown","No","Unknown","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Unknown","No, no air quality problems","hall closet","2","Unknown","4","Unknown","2",NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","7","0","MAIN BEDROOM BATH (2 SHOWER HEADS,  BOTH USED ABOUT THE SAME)","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_510","Yes",NA,"Furnace","70","67","No","No","Unknown","No",NA,"73",NA,"85",NA,"No",NA,"No","No","No, no air quality problems","Closet","3","Living room","4","6","0.2","4","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","5","3","20","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","36","Estimated","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_511","Yes",NA,"Central Air Source Heat Pump","71","65","No","No","0","No",NA,"73","73","85",NA,"No",NA,"No","Yes","No, no air quality problems","Garage","3","Living office","3","12","2","12","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","6","3","50","PRIMARY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Solar / PV System",NA,NA,NA,"7.2","Purchased outright",NA,"No",NA,NA,NA,NA,NA
"SITE_512","Yes",NA,"Fireplace or Stove","Unknown","Unknown","No","Yes","20","Yes","Unknown",NA,NA,"Unknown",NA,"No",NA,"No","Yes","Drafty","Above washing machines","1",NA,"2","3",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","2","50","EN SUITE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_513","Yes",NA,"Fireplace or Stove","70","65","Yes","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Na","1",NA,"8","10",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0","0","0","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_514","Yes",NA,"Central Air Source Heat Pump","70","70","No","No","0","No",NA,"72","72","82",NA,"No",NA,"No","No","No, no air quality problems","Unknown","1",NA,"4","2",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","5","7","0","PRIMARY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_515","Yes",NA,"Furnace","Unknown","54","No","Yes","15","Yes","Unknown",NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","pantry","1",NA,"0","27",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0.2","0","100","MASTER","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_516","Yes",NA,"Central Air Source Heat Pump","Unknown","64","No","Yes","50","Yes","Yes","75","72","87",NA,"No",NA,"No","Yes","No, no air quality problems","Pantry","2","Unknown","6","12","0","7","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,"Stove / Oven, Washer, Thermostat","0","0","9","4","1","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_517","Yes",NA,"Furnace","68","66","No","Yes","33","Yes","Unknown","70",NA,"85",NA,"No",NA,"No","No","No, no air quality problems","above the dryer","1",NA,"4","3",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","1","0","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_518","Yes",NA,"Furnace","Unknown","59","No","No","Unknown","Yes","Unknown","82",NA,"90",NA,"No",NA,"No","No","Drafty, Persistent Odor","laundry","1",NA,"0.25","2",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","1","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_519","Yes",NA,"Furnace","Unknown","62","No","Yes","20","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","storage","1",NA,"3","8",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","3","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","24","Measured or Known","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_52","Yes",NA,"Central Air Source Heat Pump","Unknown","50","No","No","Unknown","No",NA,"80","80","81",NA,"No",NA,"No","No","No, no air quality problems","Utility room","1",NA,"3","10",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","Unknown","25","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_520","Yes",NA,"Fireplace or Stove","70","Unknown","Yes","Yes","25","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Unknown","1",NA,"1","9",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","Unknown","10","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","20","Measured or Known","Yes","Solar / PV System, Solar Thermal System (hot water)",NA,NA,NA,"8","Other","Tax credits from both state and federal","Yes","Hot Water, Battery",NA,"7","14",NA
"SITE_521","Yes",NA,"Central Air Source Heat Pump","68","99","No","No","Unknown","Yes","Unknown","70",NA,"110",NA,"No",NA,"No","Yes","No, no air quality problems","Laundry room","1",NA,"2","16",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","6","Unknown","0","UPSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Fossil Fuel generator – hardwired with grid disconnects, NOT an emergency use unit",NA,"Unknown","Petrol",NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_522","Yes",NA,"Furnace","70","66","No","No","0","Yes","Unknown","72",NA,"95","Yes","Yes",NA,"No","No","No, no air quality problems","Workroom","1",NA,"3","6",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","7","0","ONLY ONE","No","Yes","Pool - heated","Outdoor","12","530","Measured or Known","No","Natural Gas",NA,"No","No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_523","Yes",NA,"Portable Heater","72","Unknown","No","No","0","Yes","Unknown","72",NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Living room","1",NA,"6","9",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0","0","0","PRIMARY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_524","Yes",NA,"Fireplace or Stove","68","Unknown","Yes","Yes","20","Yes","Unknown",NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Cupboard","2","Unknown","1.5","10","0.5","5","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_525","Yes",NA,"Furnace","73","70","Yes","No","Unknown","No",NA,"74","76","79",NA,"No",NA,"No","No","No, no air quality problems","utility room","2","Unknown","3","1","0","15","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","0.25","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Solar / PV System",NA,NA,NA,"5.67","Purchased outright",NA,"No",NA,NA,NA,NA,NA
"SITE_527","Yes",NA,"Fireplace or Stove","72","72","No","No","Unknown","Yes","Unknown","68","66","90",NA,"No",NA,"No","Yes","No, no air quality problems","Bedroom","3","Living room,  kitchen","12","3","12","8","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","21","7","0","EVEN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_528","Yes",NA,"Furnace","69","63","No","No","0","No",NA,"72",NA,"90",NA,"No",NA,"No","No","Stuffy","Garage","1",NA,"1","8",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","1","0","UPSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
