"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Model","Stove_Oven_Missing_Model_Reason","Stove_Oven_Missing_Model_Reason_Other","Vintage","Serial","Wifi_Enabled","Primary","Stove_Fuel","Stove_Type","Stove_Type_Other","Stove_Number_Burners","Oven_Fuel","Oven_Fuel_Other","Oven_Type","Oven_Single_Or_Double","Room_Type"
"SITE_1728","ROOM_31718","APPL_19862","Stove / Oven combo","Frigidaire",NA,"FEF352DUA",NA,NA,"Unknown","VF43445670","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_173","ROOM_10707","APPL_88646","Stovetop","Jenn-Air",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_173","ROOM_10707","APPL_33706","Oven (standalone / wall)","Whirlpool",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_1730","ROOM_44019","APPL_33507","Oven (standalone / wall)","Other","Decor","DOC30M977DS/DA",NA,NA,"2019","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Double Oven","Kitchen"
"SITE_1730","ROOM_44019","APPL_74770","Stovetop","Other","Decor","Unknown","NO NAMEPLATE",NA,"2019","Unknown","Yes","No","Natural Gas","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_1731","ROOM_23219","APPL_31782","Stove / Oven combo","Frigidaire",NA,"LGEF3043FK",NA,NA,"2012","VF24956265","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1732","ROOM_18567","APPL_134087","Stove / Oven combo","Frigidaire",NA,"LFEF3054TFE",NA,NA,"Unknown","VF74605839","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1733","ROOM_17273","APPL_21972","Stove / Oven combo","Frigidaire",NA,"LGGF3046TFE",NA,NA,"Unknown","VF91100968","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_1734","ROOM_49","APPL_135494","Stove / Oven combo","General Electric",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1735","ROOM_36695","APPL_158696","Stove / Oven combo","Frigidaire",NA,"PLEFMZ99ECC",NA,NA,"Unknown","VF53734414","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1736","ROOM_25162","APPL_138941","Stove / Oven combo","Frigidaire",NA,"FCRE305LAFD",NA,NA,"Unknown","VF04618020","No","No","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1736","ROOM_38815","APPL_168423","Stove / Oven combo","Frigidaire",NA,"#79079363402",NA,NA,"Unknown","VF52123536","No","Yes","Natural Gas","Combustion",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1737","ROOM_24249","APPL_133341","Oven (standalone / wall)","Bosch",NA,"HBLP651RUC/04",NA,NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Double Oven","Kitchen"
"SITE_1738","ROOM_37284","APPL_76545","Stove / Oven combo","Bosch",NA,"HGS5053UCI",NA,NA,"Unknown","#999060088040001940","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_1739","ROOM_36066","APPL_147967","Stove / Oven combo","Whirlpool",NA,"RF362BXG0",NA,NA,"Unknown","RJ2420319","No","Yes","Electric","Coils",NA,"Unknown","Unknown","Unknown","Unknown","Single Oven","Kitchen"
"SITE_174","ROOM_36285","APPL_50650","Stove / Oven combo","Wolf",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_1740","ROOM_33937","APPL_63758","Stovetop","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Natural Gas","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_1740","ROOM_33937","APPL_86571","Oven (standalone / wall)","Magic Chef",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Natural Gas",NA,"Radiant","Unknown","Kitchen"
"SITE_1741","ROOM_31929","APPL_42433","Stovetop","Bosch",NA,"NIT8665UC/02",NA,NA,"Unknown","Unknown","No","Yes","Electric","Induction",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_1741","ROOM_31929","APPL_46675","Oven (standalone / wall)","Bosch",NA,"HBL8450UC/07",NA,NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_1742","ROOM_42474","APPL_101583","Stove / Oven combo","Samsung",NA,"NE58K9430SS/AA",NA,NA,"2016","0D227DCHA00153F","No","No","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1743","ROOM_39134","APPL_58814","Stove / Oven combo","LG",NA,"LRE3083ST \ 01",NA,NA,"2014","407KMMC0A987","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1744","ROOM_7009","APPL_115231","Stove / Oven combo","Unknown",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1745","ROOM_21216","APPL_153838","Stove / Oven combo","Frigidaire",NA,"FFGF3027LSB",NA,NA,"Unknown","VF10835520","No","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Single Oven","Kitchen"
"SITE_1746","ROOM_9166","APPL_171919","Stove / Oven combo","Samsung",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1747","ROOM_33170","APPL_90571","Stove / Oven combo","LG",NA,"LRG3097ST/01",NA,NA,"Unknown","304MMSG0C582","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_1749","ROOM_5690","APPL_163988","Stove / Oven combo","Whirlpool",NA,"GFE461LVQ",NA,NA,"2011","R11719315","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_175","ROOM_40483","APPL_19003","Stove / Oven combo","Electrolux",NA,"FFEF3003NWC",NA,NA,"Unknown","VF63212202","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1750","ROOM_31417","APPL_122957","Stove / Oven combo","Frigidaire",NA,"Unknown","NAMEPLATE IS ILLEGIBLE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_1751","ROOM_10304","APPL_18202","Stove / Oven combo","Wedgewood",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_1752","ROOM_36657","APPL_142566","Stove / Oven combo","General Electric",NA,"R B757W C4WW",NA,NA,"Unknown","TD248187R","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1753","ROOM_33832","APPL_91181","Stovetop","Jenn-Air",NA,"JFD3536WS01",NA,NA,"Unknown","D14185268","No","Yes","Natural Gas","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_1753","ROOM_33832","APPL_139955","Oven (standalone / wall)","General Electric",NA,"JT3000SF6SS",NA,NA,"Unknown","FM021048Q","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1754","ROOM_27490","APPL_97658","Stove / Oven combo","General Electric",NA,"JB650DF4BB",NA,NA,"Unknown","LF263144Q","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1755","ROOM_12389","APPL_87228","Oven (standalone / wall)","Maytag",NA,"MEW9530FZ02",NA,NA,"2018","D81417330","No","Yes",NA,NA,NA,NA,"Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_1755","ROOM_12389","APPL_160702","Mini-oven (standalone / wall)","Maytag",NA,"MEW9530FZ02",NA,NA,"2018","D81913403","No","No",NA,NA,NA,NA,"Natural Gas",NA,"Both","Unknown","Kitchen"
"SITE_1755","ROOM_12389","APPL_60187","Stovetop","Maytag",NA,"Unknown","NO NAMEPLATE",NA,"2018","Unknown","No","Yes","Natural Gas","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_1756","ROOM_15081","APPL_129353","Stove / Oven combo","Samsung",NA,"NX58R5601SG/AA",NA,NA,"2020","0GFU7DDN702106J","No","Yes","Propane","Combustion",NA,"5","Propane",NA,"Both","Single Oven","Kitchen"
"SITE_1757","ROOM_13173","APPL_52076","Stove / Oven combo","Tappan",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1758","ROOM_29385","APPL_145796","Stove / Oven combo","Jenn-Air",NA,"SVD48600P",NA,NA,"Unknown","13251826UH","No","Yes","Propane","Combustion",NA,"4","Propane",NA,"Both","Single Oven","Kitchen"
"SITE_1759","ROOM_31544","APPL_138100","Stove / Oven combo","General Electric",NA,"P B915S T1SS",NA,NA,"Unknown","HA2 60267Q","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_176","ROOM_3012","APPL_54613","Stove / Oven combo","General Electric",NA,"PROFILE",NA,NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1760","ROOM_42727","APPL_166284","Stove / Oven combo","Samsung",NA,"NE25H9970WS/AA",NA,NA,"2015","0BSF7DDG100187Y","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1761","ROOM_41888","APPL_118665","Stove / Oven combo","Whirlpool",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","Unknown","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1762","ROOM_32409","APPL_148864","Stove / Oven combo","LG",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_1763","ROOM_15803","APPL_165869","Stove / Oven combo","Samsung",NA,"NE59M4320SS",NA,NA,"2018","0EQJ7DCK902086L","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_1764","ROOM_34568","APPL_134070","Stovetop","KitchenAid",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Unknown","Unknown","Unknown","4",NA,NA,NA,NA,"Kitchen"
"SITE_1764","ROOM_34568","APPL_42202","Oven (standalone / wall)","General Electric",NA,"JRS06BJ3BB",NA,NA,"Unknown","RS039592Q","No","Yes",NA,NA,NA,NA,"Unknown","Unknown","Radiant","Single Oven","Kitchen"
"SITE_1765","ROOM_26867","APPL_88306","Stove / Oven combo","Whirlpool",NA,"WEE730H0DS0",NA,NA,"2018","R50218793","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_1766","ROOM_11605","APPL_157329","Stove / Oven combo","General Electric",NA,"J BP30BOB4WH",NA,NA,"Unknown","FA1 55412Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1767","ROOM_32858","APPL_64118","Stove / Oven combo","Americana",NA,"A BD300 J1WW",NA,NA,"Unknown","DL145275P","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1768","ROOM_45980","APPL_89970","Stove / Oven combo","LG",NA,"LRE3194BD",NA,NA,"2019","910MMDKOW298","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Dining Room"
"SITE_1769","ROOM_12428","APPL_91814","Stove / Oven combo","General Electric",NA,"JGBS6ODEK 1WW",NA,NA,"2017","GG216398P","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_177","ROOM_29411","APPL_9566","Stove / Oven combo","LG",NA,"LSG4513BD/00",NA,NA,"2019","906KMEM02788","Unknown","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_1770","ROOM_38383","APPL_78581","Stove / Oven combo","General Electric",NA,"SPECTRA",NA,NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1771","ROOM_17318","APPL_9501","Stove / Oven combo","Frigidaire",NA,"FES300WCWI",NA,NA,"2000","NF02514836","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_1772","ROOM_46756","APPL_148411","Stove / Oven combo","Frigidaire",NA,"FEF351CWB",NA,NA,"Unknown","VF41840305","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1773","ROOM_20348","APPL_131763","Stove / Oven combo","General Electric",NA,"JB645RK6SS",NA,NA,"Unknown","GS068723Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1774","ROOM_38947","APPL_138557","Stove / Oven combo","Frigidaire",NA,"FGF348KCN",NA,NA,"Unknown","VF42670355","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_1775","ROOM_42788","APPL_116457","Stove / Oven combo","Samsung",NA,"NE59M4320SS/AA",NA,NA,"2018","0EQJ7DAKA03245D","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1776","ROOM_22432","APPL_41466","Stove / Oven combo","Maytag",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1777","ROOM_45195","APPL_58778","Stove / Oven combo","Whirlpool",NA,"WFC150MLAB0",NA,NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1778","ROOM_42464","APPL_11284","Stove / Oven combo","General Electric",NA,"PROFILE",NA,NA,"2011","Unknown","No","Yes","Electric","Glass Top",NA,"4","Unknown","Unknown","Radiant","Single Oven","Kitchen"
"SITE_1779","ROOM_41247","APPL_55953","Stove / Oven combo","General Electric",NA,"J BP35DOK1WW",NA,NA,"2008","VH2 60681Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_178","ROOM_13123","APPL_123024","Stove / Oven combo","Kenmore",NA,"#79092204017",NA,NA,"Unknown","VF22456434","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1780","ROOM_13055","APPL_146785","Stove / Oven combo","Whirlpool",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1781","ROOM_9599","APPL_129532","Stovetop","Electrolux",NA,"EW36GC55GS2",NA,NA,"Unknown","NF31628528","No","Yes","Natural Gas","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_1781","ROOM_9599","APPL_115107","Oven (standalone / wall)","Electrolux",NA,"EW27EW55GS8",NA,NA,"2012","NF25121682","No","Yes",NA,NA,NA,NA,"Natural Gas",NA,"Both","Double Oven","Kitchen"
"SITE_1782","ROOM_39177","APPL_71927","Stove / Oven combo","General Electric",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_1784","ROOM_18256","APPL_88279","Oven (standalone / wall)","Whirlpool",NA,"XN10332742",NA,NA,"2011","#853879454001","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Double Oven","Kitchen"
"SITE_1784","ROOM_18256","APPL_69119","Stovetop","Whirlpool",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_1785","ROOM_32967","APPL_56842","Stove / Oven combo","General Electric",NA,"J SP42B K5BB",NA,NA,"Unknown","FR2 11344Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1786","ROOM_13900","APPL_35459","Stove / Oven combo","Samsung",NA,"NX58K7850SS",NA,NA,"2017","NX58K7850SS/AA","Unknown","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_1787","ROOM_30740","APPL_137127","Stove / Oven combo","General Electric",NA,"JGBP90MEH9BC",NA,NA,"Unknown","RM242162P","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_1788","ROOM_18217","APPL_166498","Oven (standalone / wall)","Maytag",NA,"Unknown",NA,NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1788","ROOM_18217","APPL_34937","Stovetop","Jenn-Air",NA,"Unknown","NO NAMEPLATE",NA,"1975","Unknown","No","Yes","Electric","Coils",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_1789","ROOM_9018","APPL_95716","Stovetop","Frigidaire",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_1789","ROOM_9018","APPL_173226","Oven (standalone / wall)","Frigidaire",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Double Oven","Kitchen"
"SITE_179","ROOM_19354","APPL_59081","Stove / Oven combo","KitchenAid",NA,"KSEG700EBS2",NA,NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_1791","ROOM_16505","APPL_33342","Stove / Oven combo","Kenmore",NA,"#79077462804",NA,NA,"Unknown","VF94953023","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_1792","ROOM_11676","APPL_152462","Stove / Oven combo","General Electric",NA,"CS2985SET6SS",NA,NA,"Unknown","HA138532P","No","Yes","Natural Gas","Combustion",NA,"4","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_1793","ROOM_34521","APPL_37092","Stove / Oven combo","General Electric",NA,"J B640D P1BB",NA,NA,"Unknown","GS2 12449Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1794","ROOM_9629","APPL_128331","Stove / Oven combo","Unknown",NA,"JS750DF3BB",NA,NA,"Unknown","ZG259957Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1795","ROOM_30360","APPL_101342","Oven (standalone / wall)","Whirlpool",NA,"RB760PXT1",NA,NA,"Unknown","FW9632019527","No","Yes",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Kitchen"
"SITE_1795","ROOM_30360","APPL_67999","Stovetop","Caloric",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_1796","ROOM_14533","APPL_21899","Stove / Oven combo","Whirlpool",NA,"WFE510S0AW0",NA,NA,"Unknown","R41318588","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1797","ROOM_46336","APPL_138889","Stove / Oven combo","General Electric",NA,"J BP24BOB2WH",NA,NA,"Unknown","FZ1 510610Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1798","ROOM_32762","APPL_49247","Stove / Oven combo","General Electric",NA,"JB250DF3WW",NA,NA,"Unknown","AF227901Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_18","ROOM_23461","APPL_26638","Stove / Oven combo","Frigidaire",NA,"GLEF378CSB",NA,NA,"Unknown","VF33339172","No","Yes","Electric","Induction",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_180","ROOM_26116","APPL_18438","Stove / Oven combo","Frigidaire",NA,"FEF354GSD",NA,NA,"2010","VF00765241","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1800","ROOM_29026","APPL_39353","Stove / Oven combo","Whirlpool",NA,"WFE540H0ES2",NA,NA,"Unknown","R83511567","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1802","ROOM_3436","APPL_138216","Stove / Oven combo","Kenmore",NA,"#79092803011",NA,NA,"Unknown","VFO4589359","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1803","ROOM_15990","APPL_49701","Stove / Oven combo","Frigidaire",NA,"FFEF3054TBE",NA,NA,"Unknown","VF81403839","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1804","ROOM_41958","APPL_154953","Stove / Oven combo","Roper",NA,"FEP320KW",NA,NA,"Unknown","RM1062251","No","Unknown","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1805","ROOM_16489","APPL_92051","Stove / Oven combo","Kenmore",NA,"#79094193311",NA,NA,"2019","VF54819887","Unknown","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1806","ROOM_45620","APPL_168746","Stove / Oven combo","Kenmore",NA,"#91193461690",NA,NA,"Unknown","7H234716R4","No","No","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1807","ROOM_12944","APPL_74281","Stove / Oven combo","General Electric",NA,"JGSS66FEL3DS",NA,NA,"Unknown","VR946256P","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_1809","ROOM_29186","APPL_21198","Stove / Oven combo","Frigidaire",NA,"FGES3065KFG",NA,NA,"2013","NF30830187","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_181","ROOM_27055","APPL_93245","Stove / Oven combo","Whirlpool",NA,"WFE515SOESO",NA,NA,"Unknown","R51016692","No","Yes","Electric","Induction",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1810","ROOM_17677","APPL_77325","Stove / Oven combo","General Electric",NA,"R B757B C4WH",NA,NA,"Unknown","AF222009R","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1811","ROOM_27231","APPL_37622","Stove / Oven combo","General Electric",NA,"J BP35WOK1WW",NA,NA,"2005","SH2 00691Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1812","ROOM_19132","APPL_136578","Stove / Oven combo","Kenmore",NA,"7909622240B",NA,NA,"Unknown","VF71049683","No","No","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1813","ROOM_39393","APPL_92036","Stovetop","Unknown",NA,"ECOTOUCH","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_1813","ROOM_39393","APPL_88278","Oven (standalone / wall)","Frigidaire",NA,"FG2W274EKBA",NA,NA,"Unknown","NF9503110A","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Single Oven","Kitchen"
"SITE_1814","ROOM_42648","APPL_145845","Oven (standalone / wall)","General Electric",NA,"JKP65W0P2WG",NA,NA,"Unknown","HH626712Q","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_1814","ROOM_42648","APPL_170570","Stovetop","General Electric",NA,"PROFILE","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_1815","ROOM_3476","APPL_20561","Stovetop","Jenn-Air",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","No","Electric","Coils",NA,"1",NA,NA,NA,NA,"Kitchen"
