"SiteID","RoomID","WaterDetail_ID","Room_Type","Fixture_Type","Rated_GPM","Primary_Shower","Usage"
"SITE_1320","ROOM_15246","APPL_170231","Kitchen","Faucet","1.8",NA,NA
"SITE_1320","ROOM_18737","APPL_149405","Bathroom","Faucet","1.8",NA,NA
"SITE_1320","ROOM_18737","APPL_172860","Bathroom","Faucet","1.8",NA,NA
"SITE_1320","ROOM_18737","APPL_116289","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1320","ROOM_18737","APPL_94620","Bathroom","Bathtub","Unknown","Primary","A few times per week"
"SITE_1320","ROOM_22362","APPL_129513","Bathroom","Faucet","1.8",NA,NA
"SITE_1320","ROOM_22362","APPL_57587","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Secondary","Daily / Almost Daily"
"SITE_1321","ROOM_44782","APPL_48521","Kitchen","Faucet","1.8",NA,NA
"SITE_1321","ROOM_23955","APPL_156224","Bathroom","Faucet","1.5",NA,NA
"SITE_1321","ROOM_40524","APPL_85506","Basement","Faucet","1.5",NA,NA
"SITE_1321","ROOM_40524","APPL_28501","Basement","Shower","1.8","Primary","Daily / Almost Daily"
"SITE_1322","ROOM_3075","APPL_19141","Kitchen","Faucet","2.5",NA,NA
"SITE_1322","ROOM_29527","APPL_4622","Bathroom","Faucet","1.5",NA,NA
"SITE_1322","ROOM_29527","APPL_110009","Bathroom","Faucet","1.5",NA,NA
"SITE_1322","ROOM_29527","APPL_23452","Bathroom","Shower","2.2","Secondary","A few times per year or less"
"SITE_1322","ROOM_38381","APPL_173470","Bathroom","Faucet","1.8",NA,NA
"SITE_1322","ROOM_38381","APPL_33663","Bathroom","Faucet","1.8",NA,NA
"SITE_1322","ROOM_38381","APPL_98518","Bathroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_1322","ROOM_38381","APPL_78027","Bathroom","Bathtub","Unknown","Primary","A few times per week"
"SITE_1322","ROOM_29692","APPL_110919","Bathroom","Faucet","1.8",NA,NA
"SITE_1322","ROOM_24767","APPL_174972","Laundry","Faucet","2",NA,NA
"SITE_1323","ROOM_13694","APPL_164050","Kitchen","Faucet","Unknown",NA,NA
"SITE_1323","ROOM_28993","APPL_7962","Bathroom","Faucet","1.5",NA,NA
"SITE_1323","ROOM_28993","APPL_3043","Bathroom","Faucet","1.5",NA,NA
"SITE_1323","ROOM_28993","APPL_63232","Bathroom","Shower","2.2","Primary","Daily / Almost Daily"
"SITE_1323","ROOM_3760","APPL_62098","Bathroom","Faucet","1.5",NA,NA
"SITE_1323","ROOM_3760","APPL_96099","Bathroom","Shower / Bathtub combo with Diverter Valve","2.2","Secondary","Daily / Almost Daily"
"SITE_1324","ROOM_16830","APPL_49973","Laundry","Faucet","2.2",NA,NA
"SITE_1324","ROOM_4451","APPL_96207","Bathroom","Faucet","Unknown",NA,NA
"SITE_1324","ROOM_4451","APPL_117512","Bathroom","Shower","2.5","All used about the same","Daily / Almost Daily"
"SITE_1324","ROOM_20692","APPL_52853","Kitchen","Faucet","2.2",NA,NA
"SITE_1324","ROOM_33811","APPL_15226","Bathroom","Faucet","Unknown",NA,NA
"SITE_1324","ROOM_33811","APPL_45886","Bathroom","Faucet","Unknown",NA,NA
"SITE_1324","ROOM_33811","APPL_158913","Bathroom","Shower","2.5","All used about the same","Daily / Almost Daily"
"SITE_1324","ROOM_33811","APPL_166107","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_1325","ROOM_18051","APPL_130638","Kitchen","Faucet","Unknown",NA,NA
"SITE_1325","ROOM_4111","APPL_156073","Bathroom","Faucet","Unknown",NA,NA
"SITE_1325","ROOM_4111","APPL_101749","Bathroom","Shower","2","Primary","Daily / Almost Daily"
"SITE_1325","ROOM_11122","APPL_53904","Bathroom","Faucet","Unknown",NA,NA
"SITE_1325","ROOM_11122","APPL_31168","Bathroom","Shower","2","Primary","Daily / Almost Daily"
"SITE_1326","ROOM_25666","APPL_28589","Bathroom","Faucet","Unknown",NA,NA
"SITE_1326","ROOM_24081","APPL_16702","Kitchen","Faucet","Unknown",NA,NA
"SITE_1326","ROOM_33598","APPL_40795","Bathroom","Faucet","Unknown",NA,NA
"SITE_1326","ROOM_33598","APPL_78653","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Primary","Daily / Almost Daily"
"SITE_1326","ROOM_25666","APPL_81628","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_1326","ROOM_25666","APPL_137173","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_1327","ROOM_15842","APPL_111806","Bathroom","Faucet","Unknown",NA,NA
"SITE_1327","ROOM_15842","APPL_81036","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per year or less"
"SITE_1327","ROOM_46155","APPL_12777","Living Room","Faucet","2.2",NA,NA
"SITE_1327","ROOM_15417","APPL_96455","Kitchen","Faucet","2.2",NA,NA
"SITE_1327","ROOM_6389","APPL_153336","Laundry","Faucet","2.5",NA,NA
"SITE_1327","ROOM_37961","APPL_152539","Bathroom","Faucet","Unknown",NA,NA
"SITE_1327","ROOM_13233","APPL_165713","Bathroom","Faucet","Unknown",NA,NA
"SITE_1327","ROOM_13233","APPL_150900","Bathroom","Faucet","Unknown",NA,NA
"SITE_1327","ROOM_13233","APPL_37213","Bathroom","Shower","Unknown","Secondary","A few times per week"
"SITE_1327","ROOM_26356","APPL_76853","Bathroom","Faucet","Unknown",NA,NA
"SITE_1327","ROOM_26356","APPL_160858","Bathroom","Faucet","Unknown",NA,NA
"SITE_1327","ROOM_26356","APPL_48337","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_1327","ROOM_26356","APPL_146615","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1328","ROOM_17649","APPL_69964","Bathroom","Faucet","Unknown",NA,NA
"SITE_1328","ROOM_17649","APPL_66398","Bathroom","Shower","Unknown","Secondary","A few times per week"
"SITE_1328","ROOM_17649","APPL_50308","Bathroom","Bathtub","Unknown","Unknown","A few times per year or less"
"SITE_1328","ROOM_30158","APPL_111532","Kitchen","Faucet","1.5",NA,NA
"SITE_1328","ROOM_44481","APPL_44453","Bathroom","Faucet","Unknown",NA,NA
"SITE_1328","ROOM_44481","APPL_167327","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per week"
"SITE_1328","ROOM_18718","APPL_92084","Bathroom","Faucet","Unknown",NA,NA
"SITE_1328","ROOM_18718","APPL_109148","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_1329","ROOM_30049","APPL_134885","Kitchen","Faucet","Unknown",NA,NA
"SITE_1329","ROOM_16293","APPL_121911","Bathroom","Faucet","2.2",NA,NA
"SITE_1329","ROOM_16293","APPL_152664","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_133","ROOM_4630","APPL_57201","Kitchen","Faucet","Unknown",NA,NA
"SITE_133","ROOM_28869","APPL_38278","Bathroom","Faucet","1.8",NA,NA
"SITE_133","ROOM_28869","APPL_22572","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","Primary","Daily / Almost Daily"
"SITE_133","ROOM_19359","APPL_54839","Bathroom","Faucet","1.5",NA,NA
"SITE_133","ROOM_34063","APPL_124581","Laundry","Faucet","Unknown",NA,NA
"SITE_1330","ROOM_44024","APPL_6331","Kitchen","Faucet","Unknown",NA,NA
"SITE_1330","ROOM_7209","APPL_30359","Laundry","Faucet","Unknown",NA,NA
"SITE_1330","ROOM_9324","APPL_18090","Bathroom","Faucet","1.2",NA,NA
"SITE_1330","ROOM_9324","APPL_24857","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_1330","ROOM_3300","APPL_5963","Bathroom","Faucet","Unknown",NA,NA
"SITE_1331","ROOM_1761","APPL_120494","Bathroom","Faucet","2.2",NA,NA
"SITE_1331","ROOM_1761","APPL_50191","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1331","ROOM_24602","APPL_158878","Bathroom","Faucet","2.2",NA,NA
"SITE_1331","ROOM_24602","APPL_157866","Bathroom","Bathtub","Unknown","Unknown",NA
"SITE_1331","ROOM_36606","APPL_137787","Kitchen","Faucet","Unknown",NA,NA
"SITE_1331","ROOM_8047","APPL_167435","Bathroom","Faucet","2.2",NA,NA
"SITE_1331","ROOM_8047","APPL_19586","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_1331","ROOM_22860","APPL_16652","Bathroom","Faucet","2.2",NA,NA
"SITE_1331","ROOM_22860","APPL_128724","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_1332","ROOM_23566","APPL_75733","Bathroom","Faucet","Unknown",NA,NA
"SITE_1332","ROOM_23566","APPL_155680","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","All used about the same","Daily / Almost Daily"
"SITE_1332","ROOM_1421","APPL_90279","Bathroom","Faucet","Unknown",NA,NA
"SITE_1332","ROOM_1421","APPL_162755","Bathroom","Shower","2.5","All used about the same","Daily / Almost Daily"
"SITE_1332","ROOM_8824","APPL_20061","Kitchen","Faucet","Unknown",NA,NA
"SITE_1332","ROOM_16786","APPL_95429","Laundry","Faucet","Unknown",NA,NA
"SITE_1332","ROOM_28035","APPL_47277","Kitchen","Faucet","Unknown",NA,NA
"SITE_1332","ROOM_29373","APPL_26534","Bathroom","Faucet","Unknown",NA,NA
"SITE_1332","ROOM_29373","APPL_27652","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","All used about the same","Daily / Almost Daily"
"SITE_1333","ROOM_22426","APPL_25155","Bathroom","Faucet","1",NA,NA
"SITE_1333","ROOM_26172","APPL_75410","Bathroom","Faucet","Unknown",NA,NA
"SITE_1333","ROOM_26172","APPL_22814","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_1334","ROOM_30651","APPL_20054","Bathroom","Faucet","1.5",NA,NA
"SITE_1334","ROOM_34567","APPL_27148","Laundry","Faucet","Unknown",NA,NA
"SITE_1334","ROOM_42006","APPL_21600","Bathroom","Faucet","Unknown",NA,NA
"SITE_1334","ROOM_11727","APPL_150497","Kitchen","Faucet","Unknown",NA,NA
"SITE_1334","ROOM_30651","APPL_120965","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","Daily / Almost Daily"
"SITE_1334","ROOM_20093","APPL_149371","Bathroom","Faucet","1.5",NA,NA
"SITE_1334","ROOM_20093","APPL_60757","Bathroom","Faucet","1.5",NA,NA
"SITE_1334","ROOM_20093","APPL_90429","Bathroom","Shower","2.5","All used about the same","Daily / Almost Daily"
"SITE_1335","ROOM_28303","APPL_99482","Bathroom","Faucet","1.5",NA,NA
"SITE_1335","ROOM_28303","APPL_155943","Bathroom","Shower / Bathtub combo with Diverter Valve","1.75","Secondary","A few times per week"
"SITE_1335","ROOM_14094","APPL_142187","Kitchen","Faucet","1.8",NA,NA
"SITE_1335","ROOM_30847","APPL_40783","Bathroom","Faucet","1.2",NA,NA
"SITE_1335","ROOM_30847","APPL_118541","Bathroom","Faucet","1.2",NA,NA
"SITE_1335","ROOM_30847","APPL_124267","Bathroom","Shower","1.75","Primary","Daily / Almost Daily"
"SITE_1336","ROOM_14063","APPL_6206","Kitchen","Faucet","Unknown",NA,NA
"SITE_1336","ROOM_19894","APPL_134954","Laundry","Faucet","Unknown",NA,NA
"SITE_1336","ROOM_35709","APPL_47185","Bathroom","Faucet","Unknown",NA,NA
"SITE_1336","ROOM_38669","APPL_117160","Bathroom","Faucet","1.5",NA,NA
"SITE_1336","ROOM_38669","APPL_158406","Bathroom","Faucet","1.5",NA,NA
"SITE_1336","ROOM_38669","APPL_107052","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","Daily / Almost Daily"
"SITE_1336","ROOM_13251","APPL_31592","Bathroom","Faucet","1.5",NA,NA
"SITE_1336","ROOM_13251","APPL_87609","Bathroom","Faucet","1.5",NA,NA
"SITE_1336","ROOM_13251","APPL_636","Bathroom","Bathtub","Unknown","Unknown",NA
"SITE_1336","ROOM_13251","APPL_45393","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1337","ROOM_43242","APPL_98330","Bathroom","Faucet","Unknown",NA,NA
"SITE_1337","ROOM_43242","APPL_45890","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per year or less"
"SITE_1337","ROOM_25688","APPL_160182","Bathroom","Faucet","Unknown",NA,NA
"SITE_1337","ROOM_25688","APPL_168957","Bathroom","Faucet","Unknown",NA,NA
"SITE_1337","ROOM_25688","APPL_106709","Bathroom","Bathtub","Unknown","Secondary","A few times per month"
"SITE_1337","ROOM_25688","APPL_125979","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1337","ROOM_25688","APPL_43197","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1337","ROOM_9783","APPL_169316","Laundry","Faucet","Unknown",NA,NA
"SITE_1337","ROOM_650","APPL_162257","Kitchen","Faucet","1.5",NA,NA
"SITE_1337","ROOM_11488","APPL_151289","Bathroom","Faucet","Unknown",NA,NA
"SITE_1337","ROOM_11488","APPL_134728","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_1338","ROOM_31324","APPL_60097","Bathroom","Faucet","Unknown",NA,NA
"SITE_1338","ROOM_31324","APPL_21021","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1338","ROOM_3791","APPL_27715","Bathroom","Faucet","2.2",NA,NA
"SITE_1338","ROOM_3791","APPL_31068","Bathroom","Faucet","2.2",NA,NA
"SITE_1338","ROOM_3791","APPL_140312","Bathroom","Shower / Bathtub combo with Diverter Valve","1.75","Primary","Daily / Almost Daily"
"SITE_1338","ROOM_23515","APPL_65513","Kitchen","Faucet","2.2",NA,NA
"SITE_1339","ROOM_2256","APPL_3853","Bathroom","Faucet","1.2",NA,NA
"SITE_1339","ROOM_2256","APPL_97948","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","Daily / Almost Daily"
"SITE_1339","ROOM_17288","APPL_3961","Bathroom","Faucet","1.2",NA,NA
"SITE_1339","ROOM_17288","APPL_42169","Bathroom","Shower / Bathtub combo with Diverter Valve","2","All used about the same","Daily / Almost Daily"
"SITE_1339","ROOM_20448","APPL_42896","Kitchen","Faucet","Unknown",NA,NA
"SITE_134","ROOM_31733","APPL_154337","Kitchen","Faucet","2",NA,NA
"SITE_134","ROOM_42074","APPL_162836","Bathroom","Faucet","1",NA,NA
"SITE_134","ROOM_42074","APPL_171607","Bathroom","Shower / Bathtub combo with Diverter Valve","2","Primary","Daily / Almost Daily"
"SITE_1340","ROOM_41586","APPL_102028","Bathroom","Faucet","2",NA,NA
"SITE_1340","ROOM_9704","APPL_118461","Kitchen","Faucet","Unknown",NA,NA
"SITE_1340","ROOM_22756","APPL_12391","Bathroom","Faucet","2",NA,NA
"SITE_1340","ROOM_22756","APPL_167219","Bathroom","Faucet","2",NA,NA
"SITE_1340","ROOM_22756","APPL_89738","Bathroom","Bathtub","Unknown","Unknown",NA
"SITE_1340","ROOM_22756","APPL_14613","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1340","ROOM_43202","APPL_57368","Bathroom","Faucet","1.5",NA,NA
"SITE_1340","ROOM_43202","APPL_20600","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per week"
"SITE_1341","ROOM_17477","APPL_49363","Kitchen","Faucet","Unknown",NA,NA
"SITE_1341","ROOM_23101","APPL_60939","Bathroom","Faucet","2.2",NA,NA
"SITE_1341","ROOM_23101","APPL_56537","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_1342","ROOM_37097","APPL_170673","Laundry","Faucet","2.2",NA,NA
"SITE_1342","ROOM_45043","APPL_40782","Bathroom","Faucet","2.2",NA,NA
"SITE_1342","ROOM_45043","APPL_69447","Bathroom","Faucet","Unknown",NA,NA
"SITE_1342","ROOM_45043","APPL_105478","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1342","ROOM_18722","APPL_168180","Kitchen","Faucet","Unknown",NA,NA
"SITE_1342","ROOM_14729","APPL_165590","Bathroom","Faucet","Unknown",NA,NA
"SITE_1342","ROOM_14729","APPL_12246","Bathroom","Faucet","Unknown",NA,NA
"SITE_1342","ROOM_14729","APPL_129807","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per month"
"SITE_1343","ROOM_39607","APPL_40496","Garage","Faucet","Unknown",NA,NA
"SITE_1343","ROOM_16047","APPL_19472","Bathroom","Faucet","2.2",NA,NA
"SITE_1343","ROOM_16047","APPL_93594","Bathroom","Faucet","2.2",NA,NA
"SITE_1343","ROOM_16047","APPL_165970","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1343","ROOM_40359","APPL_130572","Bathroom","Faucet","2.2",NA,NA
"SITE_1343","ROOM_40359","APPL_61582","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_1343","ROOM_17507","APPL_144134","Kitchen","Faucet","2.2",NA,NA
"SITE_1343","ROOM_10680","APPL_65069","Laundry","Faucet","Unknown",NA,NA
"SITE_1343","ROOM_21136","APPL_105319","Bathroom","Faucet","2.2",NA,NA
"SITE_1343","ROOM_21136","APPL_160159","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per month"
"SITE_1344","ROOM_29833","APPL_140250","Laundry","Faucet","1.8",NA,NA
"SITE_1344","ROOM_21523","APPL_129213","Bathroom","Faucet","Unknown",NA,NA
"SITE_1344","ROOM_21523","APPL_95788","Bathroom","Faucet","Unknown",NA,NA
"SITE_1344","ROOM_21523","APPL_153530","Bathroom","Shower","1.8","Primary","Daily / Almost Daily"
"SITE_1344","ROOM_21523","APPL_31259","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1344","ROOM_21523","APPL_171214","Bathroom","Bathtub","Unknown","Secondary","A few times per month"
"SITE_1344","ROOM_16726","APPL_44802","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","Secondary","A few times per year or less"
"SITE_1344","ROOM_16726","APPL_139389","Bathroom","Faucet","2",NA,NA
"SITE_1344","ROOM_16726","APPL_15697","Bathroom","Faucet","2",NA,NA
"SITE_1344","ROOM_1917","APPL_144316","Kitchen","Faucet","Unknown",NA,NA
"SITE_1345","ROOM_32997","APPL_88017","Bathroom","Faucet","1.5",NA,NA
"SITE_1345","ROOM_32997","APPL_128280","Bathroom","Shower / Bathtub combo with Diverter Valve","2","Secondary","A few times per month"
"SITE_1345","ROOM_35437","APPL_37327","Laundry","Faucet","2",NA,NA
"SITE_1345","ROOM_10454","APPL_141662","Bathroom","Faucet","1.5",NA,NA
"SITE_1345","ROOM_10454","APPL_1512","Bathroom","Faucet","1.5",NA,NA
"SITE_1345","ROOM_10454","APPL_153490","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_1345","ROOM_10454","APPL_79716","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1345","ROOM_43246","APPL_160167","Bathroom","Faucet","1.5",NA,NA
"SITE_1345","ROOM_24661","APPL_82435","Kitchen","Faucet","Unknown",NA,NA
"SITE_1346","ROOM_41933","APPL_74801","Bathroom","Faucet","2.2",NA,NA
"SITE_1346","ROOM_41933","APPL_150788","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_1346","ROOM_7116","APPL_66290","Kitchen","Faucet","1.5",NA,NA
"SITE_1347","ROOM_35771","APPL_71788","Mechanical","Faucet","Unknown",NA,NA
"SITE_1347","ROOM_13619","APPL_126598","Bathroom","Faucet","Unknown",NA,NA
"SITE_1347","ROOM_13619","APPL_135418","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_1347","ROOM_37544","APPL_134516","Kitchen","Faucet","Unknown",NA,NA
"SITE_1347","ROOM_39316","APPL_117711","Bathroom","Faucet","1.5",NA,NA
"SITE_1347","ROOM_39316","APPL_174412","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","Secondary",NA
"SITE_1348","ROOM_14391","APPL_136903","Bathroom","Faucet","2.2",NA,NA
"SITE_1348","ROOM_1930","APPL_11382","Kitchen","Faucet","1.8",NA,NA
"SITE_1348","ROOM_20479","APPL_160897","Bathroom","Faucet","Unknown",NA,NA
"SITE_1348","ROOM_20479","APPL_60520","Bathroom","Shower / Bathtub combo with Diverter Valve","2","Primary","Daily / Almost Daily"
"SITE_1349","ROOM_1827","APPL_160588","Bathroom","Faucet","Unknown",NA,NA
"SITE_1349","ROOM_1827","APPL_89550","Bathroom","Bathtub","Unknown","Primary","A few times per year or less"
"SITE_1349","ROOM_1827","APPL_168838","Bathroom","Faucet","Unknown",NA,NA
"SITE_1349","ROOM_38518","APPL_12631","Bathroom","Faucet","Unknown",NA,NA
"SITE_1349","ROOM_38518","APPL_113028","Bathroom","Shower","Unknown","Primary","A few times per week"
"SITE_1349","ROOM_22371","APPL_87484","Bathroom","Faucet","Unknown",NA,NA
"SITE_1349","ROOM_22371","APPL_67182","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per month"
"SITE_1349","ROOM_24705","APPL_150130","Bathroom","Faucet","Unknown",NA,NA
"SITE_1349","ROOM_24705","APPL_39954","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_1349","ROOM_20937","APPL_134382","Kitchen","Faucet","Unknown",NA,NA
"SITE_1349","ROOM_44360","APPL_124551","Laundry","Faucet","Unknown",NA,NA
"SITE_1349","ROOM_44448","APPL_166166","Bathroom","Faucet","2",NA,NA
"SITE_135","ROOM_35269","APPL_48060","Bathroom","Faucet","1.8",NA,NA
"SITE_135","ROOM_35153","APPL_140947","Kitchen","Faucet","1.5",NA,NA
"SITE_135","ROOM_39809","APPL_89401","Bathroom","Faucet","1.5",NA,NA
"SITE_135","ROOM_46430","APPL_75797","Bathroom","Faucet","1.5",NA,NA
"SITE_135","ROOM_46430","APPL_170042","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_135","ROOM_46430","APPL_77863","Bathroom","Shower","1.8","Secondary","A few times per year or less"
"SITE_135","ROOM_1462","APPL_153512","Bathroom","Faucet","1.5",NA,NA
"SITE_135","ROOM_35269","APPL_53009","Bathroom","Shower / Bathtub combo with Diverter Valve","2","Secondary","A few times per month"
"SITE_1350","ROOM_17897","APPL_81081","Kitchen","Faucet","Unknown",NA,NA
"SITE_1350","ROOM_37430","APPL_165211","Bathroom","Faucet","Unknown",NA,NA
"SITE_1350","ROOM_37430","APPL_49322","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","Daily / Almost Daily"
"SITE_1350","ROOM_43284","APPL_13218","Hallway","Faucet","1.8",NA,NA
"SITE_1350","ROOM_32278","APPL_96019","Bathroom","Faucet","1.2",NA,NA
"SITE_1350","ROOM_32278","APPL_39386","Bathroom","Shower","1.6","All used about the same","Daily / Almost Daily"
"SITE_1351","ROOM_823","APPL_86384","Kitchen","Faucet","Unknown",NA,NA
"SITE_1351","ROOM_12974","APPL_19900","Bathroom","Faucet","Unknown",NA,NA
"SITE_1351","ROOM_32540","APPL_68746","Bathroom","Faucet","Unknown",NA,NA
"SITE_1351","ROOM_32540","APPL_164498","Bathroom","Faucet","Unknown",NA,NA
"SITE_1351","ROOM_32540","APPL_53716","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1351","ROOM_37885","APPL_163971","Bathroom","Faucet","Unknown",NA,NA
"SITE_1351","ROOM_37885","APPL_95998","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per week"
"SITE_1352","ROOM_36273","APPL_36616","Bathroom","Faucet","Unknown",NA,NA
"SITE_1352","ROOM_520","APPL_66423","Bathroom","Faucet","Unknown",NA,NA
"SITE_1352","ROOM_520","APPL_13559","Bathroom","Faucet","Unknown",NA,NA
"SITE_1352","ROOM_520","APPL_120818","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_1352","ROOM_520","APPL_41037","Bathroom","Shower","2","Primary","Daily / Almost Daily"
"SITE_1352","ROOM_13939","APPL_128091","Laundry","Faucet","Unknown",NA,NA
"SITE_1352","ROOM_36273","APPL_169450","Bathroom","Faucet","Unknown",NA,NA
"SITE_1352","ROOM_36273","APPL_54513","Bathroom","Shower / Bathtub combo with Diverter Valve","2","Secondary","A few times per year or less"
"SITE_1352","ROOM_1340","APPL_170456","Kitchen","Faucet","Unknown",NA,NA
"SITE_1352","ROOM_36204","APPL_132659","Bathroom","Faucet","1.5",NA,NA
"SITE_1352","ROOM_36204","APPL_136058","Bathroom","Shower","2.5","Secondary","A few times per year or less"
"SITE_1352","ROOM_39271","APPL_151784","Garage","Faucet","Unknown",NA,NA
"SITE_1353","ROOM_23304","APPL_53182","Bathroom","Faucet","Unknown",NA,NA
"SITE_1353","ROOM_23304","APPL_91283","Bathroom","Faucet","Unknown",NA,NA
"SITE_1353","ROOM_23304","APPL_88219","Bathroom","Bathtub","Unknown","Secondary","A few times per month"
"SITE_1353","ROOM_23304","APPL_127785","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1353","ROOM_17019","APPL_94741","Bathroom","Faucet","Unknown",NA,NA
"SITE_1353","ROOM_17019","APPL_42710","Bathroom","Faucet","Unknown",NA,NA
"SITE_1353","ROOM_17019","APPL_150224","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","Daily / Almost Daily"
"SITE_1353","ROOM_14850","APPL_3321","Kitchen","Faucet","Unknown",NA,NA
"SITE_1353","ROOM_15721","APPL_40173","Bathroom","Faucet","Unknown",NA,NA
"SITE_1353","ROOM_15721","APPL_115515","Bathroom","Shower","Unknown","Secondary","A few times per month"
"SITE_1354","ROOM_4025","APPL_6628","Kitchen","Faucet","Unknown",NA,NA
"SITE_1354","ROOM_39609","APPL_144733","Bathroom","Faucet","Unknown",NA,NA
"SITE_1354","ROOM_39609","APPL_50685","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per year or less"
"SITE_1354","ROOM_9293","APPL_24406","Bathroom","Faucet","Unknown",NA,NA
"SITE_1354","ROOM_9293","APPL_104384","Bathroom","Faucet","Unknown",NA,NA
"SITE_1354","ROOM_9293","APPL_144649","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_1354","ROOM_9293","APPL_29262","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1354","ROOM_32219","APPL_125706","Bathroom","Faucet","2.2",NA,NA
"SITE_1354","ROOM_20209","APPL_137578","Laundry","Faucet","Unknown",NA,NA
"SITE_1355","ROOM_10937","APPL_8552","Kitchen","Faucet","Unknown",NA,NA
"SITE_1355","ROOM_1220","APPL_118438","Bathroom","Faucet","Unknown",NA,NA
"SITE_1355","ROOM_14989","APPL_70467","Bathroom","Faucet","Unknown",NA,NA
"SITE_1355","ROOM_14989","APPL_14195","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1355","ROOM_5315","APPL_780","Bathroom","Faucet","Unknown",NA,NA
"SITE_1355","ROOM_5315","APPL_102916","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","Secondary","Daily / Almost Daily"
"SITE_1356","ROOM_38090","APPL_53767","Bathroom","Faucet","Unknown",NA,NA
"SITE_1356","ROOM_38090","APPL_96483","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
