"SiteID","RoomID","WaterDetail_ID","Room_Type","Fixture_Type","Rated_GPM","Primary_Shower","Usage"
"SITE_1","ROOM_37752","APPL_131968","Bathroom","Faucet","2.2",NA,NA
"SITE_1","ROOM_30594","APPL_168248","Kitchen","Faucet","Unknown",NA,NA
"SITE_1","ROOM_26474","APPL_113309","Laundry","Faucet","2.2",NA,NA
"SITE_1","ROOM_30216","APPL_30275","Bathroom","Faucet","2.2",NA,NA
"SITE_1","ROOM_30216","APPL_45447","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Secondary","A few times per year or less"
"SITE_1","ROOM_9852","APPL_24013","Bathroom","Faucet","2.2",NA,NA
"SITE_1","ROOM_9852","APPL_133230","Bathroom","Faucet","2.2",NA,NA
"SITE_10","ROOM_16318","APPL_82496","Kitchen","Faucet","Unknown",NA,NA
"SITE_10","ROOM_9249","APPL_78816","Bathroom","Faucet","Unknown",NA,NA
"SITE_10","ROOM_9249","APPL_3474","Bathroom","Shower / Bathtub combo with Diverter Valve","2","Primary","Daily / Almost Daily"
"SITE_100","ROOM_44262","APPL_105325","Laundry","Faucet","2.2",NA,NA
"SITE_100","ROOM_16930","APPL_3560","Bathroom","Faucet","Unknown",NA,NA
"SITE_100","ROOM_12304","APPL_145779","Bathroom","Faucet","2.2",NA,NA
"SITE_100","ROOM_12304","APPL_24700","Bathroom","Faucet","2.2",NA,NA
"SITE_100","ROOM_12304","APPL_14663","Bathroom","Bathtub","Unknown","Primary","A few times per month"
"SITE_100","ROOM_12304","APPL_47440","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_100","ROOM_3098","APPL_52812","Kitchen","Faucet","Unknown",NA,NA
"SITE_100","ROOM_33248","APPL_103962","Bathroom","Faucet","Unknown",NA,NA
"SITE_100","ROOM_33248","APPL_88830","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","Daily / Almost Daily"
"SITE_1000","ROOM_20644","APPL_92997","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per year or less"
"SITE_1000","ROOM_20644","APPL_42207","Bathroom","Faucet","Unknown",NA,NA
"SITE_1000","ROOM_20428","APPL_165979","Laundry","Faucet","2.2",NA,NA
"SITE_1000","ROOM_28381","APPL_163871","Bathroom","Faucet","1.2",NA,NA
"SITE_1000","ROOM_10231","APPL_158291","Bathroom","Faucet","Unknown",NA,NA
"SITE_1000","ROOM_10231","APPL_61551","Bathroom","Faucet","Unknown",NA,NA
"SITE_1000","ROOM_10231","APPL_40647","Bathroom","Bathtub","Unknown","Primary","A few times per year or less"
"SITE_1000","ROOM_10231","APPL_73897","Bathroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_1000","ROOM_10231","APPL_5834","Bathroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_1000","ROOM_32964","APPL_65344","Kitchen","Faucet","1.5",NA,NA
"SITE_1001","ROOM_42734","APPL_110224","Laundry","Faucet","Unknown",NA,NA
"SITE_1001","ROOM_20826","APPL_38139","Bathroom","Faucet","2",NA,NA
"SITE_1001","ROOM_8213","APPL_35032","Kitchen","Faucet","Unknown",NA,NA
"SITE_1001","ROOM_11778","APPL_121333","Bathroom","Faucet","2",NA,NA
"SITE_1001","ROOM_11778","APPL_107578","Bathroom","Faucet","2",NA,NA
"SITE_1001","ROOM_11778","APPL_109522","Bathroom","Bathtub","Unknown","Secondary","A few times per month"
"SITE_1001","ROOM_11778","APPL_120319","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1001","ROOM_37556","APPL_24441","Family Room","Faucet","2.5",NA,NA
"SITE_1001","ROOM_24753","APPL_137912","Bathroom","Faucet","Unknown",NA,NA
"SITE_1001","ROOM_24753","APPL_120944","Bathroom","Shower","Unknown","Secondary","A few times per month"
"SITE_1002","ROOM_12670","APPL_115047","Bathroom","Faucet","1.8",NA,NA
"SITE_1002","ROOM_12670","APPL_46045","Bathroom","Shower","2","Primary","Daily / Almost Daily"
"SITE_1002","ROOM_30551","APPL_82546","Outbuilding / Addition","Faucet","Unknown",NA,NA
"SITE_1002","ROOM_30551","APPL_150135","Outbuilding / Addition","Shower","2","Secondary","A few times per month"
"SITE_1003","ROOM_37219","APPL_149019","Bathroom","Faucet","Unknown",NA,NA
"SITE_1003","ROOM_21166","APPL_46111","Bathroom","Faucet","Unknown",NA,NA
"SITE_1003","ROOM_21166","APPL_37745","Bathroom","Bathtub","Unknown","Unknown","Daily / Almost Daily"
"SITE_1003","ROOM_30245","APPL_105644","Kitchen","Faucet","Unknown",NA,NA
"SITE_1003","ROOM_40919","APPL_29080","Bathroom","Faucet","Unknown",NA,NA
"SITE_1003","ROOM_40919","APPL_70577","Bathroom","Faucet","Unknown",NA,NA
"SITE_1003","ROOM_40919","APPL_139972","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_1003","ROOM_34087","APPL_54191","Laundry","Bathtub","Unknown","Unknown","A few times per month"
"SITE_1003","ROOM_21251","APPL_85660","Bathroom","Faucet","Unknown",NA,NA
"SITE_1003","ROOM_32190","APPL_66025","Bathroom","Faucet","Unknown",NA,NA
"SITE_1003","ROOM_32190","APPL_40043","Bathroom","Shower","Unknown","Secondary","A few times per week"
"SITE_1003","ROOM_32190","APPL_102248","Bathroom","Shower","Unknown","Unknown","A few times per month"
"SITE_1004","ROOM_22173","APPL_80997","Bathroom","Faucet","2.2",NA,NA
"SITE_1004","ROOM_7572","APPL_75602","Bathroom","Faucet","2.2",NA,NA
"SITE_1004","ROOM_7572","APPL_113039","Bathroom","Faucet","2.2",NA,NA
"SITE_1004","ROOM_7572","APPL_9291","Bathroom","Bathtub","Unknown","Primary","A few times per week"
"SITE_1004","ROOM_7572","APPL_12530","Bathroom","Shower","Unknown","Secondary","A few times per week"
"SITE_1004","ROOM_10328","APPL_142668","Kitchen","Faucet","2.2",NA,NA
"SITE_1004","ROOM_43264","APPL_85846","Laundry","Faucet","2.2",NA,NA
"SITE_1004","ROOM_6376","APPL_110934","Bathroom","Faucet","1.2",NA,NA
"SITE_1004","ROOM_6376","APPL_53402","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Secondary","A few times per month"
"SITE_1004","ROOM_7703","APPL_105398","Garage","Faucet","Unknown",NA,NA
"SITE_1005","ROOM_2282","APPL_170949","Bathroom","Faucet","Unknown",NA,NA
"SITE_1005","ROOM_2282","APPL_56730","Bathroom","Faucet","Unknown",NA,NA
"SITE_1005","ROOM_2282","APPL_53360","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1005","ROOM_43263","APPL_85715","Bathroom","Faucet","Unknown",NA,NA
"SITE_1005","ROOM_43263","APPL_172352","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","Daily / Almost Daily"
"SITE_1005","ROOM_6312","APPL_147246","Kitchen","Faucet","Unknown",NA,NA
"SITE_1006","ROOM_9134","APPL_68419","Kitchen","Faucet","2",NA,NA
"SITE_1006","ROOM_22424","APPL_165430","Bathroom","Faucet","1.8",NA,NA
"SITE_1006","ROOM_22424","APPL_169747","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","All used about the same","Daily / Almost Daily"
"SITE_1006","ROOM_1141","APPL_116749","Kitchen","Faucet","2",NA,NA
"SITE_1006","ROOM_42851","APPL_116606","Bathroom","Faucet","1.5",NA,NA
"SITE_1006","ROOM_42851","APPL_34591","Bathroom","Shower / Bathtub combo with Diverter Valve","1.5","All used about the same","Daily / Almost Daily"
"SITE_1007","ROOM_24901","APPL_87509","Kitchen","Faucet","1.8",NA,NA
"SITE_1007","ROOM_16302","APPL_91124","Bathroom","Faucet","Unknown",NA,NA
"SITE_1007","ROOM_16302","APPL_164650","Bathroom","Shower","1.8","Primary","Daily / Almost Daily"
"SITE_1007","ROOM_27389","APPL_163003","Bathroom","Faucet","Unknown",NA,NA
"SITE_1007","ROOM_27389","APPL_169717","Bathroom","Shower / Bathtub combo with Diverter Valve","2","Secondary","A few times per month"
"SITE_1007","ROOM_17745","APPL_85673","Laundry","Faucet","1.5",NA,NA
"SITE_1007","ROOM_33557","APPL_140937","Mechanical","Faucet","Unknown",NA,NA
"SITE_1007","ROOM_19291","APPL_90409","Bathroom","Faucet","Unknown",NA,NA
"SITE_1007","ROOM_19291","APPL_21989","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per month"
"SITE_1008","ROOM_29189","APPL_111317","Bathroom","Faucet","2.2",NA,NA
"SITE_1008","ROOM_29189","APPL_32036","Bathroom","Shower / Bathtub combo with Diverter Valve","2","All used about the same","Daily / Almost Daily"
"SITE_1008","ROOM_6608","APPL_102499","Kitchen","Faucet","Unknown",NA,NA
"SITE_1008","ROOM_25466","APPL_26462","Bathroom","Faucet","2.2",NA,NA
"SITE_1008","ROOM_25466","APPL_156616","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","All used about the same","Daily / Almost Daily"
"SITE_1009","ROOM_38374","APPL_60446","Bathroom","Faucet","2.2",NA,NA
"SITE_1009","ROOM_38374","APPL_141885","Bathroom","Shower","1.8","Primary","A few times per week"
"SITE_1009","ROOM_42596","APPL_54254","Kitchen","Faucet","Unknown",NA,NA
"SITE_101","ROOM_16774","APPL_108690","Kitchen","Faucet","1.5",NA,NA
"SITE_101","ROOM_46479","APPL_35749","Bathroom","Faucet","1.5",NA,NA
"SITE_101","ROOM_46479","APPL_138546","Bathroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_1010","ROOM_44408","APPL_31418","Kitchen","Faucet","Unknown",NA,NA
"SITE_1010","ROOM_39413","APPL_111828","Bathroom","Faucet","1.5",NA,NA
"SITE_1010","ROOM_39413","APPL_164604","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","A few times per week"
"SITE_1011","ROOM_3585","APPL_78084","Bathroom","Faucet","1.8",NA,NA
"SITE_1011","ROOM_35445","APPL_154672","Kitchen","Faucet","Unknown",NA,NA
"SITE_1011","ROOM_37289","APPL_42429","Bathroom","Faucet","2.2",NA,NA
"SITE_1011","ROOM_37289","APPL_17680","Bathroom","Faucet","2.2",NA,NA
"SITE_1011","ROOM_37289","APPL_12993","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","Daily / Almost Daily"
"SITE_1011","ROOM_15141","APPL_142975","Bathroom","Faucet","2.2",NA,NA
"SITE_1011","ROOM_15141","APPL_115945","Bathroom","Faucet","2.2",NA,NA
"SITE_1011","ROOM_15141","APPL_64832","Bathroom","Bathtub","Unknown","Secondary","A few times per month"
"SITE_1011","ROOM_15141","APPL_87797","Bathroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_1012","ROOM_23330","APPL_92181","Living Room","Faucet","1.8",NA,NA
"SITE_1012","ROOM_41750","APPL_150683","Bathroom","Faucet","Unknown",NA,NA
"SITE_1012","ROOM_41750","APPL_40052","Bathroom","Shower","1.8","Primary","Daily / Almost Daily"
"SITE_1013","ROOM_23628","APPL_85029","Kitchen","Faucet","1.5",NA,NA
"SITE_1013","ROOM_27972","APPL_108279","Bathroom","Faucet","Unknown",NA,NA
"SITE_1013","ROOM_27972","APPL_54887","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1013","ROOM_23034","APPL_120581","Bathroom","Faucet","Unknown",NA,NA
"SITE_1013","ROOM_23034","APPL_25844","Bathroom","Shower / Bathtub combo with Diverter Valve","1.75","Secondary","A few times per month"
"SITE_1014","ROOM_28602","APPL_75253","Bathroom","Faucet","Unknown",NA,NA
"SITE_1014","ROOM_35067","APPL_168897","Bathroom","Faucet","Unknown",NA,NA
"SITE_1014","ROOM_35067","APPL_112504","Bathroom","Faucet","Unknown",NA,NA
"SITE_1014","ROOM_35067","APPL_27993","Bathroom","Shower","2","Primary","A few times per week"
"SITE_1014","ROOM_35067","APPL_63332","Bathroom","Bathtub","Unknown","Primary","A few times per week"
"SITE_1014","ROOM_21794","APPL_153442","Kitchen","Faucet","1.8",NA,NA
"SITE_1014","ROOM_31484","APPL_110149","Bathroom","Faucet","2",NA,NA
"SITE_1014","ROOM_31484","APPL_121968","Bathroom","Faucet","2",NA,NA
"SITE_1014","ROOM_31484","APPL_8563","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per year or less"
"SITE_1015","ROOM_44508","APPL_86900","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","Secondary","A few times per year or less"
"SITE_1015","ROOM_44508","APPL_172450","Bathroom","Faucet","1",NA,NA
"SITE_1015","ROOM_41236","APPL_174686","Kitchen","Faucet","1.5",NA,NA
"SITE_1015","ROOM_34370","APPL_154876","Bathroom","Faucet","1",NA,NA
"SITE_1015","ROOM_34370","APPL_65055","Bathroom","Faucet","1",NA,NA
"SITE_1015","ROOM_34370","APPL_3506","Bathroom","Shower","1.8","Primary","Daily / Almost Daily"
"SITE_1016","ROOM_8156","APPL_93851","Kitchen","Faucet","Unknown",NA,NA
"SITE_1016","ROOM_15588","APPL_103205","Laundry","Faucet","Unknown",NA,NA
"SITE_1016","ROOM_9739","APPL_28373","Bathroom","Faucet","Unknown",NA,NA
"SITE_1016","ROOM_9739","APPL_6930","Bathroom","Shower","Unknown","Primary","A few times per week"
"SITE_1017","ROOM_14866","APPL_21622","Bathroom","Faucet","1.8",NA,NA
"SITE_1017","ROOM_14866","APPL_126509","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Secondary","Daily / Almost Daily"
"SITE_1017","ROOM_22219","APPL_112952","Kitchen","Faucet","2.2",NA,NA
"SITE_1017","ROOM_15514","APPL_7720","Bathroom","Faucet","1.8",NA,NA
"SITE_1017","ROOM_15514","APPL_15876","Bathroom","Faucet","1.8",NA,NA
"SITE_1017","ROOM_15514","APPL_123846","Bathroom","Shower","2.2","Primary","Daily / Almost Daily"
"SITE_1018","ROOM_44885","APPL_78632","Mechanical","Faucet","Unknown",NA,NA
"SITE_1018","ROOM_11265","APPL_32263","Bathroom","Faucet","2.2",NA,NA
"SITE_1018","ROOM_11265","APPL_161823","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_1018","ROOM_37609","APPL_73916","Bathroom","Faucet","Unknown",NA,NA
"SITE_1018","ROOM_37609","APPL_53363","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Primary","Daily / Almost Daily"
"SITE_1018","ROOM_10704","APPL_150394","Kitchen","Faucet","Unknown",NA,NA
"SITE_1018","ROOM_32954","APPL_16738","Bathroom","Faucet","Unknown",NA,NA
"SITE_1019","ROOM_42091","APPL_170752","Bathroom","Faucet","1.8",NA,NA
"SITE_1019","ROOM_42091","APPL_149452","Bathroom","Faucet","1.8",NA,NA
"SITE_1019","ROOM_42091","APPL_100396","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_1019","ROOM_42091","APPL_84781","Bathroom","Shower","1.5","Primary","Daily / Almost Daily"
"SITE_1019","ROOM_42091","APPL_42811","Bathroom","Shower","1.5","Primary","Daily / Almost Daily"
"SITE_1019","ROOM_4559","APPL_166070","Bathroom","Faucet","1.5",NA,NA
"SITE_1019","ROOM_4559","APPL_46487","Bathroom","Faucet","1.5",NA,NA
"SITE_1019","ROOM_4559","APPL_146860","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","Secondary","Daily / Almost Daily"
"SITE_1019","ROOM_34863","APPL_106948","Kitchen","Faucet","2",NA,NA
"SITE_1019","ROOM_41043","APPL_32708","Bathroom","Faucet","1.5",NA,NA
"SITE_102","ROOM_17270","APPL_67638","Bathroom","Faucet","1.5",NA,NA
"SITE_102","ROOM_17270","APPL_150916","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_102","ROOM_11607","APPL_31110","Bathroom","Faucet","1.5",NA,NA
"SITE_102","ROOM_11607","APPL_70261","Bathroom","Shower","Unknown","Secondary","A few times per month"
"SITE_102","ROOM_31576","APPL_82294","Kitchen","Faucet","1.5",NA,NA
"SITE_1020","ROOM_29267","APPL_114273","Bathroom","Faucet","Unknown",NA,NA
"SITE_1020","ROOM_29267","APPL_33254","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Secondary","Daily / Almost Daily"
"SITE_1020","ROOM_21532","APPL_165100","Kitchen","Faucet","Unknown",NA,NA
"SITE_1020","ROOM_40546","APPL_38831","Bathroom","Faucet","Unknown",NA,NA
"SITE_1020","ROOM_40546","APPL_8562","Bathroom","Faucet","Unknown",NA,NA
"SITE_1020","ROOM_40546","APPL_160605","Bathroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_1020","ROOM_40546","APPL_143711","Bathroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_1021","ROOM_41289","APPL_91589","Kitchen","Faucet","1.5",NA,NA
"SITE_1021","ROOM_11406","APPL_111971","Bathroom","Faucet","Unknown",NA,NA
"SITE_1021","ROOM_11406","APPL_29773","Bathroom","Shower","1.8","Secondary","A few times per year or less"
"SITE_1021","ROOM_1803","APPL_67438","Laundry","Faucet","Unknown",NA,NA
"SITE_1021","ROOM_19177","APPL_123394","Bathroom","Faucet","Unknown",NA,NA
"SITE_1021","ROOM_19177","APPL_48346","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1022","ROOM_34740","APPL_16332","Mechanical","Faucet","1.8",NA,NA
"SITE_1022","ROOM_27242","APPL_77390","Laundry","Faucet","Unknown",NA,NA
"SITE_1022","ROOM_45248","APPL_8884","Kitchen","Faucet","1.5",NA,NA
"SITE_1022","ROOM_6308","APPL_77865","Bathroom","Faucet","Unknown",NA,NA
"SITE_1022","ROOM_6308","APPL_67566","Bathroom","Faucet","Unknown",NA,NA
"SITE_1022","ROOM_6308","APPL_63792","Bathroom","Bathtub","Unknown","Primary","A few times per month"
"SITE_1022","ROOM_6308","APPL_3657","Bathroom","Shower","Unknown","Primary","A few times per week"
"SITE_1022","ROOM_6308","APPL_4073","Bathroom","Shower","Unknown","Primary","A few times per week"
"SITE_1022","ROOM_37331","APPL_60672","Bathroom","Faucet","Unknown",NA,NA
"SITE_1022","ROOM_37331","APPL_105222","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per month"
"SITE_1023","ROOM_23428","APPL_60607","Kitchen","Faucet","1.5",NA,NA
"SITE_1023","ROOM_26251","APPL_32838","Bathroom","Faucet","1",NA,NA
"SITE_1023","ROOM_26251","APPL_2875","Bathroom","Faucet","1",NA,NA
"SITE_1023","ROOM_26251","APPL_43943","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Secondary","Daily / Almost Daily"
"SITE_1023","ROOM_12901","APPL_126322","Bathroom","Faucet","2.2",NA,NA
"SITE_1023","ROOM_12901","APPL_58346","Bathroom","Shower","1.8","Primary","Daily / Almost Daily"
"SITE_1023","ROOM_23830","APPL_99877","Laundry","Faucet","2.2",NA,NA
"SITE_1023","ROOM_31121","APPL_25519","Bathroom","Faucet","2.2",NA,NA
"SITE_1023","ROOM_31121","APPL_161441","Bathroom","Shower","2.5","Secondary","A few times per week"
"SITE_1024","ROOM_30076","APPL_119904","Kitchen","Faucet","Unknown",NA,NA
"SITE_1024","ROOM_23641","APPL_5205","Bathroom","Faucet","1.2",NA,NA
"SITE_1024","ROOM_23641","APPL_10549","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_1025","ROOM_19466","APPL_60115","Bathroom","Faucet","1",NA,NA
"SITE_1025","ROOM_19466","APPL_64542","Bathroom","Shower / Bathtub combo with Diverter Valve","1.5","Secondary","A few times per week"
"SITE_1025","ROOM_23312","APPL_140855","Living Room","Faucet","1.8",NA,NA
"SITE_1025","ROOM_22978","APPL_139975","Bathroom","Faucet","1",NA,NA
"SITE_1025","ROOM_34602","APPL_93365","Laundry","Faucet","Unknown",NA,NA
"SITE_1025","ROOM_4844","APPL_148914","Bathroom","Faucet","1",NA,NA
"SITE_1025","ROOM_4844","APPL_79701","Bathroom","Faucet","1",NA,NA
"SITE_1025","ROOM_4844","APPL_22291","Bathroom","Shower","1.5","Primary","Daily / Almost Daily"
"SITE_1025","ROOM_4844","APPL_13251","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_1026","ROOM_42922","APPL_29360","Bathroom","Faucet","Unknown",NA,NA
"SITE_1026","ROOM_42922","APPL_2110","Bathroom","Faucet","2.2",NA,NA
"SITE_1026","ROOM_42922","APPL_149387","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1026","ROOM_42922","APPL_164980","Bathroom","Bathtub","Unknown","Primary","A few times per week"
"SITE_1026","ROOM_2050","APPL_117009","Bathroom","Faucet","2.5",NA,NA
"SITE_1026","ROOM_4686","APPL_135336","Bathroom","Faucet","Unknown",NA,NA
"SITE_1026","ROOM_4686","APPL_137814","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per week"
"SITE_1027","ROOM_4682","APPL_117661","Bathroom","Faucet","Unknown",NA,NA
"SITE_1027","ROOM_30027","APPL_40935","Kitchen","Faucet","1.8",NA,NA
"SITE_1027","ROOM_9145","APPL_111044","Bathroom","Faucet","2.2",NA,NA
"SITE_1027","ROOM_9145","APPL_51404","Bathroom","Faucet","2.2",NA,NA
"SITE_1027","ROOM_9145","APPL_20664","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Primary","Daily / Almost Daily"
"SITE_1027","ROOM_10630","APPL_100290","Bathroom","Faucet","2.2",NA,NA
"SITE_1027","ROOM_10630","APPL_46257","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Secondary","A few times per month"
"SITE_1028","ROOM_38264","APPL_108837","Kitchen","Faucet","1.8",NA,NA
"SITE_1028","ROOM_12419","APPL_152920","Bathroom","Faucet","2.2",NA,NA
"SITE_1028","ROOM_12419","APPL_68742","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","All used about the same","Daily / Almost Daily"
"SITE_1028","ROOM_40288","APPL_86779","Bathroom","Faucet","2.2",NA,NA
"SITE_1028","ROOM_40288","APPL_94706","Bathroom","Faucet","2.2",NA,NA
"SITE_1028","ROOM_40288","APPL_33561","Bathroom","Shower","2","All used about the same","Daily / Almost Daily"
"SITE_1029","ROOM_35721","APPL_129262","Bathroom","Faucet","Unknown",NA,NA
"SITE_1029","ROOM_35721","APPL_146","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Primary","A few times per week"
"SITE_1029","ROOM_23507","APPL_142544","Kitchen","Faucet","1.5",NA,NA
"SITE_1029","ROOM_4626","APPL_85080","Laundry","Faucet","Unknown",NA,NA
"SITE_1029","ROOM_21903","APPL_57603","Bathroom","Faucet","Unknown",NA,NA
"SITE_1029","ROOM_21903","APPL_37895","Bathroom","Shower","2.5","Secondary","A few times per year or less"
"SITE_103","ROOM_35405","APPL_147550","Bathroom","Faucet","2",NA,NA
"SITE_103","ROOM_35348","APPL_142478","Bathroom","Faucet","Unknown",NA,NA
"SITE_103","ROOM_10789","APPL_50888","Kitchen","Faucet","Unknown",NA,NA
"SITE_103","ROOM_28641","APPL_56085","Bathroom","Faucet","Unknown",NA,NA
"SITE_103","ROOM_35405","APPL_105037","Bathroom","Bathtub","Unknown","Primary","A few times per month"
"SITE_103","ROOM_35405","APPL_71895","Bathroom","Shower","2.5","Primary","A few times per week"
"SITE_103","ROOM_18699","APPL_8449","Bathroom","Faucet","2",NA,NA
"SITE_103","ROOM_18699","APPL_32660","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","Daily / Almost Daily"
"SITE_1030","ROOM_45344","APPL_103979","Bathroom","Faucet","1.8",NA,NA
"SITE_1030","ROOM_45344","APPL_150047","Bathroom","Shower / Bathtub combo with Diverter Valve","2","Secondary","A few times per month"
"SITE_1030","ROOM_32047","APPL_71760","Kitchen","Faucet","1.5",NA,NA
"SITE_1030","ROOM_29996","APPL_134486","Bathroom","Faucet","1.5",NA,NA
"SITE_1030","ROOM_29996","APPL_6644","Bathroom","Faucet","1.5",NA,NA
"SITE_1030","ROOM_29996","APPL_3408","Bathroom","Shower","2","Primary","Daily / Almost Daily"
"SITE_1031","ROOM_45719","APPL_64440","Laundry","Faucet","2",NA,NA
"SITE_1031","ROOM_653","APPL_21764","Kitchen","Faucet","1.5",NA,NA
"SITE_1031","ROOM_37925","APPL_25133","Bathroom","Faucet","1.5",NA,NA
"SITE_1031","ROOM_37925","APPL_76831","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","Secondary","A few times per week"
"SITE_1031","ROOM_14483","APPL_20325","Bathroom","Faucet","1.5",NA,NA
"SITE_1031","ROOM_14483","APPL_16897","Bathroom","Faucet","1.5",NA,NA
"SITE_1031","ROOM_14483","APPL_110246","Bathroom","Shower","1.8","Unknown",NA
"SITE_1032","ROOM_22798","APPL_117202","Bathroom","Faucet","1.5",NA,NA
"SITE_1032","ROOM_1889","APPL_132753","Kitchen","Faucet","1.8",NA,NA
"SITE_1032","ROOM_24843","APPL_126784","Bathroom","Faucet","1.5",NA,NA
"SITE_1032","ROOM_24843","APPL_44157","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Primary","Daily / Almost Daily"
"SITE_1033","ROOM_30980","APPL_82665","Kitchen","Faucet","1.5",NA,NA
"SITE_1033","ROOM_16757","APPL_161210","Bathroom","Faucet","Unknown",NA,NA
"SITE_1033","ROOM_16757","APPL_47390","Bathroom","Shower","2","Secondary","A few times per week"
"SITE_1033","ROOM_24428","APPL_20989","Bathroom","Faucet","Unknown",NA,NA
"SITE_1033","ROOM_43631","APPL_155600","Bathroom","Faucet","Unknown",NA,NA
"SITE_1033","ROOM_43631","APPL_128415","Bathroom","Faucet","Unknown",NA,NA
"SITE_1033","ROOM_43631","APPL_172467","Bathroom","Shower","Unknown","Primary","A few times per week"
"SITE_1033","ROOM_43631","APPL_21714","Bathroom","Bathtub","Unknown","Primary","A few times per week"
"SITE_1033","ROOM_4701","APPL_35628","Bathroom","Faucet","Unknown",NA,NA
"SITE_1033","ROOM_4701","APPL_82755","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per week"
"SITE_1034","ROOM_17402","APPL_16549","Laundry","Faucet","1.8",NA,NA
"SITE_1034","ROOM_37510","APPL_72733","Kitchen","Faucet","Unknown",NA,NA
"SITE_1034","ROOM_16600","APPL_35102","Bathroom","Faucet","Unknown",NA,NA
"SITE_1034","ROOM_16600","APPL_105327","Bathroom","Bathtub","Unknown","Primary","A few times per year or less"
"SITE_1034","ROOM_23324","APPL_45810","Bathroom","Faucet","Unknown",NA,NA
"SITE_1034","ROOM_23324","APPL_109006","Bathroom","Shower","Unknown","Primary","A few times per week"
"SITE_1035","ROOM_36284","APPL_88487","Bathroom","Faucet","Unknown",NA,NA
"SITE_1035","ROOM_36284","APPL_172166","Bathroom","Bathtub","Unknown","Secondary","A few times per week"
"SITE_1035","ROOM_36284","APPL_124492","Bathroom","Shower","Unknown","Secondary","A few times per week"
"SITE_1035","ROOM_30341","APPL_156221","Bathroom","Faucet","Unknown",NA,NA
"SITE_1035","ROOM_30341","APPL_147729","Bathroom","Shower","1.75","Primary","Daily / Almost Daily"
"SITE_1035","ROOM_29893","APPL_52375","Kitchen","Faucet","1.5",NA,NA
"SITE_1036","ROOM_11885","APPL_53589","Kitchen","Faucet","Unknown",NA,NA
"SITE_1036","ROOM_1450","APPL_53476","Laundry","Faucet","Unknown",NA,NA
"SITE_1036","ROOM_18840","APPL_122077","Bathroom","Faucet","1.5",NA,NA
"SITE_1036","ROOM_18840","APPL_107602","Bathroom","Faucet","1.5",NA,NA
"SITE_1036","ROOM_18840","APPL_101112","Bathroom","Shower / Bathtub combo with Diverter Valve","1.5","Secondary","Daily / Almost Daily"
