"SiteID","Mechanical_ID","Technology_Description","Storage_Tankless","Fuel_Type","Make","Make_Other","Model","Water_Heater_Missing_Model_Reason","Size","Size_Is_Estimated","Year_Manufactured","Serial_Number","Wifi_Enabled","Serves_Whole_House","Location","Provided_by_Heating_System","Supplemental_Solar_Water_Heating","Capacity_BTUH","Capacity_BTUH_Is_Estimated","Capacity_kW","Capacity_kW_Is_Estimated","Water_Heater_Efficiency_Type","Water_Heater_Efficiency","Water_Heater_MEF","Tank_Wrap","Tank_Wrap_Thickness","Pipe_Wrap","Pipe_Wrap_Type","Pipe_Wrap_Type_Other","Pipe_Wrap_Length","Pipe_Wrap_Length_Is_Estimated","Pipe_Wrap_Thickness","Pipe_Wrap_Thickness_Is_Estimated","Circulator_Present","Space_Is_Conditioned","HPWH_Conditioned_Space_Size","Relation_to_Space_Heating_Unit","Air_Supply_From_Inside_House","HPWH_Ducting","Within_4_feet_of_a_drain","Drain_Type","Can_Exhaust_to_Garage_or_Get_Supply_Air_from_Home_Interior","In_A_Room_Greater_Than_1.000_Cubic_Feet","Eight_feet_of_Vertical_Space","HPWH_Current_Mode","HPWH_Port_Present","Indirect_Water_Heater_Fuel"
"SITE_193","MECH_12376","Fossil Fuel Condensing","Tankless","Natural Gas","Navien",NA,"T CREATOR",NA,NA,NA,"Unknown","Unknown","No","Yes","Garage","Yes","No","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"Unknown","No",NA,"None of the above","No",NA,"No","Unknown","No","Unknown","Yes",NA,NA,NA
"SITE_1930","MECH_4915","Electric Resistance","Storage","Electric","General Electric",NA,"PE50M09AAH",NA,"50","Measured or Known","Unknown","GEM041411471","No","Yes","Kitchen","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.75","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Adjacent rooms","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_1931","MECH_167493","Electric Resistance","Storage","Electric","Kenmore",NA,"#153321842",NA,"80","Measured or Known","Unknown","0934A014453","No","Yes","Mechanical","No","No",NA,NA,"3.8","Measured or Known","Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"1.5","Measured or Known","1","Measured or Known","No","No",NA,"Same room","Yes",NA,"Yes","Floor drain","Yes","No","Yes",NA,NA,NA
"SITE_1932","MECH_145756","Fossil Fuel Non-Condensing","Storage","Natural Gas","Rheem",NA,"XG50T09HE40U0",NA,"50","Measured or Known","2014","RHLNM121410600","No","Yes","Mechanical","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Plumbed drain","No","Yes","No",NA,NA,NA
"SITE_1933","MECH_43171","Fossil Fuel Non-Condensing","Storage","Natural Gas","Other","Ace Hardware","540N0RS0",NA,"40","Measured or Known","Unknown","#895482990","No","Yes","Hallway","Yes","No","35000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","No","No",NA,NA,NA
"SITE_1934","MECH_8750","Electric Resistance","Storage","Electric","AO Smith",NA,"ENS-40 110",NA,"40","Measured or Known","Unknown","#1936116240503","No","Yes","Bathroom","Yes","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","No",NA,"Yes","Plumbed drain","No","No","No",NA,NA,NA
"SITE_1935","MECH_135492","Electric Heat Pump (Packaged)","Storage","Electric","Ruud",NA,"PROUH50 T2 RU350 DCB",NA,"50","Measured or Known","Unknown","Q071810346","Unknown","No","Mechanical","No","No",NA,NA,"5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No","418.75","Same room","Yes","None","Yes","Floor drain","No","Yes","No","Other","Unknown",NA
"SITE_1935","MECH_87736","Electric Heat Pump (Packaged)","Storage","Electric","Ruud",NA,"Unknown","Unknown","50","Unknown","Unknown","Unknown","Unknown","Yes","Mechanical","No","No",NA,NA,"5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No","418.75","Same room","Yes","None","Yes","Floor drain","No","Yes","No","Other","Unknown",NA
"SITE_1936","MECH_24031","Fossil Fuel Condensing","Storage","Natural Gas","Ruud",NA,"P2 50F1",NA,"50","Measured or Known","2012","RULNQ 341226480","No","Yes","Mechanical","No","No","38000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","Yes","Yes","Yes",NA,NA,NA
"SITE_1936","MECH_128104","Electric Resistance","Storage","Electric","Bradford White",NA,"RE 120U6",NA,"19","Measured or Known","Unknown","MH 36635009","No","Yes","Other","No","No",NA,NA,"1.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Same room","No",NA,"Yes","Floor drain","No","Unknown","No",NA,NA,NA
"SITE_1937","MECH_122715","Electric Resistance","Storage","Electric","Kenmore",NA,"153320592HT",NA,"50","Measured or Known","2003","F03434459","No","Yes","Laundry","No","No",NA,NA,"5.5","Measured or Known","Energy Factor (EF)","0.93","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"200","Estimated","0.5","Measured or Known","No","Yes",NA,"Next to each other","Yes",NA,"Yes","Plumbed drain","No","No","No",NA,NA,NA
"SITE_1938","MECH_153594","Electric Resistance","Storage","Electric","American Water Heaters",NA,"E63-65H-045DC",NA,"66","Measured or Known","Unknown","0825T432557","No","Yes","Garage","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"None of the above","Unknown",NA,"Yes","Floor drain","Yes","Yes","Unknown",NA,NA,NA
"SITE_1939","MECH_109242","Electric Resistance","Storage","Electric","Bradford White",NA,"M250L6DS-1NCWW",NA,"47","Measured or Known","Unknown","CM8553915","No","Yes","Crawlspace","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"None of the above","Unknown",NA,"No","Unknown","No","Unknown","No",NA,NA,NA
"SITE_194","MECH_98702","Electric Resistance","Storage","Electric","AO Smith",NA,"EES 52 913",NA,"50","Measured or Known","Unknown","GE89-0152375-913","No","Yes","Garage","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_1940","MECH_91734","Electric Resistance","Storage","Electric","Kenmore",NA,"153320592HT",NA,"50","Measured or Known","Unknown","A03332020","No","Yes","Closet","Yes","No",NA,NA,"3.8","Measured or Known","Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"6","Estimated","1","Estimated","No","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_1942","MECH_162590","Unknown","Unknown","Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Garage","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_1943","MECH_143501","Fossil Fuel Non-Condensing","Storage","Natural Gas","Ruud",NA,"Unknown","NAMEPLATE IS ILLEGIBLE","40","Estimated","Unknown","Unknown","Unknown","Yes","Laundry","No","No","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Unknown","Unknown","No","No","No",NA,NA,NA
"SITE_1944","MECH_68956","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"MI75S6CN1Q",NA,"75","Measured or Known","Unknown","SD1484432","No","Yes","Laundry","No","No","75000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Plumbed drain","No","No","Yes",NA,NA,NA
"SITE_1945","MECH_18770","Electric Resistance","Storage","Electric","Other","Sabh water heater group","EFU90-50D",NA,"45","Measured or Known","1993","#9321301936","No","Yes","Crawlspace","Yes","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No","Unknown","Yes","Polyethylene Foam",NA,"50","Estimated","0.5","Estimated","No","No",NA,"None of the above","No",NA,"No","Unknown","No","Unknown","No",NA,NA,NA
"SITE_1946","MECH_51887","Fossil Fuel Non-Condensing","Storage","Propane","Rheem",NA,"423-4118",NA,"40","Measured or Known","Unknown","CCLP 0797129452","No","Yes","Bathroom","No","No","28000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Unknown","Unknown","No","No","No",NA,NA,NA
"SITE_1947","MECH_40571","Electric Resistance","Storage","Electric","Rheem",NA,"PROE50 T2 RH95",NA,"50","Measured or Known","2017","M291707417","No","Unknown","Mechanical","Unknown","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.93","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"Same room","Yes",NA,"Yes","Floor drain","Yes","No","Yes",NA,NA,NA
"SITE_1947","MECH_58961","Fossil Fuel Condensing","Tankless","Propane","Noritz",NA,"EZ111DV(GQ-C3259WX-FF US)",NA,NA,NA,"2017","201705-000980","Unknown","Unknown","Mechanical","Unknown","No","Unknown","Measured or Known",NA,NA,"Unknown","0.97","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"Yes – captured with previous water heater","No",NA,"Same room","Yes",NA,"Yes","Floor drain","Yes","No","Yes",NA,NA,NA
"SITE_1947","MECH_35357","Fossil Fuel Condensing","Tankless","Propane","Noritz",NA,"EZ111DV(GQ-C3259WX-FF US)",NA,NA,NA,"2017","201705-000980","Unknown","No","Mechanical","Unknown","No","36000","Measured or Known",NA,NA,"Unknown","0.97","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"Yes – captured with previous water heater","No",NA,"Same room","Yes",NA,"Yes","Floor drain","Yes","No","Yes",NA,NA,NA
"SITE_1949","MECH_131849","Electric Resistance","Storage","Electric","Bradford White",NA,"Unknown","Unknown","50","Estimated","Unknown","Unknown","No","Yes","Basement","No","No",NA,NA,"4.5","Estimated","Energy Factor (EF)","0.62","Unknown","Yes","1.5 inches","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Floor drain","Yes","Yes","Yes",NA,NA,NA
"SITE_195","MECH_139244","Electric Resistance","Storage","Electric","Rheem",NA,"Unknown","Unknown","50","Estimated","Unknown","Unknown","No","Yes","Hallway","No","No",NA,NA,"4.5","Estimated","Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"5","Estimated","0.5","Estimated","No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_1950","MECH_300","Electric Resistance","Storage","Electric","Rheem",NA,"82MV52-2",NA,"50","Measured or Known","2011","RH 0211R16553","No","Yes","Laundry","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","No",NA,"No","Unknown","No","No","Yes",NA,NA,NA
"SITE_1950","MECH_300","Electric Resistance","Storage","Electric","Rheem",NA,"82MV52-2",NA,"50","Measured or Known","2011","RH 0211R16553","No","Yes",NA,"No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","No",NA,"No","Unknown","No","Unknown","Yes",NA,NA,NA
"SITE_1951","MECH_77586","Fossil Fuel Non-Condensing","Storage","Natural Gas","General Electric",NA,"GENG 0200159855",NA,"40","Measured or Known","Unknown","PG40T9HA","No","Yes","Laundry","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","No","No","Yes",NA,NA,NA
"SITE_1952","MECH_131499","Electric Resistance","Storage","Electric","Reliance",NA,"1250DART",NA,"55","Measured or Known","Unknown","1508J012537","No","Yes","Mechanical","No","No",NA,NA,"5.5","Measured or Known","Unknown","0.93","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Adjacent rooms","Yes",NA,"No","Unknown","No","Yes","Yes",NA,NA,NA
"SITE_1953","MECH_155582","Electric Resistance","Storage","Electric","Rheem",NA,"XE40M0ST45UO",NA,"40","Measured or Known","2014","RH M111405002","No","Yes","Bedroom","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","Yes","Yes",NA,NA,NA
"SITE_1954","MECH_125894","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"MI5036FBN2",NA,"50","Measured or Known","Unknown","ZL3941628","Unknown","Yes","Garage","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","No",NA,"Yes","Floor drain","Yes","Yes","Yes",NA,NA,NA
"SITE_1955","MECH_33858","Electric Resistance","Storage","Electric","Hotpoint",NA,"HE40M01SAG",NA,"40","Measured or Known","Unknown","HP 0107R21952","No","Yes","Laundry","No","No",NA,NA,"3.8","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_1956","MECH_101947","Electric Resistance","Storage","Electric","Rheem",NA,"XE50T06HE45U0",NA,"50","Measured or Known","2015","M121510676","No","Yes","Garage","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Same room","No",NA,"No","Unknown","Yes","Yes","No",NA,NA,NA
"SITE_1957","MECH_153309","Electric Resistance","Storage","Electric","Bradford White",NA,"Unknown","Unknown","50","Estimated","Unknown","Unknown","No","Yes","Garage","No","No",NA,NA,"4.5","Estimated","Unknown","Unknown","Unknown","Yes","2.5 inches","Yes","Polyethylene Foam",NA,"6","Estimated","0.75","Estimated","No","No",NA,"None of the above","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_1958","MECH_119492","Electric Resistance","Storage","Electric","GAMA",NA,"EE3J50RD045V",NA,"50","Measured or Known","Unknown","0829T420607","No","Yes","Laundry","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"None of the above","Yes",NA,"Unknown","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_1959","MECH_38816","Unknown","Storage","Unknown","Unknown",NA,"Unknown","NO NAMEPLATE","40","Measured or Known","Unknown","Unknown","No","Unknown","Living Room","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Plumbed drain","No","Yes","No",NA,NA,NA
"SITE_1959","MECH_125437","Indirect Water Heater","Storage","Solar","Unknown",NA,"Unknown","Unknown","50","Measured or Known","Unknown","Unknown","Unknown","Yes","Outside","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,"Unknown","Unknown",NA,NA,NA,NA,NA,"No","No",NA,"None of the above","No",NA,"No","Unknown","No","Unknown","No",NA,NA,"Solar"
"SITE_196","MECH_42368","Electric Resistance","Storage","Electric","Rheem",NA,"XE38S06ST45U1",NA,"38","Measured or Known","Unknown","M312101284","No","Yes","Laundry","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"None of the above","Yes",NA,"Yes","Floor drain","Yes","Yes","Yes",NA,NA,NA
"SITE_1967","MECH_162542","Unknown","Unknown","Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Bathroom","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"Water heater inaccessible","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1968","MECH_33575","Electric Resistance","Storage","Electric","Unknown",NA,"Unknown","Unknown","50","Estimated","Unknown","Unknown","No","Yes","Mechanical","No","No",NA,NA,"4.5","Estimated","Unknown","Unknown","Unknown","Yes","2.0 inches","No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"Yes","Floor drain","Yes","Yes","No",NA,NA,NA
"SITE_1969","MECH_52792","Electric Resistance","Storage","Electric","Rheem",NA,"82V52-2",NA,"50","Measured or Known","2004","RH 0704R12572","No","Yes","Basement","No","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.91","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Same room","Yes",NA,"Yes","Floor drain","Yes","Yes","Yes",NA,NA,NA
"SITE_197","MECH_973","Fossil Fuel Non-Condensing","Storage","Unknown","Rheem",NA,"XG50T06EC38U1",NA,"50","Measured or Known","2018","M301815067","No","Yes","Laundry","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","No","Yes",NA,NA,NA
"SITE_197","MECH_973","Fossil Fuel Non-Condensing","Storage","Unknown","Rheem",NA,"XG50T06EC38U1",NA,"50","Measured or Known","2018","M301815067","No","Yes",NA,"No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Unknown","Yes",NA,NA,NA
"SITE_1970","MECH_162543","Unknown","Unknown","Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Bathroom","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1971","MECH_162581","Unknown","Unknown","Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Bathroom","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1972","MECH_162583","Unknown","Unknown","Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Outside","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"Water heater inaccessible","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA
"SITE_1973","MECH_20108","Electric Resistance","Unknown","Electric","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Bedroom","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"No","No",NA,"Adjacent rooms","Yes",NA,"No","Unknown","No","Yes","Unknown",NA,NA,NA
"SITE_1973","MECH_162545","Unknown","Unknown","Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Bathroom","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"Water heater inaccessible","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1974","MECH_66235","Electric Resistance","Storage","Electric","Ruud",NA,"PE3R-52-2",NA,"50","Measured or Known","2011","RU 0411R13071","No","Yes","Other","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Adjacent rooms","Yes",NA,"Yes","Plumbed drain","Yes","No","No",NA,NA,NA
"SITE_1975","MECH_162544","Unknown","Unknown","Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Outside","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA
"SITE_1976","MECH_46996","Unknown","Storage","Unknown","Unknown",NA,"Unknown","OTHER","50","Estimated","Unknown","Unknown","Unknown","Unknown","Basement","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Same room","Yes",NA,"Unknown","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_1978","MECH_162566","Unknown","Unknown","Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Laundry","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1979","MECH_119313","Electric Resistance","Storage","Electric","Bradford White",NA,"M250T6DS-1NCWW",NA,"50","Unknown","Unknown","HL15826487","No","Yes","Basement","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_198","MECH_59036","Fossil Fuel Condensing","Storage","Natural Gas","Rheem",NA,"42VR40-40F",NA,"40","Measured or Known","2011","RHLN0711V05308","No","Yes","Garage","No","No","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"Unknown","Estimated","1","Measured or Known","No","No",NA,"None of the above","Yes",NA,"No","Unknown","Yes","Yes","No",NA,NA,NA
"SITE_1980","MECH_88154","Electric Resistance","Storage","Electric","Reliance",NA,"630DORS",NA,"30","Measured or Known","Unknown","1149J006132","No","No","Bathroom","Yes","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.89","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","No",NA,"Yes","Plumbed drain","No","No","No",NA,NA,NA
"SITE_1980","MECH_11775","Electric Resistance","Storage","Electric","Reliance",NA,"630 DORS",NA,"30","Measured or Known","Unknown","Unknown","No","No","Laundry","Yes","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.89","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"None of the above","No",NA,"Unknown","Unknown","Unknown","No","No",NA,NA,NA
"SITE_1981","MECH_9633","Electric Heat Pump (Packaged)","Storage","Electric","Rheem",NA,"PROPH65 T2 RH350 DCB",NA,"65","Measured or Known","2020","Q032022080","Yes","Yes","Mechanical","Yes","No",NA,NA,"5","Measured or Known","Uniform Energy Factor (UEF)","3.7","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","Yes","113.4","Next to each other","Yes","None","No","Unknown","Unknown","Yes","Yes","Other","Yes",NA
"SITE_1982","MECH_25942","Electric Resistance","Storage","Electric","Richmond",NA,"8V52-2",NA,"50","Measured or Known","Unknown","1290B45911","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.93","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Floor drain","No","Yes","No",NA,NA,NA
"SITE_1983","MECH_12972","Electric Resistance","Storage","Electric","Bradford White",NA,"MI50T6DS13",NA,"50","Measured or Known","Unknown","XB3526963","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.9","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","Yes","No","No",NA,NA,NA
"SITE_1984","MECH_162569","Unknown","Unknown","Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Laundry","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1985","MECH_21601","Unknown","Unknown","Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Outside","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA
"SITE_1985","MECH_162561","Unknown","Unknown","Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Laundry","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1986","MECH_53695","Unknown","Unknown","Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Laundry","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
