"SiteID","Ceiling_Type","Ceiling_Type_Other","Ceiling_Area","Ceiling_Accessible","Type_of_Area_Above_Ceiling","Ceiling_Framing_Size","Ceiling_Framing_Material","Ceiling_Framing_Material_Other","Ceiling_Framing_Spacing","Ceiling_Framing_Spacing_Other","Ceiling_Insulated","Ceiling_Insulation_Type_1","Ceiling_Insulation_Thickness_1","Ceiling_Insulation_Condition_1","Ceiling_Insulation_Type_2","Ceiling_Insulation_Thickness_2","Ceiling_Insulation_Condition_2","Ceiling_Insulation_Type_3","Ceiling_Insulation_Thickness_3","Ceiling_Insulation_Condition_3","Ceiling_Insulation_Source","Ceiling_Insulation_Source_Other","Ceiling_Insulation_U-Value","Ceiling_Insulation_R-Value","Ceiling_U-Value_for_Heat_Loss","Ceiling_Heat_Loss_Rate_UA"
"SITE_1","Attic",NA,"1334","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","9","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0393313667649951","25.425","0.0904882869198317","120.711374751056"
"SITE_10","Attic",NA,"990","Yes",NA,"Unknown","Wood",NA,"Other","46","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_100","Attic",NA,"1240","Yes",NA,"2x4","Wood",NA,"30 inches on center",NA,"Yes","Blown cellulose","6","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0487757291971515","20.502","0.0495365467164008","61.4253179283371"
"SITE_100","Sloped / Vaulted (no Attic)",NA,"1640","No",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1000","Attic",NA,"3064","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","10","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0353982300884956","28.25","0.0394332650335426","120.823524062775"
"SITE_1001","Attic",NA,"1820","No",NA,"Unknown","Wood",NA,"30 inches on center",NA,"Yes","Fiberglass batts","6","0.9","Blown fiberglass","8","0.9",NA,NA,NA,"Other","Owner query","0.02322340919647","43.06","0.0793011709144702","144.328131064336"
"SITE_1002","Sloped / Vaulted (no Attic)",NA,"1332","No",NA,"2x8","Wood",NA,"30 inches on center",NA,"Yes","Blown fiberglass","7","0.5",NA,NA,NA,NA,NA,NA,"Other","Homeowner discussion from recent work","0.0505689001264222","19.775","0.0487749630027339","64.9682507196415"
"SITE_1003","Sloped / Vaulted (no Attic)",NA,"1800","No",NA,"Unknown","Wood",NA,"Other","Timber frame","Yes","Blown mineral wool","15","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0231240605850387","43.245","0.0488201804473523","87.8763248052341"
"SITE_1004","Attic",NA,"2706","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","12","0.9","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0289050757312984","34.596","0.0833170320859907","225.455888824691"
"SITE_1005","Attic",NA,"1560","No",NA,"Open web truss","Wood",NA,"Unknown",NA,"Yes","Blown mineral wool","13","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0266816083673524","37.479","0.032863040865147","51.2663437496293"
"SITE_1006","Attic",NA,"1500","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","3.5","0.5","Blown fiberglass","6","0.75",NA,NA,NA,"Visual inspection",NA,"0.036981564690002","27.0405","0.16116933976083","241.754009641245"
"SITE_1007","Attic",NA,"2105","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","14","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0209467951403435","47.74","0.0772766432359141","162.667334011599"
"SITE_1008","Attic",NA,"724","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1009","Attic",NA,"1980","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_101","Sloped / Vaulted (no Attic)",NA,"1344","No",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","3.5","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"0.0837871805613741","11.935","0.0956333509466148","128.53122367225"
"SITE_1010","Attic",NA,"1268","No",NA,"Unknown","Wood",NA,"16 inches on center",NA,"Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1011","Attic",NA,"1431","Yes",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","16","1","Blown fiberglass","Unknown","Unknown",NA,NA,NA,"Visual inspection",NA,"Unknown","Unknown","0.0298751659537939","42.7513624798791"
"SITE_1012","Sloped / Vaulted (no Attic)",NA,"1048","No",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","8","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0366568914956012","27.28","0.0376445685823718","39.4515078743257"
"SITE_1013","Sloped / Vaulted (no Attic)",NA,"945","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1014","Attic",NA,"1039.5","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","6","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0578101514625968","17.298","0.103629126441104","107.722476935527"
"SITE_1014","Attic",NA,"500.5","Unknown",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1014","Sloped / Vaulted (no Attic)",NA,"958.9","No",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Unknown","5.5","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0606060606060606","16.5","0.0572508545138556","54.8978443933361"
"SITE_1015","Attic",NA,"1443","Yes",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","18","1","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0196656833824975","50.85","0.02830799161259","40.8484318969674"
"SITE_1016","Attic",NA,"847","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","14","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0252844500632111","39.55","0.0320183626297002","27.1195531473561"
"SITE_1016","Attic",NA,"533","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","6","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"0.0589970501474926","16.95","0.104490576430526","55.6934772374706"
"SITE_1017","Attic",NA,"2030","Yes",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","24","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0121939322992879","82.008","0.0224843994166285","45.6433308157559"
"SITE_1018","Attic",NA,"860","Yes",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","10","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"0.0293255131964809","34.1","0.0828083309833204","71.2151646456555"
"SITE_1019","Attic",NA,"1680","Yes",NA,"2x10","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","14","1","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0209038839416364","47.838","0.0276747759124502","46.4936235329164"
"SITE_102","Attic",NA,"1800","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","4","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0733137829912023","13.64","0.0706088283292751","127.095890992695"
"SITE_1020","Attic",NA,"1023","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Blown fiberglass","Unknown","1",NA,NA,NA,NA,NA,NA,"Other","Spoke with homeowner","Unknown","Unknown",NA,NA
"SITE_1020","Sloped / Vaulted (no Attic)",NA,"620","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Blown fiberglass","Unknown","1",NA,NA,NA,NA,NA,NA,"Other","Spoke with homeowner","Unknown","Unknown",NA,NA
"SITE_1021","Attic",NA,"1110","Yes",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1022","Attic",NA,"3003","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","14.75","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.023998800059997","41.66875","0.0311320894872969","93.4896647303526"
"SITE_1023","Attic",NA,"885","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","9","1","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0325839035516455","30.69","0.0364172731352359","32.2292867246838"
"SITE_1023","Sloped / Vaulted (no Attic)",NA,"884","No",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","5.5","1","None","0","Unknown","None","0","Unknown","IR Camera",NA,"0.0533191149026926","18.755","0.0521041716597345","46.0600877472053"
"SITE_1024","Attic",NA,"115.5","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","Unknown","0.5",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"Unknown","Unknown",NA,NA
"SITE_1024","Sloped / Vaulted (no Attic)",NA,"632.72","No",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","5.5","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0533191149026926","18.755","0.0521041716597345","32.9673514925472"
"SITE_1025","Attic",NA,"2700","Yes",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","15","0.75",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0195102916788606","51.255","0.150884562029777","407.388317480397"
"SITE_1026","Attic",NA,"2173","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","12","0.9","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0289050757312984","34.596","0.0833170320859907","181.047910722858"
"SITE_1027","Sloped / Vaulted (no Attic)",NA,"1333","No",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","8","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0442477876106195","22.6","0.0663846862931192","88.4907868287278"
"SITE_1028","Sloped / Vaulted (no Attic)",NA,"932","No",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","7.5","0.75","None","0","Unknown","None","0","Unknown","IR Camera",NA,"0.0390205833577212","25.6275","0.156550852160878","145.905394213938"
"SITE_1029","Attic",NA,"864","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","19","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0186306474149977","53.675","0.0276829455678151","23.9180649705923"
"SITE_103","Attic",NA,"1446.6","Yes",NA,"Scissor Truss","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","12","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0294985250737463","33.9","0.0350295390994176","50.6737312612174"
"SITE_1030","Attic",NA,"1275","Yes",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","16","1","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0221238938053097","45.2","0.0298751659537939","38.0908365910872"
"SITE_1031","Attic",NA,"1870","Yes",NA,"2x10","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","16","1","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0182908984489318","54.672","0.0259160627127057","48.4630372727597"
"SITE_1032","Attic",NA,"554","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","16","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0221238938053097","45.2","0.0298751659537939","16.5508419384018"
"SITE_1033","Sloped / Vaulted (no Attic)",NA,"1487","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","0.9","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1034","Attic",NA,"1273","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","18","0.9","Fiberglass batts","6","0.5","None","0","Unknown","Visual inspection",NA,"0.0122001805626723","81.966","0.072632740749212","92.4614789737468"
"SITE_1035","Attic",NA,"1110","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1036","Attic",NA,"2104.5","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","6","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0487757291971515","20.502","0.096929013576164","203.987109071037"
"SITE_1037","Attic",NA,"768","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Perlite","4","0.5",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0925925925925926","10.8","0.305026152122541","234.260084830111"
"SITE_1037","Attic",NA,"206","No",NA,"Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1038","Attic",NA,"1120","Yes",NA,"Scissor Truss","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","6","0.5",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0487757291971515","20.502","0.286498881015217","320.878746737043"
"SITE_104","Attic",NA,"1454","Yes",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","6","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0488758553274682","20.46","0.0970046862347714","141.044813785358"
"SITE_1040","Attic",NA,"1868","No",NA,"Scissor Truss","Wood",NA,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1041","Attic",NA,"1752","No",NA,"2x10","TJI",NA,"24 inches on center",NA,"Yes","Blown cellulose","24","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0121939322992879","82.008","0.0224843994166285","39.3926677779332"
"SITE_1042","Attic",NA,"967","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","16.25","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.021783526208305","45.90625","0.0296521850473812","28.6736629408176"
"SITE_1043","Attic",NA,"3093","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","16.25","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.021783526208305","45.90625","0.0296521850473812","91.7142083515501"
"SITE_1044","Attic",NA,"395","Yes",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Open-cell spray foam","5","1","Fiberglass batts","6","Unknown",NA,NA,NA,"Visual inspection",NA,"0.0264247335506034","37.8433333333333","0.0316387091960483","12.4972901324391"
"SITE_1044","Sloped / Vaulted (no Attic)",NA,"820","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Open-cell spray foam","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1045","Attic",NA,"903","No",NA,"Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1046","Adiabatic",NA,"717","Yes","Residential occupancy","Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"0"
"SITE_1047","Attic",NA,"1750","Yes",NA,"2x6","Wood",NA,"Unknown",NA,"Yes","Mineral wool batts","12","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0231481481481481","43.2","0.0783971996093987","137.195099316448"
"SITE_1048","Attic",NA,"1230","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","12","Unknown",NA,NA,NA,NA,NA,NA,"Other","Currently inaccessible","0.0243878645985757","41.004","0.0794667039912421","97.7440459092278"
"SITE_1048","Attic",NA,"556","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6","Unknown",NA,NA,NA,NA,NA,NA,"Other","Inaccessible","0.0488758553274682","20.46","0.0970046862347714","53.9346055465329"
"SITE_1049","Attic",NA,"1700","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_105","Attic",NA,"2756","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","8","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0366568914956012","27.28","0.0879919305089295","242.50576048261"
"SITE_1050","Sloped / Vaulted (no Attic)",NA,"2200","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1051","Sloped / Vaulted (no Attic)",NA,"Unknown","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Mineral wool batts","8","0.9",NA,NA,NA,NA,NA,NA,"Other","HOME OWNER","0.0347222222222222","28.8","0.0598217579224224","Unknown"
"SITE_1052","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","8","1",NA,NA,NA,NA,NA,NA,NA,NA,"0.0433576135969476","23.064","0.0455055896741838","Unknown"
"SITE_1053","Attic",NA,"555","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.559284116331096","310.402684563758"
"SITE_1053","Attic",NA,"1405","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","8","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0433576135969476","23.064","0.0455055896741838","63.9353534922282"
"SITE_1054","Attic",NA,"1648","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","12","0.9","Fiberglass batts","3","0.9",NA,NA,NA,"Visual inspection",NA,"0.0223084816847365","44.826","0.0789213318823937","130.062354942185"
"SITE_1055","Attic",NA,"Unknown","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","10","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0353982300884956","28.25","0.087775244279426","Unknown"
"SITE_1056","Sloped / Vaulted (no Attic)",NA,"2109.2","Yes",NA,"Scissor Truss","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6","Unknown","Blown fiberglass","12","0.9",NA,NA,NA,"Visual inspection",NA,"0.0183958793230316","54.36","0.02436459447064","51.3898026574739"
"SITE_1057","Attic",NA,"Unknown","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","10","0.75","Fiberglass batts","8","0.25",NA,NA,NA,"Visual inspection",NA,"0.0180082838105529","55.53","0.15073987304082","Unknown"
"SITE_1058","Attic",NA,"2402","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","20","0.9","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0146327187591454","68.34","0.0736950774961758","177.015576145814"
"SITE_1059","Attic",NA,"2500","No",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","18","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0196656833824975","50.85","0.0777969040664565","194.492260166141"
"SITE_106","Attic",NA,"2252","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","10","0.9",NA,NA,NA,NA,NA,NA,"Other","Unknown","0.0293255131964809","34.1","0.0828083309833204","186.484361374438"
"SITE_1060","Sloped / Vaulted (no Attic)",NA,"925","No",NA,"Unknown","Unknown",NA,"Unknown",NA,"Yes","Extruded polystyrene foam board (pink or blue)","10","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0186915887850467","53.5","0.0220517754010458","20.3978922459674"
"SITE_1061","Attic",NA,"2330","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","10","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0346860908775581","28.83","0.0387902248595177","90.3812239226763"
"SITE_1062","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","8","0.9",NA,NA,NA,NA,NA,NA,"Other","Home Owner","0.0366568914956012","27.28","0.0879919305089295","Unknown"
"SITE_1063","Attic",NA,"1515.3","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","6","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"0.0487757291971515","20.502","0.096929013576164","146.876534271961"
"SITE_1064","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","12","0.9",NA,NA,NA,NA,NA,NA,"Other","Home Owner","0.0243878645985757","41.004","0.0794667039912421","Unknown"
"SITE_1065","Sloped / Vaulted (no Attic)",NA,"1376","No",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Unknown","Unknown","0.9","None","0","Unknown","None","0","Unknown","IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1066","Attic",NA,"692","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Blown cellulose","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1066","Sloped / Vaulted (no Attic)",NA,"662","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Blown cellulose","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1067","Attic",NA,"1600","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Unknown","6","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0555555555555556","18","0.101980921865734","163.169474985175"
"SITE_1068","Attic",NA,"383","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","3","0.75","Fiberglass batts","6","0.25",NA,NA,NA,"Visual inspection",NA,"0.0325616228712839","30.711","0.158070158338042","60.54087064347"
"SITE_1069","Attic",NA,"368","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.559284116331096","205.816554809843"
"SITE_1069","Attic",NA,"1446","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","12.75","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0277633177164671","36.01875","0.0337724708470284","48.834992844803"
"SITE_107","Attic",NA,"1159","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6","1","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0488758553274682","20.46","0.0496207780129755","57.5104817170386"
"SITE_107","Sloped / Vaulted (no Attic)",NA,"724","No",NA,"2x6",NA,NA,"16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA
"SITE_1070","Attic",NA,"1000","Yes",NA,"2x8","Wood",NA,"24 inches on center",NA,"Unknown","Unknown","Unknown","Unknown","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"Unknown","Unknown",NA,NA
"SITE_1071","Attic",NA,"2108","Yes",NA,"Open web truss","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","16","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0182908984489318","54.672","0.0259160627127057","54.6310601983837"
"SITE_1072","Attic",NA,"553","Yes",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1072","Sloped / Vaulted (no Attic)",NA,"870","No",NA,"Unknown","Wood",NA,"Other","12 inches on center","Yes","Unknown","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1073","Attic",NA,"1305","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","10","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0293255131964809","34.1","0.0338863936501365","44.2217437134282"
"SITE_1073","Attic",NA,"583","Yes",NA,"2x4","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1074","Sloped / Vaulted (no Attic)",NA,"817.8","No",NA,"Unknown","Wood",NA,NA,NA,"Yes","Unknown","Unknown","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1075","Attic",NA,"1600","Yes",NA,"2x6","Wood",NA,"Other","12","Yes","Vermiculite","5","0.75","Fiberglass batts","6","0.25",NA,NA,NA,"Visual inspection",NA,"0.0303398058252427","32.96","0.157220090225848","251.552144361357"
"SITE_1076","Attic",NA,"1345","Yes",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1077","Sloped / Vaulted (no Attic)",NA,"1080","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Mineral wool batts","3.5","0.9","None","0","Unknown","None","0","Unknown","Other","homeowner input","0.0793650793650794","12.6","0.0931106069092408","100.55945546198"
"SITE_1078","Sloped / Vaulted (no Attic)",NA,"983","No",NA,"2x8","Wood",NA,"Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA
"SITE_1079","Attic",NA,"191","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","10","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0292654375182909","34.17","0.0827585681014342","15.8068865073739"
"SITE_1079","Attic",NA,"352","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1079","Sloped / Vaulted (no Attic)",NA,"217","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","3.5","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0837871805613741","11.935","0.0956333509466148","20.7524371554154"
"SITE_108","Attic",NA,"Unknown","No",NA,"Unknown",NA,NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown"
