"SiteID","Ceiling_Type","Ceiling_Type_Other","Ceiling_Area","Ceiling_Accessible","Type_of_Area_Above_Ceiling","Ceiling_Framing_Size","Ceiling_Framing_Material","Ceiling_Framing_Material_Other","Ceiling_Framing_Spacing","Ceiling_Framing_Spacing_Other","Ceiling_Insulated","Ceiling_Insulation_Type_1","Ceiling_Insulation_Thickness_1","Ceiling_Insulation_Condition_1","Ceiling_Insulation_Type_2","Ceiling_Insulation_Thickness_2","Ceiling_Insulation_Condition_2","Ceiling_Insulation_Type_3","Ceiling_Insulation_Thickness_3","Ceiling_Insulation_Condition_3","Ceiling_Insulation_Source","Ceiling_Insulation_Source_Other","Ceiling_Insulation_U-Value","Ceiling_Insulation_R-Value","Ceiling_U-Value_for_Heat_Loss","Ceiling_Heat_Loss_Rate_UA"
"SITE_781","Attic",NA,"1139","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","2","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.146627565982405","6.82","0.159705856535076","181.904970593451"
"SITE_782","Attic",NA,"962","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","0.9","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_783","Attic",NA,"324","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","6","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0487757291971515","20.502","0.0495365467164008","16.0498411361139"
"SITE_784","Attic",NA,"1333","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_785","Attic",NA,"516","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_786","Attic",NA,"1268","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","6","Unknown","Blown mineral wool","14","Unknown",NA,NA,NA,"IR Camera",NA,"0.0164414192233074","60.822","0.075508180595539","95.7443729951434"
"SITE_787","Attic",NA,"833","Yes",NA,"2x8","Wood",NA,NA,NA,"Yes","Fiberglass batts","8","1","Blown fiberglass","4","1","None","0","Unknown","Visual inspection",NA,"0.0259201658890617","38.58","0.0316340191767047","26.351137974195"
"SITE_787","Sloped / Vaulted (no Attic)",NA,"133","No",NA,"2x8","Wood",NA,"Unknown",NA,"Yes","Fiberglass batts","7.5","1","None","0","Unknown","None","0","Unknown","IR Camera",NA,"0.0391006842619746","25.575","0.0398535998309288","5.30052877751353"
"SITE_788","Attic",NA,"1000","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","15","0.75",NA,NA,NA,NA,NA,NA,"Other","Inspection report","0.023598820058997","42.375","0.15390612730281","153.90612730281"
"SITE_789","Attic",NA,"441","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.559284116331096","246.644295302013"
"SITE_789","Attic",NA,"893","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","14","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0252844500632111","39.55","0.0320183626297002","28.5923978283223"
"SITE_789","Sloped / Vaulted (no Attic)",NA,"365","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","14","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0252844500632111","39.55","0.0506579005925748","18.4901337162898"
"SITE_79","Attic",NA,"840","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6","1","Blown fiberglass","10","1","None","0","Unknown","Visual inspection",NA,"0.0205296653664545","48.71","0.028237946875416","23.7198753753495"
"SITE_790","Attic",NA,"850","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","24","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0147492625368731","67.8","0.0256140790954117","21.7719672311"
"SITE_790","Sloped / Vaulted (no Attic)",NA,"850","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Blown fiberglass","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"Unknown","Unknown",NA,NA
"SITE_791","Attic",NA,"1500","No",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","10","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0292654375182909","34.17","0.0827585681014342","124.137852152151"
"SITE_792","Attic",NA,"1015","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Unknown","0.2","1","Fiberglass batts","Unknown","Unknown","Vermiculite","Unknown","Unknown","IR Camera",NA,"Unknown","Unknown","0.38451708600803","390.28484229815"
"SITE_793","Attic",NA,"360","Yes",NA,"2x10","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","Unknown","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"Unknown","Unknown",NA,NA
"SITE_793","Sloped / Vaulted (no Attic)",NA,"1230","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"0.9","IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_794","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","8","1",NA,NA,NA,NA,NA,NA,"Other","Home Owner","0.0433576135969476","23.064","0.0455055896741838","Unknown"
"SITE_795","Attic",NA,"140","Yes",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Blown fiberglass","4","Unknown","Fiberglass batts","6","Unknown",NA,NA,NA,NA,NA,"0.0314861460957179","31.76","0.0845899702812209","11.8425958393709"
"SITE_795","Sloped / Vaulted (no Attic)",NA,"845","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_796","Attic",NA,"4000","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6","1",NA,NA,NA,NA,NA,NA,NA,NA,"0.0488758553274682","20.46","0.0496207780129755","198.483112051902"
"SITE_797","Attic",NA,"970","No",NA,"Open web truss","Wood",NA,"Unknown",NA,"Yes","Blown cellulose","8","0.75",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0365817968978636","27.336","0.160462201625842","155.648335577067"
"SITE_798","Attic",NA,"1800","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_799","Sloped / Vaulted (no Attic)",NA,"2252","No",NA,"2x12","Wood",NA,"Unknown",NA,"Yes","Unknown","11.5","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0289855072463768","34.5","0.150661560718359","339.289834737743"
"SITE_8","Attic",NA,"1408.75","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","10","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"0.0346860908775581","28.83","0.0871993335214282","122.842061098312"
"SITE_8","Sloped / Vaulted (no Attic)",NA,"94.25","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_80","Sloped / Vaulted (no Attic)",NA,"1600","No",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","3.5","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"0.0837871805613741","11.935","0.176612593335737","282.58014933718"
"SITE_800","Attic",NA,"1616","Yes",NA,"Open web truss","Wood",NA,"16 inches on center",NA,"Yes","Blown mineral wool","12","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"0.0289050757312984","34.596","0.156587272491842","253.045032346817"
"SITE_801","Sloped / Vaulted (no Attic)",NA,"1385","No",NA,"Unknown","Other","SIP panels","Other","SIP panels","Yes","Expanded polystyrene foam board (white)","11.25","1",NA,NA,NA,NA,NA,NA,"Other","Homeowner","0.0214190093708166","46.6875","0.0238479793771952","33.0294514374154"
"SITE_802","Attic",NA,"594","Yes",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","16.5","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0214534727809064","46.6125","0.0294376552813639","17.4859672371301"
"SITE_802","Attic",NA,"263","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","10","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0353982300884956","28.25","0.0394332650335426","10.3709487038217"
"SITE_802","Sloped / Vaulted (no Attic)",NA,"486","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","16.5","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0214534727809064","46.6125","0.0843983019352005","41.0175747405075"
"SITE_803","Attic",NA,"2400","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","7","0.75",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0418935902806871","23.87","0.163708105159449","392.899452382679"
"SITE_804","Sloped / Vaulted (no Attic)",NA,"2290","No",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","7.5","1","None","0","Unknown","None","0","Unknown","IR Camera",NA,"0.0391006842619746","25.575","0.0982175846787123","224.918268914251"
"SITE_805","Attic",NA,"679","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.559284116331096","379.753914988814"
"SITE_805","Attic",NA,"992","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","15","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.023598820058997","42.375","0.030860170193097","30.6132888315522"
"SITE_805","Sloped / Vaulted (no Attic)",NA,"858","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_806","Sloped / Vaulted (no Attic)",NA,"Unknown","No",NA,"Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown"
"SITE_807","Attic",NA,"480","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","12.75","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0277633177164671","36.01875","0.0337724708470284","16.2107860065736"
"SITE_807","Attic",NA,"704","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.559284116331096","393.736017897092"
"SITE_807","Sloped / Vaulted (no Attic)",NA,"799","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","12.75","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0277633177164671","36.01875","0.0528137087932902","42.1981533258389"
"SITE_808","Sloped / Vaulted (no Attic)",NA,"1728","No",NA,"2x10","Wood",NA,"30 inches on center",NA,"Yes","Open-cell spray foam","9.5","1","None","0","Unknown","None","0","Unknown","Other","Homeowner","0.0302770348690518","33.0283333333333","0.0318086756254603","54.9653914807955"
"SITE_809","Attic",NA,"705","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","10","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0353982300884956","28.25","0.0394332650335426","27.8004518486475"
"SITE_81","Attic",NA,"330","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Mixed","6","0.75",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0443420477343694","22.551958041958","0.16520752703344","54.5184839210351"
"SITE_810","Attic",NA,"1975","Yes",NA,"Open web truss","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","12","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0294985250737463","33.9","0.0838172563509159","165.539081293059"
"SITE_811","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","8","0.9",NA,NA,NA,NA,NA,NA,"Other","Owner","0.0366568914956012","27.28","0.0879919305089295","Unknown"
"SITE_812","Attic",NA,"1350","Yes",NA,"Unknown","Wood",NA,"16 inches on center",NA,"Yes","Mixed","Unknown","0.75",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_813","Attic",NA,"1456","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown mineral wool","12","0.9","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0289050757312984","34.596","0.0833170320859907","121.309598717203"
"SITE_814","Attic",NA,"1000","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_815","Attic",NA,"525","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.559284116331096","293.624161073826"
"SITE_815","Attic",NA,"1084","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","12","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0294985250737463","33.9","0.0350295390994176","37.9720203837686"
"SITE_816","Attic",NA,"1800","Yes",NA,"2x10","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","24","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0121939322992879","82.008","0.0726258941784458","130.726609521202"
"SITE_817","Attic",NA,"2100","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","8","0.75","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0442477876106195","22.6","0.165429625469115","347.402213485142"
"SITE_818","Attic",NA,"345","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0488758553274682","20.46","0.0970046862347714","33.4666167509961"
"SITE_818","Sloped / Vaulted (no Attic)",NA,"193.5","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA
"SITE_819","Attic",NA,"1400","Unknown",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_82","Attic",NA,"1241","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","5","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0586510263929619","17.05","0.104462255785799","129.637659430177"
"SITE_820","Attic",NA,"2637","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","20","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0176991150442478","56.5","0.027142278270009","71.5741877980138"
"SITE_821","Attic",NA,"55","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_821","Attic",NA,"702","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","9","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.032517152798101","30.753","0.0363567676791795","25.522450910784"
"SITE_821","Sloped / Vaulted (no Attic)",NA,"132","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_822","Attic",NA,"624","No",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","5","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0586510263929619","17.05","0.0578381268358731","36.0909911455848"
"SITE_823","Attic",NA,"455","Yes",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","10","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0333333333333333","30","0.0375632734723084","17.0912894299003"
"SITE_823","Sloped / Vaulted (no Attic)",NA,"695","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Blown cellulose","10","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0292654375182909","34.17","0.0548881587111923","38.1472703042787"
"SITE_824","Sloped / Vaulted (no Attic)",NA,"1000","No",NA,"Unknown","Wood",NA,NA,NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_825","Attic",NA,"2069","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","12","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0243878645985757","41.004","0.0794667039912421","164.41661055788"
"SITE_826","Attic",NA,"1250","Yes",NA,"Open web truss","Wood",NA,"24 inches on center",NA,"Yes","Mixed","7","0.75",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0380074694866024","26.3106177156177","0.161184806424154","201.481008030192"
"SITE_827","Adiabatic",NA,"950","No","Residential occupancy","Unknown","Wood",NA,"16 inches on center",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"0"
"SITE_828","Attic",NA,"1640","Yes",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","15","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0222222222222222","45","0.0294764654691185","48.3414033693544"
"SITE_829","Sloped / Vaulted (no Attic)",NA,"2000","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Open-cell spray foam","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_83","Attic",NA,"1429","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0488758553274682","20.46","0.0970046862347714","138.619696629488"
"SITE_830","Sloped / Vaulted (no Attic)",NA,"959.25","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","3.5","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0837871805613741","11.935","0.0956333509466148","91.7362918955402"
"SITE_831","Attic",NA,"914","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","7","0.75","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0418935902806871","23.87","0.163708105159449","149.629208115737"
"SITE_831","Sloped / Vaulted (no Attic)",NA,"1286","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_832","Attic",NA,"1154","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","15","1","Blown fiberglass","5","1",NA,NA,NA,"Visual inspection",NA,"0.0174307129161583","57.37","0.0268434071499938","30.9772918510928"
"SITE_832","Sloped / Vaulted (no Attic)",NA,"261","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA
"SITE_833","Attic",NA,"1054","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","10","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0292654375182909","34.17","0.0827585681014342","87.2275307789116"
"SITE_834","Attic",NA,"603","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.559284116331096","337.248322147651"
"SITE_834","Attic",NA,"1773","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","14","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0252844500632111","39.55","0.0320183626297002","56.7685569424585"
"SITE_835","Attic",NA,"1192","Yes",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Fiberglass batts","6","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0488758553274682","20.46","0.0496207780129755","59.1479673914668"
"SITE_836","Attic",NA,"756","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Unknown","Unknown","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_837","Attic",NA,"924","No",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Vermiculite","Unknown","Unknown","Fiberglass batts","Unknown","Unknown",NA,NA,NA,"Other","Spoke with homeowner","Unknown","Unknown",NA,NA
"SITE_838","Attic",NA,"1047","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","3","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.097551458394303","10.251","0.0896225613832425","93.8348217682549"
"SITE_838","Attic",NA,"866","No",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_839","Attic",NA,"2181","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","16","0.9","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0216788067984738","46.128","0.0787906464609364","171.842399931302"
"SITE_84","Sloped / Vaulted (no Attic)",NA,"1656","No",NA,"2x6","Wood",NA,"Unknown",NA,"Yes","Fiberglass batts","5.5","1","None","0","Unknown","None","0","Unknown","Other","Home owner","0.0533191149026926","18.755","0.0521041716597345","86.2845082685203"
"SITE_840","Attic",NA,"601","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Closed-cell spray foam","8","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.021735693961429","46.0072727272727","0.0260173483158118","15.6364263378029"
"SITE_840","Attic",NA,"646","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_840","Sloped / Vaulted (no Attic)",NA,"215","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Closed-cell spray foam","Unknown","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"Unknown","Unknown",NA,NA
"SITE_841","Attic",NA,"1724","No",NA,"Unknown","Wood",NA,"16 inches on center",NA,"Yes","Unknown","Unknown","0.9","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_842","Attic",NA,"1102","Yes",NA,"2x6","Wood",NA,"30 inches on center",NA,"Yes","Blown fiberglass","12","1","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0294985250737463","33.9","0.0350295390994176","38.6025520875582"
"SITE_843","Attic",NA,"774","Yes",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","12","1","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0294985250737463","33.9","0.0350295390994176","27.1128632629492"
"SITE_844","Attic",NA,"3782","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","6","0.75","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0578101514625968","17.298","0.173578850989082","656.475214440707"
"SITE_845","Attic",NA,"2185","Yes",NA,"2x6","Wood",NA,"30 inches on center",NA,"Yes","Fiberglass batts","6","1","None","0","Unknown","None","0","Unknown","IR Camera",NA,"0.0488758553274682","20.46","0.0496207780129755","108.421399958351"
"SITE_846","Sloped / Vaulted (no Attic)",NA,"2320","No",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Mineral wool batts","7.5","1","None","0","Unknown","None","0","Unknown","Other","Homeowner input","0.037037037037037","27","0.0617680422980071","143.301858131377"
"SITE_847","Sloped / Vaulted (no Attic)",NA,"1111.7","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Foil-faced polyiscyanurate foam board","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_848","Attic",NA,"1396","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","13.5","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0262209111766634","38.1375","0.0326745759087685","45.6137079686408"
"SITE_848","Attic",NA,"596","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","6","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0589970501474926","16.95","0.0579552802946323","34.5413470556008"
"SITE_849","Attic",NA,"928","Yes",NA,"2x8","Wood",NA,"30 inches on center",NA,"Yes","Blown cellulose","12","1","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0243878645985757","41.004","0.0301634575506074","27.9916886069637"
"SITE_849","Sloped / Vaulted (no Attic)",NA,"253.5","No",NA,"2x8","Wood",NA,"30 inches on center",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_85","Attic",NA,"1805","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","6","0.75",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0578101514625968","17.298","0.173578850989082","313.309826035292"
"SITE_850","Attic",NA,"1692","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","20","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0176991150442478","56.5","0.027142278270009","45.9247348328553"
"SITE_851","Attic",NA,"3340","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","12","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0294985250737463","33.9","0.0350295390994176","116.998660592055"
"SITE_852","Attic",NA,"1143","Yes",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_853","Sloped / Vaulted (no Attic)",NA,"1400","No",NA,"2x8","Wood",NA,"24 inches on center","Log","Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_854","Attic",NA,"3000","Yes",NA,"Open web truss","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","4","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0733137829912023","13.64","0.0706088283292751","211.826484987825"
"SITE_855","Attic",NA,"1680","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
