"SiteID","RoomID","Room_Type","Room_Type_Other","Area","Area_Is_Estimated","Space_Cooling","Space_Heating","Ceiling_Height","Ceiling_Height_Is_Estimated","Duct_Registers_Present"
"SITE_1","ROOM_19664","Entry/Entryway",NA,"121","Measured or Known","Directly Cooled","Directly Heated","18","Measured or Known","Yes"
"SITE_1","ROOM_7516","Office",NA,"94.5","Measured or Known","Directly Cooled","Directly Heated","9.5","Measured or Known","Yes"
"SITE_1","ROOM_39077","Hallway",NA,"36","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1","ROOM_37752","Bathroom",NA,"30","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1","ROOM_28473","Living Room",NA,"310","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1","ROOM_30594","Kitchen",NA,"312","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1","ROOM_16359","Garage",NA,"376.25","Measured or Known","Not Cooled","Indirectly Heated from Equipment in the Space","10","Measured or Known","No"
"SITE_1","ROOM_17945","Hallway",NA,"36","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1","ROOM_44685","Family Room",NA,"180","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1","ROOM_26474","Laundry",NA,"48","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1","ROOM_6753","Bedroom",NA,"121","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1","ROOM_30216","Bathroom",NA,"65","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1","ROOM_20582","Bedroom",NA,"240","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1","ROOM_9852","Bathroom",NA,"142.5","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1","ROOM_9216","Closet",NA,"36","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1","ROOM_14159","Bedroom",NA,"121","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1","ROOM_39531","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_10","ROOM_31190","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_10","ROOM_32539","Living Room",NA,"190.72","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8.9","Measured or Known","Yes"
"SITE_10","ROOM_16318","Kitchen",NA,"151.36","Measured or Known","Directly Cooled","Directly Heated","8.9","Measured or Known","Yes"
"SITE_10","ROOM_14882","Hallway",NA,"104","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8.9","Measured or Known","Yes"
"SITE_10","ROOM_12340","Bedroom",NA,"126","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8.9","Measured or Known","Yes"
"SITE_10","ROOM_8751","Bedroom",NA,"159.84","Measured or Known","Directly Cooled","Directly Heated","8.9","Measured or Known","Yes"
"SITE_10","ROOM_21851","Laundry",NA,"52.25","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8.9","Measured or Known","No"
"SITE_10","ROOM_18008","Bedroom",NA,"161","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8.9","Measured or Known","Yes"
"SITE_10","ROOM_9249","Bathroom",NA,"45","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8.9","Measured or Known","No"
"SITE_10","ROOM_45310","Hallway",NA,"41.4","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","10.6","Measured or Known","No"
"SITE_10","ROOM_19635","Attic",NA,"664","Measured or Known","Not Cooled","Directly Heated","5","Measured or Known","Yes"
"SITE_10","ROOM_21951","Garage",NA,"Unknown","Unknown","Unknown","Unknown","8",NA,NA
"SITE_100","ROOM_22003","Garage",NA,"642.6","Measured or Known","Not Cooled","Unheated","13","Measured or Known","No"
"SITE_100","ROOM_44262","Laundry",NA,"53.7","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_100","ROOM_9969","Hallway",NA,"46.8","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","Yes"
"SITE_100","ROOM_16930","Bathroom",NA,"29","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_100","ROOM_12304","Bathroom",NA,"128.8","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_100","ROOM_46088","Closet",NA,"58.2","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_100","ROOM_41134","Bedroom",NA,"276","Measured or Known","Directly Cooled","Directly Heated","7.8","Measured or Known","Yes"
"SITE_100","ROOM_28776","Entry/Entryway",NA,"94.6","Measured or Known","Directly Cooled","Directly Heated","11","Measured or Known","Yes"
"SITE_100","ROOM_43521","Living Room",NA,"269.01","Measured or Known","Directly Cooled","Directly Heated","11.5","Measured or Known","Yes"
"SITE_100","ROOM_23172","Dining Room",NA,"169.6","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_100","ROOM_3098","Kitchen",NA,"270.28","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_100","ROOM_24677","Family Room",NA,"246.5","Measured or Known","Directly Cooled","Directly Heated","11.5","Measured or Known","Yes"
"SITE_100","ROOM_23735","Hallway",NA,"72.4","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_100","ROOM_7993","Bedroom",NA,"140.4","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_100","ROOM_33248","Bathroom",NA,"55","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_100","ROOM_33164","Bedroom",NA,"163.8","Measured or Known","Directly Cooled","Directly Heated","11","Measured or Known","Yes"
"SITE_100","ROOM_40981","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_100","ROOM_39829","Bedroom",NA,"266.7","Measured or Known","Directly Cooled","Directly Heated","10.3","Measured or Known","Yes"
"SITE_1000","ROOM_10231","Bathroom",NA,"298.1","Measured or Known","Directly Cooled","Directly Heated","11","Measured or Known","Yes"
"SITE_1000","ROOM_15550","Garage",NA,"782.6","Measured or Known","Not Cooled","Unheated","10.1","Measured or Known","No"
"SITE_1000","ROOM_26711","Bedroom",NA,"159.7","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1000","ROOM_34186","Bedroom",NA,"190.7","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1000","ROOM_20644","Bathroom",NA,"57.2","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1000","ROOM_38603","Hallway",NA,"46.9","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_1000","ROOM_20428","Laundry",NA,"107.12","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1000","ROOM_28381","Bathroom",NA,"40.81","Measured or Known","Directly Cooled","Directly Heated","11","Measured or Known","Yes"
"SITE_1000","ROOM_39704","Bedroom",NA,"340.1","Measured or Known","Directly Cooled","Directly Heated","11","Measured or Known","Yes"
"SITE_1000","ROOM_32964","Kitchen",NA,"281.75","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1000","ROOM_45729","Dining Room",NA,"255.1","Measured or Known","Directly Cooled","Directly Heated","11","Measured or Known","Yes"
"SITE_1000","ROOM_14413","Living Room",NA,"380.09","Measured or Known","Directly Cooled","Directly Heated","11","Measured or Known","Yes"
"SITE_1000","ROOM_16306","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1000","ROOM_31486","Hallway",NA,"123.5","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","10","Measured or Known","Yes"
"SITE_1001","ROOM_25336","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1001","ROOM_5711","Garage",NA,"770","Measured or Known","Not Cooled","Indirectly Heated from Equipment in the Space","8.7","Measured or Known","No"
"SITE_1001","ROOM_42734","Laundry",NA,"153","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1001","ROOM_20826","Bathroom",NA,"31.11","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1001","ROOM_20795","Closet",NA,"18.87","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_1001","ROOM_8213","Kitchen",NA,"131.25","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1001","ROOM_8515","Dining Room",NA,"550","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1001","ROOM_44320","Hallway",NA,"42","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_1001","ROOM_11778","Bathroom",NA,"315","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1001","ROOM_36538","Hallway",NA,"61.2","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","18.2","Measured or Known","No"
"SITE_1001","ROOM_41219","Hallway",NA,"98","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","Yes"
"SITE_1001","ROOM_37556","Family Room",NA,"403.26","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1001","ROOM_24753","Bathroom",NA,"67.08","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1001","ROOM_33708","Bedroom",NA,"186.02","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1001","ROOM_39370","Bedroom",NA,"368.64","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1001","ROOM_20496","Office",NA,"342.54","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1001","ROOM_40852","Bedroom",NA,"852","Measured or Known","Directly Cooled","Directly Heated","10.1","Measured or Known","Yes"
"SITE_1001","ROOM_13091","Living Room",NA,"502","Measured or Known","Directly Cooled","Directly Heated","10.6","Measured or Known","Yes"
"SITE_1001","ROOM_10692","Living Room",NA,"512","Measured or Known","Directly Cooled","Directly Heated","12","Measured or Known","Yes"
"SITE_1002","ROOM_6779","Bedroom",NA,"468","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Estimated","No"
"SITE_1002","ROOM_36738","Entry/Entryway",NA,"93","Measured or Known","Not Cooled","Directly Heated","9","Estimated","No"
"SITE_1002","ROOM_15852","Living Room",NA,"374.0625","Measured or Known","Not Cooled","Directly Heated","13.5","Estimated","Yes"
"SITE_1002","ROOM_38310","Hallway",NA,"216","Measured or Known","Not Cooled","Directly Heated","9","Estimated","No"
"SITE_1002","ROOM_4473","Kitchen",NA,"310.5","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1002","ROOM_12670","Bathroom",NA,"77.5","Measured or Known","Not Cooled","Directly Heated","7.5","Measured or Known","No"
"SITE_1002","ROOM_37151","Laundry",NA,"120","Measured or Known","Not Cooled","Directly Heated","7.75","Measured or Known","No"
"SITE_1002","ROOM_35185","Outbuilding / Addition",NA,"1680","Measured or Known","Not Cooled","Unheated","10","Estimated","No"
"SITE_1002","ROOM_30551","Outbuilding / Addition",NA,"437","Measured or Known","Not Cooled","Directly Heated","9","Estimated","No"
"SITE_1002","ROOM_40403","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1002","ROOM_42232","Outbuilding / Addition",NA,"49","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1003","ROOM_5470","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1003","ROOM_16109","Bedroom",NA,"172.72","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1003","ROOM_37800","Mechanical",NA,"77.5","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Equipment in the Space","10","Measured or Known","No"
"SITE_1003","ROOM_32190","Bathroom",NA,"170","Estimated","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1003","ROOM_31860","Family Room",NA,"660","Measured or Known","Directly Cooled","Directly Heated","10","Measured or Known","Yes"
"SITE_1003","ROOM_37219","Bathroom",NA,"28.5","Measured or Known","Directly Cooled","Directly Heated","8.8","Measured or Known","Yes"
"SITE_1003","ROOM_6965","Hallway",NA,"86.1","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9.2","Measured or Known","No"
"SITE_1003","ROOM_21166","Bathroom",NA,"115.5","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1003","ROOM_10062","Hallway",NA,"245","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1003","ROOM_30332","Entry/Entryway",NA,"105.6","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1003","ROOM_30245","Kitchen",NA,"428.26","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1003","ROOM_29099","Office",NA,"215.9","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1003","ROOM_25095","Hallway",NA,"347","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1003","ROOM_46422","Other","Gym","191.16","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1003","ROOM_23950","Bedroom",NA,"169.88","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1003","ROOM_40919","Bathroom",NA,"118","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1003","ROOM_34087","Laundry",NA,"144.3","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1003","ROOM_21251","Bathroom",NA,"28.44","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1003","ROOM_20068","Bedroom",NA,"349.03","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1003","ROOM_35109","Garage",NA,"858.4","Measured or Known","Not Cooled","Indirectly Heated from Equipment in the Space","11","Measured or Known","No"
"SITE_1003","ROOM_4816","Living Room",NA,"669","Measured or Known","Directly Cooled","Directly Heated","15","Measured or Known","Yes"
"SITE_1003","ROOM_43906","Bedroom",NA,"Unknown","Unknown","Directly Cooled","Directly Heated","8.9","Measured or Known","Yes"
"SITE_1004","ROOM_46126","Office",NA,"102.5","Measured or Known","Directly Cooled","Directly Heated","12.2","Measured or Known","Yes"
"SITE_1004","ROOM_22173","Bathroom",NA,"39","Measured or Known","Directly Cooled","Directly Heated","8.9","Measured or Known","Yes"
"SITE_1004","ROOM_40209","Hallway",NA,"68.97","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","13.6","Measured or Known","No"
"SITE_1004","ROOM_9380","Living Room",NA,"438","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1004","ROOM_46750","Bedroom",NA,"233","Measured or Known","Directly Cooled","Directly Heated","8.9","Measured or Known","Yes"
"SITE_1004","ROOM_7572","Bathroom",NA,"187","Measured or Known","Directly Cooled","Directly Heated","9.1","Measured or Known","Yes"
"SITE_1004","ROOM_36827","Dining Room",NA,"121.8","Measured or Known","Directly Cooled","Directly Heated","10.3","Measured or Known","Yes"
"SITE_1004","ROOM_10328","Kitchen",NA,"144.64","Measured or Known","Directly Cooled","Directly Heated","9.2","Measured or Known","Yes"
"SITE_1004","ROOM_9978","Hallway",NA,"105","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8.9","Measured or Known","No"
"SITE_1004","ROOM_43264","Laundry",NA,"100","Measured or Known","Directly Cooled","Directly Heated","8.9","Measured or Known","Yes"
"SITE_1004","ROOM_6376","Bathroom",NA,"87.98","Measured or Known","Directly Cooled","Directly Heated","8.9","Measured or Known","Yes"
"SITE_1004","ROOM_43039","Bedroom",NA,"163","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1004","ROOM_7703","Garage",NA,"711","Measured or Known","Not Cooled","Unheated","9.6","Measured or Known","No"
"SITE_1004","ROOM_32133","Garage",NA,"122.45","Measured or Known","Directly Cooled","Unheated","9.4","Measured or Known","No"
"SITE_1004","ROOM_28187","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1004","ROOM_36900","Family Room",NA,"180.88","Measured or Known","Directly Cooled","Unknown","9","Measured or Known","Yes"
"SITE_1004","ROOM_16710","Living Room",NA,"379","Measured or Known","Directly Cooled","Directly Heated","11.9","Measured or Known","Yes"
"SITE_1004","ROOM_31341","Entry/Entryway",NA,"Unknown","Unknown","Directly Cooled","Directly Heated","12.75","Measured or Known","Yes"
"SITE_1005","ROOM_10679","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1005","ROOM_29214","Garage",NA,"636","Measured or Known","Not Cooled","Unheated","11","Measured or Known","No"
"SITE_1005","ROOM_45177","Crawlspace",NA,"1560","Measured or Known","Not Cooled","Unheated","4","Measured or Known","No"
"SITE_1005","ROOM_11678","Bedroom",NA,"242","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1005","ROOM_2282","Bathroom",NA,"65.6","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1005","ROOM_33653","Bedroom",NA,"106.92","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1005","ROOM_43606","Bedroom",NA,"126.72","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1005","ROOM_43263","Bathroom",NA,"54.39","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1005","ROOM_23607","Laundry",NA,"98","Measured or Known","Directly Cooled","Directly Heated","9.9","Measured or Known","Yes"
"SITE_1005","ROOM_6312","Kitchen",NA,"328.9","Measured or Known","Directly Cooled","Directly Heated","10.5","Measured or Known","Yes"
"SITE_1005","ROOM_45688","Family Room",NA,"298.3","Measured or Known","Directly Cooled","Directly Heated","10.5","Measured or Known","Yes"
"SITE_1005","ROOM_19918","Entry/Entryway",NA,"111","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1006","ROOM_34182","Living Room",NA,"308","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1006","ROOM_31291","Dining Room",NA,"110.25","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1006","ROOM_9134","Kitchen",NA,"170","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1006","ROOM_15860","Bedroom",NA,"140","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1006","ROOM_29793","Bedroom",NA,"108","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1006","ROOM_32947","Bedroom",NA,"174","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1006","ROOM_22424","Bathroom",NA,"116","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1006","ROOM_7458","Hallway",NA,"84","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1006","ROOM_1141","Kitchen",NA,"162","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1006","ROOM_42851","Bathroom",NA,"81","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1006","ROOM_625","Mechanical",NA,"94.5","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Equipment in the Space","8","Measured or Known","No"
"SITE_1006","ROOM_30030","Living Room",NA,"192","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1006","ROOM_13755","Bedroom",NA,"196","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1007","ROOM_9972","Living Room",NA,"496","Measured or Known","Directly Cooled","Directly Heated","10","Estimated","No"
"SITE_1007","ROOM_24901","Kitchen",NA,"248.4375","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","No"
"SITE_1007","ROOM_17000","Hallway",NA,"53.625","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1007","ROOM_1918","Bedroom",NA,"112.75","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1007","ROOM_38406","Bedroom",NA,"125.5625","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1007","ROOM_38154","Bedroom",NA,"158.125","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1007","ROOM_16302","Bathroom",NA,"45.9375","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","No"
"SITE_1007","ROOM_27389","Bathroom",NA,"44","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1007","ROOM_17745","Laundry",NA,"42","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","No"
"SITE_1007","ROOM_33557","Mechanical",NA,"92.625","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.75","Measured or Known","No"
"SITE_1007","ROOM_6444","Family Room",NA,"665","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1007","ROOM_19291","Bathroom",NA,"42.5","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1007","ROOM_26774","Bedroom",NA,"178.75","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1007","ROOM_20155","Basement",NA,"269.5","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1007","ROOM_35857","Hallway",NA,"59.0625","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1007","ROOM_4676","Garage",NA,"605.125","Measured or Known","Not Cooled","Unheated","8.5","Measured or Known","No"
"SITE_1007","ROOM_26624","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1007","ROOM_27190","Outbuilding / Addition",NA,"720","Measured or Known","Not Cooled","Directly Heated","8.5","Measured or Known","No"
"SITE_1008","ROOM_16005","Mechanical",NA,"30.78","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1008","ROOM_34874","Family Room",NA,"237.2","Measured or Known","Not Cooled","Directly Heated","7.9","Measured or Known","Yes"
"SITE_1008","ROOM_5122","Hallway",NA,"102.4","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.9","Measured or Known","No"
"SITE_1008","ROOM_29189","Bathroom",NA,"48.9","Measured or Known","Not Cooled","Directly Heated","7.9","Measured or Known","Yes"
"SITE_1008","ROOM_10275","Bedroom",NA,"131.3","Measured or Known","Not Cooled","Directly Heated","7.9","Measured or Known","Yes"
"SITE_1008","ROOM_17113","Bedroom",NA,"123.9","Measured or Known","Not Cooled","Directly Heated","7.9","Measured or Known","Yes"
"SITE_1008","ROOM_14011","Hallway",NA,"101.6","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","12.3","Measured or Known","Yes"
"SITE_1008","ROOM_37983","Living Room",NA,"207.01","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1008","ROOM_2533","Dining Room",NA,"107","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1008","ROOM_29233","Bedroom",NA,"155.89","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1008","ROOM_6608","Kitchen",NA,"107.8","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1008","ROOM_25466","Bathroom",NA,"71.6","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1008","ROOM_9573","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1009","ROOM_38374","Bathroom",NA,"61.56","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8.1","Measured or Known","Yes"
"SITE_1009","ROOM_42596","Kitchen",NA,"156","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8.6","Measured or Known","Yes"
"SITE_1009","ROOM_40471","Living Room",NA,"197.1","Measured or Known","Directly Cooled","Directly Heated","8.9","Measured or Known","Yes"
"SITE_1009","ROOM_32039","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_101","ROOM_40893","Living Room",NA,"234","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","Yes"
"SITE_101","ROOM_43337","Family Room",NA,"165","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8",NA,"Yes"
"SITE_101","ROOM_16774","Kitchen",NA,"88","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","Yes"
"SITE_101","ROOM_43023","Office",NA,"48","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_101","ROOM_14603","Closet",NA,"9","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_101","ROOM_38388","Hallway",NA,"24","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_101","ROOM_46479","Bathroom",NA,"30","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","Yes"
"SITE_101","ROOM_3114","Bedroom",NA,"132","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","Yes"
"SITE_101","ROOM_3619","Entry/Entryway",NA,"56","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","No"
"SITE_101","ROOM_24721","Laundry",NA,"48","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_101","ROOM_176","Bedroom",NA,"99","Estimated","Directly Cooled","Directly Heated","7","Measured or Known","Yes"
