"SiteID","RoomID","Room_Type","Room_Type_Other","Area","Area_Is_Estimated","Space_Cooling","Space_Heating","Ceiling_Height","Ceiling_Height_Is_Estimated","Duct_Registers_Present"
"SITE_442","ROOM_43421","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_442","ROOM_1443","Outbuilding / Addition",NA,"64","Measured or Known","Not Cooled","Unheated","6.5","Estimated","No"
"SITE_443","ROOM_4286","Garage",NA,"750.75","Measured or Known","Not Cooled","Indirectly Heated from Equipment in the Space","9.25","Measured or Known","No"
"SITE_443","ROOM_17401","Laundry",NA,"118.125","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_443","ROOM_19207","Bedroom",NA,"149.5","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_443","ROOM_16911","Closet",NA,"36.75","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_443","ROOM_40383","Bathroom",NA,"84","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_443","ROOM_35069","Bedroom",NA,"184","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_443","ROOM_4528","Hallway",NA,"40.625","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_443","ROOM_35323","Dining Room",NA,"170.375","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_443","ROOM_37932","Kitchen",NA,"181.9375","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_443","ROOM_30096","Closet",NA,"70","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_443","ROOM_18314","Living Room",NA,"390","Measured or Known","Directly Cooled","Directly Heated","15","Measured or Known","Yes"
"SITE_443","ROOM_22005","Entry/Entryway",NA,"56.25","Measured or Known","Directly Cooled","Directly Heated","13.25","Measured or Known","Yes"
"SITE_443","ROOM_46262","Office",NA,"70","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_443","ROOM_21293","Hallway",NA,"41.4375","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_443","ROOM_37478","Bathroom",NA,"66","Measured or Known","Directly Cooled","Directly Heated","9",NA,"Yes"
"SITE_443","ROOM_14723","Hallway",NA,"17.8125","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_443","ROOM_20505","Bedroom",NA,"229.5","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_443","ROOM_32736","Bathroom",NA,"202.0625","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_443","ROOM_37806","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_444","ROOM_10821","Garage",NA,"739.8","Measured or Known","Not Cooled","Unheated","10","Measured or Known","No"
"SITE_444","ROOM_1446","Family Room",NA,"506.3","Measured or Known","Directly Cooled","Directly Heated","8.5","Measured or Known","Yes"
"SITE_444","ROOM_2139","Dining Room",NA,"207","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_444","ROOM_14961","Kitchen",NA,"141.45","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_444","ROOM_23455","Laundry",NA,"120.7","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_444","ROOM_27191","Bathroom",NA,"33.1","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_444","ROOM_41324","Living Room",NA,"255.51","Measured or Known","Directly Cooled","Directly Heated","17.3","Measured or Known","Yes"
"SITE_444","ROOM_7327","Entry/Entryway",NA,"157.5","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","18","Measured or Known","No"
"SITE_444","ROOM_18656","Office",NA,"165.6","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_444","ROOM_27570","Family Room",NA,"152.4","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_444","ROOM_24685","Bedroom",NA,"252.35","Measured or Known","Unknown","Unknown","7.7","Measured or Known","Unknown"
"SITE_444","ROOM_2428","Hallway",NA,"178","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","11.5","Measured or Known","Yes"
"SITE_444","ROOM_29949","Bedroom",NA,"249.1","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_444","ROOM_40679","Bedroom",NA,"153.4","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_444","ROOM_40034","Bathroom",NA,"49.5","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_444","ROOM_32492","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_444","ROOM_9823","Bedroom",NA,"174.8","Measured or Known","Directly Cooled","Directly Heated","10","Measured or Known","Yes"
"SITE_444","ROOM_25650","Closet",NA,"55.2","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","10","Measured or Known","No"
"SITE_444","ROOM_24936","Bathroom",NA,"69.6","Measured or Known","Not Cooled","Directly Heated","9","Measured or Known","No"
"SITE_444","ROOM_21782","Family Room",NA,"469.2","Measured or Known","Directly Cooled","Directly Heated","9.9","Measured or Known","Yes"
"SITE_445","ROOM_37200","Basement",NA,"576","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.5","Measured or Known","No"
"SITE_445","ROOM_38436","Garage",NA,"294","Measured or Known","Not Cooled","Unheated","7","Measured or Known","No"
"SITE_445","ROOM_43595","Kitchen",NA,"160","Measured or Known","Not Cooled","Directly Heated","7.7","Measured or Known","Yes"
"SITE_445","ROOM_38521","Living Room",NA,"221","Measured or Known","Not Cooled","Directly Heated","7.7","Measured or Known","Yes"
"SITE_445","ROOM_39628","Hallway",NA,"30","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.7","Measured or Known","No"
"SITE_445","ROOM_37892","Bedroom",NA,"130","Measured or Known","Not Cooled","Directly Heated","7.7","Measured or Known","Yes"
"SITE_445","ROOM_44994","Bathroom",NA,"42","Measured or Known","Not Cooled","Directly Heated","7.7","Measured or Known","Yes"
"SITE_445","ROOM_27053","Bedroom",NA,"140","Measured or Known","Not Cooled","Directly Heated","7.7","Measured or Known","Yes"
"SITE_446","ROOM_40929","Kitchen",NA,"235","Measured or Known","Directly Cooled","Directly Heated","8.75","Measured or Known","No"
"SITE_446","ROOM_42263","Living Room",NA,"431.3125","Measured or Known","Directly Cooled","Directly Heated","11","Measured or Known","Yes"
"SITE_446","ROOM_12680","Closet",NA,"27.3125","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9.25","Measured or Known","No"
"SITE_446","ROOM_34002","Laundry",NA,"48.875","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","9.5","Measured or Known","No"
"SITE_446","ROOM_21327","Office",NA,"323.9375","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","9","Measured or Known","No"
"SITE_446","ROOM_19514","Bathroom",NA,"74.375","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","9","Measured or Known","No"
"SITE_446","ROOM_41556","Closet",NA,"28.8","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","5","Measured or Known","No"
"SITE_446","ROOM_6526","Bedroom",NA,"445.5","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_446","ROOM_15594","Family Room",NA,"388.5","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8.5","Measured or Known","No"
"SITE_446","ROOM_17042","Closet",NA,"104.125","Measured or Known","Not Cooled","Unheated","7.5","Measured or Known","No"
"SITE_446","ROOM_32275","Bathroom",NA,"79.3125","Measured or Known","Not Cooled","Directly Heated","8.5","Measured or Known","No"
"SITE_446","ROOM_10894","Bedroom",NA,"184","Measured or Known","Not Cooled","Directly Heated","8.5","Measured or Known","No"
"SITE_446","ROOM_24871","Closet",NA,"48.9375","Measured or Known","Not Cooled","Directly Heated","8.5","Measured or Known","No"
"SITE_446","ROOM_23813","Garage",NA,"903.5","Measured or Known","Not Cooled","Directly Heated","8.25","Measured or Known","No"
"SITE_446","ROOM_19965","Outbuilding / Addition",NA,"Unknown","Unknown","Unknown","Unknown","8",NA,NA
"SITE_446","ROOM_8669","Outbuilding / Addition",NA,"Unknown","Unknown","Not Cooled","Unheated","8",NA,"No"
"SITE_446","ROOM_38100","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_446","ROOM_25529","Mechanical",NA,"23","Measured or Known","Not Cooled","Directly Heated","5","Measured or Known","Unknown"
"SITE_447","ROOM_37160","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_447","ROOM_16856","Living Room",NA,"270","Measured or Known","Directly Cooled","Directly Heated","8.5","Measured or Known","Yes"
"SITE_447","ROOM_11511","Family Room",NA,"345","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_447","ROOM_26173","Dining Room",NA,"114","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_447","ROOM_13068","Kitchen",NA,"160","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_447","ROOM_8098","Hallway",NA,"42","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_447","ROOM_3715","Entry/Entryway",NA,"36","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_447","ROOM_36290","Laundry",NA,"56","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_447","ROOM_30265","Bedroom",NA,"135","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_447","ROOM_28108","Closet",NA,"4","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_447","ROOM_8712","Bedroom",NA,"180","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_447","ROOM_32008","Closet",NA,"25","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_447","ROOM_9874","Bathroom",NA,"25","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_447","ROOM_34631","Bathroom",NA,"90","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_447","ROOM_493","Attic",NA,"750","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","6","Measured or Known","No"
"SITE_448","ROOM_43570","Entry/Entryway",NA,"61.74","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_448","ROOM_31479","Closet",NA,"19.47","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_448","ROOM_43527","Kitchen",NA,"101.76","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_448","ROOM_41057","Living Room",NA,"200.1","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","No"
"SITE_448","ROOM_687","Bedroom",NA,"131.6","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8.1","Measured or Known","No"
"SITE_448","ROOM_19747","Bathroom",NA,"38.71","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8.1","Measured or Known","No"
"SITE_448","ROOM_45896","Bedroom",NA,"145.8","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8.1","Measured or Known","No"
"SITE_448","ROOM_23429","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_448","ROOM_36930","Hallway",NA,"18.36","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_449","ROOM_34314","Kitchen",NA,"130","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_449","ROOM_1676","Dining Room",NA,"144","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_449","ROOM_1485","Laundry",NA,"96","Measured or Known","Directly Cooled","Directly Heated","8",NA,"Yes"
"SITE_449","ROOM_5324","Family Room",NA,"255","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_449","ROOM_45269","Living Room",NA,"221","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_449","ROOM_15521","Dining Room",NA,"143","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known",NA
"SITE_449","ROOM_27486","Bedroom",NA,"132","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_449","ROOM_11989","Bathroom",NA,"66","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_449","ROOM_19561","Office",NA,"154","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_449","ROOM_2956","Bedroom",NA,"324","Measured or Known","Directly Cooled","Directly Heated","10","Measured or Known","No"
"SITE_449","ROOM_23118","Bathroom",NA,"144","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_449","ROOM_9760","Closet",NA,"70","Measured or Known","Directly Cooled","Directly Heated","8",NA,"No"
"SITE_449","ROOM_28370","Basement",NA,"580","Estimated","Directly Cooled","Directly Heated","8",NA,"Yes"
"SITE_449","ROOM_41863","Bathroom",NA,"60","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_449","ROOM_16251","Living Room",NA,"667","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_449","ROOM_25908","Bedroom",NA,"165","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_449","ROOM_37220","Bedroom",NA,"176","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_449","ROOM_16642","Garage",NA,"726","Measured or Known","Directly Cooled","Directly Heated","8",NA,"No"
"SITE_449","ROOM_19700","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_449","ROOM_39506","Entry/Entryway",NA,"75","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_45","ROOM_32662","Garage",NA,"832.3","Measured or Known","Not Cooled","Unheated","8.6","Measured or Known","No"
"SITE_45","ROOM_8510","Office",NA,"121.92","Measured or Known","Not Cooled","Directly Heated","9.3","Measured or Known","Yes"
"SITE_45","ROOM_11135","Closet",NA,"32.4","Measured or Known","Not Cooled","Directly Heated","8.5","Measured or Known","Yes"
"SITE_45","ROOM_12441","Hallway",NA,"179.5","Measured or Known","Not Cooled","Directly Heated","11.3","Measured or Known","Yes"
"SITE_45","ROOM_21725","Bedroom",NA,"166.3","Measured or Known","Not Cooled","Directly Heated","9.5","Measured or Known","Yes"
"SITE_45","ROOM_2923","Bathroom",NA,"69.35","Measured or Known","Not Cooled","Directly Heated","10","Measured or Known","Yes"
"SITE_45","ROOM_10013","Bedroom",NA,"220","Measured or Known","Not Cooled","Directly Heated","10","Measured or Known","Yes"
"SITE_45","ROOM_44740","Closet",NA,"45.5","Measured or Known","Not Cooled","Directly Heated","9.5","Measured or Known","Yes"
"SITE_45","ROOM_12519","Bathroom",NA,"89.8","Measured or Known","Not Cooled","Directly Heated","11.3","Measured or Known","Yes"
"SITE_45","ROOM_46647","Living Room",NA,"329","Measured or Known","Not Cooled","Directly Heated","9.8","Measured or Known","Yes"
"SITE_45","ROOM_12630","Kitchen",NA,"462.21","Measured or Known","Directly Cooled","Directly Heated","10","Measured or Known","Yes"
"SITE_45","ROOM_3388","Laundry",NA,"62.4","Measured or Known","Directly Cooled","Directly Heated","8.5","Measured or Known","Yes"
"SITE_45","ROOM_44668","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_450","ROOM_40339","Living Room",NA,"429.25","Measured or Known","Not Cooled","Directly Heated","16.66","Measured or Known","Yes"
"SITE_450","ROOM_32296","Dining Room",NA,"120.75","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_450","ROOM_9349","Kitchen",NA,"154.452","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_450","ROOM_4988","Hallway",NA,"46","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","Yes"
"SITE_450","ROOM_1984","Garage",NA,"445.4956","Measured or Known","Not Cooled","Unheated","9","Measured or Known","No"
"SITE_450","ROOM_43634","Bedroom",NA,"168.96","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_450","ROOM_13493","Bathroom",NA,"73.315","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_450","ROOM_6794","Hallway",NA,"36.6","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_450","ROOM_34092","Bathroom",NA,"41.65","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","Yes"
"SITE_450","ROOM_9505","Bedroom",NA,"117.9375","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_450","ROOM_43377","Bedroom",NA,"156.1875","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_450","ROOM_22795","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_450","ROOM_44820","Other","REC ROOM","355","Measured or Known","Unknown","Unheated","10","Measured or Known",NA
"SITE_451","ROOM_39740","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_451","ROOM_37443","Garage",NA,"241.875","Measured or Known","Not Cooled","Indirectly Heated from Equipment in the Space","9.25","Measured or Known","No"
"SITE_451","ROOM_40233","Kitchen",NA,"80.9375","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_451","ROOM_42009","Dining Room",NA,"78.375","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_451","ROOM_13367","Living Room",NA,"225","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_451","ROOM_16601","Laundry",NA,"28.75","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_451","ROOM_35638","Bathroom",NA,"30","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_451","ROOM_39596","Entry/Entryway",NA,"70.5","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_451","ROOM_34228","Bedroom",NA,"188.5","Measured or Known","Directly Cooled","Directly Heated","7.75","Measured or Known","No"
"SITE_451","ROOM_38760","Closet",NA,"50.875","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.75","Measured or Known","No"
"SITE_451","ROOM_29932","Bathroom",NA,"78.625","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","7.75","Measured or Known","No"
"SITE_451","ROOM_381","Bedroom",NA,"182","Measured or Known","Not Cooled","Directly Heated","7.75","Measured or Known","No"
"SITE_451","ROOM_38299","Closet",NA,"50.875","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.75","Measured or Known","No"
"SITE_451","ROOM_8456","Bathroom",NA,"43.9375","Measured or Known","Not Cooled","Directly Heated","7.75","Measured or Known","No"
"SITE_452","ROOM_19754","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_452","ROOM_8964","Outbuilding / Addition",NA,"900","Measured or Known","Not Cooled","Unheated","9","Measured or Known","No"
"SITE_452","ROOM_17404","Office",NA,"286.875","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","No"
"SITE_452","ROOM_21763","Kitchen",NA,"239.25","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","No"
"SITE_452","ROOM_656","Living Room",NA,"229.5","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","No"
"SITE_452","ROOM_32084","Hallway",NA,"50.375","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.5","Measured or Known","No"
"SITE_452","ROOM_17253","Bedroom",NA,"94.8125","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.4","Measured or Known","No"
"SITE_452","ROOM_26434","Bedroom",NA,"147.8125","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","No"
"SITE_452","ROOM_42911","Bathroom",NA,"38.75","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.5","Measured or Known","No"
"SITE_452","ROOM_25641","Bathroom",NA,"118.25","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.5","Measured or Known","No"
"SITE_452","ROOM_8521","Bedroom",NA,"149.5","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8.5","Measured or Known","No"
"SITE_453","ROOM_17553","Garage",NA,"691.7","Measured or Known","Not Cooled","Directly Heated","26.6","Measured or Known","No"
"SITE_453","ROOM_26640","Laundry",NA,"79.38","Measured or Known","Not Cooled","Indirectly Heated from Equipment in the Space","9.3","Measured or Known","No"
"SITE_453","ROOM_32682","Bathroom",NA,"21.56","Measured or Known","Not Cooled","Directly Heated","9.2","Measured or Known","No"
"SITE_453","ROOM_33949","Entry/Entryway",NA,"96.3","Measured or Known","Not Cooled","Indirectly Heated from Equipment in the Space","9.3","Measured or Known","No"
"SITE_453","ROOM_35317","Living Room",NA,"692.64","Measured or Known","Not Cooled","Directly Heated","10.5","Measured or Known","No"
"SITE_453","ROOM_44187","Bedroom",NA,"147.9","Measured or Known","Not Cooled","Directly Heated","7.9","Measured or Known","No"
"SITE_453","ROOM_24534","Bedroom",NA,"184","Measured or Known","Not Cooled","Directly Heated","12.4","Measured or Known","No"
"SITE_453","ROOM_45025","Bathroom",NA,"54.32","Measured or Known","Not Cooled","Directly Heated","9.9","Measured or Known","No"
"SITE_453","ROOM_31032","Kitchen",NA,"814.32","Measured or Known","Not Cooled","Directly Heated","9.3","Measured or Known","No"
"SITE_453","ROOM_45328","Bathroom",NA,"85.3","Measured or Known","Not Cooled","Directly Heated","9.3","Measured or Known","No"
"SITE_453","ROOM_14940","Bedroom",NA,"168.5","Measured or Known","Not Cooled","Directly Heated","9.3","Measured or Known","No"
"SITE_453","ROOM_4398","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_454","ROOM_6913","Bedroom",NA,"104.5","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_454","ROOM_1752","Bedroom",NA,"195","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_454","ROOM_34014","Bathroom",NA,"116.2","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_454","ROOM_41185","Bedroom",NA,"123.5","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_454","ROOM_43313","Hallway",NA,"130","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_454","ROOM_21807","Laundry",NA,"38","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_454","ROOM_32702","Bathroom",NA,"62.4","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_454","ROOM_20501","Kitchen",NA,"253","Measured or Known","Not Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_454","ROOM_21213","Living Room",NA,"252","Measured or Known","Not Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_454","ROOM_15059","Bathroom",NA,"56","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_454","ROOM_29802","Hallway",NA,"90","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_454","ROOM_23117","Garage",NA,"378","Measured or Known","Not Cooled","Unheated","10","Measured or Known","No"
"SITE_455","ROOM_2403","Living Room",NA,"212.8","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_455","ROOM_29216","Garage",NA,"394.9","Measured or Known","Not Cooled","Unheated","10","Measured or Known","No"
"SITE_455","ROOM_25459","Bathroom",NA,"24.75","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_455","ROOM_14340","Kitchen",NA,"357.5","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_455","ROOM_9842","Living Room",NA,"315.9","Measured or Known","Directly Cooled","Directly Heated","18","Measured or Known","Yes"
"SITE_455","ROOM_9130","Bedroom",NA,"109.3","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_455","ROOM_14669","Bedroom",NA,"144.2","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_455","ROOM_8527","Family Room",NA,"100.6","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_455","ROOM_21330","Bathroom",NA,"52.5","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_455","ROOM_4315","Laundry",NA,"28.09","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_455","ROOM_9178","Hallway",NA,"155.1","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_455","ROOM_33183","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_455","ROOM_9311","Bedroom",NA,"225.9","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_455","ROOM_25792","Closet",NA,"85.8","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_455","ROOM_15162","Bathroom",NA,"137.3","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_456","ROOM_19710","Outbuilding / Addition",NA,"183","Measured or Known","Not Cooled","Unheated","8","Estimated","No"
"SITE_456","ROOM_40978","Bedroom",NA,"89.6875","Measured or Known","Directly Cooled","Directly Heated","7.75","Measured or Known","Yes"
"SITE_456","ROOM_3738","Bedroom",NA,"115.3125","Measured or Known","Directly Cooled","Directly Heated","7.75","Measured or Known","Yes"
