HHID,NWEIGHT,QMAIL,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,KAVALKER,PERIODKR,ORIGKERQ,SCALEKER,ORIGKRC,ORIGKERS,KAVALEL,PERIODEL,ORIGELQ,SCALEEL,ORIGELC,ORIGELS,BEGINELR,ENDELR,KAVALNG,PERIODNG,ORIGNGQ,SCALENG,ORIGNGC,ORIGNGS,BEGINNGR,ENDNGR,KAVALFO,PERIODFO,ORIGFOQ,SCALEFO,ORIGFOC,ORIGFOS,TYPEFO1,TYPEFO2,KAVALPG,PERIODLP,ORIGLPQ,SCALELP,ORIGLPC,ORIGLPS,TYPELP1,TYPELP2 
4158, 15397,9,1,1,0, 672, 6358,4,9,9,9,9,9,99,1,1,2,0,1,11,2,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4159, 13898,9,2,4,0, 560, 8196,4,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4160, 25091,9,3,5,0, 941, 5174,5,9,9,9,9,9,99,3,5,8,0,3,61,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4161, 62598,9,3,5,4,2536, 1461,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4162, 21653,9,3,7,3,2525, 1969,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4163,  8476,9,4,9,0,  92, 4928,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4164,  9417,9,4,8,0,4255,  882,3,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4165,  9942,9,3,5,0,1620, 3466,1,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4166, 30195,9,3,7,0,1238, 4191,3,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4167, 10950,9,4,9,2, 764,  965,5,9,9,9,9,9,99,3,5,8,0,3,51,9,9,3,5,8,0,3,51,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4168, 15125,9,4,8,0,  70, 8215,1,9,9,9,9,9,99,1,2,5,0,1,21,1,1,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4169, 13292,9,4,8,0, 362, 7438,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4170, 12879,9,2,4,0,1217, 5393,5,9,9,9,9,9,99,1,3,8,0,3,31,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4171,  7019,9,4,9,2,1661,  779,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4172, 20495,9,3,7,0,1736, 3479,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4173, 21099,9,1,2,0, 903, 5955,2,9,9,9,9,9,99,3,5,8,0,3,51,9,9,3,5,8,0,3,51,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4174, 10478,9,1,2,0, 795, 5973,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,2,9,9,9,9,9,9,99,9,9
4175,  7554,9,1,1,0, 653, 5879,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,2,2,9,9,9,9,9,99,9,9
4176,  8283,9,4,9,0, 135, 4603,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4177,  4420,9,3,6,0,1184, 4445,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4178, 18140,9,1,2,1, 883, 5500,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,2,9,9,9,9,9,9,99,9,9
4179, 14745,9,1,2,0, 767, 6304,4,9,9,9,9,9,99,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9
4180, 12782,9,3,7,3,2871, 2461,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4181, 27153,9,2,3,0, 544, 7763,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4182, 18549,9,3,5,4,3416,  536,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4183,  3826,9,1,2,1, 284, 8800,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,2,9,9,9,9,9,9,99,9,9
4184, 10254,9,3,5,4,3254,  528,1,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,1,1,0,1,11,1,9
4185, 20073,9,3,5,0, 945, 5154,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4186,  4488,9,3,6,0,1639, 4186,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4187, 21099,9,1,2,0, 829, 5723,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4188, 23573,9,2,3,0, 736, 6608,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4189, 10286,9,3,5,0,1662, 3309,4,9,9,9,9,9,99,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4190, 21631,9,1,2,1, 665, 6770,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,4,0,1,11,2,2,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4191, 29265,9,3,5,0,1707, 4248,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4192, 13292,9,4,8,0, 418, 6468,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4193, 18167,9,3,5,0,1350, 4796,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,3,5,8,0,3,61,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9
4194,  5405,9,1,2,1, 638, 6965,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4195, 33536,9,4,9,2,1203, 2072,3,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4196,  4237,9,3,7,3,2714, 2146,2,9,9,9,9,9,99,3,5,8,0,3,41,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,1,1,0,1,11,1,9
4197,  6204,9,3,5,0,1933, 4318,3,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4198,  5903,9,3,7,0,1833, 3945,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4199, 12759,9,1,1,0, 777, 6167,4,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9
4200, 20493,9,2,3,0,1349, 5391,3,9,9,9,9,9,99,1,2,5,0,1,21,1,1,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4201,  4156,9,2,3,0, 776, 5755,2,9,9,9,9,9,99,1,2,5,0,1,21,1,1,1,2,5,0,1,21,1,2,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4202,  8833,9,4,8,0,4218,  889,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4203,  3865,9,3,6,0,1952, 2812,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4204, 11550,9,4,8,0,   0,10689,2,9,9,9,9,9,99,1,4,8,0,3,31,9,9,1,4,8,0,3,31,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4205,  7635,9,4,9,0, 106, 5861,4,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4206, 17115,9,2,4,0, 593, 6791,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4207, 21891,9,1,2,1,1257, 4766,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,3,5,8,0,3,43,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9
4208,  9270,9,1,2,0,1001, 5570,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4209, 15625,9,1,2,0, 953, 5626,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4210,  3687,9,3,7,0,2000, 3876,3,9,9,9,9,9,99,1,2,5,0,1,21,1,1,1,3,8,0,3,31,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4211, 17925,9,1,2,1, 376, 7651,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4212, 19516,9,2,3,0, 427, 7882,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,1,9,9,9,9,9,9,99,9,9
4213, 12119,9,4,8,0,  66, 8204,5,9,9,9,9,9,99,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4214, 12271,9,3,5,0,1231, 4353,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4215,  8992,9,1,1,0, 736, 6279,4,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,2,0,1,11,2,1,1,1,1,0,1,11,2,9,9,9,9,9,9,99,9,9
4216,  9760,9,3,7,3,2466, 2239,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4217, 21940,9,3,7,0,1958, 2223,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,1,1,0,1,11,1,9
4218,  4632,9,3,5,0,2034, 3359,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4219, 21095,9,4,9,2, 644, 1017,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4220, 11048,9,2,3,0, 746, 6505,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4221, 11667,9,3,6,0,1154, 4934,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4222,  9394,9,4,8,0,3222, 1334,3,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4223, 16277,9,2,4,0, 385, 8866,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,2,9,9,9,9,9,9,99,9,9
4224,  9417,9,3,7,3,2504, 2851,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4225, 14955,9,1,2,1, 630, 7025,1,3,5,8,0,3,51,3,5,8,0,3,51,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,3,5,8,0,3,51,9,9
4226,  4425,9,1,2,0, 882, 6137,2,9,9,9,9,9,99,1,1,1,1,1,11,1,1,1,1,1,1,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4227, 17755,9,4,9,2,1364, 1490,2,9,9,9,9,9,99,3,5,8,0,3,51,9,9,3,5,8,0,3,51,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4228,  4481,9,2,4,0,1226, 5387,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4229, 18285,9,1,2,0, 948, 5821,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4230, 14767,9,2,4,0, 272, 8783,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,3,5,8,0,3,41,9,9,9,9,9,9,9,99,9,9
4231,  6091,9,3,5,0,1886, 3193,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4232,  7554,9,1,1,0, 605, 5970,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,2,9,1,1,1,0,1,11,1,9
4233, 10405,9,1,2,0, 933, 5869,1,3,5,8,0,3,41,3,5,8,0,3,41,9,9,9,9,9,9,9,99,9,9,1,2,8,0,3,31,2,9,9,9,9,9,9,99,9,9
4234, 12645,9,1,1,0, 728, 6303,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,4,0,1,11,2,2,1,1,1,0,1,11,2,9,9,9,9,9,9,99,9,9
4235,  9736,9,4,8,0,4743,  791,5,9,9,9,9,9,99,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4236,  6204,9,3,5,0,1882, 4342,3,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4237, 21335,9,4,9,2, 365, 1765,2,9,9,9,9,9,99,1,2,5,0,1,21,1,1,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4238, 13670,9,1,2,1,1630, 4516,5,9,9,9,9,9,99,1,1,2,0,1,11,2,1,1,1,3,0,1,11,1,2,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9
4239, 21335,9,4,9,2, 795,  923,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4240,  5017,9,3,7,0,1821, 3950,2,9,9,9,9,9,99,1,2,5,0,1,21,1,1,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4241,  3962,9,1,1,0, 601, 5978,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,2,9,9,9,9,9,9,99,9,9
4242,  3869,9,2,3,0, 755, 6375,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,1,1,0,1,11,1,9
4243, 10363,9,3,7,3,3437, 1965,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4244,  5405,9,1,2,1, 606, 7206,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4245,  3976,9,3,7,3,2259, 3206,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4246,  8317,9,4,8,0, 573, 5796,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4247, 16557,9,3,7,3,3673, 1520,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4248, 25393,9,3,6,0,1559, 3129,5,9,9,9,9,9,99,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4249, 22126,9,3,5,0, 840, 5730,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4250, 16853,9,3,7,0,1943, 3855,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4251, 12070,9,4,9,2, 624, 1153,5,9,9,9,9,9,99,1,3,8,0,3,31,9,9,2,3,8,0,3,31,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4252,  8244,9,3,6,0,2259, 2588,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,1,1,0,1,11,1,9
4253,  7342,9,1,2,1,1289, 4756,5,3,5,8,0,3,43,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9
4254, 19866,9,2,4,0,1093, 5660,2,9,9,9,9,9,99,1,2,5,0,1,21,1,1,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4255, 25347,9,4,9,2, 273, 2462,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4256, 19690,9,2,4,0, 764, 7036,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4257, 16693,9,3,5,0,1026, 4711,4,9,9,9,9,9,99,3,5,8,0,3,61,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4258, 24480,9,2,3,0, 748, 6434,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4259, 14180,9,2,4,0,1102, 5634,1,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,1,1,0,1,11,1,9
4260,  3719,9,2,4,0, 566, 7921,2,9,9,9,9,9,99,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,1,1,0,1,11,1,9
4261, 14767,9,2,4,0, 240, 9056,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,2,2,9,9,9,9,9,99,9,9
4262,  3971,9,3,5,0,1592, 3770,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4263, 76654,9,4,9,2, 761,  969,4,9,9,9,9,9,99,3,5,8,0,3,61,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4264, 27939,9,4,9,2,1101, 1049,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4265, 18283,9,3,5,0,1257, 4909,3,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4266, 17964,9,2,3,0, 742, 6763,2,9,9,9,9,9,99,3,5,8,0,3,51,9,9,9,9,9,9,9,99,9,9,3,5,8,0,3,51,9,9,9,9,9,9,9,99,9,9
4267,  3401,9,1,2,0, 780, 5996,3,9,9,9,9,9,99,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4268, 17814,9,3,7,3,1933, 2035,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4269,  4265,9,2,3,0, 721, 6741,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4270, 13890,9,3,7,3,2638, 1702,4,9,9,9,9,9,99,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4271,  8854,9,3,7,3,2848, 2071,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4272, 13505,9,1,2,1,1006, 5317,4,9,9,9,9,9,99,3,5,8,0,3,61,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4273, 42623,9,3,5,4,3429,  219,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4274,  6649,9,4,8,0,3242, 1326,2,9,9,9,9,9,99,1,2,5,0,1,21,1,1,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4275,  8742,9,1,1,0, 879, 5621,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4276,  4229,9,3,6,0,1168, 4824,2,9,9,9,9,9,99,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4277,  5009,9,1,2,0, 815, 5877,3,9,9,9,9,9,99,3,5,8,0,3,41,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4278,  3731,9,3,5,0,1611, 3411,2,9,9,9,9,9,99,1,1,1,1,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,1,1,1,1,11,1,9
4279, 13670,9,1,2,1,1600, 4537,5,9,9,9,9,9,99,1,1,2,0,1,11,2,1,1,1,1,0,1,11,1,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9
4280, 13568,9,1,2,1, 669, 6948,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,2,9,9,9,9,9,9,99,9,9
4281, 11667,9,3,6,0,1540, 3415,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4282,  7847,9,3,6,0,2087, 2972,2,9,9,9,9,9,99,3,5,8,0,3,41,9,9,1,3,8,0,3,31,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4283, 23952,9,2,3,0, 532, 7249,1,9,9,9,9,9,99,1,2,5,0,1,21,1,1,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4284, 18069,9,4,9,0,  66, 5274,2,9,9,9,9,9,99,1,1,1,1,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4285, 24340,9,3,5,0,1669, 3367,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4286, 26662,9,1,2,1,1254, 4777,4,9,9,9,9,9,99,3,5,8,0,3,61,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4287, 11187,9,1,1,0, 531, 6109,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,2,9,1,1,1,0,1,11,1,9
4288, 28081,9,1,2,0,1376, 4680,3,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,3,0,1,11,1,2,1,1,1,0,1,11,2,9,9,9,9,9,9,99,9,9
4289, 16146,9,3,7,3,1716, 4415,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4290, 24816,1,1,2,1,1143, 4858,5,9,9,9,9,9,99,1,2,5,0,1,21,1,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4291,  7342,9,1,2,1,1491, 4614,5,9,9,9,9,9,99,1,1,2,0,1,11,2,1,1,1,1,0,1,11,1,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9
4292, 10853,9,1,2,1, 838, 5512,2,9,9,9,9,9,99,1,1,3,0,1,11,1,2,1,1,4,0,1,11,2,2,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
4293, 17964,9,1,2,1,1221, 4906,4,9,9,9,9,9,99,1,1,2,0,1,11,2,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
