HHID,NWEIGHT,QMAIL,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,DOLLARKR,DOLLAREL,DOLLARNG,DOLLARFO,DOLLARLP,DOLELSPH,DOLNGSPH,DOLFOSPH,DOLLPSPH,DOLKRSPH,DOLELWTH,DOLNGWTH,DOLFOWTH,DOLLPWTH,DOLKRWTH,DOLELAPL,DOLNGAPL,DOLFOAPL,DOLLPAPL,DOLKRAPL,DOLELCOL,DOLNGCOL,DOLELRFG,DOLELFZZ,DOLELCOK,DOLELDWH,DOLELCDR,DOLELLGT
4086, 13670,9,1,2,1,1389, 4685,5,   0, 443, 157, 347,   0,   0,   0, 202,   0,   0,  0,  0,145,   0,  0, 364,157, 0,  0,0,   0,  0,  79,  0,  0,  0,  0,   54
4087, 14964,9,2,3,0, 401, 8242,2,   0, 602,   0, 553,   0,   0,   0, 553,   0,   0,199,  0,  0,   0,  0, 276,  0, 0,  0,0,  52,  0,  75,  0, 19,  9, 55,   43
4088,  4402,9,3,5,0, 832, 5100,1,   0, 947,   0,   0,   0, 303,   0,   0,   0,   0,254,  0,  0,   0,  0, 342,  0, 0,  0,0,   0,  0,  48,  0, 23,  0, 72,   42
4089, 19952,9,2,3,0, 608, 6995,2,   0, 905, 795,   0,   0,   0, 659,   0,   0,   0,  0,132,  0,   0,  0, 681,  4, 0,  0,0, 101,  0, 123,  0, 38, 18,  0,  298
4090, 21682,9,4,9,2,1406,  983,5,   0, 608,   0,   0,   0, 116,   0,   0,   0,   0,125,  0,  0,   0,  0, 240,  0, 0,  0,0,  59,  0,  68,  0, 20, 23,  0,   86
4091,  7393,9,4,8,0, 273, 7642,4,   0, 619,   0,   0,  42,   0,   0,   0,  42,   0,214,  0,  0,   0,  0, 334,  0, 0,  0,0,   0,  0,  71, 61, 23,  0, 43,   87
4092,  3742,9,2,3,0,1063, 5991,2,   0, 567, 283,   0,   0,   0,  63,   0,   0,   0,  0,220,  0,   0,  0, 410,  0, 0,  0,0,  64,  0,  93, 97, 27,  0, 36,  130
4093,  4554,9,4,9,2, 117, 5986,2,   0,1480,   0,   0,   0, 496,   0,   0,   0,   0,281,  0,  0,   0,  0, 598,  0, 0,  0,0,  38,  0,  67,  0, 58, 10, 63,  118
4094, 31696,9,4,9,0,  73, 5300,4,   0, 524,   0,   0,   0, 182,   0,   0,   0,   0,118,  0,  0,   0,  0, 180,  0, 0,  0,0,   0,  0,  44,  0, 13, 15, 29,   33
4095,  9155,9,2,3,0,1117, 5629,2,   0, 857,   0,   0,1037,   0,   0,   0,1037,   0,129,  0,  0,   0,  0, 494,  0, 0,  0,0,  93,  0, 141, 87, 29,  0, 65,   91
4096, 14591,9,2,3,0, 969, 5720,4,   0, 190, 485,   0,   0,   0, 316,   0,   0,   0,  0,136,  0,   0,  0, 133, 33, 0,  0,0,   0,  0,  57,  0,  0,  0,  0,   59
4097, 16591,9,3,7,3,3306, 1136,2,   0,1746,   0,   0,   0, 393,   0,   0,   0,   0,276,  0,  0,   0,  0, 516,  0, 0,  0,0, 368,  0, 193,  0, 83,  0, 89,   57
4098,  5980,9,2,3,0, 342, 8213,5,   0, 406,   0,   0,   0, 163,   0,   0,   0,   0,103,  0,  0,   0,  0,  80,  0, 0,  0,0,   0,  0,  60,  0, 13,  0,  0,   21
4099, 10853,9,1,2,1, 930, 5349,2,   0,1665,   0, 465,   0,  90,   0, 296,   0,   0,  0,  0,169,   0,  0,1360,  0, 0,  0,0,   0,  0, 215,  0,101,  0,203,  107
4100, 12937,9,2,4,0, 581, 7315,2,   0,1031,   0,   0, 910,  23,   0,   0, 836,   0,307,  0,  0,   0,  0, 525,  0, 0, 74,0,  42,  0, 134,126,  0,  8, 51,   75
4101,  4682,9,3,5,0,1738, 3467,2,   0,1170, 589,   0,   0, 366,   0,   0,   0,   0,  0,589,  0,   0,  0, 464,  0, 0,  0,0, 267,  0,  73,  0, 56, 40, 48,   64
4102,  3952,9,3,6,0,2475, 1664,2,   0,1130,   0,   0, 257,   0,   0,   0, 153,   0,  0,  0,  0, 104,  0, 656,  0, 0,  0,0, 340,  0, 134,189, 31, 12, 58,   74
4103, 21335,9,4,9,2, 739,  999,2,   0, 211, 109,   0,   0,   0,   0,   0,   0,   0,  0, 83,  0,   0,  0, 102, 26, 0,  0,0,   0,  0, 109,  0,  0,  0,  0,   34
4104, 16286,9,3,6,0,1164, 4856,2,   0,1593,   0,   0,   0, 606,   0,   0,   0,   0,161,  0,  0,   0,  0, 475,  0, 0,  0,0, 192,  0, 159, 70, 48,  0, 51,   84
4105, 13702,9,3,6,0,1760, 4351,5,   0, 685,   0,   0,   0, 189,   0,   0,   0,   0,174,  0,  0,   0,  0, 132,  0, 0,  0,0,  94,  0,  96,  0, 20,  0,  0,   22
4106, 12453,9,3,5,0,1768, 4397,5,   0, 167,   0,   0,   0,   0,   0,   0,   0,   0,  0,  0,  0,   0,  0,  61,  0, 0,  0,0,  29,  0,  77,  0, 16,  0,  0,    9
4107,  3545,9,3,5,0,1369, 4745,2,   0,2644,   0,   0,   0,1227,   0,   0,   0,   0,174,  0,  0,   0,  0, 743,  0, 0,  0,0, 303,  0, 197,247, 28, 13, 64,   85
4108,  4229,9,3,6,0,1497, 3975,2,   0,1061,   0,   0,   0, 294,   0,   0,   0,   0,198,  0,  0,   0,  0, 378,  0, 0,  0,0, 140,  0,  51,  0, 23, 19,109,   57
4109,  7817,9,2,3,0, 601, 6981,2,   0,1123, 915,   0,   0,   0, 694,   0,   0,   0,  0,221,  0,   0,  0, 898,  0, 0,  0,0, 121,  0, 104, 80, 41, 68, 82,  220
4110, 10851,9,1,1,0, 893, 5577,4,   0, 685,   0,   0,   0, 374,   0,   0,   0,   0,122,  0,  0,   0,  0, 116,  0, 0,  0,0,   0,  0,  73,  0, 16,  0,  0,   39
4111, 23603,9,3,7,3,2869, 2463,3,   0,2328, 795,   0,   0,   0, 613,   0,   0,   0,  0,182,  0,   0,  0, 878,  0, 0,  0,0, 883,  0, 567,  0, 68, 77,154,   91
4112,  9896,9,1,2,0, 985, 5709,5,   0, 221, 310,   0,   0,   0, 224,   0,   0,   0,  0, 86,  0,   0,  0,  92,  0, 0,  0,0,  46,  0,  83,  0, 18,  0,  0,   12
4113, 23573,9,2,3,0, 745, 6520,2,   0, 668, 506,   0,   0,   0, 331,   0,   0,   0,  0,141,  0,   0,  0, 492, 34, 0,  0,0,  53,  0, 123, 74,  0,  0, 62,   96
4114, 13207,9,4,9,0,  87, 4974,2,   0, 258, 713,   0,   0,   0, 521,   0,   0,   0,  0,192,  0,   0,  0, 218,  0, 0,  0,0,  15,  0,  25,  0, 27, 15, 29,   73
4115,  3560,9,4,8,0, 390, 6223,2,   0, 664,   0,   0,   0,   0,   0,   0,   0,   0,178,  0,  0,   0,  0, 421,  0, 0,  0,0,   0,  0,  65, 60, 16,  0, 47,   41
4116, 20073,9,3,5,0,2319, 3255,2,   0,1306, 907,   0,   0,   0, 730,   0,   0,   0,  0,177,  0,   0,  0, 631,  0, 0,  0,0, 411,  0, 264,  0, 74, 16, 79,  148
4117, 15041,9,2,4,0, 459, 8249,2,   0, 159, 565,   0,   0,  19, 426,   0,   0,   0,  0,110,  0,   0,  0,  98, 29, 0,  0,0,   0,  0,  42,  0,  0,  7,  0,   32
4118,  5009,9,3,5,4,2495, 1482,2,   0,1540,   0,   0,   0, 278,   0,   0,   0,   0,236,  0,  0,   0,  0, 578,  0, 0,  0,0, 281,  0, 167, 85, 70,  0, 59,   64
4119, 21095,9,4,9,2,1325,  762,2,   0,1485, 364,   0,   0,   0, 212,   0,   0,   0,  0,151,  0,   0,  0,1120,  1, 0,  0,0,   0,  0, 365,124, 42, 19, 95,  172
4120,  3869,9,2,3,0, 752, 6395,2,   0,1511,   0,   0,1210,   0,   0,   0,1093,   0,300,  0,  0,   0,  0, 914,  0, 0,117,0, 141,  0, 156, 60, 24, 19, 63,  127
4121, 24904,9,2,3,0,1140, 5606,2,   0,1213, 333,   0,   0,   0, 333,   0,   0,   0,313,  0,  0,   0,  0, 684,  0, 0,  0,0, 126,  0,  90,128, 71,  0, 76,  161
4122, 14063,9,1,1,0, 883, 5607,4,   0, 265, 203, 791,   0,   0,   0, 673,   0,   0,  0,  0,118,   0,  0, 176,203, 0,  0,0,   0,  0,  89,  0,  0,  0, 46,   50
4123,  6061,9,4,8,0,3309, 1300,5,   0, 627,  95,   0,   0, 120,   0,   0,   0,   0,  0, 95,  0,   0,  0, 405,  0, 0,  0,0,   0,  0, 102,  0, 37,  0,  0,  134
4124,  3812,9,4,8,0,1897, 2692,4,   0, 319, 171,   0,   0,   0,  94,   0,   0,   0,  0, 77,  0,   0,  0, 214,  0, 0,  0,0,   0,  0, 105,  0,  0, 16,  0,   55
4125,  7342,9,1,2,1,1254, 4780,5,   0, 482, 825,   0,   0,   0, 431,   0,   0,   0,  0,313,  0,   0,  0, 326, 81, 0,  0,0,  58,  0,  98,  0,  0,  0,  0,   49
4126, 30445,9,3,5,4,3434,  217,2,   0, 661,   0,   0,   0,  56,   0,   0,   0,   0, 91,  0,  0,   0,  0, 174,  0, 0,  0,0, 239,  0, 101,  0, 16,  7, 36,   17
4127,  4332,9,4,9,2, 140, 7086,1,   0, 966,   0,   0,   0, 110,   0,   0,   0,   0,307,  0,  0,   0,  0, 485,  0, 0,  0,0,   0,  0,  64,  0, 64,  0, 70,   69
4128,  9417,9,3,7,3,2556, 1757,2,   0, 724, 682,   0,   0,   0, 362,   0,   0,   0,  0,243,  0,   0,  0, 450, 77, 0,  0,0, 148,  0, 126,  0,  0,  0,  0,  106
4129, 26021,9,2,3,0, 732, 6575,2,   0, 497, 350,   0,   0,   0, 332,   0,   0,   0,125,  0,  0,   0,  0, 269, 18, 0,  0,0,  47,  0,  56, 60,  0,  8,  0,   67
4130, 21485,9,3,7,3,2532, 1774,4,   0, 759,   0,   0,   0, 261,   0,   0,   0,   0, 64,  0,  0,   0,  0, 202,  0, 0,  0,0, 104,  0, 128,  0, 18, 12, 58,   22
4131, 11971,9,4,9,0, 121, 4705,5,   0, 483,   0,   0,   0, 156,   0,   0,   0,   0,143,  0,  0,   0,  0, 117,  0, 0,  0,0,   0,  0,  67,  0, 16,  7,  0,   19
4132, 22094,9,4,9,2, 655, 2354,5,   0, 244, 151,   0,   0,   0,  54,   0,   0,   0,  0, 97,  0,   0,  0, 211,  0, 0,  0,0,   0,  0,  33,  0, 28, 13,  0,   45
4133, 11667,9,3,6,0,1179, 4741,2,   0,1733,   0,   0,   0, 604,   0,   0,   0,   0,381,  0,  0,   0,  0, 603,  0, 0,  0,0,   0,  0, 145,  0, 44, 35, 89,  156
4134,  5371,9,3,5,4,3265,  563,2,   0,1815,   0,   0,  25, 154,   0,   0,   0,   0,213,  0,  0,   0,  0, 887,  0, 0, 25,0, 389,  0, 172, 88, 25, 48, 77,   54
4135,  9008,9,1,2,1, 670, 6944,2,   0,1455,   0, 445,   0,   0,   0, 445,   0,   0,430,  0,  0,   0,  0, 718,  0, 0,  0,0,  89,  0, 218,117, 85,  0, 93,  113
4136,  8555,9,3,5,0,2231, 2416,5,   0, 357, 225,   0,   0,   0, 128,   0,   0,   0,  0, 97,  0,   0,  0, 138,  0, 0,  0,0, 153,  0,  66,  0, 20,  0,  0,   44
4137,  9968,9,3,5,4,2593, 1431,2, 181, 452,   0,   0,   0,   0,   0,   0,   0, 181,121,  0,  0,   0,  0, 139,  0, 0,  0,0, 128,  0,  64,  0, 15,  0,  0,   43
4138, 10561,9,1,2,0,1385, 4668,3,   0,1372,   0,   0,   0, 717,   0,   0,   0,   0,193,  0,  0,   0,  0, 338,  0, 0,  0,0,   0,  0, 124,  0, 58,  0,  0,   57
4139, 12453,9,3,5,0,1751, 4405,5,   0, 364,   0,   0,   0, 113,   0,   0,   0,   0, 48,  0,  0,   0,  0, 128,  0, 0,  0,0,  27,  0,  48, 68, 11,  0,  0,    8
4140, 25642,9,4,9,0, 188, 4884,2,   0, 604,   0,   0,   0, 396,   0,   0,   0,   0, 92,  0,  0,   0,  0,  77,  0, 0,  0,0,   0,  0,  39,  0, 13,  0,  0,   13
4141,  5120,9,2,3,0, 849, 6078,2,   0, 853, 525,   0,   0,   0, 319,   0,   0,   0,  0,150,  0,   0,  0, 644, 56, 0,  0,0, 137,  0,  72,106,  0, 60,  0,  130
4142,  7072,9,4,9,2,1243, 2803,5,   0,1106,  31,   0,   0, 206,   0,   0,   0,   0,262,  0,  0,   0,  0, 307, 31, 0,  0,0, 241,  0,  90,  0,  0, 15, 75,   45
4143,  5115,9,3,7,0,2840, 1568,4,   0, 445,   0,   0,   0, 155,   0,   0,   0,   0, 46,  0,  0,   0,  0,  72,  0, 0,  0,0, 104,  0,  68,  0, 13,  0,  0,   12
4144, 23573,9,2,3,0, 702, 6649,1,   0,1138, 372,   0,   0,   0, 372,   0,   0,   0,357,  0,  0,   0,  0, 457,  0, 0,  0,0, 210,  0, 114,  0, 33,  0, 77,   60
4145,  4156,9,2,3,0,1034, 5483,2,   0, 793, 571,   0,   0,   0, 414,   0,   0,   0,  0,157,  0,   0,  0, 409,  0, 0,  0,0, 238,  0, 146,  0, 27, 52, 50,   78
4146,  6142,9,4,9,2,1474, 1391,2,   0, 931, 340,   0,   0,   0, 186,   0,   0,   0,  0,113,  0,   0,  0, 596, 41, 0,  0,0, 240,  0,  95,  0,  0, 54,  0,   86
4147, 18597,9,4,9,2, 284, 2207,5,   0, 461, 427,   0,   0,   0, 118,   0,   0,   0,  0,232,  0,   0,  0, 382, 77, 0,  0,0,   0,  0,  79,  0,  0,  0, 59,   56
4148, 19829,9,3,7,0,2058, 3852,2,   0, 823, 651,   0,   0, 377,   0,   0,   0,   0,  0,520,  0,   0,  0, 285,131, 0,  0,0, 120,  0,  41, 36,  0,  0, 36,   44
4149, 19690,9,2,4,0, 846, 6480,2,   0, 762, 771,   0,   0,   0, 575,   0,   0,   0,  0,196,  0,   0,  0, 525,  0, 0,  0,0,  88,  0, 149, 49, 31, 25, 63,  118
4150,  6142,9,4,9,2,1363, 1491,2,   0,1327, 258,   0,   0,   0, 111,   0,   0,   0,  0,106,  0,   0,  0, 788, 41, 0,  0,0, 261,  0, 278,  0,  0,  0,  0,  121
4151, 16184,9,3,5,0, 853, 5063,2,  27, 350,   0,   0,   0,   0,   0,   0,   0,  27,111,  0,  0,   0,  0, 106,  0, 0,  0,0,   0,  0, 133,  0, 13,  0,  0,   23
4152, 20692,9,3,7,3,3030, 1229,5,   0, 845,   0,   0,   0, 101,   0,   0,   0,   0,180,  0,  0,   0,  0, 241,  0, 0,  0,0, 203,  0, 120,  0, 61, 13,  0,   64
4153,  8381,9,4,8,0, 282, 7564,4,   0, 259,   0,   0,  96,   0,   0,   0,   0,   0,114,  0,  0,   0,  0, 106,  0, 0, 96,0,   0,  0,  39,  0,  0,  0,  0,   58
4154, 12271,9,3,5,0,1118, 4432,2,   0,1493,   0,   0,   0, 741,   0,   0,   0,   0,201,  0,  0,   0,  0, 381,  0, 0,  0,0, 101,  0,  69,  0, 25, 12, 57,   94
4155,  5866,9,4,8,0,3375, 1274,2,   0, 568, 542,   0,   0,   0, 197,   0,   0,   0,  0,265,  0,   0,  0, 329, 80, 0,  0,0,   0,  0, 239,  0,  0,  0,  0,   66
4156, 28439,9,1,2,0, 732, 6140,2,   0, 574, 572,   0,   0,   0, 497,   0,   0,   0,  0, 57,  0,   0,  0, 379, 18, 0,  0,0,   0,  0, 195,  0,  0,  0,  0,  181
4157,  4989,9,2,3,0, 373, 8588,2,   0, 505, 809,   0,   0,   0, 561,   0,   0,   0,  0,202,  0,   0,  0, 364, 46, 0,  0,0,  78,  0,  63, 49,  0, 13, 62,   44
4158, 15397,9,1,1,0, 672, 6358,4,   0, 322, 953,   0,   0,   0, 788,   0,   0,   0,  0,122,  0,   0,  0, 245, 43, 0,  0,0,  18,  0,  59,  0,  0,  0,  0,   78
4159, 13898,9,2,4,0, 560, 8196,4,   0, 447,   0,   0,   0, 169,   0,   0,   0,   0, 92,  0,  0,   0,  0, 138,  0, 0,  0,0,  11,  0,  37,  0, 18,  0, 27,   10
4160, 25091,9,3,5,0, 941, 5174,5,   0, 189, 235,   0,   0,   0, 116,   0,   0,   0,  0,119,  0,   0,  0, 135,  0, 0,  0,0,   0,  0,  54,  0, 38,  0,  0,   33
4161, 62598,9,3,5,4,2536, 1461,2,   0,1161,   0,   0,   0, 223,   0,   0,   0,   0, 96,  0,  0,   0,  0, 425,  0, 0,  0,0, 274,  0, 143, 72, 13,  8, 51,   76
4162, 21653,9,3,7,3,2525, 1969,2,   0,1173,   0,   0,   0, 374,   0,   0,   0,   0,115,  0,  0,   0,  0, 338,  0, 0,  0,0, 260,  0,  86,  0, 41,  0, 62,   47
4163,  8476,9,4,9,0,  92, 4928,2,   0, 338, 297,   0,   0,   0, 221,   0,   0,   0,  0, 59,  0,   0,  0, 247, 17, 0,  0,0,  40,  0,  51,  0,  0, 12,  0,  112
4164,  9417,9,4,8,0,4255,  882,3,   0,1406,   0,   0,   0, 189,   0,   0,   0,   0,125,  0,  0,   0,  0, 523,  0, 0,  0,0, 466,  0, 103, 80, 40,  9, 43,   63
4165,  9942,9,3,5,0,1620, 3466,1,   0, 806, 297,   0,   0,   0, 256,   0,   0,   0,189,  0,  0,   0,  0, 329, 41, 0,  0,0, 202,  0,  86, 61,  0,  0, 63,   60
4166, 30195,9,3,7,0,1238, 4191,3,   0, 911, 552,   0,   0,   0, 330,   0,   0,   0,  0,222,  0,   0,  0, 317,  0, 0,  0,0, 402,  0, 192,  0, 53,  0,  0,   57
4167, 10950,9,4,9,2, 764,  965,5,   0, 332, 355,   0,   0,  73,   0,   0,   0,   0,  0,268,  0,   0,  0, 173, 87, 0,  0,0,  16,  0,  70,  0,  0,  8,  0,   32
4168, 15125,9,4,8,0,  70, 8215,1,   0, 417, 381,   0,   0,   0, 329,   0,   0,   0,  0, 52,  0,   0,  0, 297,  0, 0,  0,0,   0,  0, 120, 41, 27,  0, 52,   58
4169, 13292,9,4,8,0, 362, 7438,2,   0, 553, 714,   0,   0,   0, 714,   0,   0,   0,156,  0,  0,   0,  0, 265,  0, 0,  0,0,  53,  0,  79,  0, 17,  6, 39,   58
4170, 12879,9,2,4,0,1217, 5393,5,   0, 463,   0,   0,   0, 111,   0,   0,   0,   0,113,  0,  0,   0,  0, 149,  0, 0,  0,0,  57,  0,  33,  0, 26,  6, 28,   22
4171,  7019,9,4,9,2,1661,  779,5,   0, 176, 118,   0,   0,  29,   0,   0,   0,   0,  0,118,  0,   0,  0,  85,  0, 0,  0,0,  25,  0,  37,  0, 13,  0,  0,   18
4172, 20495,9,3,7,0,1736, 3479,2,   0,1405, 388,   0,   0,   0, 310,   0,   0,   0,  0, 55,  0,   0,  0, 692, 23, 0,  0,0, 411,  0, 302,237,  0, 26,  0,  113
4173, 21099,9,1,2,0, 903, 5955,2,   0,1991,1625,   0,   0,  48,1352,   0,   0,   0,  0,203,  0,   0,  0,1053, 70, 0,  0,0, 645,  0, 245,212,  0, 89,  0,  234
4174, 10478,9,1,2,0, 795, 5973,2,   0, 622,   0, 677,   0,   0,   0, 539,   0,   0,  0,  0,138,   0,  0, 287,  0, 0,  0,0, 225,  0, 110,  0, 23, 11, 53,   46
4175,  7554,9,1,1,0, 653, 5879,2,   0, 649,   0, 496,   0,   0,   0, 377,   0,   0,  0,  0,119,   0,  0, 491,  0, 0,  0,0,   0,  0, 158,  0, 64, 14, 69,  117
4176,  8283,9,4,9,0, 135, 4603,5,   0, 224,   0,   0,   0,  98,   0,   0,   0,   0, 37,  0,  0,   0,  0,  50,  0, 0,  0,0,   0,  0,  39,  0,  9,  0,  0,   12
4177,  4420,9,3,6,0,1184, 4445,2,   0, 652, 423,   0,   0,   0, 423,   0,   0,   0,185,  0,  0,   0,  0, 285,  0, 0,  0,0, 105,  0,  77,  0, 22,  0, 44,   61
4178, 18140,9,1,2,1, 883, 5500,2,   0,1143,   0,1267,   0,   0,   0,1267,   0,   0,320,  0,  0,   0,  0, 582,  0, 0,  0,0,  88,  0, 153,  0, 28, 10, 85,  113
4179, 14745,9,1,2,0, 767, 6304,4,   0, 559,   0, 674,   0,   0,   0, 489,   0,   0,248,  0,185,   0,  0, 229,  0, 0,  0,0,   0,  0,  82,  0, 29,  0,  0,   49
4180, 12782,9,3,7,3,2871, 2461,5,   0, 930,   0,   0,   0, 198,   0,   0,   0,   0,134,  0,  0,   0,  0, 277,  0, 0,  0,0, 222,  0,  99,  0, 21, 14,  0,   54
4181, 27153,9,2,3,0, 544, 7763,2,   0, 497, 881,   0,   0,   0, 801,   0,   0,   0,  0, 76,  0,   0,  0, 342,  4, 0,  0,0,  19,  0, 136,  0, 24,  0,  0,  109
4182, 18549,9,3,5,4,3416,  536,2,   0, 500,   0,   0,   0, 115,   0,   0,   0,   0, 63,  0,  0,   0,  0, 238,  0, 0,  0,0,   0,  0,  84,  0, 31, 17, 33,   69
4183,  3826,9,1,2,1, 284, 8800,2,   0, 575,   0, 176,   0,   0,   0, 176,   0,   0,152,  0,  0,   0,  0, 355,  0, 0,  0,0,   0,  0,  68, 59, 44,  0, 47,   22
4184, 10254,9,3,5,4,3254,  528,1,   0, 664,   0,   0, 322,   0,   0,   0, 234,   0,146,  0,  0,   0,  0, 383,  0, 0, 88,0,   0,  0, 135,  0,  0,  0, 53,   67
4185, 20073,9,3,5,0, 945, 5154,2,   0, 537, 485,   0,   0,   0, 287,   0,   0,   0,  0,157,  0,   0,  0, 356, 41, 0,  0,0, 124,  0,  57, 85,  0,  0, 58,   34
4186,  4488,9,3,6,0,1639, 4186,5,   0, 608,   0,   0,   0, 139,   0,   0,   0,   0,147,  0,  0,   0,  0, 195,  0, 0,  0,0,  53,  0,  74,  0, 40,  0,  0,   34
4187, 21099,9,1,2,0, 829, 5723,2,   0,1926,   0,   0,   0, 756,   0,   0,   0,   0,264,  0,  0,   0,  0, 677,  0, 0,  0,0,   0,  0, 229,  0, 28, 13, 81,   58
4188, 23573,9,2,3,0, 736, 6608,2,   0, 763, 630,   0,   0,   0, 490,   0,   0,   0,  0,140,  0,   0,  0, 517,  0, 0,  0,0, 144,  0, 102,  0, 28, 13, 79,  143
4189, 10286,9,3,5,0,1662, 3309,4,   0,1097,   0,   0,   0, 386,   0,   0,   0,   0,295,  0,  0,   0,  0, 367,  0, 0,  0,0,   0,  0,  49,  0, 88,  0,  0,   43
4190, 21631,9,1,2,1, 665, 6770,2,   0, 907,1817,   0,   0,   0,1491,   0,   0,   0,  0,230,  0,   0,  0, 712, 96, 0,  0,0,  38,  0, 157,148,  0,  0,  0,  234
4191, 29265,9,3,5,0,1707, 4248,2,   0, 842, 770,   0,   0,  28, 569,   0,   0,   0,  0,195,  0,   0,  0, 446,  6, 0,  0,0, 274,  0,  94,202, 22, 10,  0,   86
4192, 13292,9,4,8,0, 418, 6468,2,   0, 432, 323,   0,   0,   0, 272,   0,   0,   0,  0, 51,  0,   0,  0, 325,  0, 0,  0,0,   0,  0, 107, 45, 17, 19, 38,   72
4193, 18167,9,3,5,0,1350, 4796,5,   0, 238, 301,   0,   0,   0, 301,   0,   0,   0,  0,  0,  0,   0,  0, 106,  0, 0,  0,0,  68,  0,  64,  0, 13,  0,  0,   46
4194,  5405,9,1,2,1, 638, 6965,5,   0, 779,   0,   0,   0, 269,   0,   0,   0,   0,157,  0,  0,   0,  0, 188,  0, 0,  0,0,  47,  0, 118, 54, 20,  0,  0,   37
4195, 33536,9,4,9,2,1203, 2072,3,   0, 300, 213,   0,   0,   0, 150,   0,   0,   0,  0, 46,  0,   0,  0, 199, 17, 0,  0,0,  50,  0,  51,  0,  0,  8, 41,   75
4196,  4237,9,3,7,3,2714, 2146,2,   0, 997,   0,   0,  98,   0,   0,   0,  98,   0,317,  0,  0,   0,  0, 464,  0, 0,  0,0,  88,  0, 128,  0, 33,  0, 88,   98
4197,  6204,9,3,5,0,1933, 4318,3,   0,1272,   0,   0,   0,  95,   0,   0,   0,   0,186,  0,  0,   0,  0, 541,  0, 0,  0,0, 275,  0, 175,  0, 21, 10, 60,   79
4198,  5903,9,3,7,0,1833, 3945,2,   0,1302, 717,   0,   0, 525, 100,   0,   0,   0,  0,550,  0,   0,  0, 379, 67, 0,  0,0, 312,  0,  86, 72, 17, 19,  0,  101
4199, 12759,9,1,1,0, 777, 6167,4,   0, 351,   0,1103,   0,   0,   0, 774,   0,   0,  0,  0,329,   0,  0, 242,  0, 0,  0,0,  40,  0,  69,  0, 56,  9,  0,   62
4200, 20493,9,2,3,0,1349, 5391,3,   0, 995, 466,   0,   0,   0, 316,   0,   0,   0,  0,150,  0,   0,  0, 725,  0, 0,  0,0, 169,  0, 101, 78, 35, 58, 94,  132
4201,  4156,9,2,3,0, 776, 5755,2,   0, 891, 588,   0,   0,   0, 385,   0,   0,   0,  0,203,  0,   0,  0, 624,  0, 0,  0,0, 117,  0, 150,  0, 72, 51,141,   46
4202,  8833,9,4,8,0,4218,  889,5,   0, 758,   0,   0,   0,  58,   0,   0,   0,   0,126,  0,  0,   0,  0, 212,  0, 0,  0,0, 242,  0, 120,  0, 19,  9,  0,  105
4203,  3865,9,3,6,0,1952, 2812,2,   0,1748,   0,   0,   0, 437,   0,   0,   0,   0,320,  0,  0,   0,  0, 659,  0, 0,  0,0, 253,  0,  79,  0, 89, 57, 69,  171
4204, 11550,9,4,8,0,   0,10689,2,   0, 322, 937,   0,   0,   0, 705,   0,   0,   0,  0,191,  0,   0,  0, 290, 41, 0,  0,0,   0,  0,  32,  0,  0, 10, 46,  130
4205,  7635,9,4,9,0, 106, 5861,4,   0, 308,   0,   0,   0, 157,   0,   0,   0,   0, 62,  0,  0,   0,  0,  63,  0, 0,  0,0,   0,  0,  26,  0,  7,  0,  0,   19
4206, 17115,9,2,4,0, 593, 6791,2,   0, 330, 641,   0,   0,   0, 531,   0,   0,   0,  0, 83,  0,   0,  0, 222, 27, 0,  0,0,   0,  0, 108,  0,  0,  0, 59,   32
4207, 21891,9,1,2,1,1257, 4766,5,   0, 667, 182, 316,   0,   0,   0, 143,   0,   0,  0,  0,173,   0,  0, 380,182, 0,  0,0, 121,  0, 166,  0,  0,  0,  0,  101
4208,  9270,9,1,2,0,1001, 5570,2,   0,1017,2010,   0,   0,  45,1637,   0,   0,   0,  0,302,  0,   0,  0, 854, 71, 0,  0,0,   0,  0, 118,149,  0,  0,231,   94
4209, 15625,9,1,2,0, 953, 5626,2,   0, 908, 776,   0,   0,  46, 612,   0,   0,   0,  0,130,  0,   0,  0, 608, 34, 0,  0,0, 126,  0, 128,135,  0,  0, 82,   64
4210,  3687,9,3,7,0,2000, 3876,3,   0, 262, 307,   0,   0,   0, 212,   0,   0,   0,  0, 95,  0,   0,  0,  79,  0, 0,  0,0,  97,  0,  86,  0, 12,  0,  0,   21
4211, 17925,9,1,2,1, 376, 7651,2,   0, 773,1131,   0,   0,   0, 926,   0,   0,   0,  0,200,  0,   0,  0, 575,  5, 0,  0,0,   0,  0, 198,105, 29,  0,  0,   98
4212, 19516,9,2,3,0, 427, 7882,2,   0, 672,   0, 958,   0,   0,   0, 958,   0,   0,245,  0,  0,   0,  0, 324,  0, 0,  0,0,   0,  0, 103,  0, 24, 11, 55,   30
4213, 12119,9,4,8,0,  66, 8204,5,   0, 978,   0,   0,   0, 419,   0,   0,   0,   0,221,  0,  0,   0,  0, 236,  0, 0,  0,0,   0,  0, 102,  0, 27, 18,  0,  131
4214, 12271,9,3,5,0,1231, 4353,2,   0,1239,   0,   0,   0, 331,   0,   0,   0,   0,228,  0,  0,   0,  0, 413,  0, 0,  0,0, 207,  0,  60,  0, 48, 38, 45,   85
