HHID,NWEIGHT,QMAIL,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,DOLLARKR,DOLLAREL,DOLLARNG,DOLLARFO,DOLLARLP,DOLELSPH,DOLNGSPH,DOLFOSPH,DOLLPSPH,DOLKRSPH,DOLELWTH,DOLNGWTH,DOLFOWTH,DOLLPWTH,DOLKRWTH,DOLELAPL,DOLNGAPL,DOLFOAPL,DOLLPAPL,DOLKRAPL,DOLELCOL,DOLNGCOL,DOLELRFG,DOLELFZZ,DOLELCOK,DOLELDWH,DOLELCDR,DOLELLGT
2123,  4663,9,3,5,0,1664, 3379,2,   0,1228,   0,   0,   0, 311,   0,   0,   0,   0,205,  0,  0,   0,  0, 442,  0, 0,  0,0, 172,  0,  98,  0, 52, 28, 70,  113
2124, 10930,9,3,6,0,1517, 3713,2,   0, 726,1509,   0,   0,   0,1509,   0,   0,   0, 66,  0,  0,   0,  0, 255,  0, 0,  0,0, 286,  0, 119,  0, 34,  0, 51,   50
2125, 23008,9,3,5,4,2973, 1233,2,   0,1534,   0, 331,   0,   0,   0, 331,   0,   0,281,  0,  0,   0,  0, 716,  0, 0,  0,0, 414,  0, 123,  0, 32, 29, 98,  122
2126, 17122,9,3,5,0,1871, 3521,5,   0, 654,   0,   0,   0, 158,   0,   0,   0,   0,183,  0,  0,   0,  0, 156,  0, 0,  0,0, 104,  0,  53,  0, 17, 57,  0,   23
2127,  4156,9,2,3,0,1071, 5444,2,   0, 564, 547,   0,   0,   0, 312,   0,   0,   0,  0,176,  0,   0,  0, 397, 59, 0,  0,0,  94,  0,  73,  0,  0, 48,  0,  109
2128,  7546,9,3,5,0,2087, 2450,5,   0,1035, 184,   0,   0,   0, 184,   0,   0,   0,245,  0,  0,   0,  0, 436,  0, 0,  0,0, 264,  0,  90, 76, 72,  0,  0,   93
2129, 21891,9,1,2,1,1229, 4874,2,   0,1229,2056,   0,   0,   0,1529,   0,   0,   0,  0,394,  0,   0,  0, 747,133, 0,  0,0, 154,  0, 328,  0,  0, 43,  0,  222
2130, 12826,9,2,3,0, 982, 5771,1,   0, 648, 496,   0,   0,   0, 314,   0,   0,   0,  0,146,  0,   0,  0, 452, 36, 0,  0,0,   0,  0, 196,145,  0,  0,  0,  101
2131, 18212,9,3,5,0,1893, 2990,2,   0, 739, 423,   0,   0,  24, 423,   0,   0,   0,156,  0,  0,   0,  0, 347,  0, 0,  0,0,  40,  0, 172, 93, 41,  9, 44,   19
2132, 17834,9,1,1,0, 867, 6333,2,   0, 734,1081,   0,   0,   0, 771,   0,   0,   0,  0,310,  0,   0,  0, 613,  0, 0,  0,0,   0,  0, 121, 92, 34, 11, 69,  110
2133, 14298,9,3,5,4,5144,   61,3,   0, 468,   0,   0,   0,  29,   0,   0,   0,   0,108,  0,  0,   0,  0, 206,  0, 0,  0,0,  70,  0,  55,  0, 32,  0,  0,   79
2134, 10834,9,3,7,0,1821, 4199,2,   0, 776, 399,   0,   0,  34, 352,   0,   0,   0,  0, 47,  0,   0,  0, 466,  0, 0,  0,0, 139,  0, 137,102, 19,  0, 62,  123
2135, 22305,9,2,3,0, 721, 6677,2,   0,1689,   0,   0,   0, 974,   0,   0,   0,   0,104,  0,  0,   0,  0, 461,  0, 0,  0,0,  48,  0, 102, 60, 47, 10, 50,  124
2136,  5023,9,1,2,0, 909, 5942,2,   0,1184,   0,   0,   0, 374,   0,   0,   0,   0,304,  0,  0,   0,  0, 386,  0, 0,  0,0,  54,  0,  66,  0, 56,  9, 71,   47
2137,  4853,9,3,7,3,2084, 3311,3,   0,1540, 459,   0,   0,   0, 301,   0,   0,   0,  0,154,  0,   0,  0, 630,  4, 0,  0,0, 782,  0, 128,  0, 57, 19,  0,  121
2138, 14937,9,1,2,0, 612, 6528,5,   0, 368, 273,   0,   0,  49, 161,   0,   0,   0,  0,112,  0,   0,  0, 131,  0, 0,  0,0,  35,  0, 153,  0, 27,  0,  0,   17
2139,  4141,9,3,7,0,2518, 1757,2,   0, 750, 202,   0,   0,   0, 109,   0,   0,   0,  0, 73,  0,   0,  0, 455, 20, 0,  0,0, 233,  0,  62,117,  0, 20, 68,   29
2140, 16678,9,4,9,2,1368, 1121,5,   0, 618, 288,   0,   0,  86,   0,   0,   0,   0,  0,288,  0,   0,  0, 377,  0, 0,  0,0,  73,  0,  82,  0, 74,  0,  0,  103
2141,  7674,9,3,6,0,2201, 3075,1,   0, 924,   0,   0, 303, 199,   0,   0, 303,   0,138,  0,  0,   0,  0, 270,  0, 0,  0,0, 268,  0,  49,  0, 36, 28, 34,   50
2142, 21099,9,1,2,0,1108, 5363,2,   0,1796,   0,   0,   0, 753,   0,   0,   0,   0,237,  0,  0,   0,  0, 460,  0, 0,  0,0, 125,  0, 221,  0, 26, 12, 73,   94
2143, 11741,9,2,4,0,1121, 5689,5,   0,2032,   0,   0,   0, 802,   0,   0,   0,   0,536,  0,  0,   0,  0, 435,  0, 0,  0,0, 116,  0, 143,  0, 63,  0,  0,   66
2144,  4989,9,2,3,0, 477, 7977,2,   0, 582, 776,   0,   0,   0, 519,   0,   0,   0,  0,257,  0,   0,  0, 482,  0, 0,  0,0,  60,  0,  40,  0, 57, 19,110,   56
2145,  8993,9,4,9,2,1070, 1405,2,   0, 837, 246,   0,   0,  51,  13,   0,   0,   0,  0,161,  0,   0,  0, 480, 72, 0,  0,0,   0,  0, 306,139,  0,  0,  0,   47
2146, 19943,9,3,5,0,1619, 3133,2,   0,1120,   0,   0,1026,   0,   0,   0, 623,   0,  0,  0,  0, 403,  0, 781,  0, 0,  0,0, 161,  0, 178,129,117,  0,111,   84
2147, 10840,9,4,8,0,5246,  696,2,   0, 934, 402,   0,   0, 156,   0,   0,   0,   0,  0,282,  0,   0,  0, 348,120, 0,  0,0, 290,  0, 140,  0,  0, 36,  0,   72
2148,  4774,9,4,9,2, 171, 5972,2,   0, 418,   0,   0,   0,  74,   0,   0,   0,   0, 53,  0,  0,   0,  0, 226,  0, 0,  0,0,   0,  0,  65, 50, 25,  8, 38,   29
2149, 12176,9,3,5,0,1687, 3257,2,   0,1203,   0,   0, 340, 215,   0,   0, 340,   0,194,  0,  0,   0,  0, 574,  0, 0,  0,0,  40,  0, 180,200, 48,  0,  0,   46
2150, 14748,9,4,9,2, 250, 2260,5,   0, 318, 208,   0,   0,   0,  98,   0,   0,   0,  0,110,  0,   0,  0, 251,  0, 0,  0,0,   0,  0,  67,  0, 19,  0, 63,   29
2151, 11172,9,1,2,0, 949, 5951,2,   0,1173,   0,   0,   0, 461,   0,   0,   0,   0,139,  0,  0,   0,  0, 311,  0, 0,  0,0, 183,  0,  79, 44, 15,  7, 33,   68
2152, 10993,9,4,9,0, 149, 6520,2,   0, 410,   0,   0,1585,   0,   0,   0,1585,   0,144,  0,  0,   0,  0, 236,  0, 0,  0,0,   0,  0,  30, 36, 11,  0, 31,   44
2153,  9348,9,1,1,0, 265, 7744,2,   0, 767,   0, 958,   0,   0,   0, 760,   0,   0,  0,  0,198,   0,  0, 602,  0, 0,  0,0,   0,  0, 165,  0, 37, 17, 83,  166
2154,  7117,9,1,2,1, 683, 6807,3,   0, 617, 533,   0,   0,  34, 427,   0,   0,   0,  0,106,  0,   0,  0, 517,  0, 0,  0,0,   0,  0,  66,  0, 57, 63, 76,  104
2155,  4387,9,4,9,2,1505, 1164,5,   0, 345, 298,   0,   0,  56,   0,   0,   0,   0,  0,230,  0,   0,  0, 194, 68, 0,  0,0,  58,  0,  37,  0,  0,  0, 30,   71
2156,  6782,9,4,8,0,   0, 9194,2,   0, 293, 579,   0,   0,   0, 393,   0,   0,   0,  0,154,  0,   0,  0, 267, 32, 0,  0,0,   0,  0,  26, 38,  0, 16, 39,   60
2157, 14582,9,4,8,0,1792, 3091,2,   0, 983, 256,   0,   0,   0, 164,   0,   0,   0,  0, 92,  0,   0,  0, 809,  0, 0,  0,0,   0,  0, 174,  0, 48, 18, 90,  177
2158,  4063,9,1,1,0, 331, 6990,1, 156, 668,   0,   0,   0,   0,   0,   0,   0, 156,220,  0,  0,   0,  0, 372,  0, 0,  0,0,   0,  0,  76,  0, 28,  0, 63,   50
2159, 17391,9,3,5,0,1748, 2732,1,   0,1691,   0,   0,   0, 404,   0,   0,   0,   0,173,  0,  0,   0,  0, 499,  0, 0,  0,0, 501,  0, 114, 95, 22,  0, 50,   51
2160, 35777,9,3,7,3,2607, 2177,2,   0, 698, 282,   0,   0,   0, 221,   0,   0,   0,  0, 61,  0,   0,  0, 572,  0, 0,  0,0,   0,  0, 126,243, 40,  0, 60,   86
2161, 28796,1,2,3,0, 880, 5867,5,   0, 251, 224,   0,   0,  31, 137,   0,   0,   0,  0, 70,  0,   0,  0, 105, 17, 0,  0,0,  31,  0,  84,  0,  0,  0,  0,   45
2162,  9942,9,3,5,0,1727, 3252,2,   0, 643, 398,   0,   0,   0, 262,   0,   0,   0,  0,106,  0,   0,  0, 307, 30, 0,  0,0, 223,  0, 113,  0,  0, 16, 76,   25
2163,  3429,9,1,2,1, 990, 4966,3,   0,1309, 953,   0,   0,   0, 558,   0,   0,   0,  0,318,  0,   0,  0, 905, 77, 0,  0,0, 123,  0, 281,  0,  0, 21,130,  207
2164, 14582,9,4,8,0,3288, 1308,2,   0, 557, 133,   0,   0,   0,  65,   0,   0,   0,  0, 52,  0,   0,  0, 445, 16, 0,  0,0,   0,  0, 112,  0,  0,  0,  0,  189
2165, 15062,9,1,2,0,1055, 5273,2,   0,1189,   0, 642,   0,  38,   0, 642,   0,   0,273,  0,  0,   0,  0, 566,  0, 0,  0,0, 176,  0, 136,115, 30, 14, 85,   52
2166,  9940,9,4,8,0, 665, 5988,5,   0, 205, 289,   0,   0,   0, 166,   0,   0,   0,  0,123,  0,   0,  0, 130,  0, 0,  0,0,  14,  0,  61,  0, 23,  0,  0,   23
2167,  4313,9,1,2,1, 583, 6936,2,   0, 610, 840,   0,   0,   0, 682,   0,   0,   0,  0,158,  0,   0,  0, 412,  0, 0,  0,0,  77,  0, 121,  0, 24, 16, 76,   62
2168,  7246,9,4,8,0,1888, 2948,2,   0, 454, 317,   0,   0,   0, 184,   0,   0,   0,  0,100,  0,   0,  0, 318, 33, 0,  0,0,   0,  0, 136,102,  0,  0,  0,   76
2169, 16528,9,2,4,0,1071, 5826,2,   0, 849, 498,   0,   0,   0, 345,   0,   0,   0,  0,153,  0,   0,  0, 569,  0, 0,  0,0, 103,  0, 177, 79, 22,  0, 69,   44
2170, 10282,9,3,6,0,1204, 4545,1,   0, 706,   0,   0, 147,   0,   0,   0, 137,   0,140,  0,  0,   0,  0, 263,  0, 0, 10,0, 227,  0,  76,  0,  0,  0, 80,   25
2171, 11300,9,3,5,4,2695, 1286,2,  30, 145, 162,   0,   0,  25,   0,   0,   0,  30,  0,117,  0,   0,  0,  42, 45, 0,  0,0,   0,  0,  78,  0,  0,  0,  0,    8
2172, 25476,9,1,2,0,1058, 5285,3,   0, 320, 669,   0,   0,   0, 480,   0,   0,   0,  0,150,  0,   0,  0, 212, 39, 0,  0,0,   0,  0, 108,  0,  0,  0,  0,   54
2173, 17851,9,3,7,3,1654, 3930,2,   0, 691, 526,   0,   0,   0, 321,   0,   0,   0,  0,205,  0,   0,  0, 442,  0, 0,  0,0, 138,  0, 111,  0, 30, 28, 93,   48
2174,  3971,9,3,5,0,1041, 4628,2,   0,1494, 533,   0,   0,   0, 490,   0,   0,   0,384,  0,  0,   0,  0, 793, 43, 0,  0,0, 223,  0,  94,134,  0, 86, 83,  179
2175,  7227,9,4,8,0,4718,  795,3,   0, 657, 124,   0,   0, 153,   0,   0,   0,   0,  0,124,  0,   0,  0, 278,  0, 0,  0,0, 142,  0,  84,  0, 28,  0,  0,   91
2176, 11052,9,3,5,4,3157,  560,5,   0, 346,   0,   0,   0,  36,   0,   0,   0,   0, 28,  0,  0,   0,  0, 118,  0, 0,  0,0, 104,  0,  60,  0,  9,  0, 30,   10
2177,  5280,1,2,3,0, 752, 6464,2,   0, 628, 671,   0,   0,   0, 497,   0,   0,   0,  0,129,  0,   0,  0, 383, 45, 0,  0,0, 125,  0, 120,  0,  0, 12,  0,  100
2178, 11478,9,1,2,0, 895, 5987,3,   0, 539,   0,   0,   0, 329,   0,   0,   0,   0, 65,  0,  0,   0,  0,  78,  0, 0,  0,0,   0,  0,  67,  0, 14,  0,  0,   15
2179, 13699,9,2,4,0,1160, 5571,5,   0,1055,   0,   0,   0, 241,   0,   0,   0,   0,273,  0,  0,   0,  0, 364,  0, 0,  0,0, 118,  0,  59,  0, 29, 14, 84,   48
2180, 18283,9,3,5,0,1695, 4521,3,   0,1190,   0,   0,   0, 373,   0,   0,   0,   0,193,  0,  0,   0,  0, 307,  0, 0,  0,0, 211,  0, 106,  0, 22, 10, 49,   61
2181, 14596,9,3,6,0,1375, 4245,2,   0, 878, 797,   0,   0,  22, 797,   0,   0,   0,123,  0,  0,   0,  0, 308,  0, 0,  0,0, 193,  0, 232,  0, 17,  8, 40,  118
2182, 18907,1,3,5,4,3213,  445,2,   0, 574,   0,   0, 400,   0,   0,   0, 186,   0,  0,  0,  0, 214,  0, 324,  0, 0,  0,0, 182,  0,  68, 96, 15,  6, 28,   36
2183, 20679,9,3,5,0,2194, 2536,2,   0,2287, 376,   0,   0,   0, 224,   0,   0,   0,  0,152,  0,   0,  0,1317,  0, 0,  0,0, 682,  0, 288,164, 64,  0,129,  268
2184,  5371,9,3,5,4,3297,  557,2,   0,1608,   0,   0,   0, 255,   0,   0,   0,   0,290,  0,  0,   0,  0, 302,  0, 0,  0,0, 589,  0, 172,  0, 47,  0,  0,   50
2185,  6732,9,4,9,2,1321, 2644,5,   0, 659,   0,   0,   0, 140,   0,   0,   0,   0,189,  0,  0,   0,  0, 179,  0, 0,  0,0,  65,  0,  86,  0, 57,  0,  0,   22
2186, 13670,9,1,2,1,1451, 4642,5,   0, 357, 521,   0,   0,  28, 183,   0,   0,   0,  0,270,  0,   0,  0, 200, 68, 0,  0,0,  87,  0,  42,  0,  0,  0,  0,   58
2187, 24401,9,3,5,0,1664, 3378,2,   0, 851,   0,   0,   0, 122,   0,   0,   0,   0,227,  0,  0,   0,  0, 374,  0, 0,  0,0,  49,  0,  79,  0, 27,  0, 78,   63
2188,  6969,9,4,8,0,1813, 3011,2,   0, 339, 398,   0,   0,   0, 191,   0,   0,   0,  0,161,  0,   0,  0, 246, 46, 0,  0,0,   0,  0,  93,  0,  0,  0,  0,   62
2189, 10354,9,4,8,0,3271, 1315,3,   0,1028,   0,   0,   0, 206,   0,   0,   0,   0,121,  0,  0,   0,  0, 316,  0, 0,  0,0, 131,  0, 254,  0, 19, 13, 61,  108
2190, 21922,9,3,7,0,2463, 1845,2,   0,2283,   0,   0,   0, 421,   0,   0,   0,   0,317,  0,  0,   0,  0, 993,  0, 0,  0,0, 393,  0, 159,124, 93, 14,117,  125
2191, 10481,9,4,8,0,   0,12918,4,   0, 169, 267,   0,   0,   0, 196,   0,   0,   0,  0, 71,  0,   0,  0, 120,  0, 0,  0,0,   0,  0,  49,  0, 36,  0,  0,   19
2192, 21381,9,4,9,2, 154, 6752,2,   0,1355,   0,   0,   0, 674,   0,   0,   0,   0,282,  0,  0,   0,  0, 332,  0, 0,  0,0,   0,  0,  67,  0, 34,  0, 54,   60
2193,  4254,9,1,1,0, 624, 5933,2,   0, 709,   0,   0,1525,  30,   0,   0,1095,   0,  0,  0,  0, 430,  0, 566,  0, 0,  0,0,   0,  0, 113,  0, 34, 57, 69,  109
2194,  9616,9,4,9,2,1251,  897,3,   0, 412, 122,   0,   0,   0,  44,   0,   0,   0,  0, 60,  0,   0,  0, 294, 18, 0,  0,0,  52,  0,  66,  0,  0,  0,  0,   98
2195, 14582,9,4,8,0,1891, 2716,1,   0, 816, 215,   0,   0,   0, 138,   0,   0,   0,  0, 57,  0,   0,  0, 395, 20, 0,  0,0, 302,  0, 119,139,  0,  0,  0,   95
2196, 11844,9,3,6,0,2206, 2626,2,   0,1958, 455,   0,   0,   0, 329,   0,   0,   0,  0,126,  0,   0,  0,1186,  0, 0,  0,0, 582,  0, 190,244, 84, 66,182,  195
2197, 18574,9,2,3,0, 736, 6537,2,  35, 931,   0,   0, 850,   0,   0,   0, 850,  35,295,  0,  0,   0,  0, 525,  0, 0,  0,0,   0,  0, 111,  0, 31,  0,143,   61
2198, 20725,9,3,7,3,3526, 1535,5,   0, 672, 136,   0,   0,   0,  65,   0,   0,   0,  0, 55,  0,   0,  0, 212, 16, 0,  0,0, 284,  0, 176,  0,  0,  0,  0,  118
2199, 19690,9,2,4,0, 440, 8641,2,   0, 678, 462,   0,   0,   0, 338,   0,   0,   0,  0,124,  0,   0,  0, 547,  0, 0,  0,0,  71,  0,  60, 97, 55, 30, 74,   72
2200, 21516,9,4,9,0, 257, 4566,2,   0, 695,   0, 331,   0,   0,   0, 331,   0,   0,119,  0,  0,   0,  0, 405,  0, 0,  0,0,  52,  0, 119, 88, 34, 38, 37,   64
2201, 25461,9,1,2,0,1741, 4155,2,   0, 490, 600,   0,   0,   0, 505,   0,   0,   0,  0, 69,  0,   0,  0, 362, 26, 0,  0,0,   0,  0, 128,119,  0, 12,  0,   38
2202,  4229,9,3,6,0,1192, 4638,2,   0,1133,   0,   0,   0, 321,   0,   0,   0,   0,223,  0,  0,   0,  0, 363,  0, 0,  0,0, 147,  0,  79,  0, 24,  9, 73,   72
2203,  9656,9,3,7,3,2892, 2477,2,   0,1343, 478,   0,   0,   0, 338,   0,   0,   0,  0,140,  0,   0,  0, 522,  0, 0,  0,0, 605,  0, 216,  0, 36, 17, 81,  166
2204,  4094,9,4,9,2,1026, 3195,4,   0, 828,   0,   0, 231, 354,   0,   0,   0,   0,  0,  0,  0, 231,  0, 311,  0, 0,  0,0,  82,  0,  81,  0, 30, 14,  0,   27
2205,  9722,9,4,8,0,   0,11686,4,   0, 441, 652,   0,   0,   0, 489,   0,   0,   0,  0,133,  0,   0,  0, 378, 30, 0,  0,0,   0,  0,  63,  0,  0, 51, 49,   82
2206,  3545,9,3,5,0,1268, 5019,2,   0,2143,   0,   0,   0, 753,   0,   0,   0,   0,235,  0,  0,   0,  0, 619,  0, 0,  0,0, 373,  0, 163,  0, 26, 30, 74,  153
2207,  7957,9,4,9,2,1773,  732,5,   0, 157,  91,   0,   0,  32,   0,   0,   0,   0,  0, 91,  0,   0,  0,  70,  0, 0,  0,0,  19,  0,  36,  0, 11,  0,  0,   18
2208, 11160,9,4,8,0,  65, 8573,2,   0,1186, 156,   0,   0, 711,   0,   0,   0,   0,  0,156,  0,   0,  0, 336,  0, 0,  0,0,   0,  0, 139,  0, 26,  0, 48,   72
2209, 28796,9,2,3,0,1016, 6068,5,   0, 371, 176,   0,   0,   0, 124,   0,   0,   0,  0, 39,  0,   0,  0, 253, 13, 0,  0,0,  35,  0,  83, 72,  0, 15,  0,   33
2210, 13481,9,1,1,0, 877, 5629,5,   0, 481, 483,   0,   0,   0, 210,   0,   0,   0,  0,273,  0,   0,  0, 330,  0, 0,  0,0,  43,  0, 108,  0, 87,  0,  0,   92
2211, 21335,9,4,9,2, 689, 1066,2,   0, 517, 356,   0,   0,   0, 172,   0,   0,   0,  0,140,  0,   0,  0, 254, 44, 0,  0,0,   0,  0, 263,  0,  0,  0,  0,   58
2212, 29265,9,3,5,0,1256, 4911,2,   0,1225,   0, 547,   0,   0,   0, 547,   0,   0,273,  0,  0,   0,  0, 720,  0, 0,  0,0,  46,  0, 186,  0, 80, 18, 86,  182
2213, 12062,9,3,5,0,1643, 3420,1,   0,1253,   0,   0,   0, 359,   0,   0,   0,   0,205,  0,  0,   0,  0, 391,  0, 0,  0,0, 241,  0,  57, 78, 45, 10, 60,   40
2214,  7169,9,4,8,0,   0,12463,2,   0, 332, 468,   0,   0,   0, 382,   0,   0,   0,  0, 86,  0,   0,  0, 294,  0, 0,  0,0,   0,  0,  38,  0, 17,  8, 49,   85
2215, 11298,9,3,5,0,1899, 4335,5,   0, 323, 438,   0,   0,   0, 266,   0,   0,   0,  0,129,  0,   0,  0, 183, 43, 0,  0,0,  31,  0, 109,  0,  0,  0,  0,   21
2216, 13935,9,3,6,0,1887, 2860,2,   0, 460, 661,   0,   0, 160,  70,   0,   0,   0,  0,591,  0,   0,  0, 144,  0, 0,  0,0, 114,  0,  42, 37,  8,  0, 18,   24
2217, 45549,9,1,2,0, 499, 6585,2,   0, 316, 493,   0,   0,   0, 415,   0,   0,   0,  0, 74,  0,   0,  0, 196,  4, 0,  0,0,  39,  0,  81, 54, 14, 22,  0,   22
2218, 14426,9,4,9,0,  80, 5594,3,   0, 885, 640,   0,   0,   0, 640,   0,   0,   0,134,  0,  0,   0,  0, 650,  0, 0,  0,0,   0,  0, 101,119, 26, 17, 85,  103
2219, 19690,9,2,4,0, 396, 8822,2,   0, 526, 490,   0,   0,   0, 382,   0,   0,   0,  0,108,  0,   0,  0, 361,  0, 0,  0,0,  74,  0,  91, 77, 49,  0, 52,   38
2220, 15625,9,1,2,0, 835, 5766,2,   0, 960, 756,   0,   0,   0, 504,   0,   0,   0,  0,201,  0,   0,  0, 651, 51, 0,  0,0,  92,  0, 217,  0,  0, 14, 69,   62
2221,  8919,9,3,6,0,2751, 1501,2,   0, 715, 345,   0,   0,  25, 194,   0,   0,   0,  0,114,  0,   0,  0, 385, 37, 0,  0,0, 213,  0,  92,  0,  0,  0, 55,  105
2222, 17814,9,3,7,3,2604, 2764,2,   0, 931, 413,   0,   0,  43, 293,   0,   0,   0,  0, 92,  0,   0,  0, 565, 28, 0,  0,0,  91,  0, 232,  0,  0,  0, 76,  159
2223, 15068,9,1,2,1,1117, 4876,5,   0, 487, 144,   0,   0,   0,   0,   0,   0,   0,  0,  0,  0,   0,  0, 207,144, 0,  0,0,   0,  0, 280,  0,  0,  0,  0,   50
2224, 11633,9,4,8,0,  67, 8414,5,   0, 301, 357,   0,   0,   0, 222,   0,   0,   0,  0,110,  0,   0,  0, 221, 25, 0,  0,0,   0,  0,  80,  0,  0,  0,  0,  156
2225, 17115,9,2,4,0, 579, 7374,2,   0, 501, 692,   0,   0,   0, 558,   0,   0,   0,  0,109,  0,   0,  0, 219, 25, 0,  0,0, 210,  0,  72,  0,  0,  0, 68,   28
2226, 21559,9,4,9,2,1764, 2000,2,   0, 471, 529,   0,   0,   0, 529,   0,   0,   0,  0,  0,  0,   0,  0, 334,  0, 0,  0,0,  33,  0, 104,  0, 19, 12, 60,   77
2227,  3815,1,3,6,0,1695, 4388,2,   0, 407, 370,   0,   0,   0, 287,   0,   0,   0,  0, 83,  0,   0,  0, 196,  0, 0,  0,0, 159,  0,  52,  0,  9,  4, 27,   29
2228,  4492,9,3,5,0,1570, 3568,1,   0,1154,   0,   0, 262,   0,   0,   0, 262,   0,326,  0,  0,   0,  0, 670,  0, 0,  0,0, 104,  0,  54,  0, 91,  0, 77,   68
2229, 10436,9,3,5,4,2815, 1222,2,   0, 581, 246,   0,   0,   0, 154,   0,   0,   0,  0, 92,  0,   0,  0, 262,  0, 0,  0,0, 254,  0,  65,  0, 19,  9, 43,   49
2230, 22206,9,3,5,0,1670, 3367,4,   0,1262,   0,   0,   0, 466,   0,   0,   0,   0,275,  0,  0,   0,  0, 345,  0, 0,  0,0, 115,  0,  61, 89, 28,  0,  0,   44
2231,  9417,9,3,7,3,2638, 2720,2,   0,1615, 485,   0,   0,  61, 228,   0,   0,   0,  0,202,  0,   0,  0, 981, 55, 0,  0,0, 274,  0, 299,  0,  0,  0,183,  206
2232, 14790,9,3,6,0,2730, 1514,2,   0, 804,   0,   0,   0, 172,   0,   0,   0,   0,123,  0,  0,   0,  0, 237,  0, 0,  0,0, 211,  0,  61,  0, 33,  0, 29,   37
2233, 11079,9,3,7,3,2585, 1738,2,   0,1827, 352,   0,   0, 757,   0,   0,   0,   0,  0,266,  0,   0,  0, 480, 86, 0,  0,0, 482,  0, 108,154,  0,  0,  0,   81
2234, 26378,9,3,5,0,2563, 2633,5,   0, 962,   0,   0,   0, 192,   0,   0,   0,   0,169,  0,  0,   0,  0, 271,  0, 0,  0,0, 171,  0, 159,  0, 20, 13, 63,   32
2235, 22819,9,4,9,2, 390, 1625,3,   0, 655, 312,   0,   0,   0, 174,   0,   0,   0,  0,138,  0,   0,  0, 408,  0, 0,  0,0,   0,  0, 247,  0, 36, 17, 82,   56
2236,  5361,9,4,9,2, 787,  890,5,   0, 684, 124,   0,   0,  99,   0,   0,   0,   0,  0,124,  0,   0,  0, 347,  0, 0,  0,0,  65,  0, 173,  0, 66,  0,  0,  121
2237,  4998,9,3,5,4,3487,  202,2,   0,2215,   0,   0, 391, 106,   0,   0,   0,   0,182,  0,  0,   0,  0, 979,  0, 0,391,0, 489,  0, 459,  0, 28, 32, 64,  135
2238,  4668,9,3,7,3,3341, 1554,2,   0,1834,   0,   0,   0, 328,   0,   0,   0,   0,237,  0,  0,   0,  0, 592,  0, 0,  0,0, 327,  0, 350,  0, 39, 31, 78,   50
2239,  4241,9,3,5,0,1120, 4655,2,   0,1034,   0, 328, 111,   0,   0, 328,   0,   0,292,  0,  0,   0,  0, 466,  0, 0,111,0, 190,  0,  86, 74,  0,  0, 61,   76
2240, 13013,9,4,9,2,1556, 2278,2,   0, 628, 147,   0,   0, 373,   0,   0,   0,   0,  0,115,  0,   0,  0, 143, 32, 0,  0,0,   0,  0, 112,  0,  0,  0,  0,   23
2241,  8193,9,4,8,0,4698,  799,3,   0, 330, 215,   0,   0,   0, 138,   0,   0,   0,  0, 77,  0,   0,  0,  95,  0, 0,  0,0, 135,  0, 100,  0, 17,  0,  0,   20
2242, 15209,1,4,9,0,  77, 5115,2,   0, 806,   0,   0,   0, 364,   0,   0,   0,   0,112,  0,  0,   0,  0, 259,  0, 0,  0,0,  31,  0,  40,  0, 11,  5, 24,   39
2243, 18056,9,2,4,0, 364, 8397,2,   0, 307, 443,   0,   0,   0, 332,   0,   0,   0,  0, 91,  0,   0,  0, 237, 20, 0,  0,0,   0,  0,  70, 44,  0, 11, 52,   20
2244, 13783,9,3,6,0,1603, 4108,2,   0, 228,   0,   0,   0,  23,   0,   0,   0,   0,  0,  0,  0,   0,  0,  98,  0, 0,  0,0,  39,  0,  68,  0, 13,  0,  0,   45
2245,  3719,1,2,4,0, 604, 6319,2,   0, 584,   0,   0, 786,   0,   0,   0, 557,   0,  0,  0,  0, 229,  0, 468,  0, 0,  0,0,   0,  0, 116, 50, 55,  0, 52,   44
2246, 16528,9,2,4,0,1101, 5954,2,   0, 294, 533,   0,   0,  10, 410,   0,   0,   0,  0, 98,  0,   0,  0, 188, 25, 0,  0,0,  55,  0,  41, 28,  8, 19, 23,   34
2247, 17797,9,3,7,3,1481, 5202,2,   0, 639, 704,   0,   0,   0, 552,   0,   0,   0,  0,116,  0,   0,  0, 480, 36, 0,  0,0,  77,  0,  82,193,  0, 10, 48,   73
2248, 13259,9,4,8,0,  72, 8013,2,   0, 517, 569,   0,   0, 268,   0,   0,   0,   0,  0,569,  0,   0,  0, 214,  0, 0,  0,0,   0,  0,  35, 17, 18,  0, 26,   21
2249,  4481,1,2,4,0,1516, 4979,2,   0, 600, 539,   0,   0,   0, 404,   0,   0,   0,  0,135,  0,   0,  0, 265,  0, 0,  0,0, 263,  0,  72,  0, 17,  0, 39,   81
2250,  6660,9,4,8,0,1894, 2924,1,   0, 231,   0,   0, 525,   0,   0,   0, 258,   0,  0,  0,  0, 208,  0, 111,  0, 0, 59,0,  49,  0,  71,  0,  0,  0,  0,   19
2251, 10235,9,3,5,0,1691, 3323,4,   0, 939,   0,   0,   0, 316,   0,   0,   0,   0,166,  0,  0,   0,  0, 302,  0, 0,  0,0,  78,  0,  77,  0, 51,  0, 56,   42
