HHID,NWEIGHT,QMAIL,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,FUELH2O,ZFUELH2O,WHEATOTH,ZWHEATOT,WHEATSIZ,ZWHEATSI,WHEATAGE,ZWHEATAG,WHEATNEW,ZWHEATNE,WHEATSEL,ZWHEATSE,WHTSAME,ZWHTSAME,WHPRICE,ZWHPRICE,WHAVAIL,ZWHAVAIL,WHEFFICT,ZWHEFFIC,WHREBATE,ZWHREBAT,SHOWERS,ZSHOWERS,UAUXH2OF,ZUAUXH2O,FAUXH2O,ZFAUXH2O,CENACHP,ZCENACHP,COOLMAIN,ZCOOLMAI,COOLUNIT,ZCOOLUNI,AIRCOND,ZAIRCOND,ACHOUSE,ZACHOUSE,ACROOMS,ZACROOMS,USECENAC,ZUSECENA,FUELCOOL,ZFUELCOO,ACOTHERS,ZACOTHER,AGECENAC,ZAGECENA,ACNEW,ZACNEW,ACSELECT,ZACSELEC,ACREPLAC,ZACREPLA,ACWORK,ZACWORK,ACPRICE,ZACPRICE,ACREPUTE,ZACREPUT,ACEFFICT,ZACEFFIC,ACREBATE,ZACREBAT,NUMBERAC,ZNUMBERA,WWHTPUMP,ZWWHTPUM,WWACAGE,ZWWACAGE,USEWWAC,ZUSEWWAC,LGT12,ZLGT12,FLRLGT12,ZFLLGT12,LGT4,ZLGT4,FLRLGT4,ZFLRLGT4,LGT1,ZLGT1,FLRLGT1,ZFLRLGT1,OUTLGTNO,OUTLGTEV,OUTLGTNT,OUTLGTTI,GASLIGHT,OUTLGTHI,OUTLGTLW,OUTLGTDK
5589, 17281,9,3,7,0,2704, 1584,2, 5,0,0,0,2,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 4,0, 0,0, 6,0, 1,0,0,1,0,0,0,0,0,0
5590,  3971,9,3,5,0,1595, 3764,2, 1,0,0,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 1,0, 1,0, 2,0, 0,0, 3,0, 0,0,0,0,1,0,0,0,0,0
5591, 33536,9,4,9,2,1328, 1970,3, 1,0,0,0,2,0,2,0,1,0,9,0,1,0,3,0,1,0,3,0,3,0,1,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,2,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 1,0, 1,0, 2,0, 0,1,0,0,1,0,0,0,1,0
5592,  4910,9,4,9,2, 126, 5898,2, 2,0,0,0,2,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 2,0, 0,0, 2,0, 0,0, 0,0,99,0,0,0,0,1,0,0,0,0
5593,  9616,9,4,9,2, 277, 5075,1, 1,0,0,0,2,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 4,0, 0,0, 1,0, 0,0, 0,0,99,0,0,0,0,1,0,0,0,0
5594,  9348,9,1,1,0, 286, 7503,2, 3,0,0,0,0,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,1,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 1,0, 0,0, 4,0, 0,0, 2,0, 0,0,0,1,0,0,0,0,1,0
5595,  7477,9,4,9,0, 123, 4691,2, 1,0,0,0,2,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 3,0, 0,0, 4,0, 0,0,0,1,0,0,0,0,1,0
5596, 15098,9,2,4,0,1167, 5548,2, 1,0,0,0,2,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,2,0, 5,0,0,0,1,0,1,0,9,0,2,0,2,0,1,0,2,0,1,0,3,0,99,0,9,0,9,0,9,0, 0,0,99,0, 3,0, 0,0, 4,0, 0,0,0,1,0,0,0,0,0,0
5597,  8511,9,3,6,0,1557, 4467,2, 1,0,0,0,1,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,0,0,1,0,1,0,1,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 3,0,0,0,2,0,2,0, 0,0,99,0, 2,0, 0,0, 4,0, 0,0,0,0,0,0,0,0,0,0
5598,  5959,9,1,1,0, 889, 5724,2, 3,0,0,0,2,0,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,0,0,0,0,1,0,1,0,0,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,2,0,0,0, 0,0,99,0, 2,0, 0,0, 2,0, 0,0,1,0,0,0,0,0,0,0
5599, 20499,9,4,9,2, 246, 2299,5, 5,0,0,0,6,1,3,1,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,1,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 0,0,99,0, 1,0, 1,0,1,0,0,0,0,0,0,0
5600,  9183,9,2,4,0, 422, 8714,5, 5,0,1,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,0,0,1,0,1,0,1,1,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,6,0,2,1, 0,0,99,0, 2,0, 0,0, 3,0, 0,0,1,0,0,0,0,0,0,0
5601,  4481,9,2,4,0,1221, 5520,2, 1,0,0,0,3,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,2,0,2,0,1,0,9,0,9,0,1,0,1,0,1,0,3,0,99,0,9,0,9,0,9,0, 0,0,99,0, 3,0, 0,0, 3,0, 0,0,0,1,0,1,0,0,0,0
5602,  7342,9,1,2,1,1108, 4909,5, 3,0,1,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 1,0, 0,0, 2,0, 0,0,1,0,0,0,0,0,0,0
5603, 23517,9,4,9,2, 344, 1879,2, 1,0,0,0,2,0,1,0,1,0,9,0,1,0,3,0,1,0,2,0,3,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 2,0, 0,0, 1,0, 0,0,0,0,1,0,0,0,8,0
5604, 13724,9,3,6,0,1961, 3152,2, 5,0,0,0,2,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,1,0,1,0,9,0,2,0,1,0,3,0,2,0,1,0,6,0,99,0,9,0,9,0,9,0, 0,0,99,0, 4,0, 0,0, 2,0, 0,0,0,0,0,0,0,0,1,0
5605, 12390,9,3,5,0,1667, 3372,2, 5,0,0,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,0,0,0,0,1,0,1,0,1,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 2,0,0,0,3,0,3,0, 5,0, 3,0, 4,0, 0,0, 4,0, 0,0,0,1,0,0,0,0,0,0
5606,  6782,9,4,8,0,   0,10456,2, 1,0,0,0,2,0,1,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 3,0, 1,0, 3,0, 0,0,1,0,0,0,0,0,0,0
5607, 16753,9,3,5,0,2230, 2416,1, 5,0,0,0,1,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 2,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,4,0,3,0, 3,0, 0,0, 5,0, 0,0, 2,0, 0,0,0,1,0,0,0,0,1,0
5608,  6736,9,3,5,4,3483,  203,5, 5,0,0,0,1,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,1,99,0,3,1, 5,0,0,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 2,0, 0,0, 6,0, 0,0, 1,0, 1,0,0,0,0,0,0,0,0,0
5609, 10436,9,3,5,4,2551, 1363,2, 1,0,0,0,3,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 2,0, 0,0, 3,0, 0,0,1,0,0,0,0,0,1,0
5610,  3979,9,3,5,0,1875, 3417,2, 1,0,0,0,2,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,2,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 2,0, 0,0, 2,0, 0,0,0,0,1,0,0,0,1,0
5611,  4503,9,1,1,0, 750, 6242,5, 1,0,1,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 2,0, 1,0, 4,0, 1,0, 1,0, 0,0,1,0,0,0,0,0,0,0
5612, 13670,1,1,2,1,1358, 4707,5, 3,0,1,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 1,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,3,0,2,0, 0,0,99,0, 1,0, 0,0, 2,0, 0,0,1,0,0,0,0,0,0,0
5613, 18593,9,3,7,0,2502, 1835,2, 1,0,0,0,2,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 1,0, 0,0, 6,0, 1,0, 4,0, 0,0,0,1,0,0,0,0,0,0
5614,  9829,9,3,7,0,2704, 1584,2, 1,0,0,0,2,0,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,0,0,1,0,1,0,1,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 2,0,0,0,1,0,2,0, 1,0, 0,0, 0,0,99,0, 1,0, 0,0,1,0,0,0,0,0,1,0
5615, 16386,9,3,5,0,1653, 3326,2, 5,0,0,0,3,0,1,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 2,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,2,0,3,0, 0,0,99,0, 0,0,99,0, 1,0, 0,0,1,0,0,1,0,0,0,0
5616,  4111,9,3,5,0,1612, 3700,2, 8,0,0,0,3,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,1,0, 5,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 3,0, 0,0, 2,0, 0,0,0,1,0,0,0,0,1,0
5617, 21516,9,4,9,0, 226, 4697,2, 5,0,0,0,3,0,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 3,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,4,0,1,0, 1,0, 0,0, 3,0, 2,0, 2,0, 1,0,0,0,0,1,0,0,0,0
5618, 14180,9,2,4,0,1091, 5664,2, 2,0,0,0,2,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 3,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,4,0,1,0, 0,0,99,0, 2,0, 0,0, 1,0, 1,0,1,0,0,0,0,0,0,0
5619,  9912,9,1,1,0, 875, 5634,4, 3,0,1,1,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 1,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,6,0,1,0, 0,0,99,0, 3,0, 0,0, 1,0, 0,0,1,0,0,0,0,0,0,0
5620, 19645,9,3,7,3,2501, 1988,1, 5,0,0,0,2,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 2,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,1,0,4,0,3,0, 2,0, 0,0, 2,0, 0,0, 1,0, 0,0,1,0,0,0,0,0,0,0
5621,  3545,9,3,5,0,1270, 4874,2, 1,0,0,0,2,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,2,0, 5,0,0,0,1,0,1,0,9,0,1,0,3,1,3,0,3,0,1,0,1,0,99,0,9,0,9,0,9,0, 1,0, 0,0, 8,0, 0,0,15,0, 0,0,0,1,0,0,0,0,1,0
5622, 21335,9,4,9,2, 742,  995,2, 1,0,0,0,6,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,0,0,1,0,1,0,1,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,2,0,1,0, 0,0,99,0, 3,0, 0,0, 1,0, 0,0,1,0,0,0,0,0,0,0
5623,  4853,9,3,7,3,2840, 2488,3, 1,0,0,0,2,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 4,0, 0,0, 6,0, 1,0,0,1,1,8,0,0,1,0
5624,  4591,9,3,7,0,2351, 2099,2, 5,0,0,0,2,0,1,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,1,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,1,0,1,0,9,0,4,0,9,0,2,0,2,0,1,0,1,0,99,0,9,0,9,0,9,0, 2,0, 0,0,10,0, 0,0,12,0, 4,0,0,1,0,0,0,0,0,0
5625, 24816,9,1,2,1,1358, 4707,5, 1,1,1,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,0,0,0,0,1,0,1,0,1,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,1,0,2,0, 0,0,99,0, 1,0, 0,0, 3,0, 0,0,1,0,0,0,0,0,0,0
5626, 17742,9,3,5,4,2670, 1391,1, 5,0,0,0,6,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 1,0, 0,0, 0,0,99,0,1,0,0,0,0,0,0,0
5627, 25347,9,4,9,2, 842, 2036,2, 5,0,0,0,6,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 4,0, 0,0, 4,0, 0,0,1,1,0,0,0,0,0,0
5628, 23064,9,3,7,0,2502, 1835,4, 5,0,0,0,1,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,1,0, 5,0,0,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 1,0, 0,0, 1,0, 0,0, 1,0, 0,0,1,0,1,0,0,0,1,0
5629, 10436,9,3,5,4,2551, 1363,2, 1,0,0,0,2,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,2,0, 5,0,0,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 2,0, 1,0, 1,0, 0,0,0,1,0,0,0,0,1,0
5630,  9252,9,3,5,0,2509, 2469,4, 1,0,0,0,1,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 1,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,2,0,3,0, 1,0, 0,0, 1,0, 0,0, 0,0,99,0,1,0,0,0,0,0,1,0
5631,  4111,9,3,5,0,1612, 3700,2, 8,0,0,0,3,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,1,0, 5,0,1,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,2,0,1,0,9,0,3,0,9,0,3,0,1,0,1,0,3,0,99,0,9,0,9,0,9,0, 6,0, 0,0, 2,0, 0,0, 1,0, 0,0,0,1,0,0,0,1,0,0
5632, 13670,9,1,2,1,1242, 4825,5, 3,0,1,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 1,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 2,0,0,0,2,0,2,0, 0,0,99,0, 0,0,99,0, 5,0, 1,0,0,0,0,0,0,0,0,0
5633, 28110,9,3,5,0, 815, 5132,2, 5,0,0,0,1,1,4,1,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 0,0,99,0, 2,0, 0,0,0,1,0,0,0,0,0,0
5634, 10068,9,3,5,4,4681,   68,5, 1,0,1,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,0,0,1,0,1,0,1,1,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,1,0,1,1, 3,0, 0,0, 3,0, 0,0, 1,0, 0,0,0,0,1,0,0,0,0,0
5635,  5666,9,3,5,4,3483,  203,2, 5,0,0,0,2,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,1,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 5,0, 0,0, 2,0, 0,0,0,0,1,0,0,0,0,0
5636,  8350,9,3,7,0,1997, 3808,2, 5,0,0,0,1,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,2,0, 5,0,0,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 1,0, 0,0, 2,0, 0,0,0,0,1,0,0,0,0,0
5637, 19023,9,3,7,3,2620, 2173,2, 5,0,0,0,1,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,0,0,0,0,1,0,1,0,1,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 2,0,0,0,5,0,3,0, 2,0, 0,0, 2,0, 0,0, 0,0,99,0,0,0,0,1,8,1,1,8
5638, 20126,9,3,5,0, 815, 5132,1, 5,0,0,0,1,0,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 3,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,2,0,1,0, 1,0, 0,0, 0,0,99,0, 1,0, 0,0,0,1,0,0,0,0,1,0
5639, 14347,9,2,3,0, 532, 7420,1, 5,0,0,0,3,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,0,0,0,0,1,0,1,0,1,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 2,0,0,0,2,0,1,0, 0,0,99,0, 1,0, 0,0, 2,0, 1,0,0,0,0,1,0,1,0,0
5640,  9348,9,1,1,0, 286, 7503,2, 5,0,0,0,3,0,1,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 2,0, 1,0, 1,0, 0,0,1,0,0,0,0,0,0,0
5641,  8520,9,4,8,0, 415, 6148,2, 1,0,0,0,3,0,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 1,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,4,0,1,0, 0,0,99,0, 1,0, 0,0, 1,0, 0,0,1,0,0,0,0,0,0,0
5642,  8324,9,1,2,1,1358, 4707,5, 3,0,1,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 2,0, 0,0, 2,0, 0,0,1,0,0,0,0,0,0,0
5643, 22305,9,2,3,0, 755, 6375,2, 5,0,0,0,3,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,2,0, 5,0,0,0,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 4,0, 0,0, 2,0, 0,0,1,0,0,0,0,0,0,0
5644,  4744,9,1,2,0, 923, 6010,3, 5,0,0,0,3,0,1,0,2,0,1,0,9,0,3,0,1,0,1,0,3,0,1,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 1,0,0,0,1,0,2,0,1,0,9,0,9,0,3,0,1,0,1,0,3,0,99,0,9,0,9,0,9,0, 0,0,99,0, 2,0, 1,0, 0,0,99,0,0,1,0,0,0,0,1,0
5645,  8019,9,3,7,3,2521, 2904,3, 5,0,0,0,2,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 1,0, 0,0, 2,0, 0,0,1,0,0,0,0,0,0,0
5646,  9270,9,1,2,0,1224, 4779,5, 1,0,1,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 1,0, 0,0, 1,0, 0,0, 0,0,99,0,1,0,0,0,0,0,0,0
5647, 27608,9,2,3,0, 387, 8417,3, 1,0,0,0,2,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 2,0, 0,0, 1,0, 0,0,0,1,0,0,0,0,1,0
5648,  4853,9,3,7,3,2840, 2488,3, 1,0,0,0,3,0,2,0,2,0,1,0,9,0,2,0,2,0,1,0,3,0,3,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,2,0,2,0,1,0,9,0,9,0,2,0,2,0,1,0,3,0,99,0,9,0,9,0,9,0, 0,0,99,0, 3,0, 2,0, 3,0, 2,0,0,1,0,0,0,0,0,0
5649, 24623,9,3,5,4,2670, 1391,2, 5,0,0,0,2,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,1,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 1,0, 0,0, 6,0, 0,0, 2,0, 0,0,1,0,0,0,0,0,1,0
