HHID,NWEIGHT,QMAIL,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,FUELH2O,ZFUELH2O,WHEATOTH,ZWHEATOT,WHEATSIZ,ZWHEATSI,WHEATAGE,ZWHEATAG,WHEATNEW,ZWHEATNE,WHEATSEL,ZWHEATSE,WHTSAME,ZWHTSAME,WHPRICE,ZWHPRICE,WHAVAIL,ZWHAVAIL,WHEFFICT,ZWHEFFIC,WHREBATE,ZWHREBAT,SHOWERS,ZSHOWERS,UAUXH2OF,ZUAUXH2O,FAUXH2O,ZFAUXH2O,CENACHP,ZCENACHP,COOLMAIN,ZCOOLMAI,COOLUNIT,ZCOOLUNI,AIRCOND,ZAIRCOND,ACHOUSE,ZACHOUSE,ACROOMS,ZACROOMS,USECENAC,ZUSECENA,FUELCOOL,ZFUELCOO,ACOTHERS,ZACOTHER,AGECENAC,ZAGECENA,ACNEW,ZACNEW,ACSELECT,ZACSELEC,ACREPLAC,ZACREPLA,ACWORK,ZACWORK,ACPRICE,ZACPRICE,ACREPUTE,ZACREPUT,ACEFFICT,ZACEFFIC,ACREBATE,ZACREBAT,NUMBERAC,ZNUMBERA,WWHTPUMP,ZWWHTPUM,WWACAGE,ZWWACAGE,USEWWAC,ZUSEWWAC,LGT12,ZLGT12,FLRLGT12,ZFLLGT12,LGT4,ZLGT4,FLRLGT4,ZFLRLGT4,LGT1,ZLGT1,FLRLGT1,ZFLRLGT1,OUTLGTNO,OUTLGTEV,OUTLGTNT,OUTLGTTI,GASLIGHT,OUTLGTHI,OUTLGTLW,OUTLGTDK
2643,  7920,9,3,6,0,2650, 1561,2, 1,0,0,0,2,0,1,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,0,0,1,0,1,0,1,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,2,0,2,0, 0,1,99,0, 0,1,99,0, 1,0, 0,0,1,0,0,0,0,0,0,0
2644, 16424,9,2,3,0,1038, 5479,5, 5,0,1,1,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 0,0,99,0, 3,0, 0,0,0,0,0,0,0,0,0,0
2645,  4709,9,3,5,4,3212,  445,2, 5,0,0,0,2,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,1,0,1,0,0,0,1,0,1,0,99,0,2,1, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 6,0, 0,0, 4,0, 2,0,0,1,0,0,0,0,0,0
2646, 12860,9,3,6,0,1503, 3898,1, 5,0,0,0,1,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 2,0, 0,0, 2,0, 0,0,1,0,0,0,0,0,0,0
2647,  7674,9,3,6,0,1961, 3152,2, 1,0,0,0,1,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,1,0,1,0,0,0,1,0,1,0,99,0,1,0, 5,0,0,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 0,0,99,0, 3,0, 1,0,0,0,0,0,0,1,0,0
2648, 10510,9,1,1,0, 889, 5724,4, 5,0,1,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,0,0,0,0,1,0,1,0,1,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,1,0,1,0, 0,0,99,0, 1,0, 0,0, 2,0, 0,0,0,0,0,0,0,0,0,0
2649, 13432,9,4,8,0,1906, 2881,2, 1,0,0,0,2,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,0,0,0,0,1,0,1,0,2,1, 3,1,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,2,0,2,0, 0,0,99,0, 2,0, 0,0, 2,0, 0,0,1,0,0,0,0,0,1,0
2650,  4207,9,1,1,0, 877, 6080,2, 3,0,0,0,1,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 1,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,2,0,1,0, 0,0,99,0, 1,0, 0,0, 1,0, 0,0,0,0,0,1,0,0,1,0
2651, 19594,9,2,3,0,1083, 5665,2, 2,0,0,0,3,0,1,0,1,0,9,0,0,0,3,0,2,0,2,0,3,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 1,0, 0,0, 1,0, 1,0,0,0,0,1,8,1,0,0
2652, 20958,1,3,7,3,2922, 1383,1, 5,0,0,0,1,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 1,0, 0,0, 1,0, 0,0,0,0,0,0,0,1,1,0
2653, 23987,9,2,3,0, 730, 6660,5, 1,0,1,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 2,0, 0,0, 1,0, 0,0,0,0,0,0,0,0,0,0
2654, 21335,9,4,9,2, 742,  995,2, 1,0,0,0,2,0,1,0,1,0,9,0,1,0,1,0,1,0,1,0,3,0,2,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 4,0, 2,0, 7,0, 0,0,0,1,1,1,0,0,0,0
2655,  5766,9,3,6,0,2028, 2990,3, 1,0,0,0,2,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 2,0, 0,0, 3,0, 0,0, 5,0, 2,0,1,0,0,0,0,0,0,0
2656, 11870,9,3,5,0,2363, 2584,3, 1,0,0,0,2,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 1,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,1,0,3,0, 0,0,99,0, 1,0, 0,0, 2,0, 0,0,0,0,1,0,0,0,1,0
2657, 19645,9,3,7,3,2840, 2488,2, 1,0,0,0,2,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 0,0,99,0, 1,0, 1,0,0,0,0,1,0,0,0,0
2658,  9084,9,3,6,0,1961, 3152,4, 1,0,0,0,1,0,1,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 6,0, 1,0, 3,0, 0,0, 3,0, 0,0,0,0,1,0,0,0,1,0
2659, 10552,9,2,4,0, 305, 8308,2, 1,0,0,0,2,0,1,0,1,0,9,0,0,0,1,0,2,0,1,0,1,0,1,0,0,0,99,0,0,0,0,0,1,0,1,0,1,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,3,0,1,0, 1,0, 1,0, 1,0, 0,0, 2,0, 0,0,1,0,0,0,0,0,0,0
2660,  4063,9,1,1,0, 286, 7503,2, 3,0,0,0,0,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 5,0, 0,0, 4,0, 0,0, 2,0, 0,0,0,1,0,0,0,0,0,0
2661, 23560,9,4,9,2, 706, 2695,2, 5,0,0,0,3,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 0,0,99,0, 2,0, 2,0,0,0,0,0,0,1,0,0
2662,  7486,9,4,9,0,  82, 5392,2, 5,0,0,0,2,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 3,0, 0,0, 2,0, 1,0,0,0,1,0,0,0,1,0
2663,  9883,9,1,1,0, 348, 8005,5, 5,0,0,0,6,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 5,0, 0,0, 5,0, 0,0,0,1,0,0,0,0,1,0
2664, 14596,9,3,6,0,2028, 2990,2, 1,0,0,0,3,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 2,0, 0,0, 2,0, 0,0, 2,0, 0,0,0,0,1,0,0,0,0,0
2665, 20968,9,3,7,3,2620, 2173,2, 2,0,0,0,3,1,2,1,1,1,9,1,1,1,3,1,3,1,3,1,3,1,2,1,0,1,99,0,0,0,0,0,1,0,1,0,2,0, 1,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,3,0,1,0, 1,0, 0,0, 0,0,99,0, 0,0,99,0,0,1,0,0,0,0,0,0
2666, 18597,9,4,9,2, 742,  995,5, 1,0,0,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 2,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,2,0,1,0, 4,0, 0,0, 4,0, 0,0, 2,0, 0,0,0,0,0,0,0,0,0,0
2667, 22556,9,2,4,0, 417, 8304,3, 1,0,0,0,2,0,1,0,1,0,9,0,1,0,1,0,1,0,2,0,3,0,1,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,1,0, 5,0,0,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 2,0, 0,0, 4,0, 0,0,0,1,0,0,0,0,1,0
2668,  4673,9,2,3,0,1000, 5798,2, 1,0,0,0,2,0,2,0,2,0,1,0,9,0,1,0,1,0,2,0,3,0,3,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,2,0,2,0,1,0,9,0,9,0,1,0,1,0,3,0,3,0,99,0,9,0,9,0,9,0, 0,0,99,0, 7,0, 2,0,15,0, 2,0,0,1,1,0,0,1,0,0
2669, 18632,9,3,7,0,2168, 3390,2, 1,0,0,0,3,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 4,0, 0,0, 5,0, 0,0,0,0,1,0,0,0,1,0
2670, 24383,9,4,9,2, 706, 2695,2, 1,0,0,0,2,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 1,0, 0,0, 3,0, 0,0, 0,0,99,0,1,0,0,0,0,0,1,0
2671, 14767,9,2,4,0, 289, 8679,2, 5,0,0,0,2,0,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 4,0, 0,0, 3,0, 0,0, 2,0, 0,0,1,0,0,0,0,0,0,0
2672, 17834,9,1,1,0, 973, 6198,2, 1,0,0,0,6,0,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 2,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,3,0,1,0, 2,0, 0,0, 5,0, 0,0, 4,0, 1,0,0,1,0,0,0,0,0,0
2673, 15062,9,1,2,0, 937, 5856,2, 3,0,0,0,2,1,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 5,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,5,0,1,0, 0,0,99,0, 6,0, 0,0, 3,0, 0,0,0,1,0,1,0,0,1,0
2674,  4102,9,3,6,0,2650, 1561,2, 5,0,0,0,1,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0,10,0, 2,0, 0,0,99,0, 2,0, 0,0,0,1,0,0,0,0,0,0
2675, 10776,9,2,4,0, 579, 7379,2, 2,0,0,0,3,0,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,1,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 6,0, 0,0, 3,0, 0,0,0,1,0,0,0,0,0,0
2676, 11445,9,4,8,0,  67, 8143,2, 5,0,0,0,6,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 2,0, 0,0, 1,0, 0,0,1,0,0,0,0,0,1,0
2677, 27939,9,4,9,2, 246, 2299,2, 1,0,0,0,2,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 1,0, 1,0, 0,0,99,0,1,0,0,0,0,0,1,0
2678, 18593,9,3,7,0,2189, 3321,2, 1,0,0,0,2,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 5,0, 1,0, 2,0, 0,0,1,0,0,0,0,0,0,0
2679,  5371,9,3,5,4,3506,  384,2, 5,0,0,0,2,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,1,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 4,0, 1,0, 5,0, 3,0,1,0,0,0,0,0,0,0
2680,  8096,9,2,4,0, 305, 8308,3, 5,0,0,0,1,1,2,1,0,1,9,1,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,1,0,1,0,0,0,1,0,1,0,99,0,3,1, 5,0,0,0,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 1,0, 1,0, 2,0, 1,0,1,0,0,0,0,0,1,0
2681, 22741,9,3,5,0,1547, 4124,2, 5,0,0,0,2,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,2,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 4,0, 0,0, 2,0, 0,0, 2,0, 0,0,1,0,0,0,0,0,1,0
2682,  9656,9,3,7,3,2521, 2904,2, 1,0,0,0,3,0,1,0,0,1,9,1,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,1, 5,0,0,0,1,0,0,1,9,1,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 2,0, 0,0, 2,0, 0,0,0,1,0,0,0,0,0,0
2683, 18871,9,3,6,0,1991, 2784,1, 0,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,0,0,0,0,1,0,1,0,2,0, 2,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,5,0,1,0, 0,1,99,0, 1,1, 0,1, 1,0, 0,0,1,0,0,0,0,0,1,0
2684,  9642,9,3,5,0,2509, 2469,4, 1,0,0,0,2,0,1,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 1,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,2,0,3,0, 2,0, 0,0, 2,0, 0,0, 1,0, 0,0,1,0,0,0,0,0,1,0
2685, 23952,9,2,3,0, 850, 5885,2, 1,0,0,0,2,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,0,0,1,0,1,0,1,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,2,0,2,0, 0,0,99,0, 3,0, 0,0, 3,0, 0,0,0,1,0,0,0,0,0,0
2686, 11187,9,1,1,0, 910, 5648,2, 3,0,0,0,2,0,1,0,1,0,9,0,1,0,3,0,1,0,1,0,3,0,3,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 2,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 2,0,0,0,2,0,3,0, 2,0, 0,0, 1,0, 0,0, 8,0, 3,0,0,1,0,0,0,0,0,0
2687,  3283,9,1,1,0, 889, 5724,2, 3,0,0,0,2,0,2,0,2,0,1,0,9,0,6,0,6,0,6,0,6,0,3,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 4,0, 0,0, 1,0, 0,0,0,1,0,0,0,0,0,0
2688,  3742,9,4,8,0, 415, 6148,2, 5,0,0,0,3,0,2,0,2,0,1,0,9,0,2,0,3,0,2,0,2,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,2,0,2,0,1,0,9,0,9,0,2,0,2,0,2,0,2,0,99,0,9,0,9,0,9,0, 0,0,99,0, 4,0, 0,0, 0,0,99,0,0,0,1,0,0,0,0,0
2689, 25141,9,1,2,0, 952, 5628,4, 1,0,0,0,2,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 3,0, 1,0, 3,0, 0,0,1,0,0,0,0,0,1,0
2690, 22582,9,4,9,2, 344, 1879,4, 1,0,0,0,2,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 3,0, 0,0, 6,0, 0,0,0,0,1,0,0,0,1,0
2691, 18336,9,4,9,2, 722,  948,5, 1,1,1,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 3,0, 0,0, 0,0,99,0, 0,0,99,0,0,0,0,0,0,0,0,0
2692, 16146,9,3,7,3,1271, 5506,2, 1,0,0,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,1,0,0,0,1,0,1,1,99,0,2,1, 5,0,0,0,1,0,1,0,9,0,4,1,9,0,6,0,6,0,6,0,6,0,99,0,9,0,9,0,9,0, 0,0,99,0, 3,0, 1,0, 3,0, 0,0,1,0,0,0,0,0,0,0
2693, 18322,9,3,6,0,1991, 2784,1, 5,0,0,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,1,0, 5,0,0,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 0,0,99,0, 2,0, 1,0,1,0,0,0,0,0,1,0
2694, 24383,9,4,9,2, 883, 2518,2, 1,0,0,0,2,0,2,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 4,0, 0,0, 3,0, 0,0,0,1,0,0,0,0,0,0
2695,  6661,9,4,9,2, 191, 5850,3, 5,0,0,0,2,0,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,1,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 4,0, 0,0, 1,0, 0,0,1,0,0,0,0,0,1,0
2696, 15098,9,2,4,0, 579, 7379,2, 1,0,0,0,2,0,1,0,1,0,9,0,1,0,2,0,1,0,1,0,3,0,3,0,0,0,99,0,0,0,1,0,0,0,1,0,1,0,99,0,1,0, 5,0,0,0,1,0,1,0,9,0,2,0,2,1,2,0,1,0,1,0,2,0,99,0,9,0,9,0,9,0, 0,0,99,0,10,0, 0,0, 8,0, 0,0,0,1,0,0,0,0,0,0
2697, 25393,9,3,6,0,1163, 4461,5, 5,0,0,0,1,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,1,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 4,0, 1,0, 6,0, 1,0, 8,0, 1,0,1,0,0,0,0,0,0,0
2698, 10056,9,3,5,0, 882, 5499,2, 1,0,0,0,2,0,2,0,1,0,9,0,1,0,1,0,1,0,3,0,3,0,3,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 2,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,1,0,3,0, 2,0, 0,0, 2,0, 0,0, 3,0, 0,0,1,0,0,0,0,0,0,0
2699,  5371,9,3,5,4,3506,  384,2, 5,0,0,0,6,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,1,0,1,0,0,0,1,0,1,0,99,0,3,0, 5,0,0,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 2,0, 1,1, 3,0, 2,1,0,1,0,1,0,0,0,0
2700, 24189,9,1,2,1,1242, 4825,4, 1,0,0,0,2,1,4,1,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 0,0,99,0, 1,0, 1,0, 8,0, 0,0,1,0,0,0,0,0,1,0
2701,  9845,9,1,1,0, 392, 7175,4, 5,0,0,0,3,0,1,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,9,0,9,0,9,0,0,0,9,0,99,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,99,0,9,0,9,0,9,0, 1,0, 0,0, 3,0, 1,0, 1,0, 0,0,1,0,0,0,0,0,1,0
2702, 13423,9,3,6,0,1991, 2784,2, 2,0,0,0,1,0,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,3,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 2,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,4,0,1,0, 0,0,99,0, 3,0, 0,0, 2,0, 0,0,1,0,0,0,0,0,0,0
2703, 12645,9,1,1,0, 707, 6522,2, 1,0,0,0,2,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,2,0,0,0,99,0,0,0,0,0,1,0,1,0,2,0, 2,0,9,0,99,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0, 1,0,0,0,3,0,1,0, 0,0,99,0, 2,0, 0,0, 3,0, 0,0,1,0,0,0,0,0,0,0
