year,month,total_therms,premise_count,irp_upc_therms,use_per_customer,scenario_name,month_name
2032,4,8682121.625606954,213725,595.9,40.622864080509785,baseline_monthly,Apr
2032,5,5537870.958589823,213725,595.9,25.911198776885357,baseline_monthly,May
2032,6,1428607.1530206152,213725,595.9,6.684324028637807,baseline_monthly,Jun
2032,7,4260.843226987806,213725,595.9,0.019936101190725492,baseline_monthly,Jul
2032,8,162465.9076070742,213725,595.9,0.7601633295453232,baseline_monthly,Aug
2032,9,923387.3281822171,213725,595.9,4.320446031967328,baseline_monthly,Sep
2032,10,6265253.819985057,213725,595.9,29.31455758561262,baseline_monthly,Oct
2032,11,12725843.628329238,213725,595.9,59.543074644188735,baseline_monthly,Nov
2032,12,15998924.61274763,213725,595.9,74.85752538424438,baseline_monthly,Dec
2033,1,19556028.71030862,213725,588.8,91.50089465578954,baseline_monthly,Jan
2033,2,14347932.93381719,213725,588.8,67.13268421484239,baseline_monthly,Feb
2033,3,12271228.027632553,213725,588.8,57.41596924848545,baseline_monthly,Mar
2033,4,8602395.071708206,213725,588.8,40.24983072503547,baseline_monthly,Apr
2033,5,5487264.233001337,213725,588.8,25.67441447187431,baseline_monthly,May
2033,6,1415719.0886039773,213725,588.8,6.624021937555163,baseline_monthly,Jun
2033,7,4221.728628999524,213725,588.8,0.01975308751432693,baseline_monthly,Jul
2033,8,160933.88219754514,213725,588.8,0.7529951208213599,baseline_monthly,Aug
2033,9,914949.7525158775,213725,588.8,4.280967376375611,baseline_monthly,Sep
2033,10,6208449.72794538,213725,588.8,29.048776361892056,baseline_monthly,Oct
2033,11,12608880.722320523,213725,588.8,58.995815755389046,baseline_monthly,Nov
2033,12,15854450.857860556,213725,588.8,74.18154571463589,baseline_monthly,Dec
2034,1,19405447.197903395,213725,581.8,90.79633733958777,baseline_monthly,Jan
2034,2,14236365.925583387,213725,581.8,66.61067224509715,baseline_monthly,Feb
2034,3,12177588.427796831,213725,581.8,56.97783800583381,baseline_monthly,Mar
2034,4,8538373.76937487,213725,581.8,39.95028082524211,baseline_monthly,Apr
2034,5,5445968.318084551,213725,581.8,25.4811946102915,baseline_monthly,May
2034,6,1404787.7265504661,213725,581.8,6.572875080362457,baseline_monthly,Jun
2034,7,4189.594071378653,213725,581.8,0.019602732817305665,baseline_monthly,Jul
2034,8,159716.76060020065,213725,581.8,0.7473003186346971,baseline_monthly,Aug
2034,9,908079.5189021003,213725,581.8,4.248822172895545,baseline_monthly,Sep
2034,10,6162261.559140945,213725,581.8,28.832666085581682,baseline_monthly,Oct
2034,11,12512092.882933004,213725,581.8,58.54295418380163,baseline_monthly,Nov
2034,12,15733653.260467732,213725,581.8,73.61634465068538,baseline_monthly,Dec
2035,1,19266564.31984739,213725,574.9,90.1465168784531,baseline_monthly,Jan
2035,2,14134024.799875347,213725,574.9,66.13182734764462,baseline_monthly,Feb
2035,3,12088614.959790874,213725,574.9,56.561539173193935,baseline_monthly,Mar
2035,4,8477592.66025181,213725,574.9,39.66589149725961,baseline_monthly,Apr
2035,5,5407504.529533629,213725,574.9,25.30122601255646,baseline_monthly,May
2035,6,1394891.980479536,213725,574.9,6.526573776954199,baseline_monthly,Jun
2035,7,4159.490468091806,213725,574.9,0.01946188077244967,baseline_monthly,Jul
2035,8,158581.4566762603,213725,574.9,0.7419883339630848,baseline_monthly,Aug
2035,9,901572.7395398413,213725,574.9,4.218377539079852,baseline_monthly,Sep
2035,10,6118215.463634887,213725,574.9,28.626578377049416,baseline_monthly,Oct
2035,11,12424709.337185618,213725,574.9,58.134094454020904,baseline_monthly,Nov
2035,12,15624017.165080443,213725,574.9,73.10336724800769,baseline_monthly,Dec
