"PK_Envelope_ID","CK_SiteID","Ceiling Type","Ceiling Area","Ceiling Area_notes","Ceiling Accessible","Ceiling Insulated","Ceiling Insulation Type 1","Ceiling Insulation Thickness 1","Ceiling Insulation Thickness 1_notes","Ceiling Insulation Condition 1","Ceiling Insulation Condition 1_notes","Ceiling Insulation Type 2","Ceiling Insulation Thickness 2","Ceiling Insulation Thickness 2_notes","Ceiling Insulation Condition 2","Ceiling Insulation Condition 2_notes","Ceiling Insulation Type 3","Ceiling Insulation Thickness 3","Ceiling Insulation Thickness 3_notes","Ceiling Insulation Condition 3","Ceiling Insulation Condition 3_notes","Type of Area Above Ceiling","Ceiling Insulation U-Value","Ceiling Insulation U-Value_notes","Ceiling Insulation R-Value","Ceiling Insulation R-Value_notes","Ceiling U-Value for Heat Loss","Ceiling U-Value for Heat Loss_notes","Ceiling Heat Loss Rate (UA)","Ceiling Heat Loss Rate (UA)_notes","Ceiling Notes"
"Envelope_00011948","BLDG_00351","Attic",4492.0000,,"Yes","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,293.2700,,"N/A"
"Envelope_00008819","BLDG_00352","Attic",1344.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0650,,87.7500,,"N/A"
"Envelope_00008820","BLDG_00354","Attic",2336.0000,,"Yes","Yes","Blown cellulose",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0209,,47.8333,,0.0210,,48.8400,,"Couldn't access insulation with tape measure but top of insulation was 2 inches below top of 16 inch retainer board. So 14 inch insulation on average"
"Envelope_00008692","BLDG_00354","Attic",5928.0000,,"No","Yes","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,387.0200,,"N/A"
"Envelope_00008717","BLDG_00355","Roof Deck",2975.0000,,"No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,0.0000,,0.3700,,1100.7500,,"N/A"
"Envelope_00008821","BLDG_00356","Attic",2336.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0650,,152.5100,,"No access"
"Envelope_00008688","BLDG_00357","Attic",4268.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,278.6500,,"N/A"
"Envelope_00008727","BLDG_00358","Attic",3080.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,201.0800,,"N/A"
"Envelope_00008731","BLDG_00360","Attic",2632.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,171.8400,,"N/A"
"Envelope_00008728","BLDG_00361","Attic",5712.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,372.9200,,"N/A"
"Envelope_00008822","BLDG_00362","Attic",7136.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0650,,465.8900,,"N/A"
"Envelope_00008823","BLDG_00363","Attic",2978.0000,,"Yes","Yes","Blown cellulose",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0209,,47.8333,,0.0210,,62.2600,,"N/A"
"Envelope_00008824","BLDG_00364","Attic",3016.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0650,,196.9100,,"N/A"
"Envelope_00008825","BLDG_00365","Attic",2578.0000,,"No","Yes","Blown fiberglass",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0650,,168.3100,,"Homeowner reported. Cant access attic opening without cleaning out the entire closet just about"
"Envelope_00008755","BLDG_00366","Roof Deck",2752.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.1100,,302.8800,,"N/A"
"Envelope_00008826","BLDG_00367","Attic",2000.4000,,"No","Yes","Blown Fiberglass",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0253,,39.5500,,0.0250,,50.5800,,"Property manager thinks its fiberglass blown but not sure"
"Envelope_00008699","BLDG_00368","Attic",4352.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,110.0400,,"N/A"
"Envelope_00008690","BLDG_00369","Attic",3208.0000,,"No","Yes","Fiberglass batts",,"Unknown",1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0650,,209.4400,,"N/A"
"Envelope_00008691","BLDG_00369","Attic",312.0000,,"No","Yes","Fiberglass batts",,"Unknown",1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0650,,20.3700,,"N/A"
"Envelope_00008827","BLDG_00370","Attic",3792.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0650,,247.5700,,"Ceiling not accessible to confirm insulation or framing situation."
"Envelope_00008764","BLDG_00371","Attic",3036.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,198.2100,,"N/A"
"Envelope_00008828","BLDG_00372","Attic",3330.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0650,,217.4100,,"N/A"
"Envelope_00008721","BLDG_00373","Attic",1225.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,79.9800,,"N/A"
"Envelope_00008829","BLDG_00374","Attic",3500.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0650,,228.5100,,"Unit on 1st floor. 2 story building no accessible attic."
"Envelope_00008770","BLDG_00375","Attic",1768.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,115.4300,,"no access"
"Envelope_00008771","BLDG_00376","Attic",2856.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,186.4600,,"N/A"
"Envelope_00008739","BLDG_00377","Roof Deck",2050.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.1100,,225.6200,,"N/A"
"Envelope_00008760","BLDG_00378","Attic",3840.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,250.7000,,"N/A"
"Envelope_00008766","BLDG_00379","Attic",16256.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,1061.3100,,"N/A"
"Envelope_00008767","BLDG_00379","Sloped / Vaulted (no attic)",695.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0200,,13.6700,,"Area over lobby"
"Envelope_00008765","BLDG_00380","Attic",1952.0000,,"Yes","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0533,,18.7550,,0.0530,,104.0800,,"N/A"
"Envelope_00003677","BLDG_00382","Attic",4352.0000,,"Yes","Yes","Blown fiberglass",12.0000,,0.7500,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.2721,,3.6748,,0.2720,,1184.2800,,"Attic installed over old asphalt roof deck"
"Envelope_00003680","BLDG_00383","Sloped / Vaulted (no attic)",6253.1400,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0200,,122.9700,,"N/A"
"Envelope_00003682","BLDG_00384","Sloped / Vaulted (no attic)",6448.0000,,"No","Yes","Blown Fiberglass",18.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0197,,50.8500,,0.0200,,126.8000,,"N/A"
"Envelope_00003683","BLDG_00385","Attic",6670.0000,,"Yes","Yes","Blown fiberglass",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0295,,33.9000,,0.0290,,196.7600,,"N/A"
"Envelope_00003684","BLDG_00386","Attic",1075.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,70.1800,,"N/A"
"Envelope_00003685","BLDG_00386","Attic",1375.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,89.7700,,"N/A"
"Envelope_00003686","BLDG_00386","Attic",700.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,45.7000,,"N/A"
"Envelope_00003687","BLDG_00387","Attic",4142.0000,,"No","Yes","Blown Fiberglass",18.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0197,,50.8500,,0.0200,,81.4600,,"N/A"
"Envelope_00003688","BLDG_00388","Attic",1558.0000,,"Yes","Yes","Blown fiberglass",7.5000,,0.9000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1425,,7.0186,,0.1420,,221.9800,,"N/A"
"Envelope_00003689","BLDG_00389","Attic",1711.6000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,111.7500,,"No access"
"Envelope_00003690","BLDG_00391","Adiabatic",0.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"N/A",,"N/A",0.0000,,0.0000,,"N/A"
"Envelope_00003691","BLDG_00391","Attic",2574.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,168.0500,,"No access. Audited unit on 1st floor"
"Envelope_00003692","BLDG_00392","Attic",666.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,43.4800,,"N/A"
"Envelope_00003693","BLDG_00392","Attic",666.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,43.4800,,"N/A"
"Envelope_00003694","BLDG_00392","Attic",1279.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,83.5000,,"N/A"
"Envelope_00012044","BLDG_00393","Unknown",6090.0000,,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"N/A",,"Unknown",,"N/A",,"Exclude","Unknown"
"Envelope_00003695","BLDG_00394","Attic",6516.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,425.4100,,"Blown celluose as insulation from managers information. Attic to high to access"
"Envelope_00003696","BLDG_00395","Attic",1230.0000,,"Yes","Yes","Blown mineral wool",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0289,,34.6000,,0.0290,,35.5500,,"N/A"
"Envelope_00003697","BLDG_00397","Attic",8892.0000,,"No","Yes","Blown Fiberglass",18.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0197,,50.8500,,0.0200,,174.8700,,"N/A"
"Envelope_00003698","BLDG_00398","Attic",6462.0000,,"Yes","Yes","Blown fiberglass",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0354,,28.2500,,0.0350,,228.7400,,"N/A"
"Envelope_00003700","BLDG_00399","Attic",5260.0000,,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,343.4100,,"N/A"
"Envelope_00003701","BLDG_00399","Adiabatic",0.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"N/A",,"N/A",0.0000,,0.0000,,"N/A"
"Envelope_00003704","BLDG_00401","Attic",2886.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,188.4200,,"N/A"
"Envelope_00003706","BLDG_00402","Attic",4050.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,264.4100,,"No access could not get good thermal scan"
"Envelope_00003710","BLDG_00403","Attic",3674.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,92.9000,,"Audited middle floor unit"
"Envelope_00003711","BLDG_00404","Attic",1311.2500,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,85.6100,,"N/A"
"Envelope_00003713","BLDG_00405","Attic",4472.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,291.9600,,"Cant access"
"Envelope_00003714","BLDG_00406","Attic",1924.0000,,"Yes","Yes","Blown cellulose",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0293,,34.1667,,0.0290,,56.3100,,"N/A"
"Envelope_00003715","BLDG_00407","Attic",1924.0000,,"Yes","Yes","Blown cellulose",10.0000,,0.7500,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.2720,,3.6771,,0.2720,,523.2300,,"N/A"
"Envelope_00003716","BLDG_00408","Attic",5739.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,374.6800,,"attic for whole structure, study unit is on f1, no attic access."
"Envelope_00003717","BLDG_00409","Roof Deck",2568.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.1100,,282.6300,,"N/A"
"Envelope_00003718","BLDG_00410","Roof Deck",13824.0000,,"No","Yes","Blown Fiberglass",18.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0197,,50.8500,,0.0200,,271.8600,,"Flat large scale MF roof"
"Envelope_00003719","BLDG_00411","Attic",3192.0000,,"Yes","Yes","Blown cellulose",10.0000,,0.9000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1263,,7.9151,,0.1260,,403.2800,,"N/A"
"Envelope_00003720","BLDG_00412","Attic",2028.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,132.4000,,"N/A"
"Envelope_00003721","BLDG_00413","Attic",2496.0000,,"Yes","Yes","Fiberglass batts",12.0000,,0.7500,,"Blown cellulose",3.0000,,,"Unknown","Foil-faced polyiscyanurate foam board",,"Unknown",1.0000,,"N/A",0.2647,,3.7785,,0.2650,,660.5800,,"N/A"
"Envelope_00003722","BLDG_00415","Attic",4146.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,270.6800,,"N/A"
"Envelope_00008127","BLDG_00415","Attic",4752.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,310.2400,,"N/A"
"Envelope_00003724","BLDG_00416","Attic",4746.0000,,"Yes","Yes","Blown fiberglass",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0650,,309.8500,,"Info were from building report completed recently"
"Envelope_00003725","BLDG_00417","Attic",2452.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,160.0800,,"N/A"
"Envelope_00003726","BLDG_00418","Attic",2657.5000,,"No","Yes","Blown Fiberglass",18.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0197,,50.8500,,0.0200,,52.2600,,"N/A"
"Envelope_00003727","BLDG_00419","Attic",7007.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,457.4700,,"N/A"
"Envelope_00003731","BLDG_00421","Attic",864.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,56.4100,,"N/A"
"Envelope_00003733","BLDG_00422","Roof Deck",9105.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.1100,,1002.0800,,"N/A"
"Envelope_00003741","BLDG_00424","Attic",3430.0000,,"Yes","Yes","Mixed",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0606,,16.5000,,0.0610,,207.8800,,"Homeowner and shared attic neighbor had insulated with fiberglass batts and blown cellulose respectively, cannot determine other insulation presence"
"Envelope_00003742","BLDG_00424","Attic",1610.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,105.1100,,"N/A"
"Envelope_00003771","BLDG_00425","Attic",1161.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,75.8000,,"N/A"
"Envelope_00003791","BLDG_00426","Attic",2838.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,185.2900,,"N/A"
"Envelope_00008128","BLDG_00427","Attic",6380.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,416.5300,,"N/A"
"Envelope_00003876","BLDG_00430","Attic",1754.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0650,,114.5100,,"No attic access"
"Envelope_00004492","BLDG_00435","Roof Deck",3528.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0250,,89.2000,,"N/A"
"Envelope_00004473","BLDG_00436","Attic",2590.0000,,"Yes","Yes","Blown cellulose",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0390,,25.6250,,0.0390,,101.0700,,"N/A"
"Envelope_00004489","BLDG_00439","Roof Deck",7225.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0250,,182.6800,,"N/A"
"Envelope_00004483","BLDG_00441","Attic",23008.0000,,"No","Yes","Blown Fiberglass",18.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0197,,50.8500,,0.0200,,452.4700,,"N/A"
"Envelope_00004472","BLDG_00443","Attic",11509.0000,,"Yes","Yes","Blown fiberglass",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0644,,15.5375,,0.0640,,740.7200,,"N/A"
"Envelope_00004458","BLDG_00443","Attic",,"Unknown","Yes","Yes","Blown fiberglass",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0440,,,"Exclude","N/A"
"Envelope_00004475","BLDG_00448","Attic",1328.0000,,"Yes","Yes","Saw Dust Insulation",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1429,,7.0000,,0.1430,,189.7100,,"N/A"
"Envelope_00004476","BLDG_00448","Attic",1350.0000,,"Yes","Yes","Fiberglass batts",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0391,,25.5750,,0.0390,,52.7900,,"N/A"
"Envelope_00004452","BLDG_00449","Attic",6960.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,175.9800,,"N/A"
"Envelope_00004486","BLDG_00450","Attic",6840.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,172.9500,,"N/A"
"Envelope_00004487","BLDG_00451","Roof Deck",3467.5000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0250,,87.6700,,"N/A"
"Envelope_00004488","BLDG_00453","Attic",7040.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,310.9100,,"N/A"
"Envelope_00004471","BLDG_00454","Attic",9117.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,402.6400,,"N/A"
"Envelope_00004448","BLDG_00456","Attic",3425.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,86.6000,,"N/A"
"Envelope_00004478","BLDG_00458","Attic",8309.0000,,"No","Yes","Blown Fiberglass",18.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0197,,50.8500,,0.0200,,163.4000,,"N/A"
"Envelope_00004459","BLDG_00459","Attic",4190.0000,,"No","Yes","Blown Fiberglass",18.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0197,,50.8500,,0.0200,,82.4000,,"N/A"
"Envelope_00004484","BLDG_00460","Attic",3881.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,171.4000,,"N/A"
"Envelope_00004466","BLDG_00462","Attic",10560.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,466.3700,,"N/A"
"Envelope_00004564","BLDG_00466","Attic",4304.0000,,"No","Yes","Blown Fiberglass",18.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0197,,50.8500,,0.0200,,84.6400,,"N/A"
"Envelope_00004495","BLDG_00467","Attic",9536.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,421.1400,,"N/A"
"Envelope_00004461","BLDG_00468","Attic",1866.5000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,47.1900,,"N/A"
"Envelope_00004477","BLDG_00470","Attic",3550.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,89.7600,,"N/A"
