"PK_Envelope_ID","CK_SiteID","Ceiling Type","Ceiling Area","Ceiling Area_notes","Ceiling Accessible","Ceiling Insulated","Ceiling Insulation Type 1","Ceiling Insulation Thickness 1","Ceiling Insulation Thickness 1_notes","Ceiling Insulation Condition 1","Ceiling Insulation Condition 1_notes","Ceiling Insulation Type 2","Ceiling Insulation Thickness 2","Ceiling Insulation Thickness 2_notes","Ceiling Insulation Condition 2","Ceiling Insulation Condition 2_notes","Ceiling Insulation Type 3","Ceiling Insulation Thickness 3","Ceiling Insulation Thickness 3_notes","Ceiling Insulation Condition 3","Ceiling Insulation Condition 3_notes","Type of Area Above Ceiling","Ceiling Insulation U-Value","Ceiling Insulation U-Value_notes","Ceiling Insulation R-Value","Ceiling Insulation R-Value_notes","Ceiling U-Value for Heat Loss","Ceiling U-Value for Heat Loss_notes","Ceiling Heat Loss Rate (UA)","Ceiling Heat Loss Rate (UA)_notes","Ceiling Notes"
"Envelope_00000748","BLDG_00001","Attic",4900.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0650,,319.9100,,"Attic not accessible. Unit inspected on first floor. Tenant unaware of roof construction or insulation situation."
"Envelope_00000630","BLDG_00002","Roof Deck",12975.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0250,,328.0700,,"N/A"
"Envelope_00000375","BLDG_00003","Attic",12500.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,552.0500,,"N/A"
"Envelope_00000377","BLDG_00004","Roof Deck",3700.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0250,,93.5500,,"N/A"
"Envelope_00000378","BLDG_00005","Attic",544.0000,,"Yes","Yes","Blown cellulose",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0293,,34.1667,,0.0290,,15.9200,,"N/A"
"Envelope_00000379","BLDG_00005","Attic",544.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,13.7500,,"Mirror of accessible attic"
"Envelope_00000380","BLDG_00005","Attic",1880.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,47.5300,,"N/A"
"Envelope_00000381","BLDG_00009","Attic",3669.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,162.0400,,"N/A"
"Envelope_00000382","BLDG_00010","Roof Deck",2700.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0250,,68.2700,,"N/A"
"Envelope_00000383","BLDG_00016","Attic",21000.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,927.4400,,"N/A"
"Envelope_00000511","BLDG_00020","Attic",5804.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,256.3300,,"N/A"
"Envelope_00000384","BLDG_00022","Attic",3240.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,143.0900,,"N/A"
"Envelope_00000385","BLDG_00022","Sloped / Vaulted (no attic)",720.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0390,,27.8400,,"N/A"
"Envelope_00000631","BLDG_00023","Roof Deck",7980.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,201.7700,,"N/A"
"Envelope_00008405","BLDG_00026","Attic",4356.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,192.3800,,"N/A"
"Envelope_00000641","BLDG_00027","Attic",35000.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,884.9600,,"N/A"
"Envelope_00000376","BLDG_00028","Attic",3061.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,135.1800,,"N/A"
"Envelope_00000386","BLDG_00029","Attic",12045.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,531.9500,,"Could not access"
"Envelope_00000235","BLDG_00030","Attic",11280.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,498.1700,,"N/A"
"Envelope_00000387","BLDG_00031","Attic",1960.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,86.5600,,"N/A"
"Envelope_00000749","BLDG_00032","Attic",4800.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0440,,211.9900,,"N/A"
"Envelope_00000639","BLDG_00034","Attic",1924.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,84.9700,,"N/A"
"Envelope_00000667","BLDG_00035","Attic",5108.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,129.1500,,"N/A"
"Envelope_00000663","BLDG_00037","Attic",6608.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,167.0800,,"N/A"
"Envelope_00000680","BLDG_00037","Attic",3230.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,81.6700,,"Attic access is locked"
"Envelope_00000681","BLDG_00037","Attic",132.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,3.3400,,"N/A"
"Envelope_00000669","BLDG_00038","Roof Deck",4920.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0250,,124.4000,,"N/A"
"Envelope_00000666","BLDG_00039","Attic",2736.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,120.8300,,"No access."
"Envelope_00000678","BLDG_00040","Attic",17525.0000,,"No","Yes","Blown Fiberglass",11.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0322,,31.0750,,0.0320,,563.9600,,"N/A"
"Envelope_00000611","BLDG_00041","Ceiling (Unknown)",8384.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00000750","BLDG_00042","Attic",3623.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0440,,160.0000,,"N/A"
"Envelope_00003388","BLDG_00043","Attic",4576.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,202.0900,,"N/A"
"Envelope_00000640","BLDG_00044","Attic",3535.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,156.1200,,"N/A"
"Envelope_00000664","BLDG_00045","Attic",4454.0000,,"No","Yes","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,196.7000,,"N/A"
"Envelope_00000751","BLDG_00046","Attic",1630.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0440,,71.9900,,"N/A"
"Envelope_00000752","BLDG_00048","Attic",8512.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0440,,375.9200,,"N/A"
"Envelope_00000652","BLDG_00049","Sloped / Vaulted (no attic)",1890.0000,,"Yes","Yes","Fiberglass batts",18.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0163,,61.3800,,0.0160,,30.7900,,"Entire attic not visible"
"Envelope_00000653","BLDG_00049","Attic",3914.0000,,"Yes","Yes","Fiberglass batts",18.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0163,,61.3800,,0.0160,,63.7700,,"N/A"
"Envelope_00000368","BLDG_00050","Attic",2112.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,53.4000,,"N/A"
"Envelope_00000621","BLDG_00051","Ceiling",2875.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",,"Exclude",,"Exclude","4 plex"
"Envelope_00000622","BLDG_00052","Attic",2740.0000,,"Yes","Yes","Blown fiberglass",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1011,,9.8875,,0.1010,,277.1200,,"N/A"
"Envelope_00000675","BLDG_00053","Roof Deck",12100.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0250,,305.9400,,"Didn't go on roof. Space between ceiling and roof deck not accessible"
"Envelope_00000609","BLDG_00054","Attic",5584.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,246.6100,,"N/A"
"Envelope_00000676","BLDG_00057","Attic",4221.0000,,"Yes","Yes","Blown cellulose",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0209,,47.8333,,0.0210,,88.2400,,"N/A"
"Envelope_00000610","BLDG_00058","Attic",6240.0000,,"Yes","Yes","Blown mineral wool",10.0000,,0.7500,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.2760,,3.6230,,0.2760,,1722.3100,,"N/A"
"Envelope_00003389","BLDG_00061","Attic",5814.0000,,"Yes","Yes","Blown Fiberglass",18.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0197,,50.8500,,0.0200,,114.3400,,"N/A"
"Envelope_00000612","BLDG_00062","Attic",12313.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,543.7900,,"N/A"
"Envelope_00000656","BLDG_00063","Roof Deck",3924.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0250,,99.2200,,"N/A"
"Envelope_00000618","BLDG_00064","Attic",1836.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,46.4200,,"Access to the attic"
"Envelope_00000623","BLDG_00065","Attic",5040.0000,,"Yes","Yes","Blown mineral wool",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0991,,10.0917,,0.0990,,499.4200,,"N/A"
"Envelope_00000679","BLDG_00066","Attic",4620.5000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,204.0600,,"No access to attic."
"Envelope_00000673","BLDG_00067","Attic",1939.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,85.6300,,"No attic access from unit"
"Envelope_00000674","BLDG_00067","Sloped / Vaulted (no attic)",479.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0390,,18.5200,,"Vaulted ceiling not accessible"
"Envelope_00000616","BLDG_00068","Attic",9829.0000,,"Yes","Yes","Blown fiberglass",12.0000,,0.9000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1265,,7.9021,,0.1270,,1243.8500,,"N/A"
"Envelope_00000650","BLDG_00069","Attic",4538.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,114.7400,,"N/A"
"Envelope_00000617","BLDG_00070","Attic",14360.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,363.0800,,"N/A"
"Envelope_00000655","BLDG_00071","Attic",10558.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,466.2800,,"N/A"
"Envelope_00000677","BLDG_00071","Attic",27872.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,1230.9300,,"N/A"
"Envelope_00000615","BLDG_00072","Attic",1768.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0440,,78.0800,,"N/A"
"Envelope_00000753","BLDG_00073","Attic",2188.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0440,,96.6300,,"N/A"
"Envelope_00000657","BLDG_00074","Attic",3936.0000,,"No","Yes","Blown Fiberglass",18.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0197,,50.8500,,0.0200,,77.4000,,"N/A"
"Envelope_00000252","BLDG_00075","Attic",5475.0000,,"No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,0.0000,,0.3700,,2025.7500,,"N/A"
"Envelope_00000760","BLDG_00076","Roof Deck",11692.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00000555","BLDG_00077","Attic",6440.0000,,"No","Yes","Blown Fiberglass",18.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0197,,50.8500,,0.0200,,126.6500,,"No access"
"Envelope_00000519","BLDG_00078","Attic",4376.0000,,"Yes","Yes","Blown cellulose",7.5000,,0.9000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1351,,7.4007,,0.1350,,591.2900,,"N/A"
"Envelope_00000535","BLDG_00079","Attic",6464.0000,,"No","Yes","Blown Fiberglass",9.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0393,,25.4250,,0.0390,,254.2400,,"N/A"
"Envelope_00000539","BLDG_00080","Attic",1440.0000,,"No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,0.0000,,0.3700,,532.8000,,"Over second floor"
"Envelope_00000540","BLDG_00080","Attic",5420.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,137.0400,,"Over 3rd floor"
"Envelope_00000522","BLDG_00081","Attic",3500.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0730,,256.4400,,"N/A"
"Envelope_00000523","BLDG_00082","Attic",3105.0000,,"No","Yes","Blown fiberglass",16.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0221,,45.2000,,0.0220,,68.6900,,"N/A"
"Envelope_00000741","BLDG_00083","Attic",2116.0000,,"No","Yes","Blown Fiberglass",18.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0197,,50.8500,,0.0200,,41.6100,,"No access"
"Envelope_00000737","BLDG_00084","Attic",3651.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0730,,267.5000,,"N/A"
"Envelope_00000738","BLDG_00085","Attic",8641.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0730,,633.1100,,"Apt, no access"
"Envelope_00000739","BLDG_00085","Sloped / Vaulted (no attic)",297.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00003390","BLDG_00086","Attic",4352.0000,,"No","Yes","Blown Fiberglass",11.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0322,,31.0750,,0.0320,,140.0500,,"N/A"
"Envelope_00000736","BLDG_00087","Attic",2688.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0730,,196.9500,,"N/A"
"Envelope_00000770","BLDG_00088","Attic",5958.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0730,,436.5300,,"N/A"
"Envelope_00000771","BLDG_00089","Attic",7833.0000,,"No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0730,,573.9100,,"Only access to above stairs, above units was walled in"
"Envelope_00000721","BLDG_00090","Attic",3150.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0730,,230.8000,,"N/A"
"Envelope_00000697","BLDG_00091","Attic",,"Unknown","Yes","Yes","Blown cellulose",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"Unknown",,"Unknown",0.0730,,,"Exclude","N/A"
"Envelope_00000698","BLDG_00092","Attic",4636.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,117.2200,,"N/A"
"Envelope_00000063","BLDG_00093","Attic",4040.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0730,,296.0100,,"N/A"
"Envelope_00000064","BLDG_00094","Attic",8704.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0730,,637.7300,,"N/A"
"Envelope_00000065","BLDG_00095","Attic",9000.0000,,"No","Yes","Blown Fiberglass",18.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0197,,50.8500,,0.0200,,176.9900,,"Attic hatch locked."
"Envelope_00000066","BLDG_00096","Sloped / Vaulted (no attic)",1604.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00000067","BLDG_00097","Attic",1552.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,39.2400,,"Ground floor audited"
"Envelope_00000068","BLDG_00098","Attic",2551.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0730,,186.9100,,"N/A"
"Envelope_00000069","BLDG_00099","Attic",8641.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0730,,633.1100,,"N/A"
"Envelope_00000070","BLDG_00100","Other",80.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",,"Exclude",,"Exclude","1st floor deck overhead"
"Envelope_00000071","BLDG_00100","Sloped / Vaulted (no attic)",720.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00000072","BLDG_00100","Attic",1012.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0730,,74.1500,,"Can't access"
"Envelope_00000073","BLDG_00101","Attic",1142.0000,,"Yes","Yes","Blown fiberglass",5.5000,,0.7500,,"Blown mineral wool",1.0000,,0.7500,,"Blown cellulose",1.0000,,0.7500,,"N/A",0.2896,,3.4534,,0.2900,,330.6900,,"All mixed together"
"Envelope_00000074","BLDG_00102","Attic",5706.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0730,,418.0700,,"N/A"
"Envelope_00000075","BLDG_00103","Attic",1568.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,39.6500,,"N/A"
"Envelope_00000076","BLDG_00105","Attic",3403.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,86.0400,,"N/A"
"Envelope_00000077","BLDG_00106","Attic",2996.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,75.7500,,"Can't access"
"Envelope_00000078","BLDG_00107","Attic",2889.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0730,,211.6700,,"Four corners upper floor 1 bedroom up for each unit"
"Envelope_00000079","BLDG_00108","Attic",9506.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0730,,696.4900,,"No access, third level main building"
"Envelope_00000080","BLDG_00108","Attic",1115.0000,,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0730,,81.6900,,"Two level addition no access"
"Envelope_00000081","BLDG_00109","Attic",3696.0000,,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0730,,270.8000,,"N/A"
"Envelope_00000608","BLDG_00110","Attic",3878.0000,,"No","Yes","Blown Fiberglass",14.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0253,,39.5500,,0.0250,,98.0500,,"N/A"
"Envelope_00000494","BLDG_00112","Attic",5750.0000,,"No","Yes","Blown Fiberglass",11.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",0.0322,,31.0750,,0.0320,,185.0400,,"N/A"
