"PK_WaterDetail_ID","CK_SiteID","CK_RoomID","Room Name","Room Type","Fixture Type","Rated GPM","Rated GPM_Notes","Measured GPM","Measured GPM_Notes","Primary Shower","Secondary Shower Usage","Notes"
"Water_00004438","SITE_01142","Room_00016557","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.8000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00004439","SITE_01142","Room_00016558","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,3.0000,,"N/A","N/A","N/A"
"Water_00004440","SITE_00176","Room_00008175","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,2.0000,,"N/A","N/A","N/A"
"Water_00004441","SITE_00176","Room_00008178","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,1.3000,,"N/A","N/A","N/A"
"Water_00004442","SITE_00176","Room_00008178","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,1.3000,,"N/A","N/A","N/A"
"Water_00004443","SITE_00176","Room_00008178","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,3.8000,,"Secondary","Daily / Almost Daily","N/A"
"Water_00004444","SITE_00044","Room_00006856","Bathroom_6","Bathroom","Bathroom Faucet",2.0000,,1.5000,,"N/A","N/A","N/A"
"Water_00004445","SITE_00044","Room_00006856","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.2000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004446","SITE_00791","Room_00014317","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004447","SITE_00791","Room_00014320","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004448","SITE_00791","Room_00014320","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",3.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004449","SITE_00056","Room_00006960","Bathroom_1","Bathroom","Bathroom Faucet",1.0000,,1.5000,,"N/A","N/A","N/A"
"Water_00004450","SITE_00056","Room_00006960","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004451","SITE_00056","Room_00006961","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004452","SITE_00055","Room_00006952","Bathroom_6","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00004453","SITE_00055","Room_00006952","Bathroom_6","Bathroom","Shower",,"Unknown",2.5000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00004454","SITE_01154","Room_00016661","Kitchen_1","Kitchen","Kitchen Faucet",1.0000,,1.0000,,"N/A","N/A","N/A"
"Water_00004455","SITE_01154","Room_00016663","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,2.0000,,"N/A","N/A","N/A"
"Water_00004456","SITE_01154","Room_00016663","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004457","SITE_00060","Room_00006993","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",4.0000,,"N/A","N/A","N/A"
"Water_00004458","SITE_00060","Room_00006996","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.0000,,"Primary","A few times per week","N/A"
"Water_00004459","SITE_00060","Room_00006996","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,1.5000,,"N/A","N/A","N/A"
"Water_00004460","SITE_00060","Room_00006996","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,1.5000,,"N/A","N/A","N/A"
"Water_00004461","SITE_00144","Room_00007730","Bathroom_1","Bathroom","Shower",,"Unknown",,"Unknown","Unknown","Unknown","Could not measure flow rate due to showerhead size."
"Water_00004462","SITE_00144","Room_00007730","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,2.0000,,"N/A","N/A","N/A"
"Water_00004463","SITE_00144","Room_00007730","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,2.0000,,"N/A","N/A","N/A"
"Water_00004464","SITE_00144","Room_00007737","Bathroom_2","Bathroom","Bathroom Faucet",1.5000,,2.0000,,"N/A","N/A","N/A"
"Water_00004465","SITE_00144","Room_00007737","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",1.5000,,1.5000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00004466","SITE_00144","Room_00007740","Bathroom_3","Bathroom","Bathroom Faucet",1.5000,,1.5000,,"N/A","N/A","N/A"
"Water_00004467","SITE_00144","Room_00007742","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,1.5000,,"N/A","N/A","N/A"
"Water_00004468","SITE_01198","Room_00017063","Bathroom_6","Bathroom","Bathroom Faucet",2.0000,,4.5000,,"N/A","N/A","N/A"
"Water_00004469","SITE_01198","Room_00017063","Bathroom_6","Bathroom","Shower",,"Unknown",,"Unknown","All used about the same","A few times per year","N/A"
"Water_00004470","SITE_01155","Room_00016667","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,2.5000,,"N/A","N/A","N/A"
"Water_00004471","SITE_01155","Room_00016671","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004472","SITE_01155","Room_00016671","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004473","SITE_00146","Room_00007753","Bathroom_6","Bathroom","Bathroom Faucet",1.0000,,2.0000,,"N/A","N/A","N/A"
"Water_00004474","SITE_00146","Room_00007753","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",,"Unknown","All used about the same","Daily / Almost Daily","N/A"
"Water_00004475","SITE_00146","Room_00007756","Bathroom_7","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.0000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00004476","SITE_00146","Room_00007756","Bathroom_7","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004477","SITE_00146","Room_00007756","Bathroom_7","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004478","SITE_00048","Room_00006884","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",3.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004479","SITE_00048","Room_00006884","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004480","SITE_00048","Room_00006883","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004481","SITE_00046","Room_00006865","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00004482","SITE_00046","Room_00006867","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,,"Unknown","N/A","N/A","N/A"
"Water_00004483","SITE_00046","Room_00006867","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,,"Unknown","Primary","Daily / Almost Daily","N/A"
"Water_00004484","SITE_00799","Room_00014400","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,2.5000,,"N/A","N/A","N/A"
"Water_00004485","SITE_00799","Room_00014400","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,2.5000,,"N/A","N/A","N/A"
"Water_00004486","SITE_00799","Room_00014400","Bathroom_1","Bathroom","Shower",,"Unknown",3.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004487","SITE_00799","Room_00014404","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00004488","SITE_00135","Room_00007601","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004489","SITE_00135","Room_00007601","Bathroom_1","Bathroom","Shower",,"Unknown",2.5000,,"Secondary","A few times per week","N/A"
"Water_00004490","SITE_00135","Room_00007603","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004491","SITE_00135","Room_00007603","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004492","SITE_00135","Room_00007609","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",4.0000,,"N/A","N/A","N/A"
"Water_00004493","SITE_00808","Room_00014479","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004494","SITE_00808","Room_00014482","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004495","SITE_00808","Room_00014482","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,1.0000,,"N/A","N/A","N/A"
"Water_00004496","SITE_00055","Room_00006956","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,1.7000,,"N/A","N/A","N/A"
"Water_00004497","SITE_00055","Room_00006956","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",,"Unknown","All used about the same","Daily / Almost Daily","N/A"
"Water_00004498","SITE_00055","Room_00006957","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004499","SITE_01133","Room_00016452","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004500","SITE_01133","Room_00016457","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,2.2000,,"N/A","N/A","N/A"
"Water_00004501","SITE_01133","Room_00016457","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004502","SITE_00154","Room_00007876","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00004503","SITE_00154","Room_00007877","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004504","SITE_00154","Room_00007877","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00004505","SITE_00154","Room_00007884","Bathroom_2","Bathroom","Shower",,"Unknown",2.8000,,"Secondary","A few times per year","N/A"
"Water_00004506","SITE_00154","Room_00007884","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.4000,,"N/A","N/A","N/A"
"Water_00004507","SITE_01198","Room_00017068","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00004508","SITE_01198","Room_00017069","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004509","SITE_01198","Room_00017069","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004510","SITE_00146","Room_00007759","Living Room_1","Living Room","Kitchen Faucet",,"Unknown",3.0000,,"N/A","N/A","N/A"
"Water_00004511","SITE_00146","Room_00007761","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.7000,,"N/A","N/A","N/A"
"Water_00004512","SITE_00146","Room_00007763","Living Room_2","Living Room","Kitchen Faucet",,"Unknown",3.2000,,"N/A","N/A","N/A"
"Water_00004513","SITE_01178","Room_00016843","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",3.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004514","SITE_01178","Room_00016843","Bathroom_6","Bathroom","Bathroom Faucet",2.2000,,2.5000,,"N/A","N/A","N/A"
"Water_00004515","SITE_01114","Room_00016256","Bathroom_6","Bathroom","Bathroom Faucet",2.7500,,3.5000,,"N/A","N/A","N/A"
"Water_00004516","SITE_01114","Room_00016256","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.5000,,"Primary","A few times per week","N/A"
"Water_00004517","SITE_01105","Room_00016169","Bathroom_6","Bathroom","Bathroom Faucet",,"Unknown",3.0000,,"N/A","N/A","N/A"
"Water_00004518","SITE_01105","Room_00016169","Bathroom_6","Bathroom","Bathroom Faucet",,"Unknown",3.0000,,"N/A","N/A","N/A"
"Water_00004519","SITE_01105","Room_00016169","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",4.2000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004520","SITE_01122","Room_00016328","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00004521","SITE_01122","Room_00016331","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,2.5000,,"N/A","N/A","N/A"
"Water_00004522","SITE_01122","Room_00016331","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004523","SITE_01177","Room_00016838","Kitchen_1","Kitchen","Kitchen Faucet",2.0000,,2.5000,,"N/A","N/A","N/A"
"Water_00004524","SITE_01111","Room_00016230","Kitchen_1","Kitchen","Bathroom Faucet",2.0000,,2.5000,,"N/A","N/A","N/A"
"Water_00004525","SITE_01111","Room_00016232","Bathroom_1","Bathroom","Bathroom Faucet",1.0000,,1.5000,,"N/A","N/A","N/A"
"Water_00004526","SITE_01111","Room_00016232","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004527","SITE_00170","Room_00008077","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,1.0000,,"N/A","N/A","N/A"
"Water_00004528","SITE_00170","Room_00008074","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",3.0000,,"N/A","N/A","N/A"
"Water_00004529","SITE_00170","Room_00008081","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004530","SITE_00170","Room_00008081","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.5000,,"Primary","A few times per week","N/A"
"Water_00004531","SITE_00170","Room_00008083","Bathroom_3","Bathroom","Shower",,"Unknown",3.0000,,"Secondary","A few times per week","N/A"
"Water_00004532","SITE_00170","Room_00008083","Bathroom_3","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004533","SITE_01112","Room_00016239","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,3.0000,,"N/A","N/A","N/A"
"Water_00004534","SITE_01112","Room_00016239","Bathroom_1","Bathroom","Shower",2.5000,,3.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004535","SITE_01112","Room_00016240","Bathroom_2","Bathroom","Bathroom Faucet",2.0000,,2.5000,,"N/A","N/A","N/A"
"Water_00004536","SITE_01112","Room_00016240","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",1.5000,,2.0000,,"Secondary","A few times per week","There are two settings on shower 1.0 & 1.5, each testeg .5 gpm higher than rating"
"Water_00004537","SITE_01112","Room_00016242","Kitchen_1","Kitchen","Kitchen Faucet",2.0000,,2.5000,,"N/A","N/A","N/A"
"Water_00004538","SITE_01178","Room_00016846","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,2.4000,,"N/A","N/A","N/A"
"Water_00004539","SITE_01114","Room_00016260","Kitchen_1","Kitchen","Kitchen Faucet",2.7500,,3.0000,,"N/A","N/A","N/A"
"Water_00004540","SITE_01105","Room_00016174","Bathroom_3","Bathroom","Bathroom Faucet",,"Unknown",6.5000,,"N/A","N/A","N/A"
"Water_00004541","SITE_01105","Room_00016176","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",5.0000,,"N/A","N/A","N/A"
"Water_00004542","SITE_01105","Room_00016180","Kitchen_1","Kitchen","Kitchen Faucet",2.0000,,2.5000,,"N/A","N/A","N/A"
"Water_00004543","SITE_01177","Room_00016841","Bathroom_6","Bathroom","Bathroom Faucet",2.0000,,1.0000,,"N/A","N/A","N/A"
"Water_00004544","SITE_01177","Room_00016841","Bathroom_6","Bathroom","Shower",2.5000,,1.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004545","SITE_00172","Room_00008112","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,2.0000,,"N/A","N/A","N/A"
"Water_00004546","SITE_00172","Room_00008112","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.6000,,"Secondary","A few times per month","N/A"
"Water_00004547","SITE_00172","Room_00008113","Laundry_1","Laundry","Bathroom Faucet",2.2000,,2.5000,,"N/A","N/A","N/A"
"Water_00004548","SITE_00172","Room_00008118","Bathroom_3","Bathroom","Bathroom Faucet",,"Unknown",1.0000,,"N/A","N/A","N/A"
"Water_00004549","SITE_00172","Room_00008116","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004550","SITE_00172","Room_00008116","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004551","SITE_00172","Room_00008116","Bathroom_2","Bathroom","Shower",2.5000,,3.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004552","SITE_00172","Room_00008124","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,1.5000,,"N/A","N/A","N/A"
"Water_00004553","SITE_00172","Room_00008124","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,1.5000,,"N/A","N/A","N/A"
"Water_00004554","SITE_00049","Room_00006889","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,2.5000,,"N/A","N/A","N/A"
"Water_00004555","SITE_00049","Room_00006889","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.5000,,"Secondary","A few times per week","N/A"
"Water_00004556","SITE_00049","Room_00006895","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004557","SITE_00049","Room_00006895","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",3.0000,,"N/A","N/A","N/A"
"Water_00004558","SITE_00049","Room_00006896","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,1.5000,,"N/A","N/A","N/A"
"Water_00004559","SITE_00800","Room_00014410","Kitchen_1","Kitchen","Bathroom Faucet",,"Unknown",2.4000,,"N/A","N/A","N/A"
"Water_00004560","SITE_00800","Room_00014414","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.3000,,"N/A","N/A","N/A"
"Water_00004561","SITE_00800","Room_00014414","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",1.5000,,2.4000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004562","SITE_00800","Room_00014417","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,2.2000,,"N/A","N/A","N/A"
"Water_00004563","SITE_00800","Room_00014417","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.2000,,"Primary","Unknown","N/A"
"Water_00004564","SITE_01130","Room_00016420","Kitchen_1","Kitchen","Kitchen Faucet",2.0000,,3.0000,,"N/A","N/A","N/A"
"Water_00004565","SITE_01130","Room_00016422","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",3.0000,,"N/A","N/A","N/A"
"Water_00004566","SITE_01130","Room_00016422","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.7500,,"Primary","Daily / Almost Daily","N/A"
"Water_00004567","SITE_01216","Room_00017352","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004568","SITE_01216","Room_00017356","Bathroom_3","Bathroom","Bathroom Faucet",,"Unknown",,"Unknown","N/A","N/A","Can't measure flow"
"Water_00004569","SITE_01216","Room_00017360","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,1.0000,,"N/A","N/A","N/A"
"Water_00004570","SITE_01216","Room_00017360","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,3.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004571","SITE_01216","Room_00017364","Bathroom_2","Bathroom","Bathroom Faucet",1.5000,,1.2000,,"N/A","N/A","N/A"
"Water_00004572","SITE_01216","Room_00017364","Bathroom_2","Bathroom","Bathroom Faucet",1.5000,,1.4000,,"N/A","N/A","N/A"
"Water_00004573","SITE_01216","Room_00017364","Bathroom_2","Bathroom","Bathtub",,"N/A",,"N/A","N/A","N/A","N/A"
"Water_00004574","SITE_01216","Room_00017364","Bathroom_2","Bathroom","Shower",2.5000,,2.5000,,"Secondary","Daily / Almost Daily","N/A"
"Water_00004575","SITE_00792","Room_00014328","Bathroom_2","Bathroom","Bathroom Faucet",1.5000,,2.0000,,"N/A","N/A","N/A"
"Water_00004576","SITE_00792","Room_00014328","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",1.5000,,1.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004577","SITE_00792","Room_00014332","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,2.2000,,"N/A","N/A","N/A"
"Water_00004578","SITE_00792","Room_00014332","Bathroom_1","Bathroom","Shower",,"Unknown",1.7500,,"Secondary","Daily / Almost Daily","N/A"
"Water_00004579","SITE_00792","Room_00014333","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,2.5000,,"N/A","N/A","N/A"
"Water_00004580","SITE_01161","Room_00016720","Bathroom_6","Bathroom","Bathroom Faucet",2.0000,,2.2500,,"N/A","N/A","N/A"
"Water_00004581","SITE_01161","Room_00016720","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.7500,,"Primary","Daily / Almost Daily","N/A"
"Water_00004582","SITE_01214","Room_00017325","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.2000,,"N/A","N/A","N/A"
"Water_00004583","SITE_01214","Room_00017325","Bathroom_2","Bathroom","Shower",2.0000,,1.6000,,"Secondary","Daily / Almost Daily","N/A"
"Water_00004584","SITE_01214","Room_00017327","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,1.7500,,"N/A","N/A","N/A"
"Water_00004585","SITE_01214","Room_00017327","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,1.6000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004586","SITE_01214","Room_00017330","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.2000,,"N/A","N/A","N/A"
"Water_00004587","SITE_01211","Room_00017263","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,,"Unknown","N/A","N/A","N/A"
"Water_00004588","SITE_01211","Room_00017263","Bathroom_1","Bathroom","Shower",2.5000,,,"Unknown","Never / rarely used","A few times per year","N/A"
"Water_00004589","SITE_01211","Room_00017269","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,,"Unknown","Secondary","A few times per year","N/A"
"Water_00004590","SITE_01211","Room_00017269","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00004591","SITE_01211","Room_00017272","Bathroom_3","Bathroom","Bathroom Faucet",2.0000,,,"Unknown","N/A","N/A","N/A"
"Water_00004592","SITE_01211","Room_00017272","Bathroom_3","Bathroom","Bathroom Faucet",2.0000,,,"Unknown","N/A","N/A","N/A"
"Water_00004593","SITE_01211","Room_00017272","Bathroom_3","Bathroom","Bathtub",,"N/A",,"N/A","N/A","N/A","N/A"
"Water_00004594","SITE_01211","Room_00017272","Bathroom_3","Bathroom","Shower",2.5000,,,"Unknown","Primary","Daily / Almost Daily","1of 2 shower heads"
"Water_00004595","SITE_01211","Room_00017272","Bathroom_3","Bathroom","Shower",2.5000,,,"Unknown","Primary","Daily / Almost Daily","1of 2 showerheads"
"Water_00004596","SITE_01211","Room_00017276","Bathroom_4","Bathroom","Bathroom Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00004597","SITE_01211","Room_00017275","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,,"Unknown","N/A","N/A","N/A"
"Water_00004598","SITE_01174","Room_00016818","Dining Room_1","Dining Room","Kitchen Faucet",2.2000,,1.7000,,"N/A","N/A","N/A"
"Water_00004599","SITE_01174","Room_00016820","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004600","SITE_01174","Room_00016820","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,,"Unknown","All used about the same","Daily / Almost Daily","N/A"
"Water_00004601","SITE_01116","Room_00016278","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,2.0000,,"N/A","N/A","N/A"
"Water_00004602","SITE_01116","Room_00016281","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004603","SITE_01116","Room_00016281","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,2.2000,,"N/A","N/A","N/A"
"Water_00004604","SITE_01173","Room_00016808","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004605","SITE_01173","Room_00016810","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",1.5000,,,"Unknown","Primary","Daily / Almost Daily","N/A"
"Water_00004606","SITE_01173","Room_00016810","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004607","SITE_01176","Room_00016832","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004608","SITE_01176","Room_00016834","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004609","SITE_01176","Room_00016834","Bathroom_1","Bathroom","Shower",,"Unknown",1.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004610","SITE_01107","Room_00016191","Bathroom_6","Bathroom","Shower",1.5000,,1.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004611","SITE_01107","Room_00016191","Bathroom_6","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004612","SITE_01204","Room_00017141","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00004613","SITE_01204","Room_00017146","Bathroom_1","Bathroom","Shower",2.0000,,2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004614","SITE_01204","Room_00017146","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00004615","SITE_01204","Room_00017149","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,,"Unknown","Secondary","A few times per year","Will be primary when it is fixed"
"Water_00004616","SITE_01204","Room_00017149","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00004617","SITE_01126","Room_00016378","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00004618","SITE_01126","Room_00016380","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",3.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00004619","SITE_01126","Room_00016380","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
