"PK_WaterDetail_ID","CK_SiteID","CK_RoomID","Room Name","Room Type","Fixture Type","Rated GPM","Rated GPM_Notes","Measured GPM","Measured GPM_Notes","Primary Shower","Secondary Shower Usage","Notes"
"Water_00001988","SITE_01474","Room_00005630","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00001989","SITE_01474","Room_00005630","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00001990","SITE_01474","Room_00005631","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00001991","SITE_01474","Room_00005642","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00001992","SITE_01475","Room_00005659","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.8000,,"N/A","N/A","N/A"
"Water_00001993","SITE_01475","Room_00005649","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,2.9000,,"N/A","N/A","N/A"
"Water_00001994","SITE_01475","Room_00005649","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,3.2000,,"All used about the same","Unknown","N/A"
"Water_00001995","SITE_01475","Room_00005650","Bathroom_2","Bathroom","Bathroom Faucet",2.2000,,2.5000,,"N/A","N/A","N/A"
"Water_00001996","SITE_01475","Room_00005650","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.3000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00001997","SITE_01476","Room_00005678","Laundry_1","Laundry","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00001998","SITE_01476","Room_00005677","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00001999","SITE_01476","Room_00005663","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00002000","SITE_01476","Room_00005663","Bathroom_1","Bathroom","Bathtub",,"N/A",,"N/A","N/A","N/A","1.5gpm"
"Water_00002001","SITE_01476","Room_00005663","Bathroom_1","Bathroom","Shower",,"Unknown",2.5000,,"Secondary","A few times per week","N/A"
"Water_00002002","SITE_01476","Room_00005664","Bathroom_2","Bathroom","Shower",,"Unknown",2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002003","SITE_01476","Room_00005664","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00002004","SITE_01476","Room_00005664","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00002005","SITE_01476","Room_00005665","Bathroom_3","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00002006","SITE_01476","Room_00005665","Bathroom_3","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00002007","SITE_01476","Room_00005665","Bathroom_3","Bathroom","Bathtub",,"N/A",,"N/A","N/A","N/A","2.5 gpm"
"Water_00002008","SITE_01476","Room_00005665","Bathroom_3","Bathroom","Shower",,"Unknown",1.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002009","SITE_01477","Room_00005694","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00002010","SITE_01477","Room_00005685","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,2.4000,,"N/A","N/A","N/A"
"Water_00002011","SITE_01477","Room_00005685","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.5000,,"Secondary","A few times per month","N/A"
"Water_00002012","SITE_01477","Room_00005686","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","Rated 2.75"
"Water_00002013","SITE_01477","Room_00005686","Bathroom_2","Bathroom","Shower",2.5000,,2.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002014","SITE_01478","Room_00005717","Laundry_1","Laundry","Bathroom Faucet",2.0000,,1.3000,,"N/A","N/A","N/A"
"Water_00002015","SITE_01478","Room_00005700","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,1.1000,,"N/A","N/A","N/A"
"Water_00002016","SITE_01478","Room_00005715","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",0.5000,,"N/A","N/A","N/A"
"Water_00002017","SITE_01478","Room_00005701","Bathroom_2","Bathroom","Shower",1.5000,,1.0000,,"Primary","A few times per month","N/A"
"Water_00002018","SITE_01478","Room_00005702","Bathroom_3","Bathroom","Shower",,"Unknown",1.5000,,"Primary","A few times per week","N/A"
"Water_00002019","SITE_01478","Room_00005702","Bathroom_3","Bathroom","Bathroom Faucet",,"Unknown",0.5800,,"N/A","N/A","N/A"
"Water_00002020","SITE_01479","Room_00005732","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00002021","SITE_01479","Room_00005726","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00002022","SITE_01479","Room_00005726","Bathroom_1","Bathroom","Shower",,"Unknown",,"Unknown","Primary","Daily / Almost Daily","Could not run. Tap was disassembled by owner to clean out ants."
"Water_00002023","SITE_01480","Room_00005748","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,2.0000,,"N/A","N/A","N/A"
"Water_00002024","SITE_01480","Room_00005737","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,2.8000,,"N/A","N/A","N/A"
"Water_00002025","SITE_01480","Room_00005738","Bathroom_2","Bathroom","Bathroom Faucet",2.0000,,2.5000,,"N/A","N/A","N/A"
"Water_00002026","SITE_01480","Room_00005739","Bathroom_3","Bathroom","Shower",2.0000,,2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002027","SITE_01480","Room_00005739","Bathroom_3","Bathroom","Bathroom Faucet",2.0000,,2.4000,,"N/A","N/A","N/A"
"Water_00002028","SITE_01480","Room_00005739","Bathroom_3","Bathroom","Bathroom Faucet",2.0000,,2.4000,,"N/A","N/A","N/A"
"Water_00002029","SITE_01480","Room_00005738","Bathroom_2","Bathroom","Shower",,"Unknown",2.0000,,"Secondary","Daily / Almost Daily","N/A"
"Water_00002030","SITE_01481","Room_00005754","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,1.4000,,"N/A","N/A","N/A"
"Water_00002031","SITE_01481","Room_00005754","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.6000,,"Primary","A few times per year","N/A"
"Water_00002032","SITE_01481","Room_00005759","Kitchen_1","Kitchen","Kitchen Faucet",2.0000,,2.0000,,"N/A","N/A","N/A"
"Water_00002033","SITE_01482","Room_00005771","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,1.5000,,"N/A","N/A","N/A"
"Water_00002034","SITE_01482","Room_00005763","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00002035","SITE_01482","Room_00005763","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",3.0000,,"Secondary","A few times per year","N/A"
"Water_00002036","SITE_01482","Room_00005764","Bathroom_6","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00002037","SITE_01482","Room_00005764","Bathroom_6","Bathroom","Bathroom Faucet",,"Unknown",2.1000,,"N/A","N/A","N/A"
"Water_00002038","SITE_01482","Room_00005764","Bathroom_6","Bathroom","Shower",2.5000,,2.1000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002042","SITE_01484","Room_00005789","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,,"Unknown","N/A","N/A","N/A"
"Water_00002043","SITE_01484","Room_00005789","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",,"Unknown","Never / rarely used","A few times per year","No Gpm info"
"Water_00002044","SITE_01484","Room_00005800","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00002045","SITE_01484","Room_00005790","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00002046","SITE_01484","Room_00005790","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,,"Unknown","Never / rarely used","A few times per year","N/A"
"Water_00002047","SITE_01484","Room_00005791","Bathroom_3","Bathroom","Bathroom Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00002048","SITE_01484","Room_00005791","Bathroom_3","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,,"Unknown","Primary","Daily / Almost Daily","N/A"
"Water_00002049","SITE_01485","Room_00005805","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,3.0000,,"N/A","N/A","N/A"
"Water_00002050","SITE_01485","Room_00005805","Bathroom_1","Bathroom","Shower",,"Unknown",,"Unknown","Primary","Daily / Almost Daily","Massive showerhead"
"Water_00002051","SITE_01485","Room_00005817","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.6000,,"N/A","N/A","N/A"
"Water_00002052","SITE_01485","Room_00005806","Bathroom_2","Bathroom","Bathroom Faucet",2.2000,,1.1000,,"N/A","N/A","N/A"
"Water_00002053","SITE_01485","Room_00005806","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.9000,,"All used about the same","A few times per week","N/A"
"Water_00002054","SITE_01486","Room_00005823","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",4.0000,,"N/A","N/A","N/A"
"Water_00002055","SITE_01486","Room_00005823","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.2000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002056","SITE_01486","Room_00005829","Kitchen_1","Kitchen","Kitchen Faucet",1.8000,,1.5000,,"N/A","N/A","N/A"
"Water_00002057","SITE_01487","Room_00005840","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.5000,,"N/A","N/A","Moen"
"Water_00002058","SITE_01487","Room_00005835","Bathroom_1","Bathroom","Kitchen Faucet",1.5000,,1.5000,,"N/A","N/A","N/A"
"Water_00002059","SITE_01487","Room_00005835","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.6000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002060","SITE_01488","Room_00005856","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,1.7500,,"N/A","N/A","N/A"
"Water_00002061","SITE_01488","Room_00005846","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,3.2000,,"N/A","N/A","N/A"
"Water_00002062","SITE_01488","Room_00005847","Bathroom_2","Bathroom","Bathroom Faucet",2.0000,,2.8000,,"N/A","N/A","N/A"
"Water_00002063","SITE_01488","Room_00005847","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",,"Unknown","Unknown","Never","Not workinh"
"Water_00002064","SITE_01488","Room_00005846","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",1.8000,,1.4000,,"Secondary","Daily / Almost Daily","N/A"
"Water_00002065","SITE_01488","Room_00005845","Basement_1","Basement","Shower",2.5000,,2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002066","SITE_01488","Room_00005845","Basement_1","Basement","Kitchen Faucet",2.2000,,1.5000,,"N/A","N/A","N/A"
"Water_00002067","SITE_01489","Room_00005873","Laundry_1","Laundry","Kitchen Faucet",2.0000,,2.2000,,"N/A","N/A","N/A"
"Water_00002068","SITE_01489","Room_00005872","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",3.0000,,"N/A","N/A","N/A"
"Water_00002069","SITE_01489","Room_00005861","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",3.2000,,"N/A","N/A","Rated 2.5"
"Water_00002070","SITE_01489","Room_00005862","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00002071","SITE_01489","Room_00005862","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.5000,,"Secondary","A few times per month","N/A"
"Water_00002072","SITE_01489","Room_00005863","Bathroom_3","Bathroom","Bathtub",,"N/A",,"N/A","N/A","N/A","N/A"
"Water_00002073","SITE_01489","Room_00005863","Bathroom_3","Bathroom","Bathroom Faucet",,"Unknown",3.0000,,"N/A","N/A","N/A"
"Water_00002074","SITE_01489","Room_00005863","Bathroom_3","Bathroom","Bathroom Faucet",,"Unknown",3.5000,,"N/A","N/A","N/A"
"Water_00002075","SITE_01489","Room_00005863","Bathroom_3","Bathroom","Shower",,"Unknown",3.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002076","SITE_01490","Room_00005880","Bathroom_6","Bathroom","Bathroom Faucet",1.5000,,1.0000,,"N/A","N/A","N/A"
"Water_00002077","SITE_01490","Room_00005880","Bathroom_6","Bathroom","Shower",2.5000,,1.0000,,"Primary","Daily / Almost Daily","Special reducer used by resident."
"Water_00002078","SITE_01491","Room_00005892","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00002079","SITE_01491","Room_00005893","Bathroom_2","Bathroom","Shower",,"Unknown",,"Unknown","Primary","Daily / Almost Daily","N/A"
"Water_00002080","SITE_01491","Room_00005893","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00002081","SITE_01491","Room_00005904","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00002082","SITE_01492","Room_00005914","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,2.2000,,"N/A","N/A","N/A"
"Water_00002083","SITE_01492","Room_00005907","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.3000,,"N/A","N/A","N/A"
"Water_00002084","SITE_01492","Room_00005907","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.3000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002085","SITE_01493","Room_00005930","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,1.6000,,"N/A","N/A","N/A"
"Water_00002086","SITE_01493","Room_00005919","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,1.9000,,"N/A","N/A","N/A"
"Water_00002087","SITE_01493","Room_00005919","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.2000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00002088","SITE_01493","Room_00005920","Bathroom_2","Bathroom","Bathroom Faucet",2.2000,,2.6000,,"N/A","N/A","N/A"
"Water_00002089","SITE_01493","Room_00005920","Bathroom_2","Bathroom","Shower",2.5000,,2.6000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00002090","SITE_01494","Room_00005946","Kitchen_1","Kitchen","Bathroom Faucet",2.2000,,2.0000,,"N/A","N/A","N/A"
"Water_00002091","SITE_01494","Room_00005936","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,1.5000,,"N/A","N/A","N/A"
"Water_00002092","SITE_01494","Room_00005937","Bathroom_2","Bathroom","Bathroom Faucet",2.0000,,1.5000,,"N/A","N/A","N/A"
"Water_00002093","SITE_01494","Room_00005937","Bathroom_2","Bathroom","Bathroom Faucet",2.0000,,1.5000,,"N/A","N/A","N/A"
"Water_00002094","SITE_01494","Room_00005937","Bathroom_2","Bathroom","Shower",,"Unknown",2.2000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002095","SITE_01494","Room_00005938","Bathroom_3","Bathroom","Bathroom Faucet",2.2000,,1.5000,,"N/A","N/A","N/A"
"Water_00002096","SITE_01494","Room_00005938","Bathroom_3","Bathroom","Shower",,"Unknown",3.0000,,"Secondary","A few times per month","N/A"
"Water_00002097","SITE_01495","Room_00005952","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00002098","SITE_01495","Room_00005965","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00002099","SITE_01495","Room_00005966","Laundry_1","Laundry","Kitchen Faucet",2.2000,,,"Unknown","N/A","N/A","N/A"
"Water_00002100","SITE_01495","Room_00005956","Bedroom_1","Bedroom","Bathroom Faucet",1.5000,,,"Unknown","N/A","N/A","N/A"
"Water_00002101","SITE_01495","Room_00005953","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,,"Unknown","Primary","Daily / Almost Daily","N/A"
"Water_00002102","SITE_01495","Room_00005953","Bathroom_2","Bathroom","Bathroom Faucet",1.5000,,,"Unknown","N/A","N/A","N/A"
"Water_00002103","SITE_01495","Room_00005955","Bathroom_6","Bathroom","Shower",,"Unknown",2.5000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00002104","SITE_01495","Room_00005955","Bathroom_6","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00002105","SITE_01496","Room_00005981","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00002106","SITE_01496","Room_00005970","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,1.3000,,"N/A","N/A","N/A"
"Water_00002107","SITE_01496","Room_00005970","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.2500,,"Primary","Daily / Almost Daily","N/A"
"Water_00002108","SITE_01496","Room_00005971","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.1000,,"N/A","N/A","N/A"
"Water_00002109","SITE_01496","Room_00005971","Bathroom_2","Bathroom","Shower",,"Unknown",3.2000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00002110","SITE_01496","Room_00005972","Bathroom_3","Bathroom","Kitchen Faucet",,"Unknown",3.7500,,"N/A","N/A","N/A"
"Water_00002111","SITE_01497","Room_00006004","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.0000,,"N/A","N/A","Low pressure"
"Water_00002112","SITE_01497","Room_00005987","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,1.5000,,"N/A","N/A","N/A"
"Water_00002113","SITE_01497","Room_00005988","Bathroom_2","Bathroom","Bathroom Faucet",2.2000,,1.5000,,"N/A","N/A","N/A"
"Water_00002114","SITE_01497","Room_00005988","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.5000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00002115","SITE_01497","Room_00005989","Bathroom_3","Bathroom","Bathroom Faucet",2.2000,,2.0000,,"N/A","N/A","N/A"
"Water_00002116","SITE_01497","Room_00005989","Bathroom_3","Bathroom","Bathroom Faucet",2.2000,,2.0000,,"N/A","N/A","N/A"
"Water_00002117","SITE_01497","Room_00005989","Bathroom_3","Bathroom","Shower",,"Unknown",2.7000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002118","SITE_01497","Room_00005990","Bathroom_4","Bathroom","Bathroom Faucet",2.2000,,1.3000,,"N/A","N/A","N/A"
"Water_00002119","SITE_01497","Room_00005990","Bathroom_4","Bathroom","Shower",,"Unknown",2.7000,,"Unknown","A few times per year","N/A"
"Water_00002120","SITE_01497","Room_00006006","Office_1","Office","Bathroom Faucet",2.0000,,2.0000,,"N/A","N/A","Includes small, partial bathroom"
"Water_00002121","SITE_01498","Room_00006016","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,2.0000,,"N/A","N/A","N/A"
"Water_00002122","SITE_01498","Room_00006010","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",5.0000,,"N/A","N/A","N/A"
"Water_00002123","SITE_01498","Room_00006010","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,3.5000,,"Never / rarely used","A few times per week","N/A"
"Water_00002124","SITE_01498","Room_00006011","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00002125","SITE_01498","Room_00006011","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.3000,,"N/A","N/A","N/A"
"Water_00002126","SITE_01498","Room_00006011","Bathroom_2","Bathroom","Shower",,"Unknown",,"Unknown","Primary","Daily / Almost Daily","Could not run water, shower actively being cleaned with soap"
"Water_00002127","SITE_01498","Room_00006011","Bathroom_2","Bathroom","Bathtub",,"N/A",,"N/A","N/A","N/A","N/A"
"Water_00002128","SITE_01499","Room_00006029","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,0.5000,,"N/A","N/A","Water main recently broke."
"Water_00002129","SITE_01499","Room_00006021","Bathroom_1","Bathroom","Shower",2.5000,,1.5000,,"Secondary","Unknown","N/A"
"Water_00002130","SITE_01499","Room_00006021","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,2.0000,,"N/A","N/A","N/A"
"Water_00002131","SITE_01499","Room_00006022","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",,"Unknown","N/A","N/A","Valve intentionally shut off by owner."
"Water_00002132","SITE_01499","Room_00006022","Bathroom_2","Bathroom","Shower",2.5000,,1.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002133","SITE_01500","Room_00006033","Bathroom_1","Bathroom","Bathtub",,"N/A",,"N/A","N/A","N/A","N/A"
"Water_00002134","SITE_01500","Room_00006033","Bathroom_1","Bathroom","Shower",2.5000,,1.3000,,"All used about the same","Daily / Almost Daily","Both heads in same place"
"Water_00002135","SITE_01500","Room_00006033","Bathroom_1","Bathroom","Shower",,"Unknown",1.0000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00002136","SITE_01500","Room_00006033","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,1.2000,,"N/A","N/A","N/A"
"Water_00002137","SITE_01500","Room_00006033","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,1.2000,,"N/A","N/A","N/A"
"Water_00002138","SITE_01500","Room_00006034","Bathroom_2","Bathroom","Bathroom Faucet",1.5000,,1.0000,,"N/A","N/A","N/A"
"Water_00002139","SITE_01500","Room_00006034","Bathroom_2","Bathroom","Shower",,"Unknown",1.9000,,"Secondary","Unknown","N/A"
"Water_00002140","SITE_01500","Room_00006045","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,1.2000,,"N/A","N/A","N/A"
"Water_00002141","SITE_01500","Room_00006045","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,1.3000,,"N/A","N/A","N/A"
"Water_00002142","SITE_01500","Room_00006045","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",,"Unknown","N/A","N/A","Stove pot filler"
"Water_00002143","SITE_01500","Room_00006035","Bathroom_3","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","Flow bag"
"Water_00002144","SITE_01500","Room_00006046","Laundry_1","Laundry","Kitchen Faucet",2.2000,,1.5000,,"N/A","N/A","N/A"
"Water_00002145","SITE_01500","Room_00006036","Bathroom_4","Bathroom","Bathroom Faucet",1.5000,,1.2000,,"N/A","N/A","N/A"
"Water_00002146","SITE_01500","Room_00006036","Bathroom_4","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.5000,,"Secondary","A few times per year","N/A"
"Water_00002147","SITE_01500","Room_00006037","Bathroom_6","Bathroom","Shower",,"Unknown",2.5000,,"Unknown","A few times per year","N/A"
"Water_00002148","SITE_01500","Room_00006037","Bathroom_6","Bathroom","Bathroom Faucet",1.0000,,1.3000,,"N/A","N/A","N/A"
"Water_00002149","SITE_01501","Room_00006061","Dining Room_1","Dining Room","Kitchen Faucet",,"Unknown",1.0000,,"N/A","N/A","N/A"
"Water_00002150","SITE_01501","Room_00006053","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.0000,,"N/A","N/A","N/A"
"Water_00002151","SITE_01501","Room_00006053","Bathroom_1","Bathroom","Shower",1.5000,,1.3000,,"Secondary","A few times per year","N/A"
"Water_00002152","SITE_01501","Room_00006054","Bathroom_2","Bathroom","Shower",,"Unknown",2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002153","SITE_01501","Room_00006054","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00002154","SITE_01502","Room_00006080","Laundry_1","Laundry","Kitchen Faucet",2.2000,,2.2000,,"N/A","N/A","Laundry sink"
"Water_00002155","SITE_01502","Room_00006072","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.4000,,"N/A","N/A","N/A"
"Water_00002156","SITE_01502","Room_00006072","Bathroom_1","Bathroom","Shower",,"Unknown",1.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002157","SITE_01502","Room_00006079","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.4000,,"N/A","N/A","N/A"
"Water_00002158","SITE_01502","Room_00006073","Bathroom_6","Bathroom","Bathroom Faucet",2.2000,,1.9000,,"N/A","N/A","N/A"
"Water_00002159","SITE_01502","Room_00006073","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.4000,,"Secondary","A few times per year","N/A"
"Water_00002160","SITE_01503","Room_00006084","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00002161","SITE_01503","Room_00006084","Bathroom_1","Bathroom","Shower",2.5000,,3.5000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00002162","SITE_01503","Room_00006091","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,1.6000,,"N/A","N/A","N/A"
"Water_00002163","SITE_01503","Room_00006085","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.7000,,"N/A","N/A","N/A"
"Water_00002164","SITE_01503","Room_00006085","Bathroom_2","Bathroom","Shower / Bathtub combo with separate valve",,"Unknown",2.4000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00002165","SITE_01504","Room_00006102","Dining Room_1","Dining Room","Kitchen Faucet",2.2000,,1.7000,,"N/A","N/A","N/A"
"Water_00002166","SITE_01504","Room_00006096","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.7000,,"N/A","N/A","N/A"
"Water_00002167","SITE_01504","Room_00006096","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.1000,,"Secondary","A few times per week","N/A"
"Water_00002168","SITE_01504","Room_00006097","Bathroom_2","Bathroom","Shower",2.2000,,2.3000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002169","SITE_01504","Room_00006097","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.7000,,"N/A","N/A","N/A"
"Water_00002170","SITE_01505","Room_00006122","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00002171","SITE_01505","Room_00006109","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00002172","SITE_01505","Room_00006109","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00002173","SITE_01505","Room_00006110","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00002174","SITE_01505","Room_00006110","Bathroom_2","Bathroom","Shower",,"Unknown",3.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00002175","SITE_01505","Room_00006109","Bathroom_1","Bathroom","Shower",,"Unknown",2.4000,,"Secondary","A few times per year","N/A"
"Water_00002176","SITE_01505","Room_00006111","Bathroom_3","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
