"PK_Envelope_ID","CK_SiteID","Wall Type","Wall Sub-Type","Wall Area","Wall Area_notes","Wall Framing Spacing","Wall Framing Spacing_notes","Wall Framing Size","Wall Framing Material","Wall Thickness","Furred Wall","Furred Wall Insulated","Furred Wall Insulation Type","Furred Wall Insulation Thickness","Furred Wall Insulation Thickness_notes","Furred Wall Insulation Condition","Furred Wall Insulation Condition_notes","Wall Cavity Insulated","Wall Cavity Insulation Type 1","Wall Cavity Insulation Thickness 1","Wall Cavity Insulation Thickness 1_notes","Wall Cavity Insulation Condition 1","Wall Cavity Insulation Condition 1_notes","Wall Cavity Insulation Type 2","Wall Cavity Insulation Thickness 2","Wall Cavity Insulation Thickness 2_notes","Wall Cavity Insulation Condition 2","Wall Cavity Insulation Condition 2_notes","Wall Cavity Insulation Type 3","Wall Cavity Insulation Thickness 3","Wall Cavity Insulation Thickness 3_notes","Wall Cavity Insulation Condition 3","Wall Cavity Insulation Condition 3_notes","Wall Exterior Insulated","Wall Exterior Insulation Type 1","Wall Exterior Insulation Thickness 1","Wall Exterior Insulation Thickness 1_notes","Wall Exterior Insulation Condition 1","Wall Exterior Insulation Condition 1_notes","Wall Exterior Insulation Type 2","Wall Exterior Insulation Thickness 2","Wall Exterior Insulation Thickness 2_notes","Wall Exterior Insulation Condition 2","Wall Exterior Insulation Condition 2_notes","Wall Exterior Insulation Type 3","Wall Exterior Insulation Thickness 3","Wall Exterior Insulation Thickness 3_notes","Wall Exterior Insulation Condition 3","Wall Exterior Insulation Condition 3_notes","Wall Insulation U-Value","Wall Insulation U-Value_notes","Wall Insulation R-Value","Wall Insulation R-Value_notes","Basement Walls - Depth Below Grade","Basement Walls - Depth Below Grade_notes","Basement Walls - Height Above Grade","Basement Walls - Height Above Grade_notes","Basement Walls - Percent Below Grade","Basement Walls - Percent Below Grade_notes","Basement Walls - Additional U-Value from Soil","Basement Walls - Additional U-Value from Soil_notes","Wall U-Value for Heat Loss without Soil","Wall U-Value for Heat Loss without Soil_notes","Wall U-Value for Heat Loss including Soil","Wall U-Value for Heat Loss including Soil_notes","Wall Heat Loss Rate (UA)","Wall Heat Loss Rate (UA)_notes","Wall Notes"
"Envelope_00001601","SITE_00242","Framed 2x4","N/A",1384.0000,,,"Unknown","2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,115.9600,,"N/A"
"Envelope_00001602","SITE_00243","Framed 2x6","N/A",612.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,32.6300,,"Unfinished"
"Envelope_00001603","SITE_00243","Masonry (Basement)","Poured Concrete",434.0000,,,"N/A","N/A","N/A","N/A","Yes","No","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,6.5000,,1.2500,,0.8400,,0.1779,,0.4000,,0.1678,,72.8200,,"Unfinished"
"Envelope_00001604","SITE_00243","Framed 2x6","N/A",1695.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,90.3800,,"N/A"
"Envelope_00001605","SITE_00244","Framed 2x6","N/A",1731.0000,,,"Unknown","2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,92.3000,,"R-19 on label"
"Envelope_00001606","SITE_00245","Framed 2x4","N/A",1360.0000,,,"Unknown","2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,132.9400,,"Owner said WAP told her 3"" on trailer and 2x4 additions"
"Envelope_00001607","SITE_00246","Framed 2x4","N/A",1692.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,165.4000,,"N/A"
"Envelope_00001608","SITE_00247","Framed 2x6","N/A",1598.0000,,,"Unknown","2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",6.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0489,,20.4600,,,"N/A",,"N/A",,"N/A",,"N/A",0.0489,,0.0489,,78.1000,,"R21 from NEEM label"
"Envelope_00001609","SITE_00248","Framed 2x6","N/A",1756.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,147.1300,,"N/A"
"Envelope_00001610","SITE_00249","Framed 2x6","N/A",1346.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,71.7700,,"N/A"
"Envelope_00001611","SITE_00250","Framed 2x6","N/A",1465.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,143.2100,,"N/A"
"Envelope_00001612","SITE_00251","Framed 2x4","N/A",1264.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,123.5600,,"N/A"
"Envelope_00001613","SITE_00252","Framed 2x6","N/A",1207.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,64.3600,,"N/A"
"Envelope_00001614","SITE_00253","Framed 2x4","N/A",1580.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,154.4500,,"N/A"
"Envelope_00001615","SITE_00254","Framed 2x3","N/A",1178.0000,,16.0000,,"2x3","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",2.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.1173,,8.5250,,,"N/A",,"N/A",,"N/A",,"N/A",0.1173,,0.1173,,138.1800,,"N/A"
"Envelope_00001616","SITE_00255","Framed 2x4","N/A",1056.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,103.2300,,"N/A"
"Envelope_00001617","SITE_00256","Framed 2x4","N/A",1424.0000,,,"Unknown","2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,139.2000,,"N/A"
"Envelope_00001618","SITE_00257","Framed 2x6","N/A",1330.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,70.9100,,"N/A"
"Envelope_00001619","SITE_00258","Framed 2x4","N/A",1392.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",2.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.1466,,6.8200,,,"N/A",,"N/A",,"N/A",,"N/A",0.1466,,0.1466,,204.1100,,"Thickness estimated from probe"
"Envelope_00001620","SITE_00259","Framed 2x4","N/A",1441.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,120.7400,,"Water heater closet insulated 2x4 panel"
"Envelope_00001621","SITE_00260","Framed 2x6","N/A",1540.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,82.1100,,"Enclosed unconditioned porch off laundry not included in conditioned measurements"
"Envelope_00001622","SITE_00261","Framed 2x4","N/A",1520.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,148.5800,,"N/A"
"Envelope_00001623","SITE_00262","Framed 2x4","N/A",1079.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,105.4700,,"N/A"
"Envelope_00001624","SITE_00263","Framed 2x6","N/A",1865.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,99.4400,,"N/A"
"Envelope_00001625","SITE_00263","Knee Wall","N/A",64.0000,,24.0000,,"2x4","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude",,"Exclude","They forgot to insulate kneewall"
"Envelope_00001626","SITE_00263","Masonry (Basement)","Poured Concrete",1287.5000,,,"N/A","N/A","N/A","N/A","Yes","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,6.5000,,1.3300,,0.8300,,0.1779,,0.0533,,0.0431,,55.5100,,"N/A"
"Envelope_00001627","SITE_00263","Framed 2x6","N/A",692.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,36.9000,,"N/A"
"Envelope_00001628","SITE_00264","Framed 2x6","N/A",1410.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,75.1800,,"Reflective metallic paint on exterior"
"Envelope_00001629","SITE_00265","Framed 2x4","N/A",1516.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Foil-faced polyisocyanurate foam board",0.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0663,,15.0850,,,"N/A",,"N/A",,"N/A",,"N/A",0.0663,,0.0663,,100.5000,,"N/A"
"Envelope_00001630","SITE_00266","Framed 2x6","N/A",1117.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,59.5600,,"N/A"
"Envelope_00001631","SITE_00267","Framed 2x4","N/A",1260.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Expanded polystyrene foam board (white)",1.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0695,,14.3800,,,"N/A",,"N/A",,"N/A",,"N/A",0.0695,,0.0695,,87.6200,,"N/A"
"Envelope_00001632","SITE_00268","Framed 2x4","N/A",1268.0000,,,"Unknown","2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,123.9500,,"No insulation seen behind wall outlets"
"Envelope_00001633","SITE_00269","Framed 2x6","N/A",1560.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,152.4900,,"N/A"
"Envelope_00001634","SITE_00270","Framed 2x4","N/A",998.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,83.6200,,"N/A"
"Envelope_00001635","SITE_00271","Framed 2x4","N/A",1363.6800,,,"Unknown","2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.1466,,6.8200,,,"N/A",,"N/A",,"N/A",,"N/A",0.1466,,0.1466,,199.9500,,"N/A"
"Envelope_00001636","SITE_00271","Framed 2x6","N/A",712.0000,,,"Unknown","2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.1466,,6.8200,,,"N/A",,"N/A",,"N/A",,"N/A",0.1466,,0.1466,,104.4000,,"N/A"
"Envelope_00001637","SITE_00272","Framed 2x4","N/A",996.8000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,97.4400,,"Felt insulation with probe."
"Envelope_00001638","SITE_00273","Framed 2x4","N/A",1036.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,101.2700,,"N/A"
"Envelope_00001639","SITE_00274","Framed 2x6","N/A",1114.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,59.4000,,"N/A"
"Envelope_00001640","SITE_00275","Framed 2x6","N/A",1447.7200,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,77.1900,,"N/A"
"Envelope_00001641","SITE_00276","Framed 2x6","N/A",1008.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,53.7500,,"N/A"
"Envelope_00001642","SITE_00277","Framed 2x6","N/A",1259.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,67.1300,,"N/A"
"Envelope_00002218","SITE_00295","Framed 2x4","N/A",1051.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,88.0600,,"N/A"
"Envelope_00002220","SITE_00296","Framed 2x6","N/A",1155.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,61.5800,,"N/A"
"Envelope_00002249","SITE_00297","Framed 2x6","N/A",928.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",0.2300,,0.2300,,213.4400,,"Probe test revealed no insulation."
"Envelope_00002250","SITE_00297","Masonry (Basement)","Stone",870.0000,,,"N/A","N/A","N/A","N/A","No","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,7.5000,,0.0000,,1.0000,,0.1629,,0.4000,,0.1158,,100.7300,,"N/A"
"Envelope_00002207","SITE_00298","Framed 2x4","N/A",1472.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Blown cellulose",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0836,,11.9583,,,"N/A",,"N/A",,"N/A",,"N/A",0.0836,,0.0836,,123.0900,,"N/A"
"Envelope_00002208","SITE_00298","Masonry (Basement)","Concrete Block",704.0000,,,"N/A","N/A","N/A","N/A","Yes","No","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,6.0000,,1.0000,,0.8600,,0.1866,,0.4000,,0.1662,,117.0200,,"N/A"
"Envelope_00002225","SITE_00299","Framed 2x4","N/A",1196.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,100.2100,,"N/A"
"Envelope_00002244","SITE_00300","Framed 2x6","N/A",1364.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,72.7300,,"N/A"
"Envelope_00002252","SITE_00301","Framed 2x6","N/A",1496.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,79.7700,,"N/A"
