"PK_WindowDetail_ID","CK_SiteID","CK_RoomID","Type","Sub-Type","Area","Area_Notes","Quantity","Quantity_Notes","Frame / Body Type","Glazing Type","Window Direction","Window Frame Category","Glazing Frame Category","U-Value","U-Value_Notes","Window UA","Window UA_Notes","Notes"
"Window_00001555","SITE_00863","Room_00001829","Window","Slider",14.0625,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.2100,,"N/A"
"Window_00001556","SITE_00863","Room_00001828","Window","Slider",2.7778,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.2300,,"N/A"
"Window_00001557","SITE_00863","Room_00001830","Window","Slider",4.0000,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.7700,,"N/A"
"Window_00001558","SITE_00864","Room_00001839","Window","Single-hung",12.8889,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.6900,,"N/A"
"Window_00001559","SITE_00864","Room_00001844","Window","Single-hung",8.0556,,2,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.1100,,"N/A"
"Window_00001560","SITE_00864","Room_00001844","Window","Other",38.8889,,1,,"Wood - bare","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,17.1700,,"N/A"
"Window_00001561","SITE_00864","Room_00001844","Storm Window","Exterior",38.8889,,1,,"N/A","N/A","North","N/A","N/A",,"N/A",,"Unknown","N/A"
"Window_00001562","SITE_00864","Room_00001842","Window","Single-hung",7.9167,,1,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.4900,,"N/A"
"Window_00001563","SITE_00864","Room_00001842","Skylight","Fixed (picture)",2.6667,,1,,"Unknown","Unknown","NW","N/A","N/A",,"Unknown",,"Unknown","N/A"
"Window_00001564","SITE_00864","Room_00001843","Door","Single",17.7778,,1,,"Fiberglass","None","N/A","N/A","N/A",0.8500,,15.1700,,"N/A"
"Window_00001565","SITE_00864","Room_00001841","Door","Single",20.0000,,1,,"Fiberglass","Decorative window (arch, etc.)","N/A","N/A","N/A",0.8500,,17.0700,,"N/A"
"Window_00001566","SITE_00864","Room_00001841","Window","Slider",32.6250,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,14.4000,,"N/A"
"Window_00001567","SITE_00864","Room_00001840","Window","Single-hung",18.5278,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.1800,,"N/A"
"Window_00001568","SITE_00864","Room_00001838","Window","Single-hung",4.1528,,1,,"Vinyl","Double","Unknown","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.8300,,"N/A"
"Window_00001569","SITE_00865","Room_00001858","Window","Slider",7.8203,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.4500,,"N/A"
"Window_00001570","SITE_00865","Room_00001855","Window","Fixed (picture)",5.6389,,2,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.9800,,"N/A"
"Window_00001571","SITE_00865","Room_00001855","Window","Single-hung",18.0686,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.9800,,"N/A"
"Window_00001572","SITE_00865","Room_00001855","Door","Single",20.2500,,1,,"Wood Solid Core","None","N/A","N/A","N/A",0.4000,,8.1000,,"N/A"
"Window_00001573","SITE_00865","Room_00001860","Window","Slider",38.4323,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,16.9700,,"N/A"
"Window_00001574","SITE_00865","Room_00001860","Window","Single-hung",18.2257,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.0500,,"N/A"
"Window_00001575","SITE_00865","Room_00001850","Window","Single-hung",18.0686,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.9800,,"N/A"
"Window_00001576","SITE_00865","Room_00001850","Window","Single-hung",18.0686,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.9800,,"N/A"
"Window_00001577","SITE_00865","Room_00001851","Window","Single-hung",18.1250,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.0000,,"N/A"
"Window_00001578","SITE_00865","Room_00001852","Window","Single-hung",11.7795,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.2000,,"N/A"
"Window_00001579","SITE_00865","Room_00001852","Window","Single-hung",11.7795,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.2000,,"N/A"
"Window_00001580","SITE_00865","Room_00001852","Window","Single-hung",11.7795,,1,,"Vinyl","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.2000,,"N/A"
"Window_00001581","SITE_00865","Room_00001849","Window","Single-hung",3.2500,,1,,"Vinyl","Single","South","Wood, Vinyl, or Fiberglass","Single",0.8500,,2.7700,,"N/A"
"Window_00001582","SITE_00865","Room_00001856","Window","Slider",9.0000,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.9700,,"N/A"
"Window_00001583","SITE_00866","Room_00001873","Window","Single-hung",7.5000,,1,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.3100,,"N/A"
"Window_00001584","SITE_00866","Room_00001871","Door","Single",17.7778,,1,,"Fiberglass","Decorative window (arch, etc.)","N/A","N/A","N/A",0.8500,,15.1700,,"N/A"
"Window_00001585","SITE_00866","Room_00001874","Door","Single",17.7778,,1,,"Fiberglass","None","N/A","N/A","N/A",0.8500,,15.1700,,"N/A"
"Window_00001586","SITE_00866","Room_00001874","Window","Single-hung",10.4722,,3,,"Vinyl","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,13.8700,,"N/A"
"Window_00001587","SITE_00866","Room_00001866","Window","Single-hung",16.9306,,2,,"Vinyl","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,14.9500,,"N/A"
"Window_00001588","SITE_00866","Room_00001864","Window","Single-hung",7.2917,,2,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.4400,,"N/A"
"Window_00001589","SITE_00866","Room_00001870","Window","Single-hung",16.6111,,1,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.3300,,"N/A"
"Window_00001590","SITE_00866","Room_00001875","Window","Single-hung",16.6111,,2,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,14.6700,,"N/A"
"Window_00001591","SITE_00866","Room_00001867","Window","Single-hung",16.6111,,1,,"Vinyl","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.3300,,"N/A"
"Window_00001592","SITE_00866","Room_00001868","Window","Single-hung",16.6111,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.3300,,"N/A"
"Window_00001593","SITE_00866","Room_00001869","Window","Single-hung",16.6111,,1,,"Vinyl","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.3300,,"N/A"
"Window_00001594","SITE_00866","Room_00001865","Skylight","Fixed (picture)",2.6181,,1,,"Unknown","Double","SW","N/A","N/A",0.6000,,1.5700,,"N/A"
"Window_00001595","SITE_00867","Room_00001880","Window","Slider",13.0156,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.7500,,"N/A"
"Window_00001596","SITE_00867","Room_00001881","Window","Slider",12.9181,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.7000,,"N/A"
"Window_00001597","SITE_00867","Room_00001878","Skylight","Fixed (picture)",3.1803,,1,,"Unknown","Double","North","N/A","N/A",0.6000,,1.9100,,"N/A"
"Window_00001598","SITE_00867","Room_00001885","Window","Slider",16.2500,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.1700,,"N/A"
"Window_00001599","SITE_00867","Room_00001885","Window","Slider",16.2500,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.1700,,"N/A"
"Window_00001600","SITE_00867","Room_00001885","Window","Slider",5.3264,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.3500,,"N/A"
"Window_00001601","SITE_00867","Room_00001885","Door","Single",16.6590,,1,,"Fiberglass","Unknown","N/A","N/A","N/A",0.8500,,14.2200,,"N/A"
"Window_00001602","SITE_00867","Room_00001882","Window","Slider",16.6201,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.3400,,"N/A"
"Window_00001603","SITE_00867","Room_00001879","Window","Slider",2.4291,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.0700,,"N/A"
"Window_00001604","SITE_00867","Room_00001879","Skylight","Skylight fixed",3.3611,,1,,"Unknown","Single","South","N/A","N/A",1.3000,,4.3700,,"Looks plastic"
"Window_00001605","SITE_00867","Room_00001887","Window","Sliding glass door",36.4583,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,16.0900,,"Sliding glass door"
"Window_00001606","SITE_00867","Room_00001883","Window","Slider",28.2552,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,12.4700,,"N/A"
"Window_00001607","SITE_00867","Room_00001883","Door","Single",19.6250,,1,,"Fiberglass","None","N/A","N/A","N/A",0.8500,,16.7500,,"N/A"
"Window_00001608","SITE_00868","Room_00001892","Window","Double-hung",16.9306,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.4700,,"N/A"
"Window_00001609","SITE_00868","Room_00001899","Door","Single",16.8889,,1,,"Metal","None","N/A","N/A","N/A",1.2300,,20.7200,,"N/A"
"Window_00001610","SITE_00868","Room_00001890","Window","Double-hung",6.5000,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.8700,,"N/A"
"Window_00001611","SITE_00868","Room_00001898","Window","Double-hung",8.1250,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.5900,,"N/A"
"Window_00001612","SITE_00868","Room_00001898","Window","Double-hung",12.4583,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.5000,,"N/A"
"Window_00001613","SITE_00868","Room_00001900","Window","Double-hung",16.9306,,2,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,14.9500,,"N/A"
"Window_00001614","SITE_00868","Room_00001900","Window","Double-hung",16.9306,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.4700,,"N/A"
"Window_00001615","SITE_00868","Room_00001893","Window","Double-hung",13.5000,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.9600,,"N/A"
"Window_00001616","SITE_00868","Room_00001900","Door","Single",16.8889,,1,,"Metal","None","N/A","N/A","N/A",1.2300,,20.7200,,"N/A"
"Window_00001617","SITE_00868","Room_00001894","Window","Slider",13.2500,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.8500,,"N/A"
"Window_00001618","SITE_00868","Room_00001891","Window","Slider",6.5000,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.8700,,"N/A"
"Window_00001619","SITE_00868","Room_00001897","Window","Slider",8.1250,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.5900,,"N/A"
"Window_00001620","SITE_00869","Room_00001903","Window","Double-hung",14.2639,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.3000,,"N/A"
"Window_00001621","SITE_00869","Room_00001905","Window","Double-hung",11.6806,,2,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.3100,,"N/A"
"Window_00001622","SITE_00869","Room_00001909","Window","Slider",7.9896,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.5300,,"N/A"
"Window_00001623","SITE_00869","Room_00001908","Window","Sliding glass door",36.9792,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,16.3200,,"Sliding glass door"
"Window_00001624","SITE_00869","Room_00001910","Door","Single",17.7778,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,15.1700,,"N/A"
"Window_00001625","SITE_00869","Room_00001906","Window","Double-hung",18.3264,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.0900,,"N/A"
"Window_00001626","SITE_00869","Room_00001907","Window","Double-hung",18.3264,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.0900,,"N/A"
"Window_00001627","SITE_00869","Room_00001911","Window","Slider",36.2500,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,16.0000,,"N/A"
"Window_00001628","SITE_00870","Room_00001914","Window","Slider",3.7022,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.6300,,"N/A"
"Window_00001629","SITE_00870","Room_00001916","Window","Slider",18.3033,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.0800,,"N/A"
"Window_00001630","SITE_00870","Room_00001923","Window","Slider",17.7088,,2,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,15.6300,,"N/A"
"Window_00001631","SITE_00870","Room_00001923","Door","Single",20.0054,,1,,"Wood Solid Core","Half window","N/A","N/A","N/A",0.4000,,8.0000,,"N/A"
"Window_00001632","SITE_00870","Room_00001922","Door","Single",20.0860,,1,,"Wood Hollow","None","N/A","N/A","N/A",0.4500,,9.0400,,"N/A"
"Window_00001633","SITE_00870","Room_00001921","Window","Slider",8.0915,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.5700,,"N/A"
"Window_00001634","SITE_00870","Room_00001921","Window","Slider",18.3033,,3,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,24.2400,,"N/A"
"Window_00001635","SITE_00870","Room_00001915","Window","Slider",1.8894,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,0.8300,,"N/A"
"Window_00001636","SITE_00870","Room_00001917","Window","Slider",18.3667,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.1100,,"N/A"
"Window_00001637","SITE_00870","Room_00001918","Window","Slider",16.9167,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.4700,,"N/A"
"Window_00001638","SITE_00870","Room_00001919","Window","Slider",18.1250,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.0000,,"N/A"
"Window_00001639","SITE_00871","Room_00001928","Window","Single-hung",11.4792,,1,,"Fiberglass","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.0700,,"N/A"
"Window_00001640","SITE_00871","Room_00001931","Door","Single",17.7778,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,15.1700,,"N/A"
"Window_00001641","SITE_00871","Room_00001933","Window","Single-hung",11.4792,,1,,"Fiberglass","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.0700,,"N/A"
"Window_00001642","SITE_00871","Room_00001933","Window","Single-hung",11.4792,,1,,"Fiberglass","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.0700,,"N/A"
"Window_00001643","SITE_00871","Room_00001926","Window","Fixed (picture)",1.7014,,1,,"Fiberglass","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,0.7500,,"N/A"
"Window_00001644","SITE_00871","Room_00001932","Window","Single-hung",11.4792,,3,,"Fiberglass","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,15.2000,,"Ptac in one window"
"Window_00001645","SITE_00871","Room_00001932","Door","Single",20.0000,,1,,"Fiberglass","Decorative window (arch, etc.)","N/A","N/A","N/A",0.8500,,17.0700,,"N/A"
"Window_00001646","SITE_00871","Room_00001930","Skylight","Skylight fixed",6.7222,,1,,"Fiberglass","Unknown","West","N/A","N/A",,"Unknown",,"Unknown","N/A"
"Window_00001647","SITE_00871","Room_00001930","Window","Single-hung",17.8125,,2,,"Fiberglass","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,15.7300,,"N/A"
"Window_00001648","SITE_00871","Room_00001929","Window","Single-hung",11.4792,,1,,"Fiberglass","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.0700,,"N/A"
"Window_00001649","SITE_00871","Room_00001929","Window","Single-hung",11.4792,,1,,"Fiberglass","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.0700,,"N/A"
"Window_00001650","SITE_00871","Room_00001927","Skylight","Skylight fixed",6.7222,,1,,"Unknown","Unknown","West","N/A","N/A",,"Unknown",,"Unknown","N/A"
"Window_00001651","SITE_00871","Room_00001927","Window","Slider",5.2361,,1,,"Fiberglass","Single","South","Wood, Vinyl, or Fiberglass","Single",0.8500,,4.4700,,"N/A"
"Window_00001652","SITE_00872","Room_00001937","Window","Single-hung",9.5278,,1,,"Wood - bare","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.2100,,"N/A"
"Window_00001653","SITE_00872","Room_00001941","Door","Single",20.9067,,1,,"Wood Solid Core","None","N/A","N/A","N/A",0.4000,,8.3600,,"N/A"
"Window_00001654","SITE_00872","Room_00001941","Window","Slider",15.9757,,1,,"Wood - bare","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.0500,,"N/A"
"Window_00001655","SITE_00872","Room_00001941","Window","Single-hung",7.2222,,1,,"Wood - bare","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.1900,,"N/A"
"Window_00001656","SITE_00872","Room_00001943","Window","Single-hung",4.6944,,3,,"Wood - bare","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.2200,,"N/A"
"Window_00001657","SITE_00872","Room_00001938","Window","Slider",4.6944,,1,,"Wood - bare","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.0700,,"N/A"
"Window_00001658","SITE_00872","Room_00001939","Window","Slider",4.6944,,1,,"Wood - bare","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.0700,,"N/A"
"Window_00001659","SITE_00872","Room_00001940","Window","Single-hung",4.6944,,3,,"Wood - bare","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.2200,,"N/A"
"Window_00001660","SITE_00873","Room_00001953","Window","Single-hung",7.1944,,5,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,15.8800,,"5th window east. 2 north fixed"
"Window_00001661","SITE_00873","Room_00001951","Window","Slider",22.3611,,2,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,19.7400,,"2nd window west"
"Window_00001662","SITE_00873","Room_00001952","Window","Single-hung",7.1944,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.1800,,"N/A"
"Window_00001663","SITE_00873","Room_00001952","Door","Single",17.1111,,1,,"Wood Solid Core","None","N/A","N/A","N/A",0.4000,,6.8400,,"N/A"
"Window_00001664","SITE_00873","Room_00001948","Window","Slider",12.7778,,1,,"Aluminum","Single","West","Metal","Single",1.2300,,15.6700,,"N/A"
"Window_00001665","SITE_00873","Room_00001948","Window","Slider",8.3333,,1,,"Aluminum","Single","South","Metal","Single",1.2300,,10.2200,,"N/A"
"Window_00001666","SITE_00873","Room_00001947","Window","Awning",1.5000,,1,,"Aluminum","Single","East","Metal","Single",1.2300,,1.8400,,"N/A"
"Window_00001667","SITE_00873","Room_00001949","Window","Slider",12.7778,,1,,"Aluminum","Single","East","Metal","Single",1.2300,,15.6700,,"N/A"
"Window_00001668","SITE_00873","Room_00001950","Window","Slider",12.7778,,1,,"Aluminum","Single","East","Metal","Single",1.2300,,15.6700,,"N/A"
"Window_00001669","SITE_00873","Room_00001951","Door","Single",17.1111,,1,,"Wood Solid Core","Half window","N/A","N/A","N/A",0.4000,,6.8400,,"N/A"
"Window_00001670","SITE_00874","Room_00001959","Window","Slider",12.3944,,1,,"Aluminum","Single","West","Metal","Single",1.2300,,15.2000,,"N/A"
"Window_00001671","SITE_00874","Room_00001957","Window","Slider",4.1311,,1,,"Aluminum","Single","North","Metal","Single",1.2300,,5.0700,,"N/A"
"Window_00001672","SITE_00874","Room_00001964","Door","Single",17.9225,,1,,"Wood Solid Core","Half window","N/A","N/A","N/A",0.4000,,7.1700,,"N/A"
"Window_00001673","SITE_00874","Room_00001963","Window","Slider",8.0685,,1,,"Aluminum","Single","East","Metal","Single",1.2300,,9.9000,,"N/A"
"Window_00001674","SITE_00874","Room_00001963","Window","Slider",12.7325,,1,,"Aluminum","Single","East","Metal","Single",1.2300,,15.6200,,"N/A"
"Window_00001675","SITE_00874","Room_00001965","Window","Slider",16.7917,,1,,"Aluminum","Double","West","Metal","Double",0.6600,,11.0000,,"N/A"
"Window_00001676","SITE_00874","Room_00001965","Door","Single",20.1122,,1,,"Wood Solid Core","None","N/A","N/A","N/A",0.4000,,8.0400,,"N/A"
"Window_00001677","SITE_00874","Room_00001960","Window","Slider",12.7415,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,8.3500,,"N/A"
"Window_00001678","SITE_00874","Room_00001961","Window","Slider",12.3406,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,8.0800,,"N/A"
"Window_00001679","SITE_00874","Room_00001958","Window","Slider",2.4437,,1,,"Aluminum","Single","East","Metal","Single",1.2300,,3.0000,,"N/A"
"Window_00001680","SITE_00875","Room_00001973","Window","Slider",8.0278,,1,,"Vinyl","Double","Unknown","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.5400,,"N/A"
"Window_00001681","SITE_00875","Room_00001972","Window","Slider",12.5000,,1,,"Vinyl","Double","Unknown","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.5200,,"N/A"
"Window_00001682","SITE_00875","Room_00001971","Window","Slider",11.8750,,1,,"Vinyl","Double","Unknown","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.2400,,"N/A"
"Window_00001683","SITE_00875","Room_00001973","Window","Slider",6.8472,,1,,"Vinyl","Double","Unknown","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.0200,,"N/A"
"Window_00001684","SITE_00875","Room_00001974","Door","Single",20.5313,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,17.5200,,"N/A"
"Window_00001685","SITE_00875","Room_00001975","Door","Single",20.5313,,1,,"Metal","None","N/A","N/A","N/A",1.2300,,25.1900,,"N/A"
"Window_00001686","SITE_00875","Room_00001968","Window","Slider",3.2986,,1,,"Vinyl","Double","Unknown","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.4600,,"N/A"
"Window_00001687","SITE_00875","Room_00001978","Window","Slider",11.6111,,2,,"Vinyl","Double","Unknown","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.2500,,"N/A"
"Window_00001688","SITE_00875","Room_00001977","Window","Slider",11.9531,,1,,"Vinyl","Double","Unknown","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.2800,,"N/A"
"Window_00001689","SITE_00875","Room_00001977","Window","Slider",7.5521,,1,,"Vinyl","Double","Unknown","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.3300,,"N/A"
"Window_00001690","SITE_00875","Room_00001977","Door","Single",20.2500,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,17.2800,,"N/A"
"Window_00001691","SITE_00875","Room_00001970","Window","Slider",11.8750,,2,,"Vinyl","Double","Unknown","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.4800,,"N/A"
"Window_00001692","SITE_00875","Room_00001970","Window","Slider",34.3750,,1,,"Vinyl","Double","Unknown","Wood, Vinyl, or Fiberglass","Double",0.4400,,15.1700,,"N/A"
"Window_00001693","SITE_00876","Room_00001985","Window","Fixed (picture)",24.5417,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.8300,,"Arch window Arch 38 inches at peak and 28 inches on edge"
"Window_00001694","SITE_00876","Room_00001987","Window","Fixed (picture)",24.5417,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.8300,,"38 inches peak28.5 inches edge"
"Window_00001695","SITE_00876","Room_00001987","Window","Single-hung",3.7014,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.6300,,"N/A"
"Window_00001696","SITE_00876","Room_00001990","Window","Slider",12.1875,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.3800,,"N/A"
"Window_00001697","SITE_00876","Room_00001983","Window","Single-hung",17.9688,,2,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,15.8600,,"N/A"
"Window_00001698","SITE_00876","Room_00001981","Window","Single-hung",14.8507,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.5600,,"N/A"
"Window_00001699","SITE_00876","Room_00001981","Window","Single-hung",3.8438,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.7000,,"N/A"
"Window_00001700","SITE_00876","Room_00001988","Door","Single",20.4444,,1,,"Metal","Half window","N/A","N/A","N/A",1.2300,,25.0800,,"N/A"
"Window_00001701","SITE_00876","Room_00001989","Window","Single-hung",7.8872,,4,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,13.9300,,"N/A"
"Window_00001702","SITE_00876","Room_00001989","Window","Single-hung",7.8872,,2,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.9600,,"N/A"
"Window_00001703","SITE_00876","Room_00001989","Door","Single",19.4444,,1,,"Metal","None","N/A","N/A","N/A",1.2300,,23.8500,,"N/A"
"Window_00001704","SITE_00876","Room_00001986","Window","Slider",4.0000,,2,,"Vinyl","Double","Unknown","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.5300,,"N/A"
"Window_00001705","SITE_00876","Room_00001984","Window","Slider",12.1875,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.3800,,"N/A"
"Window_00001706","SITE_00877","Room_00001994","Window","Double-hung",16.6111,,1,,"Aluminum","Double","North","Metal","Double",0.6600,,10.8800,,"N/A"
"Window_00001707","SITE_00877","Room_00001994","Window","Double-hung",16.6111,,1,,"Aluminum","Double","East","Metal","Double",0.6600,,10.8800,,"N/A"
"Window_00001708","SITE_00877","Room_00001993","Window","Double-hung",2.6250,,1,,"Aluminum","Single","West","Metal","Single",1.2300,,3.2200,,"Frosted glass"
"Window_00001709","SITE_00877","Room_00001999","Door","Single",17.7778,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,15.1700,,"N/A"
"Window_00001710","SITE_00877","Room_00002001","Window","Double-hung",8.3333,,1,,"Aluminum","Single","West","Metal","Single",1.2300,,10.2200,,"N/A"
"Window_00001711","SITE_00877","Room_00002001","Window","Double-hung",16.2500,,1,,"Aluminum","Single","East","Metal","Single",1.2300,,19.9300,,"N/A"
"Window_00001712","SITE_00877","Room_00001997","Door","Double",20.0000,,1,,"Metal","Half window","N/A","N/A","N/A",1.2300,,24.5300,,"N/A"
"Window_00001713","SITE_00877","Room_00002002","Window","Double-hung",16.6111,,2,,"Aluminum","Single","East","Metal","Single",1.2300,,40.7500,,"N/A"
