"PK_WindowDetail_ID","CK_SiteID","CK_RoomID","Type","Sub-Type","Area","Area_Notes","Quantity","Quantity_Notes","Frame / Body Type","Glazing Type","Window Direction","Window Frame Category","Glazing Frame Category","U-Value","U-Value_Notes","Window UA","Window UA_Notes","Notes"
"Window_00020544","SITE_00821","Room_00014595","Window","Slider",18.8906,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.3400,,"N/A"
"Window_00020545","SITE_00822","Room_00014597","Window","Slider",23.0917,,1,,"Aluminum","Double","North","Metal","Double",0.6600,,15.1300,,"N/A"
"Window_00020546","SITE_00822","Room_00014598","Window","Slider",30.7431,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,20.1400,,"N/A"
"Window_00020547","SITE_00855","Room_00014902","Door","Single",18.4834,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,15.7700,,"N/A"
"Window_00020548","SITE_00855","Room_00014903","Window","Fixed (picture)",11.3651,,1,,"Wood - bare","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.0200,,"N/A"
"Window_00020549","SITE_00855","Room_00014904","Window","Fixed (picture)",14.0869,,1,,"Wood - bare","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.2200,,"N/A"
"Window_00020550","SITE_00855","Room_00014904","Window","Single-hung",14.0869,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,9.2300,,"This window is where they install their ac"
"Window_00020551","SITE_00855","Room_00014905","Window","Fixed (picture)",11.5077,,4,,"Wood - bare","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,20.3200,,"N/A"
"Window_00020552","SITE_00855","Room_00014905","Window","Fixed (picture)",7.6283,,2,,"Wood - bare","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.7300,,"N/A"
"Window_00020553","SITE_00855","Room_00014906","Door","Single",20.2475,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,17.2800,,"N/A"
"Window_00020554","SITE_00855","Room_00014907","Window","Single-hung",13.1750,,1,,"Aluminum","Double","North","Metal","Double",0.6600,,8.6300,,"N/A"
"Window_00020555","SITE_00855","Room_00014907","Window","Fixed (picture)",11.4278,,2,,"Wood - bare","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.0900,,"N/A"
"Window_00020556","SITE_00855","Room_00014909","Window","Single-hung",7.2027,,1,,"Aluminum","Double","North","Metal","Double",0.6600,,4.7200,,"N/A"
"Window_00020557","SITE_00855","Room_00014908","Window","Fixed (picture)",13.1959,,1,,"Wood - bare","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.8300,,"N/A"
"Window_00020558","SITE_00855","Room_00014908","Window","Single-hung",13.1959,,1,,"Aluminum","Double","East","Metal","Double",0.6600,,8.6400,,"N/A"
"Window_00020559","SITE_00855","Room_00014910","Window","Slider",14.4711,,1,,"Aluminum","Double","East","Metal","Double",0.6600,,9.4800,,"N/A"
"Window_00020560","SITE_00855","Room_00014911","Window","Single-hung",3.8533,,1,,"Aluminum","Double","North","Metal","Double",0.6600,,2.5200,,"N/A"
"Window_00020561","SITE_00855","Room_00014912","Window","Slider",14.3333,,1,,"Aluminum","Double","North","Metal","Double",0.6600,,9.3900,,"N/A"
"Window_00020562","SITE_00855","Room_00014913","Window","Slider",14.3813,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,9.4200,,"N/A"
"Window_00020563","SITE_00817","Room_00014557","Window","Slider",10.9404,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.8300,,"N/A"
"Window_00020564","SITE_00817","Room_00014558","Window","Double-hung",10.9167,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.8200,,"N/A"
"Window_00020565","SITE_00817","Room_00014559","Window","Double-hung",5.3750,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.3700,,"N/A"
"Window_00020566","SITE_00956","Room_00015130","Window","Single-hung",13.7679,,1,,"Vinyl","Double","SE","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.0800,,"N/A"
"Window_00020567","SITE_00956","Room_00015131","Window","Slider",28.6000,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,12.6200,,"N/A"
"Window_00020568","SITE_00823","Room_00014604","Window","Slider",12.5717,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.5500,,"N/A"
"Window_00020569","SITE_00823","Room_00014605","Window","Slider",12.5441,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.5400,,"N/A"
"Window_00020570","SITE_00823","Room_00014607","Window","Slider",7.8400,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.4600,,"N/A"
"Window_00020571","SITE_00818","Room_00014566","Window","Slider",10.7219,,1,,"Wood - bare","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.7300,,"N/A"
"Window_00020572","SITE_00818","Room_00014567","Window","Slider",17.0578,,1,,"Wood - bare","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.5300,,"N/A"
"Window_00020573","SITE_00818","Room_00014567","Window","Slider",17.0578,,1,,"Wood - bare","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.5300,,"N/A"
"Window_00020574","SITE_00818","Room_00014567","Door","Single",19.9014,,1,,"Metal","Half window","N/A","N/A","N/A",1.2300,,24.4100,,"Full height window"
"Window_00020575","SITE_00818","Room_00014570","Window","Slider",13.3719,,1,,"Wood - bare","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.9000,,"N/A"
"Window_00020576","SITE_00818","Room_00014571","Window","Slider",13.0000,,1,,"Wood - bare","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.7400,,"N/A"
"Window_00020577","SITE_00818","Room_00014572","Window","Slider",13.2500,,1,,"Wood - bare","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.8500,,"N/A"
"Window_00020578","SITE_00824","Room_00014614","Window","Slider",11.6525,,1,,"Aluminum","Single","North","Metal","Single",1.2300,,14.2900,,"N/A"
"Window_00020579","SITE_00824","Room_00014615","Window","Slider",16.5278,,1,,"Aluminum","Single","North","Metal","Single",1.2300,,20.2700,,"N/A"
"Window_00020580","SITE_00836","Room_00014715","Door","Double",40.7126,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,34.7400,,"Full height window"
"Window_00020581","SITE_00836","Room_00014717","Window","Single-hung",16.7785,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.4100,,"N/A"
"Window_00020582","SITE_00831","Room_00014677","Door","Double",32.4217,,1,,"Wood Solid Core","Half window","N/A","N/A","N/A",0.4000,,12.9700,,"Full height window"
"Window_00020583","SITE_00831","Room_00014679","Window","Slider",18.7451,,1,,"Wood - bare","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.2700,,"N/A"
"Window_00020584","SITE_00831","Room_00014679","Door","Single",20.2812,,1,,"Metal","None","N/A","N/A","N/A",1.2300,,24.8800,,"N/A"
"Window_00020585","SITE_00831","Room_00014682","Window","Slider",12.8975,,1,,"Wood - bare","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.6900,,"N/A"
"Window_00020586","SITE_00831","Room_00014683","Window","Slider",16.3159,,1,,"Wood - bare","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.2000,,"N/A"
"Window_00020587","SITE_00827","Room_00014642","Window","Slider",30.1199,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,13.3000,,"N/A"
"Window_00020588","SITE_00827","Room_00014646","Window","Slider",18.9613,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.3700,,"N/A"
"Window_00020589","SITE_00853","Room_00014870","Window","Slider",14.8867,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.5700,,"N/A"
"Window_00020590","SITE_00853","Room_00014870","Door","Single",20.3564,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,17.3700,,"N/A"
"Window_00020591","SITE_00853","Room_00014871","Window","Slider",22.7010,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.0200,,"N/A"
"Window_00020592","SITE_00853","Room_00014872","Window","Slider",16.6317,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.3400,,"N/A"
"Window_00020593","SITE_00853","Room_00014872","Window","Slider",26.1567,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,11.5500,,"N/A"
"Window_00020594","SITE_00853","Room_00014872","Door","Single",20.3233,,1,,"Metal","None","N/A","N/A","N/A",1.2300,,24.9300,,"N/A"
"Window_00020595","SITE_00853","Room_00014875","Window","Slider",8.5000,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.7500,,"N/A"
"Window_00020596","SITE_00853","Room_00014876","Window","Slider",10.8611,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.7900,,"N/A"
"Window_00020597","SITE_00853","Room_00014876","Door","Double",38.8889,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,33.1900,,"Full window"
"Window_00020598","SITE_00820","Room_00014589","Door","Single",17.7778,,1,,"Wood Solid Core","Half window","N/A","N/A","N/A",0.4000,,7.1100,,"N/A"
"Window_00020599","SITE_00822","Room_00014599","Window","Slider",16.1111,,1,,"Aluminum","Double","North","Metal","Double",0.6600,,10.5500,,"N/A"
"Window_00020600","SITE_00822","Room_00014602","Window","Slider",19.4444,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,12.7400,,"N/A"
"Window_00022695","SITE_01287","Room_00017984","Window","Slider",11.6237,,1,,"Aluminum","Single","West","Metal","Single",1.2300,,14.2600,,"N/A"
"Window_00022696","SITE_01283","Room_00017951","Window","Slider",17.2760,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,11.3200,,"N/A"
"Window_00022697","SITE_01283","Room_00017952","Window","Slider",30.1476,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,19.7500,,"N/A"
"Window_00022698","SITE_01259","Room_00017725","Window","Fixed (picture)",23.9583,,1,,"Aluminum","Single","East","Metal","Single",1.2300,,29.3900,,"N/A"
"Window_00022699","SITE_01259","Room_00017725","Door","Single",19.4444,,1,,"Wood Solid Core","French door","N/A","N/A","N/A",0.4000,,7.7800,,"N/A"
"Window_00022700","SITE_01259","Room_00017727","Door","Single",20.0000,,1,,"Wood Solid Core","French door","N/A","N/A","N/A",0.4000,,8.0000,,"N/A"
"Window_00022701","SITE_01259","Room_00017728","Window","Fixed (picture)",16.9488,,1,,"Aluminum","Single","North","Metal","Single",1.2300,,20.7900,,"N/A"
"Window_00022702","SITE_01259","Room_00017729","Window","Single-hung",7.7344,,1,,"Aluminum","Single","North","Metal","Single",1.2300,,9.4900,,"N/A"
"Window_00022703","SITE_01259","Room_00017730","Window","Single-hung",7.8299,,1,,"Wood - bare","Single","West","Wood, Vinyl, or Fiberglass","Single",0.8500,,6.6800,,"N/A"
"Window_00022704","SITE_01259","Room_00017731","Window","Single-hung",7.9896,,2,,"Wood - bare","Single","South","Wood, Vinyl, or Fiberglass","Single",0.8500,,13.6400,,"N/A"
"Window_00022705","SITE_01259","Room_00017731","Window","Single-hung",7.9896,,2,,"Aluminum","Single","West","Metal","Single",1.2300,,19.6000,,"N/A"
"Window_00022706","SITE_01253","Room_00017681","Window","Slider",10.9375,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.8300,,"N/A"
"Window_00022707","SITE_01256","Room_00017700","Door","Single",20.0000,,1,,"Wood Solid Core","French door","N/A","N/A","N/A",0.4000,,8.0000,,"N/A"
"Window_00022708","SITE_01256","Room_00017700","Window","Unknown",,"Unknown",1,,"Unknown","Unknown","South","Wood, Vinyl, or Fiberglass","Other / Unknown",,"Unknown",,"Unknown","N/A"
"Window_00022709","SITE_01256","Room_00017701","Window","Slider",25.1979,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,11.1200,,"N/A"
"Window_00022710","SITE_01256","Room_00017702","Window","Slider",9.9653,,1,,"Aluminum","Single","South","Metal","Single",1.2300,,12.2200,,"N/A"
"Window_00022711","SITE_01256","Room_00017704","Window","Awning",7.5000,,1,,"Aluminum","Single","North","Metal","Single",1.2300,,9.2000,,"N/A"
"Window_00022712","SITE_01256","Room_00017705","Window","Awning",6.6667,,1,,"Wood - bare","Single","North","Wood, Vinyl, or Fiberglass","Single",0.8500,,5.6900,,"N/A"
"Window_00022713","SITE_01305","Room_00018165","Door","Single",19.4444,,1,,"Wood Solid Core","Half window","N/A","N/A","N/A",0.4000,,7.7800,,"N/A"
"Window_00022714","SITE_01305","Room_00018166","Door","Single",20.0000,,1,,"Wood Solid Core","None","N/A","N/A","N/A",0.4000,,8.0000,,"N/A"
"Window_00022715","SITE_01305","Room_00018166","Window","Slider",48.5469,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,21.4300,,"N/A"
"Window_00022716","SITE_01305","Room_00018166","Door","Single",18.2813,,1,,"Wood Solid Core","None","N/A","N/A","N/A",0.4000,,7.3100,,"N/A"
"Window_00022717","SITE_01305","Room_00018167","Window","Slider",6.7192,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.9700,,"N/A"
"Window_00022718","SITE_00608","Room_00011833","Window","Slider",31.1111,,1,,"Vinyl","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,13.7300,,"N/A"
"Window_00022719","SITE_00608","Room_00011833","Window","Sliding glass door",37.8611,,1,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,16.7100,,"N/A"
"Window_00022720","SITE_00608","Room_00011833","Window","Fixed (picture)",10.6944,,1,,"Vinyl","Double","SE","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.7200,,"N/A"
"Window_00022721","SITE_00608","Room_00011834","Window","Single-hung",13.6111,,2,,"Vinyl","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,12.0200,,"N/A"
"Window_00022722","SITE_00608","Room_00011834","Window","Fixed (picture)",37.8611,,1,,"Vinyl","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,16.7100,,"N/A"
"Window_00022723","SITE_00608","Room_00011834","Skylight","Skylight fixed",8.0000,,2,,"Unknown","Unknown","SE","N/A","N/A",,"Unknown",,"Unknown","N/A"
"Window_00022724","SITE_00608","Room_00011835","Window","Fixed (picture)",2.5000,,1,,"Vinyl","Double","SE","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.1000,,"N/A"
"Window_00022725","SITE_00608","Room_00011835","Door","Single",20.0000,,1,,"Fiberglass","French door","N/A","N/A","N/A",0.8500,,17.0700,,"N/A"
"Window_00022726","SITE_00608","Room_00011835","Window","Slider",23.5686,,2,,"Vinyl","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,20.8100,,"N/A"
"Window_00022727","SITE_00608","Room_00011835","Window","Fixed (picture)",10.8472,,1,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.7900,,"N/A"
"Window_00022728","SITE_00608","Room_00011836","Window","Slider",21.0571,,1,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,9.3000,,"N/A"
"Window_00022729","SITE_00608","Room_00011837","Window","Fixed (picture)",5.0000,,1,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.2100,,"N/A"
"Window_00022730","SITE_00608","Room_00011838","Window","Fixed (picture)",9.0000,,1,,"Vinyl","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.9700,,"N/A"
"Window_00022731","SITE_00608","Room_00011838","Door","Single",24.5000,,1,,"Fiberglass","Decorative window (arch, etc.)","N/A","N/A","N/A",0.8500,,20.9100,,"N/A"
"Window_00022732","SITE_00608","Room_00011839","Window","Slider",42.0389,,1,,"Vinyl","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,18.5600,,"N/A"
"Window_00022733","SITE_00608","Room_00011839","Window","Fixed (picture)",10.8472,,1,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.7900,,"N/A"
"Window_00022734","SITE_00608","Room_00011840","Window","Slider",5.2400,,1,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.3100,,"N/A"
"Window_00022735","SITE_00608","Room_00011841","Window","Slider",4.6042,,1,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.0300,,"N/A"
"Window_00022736","SITE_00608","Room_00011842","Window","Slider",23.3611,,1,,"Vinyl","Double","SE","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.3100,,"N/A"
"Window_00022737","SITE_00608","Room_00011843","Door","Single",17.7778,,1,,"Fiberglass","None","N/A","N/A","N/A",0.8500,,15.1700,,"N/A"
"Window_00022738","SITE_00607","Room_00011826","Window","Slider",23.2500,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.2600,,"N/A"
"Window_00022739","SITE_00607","Room_00011826","Window","Single-hung",10.5000,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.6400,,"N/A"
"Window_00022740","SITE_00607","Room_00011827","Window","Single-hung",10.5000,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.6400,,"N/A"
"Window_00022741","SITE_00607","Room_00011827","Window","Single-hung",10.5000,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.6400,,"N/A"
"Window_00022742","SITE_00606","Room_00011814","Window","Slider",21.8750,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,9.6600,,"N/A"
"Window_00022743","SITE_00606","Room_00011814","Window","Single-hung",13.6139,,2,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,12.0200,,"N/A"
"Window_00022744","SITE_00606","Room_00011814","Window","Fixed (picture)",13.2917,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.8700,,"N/A"
"Window_00022745","SITE_00606","Room_00011815","Door","Single",20.0000,,1,,"Fiberglass","Decorative window (arch, etc.)","N/A","N/A","N/A",0.8500,,17.0700,,"N/A"
"Window_00022746","SITE_00606","Room_00011816","Window","Slider",19.0125,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.3900,,"N/A"
"Window_00022747","SITE_00606","Room_00011818","Window","Slider",18.9306,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.3600,,"N/A"
"Window_00022748","SITE_00606","Room_00011819","Window","Slider",22.3611,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,9.8700,,"N/A"
"Window_00022749","SITE_00606","Room_00011820","Window","Single-hung",8.1931,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.6200,,"N/A"
"Window_00022750","SITE_00606","Room_00011821","Window","Sliding glass door",38.8889,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,17.1700,,"N/A"
"Window_00022751","SITE_00606","Room_00011821","Door","Single",17.7778,,1,,"Fiberglass","None","N/A","N/A","N/A",0.8500,,15.1700,,"N/A"
"Window_00022752","SITE_00515","Room_00010590","Door","Single",20.0000,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,17.0700,,"N/A"
"Window_00022753","SITE_00515","Room_00010590","Door","Single",20.0000,,1,,"Metal","None","N/A","N/A","N/A",1.2300,,24.5300,,"N/A"
"Window_00022754","SITE_00515","Room_00010591","Window","Single-hung",18.1250,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.0000,,"N/A"
"Window_00022755","SITE_00515","Room_00010593","Window","Single-hung",18.1250,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.0000,,"N/A"
"Window_00022756","SITE_01293","Room_00018023","Window","Slider",10.6250,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,6.9600,,"N/A"
"Window_00022757","SITE_01293","Room_00018023","Door","Single",17.7778,,1,,"Fiberglass","None","N/A","N/A","N/A",0.8500,,15.1700,,"N/A"
"Window_00022758","SITE_01293","Room_00018024","Window","Slider",10.6250,,1,,"Aluminum","Double","East","Metal","Double",0.6600,,6.9600,,"N/A"
"Window_00022759","SITE_01293","Room_00018025","Window","Sliding glass door",38.8889,,1,,"Aluminum","Double","North","Metal","Double",0.6600,,25.4700,,"N/A"
"Window_00022760","SITE_01293","Room_00018025","Window","Slider",18.5278,,1,,"Aluminum","Double","East","Metal","Double",0.6600,,12.1400,,"N/A"
"Window_00022761","SITE_01293","Room_00018026","Window","Slider",18.1250,,2,,"Aluminum","Double","North","Metal","Double",0.6600,,23.7400,,"N/A"
"Window_00022762","SITE_01293","Room_00018026","Window","Sliding glass door",38.8889,,1,,"Aluminum","Double","North","Metal","Double",0.6600,,25.4700,,"N/A"
"Window_00022763","SITE_01293","Room_00018027","Window","Slider",14.7904,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,9.6900,,"N/A"
"Window_00022764","SITE_01293","Room_00018028","Door","Single",20.0000,,1,,"Wood Solid Core","None","N/A","N/A","N/A",0.4000,,8.0000,,"N/A"
"Window_00022765","SITE_01293","Room_00018029","Window","Slider",14.6944,,2,,"Aluminum","Double","North","Metal","Double",0.6600,,19.2500,,"N/A"
"Window_00022766","SITE_01293","Room_00018029","Window","Slider",14.6944,,1,,"Aluminum","Double","West","Metal","Double",0.6600,,9.6200,,"N/A"
"Window_00022767","SITE_01293","Room_00018030","Window","Slider",8.0278,,1,,"Aluminum","Double","West","Metal","Double",0.6600,,5.2600,,"N/A"
"Window_00022768","SITE_01293","Room_00018033","Window","Fixed (picture)",8.2500,,2,,"Aluminum","Double","South","Metal","Double",0.6600,,10.8100,,"N/A"
"Window_00022769","SITE_01293","Room_00018034","Window","Slider",20.0000,,2,,"Aluminum","Double","North","Metal","Double",0.6600,,26.2000,,"N/A"
"Window_00022770","SITE_01293","Room_00018034","Window","Slider",20.0000,,1,,"Aluminum","Double","East","Metal","Double",0.6600,,13.1000,,"N/A"
"Window_00022771","SITE_01293","Room_00018034","Door","Double",35.5556,,1,,"Fiberglass","None","N/A","N/A","N/A",0.8500,,30.3400,,"N/A"
"Window_00022772","SITE_01293","Room_00018036","Window","Slider",18.5278,,1,,"Aluminum","Double","North","Metal","Double",0.6600,,12.1400,,"N/A"
"Window_00022773","SITE_01293","Room_00018036","Window","Slider",18.5278,,1,,"Aluminum","Double","West","Metal","Double",0.6600,,12.1400,,"N/A"
"Window_00022774","SITE_00605","Room_00011803","Window","Sliding glass door",38.8889,,1,,"Vinyl","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,17.1700,,"N/A"
"Window_00022775","SITE_00605","Room_00011805","Window","Slider",8.0278,,1,,"Vinyl","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.5400,,"N/A"
"Window_00022776","SITE_01294","Room_00018039","Window","Sliding glass door",33.3333,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,14.7100,,"N/A"
"Window_00022777","SITE_01294","Room_00018039","Window","Slider",10.3889,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.5900,,"N/A"
"Window_00022778","SITE_01294","Room_00018042","Door","Single",20.0000,,1,,"Fiberglass","None","N/A","N/A","N/A",0.8500,,17.0700,,"N/A"
"Window_00022779","SITE_01294","Room_00018040","Window","Slider",23.3611,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.3100,,"N/A"
"Window_00022780","SITE_01294","Room_00018043","Window","Sliding glass door",33.3333,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,14.7100,,"N/A"
"Window_00022781","SITE_01294","Room_00018045","Window","Slider",23.3611,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.3100,,"N/A"
"Window_00022782","SITE_01294","Room_00018041","Door","Single",20.0000,,1,,"Metal","None","N/A","N/A","N/A",1.2300,,24.5300,,"N/A"
"Window_00022783","SITE_01294","Room_00018047","Window","Single-hung",13.6944,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.0500,,"N/A"
"Window_00022784","SITE_00519","Room_00010648","Door","Single",20.0000,,1,,"Fiberglass","None","N/A","N/A","N/A",0.8500,,17.0700,,"N/A"
"Window_00022785","SITE_00519","Room_00010648","Window","Slider",12.6667,,1,,"Vinyl","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.5900,,"N/A"
"Window_00002095","SITE_00911","Room_00002379","Window","Double-hung",3.9375,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.7400,,"N/A"
"Window_00002096","SITE_00911","Room_00002382","Window","Double-hung",11.6806,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.1600,,"N/A"
"Window_00002097","SITE_00911","Room_00002389","Window","Slider",16.2500,,2,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,14.3500,,"N/A"
"Window_00002098","SITE_00911","Room_00002380","Window","Double-hung",4.0833,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.8000,,"N/A"
"Window_00002099","SITE_00911","Room_00002388","Door","Single",18.0000,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,15.3600,,"N/A"
"Window_00002100","SITE_00911","Room_00002387","Window","Slider",7.8542,,1,,"Vinyl","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.4700,,"N/A"
"Window_00002101","SITE_00911","Room_00002384","Window","Double-hung",12.0833,,2,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.6700,,"N/A"
"Window_00002102","SITE_00911","Room_00002384","Window","Double-hung",12.0833,,2,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.6700,,"N/A"
"Window_00002103","SITE_00912","Room_00002396","Window","Casement",7.9691,,2,,"Aluminum","Single","West","Metal","Single",1.2300,,19.5500,,"N/A"
"Window_00002104","SITE_00912","Room_00002398","Door","Single",17.1200,,1,,"Wood Hollow","Half window","N/A","N/A","N/A",0.4500,,7.7000,,"N/A"
"Window_00002105","SITE_00912","Room_00002398","Window","Other",12.5667,,2,,"Aluminum","Single","South","Metal","Single",1.2300,,30.8300,,"Slats"
"Window_00002106","SITE_00912","Room_00002398","Storm Window","Interior",12.5667,,2,,"N/A","N/A","South","N/A","N/A",,"N/A",,"Unknown","N/A"
"Window_00002107","SITE_00912","Room_00002398","Window","Other",12.5667,,1,,"Aluminum","Single","North","Metal","Single",1.2300,,15.4200,,"Slats"
"Window_00002108","SITE_00912","Room_00002398","Storm Window","Interior",12.5667,,1,,"N/A","N/A","North","N/A","N/A",,"N/A",,"Unknown","N/A"
"Window_00002109","SITE_00912","Room_00002398","Window","Other",5.1779,,1,,"Aluminum","Single","North","Metal","Single",1.2300,,6.3500,,"Slats"
