CK_SiteID,Building Size,Region,County,City,State,Zip,Zip_notes,Heating Zone,Heating Zone_notes,Cooling Zone,Cooling Zone_notes,Electric Utility,Gas Utility,BPA Utility,Strata Territory,Strata Population Estimate,Strata Population Estimate_notes,Site Case Weight,Site Case Weight_Notes,Site Visit Date,Site Visit Date_notes,Vintage,Vintage_notes,N Floors,N Floors_notes,In MF Complex,Qty Buildings in Complex,Qty Buildings in Complex_notes,Qty Studio Units,Qty Studio Units_notes,Qty One-Bedroom Units,Qty One-Bedroom Units_notes,Qty Two-Bedroom Units,Qty Two-Bedroom Units_notes,Qty Three-Bedroom Units,Qty Three-Bedroom Units_notes,Qty Four-Bedroom Units,Qty Four-Bedroom Units_notes,Total Units in Building,Total Units in Building_notes,Limited to 55 or Older,Limited to Low Income,Construction,Framing Type,Foundation Type,Commercial Space in Building,Parking Provided,Parking Lot,Covered Lot,Open Garage,Enclosed Garage,Parking Area Directly Illuminated,Parking Area (sq ft),Parking Area (sq ft)_notes,Parking Stalls,Parking Stalls_notes,Parking Reserved for Commercial,Parking Reserved for Commercial_notes,Parking Notes,Interior Building Common Areas,Elevator Qty,Elevator Qty_notes,Pool Type,Pool Cover,Pool Solar Assist,Pool Location,Pool Heating Fuel,Pool Availability (months),Pool Availability (months)_notes,Qty Residential Floors,Qty Residential Floors_notes,Qty Non-Residential Floors,Qty Non-Residential Floors_notes,Qty Parking Floors,Qty Parking Floors_notes,Qty Storage/Mechanical Floors,Qty Storage/Mechanical Floors_notes,Residential Area (sq ft),Residential Area (sq ft)_notes,Interior Common Area (sq ft),Interior Common Area (sq ft)_notes,Total Enclosed Area (sq ft),Total Enclosed Area (sq ft)_notes,Commercial Area (sq ft),Commercial Area (sq ft)_notes,Grocery Area (sq ft),Grocery Area (sq ft)_notes,Office Area (sq ft),Office Area (sq ft)_notes,Retail Area (sq ft),Retail Area (sq ft)_notes,Other Commercial Area (sq ft),Other Commercial Area (sq ft)_notes,Vacant Area (sq ft),Vacant Area (sq ft)_notes,Total Ceiling Area,Total Ceiling Area_notes,Total Ceiling U-Value,Total Ceiling U-Value_notes,Ceiling UA,Ceiling UA-Notes,Total Wall Area,Total Wall Area_notes,Total Wall U-Value,Total Wall U-Value_notes,Wall UA,Wall UA_notes,Total Floor Area,Total Floor Area_notes,Total Floor U-Value,Total Floor U-Value_notes,Floor UA,Floor UA_notes,Total Window Area,Total Window Area_notes,Window UA,Window UA_notes,Whole House UA,Whole House UA_notes,Area of Conditioned Common Space,Area of Conditioned Common Space_notes,Total Residential Floor Area,Total Residential Floor Area_notes,Total Non-Residential Floor Area,Total Non-Residential Floor Area_notes,Total Conditioned Area,Total Conditioned Area_notes,Primary Heating System,Primary Heating Fuel,Primary Cooling System,Central Building Heat,Common Area Primary Heating System,Common Area Primary Heating Fuel,Common Area Primary Cooling System,Annual Residential Electric Usage (kWh),Annual Residential Electric Usage (kWh)_notes,Annual Non-Residential Electric Usage (kWh),Annual Non-Residential Electric Usage (kWh)_notes,Annual Electric Usage (kWh),Annual Electric Usage (kWh)_notes,Annual Residential Gas Usage (Therms),Annual Residential Gas Usage (Therms)_notes,Annual Non-Residential Gas Usage (Therms),Annual Non-Residential Gas Usage (Therms)_notes,Annual Gas Usage (Therms),Annual Gas Usage (Therms)_notes,Annual Residential Electric Usage (kBtu),Annual Residential Electric Usage (kBtu)_notes,Annual Non-Residential Electric Usage (kBtu),Annual Non-Residential Electric Usage (kBtu)_notes,Annual Electric Usage (kBtu),Annual Electric Usage (kBtu)_notes,Annual Residential Gas Usage (kBtu),Annual Residential Gas Usage (kBtu)_notes,Annual Non-Residential Gas Usage (kBtu),Annual Non-Residential Gas Usage (kBtu)_notes,Annual Gas Usage (kBtu),Annual Gas Usage (kBtu)_notes
BLDG_00028,Apartment Building (3 or fewer floors),Puget Sound,"King, WA",MONROE,WA,98272,,1,,1,,Snohomish PUD,,Y,SnoPUD,2183,,77.97,,2/7/2017 0:00,,1971,,2,,Yes,4,,0,,0,,24,,0,,0,,24,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,6600,,11,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,12244,,,NA,12244,,,NA,,NA,,NA,,NA,,NA,,NA,3061,,0.0446,,136.7,,6552,,0.0838,,549,,3061,,0.0868,,265.7,,2046.7,,37.6,,1854.8,,0,,12244,,0,,12244,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00029,Apartment Building (3 or fewer floors),Puget Sound,"Pierce, WA",TACOMA,WA,98404,,1,,1,,City of Tacoma,,Y,BPA,2434,,162.27,,2/21/2017 0:00,,1981,,3,,Yes,2,,0,,54,,0,,0,,0,,54,,No,Yes,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,10230,,36,,0,,NA,Yes,1,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,29235,,6900,,36135,,,NA,,NA,,NA,,NA,,NA,,NA,12045,,0.0446,,537.7,,15537,,0.0952,,1479.7,,12045,,0.041,,494.2,,2660.6,,21.7,,3686.1,,6900,,29235,,0,,36135,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00030,Apartment Building (3 or fewer floors),Puget Sound,"Pierce, WA",TACOMA,WA,98407,,1,,1,,City of Tacoma,,Y,BPA,2434,,162.27,,2/4/2017 0:00,,1967,,2,,Yes,4,,0,,24,,0,,0,,0,,24,,Yes,No,Frame,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,0,,32,,10,,"Not assigned per building, not directly lit",Yes,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,20110,,2450,,22560,,,NA,,NA,,NA,,NA,,NA,,NA,11280,,0.0446,,503.6,,8269,,0.1074,,888,,11280,,0.0352,,397.1,,2685.5,,49.4,,2974.2,,2450,,20110,,0,,22560,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00031,Apartment Building (3 or fewer floors),Puget Sound,"Pierce, WA",TACOMA,WA,98467,,1,,1,,City of Tacoma,,Y,BPA,2434,,162.27,,2/21/2017 0:00,,1980,,2,,Yes,25,,0,,0,,4,,0,,0,,4,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,7200,,20,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,3920,,,NA,3920,,,NA,,NA,,NA,,NA,,NA,,NA,1960,,0.0446,,87.5,,3666,,0.0978,,358.4,,1960,,0.0886,,173.7,,370.8,,40.9,,783.3,,0,,3920,,0,,3920,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00032,Apartment Building (3 or fewer floors),Western Washington,"Clallam, WA",FORKS,WA,98331,,1,,1,,Clallam County PUD,,Y,BPA,2181,,41.95,,9/5/2017 0:00,,1909,,2,,Yes,3,,0,,0,,12,,0,,0,,12,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,4320,,23,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,9600,,,NA,9600,,,NA,,NA,,NA,,NA,,NA,,NA,4800,,0.0446,,214.3,,6900,,0.1173,,809.4,,4800,,0.07,,335.8,,820.3,,30.2,,1721.6,,0,,9600,,0,,9600,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,7912.6,,,N/A,94951.3,,,N/A,,N/A,,N/A,26997.8,,,N/A,323974,,,N/A,,N/A,,N/A
BLDG_00033,Apartment Building (4 to 6 floors),Western Washington,"Clallam, WA",PORT ANGELES,WA,98362,,1,,1,,City of Port Angeles,,Y,BPA,2181,,41.95,,7/18/2017 0:00,,1970,,4,,No,1,,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,56,,No,Yes,Solid masonry,Masonry,> 90% Conditioned Basement,Yes,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,Yes,1,,N/A,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,30286,,1594,,31880,,0,,0,,0,,0,,0,,0,,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,3016.2,,23.8,,,Exclude,1594,,30286,,0,,31880,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00034,Apartment Building (3 or fewer floors),Western Washington,"Clallam, WA",PORT ANGELES,WA,98362,,1,,1,,City of Port Angeles,,Y,BPA,2181,,41.95,,7/18/2017 0:00,,1920,,2,,No,1,,1,,2,,2,,0,,0,,5,,No,No,Frame,Wood,> 90% Conditioned Basement,No,No,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,Yes,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,3207,,641,,3848,,,NA,,NA,,NA,,NA,,NA,,NA,1924,,0.0446,,85.9,,3484,,0.1074,,374.1,,1925,,0.053,,102.1,,333.3,,35.4,,738.9,,641,,3207,,0,,3848,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00035,Apartment Building (3 or fewer floors),Western Washington,"Clallam, WA",PORT ANGELES,WA,98363,,1,,1,,City of Port Angeles,,Y,BPA,2181,,41.95,,7/17/2017 0:00,,,Unknown,2,,Yes,5,,0,,0,,12,,0,,0,,12,,No,Yes,Frame,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,7644,,17,,10,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,1,,0,,10216,,,NA,10216,,,NA,,NA,,NA,,NA,,NA,,NA,5108,,0.0253,,129.2,,7755,,0.0533,,413.5,,5108,,0.0739,,377.4,,945.8,,34.8,,1337.5,,0,,10216,,0,,10216,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00036,Apartment Building (3 or fewer floors),Western Washington,"Clallam, WA",PORT ANGELES,WA,98363,,1,,1,,City of Port Angeles,,Y,BPA,2181,,41.95,,9/5/2017 0:00,,1978,,2,,Yes,5,,0,,0,,12,,0,,0,,12,,No,Yes,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,4000,,11,,0,,NA,Yes,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,6592,,0,,6592,,,NA,,NA,,NA,,NA,,NA,,NA,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,2633.2,,96.9,,,Exclude,0,,6592,,0,,6592,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00037,Apartment Building (3 or fewer floors),Western Washington,"Clallam, WA",SEQUIM,WA,98382,,1,,1,,Clallam County PUD,,Y,BPA,2181,,41.95,,7/18/2017 0:00,,2008,,3,,Yes,7,,0,,0,,21,,3,,0,,24,,No,Yes,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,6195,,23,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,19824,,,NA,19824,,,NA,,NA,,NA,,NA,,NA,,NA,9970,,0.0253,,252.1,,21979,,0.0533,,1171.9,,9970,,0.0775,,772.3,,2202,,40.5,,3168.4,,0,,19824,,0,,19824,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,7163.5,,,N/A,171924.3,,,N/A,,N/A,,N/A,24441.9,,,N/A,586605.6,,,N/A,,N/A,,N/A
BLDG_00038,Apartment Building (3 or fewer floors),Western Washington,"Clallam, WA",SEQUIM,WA,98382,,1,,1,,Clallam County PUD,,Y,BPA,2181,,41.95,,7/18/2017 0:00,,1972,,1,,No,1,,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,8,,No,No,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,Yes,No,No,NA,1100,,6,,100,,NA,Yes,0,,N/A,NA,NA,NA,NA,,NA,1,,0,,1,,0,,4920,,230,,5150,,,NA,,NA,,NA,,NA,,NA,,NA,4920,,0.0253,,124.4,,2949,,0.1754,,517.3,,4920,,0.0834,,410.2,,471.8,,72.3,,1630.7,,230,,4920,,0,,5150,,Zonal Heat,N/A,N/A,N/A,N/A,N/A,N/A,7422.3,,,N/A,59378.6,,,N/A,,N/A,,N/A,25325,,,N/A,202599.9,,,N/A,,N/A,,N/A
BLDG_00039,Apartment Building (3 or fewer floors),Western Washington,"Grays Harbor, WA",ABERDEEN,WA,98520,,1,,1,,Grays harbor pud,,Y,BPA,2181,,41.95,,7/20/2017 0:00,,1908,,2,,No,2,,12,,0,,0,,0,,0,,12,,No,No,Frame,Wood,> 90% Crawlspace,No,No,Yes,No,No,No,NA,,NA,,NA,0,,NA,Yes,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,4904,,568,,5472,,,NA,,NA,,NA,,NA,,NA,,NA,2736,,0.0446,,122.1,,3424,,0.4,,1369.6,,2736,,0.23,,629.3,,414.8,,19.4,,2353.4,,568,,4904,,0,,5472,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00040,Apartment Building (3 or fewer floors),Western Washington,"Lewis, WA",CENTRALIA,WA,98531,,1,,1,,City of Centralia,,Y,BPA,2181,,41.95,,7/25/2017 0:00,,1994,,2,,No,1,,0,,38,,,,0,,0,,38,,Yes,Yes,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,8080,,41,,0,,NA,Yes,1,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,29792,,5258,,35050,,,NA,,NA,,NA,,NA,,NA,,NA,17525,,0.0253,,443.1,,10981,,0.0444,,488,,17525,,0.0326,,571,,1264.8,,14.7,,2060.5,,5258,,29792,,0,,35050,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,12020.5,,85058.4,,541837.3,,,N/A,,N/A,,N/A,41013.9,,290219.1,,1848748.8,,,N/A,,N/A,,N/A
BLDG_00041,Apartment Building (3 or fewer floors),Western Washington,"Lewis, WA",CENTRALIA,WA,98531,,1,,1,,City of Centralia,,Y,BPA,2181,,41.95,,7/11/2017 0:00,,1970,,2,,Yes,3,,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,20,,No,No,Frame,Wood,> 90% Crawlspace,No,NA,Yes,No,No,No,NA,2624,,24,,0,,NA,NA,0,,NA,NA,NA,NA,NA,,NA,2,,0,,0,,0,,16768,,,NA,16768,,,NA,,NA,,NA,,NA,,NA,,NA,8384,,,Exclude,,Exclude,5865.6,,0.1754,,1028.9,,8384,,0.0834,,699,,1618.6,,35.7,,,Exclude,0,,16768,,0,,16768,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00042,Apartment Building (3 or fewer floors),Western Washington,"Lewis, WA",CENTRALIA,WA,98531,,1,,1,,City of Centralia,,Y,BPA,2181,,41.95,,9/7/2017 0:00,,1993,,2,,Yes,2,,0,,0,,10,,0,,0,,10,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,6000,,15,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,7246,,,NA,7246,,,NA,,NA,,NA,,NA,,NA,,NA,3623,,0.0446,,161.7,,5040,,0.0838,,422.3,,3623,,0.0635,,230,,862.6,,38.1,,1194.8,,0,,7246,,0,,7246,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00043,Apartment Building (3 or fewer floors),Western Washington,"Grays Harbor, WA",ELMA,WA,98541,,1,,1,,Grays Harbor PUD,,Y,BPA,2181,,41.95,,9/28/2017 0:00,,1946,,1,,Yes,7,,0,,4,,1,,0,,0,,5,,Yes,No,Unknown,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,612,,4,,0,,Additional parking on gravel. There are other parking spaces but they look to bell to the other buildings in the complex.,No,0,,N/A,NA,NA,NA,NA,,NA,1,,0,,0,,0,,4576,,,NA,4576,,,NA,,NA,,NA,,NA,,NA,,NA,4576,,0.0446,,204.3,,3707,,0.0838,,310.6,,4576,,0.0834,,381.5,,268.8,,23.7,,1015.1,,0,,4576,,0,,4576,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00044,Apartment Building (3 or fewer floors),Western Washington,"Grays Harbor, WA",ELMA,WA,98541,,1,,1,,Grays Harbor PUD,,Y,BPA,2181,,41.95,,7/20/2017 0:00,,1975,,1,,Yes,7,,0,,5,,2,,0,,0,,6,,Yes,No,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,1824,,8,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,1,,0,,0,,0,,3535,,,NA,3535,,,NA,,NA,,NA,,NA,,NA,,NA,3535,,0.0446,,157.8,,2730,,0.0838,,228.7,,3535,,0.0834,,294.7,,365,,26.9,,842.4,,0,,3535,,0,,3535,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00045,Apartment Building (3 or fewer floors),Western Washington,"Grays Harbor, WA",HOQUIAM,WA,98550,,1,,1,,Grays harbor PUD,,Y,BPA,2181,,41.95,,7/19/2017 0:00,,1974,,2,,No,1,,0,,5,,5,,0,,0,,10,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,3900,,13,,0,,NA,Yes,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,4392,,62,,4454,,,NA,,NA,,NA,,NA,,NA,,NA,4454,,0.0446,,198.8,,4950,,0.0533,,263.9,,4454,,0.0541,,240.9,,966.4,,42.7,,1130.3,,62,,4392,,0,,4454,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00046,Apartment Building (3 or fewer floors),Western Washington,"Mason, WA",SHELTON,WA,98584,,1,,1,,Mason county pud 3,,Y,BPA,2181,,41.95,,9/8/2017 0:00,,1930,,2,,Yes,4,,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,8,,No,No,Frame,Wood,> 90% Crawlspace,No,No,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,Yes,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,2984,,276,,3260,,,NA,,NA,,NA,,NA,,NA,,NA,1630,,0.0446,,72.8,,2914,,0.1074,,312.9,,1630,,0.0834,,135.9,,826.9,,45.6,,886.6,,276,,2984,,0,,3260,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,5119.5,,5749.2,,46705.1,,,N/A,,N/A,,N/A,17467.7,,19616.2,,159357.8,,,N/A,,N/A,,N/A
BLDG_00047,Apartment Building (4 to 6 floors),Western Washington,"Cowlitz, WA",KELSO,WA,98047,,1,,1,,Cowlitz PUD,,Y,BPA,2181,,41.95,,9/29/2017 0:00,,1972,,4,,No,1,,3,,26,,0,,0,,0,,29,,No,No,Unknown,Masonry,Other,Yes,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,Yes,1,,N/A,NA,NA,NA,NA,,NA,3,,1,,0,,0,,12750,,2750,,20000,,0,,0,,1000,,3500,,0,,0,,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,1123.8,,17.1,,,Exclude,2750,,12750,,4500,,20000,,Furnace,N/A,N/A,N/A,Furnace,N/A,N/A,4452.9,,32415.4,,161549.1,,,N/A,,N/A,,N/A,15193.2,,110601.2,,551205.4,,,N/A,,N/A,,N/A
BLDG_00048,Apartment Building (3 or fewer floors),Western Washington,"Cowlitz, WA",KELSO,WA,98626,,1,,1,,Cowlitz PUD,,Y,BPA,2181,,41.95,,9/8/2017 0:00,,1970,,2,,No,1,,0,,4,,15,,3,,0,,22,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,13328,,28,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,1,,0,,13776,,,NA,13776,,,NA,,NA,,NA,,NA,,NA,,NA,8512,,0.0446,,380,,11232,,0.1173,,1317.5,,8512,,0.0978,,832.3,,2249,,45.1,,3522.6,,0,,13776,,0,,13776,,Zonal Heat,Electric,N/A,N/A,N/A,N/A,N/A,8511.4,,,N/A,187250.9,,,N/A,,N/A,,N/A,29040.9,,,N/A,638900.1,,,N/A,,N/A,,N/A
BLDG_00049,Apartment Building (3 or fewer floors),Western Washington,"Cowlitz, WA",LONGVIEW,WA,98632,,1,,1,,Cowlitz PUD,,Y,BPA,2181,,41.95,,7/21/2017 0:00,,1997,,1.5,,Yes,7,,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,8,,No,No,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,Yes,NA,2205,,20,,0,,Parking includes each units garage and driveway,No,0,,N/A,NA,NA,NA,NA,,NA,1.5,,0,,0,,0,,8706,,,NA,8706,,,NA,,NA,,NA,,NA,,NA,,NA,5804,,0.0163,,94.6,,5152,,0.0427,,220.1,,5804,,0.0533,,309.5,,746.9,,41.2,,953.8,,0,,8706,,0,,8706,,Air Source Heat Pump,Electric,Air Source Heat Pump,N/A,N/A,N/A,N/A,10541.7,,,N/A,84333.4,,,N/A,,N/A,,N/A,35968.2,,,N/A,287745.7,,,N/A,,N/A,,N/A
BLDG_00050,Apartment Building (3 or fewer floors),Western Washington,"Cowlitz, WA",LONGVIEW,WA,98632,,1,,1,,Cowlitz PUD,,Y,BPA,2181,,41.95,,7/22/2017 0:00,,1970,,2,,Yes,8,,0,,8,,0,,0,,0,,8,,Yes,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,6250,,20,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,3886,,338,,4224,,,NA,,NA,,NA,,NA,,NA,,NA,2112,,0.0253,,53.4,,3776,,0.0838,,316.4,,2112,,0.0816,,172.3,,402.2,,22.2,,719.6,,338,,3886,,0,,4224,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,5526.8,,26723,,70937.8,,,N/A,,N/A,,N/A,18857.6,,91179,,242039.8,,,N/A,,N/A,,N/A
BLDG_00051,Apartment Building (3 or fewer floors),Western Washington,"Cowlitz, WA",LONGVIEW,WA,98632,,1,,1,,Cowlitz PUD,,Y,BPA,2181,,41.95,,7/13/2017 0:00,,1900,,2,,Yes,2,,0,,6,,4,,0,,0,,10,,No,No,Frame,Wood,> 90% Slab,No,NA,No,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,0,,NA,NA,NA,NA,NA,,NA,2,,0,,0,,0,,5750,,,NA,5750,,,NA,,NA,,NA,,NA,,NA,,NA,2875,,,Exclude,,Exclude,4480,,0.23,,1030.4,,2875,,0.0711,,204.4,,430.2,,19,,,Exclude,0,,5750,,0,,5750,,Unknown,Unknown,Unknown,N/A,N/A,N/A,N/A,6671.5,,,N/A,66714.5,,,N/A,,N/A,,N/A,22763,,,N/A,227629.9,,,N/A,,N/A,,N/A
BLDG_00052,Apartment Building (3 or fewer floors),Western Washington,"Cowlitz, WA",LONGVIEW,WA,98632,,1,,1,,Cowlitz PUD,,Y,BPA,2181,,41.95,,7/14/2017 0:00,,1979,,2,,No,1,,0,,0,,4,,1,,0,,5,,No,No,Frame,Wood,> 90% Crawlspace,No,Yes,No,Yes,No,No,NA,800,,4,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,1,,0,,5480,,,NA,5480,,,NA,,NA,,NA,,NA,,NA,,NA,2740,,0.1011,,277.1,,3234,,0.0838,,271,,2740,,0.1042,,285.6,,635.3,,74.9,,1208.3,,0,,5480,,0,,5480,,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,7105.6,,,N/A,35528.1,,,N/A,,N/A,,N/A,24244.3,,,N/A,121221.7,,,N/A,,N/A,,N/A
BLDG_00053,Apartment Building (3 or fewer floors),Western Washington,"Cowlitz, WA",LONGVIEW,WA,98632,,1,,1,,Cowlitz PUD,,Y,BPA,2181,,41.95,,7/24/2017 0:00,,,Unknown,3,,No,1,,0,,12,,17,,1,,0,,30,,Yes,No,Frame,Wood,> 90% Slab,No,Yes,Yes,Yes,Yes,No,NA,13662,,40,,100,,"Parking lot is partially covered (open under building) and partially uncovered20 covered and 20 uncovered parking spots",Yes,1,,Pool - heated,No,No,Indoor,Electric,12,,2.5,,0.5,,0.5,,0.5,,28272,,4226,,32498,,,NA,,NA,,NA,,NA,,NA,,NA,12100,,0.0253,,305.9,,13152,,0.39,,5129.3,,12100,,0.051,,617.4,,1380.6,,30.1,,6956.9,,4226,,28272,,0,,32498,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,7301,,138143.7,,357173.9,,,N/A,,N/A,,N/A,24911,,471346.2,,1218677.4,,,N/A,,N/A,,N/A
BLDG_00054,Apartment Building (3 or fewer floors),Western Washington,"Cowlitz, WA",LONGVIEW,WA,98632,,1,,1,,Cowlitz PUD,,Y,BPA,2181,,41.95,,7/10/2017 0:00,,1940,,2,,No,2,,0,,0,,11,,0,,0,,11,,No,No,Frame over concrete slab,Wood,Mixed Crawlspace and Conditioned Basement,No,Yes,Yes,Yes,No,No,NA,1590,,11,,0,,NA,Yes,0,,Unknown,NA,NA,NA,NA,,NA,2,,2,,0,,0,,8880,,81,,8961,,,NA,,NA,,NA,,NA,,NA,,NA,5584,,0.0446,,249.3,,6992,,0.0606,,423.8,,5584,,0.1034,,577.4,,939.6,,37.7,,1665.2,,81,,8880,,0,,8961,,Zonal Heat,Electric,N/A,N/A,N/A,N/A,N/A,9182.8,,,N/A,101010.8,,,N/A,,N/A,,N/A,31331.7,,,N/A,344648.7,,,N/A,,N/A,,N/A
