station,ghcnd_id,date,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-HTDD-NORMAL,DLY-CLDD-NORMAL
KONP,GHCND:USW00024285,2010-11-19,48.0,54.1,41.9,17.0,0.0
KONP,GHCND:USW00024285,2010-11-20,47.9,54.0,41.8,17.0,0.0
KONP,GHCND:USW00024285,2010-11-21,47.7,53.8,41.6,17.0,0.0
KONP,GHCND:USW00024285,2010-11-22,47.5,53.6,41.5,17.0,0.0
KONP,GHCND:USW00024285,2010-11-23,47.4,53.4,41.3,18.0,0.0
KONP,GHCND:USW00024285,2010-11-24,47.2,53.2,41.2,18.0,0.0
KONP,GHCND:USW00024285,2010-11-25,47.0,53.0,41.0,18.0,0.0
KONP,GHCND:USW00024285,2010-11-26,46.9,52.9,40.9,18.0,0.0
KONP,GHCND:USW00024285,2010-11-27,46.7,52.7,40.7,18.0,0.0
KONP,GHCND:USW00024285,2010-11-28,46.6,52.5,40.6,18.0,0.0
KONP,GHCND:USW00024285,2010-11-29,46.4,52.4,40.5,19.0,0.0
KONP,GHCND:USW00024285,2010-11-30,46.3,52.2,40.3,19.0,0.0
KONP,GHCND:USW00024285,2010-12-01,46.1,52.1,40.2,19.0,0.0
KONP,GHCND:USW00024285,2010-12-02,46.0,51.9,40.1,19.0,0.0
KONP,GHCND:USW00024285,2010-12-03,45.9,51.8,40.0,19.0,0.0
KONP,GHCND:USW00024285,2010-12-04,45.8,51.7,39.9,19.0,0.0
KONP,GHCND:USW00024285,2010-12-05,45.7,51.6,39.8,19.0,0.0
KONP,GHCND:USW00024285,2010-12-06,45.6,51.5,39.7,19.0,0.0
KONP,GHCND:USW00024285,2010-12-07,45.5,51.4,39.6,20.0,0.0
KONP,GHCND:USW00024285,2010-12-08,45.4,51.3,39.5,20.0,0.0
KONP,GHCND:USW00024285,2010-12-09,45.3,51.2,39.5,20.0,0.0
KONP,GHCND:USW00024285,2010-12-10,45.3,51.1,39.4,20.0,0.0
KONP,GHCND:USW00024285,2010-12-11,45.2,51.1,39.4,20.0,0.0
KONP,GHCND:USW00024285,2010-12-12,45.2,51.0,39.3,20.0,0.0
KONP,GHCND:USW00024285,2010-12-13,45.1,50.9,39.3,20.0,0.0
KONP,GHCND:USW00024285,2010-12-14,45.1,50.9,39.3,20.0,0.0
KONP,GHCND:USW00024285,2010-12-15,45.1,50.9,39.2,20.0,0.0
KONP,GHCND:USW00024285,2010-12-16,45.0,50.8,39.2,20.0,0.0
KONP,GHCND:USW00024285,2010-12-17,45.0,50.8,39.2,20.0,0.0
KONP,GHCND:USW00024285,2010-12-18,45.0,50.8,39.2,20.0,0.0
KONP,GHCND:USW00024285,2010-12-19,45.0,50.8,39.2,20.0,0.0
KONP,GHCND:USW00024285,2010-12-20,45.0,50.8,39.3,20.0,0.0
KONP,GHCND:USW00024285,2010-12-21,45.0,50.8,39.3,20.0,0.0
KONP,GHCND:USW00024285,2010-12-22,45.0,50.8,39.3,20.0,0.0
KONP,GHCND:USW00024285,2010-12-23,45.1,50.8,39.3,20.0,0.0
KONP,GHCND:USW00024285,2010-12-24,45.1,50.8,39.4,20.0,0.0
KONP,GHCND:USW00024285,2010-12-25,45.1,50.8,39.4,20.0,0.0
KONP,GHCND:USW00024285,2010-12-26,45.2,50.9,39.5,20.0,0.0
KONP,GHCND:USW00024285,2010-12-27,45.2,50.9,39.5,20.0,0.0
KONP,GHCND:USW00024285,2010-12-28,45.2,50.9,39.5,20.0,0.0
KONP,GHCND:USW00024285,2010-12-29,45.3,51.0,39.6,20.0,0.0
KONP,GHCND:USW00024285,2010-12-30,45.3,51.0,39.6,20.0,0.0
KONP,GHCND:USW00024285,2010-12-31,45.4,51.0,39.7,20.0,0.0
