NAME,B25040_001E,B25040_001EA,B25040_001M,B25040_001MA,B25040_002E,B25040_002EA,B25040_002M,B25040_002MA,B25040_003E,B25040_003EA,B25040_003M,B25040_003MA,B25040_004E,B25040_004EA,B25040_004M,B25040_004MA,B25040_005E,B25040_005EA,B25040_005M,B25040_005MA,B25040_006E,B25040_006EA,B25040_006M,B25040_006MA,B25040_007E,B25040_007EA,B25040_007M,B25040_007MA,B25040_008E,B25040_008EA,B25040_008M,B25040_008MA,B25040_009E,B25040_009EA,B25040_009M,B25040_009MA,B25040_010E,B25040_010EA,B25040_010M,B25040_010MA,GEO_ID,NAME,ucgid
"Benton County, Oregon",37853,,473,,15049,,693,,517,,137,,19968,,721,,105,,55,,0,,31,,1588,,258,,58,,42,,263,,139,,305,,140,,0500000US41003,"Benton County, Oregon",0500000US41003
"Clackamas County, Oregon",160984,,954,,72781,,1446,,3695,,525,,73684,,1782,,1760,,324,,39,,36,,6877,,538,,268,,131,,1375,,273,,505,,182,,0500000US41005,"Clackamas County, Oregon",0500000US41005
"Clatsop County, Oregon",17246,,449,,8073,,431,,357,,104,,6945,,589,,484,,123,,0,,28,,1142,,203,,0,,28,,161,,47,,84,,57,,0500000US41007,"Clatsop County, Oregon",0500000US41007
"Columbia County, Oregon",20335,,323,,7048,,489,,381,,182,,10451,,555,,346,,198,,0,,31,,1816,,267,,14,,22,,103,,59,,176,,89,,0500000US41009,"Columbia County, Oregon",0500000US41009
"Coos County, Oregon",28075,,483,,1488,,256,,494,,124,,19464,,607,,838,,233,,0,,31,,4970,,538,,55,,49,,588,,161,,178,,88,,0500000US41011,"Coos County, Oregon",0500000US41011
"Lane County, Oregon",158621,,733,,27825,,1102,,1828,,331,,118376,,1521,,630,,156,,28,,41,,8174,,668,,95,,61,,881,,225,,784,,193,,0500000US41039,"Lane County, Oregon",0500000US41039
"Lincoln County, Oregon",22483,,537,,5422,,438,,571,,140,,14302,,561,,75,,43,,0,,31,,1902,,269,,0,,31,,97,,60,,114,,71,,0500000US41041,"Lincoln County, Oregon",0500000US41041
"Linn County, Oregon",49944,,432,,17650,,852,,908,,200,,26382,,901,,298,,146,,0,,31,,3701,,476,,58,,61,,790,,245,,157,,77,,0500000US41043,"Linn County, Oregon",0500000US41043
"Marion County, Oregon",123460,,630,,51122,,1329,,1860,,390,,63674,,1460,,1179,,286,,6,,10,,4196,,474,,102,,65,,643,,151,,678,,246,,0500000US41047,"Marion County, Oregon",0500000US41047
"Multnomah County, Oregon",343370,,1261,,162599,,2693,,3924,,426,,163168,,2725,,7346,,531,,108,,66,,2331,,361,,223,,83,,1658,,298,,2013,,385,,0500000US41051,"Multnomah County, Oregon",0500000US41051
"Polk County, Oregon",32222,,363,,11900,,670,,491,,144,,17312,,778,,321,,172,,0,,31,,1894,,300,,50,,63,,171,,122,,83,,76,,0500000US41053,"Polk County, Oregon",0500000US41053
"Washington County, Oregon",230122,,864,,115871,,1851,,2659,,404,,105123,,1779,,1493,,272,,0,,31,,3363,,447,,319,,134,,358,,163,,936,,240,,0500000US41067,"Washington County, Oregon",0500000US41067
"Yamhill County, Oregon",38371,,346,,9272,,656,,930,,263,,25058,,715,,358,,123,,0,,31,,2156,,341,,9,,14,,392,,144,,196,,151,,0500000US41071,"Yamhill County, Oregon",0500000US41071
"Clark County, Washington",188863,,754,,62588,,1600,,2314,,472,,116291,,1685,,1014,,206,,8,,12,,4839,,548,,51,,50,,889,,230,,869,,218,,0500000US53011,"Clark County, Washington",0500000US53011
"Klickitat County, Washington",9618,,209,,1975,,339,,520,,150,,5195,,390,,155,,55,,0,,24,,1621,,260,,39,,58,,113,,98,,0,,24,,0500000US53039,"Klickitat County, Washington",0500000US53039
"Skamania County, Washington",4812,,134,,595,,134,,353,,106,,2708,,223,,30,,32,,8,,14,,1021,,186,,23,,32,,35,,23,,39,,36,,0500000US53059,"Skamania County, Washington",0500000US53059
