NAME,B25034_001E,B25034_001EA,B25034_001M,B25034_001MA,B25034_002E,B25034_002EA,B25034_002M,B25034_002MA,B25034_003E,B25034_003EA,B25034_003M,B25034_003MA,B25034_004E,B25034_004EA,B25034_004M,B25034_004MA,B25034_005E,B25034_005EA,B25034_005M,B25034_005MA,B25034_006E,B25034_006EA,B25034_006M,B25034_006MA,B25034_007E,B25034_007EA,B25034_007M,B25034_007MA,B25034_008E,B25034_008EA,B25034_008M,B25034_008MA,B25034_009E,B25034_009EA,B25034_009M,B25034_009MA,B25034_010E,B25034_010EA,B25034_010M,B25034_010MA,B25034_011E,B25034_011EA,B25034_011M,B25034_011MA,GEO_ID,NAME,ucgid
"Benton County, Oregon",40565,,81,,538,,164,,3640,,430,,5522,,454,,5683,,535,,3754,,444,,8402,,663,,4952,,437,,2723,,357,,1935,,352,,3416,,477,,0500000US41003,"Benton County, Oregon",0500000US41003
"Clackamas County, Oregon",172599,,153,,2247,,336,,17589,,1058,,23504,,1137,,30478,,1215,,23171,,1229,,33193,,1148,,15021,,892,,10075,,866,,5765,,659,,11556,,775,,0500000US41005,"Clackamas County, Oregon",0500000US41005
"Clatsop County, Oregon",23251,,90,,143,,77,,1418,,274,,2682,,390,,2821,,431,,2771,,446,,3327,,430,,1504,,314,,1487,,283,,1809,,381,,5289,,486,,0500000US41007,"Clatsop County, Oregon",0500000US41007
"Columbia County, Oregon",21980,,36,,150,,84,,1436,,316,,2950,,408,,3965,,386,,2645,,409,,3452,,389,,1705,,343,,1260,,269,,1013,,249,,3404,,406,,0500000US41009,"Columbia County, Oregon",0500000US41009
"Coos County, Oregon",31698,,39,,307,,115,,1353,,272,,3184,,463,,3718,,450,,2838,,400,,6658,,603,,3548,,428,,4217,,428,,1913,,340,,3962,,415,,0500000US41011,"Coos County, Oregon",0500000US41011
"Lane County, Oregon",168316,,153,,1373,,298,,12661,,866,,20497,,1087,,24460,,1110,,15310,,956,,35377,,1203,,22283,,1062,,14229,,896,,11338,,770,,10788,,809,,0500000US41039,"Lane County, Oregon",0500000US41039
"Lincoln County, Oregon",32373,,64,,218,,93,,2303,,315,,4167,,453,,5615,,437,,4206,,494,,6008,,512,,2818,,337,,2159,,345,,1995,,358,,2884,,374,,0500000US41041,"Lincoln County, Oregon",0500000US41041
"Linn County, Oregon",52740,,55,,691,,205,,4189,,474,,6831,,605,,8429,,753,,4275,,490,,10714,,778,,4410,,510,,4305,,455,,4150,,462,,4746,,432,,0500000US41043,"Linn County, Oregon",0500000US41043
"Marion County, Oregon",130600,,174,,2147,,329,,9466,,850,,16528,,980,,21871,,1197,,12815,,1015,,29120,,1121,,12817,,871,,9969,,849,,5145,,542,,10722,,708,,0500000US41047,"Marion County, Oregon",0500000US41047
"Multnomah County, Oregon",367704,,133,,3565,,470,,36567,,1603,,38839,,1477,,34309,,1427,,29949,,1454,,46576,,1467,,31984,,1329,,37316,,1361,,23710,,1399,,84889,,1637,,0500000US41051,"Multnomah County, Oregon",0500000US41051
"Polk County, Oregon",34446,,124,,530,,192,,3906,,473,,6710,,556,,5770,,494,,3133,,372,,5661,,526,,3406,,451,,1815,,350,,1233,,248,,2282,,333,,0500000US41053,"Polk County, Oregon",0500000US41053
"Washington County, Oregon",240409,,142,,3262,,390,,28051,,1211,,39966,,1427,,49572,,1800,,31843,,1519,,44541,,1459,,20059,,1049,,11122,,863,,5213,,546,,6780,,754,,0500000US41067,"Washington County, Oregon",0500000US41067
"Yamhill County, Oregon",40744,,85,,436,,155,,4362,,497,,6531,,550,,8383,,727,,4797,,534,,6833,,531,,2050,,395,,1895,,312,,1962,,392,,3495,,398,,0500000US41071,"Yamhill County, Oregon",0500000US41071
"Clark County, Washington",201114,,200,,4950,,481,,28628,,1169,,34300,,1239,,43655,,1657,,21740,,1294,,31941,,1241,,12943,,932,,8412,,651,,6231,,701,,8314,,773,,0500000US53011,"Clark County, Washington",0500000US53011
"Klickitat County, Washington",10722,,30,,130,,89,,1075,,206,,1710,,288,,1690,,304,,1030,,229,,1355,,272,,743,,201,,1024,,262,,450,,126,,1515,,310,,0500000US53039,"Klickitat County, Washington",0500000US53039
"Skamania County, Washington",5899,,24,,17,,19,,470,,125,,1031,,156,,1047,,158,,644,,130,,1241,,172,,382,,115,,264,,87,,319,,108,,484,,115,,0500000US53059,"Skamania County, Washington",0500000US53059
