NAME,B25034_001E,B25034_001EA,B25034_001M,B25034_001MA,B25034_002E,B25034_002EA,B25034_002M,B25034_002MA,B25034_003E,B25034_003EA,B25034_003M,B25034_003MA,B25034_004E,B25034_004EA,B25034_004M,B25034_004MA,B25034_005E,B25034_005EA,B25034_005M,B25034_005MA,B25034_006E,B25034_006EA,B25034_006M,B25034_006MA,B25034_007E,B25034_007EA,B25034_007M,B25034_007MA,B25034_008E,B25034_008EA,B25034_008M,B25034_008MA,B25034_009E,B25034_009EA,B25034_009M,B25034_009MA,B25034_010E,B25034_010EA,B25034_010M,B25034_010MA,B25034_011E,B25034_011EA,B25034_011M,B25034_011MA,GEO_ID,NAME,ucgid
"Benton County, Oregon",38713,,249,,1671,,299,,1377,,271,,5147,,497,,5935,,473,,3803,,469,,7936,,542,,4552,,419,,2739,,322,,2081,,308,,3472,,415,,0500000US41003,"Benton County, Oregon",0500000US41003
"Clackamas County, Oregon",168828,,180,,7136,,625,,5250,,566,,22178,,1067,,32309,,1167,,24105,,1042,,33989,,1347,,15903,,1041,,10006,,805,,6175,,710,,11777,,974,,0500000US41005,"Clackamas County, Oregon",0500000US41005
"Clatsop County, Oregon",22609,,81,,690,,187,,387,,116,,2446,,367,,3400,,421,,2436,,288,,3179,,352,,1345,,258,,1680,,259,,1842,,345,,5204,,413,,0500000US41007,"Clatsop County, Oregon",0500000US41007
"Columbia County, Oregon",21421,,70,,524,,163,,435,,161,,2912,,346,,3648,,356,,2251,,325,,4081,,373,,1496,,221,,1022,,307,,1238,,259,,3814,,398,,0500000US41009,"Columbia County, Oregon",0500000US41009
"Coos County, Oregon",31246,,83,,418,,171,,356,,191,,3171,,456,,3697,,434,,2922,,463,,6731,,597,,3170,,403,,4350,,466,,2305,,402,,4126,,401,,0500000US41011,"Coos County, Oregon",0500000US41011
"Lane County, Oregon",163617,,250,,5063,,557,,4085,,510,,18213,,944,,25236,,1107,,15114,,806,,36147,,1284,,22331,,988,,15347,,905,,10639,,720,,11442,,852,,0500000US41039,"Lane County, Oregon",0500000US41039
"Lincoln County, Oregon",31751,,74,,672,,193,,444,,132,,4418,,462,,5681,,472,,3989,,385,,6497,,605,,3054,,359,,2387,,347,,2084,,328,,2525,,319,,0500000US41041,"Lincoln County, Oregon",0500000US41041
"Linn County, Oregon",50936,,144,,1517,,267,,933,,223,,7190,,570,,8514,,696,,3839,,475,,10496,,690,,4851,,517,,4517,,483,,4124,,449,,4955,,509,,0500000US41043,"Linn County, Oregon",0500000US41043
"Marion County, Oregon",127505,,367,,4012,,553,,2316,,460,,15200,,770,,22422,,1242,,13137,,764,,31099,,1193,,12947,,945,,10731,,901,,5122,,487,,10519,,671,,0500000US41047,"Marion County, Oregon",0500000US41047
"Multnomah County, Oregon",353735,,399,,15145,,1132,,8312,,767,,37161,,1525,,37218,,1274,,29955,,1637,,46024,,1678,,31728,,1385,,37165,,1633,,25769,,1209,,85258,,2149,,0500000US41051,"Multnomah County, Oregon",0500000US41051
"Polk County, Oregon",32572,,114,,1145,,263,,938,,230,,6565,,524,,5941,,553,,3054,,455,,5928,,564,,3251,,521,,1917,,331,,1477,,258,,2356,,349,,0500000US41053,"Polk County, Oregon",0500000US41053
"Washington County, Oregon",232032,,236,,12339,,1129,,7742,,601,,38380,,1389,,55085,,1470,,31873,,1110,,45733,,1535,,18902,,937,,10874,,847,,4744,,493,,6360,,662,,0500000US41067,"Washington County, Oregon",0500000US41067
"Yamhill County, Oregon",39504,,199,,1488,,297,,1138,,327,,6590,,526,,8740,,706,,4608,,398,,6765,,548,,2476,,377,,1880,,298,,1744,,306,,4075,,493,,0500000US41071,"Yamhill County, Oregon",0500000US41071
"Clark County, Washington",186317,,171,,12185,,800,,7342,,745,,32943,,1024,,44511,,1527,,22006,,1214,,31717,,1145,,12522,,873,,8905,,748,,6024,,422,,8162,,588,,0500000US53011,"Clark County, Washington",0500000US53011
"Klickitat County, Washington",10626,,58,,398,,153,,226,,95,,1581,,233,,1691,,320,,1023,,162,,2029,,276,,674,,183,,858,,248,,498,,166,,1648,,306,,0500000US53039,"Klickitat County, Washington",0500000US53039
"Skamania County, Washington",5937,,31,,182,,85,,129,,57,,1126,,138,,1086,,131,,467,,96,,1528,,151,,376,,114,,231,,79,,343,,97,,469,,103,,0500000US53059,"Skamania County, Washington",0500000US53059
